EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,OffTwoPtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,DefensiveGoaltends,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGM,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,OffFTReboundPct,3SecondViolations,on,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked
1112,1610612739,Ben Wallace,Ben Wallace,1112,CLE,524.0,9.0,-20.0,13,19,3,15,1.0,32,32.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3,12.5,1.0,0.3333333333333333,0.14285714285714285,0.5,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1887,1610612739,Wally Szczerbiak,Wally Szczerbiak,1887,CLE,2012.0,34.0,-6.0,60,63,20,20,6.0,123,76.0,,,3.0,,,,1.0,,,2.0,,,20,13.235294117647058,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.25,0.16666666666666666,0.25,1.0,0.2857142857142857,0.07142857142857142,0.5,0.2,0.125,1.0,1.0,1.0,0.125,0.5,0.25,0.3333333333333333,1.0,0.125,0.125,0.375,0.46639375,0.3908,0.4005,0.2,13.266666666666666,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,24744.0,412.0,115.0,736,742,226,140,100.0,1478,753.0,10.0,16.0,98.0,12.0,6.0,6.0,26.0,2.0,7.0,101.0,2.0,1.0,226,34.032634032634036,0.46153846153846156,0.04291845493562232,0.04664723032069971,0.09859154929577464,0.3070652173913043,57.0,80.0,17.0,30.0,57.0,8.0,45.0,97.0,154.0,53.0,102.0,350.0,21.0,11.0,47.0,52.0,64.0,42.0,5.0,23.0,70.0,9.0,163.0,23.0,1.0,82.0,20.0,14.0,14.0,3.0,10.0,24.0,2.0,137.0,3.0,0.32989690721649484,0.3404255319148936,0.6298701298701299,0.5990338164251208,0.651685393258427,0.2560386473429952,0.032467532467532464,,0.06666666666666667,0.24210526315789474,0.23142857142857143,0.2542372881355932,0.2222222222222222,0.3864734299516908,0.7125,0.75,0.43859649122807015,0.0821256038647343,0.2753623188405797,0.5263157894736842,0.5263157894736842,0.16666666666666666,0.03864734299516908,0.21739130434782608,0.642512077294686,0.511255147058823,0.502545652173913,0.51613,0.13428571428571429,8.746103896103895,26.099999999999998,8.0,11.0,18.0,27.0,10.0,1.0,4.0,18.0,2.0,6.0,6.0,17.0,18.0,15.0,2.0,7.0,31.0,6.0,21.0,48.0,128.0,130.0,27.0,27.0,6.0,1.0,2.0,17.0,47.0,14.0,31.0,3.0,13.0,6.0,58.0,6.0,6.0,2.0,1.0,3.0,1.0,4.0,13.0,59.0,1.0,13.0,8.0,4.0,4.0,8.0,5.0,1.0,128.0,2.0,12.0,0.5,0.33962264150943394,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.5961538461538461,0.6428571428571429,0.547945205479452,0.734375,0.6479591836734694,0.05,0.058823529411764705,0.22745098039215686,0.05454545454545454,0.041666666666666664,0.008771929824561403,0.045454545454545456,0.06818181818181818,0.06060606060606061,0.2361111111111111,0.3162393162393162,0.07058823529411765,0.625,0.5882352941176471,0.625,0.2,0.4,0.4,0.5,0.39285714285714285,0.7272727272727273,0.125,0.03571428571428571,0.21428571428571427,0.3333333333333333,0.5,0.3698630136986301,0.6666666666666666,0.0547945205479452,0.2328767123287671,0.35294117647058826,0.40476190476190477,0.23622047244094488,0.295,0.018518518518518517,0.3657142857142857,,,,,,,,,,,,,,,,True,,,,
2590,1610612739,Mo Williams,Mo Williams,2590,CLE,21505.0,358.0,110.0,637,635,175,111,86.0,1272,640.0,5.0,6.0,28.0,15.0,12.0,3.0,21.0,2.0,6.0,20.0,3.0,,175,21.428571428571427,0.7142857142857143,0.024509803921568627,0.020066889632107024,0.01694915254237288,0.27472527472527475,8.0,17.0,18.0,10.0,25.0,27.0,44.0,27.0,60.0,71.0,24.0,162.0,6.0,,18.0,10.0,18.0,41.0,6.0,5.0,38.0,5.0,81.0,12.0,2.0,22.0,7.0,6.0,6.0,,13.0,26.0,,30.0,11.0,0.3333333333333333,0.34615384615384615,0.45,0.5267175572519084,0.5579710144927537,0.5419847328244275,0.1,0.04,0.15384615384615385,0.13333333333333333,0.06578947368421052,0.10526315789473684,0.18181818181818182,0.1297709923664122,0.47058823529411764,0.5714285714285714,0.5,0.13740458015267176,0.19083969465648856,0.4,0.4166666666666667,0.3,0.20610687022900764,0.33587786259541985,0.6717557251908397,0.5110042635658915,0.5338607142857142,0.5110439999999999,0.1111111111111111,10.141666666666667,25.749295774647887,1.0,2.0,1.0,3.0,9.0,5.0,3.0,14.0,2.0,4.0,4.0,14.0,28.0,3.0,4.0,9.0,3.0,7.0,17.0,7.0,34.0,36.0,69.0,15.0,2.0,1.0,2.0,13.0,33.0,,18.0,3.0,12.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,,1.0,5.0,8.0,,4.0,,,,,,,34.0,1.0,3.0,0.8214285714285714,0.39436619718309857,0.4444444444444444,0.4117647058823529,0.391304347826087,0.5,0.3,0.6,0.5,0.6,0.532258064516129,0.17647058823529413,0.1111111111111111,0.037383177570093455,0.010526315789473684,0.045454545454545456,0.019801980198019802,,0.02702702702702703,0.07272727272727272,0.05084745762711865,0.01,0.014925373134328358,,0.5,0.5625,0.2222222222222222,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.13333333333333333,0.5,1.0,0.3333333333333333,0.26666666666666666,0.5,1.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.5185185185185185,0.2857142857142857,0.3170731707317073,0.05970149253731343,0.12698412698412698,,0.20987654320987653,14.0,2.0,3.0,0.5185185185185185,0.5185185185185185,0.9285714285714286,0.4,1.0,1.0,,,,,,,True,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,25200.0,420.0,115.0,751,757,231,144,100.0,1508,765.0,25.0,41.0,90.0,7.0,3.0,4.0,15.0,3.0,4.0,24.0,2.0,1.0,231,11.912943871706757,0.4666666666666667,0.10504201680672269,0.10632183908045977,0.11267605633802817,0.30758988015978694,33.0,52.0,16.0,3.0,14.0,,,41.0,82.0,,15.0,97.0,22.0,,12.0,22.0,64.0,,1.0,2.0,8.0,1.0,18.0,15.0,1.0,49.0,18.0,9.0,8.0,1.0,24.0,49.0,4.0,22.0,,0.7804878048780488,0.8421052631578947,0.5,0.5,0.5388888888888889,,0.012195121951219513,,0.0625,0.15306122448979592,0.13333333333333333,0.21666666666666667,0.05263157894736842,0.6341463414634146,0.6346153846153846,0.6470588235294118,0.8787878787878788,0.1951219512195122,0.17073170731707318,0.21428571428571427,0.21428571428571427,0.6666666666666666,,,0.6341463414634146,0.539540243902439,0.5978529411764706,0.5667272727272727,0.12371134020618557,5.014634146341463,,6.0,15.0,11.0,15.0,5.0,,,,,,,,,6.0,,,13.0,,,4.0,30.0,18.0,,,6.0,,,,6.0,1.0,4.0,,2.0,12.0,33.0,2.0,9.0,2.0,,2.0,4.0,3.0,7.0,14.0,,1.0,15.0,9.0,5.0,16.0,10.0,,30.0,5.0,,,,,,,0.2727272727272727,0.5909090909090909,0.2727272727272727,0.5909090909090909,0.2727272727272727,0.6521739130434783,0.019230769230769232,,0.12595419847328243,0.10909090909090909,0.06,0.11965811965811966,0.12121212121212122,0.09090909090909091,0.11764705882352941,0.12162162162162163,0.13333333333333333,0.05,0.625,0.3125,0.3125,0.2,,,,0.6818181818181818,0.4,0.3333333333333333,,,,,0.6818181818181818,0.7333333333333333,,,,,0.15730337078651685,0.15730337078651685,,0.30927835051546393,,,,,,,,,,4.0,1.0,1.0,1.0,0.125,,True,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,4438.0,74.0,46.0,131,139,64,30,22.0,270,114.0,,1.0,3.0,2.0,1.0,1.0,3.0,,3.0,5.0,2.0,,64,9.433962264150942,0.6666666666666666,,0.016129032258064516,,0.48854961832061067,,1.0,,1.0,2.0,3.0,4.0,1.0,3.0,7.0,5.0,13.0,,,3.0,2.0,2.0,4.0,,1.0,2.0,,5.0,1.0,,2.0,,,1.0,,3.0,6.0,,5.0,1.0,1.0,1.0,0.3333333333333333,0.4,0.5,0.7,,,,0.05,0.02666666666666667,,0.14285714285714285,0.1,,,,,0.2,0.5,0.5,1.0,0.3,0.4,0.8,0.51664,,0.5387714285714286,0.23076923076923078,13.233333333333334,24.3,,,,1.0,,,3.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,5.0,3.0,11.0,,6.0,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,,2.0,,,1.0,1.0,,1.0,,,11.0,,,1.0,0.2857142857142857,0.5,0.4,0.2857142857142857,,0.5,0.75,0.5714285714285714,0.75,0.625,,,0.01818181818181818,0.04,,,0.07142857142857142,,,,0.04,0.14285714285714285,,,,,0.25,0.25,1.0,,,,,1.0,0.5,1.0,0.14285714285714285,,0.42857142857142855,0.2857142857142857,0.5,0.25,0.16666666666666666,0.4,,0.8461538461538461,1.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,,,,,,True,,,,
2753,1610612739,Delonte West,Delonte West,2753,CLE,23206.0,387.0,109.0,694,693,197,110,91.0,1387,701.0,3.0,5.0,36.0,15.0,8.0,7.0,21.0,1.0,1.0,21.0,,,197,16.33416458852868,0.7142857142857143,0.013392857142857142,0.015723270440251572,0.015873015873015872,0.2838616714697406,18.0,29.0,20.0,5.0,22.0,13.0,14.0,32.0,71.0,27.0,23.0,114.0,3.0,,,24.0,18.0,14.0,7.0,7.0,35.0,5.0,77.0,10.0,1.0,31.0,15.0,7.0,6.0,2.0,2.0,18.0,2.0,28.0,,0.28125,0.28125,0.4507042253521127,0.4642857142857143,0.5181818181818182,0.2755102040816326,0.09859154929577464,,0.07692307692307693,0.1111111111111111,0.09259259259259259,0.12280701754385964,0.09090909090909091,0.29591836734693877,0.6206896551724138,0.6923076923076923,0.3333333333333333,0.20408163265306123,0.22448979591836735,0.22727272727272727,0.22727272727272727,0.2,0.1326530612244898,0.14285714285714285,0.5714285714285714,0.5023357142857142,0.5241428571428571,0.4947705882352941,,8.669014084507042,24.50740740740741,,2.0,4.0,8.0,9.0,3.0,5.0,6.0,,4.0,2.0,5.0,9.0,,,7.0,8.0,4.0,10.0,14.0,42.0,46.0,21.0,6.0,,,,6.0,28.0,2.0,18.0,3.0,7.0,2.0,20.0,1.0,8.0,3.0,1.0,,1.0,,4.0,11.0,,5.0,5.0,2.0,3.0,5.0,3.0,,42.0,3.0,5.0,0.7777777777777778,0.3333333333333333,,0.4,0.3333333333333333,,0.3333333333333333,,0.4117647058823529,,0.525,0.10344827586206896,0.2,0.08547008547008547,0.02127659574468085,,0.017699115044247787,0.017857142857142856,0.02631578947368421,0.06349206349206349,0.12698412698412698,0.07407407407407407,0.02,0.6,0.45,0.5625,0.2222222222222222,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2,,,0.3,0.4,,,0.23529411764705882,0.5,0.14705882352941177,0.14705882352941177,0.4,0.42857142857142855,0.10476190476190476,0.14102564102564102,,0.3684210526315789,3.0,,2.0,0.23076923076923078,0.23076923076923078,1.0,,,0.4,,,,,,,True,,,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,1642.0,27.0,-19.0,53,57,33,36,3.0,110,65.0,,,2.0,1.0,1.0,,1.0,,,1.0,,,33,5.357142857142857,1.0,,,,0.6226415094339622,,,1.0,,,,,1.0,1.0,,1.0,3.0,,,,1.0,,,,,,,,,,2.0,,,,,4.0,5.0,,2.0,,,,1.0,1.0,0.75,,,,,,0.08,,,,,,,1.0,,,,,,,,0.3763,,0.3763,,11.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,0.1111111111111111,,,,,,,0.14285714285714285,0.14285714285714285,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,0.5,,0.6666666666666666,,,,,,,,,,,,,,,,True,,,,
201616,1610612739,Darnell Jackson,Darnell Jackson,201616,CLE,17.0,,,1,1,1,1,,2,,,,,,,,,,,,,,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
693,1610612739,Joe Smith,Joe Smith,693,CLE,2887.0,48.0,8.0,84,90,40,19,16.0,174,83.0,1.0,2.0,15.0,1.0,,1.0,2.0,1.0,,6.0,,,40,18.446601941747574,0.5,0.037037037037037035,0.045454545454545456,,0.47619047619047616,2.0,2.0,2.0,,6.0,1.0,,3.0,10.0,1.0,9.0,15.0,3.0,1.0,5.0,4.0,2.0,,,,,,,2.0,,13.0,3.0,,1.0,,5.0,7.0,1.0,12.0,,0.3333333333333333,0.5,0.3,0.2727272727272727,0.4411764705882353,0.09090909090909091,,,,0.3333333333333333,0.26,0.5,0.25,0.18181818181818182,1.0,1.0,0.5,0.18181818181818182,0.5454545454545454,,,,0.09090909090909091,,0.2727272727272727,0.41450909090909094,0.46785,0.41428000000000004,0.3333333333333333,13.169999999999998,23.7,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,2.0,,,2.0,,1.0,5.0,9.0,4.0,,,2.0,,,,,,,,,1.0,11.0,,3.0,,,,1.0,,,4.0,,2.0,2.0,1.0,,2.0,1.0,1.0,9.0,1.0,2.0,,,,,,0.6666666666666666,0.5,0.6666666666666666,0.4,0.625,0.5,,,0.25,0.058823529411764705,0.16666666666666666,,0.1,,,0.09090909090909091,0.43478260869565216,,0.5,0.5,0.5,,,,,0.3333333333333333,1.0,,,,,,0.2,1.0,0.2,,,,0.26666666666666666,0.2857142857142857,,0.6,,,,,,,,,,,,,1.0,,,True,,,,
