EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PtsPutbacks,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,FTOffRebounds,FTDefRebounds,LostBallSteals,Loose Ball Fouls,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SelfOReb,BlockedShortMidRange,3SecondViolations,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,on,LostBallOutOfBoundsTurnovers,Travels
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,6933.0,116,-10.0,234,228,119.0,113.0,33,462,6.0,15.0,3.0,7.0,1.0,4.0,2.0,5.0,5.0,11.0,1.0,1.0,6.0,9.0,24.0,5.0,11.0,10.0,43.0,254,1.0,1.0,1.0,3.0,5.0,4.0,11.0,1.0,6.0,7.0,18.0,8.0,10.0,9.0,6.0,11.0,5.0,3.0,29.0,8.0,37.0,5.0,3.0,20.0,2.0,7.0,82.0,1.0,2.0,2.0,6.0,8.0,3.0,11.0,2.0,2.0,7.0,3.0,5.0,5.0,2.0,1.0,12.0,2.0,3.0,3.0,8.0,1.0,15.0,2.0,13.0,1.0,5.0,2.0,18.0,119.0,1.0,2.0,0.4444444444444444,0.4444444444444444,0.6,0.45454545454545453,0.16666666666666666,0.45454545454545453,0.375,1.0,0.36363636363636365,0.4714285714285714,0.5,0.3235294117647059,0.524390243902439,0.625,0.45,0.3142857142857143,0.125,0.13333333333333333,0.25,19.343065693430656,0.5833333333333334,0.09836065573770492,0.02197802197802198,0.1,0.041666666666666664,0.09876543209876543,0.02608695652173913,0.030303030303030304,0.021739130434782608,0.05,0.05555555555555555,0.15,0.08695652173913043,0.15384615384615385,0.42857142857142855,0.4,0.46153846153846156,0.5,0.11428571428571428,0.25,0.3333333333333333,0.14285714285714285,0.4,0.4,0.5,0.3142857142857143,0.45454545454545453,0.45454545454545453,0.6,0.5,0.4117647058823529,0.42857142857142855,0.35294117647058826,0.16666666666666666,0.7428571428571429,0.45454545454545453,0.5216271428571428,0.39749999999999996,0.516235294117647,0.1282051282051282,0.17857142857142858,0.11627906976744186,0.4186046511627907,4.983333333333333,25.39090909090909,0.5085470085470085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,1295.0,22,-16.0,41,42,14.0,10.0,4,83,1.0,1.0,1.0,1.0,,,,4.0,1.0,3.0,,,1.0,1.0,5.0,2.0,4.0,,8.0,54,1.0,2.0,,,2.0,1.0,2.0,,1.0,,2.0,,2.0,6.0,,3.0,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,,2.0,,2.0,1.0,3.0,,,1.0,,,,1.0,,1.0,,,1.0,3.0,,,,,,,,2.0,14.0,1.0,,,,1.0,0.5,,0.5,0.2,0.5,0.5,0.4444444444444444,0.5,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,0.4444444444444444,,,,21.73913043478261,1.0,,,0.3333333333333333,0.2,0.09523809523809523,0.037037037037037035,,,0.2,,,,0.3333333333333333,0.1111111111111111,1.0,1.0,,,,,0.4444444444444444,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,1.0,0.3333333333333333,,0.5555555555555556,0.3333333333333333,0.47646249999999996,,0.50685,,,0.25,0.25,12.64,25.4,0.34146341463414637,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,1596.0,27,4.0,58,53,35.0,34.0,5,111,4.0,6.0,2.0,4.0,1.0,1.0,3.0,7.0,,1.0,,,,8.0,14.0,,1.0,,16.0,53,,,,,,4.0,8.0,,,,8.0,14.0,2.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,,2.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,5.0,,,,,,,,8.0,35.0,,,0.875,0.875,,,,,0.5714285714285714,,0.5,0.5333333333333333,,0.5,0.5333333333333333,,0.5,0.06666666666666667,0.07142857142857142,0.16666666666666666,,26.5625,0.5,0.1111111111111111,0.06666666666666667,,0.125,0.08695652173913043,0.08695652173913043,,0.1,,,0.14285714285714285,0.2,,0.4,0.6666666666666666,0.8,0.75,0.06666666666666667,1.0,1.0,0.4666666666666667,0.42857142857142855,0.42857142857142855,1.0,0.06666666666666667,,,,,0.5,0.5,,,0.4666666666666667,,0.47325,,0.4513125,,,,0.5,10.55,24.6,0.603448275862069,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,4957.0,83,-7.0,159,157,86.0,96.0,28,316,11.0,18.0,3.0,6.0,2.0,5.0,,5.0,,,,,,13.0,28.0,,,5.0,31.0,171,4.0,10.0,,,8.0,3.0,9.0,,,3.0,9.0,24.0,2.0,,,,,3.0,2.0,,2.0,,,1.0,,1.0,4.0,2.0,9.0,2.0,6.0,12.0,11.0,23.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,,1.0,6.0,10.0,,8.0,2.0,8.0,2.0,3.0,2.0,9.0,86.0,2.0,2.0,0.9230769230769231,0.9230769230769231,,,,,0.4642857142857143,0.4,0.3333333333333333,0.4642857142857143,0.4,0.3333333333333333,0.5,0.4,0.4090909090909091,,0.10714285714285714,0.1111111111111111,0.2,17.277486910994764,0.5,0.11538461538461539,0.140625,0.11764705882352941,0.10526315789473684,0.11594202898550725,0.13253012048192772,0.2,0.08571428571428572,0.125,0.2,,0.15,,0.6428571428571429,0.6111111111111112,0.6875,1.0,0.17857142857142858,0.4,0.5,0.17857142857142858,,,,,,,,,0.6666666666666666,0.5,,,0.6428571428571429,,0.5121607142857142,0.5276444444444445,0.4935555555555556,0.10344827586206896,0.10344827586206896,0.25806451612903225,0.2903225806451613,4.521428571428571,,0.5408805031446541,4.0,8.0,,,,2.0,1.0,2.0,1.0,0.5,,,,,0.8,0.5,,4.0,,,0.36363636363636365,,,0.5,3.0,1.0,1.0,0.2222222222222222,0.4,0.25,1.0,,,,,,,,,,,,,,,,,,,True,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,8173.0,136,-13.0,268,265,126.0,128.0,38,533,3.0,3.0,1.0,1.0,,1.0,3.0,16.0,5.0,14.0,2.0,1.0,5.0,6.0,20.0,12.0,26.0,5.0,53.0,297,,,4.0,,9.0,1.0,7.0,5.0,10.0,2.0,19.0,10.0,2.0,36.0,,14.0,5.0,1.0,11.0,2.0,13.0,1.0,1.0,7.0,1.0,3.0,28.0,,2.0,2.0,5.0,9.0,2.0,11.0,3.0,1.0,2.0,,2.0,,,,2.0,,1.0,4.0,9.0,,10.0,1.0,7.0,,1.0,1.0,19.0,126.0,5.0,1.0,0.8333333333333334,0.8333333333333334,1.0,0.46153846153846156,0.5,0.46153846153846156,0.3,,0.14285714285714285,0.5217391304347826,1.125,0.5,0.5416666666666666,1.125,0.5277777777777778,0.5652173913043478,0.05,,,15.92356687898089,1.0,0.0641025641025641,0.018867924528301886,0.07692307692307693,,0.0673076923076923,0.014814814814814815,0.029411764705882353,0.017241379310344827,,,0.12,0.06666666666666667,0.11764705882352941,0.06521739130434782,1.0,1.0,0.6666666666666666,0.021739130434782608,,,0.34782608695652173,0.1875,0.2,1.0,0.30434782608695654,0.35714285714285715,0.35714285714285715,1.0,0.5,0.058823529411764705,1.0,0.29411764705882354,0.2,0.6304347826086957,0.35714285714285715,0.5052260869565217,0.57815,0.4653117647058823,0.02127659574468085,0.047619047619047616,0.16981132075471697,0.3584905660377358,15.069999999999999,24.388461538461534,0.4701492537313433,,,7.0,12.0,,1.0,,1.0,1.0,1.0,0.2608695652173913,0.5833333333333334,0.5833333333333334,1.0,,,,2.0,2.0,,0.11764705882352941,,,,,,,,,,,2.0,2.0,4.0,5.0,1.0,3.0,3.0,1.0,0.75,0.0625,0.5,1.0,1.0,0.5,1.0,0.29411764705882354,0.8,,True,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,1799.0,30,,58,58,8.0,7.0,5,116,1.0,1.0,,,,1.0,,3.0,,,,,,1.0,5.0,,,5.0,7.0,63,1.0,1.0,,2.0,4.0,,,,,2.0,2.0,,2.0,,,,,,1.0,,1.0,,,,,1.0,2.0,,3.0,,5.0,6.0,3.0,9.0,,,,,,,,,,,,1.0,6.0,,8.0,4.0,6.0,,2.0,1.0,2.0,8.0,1.0,1.0,,,,,,,0.2,1.0,,0.2,1.0,,0.4375,1.0,1.0,,,,,12.5,,0.38461538461538464,0.13043478260869565,,,0.29411764705882354,0.1111111111111111,0.3333333333333333,,,0.3333333333333333,0.16666666666666666,0.75,,0.2,1.0,1.0,,0.2,,,0.6,,,,,,,,,,,,,0.2,,0.45010000000000006,0.5818,,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,12.02,,0.13793103448275862,1.0,1.0,,,2.0,,,,,,,,,,1.0,1.0,,1.0,,,0.3333333333333333,,,,1.0,,,0.25,,0.25,,,,,,,,,,,,,,,,,,,,True,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,2420.0,40,-5.0,81,77,58.0,47.0,13,158,6.0,8.0,4.0,6.0,1.0,2.0,1.0,6.0,1.0,3.0,1.0,1.0,3.0,8.0,16.0,1.0,3.0,2.0,21.0,91,1.0,1.0,1.0,1.0,3.0,5.0,11.0,1.0,3.0,2.0,15.0,12.0,4.0,3.0,,3.0,1.0,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,,1.0,2.0,5.0,1.0,6.0,3.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,2.0,,3.0,,2.0,,4.0,,1.0,1.0,15.0,58.0,1.0,1.0,0.75,0.75,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.45454545454545453,0.5,0.5,0.4642857142857143,0.5,0.5,0.46875,0.15789473684210525,0.0625,0.125,,23.0,0.5,0.08,,0.16666666666666666,0.1111111111111111,0.0967741935483871,0.023809523809523808,,,0.1111111111111111,,,0.2,0.2,0.42105263157894735,0.75,0.8571428571428571,0.8333333333333334,0.10526315789473684,0.5,0.5,0.3157894736842105,0.16666666666666666,0.16666666666666666,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.5,0.42857142857142855,0.6666666666666666,0.21428571428571427,0.3333333333333333,0.5789473684210527,0.3333333333333333,0.4910105263157895,0.445975,0.4860428571428573,0.05,0.058823529411764705,0.14285714285714285,0.7142857142857143,8.793750000000001,25.233333333333334,0.7160493827160493,,,,,,,,,,,,,,,,,,2.0,2.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,5891.0,98,-15.0,195,195,90.0,91.0,29,390,11.0,20.0,7.0,10.0,5.0,8.0,7.0,13.0,,,,,,23.0,41.0,,,22.0,68.0,222,4.0,8.0,,5.0,13.0,12.0,18.0,,,17.0,41.0,30.0,16.0,,,,,3.0,5.0,,5.0,,,4.0,,1.0,10.0,,7.0,4.0,19.0,28.0,8.0,36.0,6.0,3.0,6.0,1.0,4.0,3.0,2.0,,9.0,,6.0,4.0,9.0,1.0,15.0,,25.0,1.0,11.0,2.0,41.0,90.0,4.0,2.0,0.6521739130434783,0.75,,,,,0.5609756097560976,0.5,0.6666666666666666,0.5609756097560976,0.5,0.6666666666666666,0.6415094339622641,0.65,0.7592592592592593,,0.07317073170731707,0.15,,26.839826839826838,0.6666666666666666,0.37254901960784315,0.09090909090909091,0.23529411764705882,,0.3382352941176471,0.07368421052631578,0.11538461538461539,0.0975609756097561,,0.3333333333333333,0.42857142857142855,0.3684210526315789,0.3,0.4878048780487805,0.55,0.6470588235294118,0.7272727272727273,0.1951219512195122,0.625,0.625,0.3170731707317073,0.5384615384615384,0.5384615384615384,0.7142857142857143,,,,,,0.5555555555555556,0.7,,,0.4878048780487805,,0.4948048780487805,0.5063,0.5124277777777778,0.21568627450980393,0.21568627450980393,0.19117647058823528,0.6029411764705882,6.5926829268292675,,0.46153846153846156,2.0,4.0,,,6.0,1.0,1.0,1.0,1.0,1.0,,,,,0.5,0.5,1.0,5.0,3.0,1.0,0.45454545454545453,0.1111111111111111,,0.4,,,1.0,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,1.0,True,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,1236.0,21,-4.0,39,40,11.0,17.0,7,79,,1.0,,,,1.0,,3.0,,,,,,,5.0,,,3.0,3.0,48,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,,4.0,,,,,,,,,,,,3.0,4.0,,2.0,,4.0,,2.0,,2.0,11.0,,,,,,,,,,,,,,,0.21428571428571427,,0.3333333333333333,,,,,14.893617021276597,,0.13333333333333333,,0.2,,0.15,,,,,0.3333333333333333,,0.125,0.25,0.2,,,,0.2,,,0.6,,,,,,,,,,,,,0.2,,0.4169599999999999,,0.35255,0.2857142857142857,0.2857142857142857,,0.6666666666666666,11.720000000000002,,0.28205128205128205,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,0.25,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,
101179,1610612762,Ronnie Price,Ronnie Price,101179,UTA,842.0,14,10.0,27,28,14.0,21.0,7,55,2.0,5.0,1.0,4.0,,,1.0,2.0,,2.0,,,2.0,3.0,7.0,,2.0,2.0,8.0,27,1.0,4.0,,,2.0,2.0,5.0,,2.0,2.0,6.0,,6.0,,,2.0,,,2.0,3.0,5.0,,3.0,1.0,1.0,,13.0,,3.0,,,,3.0,3.0,1.0,,,,,,,,,,,,4.0,,2.0,,2.0,,,1.0,6.0,14.0,3.0,1.0,,,,,,,0.42857142857142855,0.25,0.4,0.3333333333333333,0.25,0.2857142857142857,0.4,0.25,0.375,0.2222222222222222,,,,28.571428571428573,,,0.23076923076923078,,,,0.16666666666666666,0.2,0.3333333333333333,,,,,,0.5555555555555556,0.4,0.4,,,,,0.2222222222222222,0.5,0.5,,0.2222222222222222,,,,,0.5714285714285714,0.25,0.2857142857142857,,0.7777777777777778,,0.5021,0.547125,0.4873142857142857,,,0.25,0.75,5.171428571428572,27.1,0.5185185185185185,1.0,4.0,,,2.0,,,,,,,,,,1.0,0.25,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
