EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PtsUnassisted2s,PtsPutbacks,Loose Ball Fouls,BlockedShortMidRange,OffAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,SelfOReb,LostBallSteals,BadPassTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,HeaveAttempts,SecondChanceCorner3FGM,DefensiveGoaltends,SecondChanceCorner3Accuracy,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,on,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedCorner3,BlockedArc3,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
1731,1610612753,Tyronn Lue,Tyronn Lue,1731,ORL,182.0,3,1,8,7,8,7,,15,,,,,,,,,,,,,3.0,7,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8,,,,,,,1.5,,1.5,1.5,,1.5,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4869,,0.4869,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,29.7,,,1.0,,,1.0,,,1.0,3.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,
201584,1610612753,Courtney Lee,Courtney Lee,201584,ORL,1429.0,24,10,45,46,28,22,2.0,91,,2.0,,,2.0,,1.0,1.0,2.0,1.0,5.0,,5.0,46,,,,,3.0,,3.0,2.0,,1.0,2.0,,5.0,,,,3.0,1.0,,4.0,,4.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,3.0,28,,1.0,1.0,0.2,,,0.4166666666666667,,0.375,0.4166666666666667,,0.375,,,15.217391304347826,,,,0.0625,,1.0,,0.21052631578947367,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,,,,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,,0.5,,0.5,0.4623333333333333,,0.48695,,,,0.6,10.6,0.6222222222222222,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,3.0,,1.0,1.0,,,,,,1.0,1.0,1.0,0.16666666666666666,,0.16666666666666666,1.0,1.0,1.0,,0.25,,24.6,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,13762.0,229,-6,424,415,130,116,51.0,839,30.0,42.0,15.0,7.0,8.0,2.0,25.0,,,32.0,67.0,22.0,86.0,433,10.0,16.0,29.0,8.0,16.0,12.0,28.0,40.0,7.0,6.0,11.0,6.0,28.0,9.0,19.0,,20.0,52.0,3.0,75.0,28.0,103.0,3.0,1.0,12.0,,13.0,11.0,25.0,1.0,10.0,13.0,30.0,7.0,41.0,6.0,1.0,39.0,15.0,8.0,17.0,10.0,,17.0,9.0,28.0,130,7.0,0.625,0.8695652173913043,0.47761194029850745,0.625,0.5,0.47761194029850745,0.625,0.5,0.5119047619047619,0.6304347826086957,0.5185185185185185,0.1044776119402985,0.09523809523809523,22.594142259414223,0.48,0.3,,0.34210526315789475,0.14615384615384616,0.4,0.10975609756097561,0.3564356435643564,0.1320754716981132,0.09090909090909091,0.06060606060606061,0.05263157894736842,0.25,0.4878048780487805,0.3220338983050847,0.38461538461538464,0.5294117647058824,0.6268656716417911,0.7142857142857143,0.7894736842105263,0.6333333333333333,0.373134328358209,0.08,0.09090909090909091,0.5,,,,,0.9375,0.5,0.875,0.6268656716417911,0.5285761194029851,0.584123076923077,0.51819375,0.19736842105263158,0.19736842105263158,0.3372093023255814,0.32558139534883723,2.711940298507463,0.30660377358490565,10.0,24.0,18.0,4.0,7.0,0.2857142857142857,0.45454545454545453,0.6666666666666666,,,,,,,,9.0,,,,5.0,,4.0,1.0,2.0,2.0,1.0,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.24,,,,,,,,,,,,1.0,6.0,0.12,,,2.0,,4.0,2.0,0.1,True,,,,,,,,,,,,
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,10491.0,175,10,323,337,147,116,34.0,660,18.0,28.0,4.0,9.0,12.0,2.0,5.0,,1.0,20.0,34.0,4.0,44.0,357,3.0,6.0,6.0,9.0,12.0,1.0,19.0,36.0,3.0,,1.0,,2.0,5.0,8.0,,14.0,21.0,3.0,38.0,13.0,51.0,7.0,5.0,1.0,,4.0,1.0,5.0,1.0,3.0,16.0,25.0,2.0,10.0,3.0,2.0,9.0,4.0,1.0,10.0,7.0,,10.0,7.0,19.0,147,1.0,0.9,0.9473684210526315,0.5882352941176471,0.5,0.75,0.5882352941176471,0.5,0.75,0.5789473684210527,0.5,0.6785714285714286,0.08823529411764706,0.10714285714285714,11.911357340720222,0.2,0.2727272727272727,,0.22105263157894736,0.08247422680412371,0.2641509433962264,0.12195121951219512,0.23648648648648649,0.09420289855072464,0.03225806451612903,0.14705882352941177,0.08333333333333333,0.1875,0.2727272727272727,0.21951219512195122,0.29411764705882354,0.7,0.8235294117647058,0.6428571428571429,0.72,0.8888888888888888,0.14705882352941177,0.4,0.4,1.0,0.029411764705882353,,,,0.6666666666666666,1.0,0.75,0.8235294117647058,0.5592029411764705,0.479575,0.5779666666666666,0.10810810810810811,0.10810810810810811,0.13636363636363635,0.4318181818181818,2.188235294117647,0.4551083591331269,2.0,4.0,2.0,4.0,3.0,0.0625,0.21052631578947367,0.5,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.17647058823529413,,,,,,,,,,,,,1.0,,,,,,,1.0,,False,1.0,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,5797.0,97,7,182,182,62,46,18.0,364,5.0,7.0,2.0,1.0,2.0,5.0,8.0,5.0,21.0,15.0,36.0,3.0,33.0,202,4.0,6.0,8.0,5.0,12.0,,10.0,26.0,,,2.0,,4.0,,3.0,1.0,,9.0,,9.0,4.0,13.0,,,1.0,,1.0,,2.0,1.0,,5.0,9.0,,8.0,2.0,3.0,5.0,3.0,,2.0,2.0,,2.0,1.0,10.0,62,,0.8666666666666667,1.0,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.4342105263157895,0.6666666666666666,0.4166666666666667,,,19.704433497536947,0.5,,0.125,0.16071428571428573,0.06,,,0.11688311688311688,0.047619047619047616,0.08333333333333333,0.04,,0.11764705882352941,0.25,0.14814814814814814,,0.5,0.19444444444444445,0.7142857142857143,0.7142857142857143,1.0,0.2222222222222222,0.625,0.625,0.8,0.5833333333333334,0.23809523809523808,0.23809523809523808,0.8,0.3333333333333333,0.16666666666666666,0.5,0.19444444444444445,0.43237222222222227,0.44455,0.41936666666666667,0.07894736842105263,0.07894736842105263,0.24242424242424243,0.30303030303030304,11.997222222222222,0.34065934065934067,1.0,4.0,4.0,1.0,,0.07692307692307693,,0.5,,,,,,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,False,,,,,,,,,,,,
1533,1610612753,Anthony Johnson,Anthony Johnson,1533,ORL,14109.0,235,31,425,427,124,110,47.0,852,6.0,13.0,1.0,2.0,5.0,7.0,21.0,4.0,10.0,17.0,44.0,5.0,63.0,430,4.0,8.0,11.0,6.0,14.0,4.0,19.0,8.0,1.0,5.0,31.0,1.0,67.0,2.0,4.0,,4.0,12.0,1.0,17.0,6.0,23.0,9.0,5.0,6.0,1.0,4.0,1.0,10.0,1.0,5.0,13.0,25.0,2.0,17.0,1.0,3.0,12.0,3.0,2.0,,,,,,19.0,124,2.0,0.23529411764705882,0.2857142857142857,0.38636363636363635,0.5,0.42857142857142855,0.4142857142857143,0.55,0.4411764705882353,0.42,0.55,0.475,0.022727272727272728,,17.819706498951785,0.6,0.08333333333333333,,0.07947019867549669,0.03389830508474576,0.07407407407407407,0.034482758620689655,0.07804878048780488,0.03409090909090909,0.06976744186046512,,0.05263157894736842,0.1111111111111111,0.10714285714285714,0.05128205128205128,0.07894736842105263,,0.18571428571428572,0.46153846153846156,0.46153846153846156,0.5,0.3,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.4,0.4444444444444444,,0.1,0.29411764705882354,0.4,0.5571428571428572,0.4905572463768116,0.46118125,0.49669687500000004,0.0547945205479452,0.06521739130434782,0.1746031746031746,0.30158730158730157,8.718181818181819,0.2917647058823529,,26.0,6.0,,,0.027777777777777776,0.0625,,4.0,6.0,1.0,20.0,2.0,8.0,26.0,,3.0,15.0,19.0,26.0,4.0,18.0,2.0,3.0,4.0,5.0,0.625,0.3076923076923077,0.32,0.37142857142857144,0.06976744186046512,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.75,0.2857142857142857,0.058823529411764705,0.11764705882352941,25.68076923076923,,1.0,4.0,1.0,2.0,,1.0,2.0,1.0,9.0,4.0,6.0,,,0.5,0.3333333333333333,,0.2,0.2,0.5,,0.2,0.5,,1.0,,0.21052631578947367,,1.0,1.0,,1.0,,,,,,,False,,1.0,0.1,0.037037037037037035,,,,,,,,
1747,1610612753,Rafer Alston,Rafer Alston,1747,ORL,30877.0,515,11,960,958,351,256,104.0,1918,23.0,52.0,3.0,7.0,18.0,10.0,24.0,18.0,38.0,51.0,114.0,25.0,205.0,1029,2.0,6.0,7.0,17.0,38.0,20.0,66.0,14.0,11.0,19.0,57.0,11.0,133.0,,3.0,,9.0,26.0,,35.0,3.0,38.0,24.0,13.0,20.0,6.0,10.0,3.0,30.0,1.0,6.0,18.0,36.0,,24.0,1.0,,32.0,9.0,8.0,3.0,1.0,1.0,4.0,1.0,66.0,351,8.0,0.13725490196078433,0.13725490196078433,0.4473684210526316,0.3333333333333333,0.4473684210526316,0.48128342245989303,0.2916666666666667,0.39655172413793105,0.5074257425742574,0.2916666666666667,0.4714285714285714,0.09649122807017543,0.17307692307692307,21.561338289962826,0.6666666666666666,,,0.08280254777070063,0.01060070671378092,0.07627118644067797,,0.08101851851851852,0.006993006993006993,,,,0.0625,0.0379746835443038,0.1223021582733813,0.09090909090909091,0.25,0.27807486631016043,0.4423076923076923,0.5348837209302325,0.17391304347826086,0.12834224598930483,0.4166666666666667,0.45454545454545453,0.1,0.20320855614973263,0.47368421052631576,0.47368421052631576,0.1111111111111111,0.25,0.3103448275862069,0.3888888888888889,0.6684491978609626,0.5149891891891891,0.47207727272727273,0.50109375,0.04639175257731959,0.0743801652892562,0.03414634146341464,0.32195121951219513,8.133333333333333,0.365625,1.0,88.0,,2.0,1.0,0.024793388429752067,0.03333333333333333,0.3333333333333333,8.0,20.0,5.0,53.0,15.0,26.0,73.0,,20.0,69.0,52.0,38.0,8.0,21.0,8.0,1.0,11.0,17.0,0.8846153846153846,0.3561643835616438,0.3611111111111111,0.39037433155080214,0.010309278350515464,0.10695187165775401,0.4,0.4,1.0,0.28342245989304815,0.08620689655172414,0.25862068965517243,25.535616438356165,,1.0,18.0,1.0,6.0,3.0,1.0,6.0,4.0,9.0,18.0,9.0,,6.0,0.16666666666666666,0.2,,0.33962264150943394,0.33962264150943394,0.8333333333333334,,0.5,0.16666666666666666,1.0,0.2,0.2,0.34615384615384615,2.0,,2.0,0.08333333333333333,1.0,,,,,,,False,,,,,1.0,1.0,1.0,,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,30618.0,510,17,941,951,412,312,101.0,1892,28.0,39.0,4.0,15.0,21.0,1.0,7.0,9.0,16.0,38.0,62.0,40.0,206.0,984,4.0,4.0,16.0,16.0,27.0,23.0,82.0,48.0,6.0,3.0,13.0,1.0,29.0,3.0,11.0,1.0,8.0,25.0,4.0,37.0,15.0,52.0,14.0,8.0,8.0,,10.0,5.0,18.0,,11.0,26.0,63.0,5.0,45.0,,11.0,54.0,23.0,5.0,9.0,6.0,2.0,10.0,6.0,82.0,412,4.0,0.631578947368421,0.6486486486486487,0.6129032258064516,1.0,0.5925925925925926,0.5928571428571429,0.5384615384615384,0.5462962962962963,0.6280487804878049,0.5714285714285714,0.6212121212121212,0.0967741935483871,0.07692307692307693,17.349857006673023,0.4444444444444444,0.13793103448275862,0.021739130434782608,0.08361204013377926,0.042801556420233464,0.058823529411764705,0.02054794520547945,0.07586206896551724,0.034739454094292806,0.0625,0.05405405405405406,0.020202020202020204,0.08791208791208792,0.03278688524590164,0.10204081632653061,0.04,0.6,0.2785714285714286,0.717948717948718,0.7777777777777778,0.6071428571428571,0.05,0.14285714285714285,0.2,,0.11428571428571428,0.5625,0.6,0.7777777777777778,0.3076923076923077,0.3888888888888889,0.7142857142857143,0.8357142857142857,0.5552789285714286,0.5814285714285715,0.5543768518518518,0.1509433962264151,0.2875,0.07766990291262135,0.39805825242718446,6.175806451612904,0.43783209351753455,4.0,28.0,2.0,,1.0,0.011494252873563218,0.1111111111111111,1.0,16.0,45.0,15.0,33.0,12.0,30.0,78.0,2.0,27.0,78.0,33.0,10.0,2.0,6.0,2.0,1.0,6.0,3.0,0.8666666666666667,0.38461538461538464,0.38461538461538464,0.5571428571428572,0.015873015873015872,0.32142857142857145,0.35555555555555557,0.35555555555555557,0.9375,0.2357142857142857,0.2777777777777778,0.2222222222222222,24.465384615384618,7.0,5.0,14.0,1.0,2.0,4.0,2.0,9.0,9.0,12.0,14.0,2.0,,10.0,0.2222222222222222,0.3333333333333333,0.02127659574468085,0.42424242424242425,0.42424242424242425,0.7857142857142857,0.5384615384615384,0.15384615384615385,0.5,1.0,0.3333333333333333,0.3333333333333333,0.42424242424242425,2.0,3.0,5.0,0.2857142857142857,,1.0,,0.14285714285714285,,,,False,,1.0,0.0625,0.012658227848101266,,1.0,,1.0,1.0,,,
200978,1610612753,Jeremy Richardson,Jeremy Richardson,200978,ORL,146.0,2,1,5,4,5,4,1.0,9,,,,,,,,,1.0,,1.0,,,5,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,28.57142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.3332,,0.3332,,,,,21.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,
201584,1610612753,Courtney Lee,Courtney Lee,201584,ORL,31545.0,526,14,961,980,291,255,106.0,1941,27.0,50.0,6.0,7.0,16.0,4.0,9.0,23.0,46.0,54.0,105.0,23.0,164.0,1044,3.0,8.0,9.0,16.0,35.0,10.0,54.0,42.0,9.0,9.0,25.0,6.0,59.0,2.0,4.0,,9.0,19.0,1.0,29.0,6.0,35.0,19.0,14.0,12.0,1.0,7.0,6.0,19.0,2.0,5.0,21.0,41.0,1.0,17.0,1.0,1.0,26.0,9.0,5.0,3.0,2.0,,3.0,2.0,54.0,291,5.0,0.3888888888888889,0.40384615384615385,0.5142857142857142,0.375,0.45714285714285713,0.47635135135135137,0.4090909090909091,0.46808510638297873,0.5125786163522013,0.4090909090909091,0.5192307692307693,0.08571428571428572,0.16,16.466234967622572,0.631578947368421,0.03225806451612903,,0.05459770114942529,0.013333333333333334,0.08653846153846154,0.014925373134328358,0.061946902654867256,0.013824884792626729,,0.011111111111111112,0.024096385542168676,0.03571428571428571,0.03614457831325301,0.0784313725490196,0.06666666666666667,0.6666666666666666,0.33783783783783783,0.54,0.6428571428571429,0.4074074074074074,0.060810810810810814,0.4444444444444444,0.5,0.75,0.3108108108108108,0.5,0.5,0.30434782608695654,0.5454545454545454,0.3404255319148936,0.4375,0.6283783783783784,0.5124568493150685,0.4985555555555556,0.4826866666666666,0.05844155844155844,0.08108108108108109,0.054878048780487805,0.32926829268292684,8.667619047619047,0.3028095733610822,2.0,66.0,4.0,,1.0,0.025423728813559324,0.13793103448275862,0.3333333333333333,6.0,23.0,5.0,20.0,7.0,11.0,43.0,,12.0,33.0,18.0,16.0,3.0,8.0,3.0,2.0,5.0,6.0,1.0,0.2558139534883721,0.2682926829268293,0.2905405405405405,0.027777777777777776,0.1554054054054054,0.2608695652173913,0.2608695652173913,1.0,0.13513513513513514,0.10638297872340426,0.14893617021276595,25.60697674418605,,3.0,5.0,1.0,3.0,1.0,1.0,3.0,4.0,,5.0,5.0,1.0,3.0,0.3333333333333333,0.3333333333333333,,0.25,0.2631578947368421,1.0,,0.2727272727272727,0.3333333333333333,1.0,0.6,0.14285714285714285,0.2777777777777778,,1.0,3.0,0.1111111111111111,2.0,,,,,,,False,1.0,,,,,,,,,1.0,0.023255813953488372,0.05
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,42130.0,702,13,1282,1283,387,265,136.0,2565,22.0,46.0,1.0,5.0,14.0,22.0,53.0,24.0,58.0,68.0,157.0,85.0,290.0,1401,4.0,11.0,19.0,21.0,54.0,41.0,122.0,32.0,11.0,36.0,88.0,17.0,212.0,2.0,5.0,1.0,23.0,48.0,9.0,80.0,8.0,88.0,11.0,5.0,27.0,7.0,20.0,13.0,47.0,2.0,14.0,31.0,60.0,4.0,82.0,3.0,3.0,101.0,37.0,12.0,2.0,1.0,,2.0,1.0,122.0,387,12.0,0.23529411764705882,0.23529411764705882,0.43312101910828027,0.36363636363636365,0.3888888888888889,0.47674418604651164,0.39285714285714285,0.5126582278481012,0.5557692307692308,0.5,0.599009900990099,0.07006369426751592,0.13043478260869565,21.45352900069881,0.574468085106383,0.23076923076923078,0.018518518518518517,0.11566265060240964,0.013812154696132596,0.1377245508982036,0.010582010582010581,0.12199312714776632,0.012704174228675136,0.00847457627118644,0.009345794392523364,,0.07377049180327869,0.1559633027522936,0.11956521739130435,0.11570247933884298,0.5,0.21395348837209302,0.4782608695652174,0.55,0.18181818181818182,0.24651162790697675,0.41509433962264153,0.4583333333333333,0.13636363636363635,0.26976744186046514,0.41379310344827586,0.41379310344827586,0.375,0.07142857142857142,0.17721518987341772,0.35714285714285715,0.48372093023255813,0.46001465116279067,0.42239090909090904,0.43905759493670893,0.16129032258064516,0.19786096256684493,0.06551724137931035,0.4206896551724138,10.270700636942674,0.30187207488299533,,104.0,,4.0,1.0,0.021897810218978103,0.1956521739130435,,5.0,6.0,2.0,52.0,23.0,23.0,58.0,8.0,25.0,42.0,52.0,52.0,19.0,33.0,8.0,3.0,6.0,14.0,0.6086956521739131,0.39655172413793105,0.39655172413793105,0.26976744186046514,0.02702702702702703,0.027906976744186046,0.8333333333333334,0.8333333333333334,1.0,0.24186046511627907,0.02531645569620253,0.2911392405063291,25.30172413793104,,2.0,18.0,1.0,3.0,11.0,1.0,3.0,13.0,27.0,18.0,11.0,1.0,4.0,0.3333333333333333,0.52,0.037037037037037035,0.34615384615384615,0.34615384615384615,0.5,,0.21428571428571427,0.3333333333333333,1.0,1.0,0.4782608695652174,0.34615384615384615,3.0,4.0,7.0,0.09433962264150944,,,,,,,,False,,3.0,,0.04918032786885246,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,42156.0,703,8,1297,1303,454,350,134.0,2600,20.0,45.0,6.0,12.0,22.0,22.0,58.0,18.0,38.0,60.0,141.0,66.0,282.0,1404,7.0,12.0,29.0,23.0,58.0,38.0,123.0,60.0,10.0,19.0,50.0,10.0,119.0,6.0,9.0,,23.0,54.0,11.0,88.0,15.0,103.0,21.0,13.0,28.0,2.0,8.0,14.0,36.0,3.0,10.0,15.0,36.0,4.0,63.0,1.0,2.0,83.0,18.0,19.0,6.0,4.0,,6.0,5.0,123.0,454,18.0,0.5,0.5357142857142857,0.425531914893617,0.5833333333333334,0.39655172413793105,0.46956521739130436,0.625,0.4885057471264368,0.518796992481203,0.6904761904761905,0.5446428571428571,0.07092198581560284,0.1111111111111111,20.844875346260388,0.7777777777777778,0.2558139534883721,,0.12529002320185614,0.025,0.1419753086419753,0.029556650246305417,0.12984822934232715,0.02664298401420959,0.023622047244094488,0.03409090909090909,0.022556390977443608,0.14615384615384616,0.11428571428571428,0.11734693877551021,0.11965811965811966,0.8333333333333334,0.1956521739130435,0.4444444444444444,0.5,0.6,0.25217391304347825,0.3793103448275862,0.4074074074074074,0.36363636363636365,0.16521739130434782,0.47368421052631576,0.4864864864864865,0.5555555555555556,0.375,0.25287356321839083,0.5454545454545454,0.5826086956521739,0.48301359649122805,0.4654730769230768,0.4623658823529412,0.08097165991902834,0.11538461538461539,0.10283687943262411,0.43617021276595747,8.530496453900707,0.3500385505011565,5.0,60.0,8.0,7.0,2.0,0.020689655172413793,0.2,0.8333333333333334,12.0,25.0,8.0,64.0,21.0,32.0,89.0,9.0,29.0,93.0,63.0,31.0,9.0,14.0,10.0,4.0,8.0,14.0,0.96875,0.3595505617977528,0.36363636363636365,0.3869565217391304,0.03305785123966942,0.10869565217391304,0.48,0.48,1.0,0.2782608695652174,0.09195402298850575,0.2413793103448276,25.40674157303371,2.0,6.0,20.0,1.0,2.0,7.0,2.0,4.0,13.0,3.0,20.0,7.0,7.0,4.0,0.5,0.4482758620689655,0.04285714285714286,0.3125,0.31746031746031744,0.95,0.125,0.125,0.5,1.0,0.75,0.3333333333333333,0.31746031746031744,,1.0,3.0,0.06896551724137931,1.0,1.0,,0.5,,1.0,0.2,False,,2.0,0.02631578947368421,0.02197802197802198,,,,,1.0,1.0,0.011235955056179775,0.015625
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,40402.0,673,7,1238,1236,393,291,131.0,2474,90.0,124.0,33.0,21.0,28.0,39.0,75.0,,,129.0,199.0,123.0,381.0,1325,28.0,36.0,95.0,27.0,45.0,47.0,101.0,132.0,18.0,16.0,32.0,13.0,80.0,17.0,53.0,1.0,36.0,131.0,12.0,179.0,71.0,250.0,17.0,10.0,12.0,1.0,30.0,9.0,42.0,5.0,13.0,40.0,72.0,14.0,164.0,17.0,1.0,189.0,79.0,23.0,43.0,29.0,,43.0,25.0,101.0,393,22.0,0.5116279069767442,0.6346153846153846,0.6482412060301508,0.7777777777777778,0.6,0.6417910447761194,0.7777777777777778,0.574468085106383,0.656896551724138,0.7307692307692307,0.608433734939759,0.09045226130653267,0.0967741935483871,23.93347794649313,0.2857142857142857,0.32432432432432434,0.017857142857142856,0.30823529411764705,0.15142857142857144,0.25,0.0913978494623656,0.29349736379613356,0.13059701492537312,0.1092436974789916,0.08421052631578947,0.10852713178294573,0.2204724409448819,0.3465346534653465,0.34517766497461927,0.25892857142857145,0.5813953488372093,0.6169154228855721,0.7258064516129032,0.8035714285714286,0.4777777777777778,0.373134328358209,0.52,0.5652173913043478,0.5897435897435898,,,,,0.9166666666666666,0.5957446808510638,0.75,0.6268656716417911,0.51880125,0.5865633333333332,0.5191967391304348,0.2958801498127341,0.2981132075471698,0.24934383202099739,0.2650918635170604,2.8256281407035178,0.3174474959612278,27.0,126.0,50.0,9.0,14.0,0.23529411764705882,0.21875,0.8181818181818182,,,,2.0,2.0,,2.0,39.0,2.0,,1.0,16.0,3.0,7.0,6.0,5.0,7.0,3.0,,,,0.009950248756218905,0.09615384615384616,,,,,0.009950248756218905,,0.0425531914893617,42.7,,,,,,,,,,,,3.0,,4.0,,,0.05263157894736842,,,,,,,,,,,1.0,6.0,13.0,0.08,1.0,,13.0,,5.0,3.0,0.07407407407407407,False,3.0,,,,,,,,,,,
