EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,OffThreePtRebounds,FTDefRebounds,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsPutbacks,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,OffCorner3ReboundPct,LongMidRangePctAssisted,Technical Free Throw Trips,ShortMidRangePctBlocked,ShortMidRangePctAssisted,OffensiveGoaltends,3SecondViolations,FTOffRebounds,OffFTReboundPct,on,DefensiveGoaltends
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,12064.0,201.0,-95.0,377,373,119.0,111.0,34.0,750,16.0,25.0,2.0,3.0,6.0,6.0,15.0,3.0,17.0,1.0,5.0,15.0,2.0,4.0,2.0,5.0,25.0,57.0,5.0,16.0,18.0,83.0,460,1.0,3.0,2.0,4.0,4.0,12.0,4.0,15.0,2.0,5.0,9.0,23.0,4.0,46.0,3.0,12.0,15.0,5.0,4.0,33.0,19.0,52.0,10.0,9.0,19.0,1.0,13.0,123.0,4.0,8.0,10.0,18.0,4.0,22.0,2.0,8.0,4.0,4.0,17.0,3.0,9.0,7.0,8.0,1.0,24.0,8.0,2.0,8.0,1.0,30.0,3.0,21.0,3.0,9.0,3.0,23.0,119.0,3.0,0.08,0.08,0.2,0.3125,0.5,0.4,0.3125,0.43859649122807015,0.3333333333333333,0.26666666666666666,0.4452054794520548,0.5714285714285714,0.35,0.5060975609756098,0.6666666666666666,0.46,0.2191780821917808,0.07017543859649122,0.16,25.542168674698793,0.7083333333333334,0.08620689655172414,0.03278688524590164,0.21052631578947367,0.11688311688311688,0.023809523809523808,0.02702702702702703,0.058823529411764705,0.0196078431372549,0.05555555555555555,0.12903225806451613,0.20588235294117646,0.25,0.05555555555555555,0.3424657534246575,0.64,0.7619047619047619,0.125,0.2054794520547945,0.4,0.4,0.2328767123287671,0.17647058823529413,0.17647058823529413,0.0136986301369863,0.2054794520547945,0.3333333333333333,0.3333333333333333,0.2,0.2857142857142857,0.5714285714285714,0.5,0.3,0.5,0.25,0.4,0.5616438356164384,0.3333333333333333,0.4900616438356164,0.5199400000000001,0.43839750000000005,0.11392405063291139,0.14285714285714285,0.14457831325301204,0.27710843373493976,7.821052631578948,26.137500000000003,0.3156498673740053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,1519.0,25.0,4.0,46,47,21.0,1.0,5.0,93,,,,,,,,,1.0,,,2.0,,,,1.0,,1.0,,2.0,1.0,1.0,47,,,,,,,,,,1.0,,,,,,,2.0,,,1.0,2.0,3.0,1.0,1.0,1.0,,,8.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,2.0,,1.0,,,21.0,,,,,,,,,,,,,,,0.125,,,0.6666666666666666,,,7.692307692307692,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,1.0,,0.6666666666666666,,0.4606666666666667,,0.5391,0.25,0.5,,,18.9,24.4,0.45652173913043476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,4045.0,67.0,-23.0,130,131,61.0,57.0,13.0,261,5.0,9.0,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,1.0,5.0,11.0,,1.0,4.0,14.0,147,1.0,2.0,,,,2.0,1.0,2.0,,1.0,3.0,5.0,10.0,,,,1.0,,2.0,,,,,,,,,,7.0,2.0,5.0,8.0,8.0,16.0,2.0,3.0,2.0,1.0,2.0,,1.0,,1.0,,2.0,2.0,6.0,9.0,,7.0,1.0,5.0,1.0,1.0,2.0,5.0,61.0,2.0,1.0,1.0,,,,,,0.45454545454545453,0.5,0.5,0.4166666666666667,0.5,0.3333333333333333,0.5,0.5,0.5,0.08333333333333333,0.18181818181818182,0.2222222222222222,11.03448275862069,1.0,0.1282051282051282,0.15217391304347827,0.1111111111111111,0.12280701754385964,0.12903225806451613,0.11764705882352941,0.15384615384615385,0.1875,0.18181818181818182,0.125,0.06666666666666667,0.3333333333333333,0.5,0.75,0.5555555555555556,0.7142857142857143,1.0,0.08333333333333333,,,0.08333333333333333,,,,0.08333333333333333,,,,1.0,,,0.3333333333333333,1.0,0.3333333333333333,,0.8333333333333334,,0.5091874999999999,0.5586500000000001,0.37084999999999996,0.08333333333333333,0.09090909090909091,0.14285714285714285,0.35714285714285715,2.2181818181818183,31.5,0.46923076923076923,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.125,0.0625,0.09090909090909091,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1899,1610612740,James Posey,James Posey,1899,NOH,6221.0,104.0,-49.0,200,197,104.0,96.0,19.0,397,5.0,8.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,12.0,,,2.0,6.0,7.0,15.0,5.0,17.0,22.0,51.0,235,2.0,5.0,,1.0,,4.0,1.0,3.0,3.0,9.0,16.0,27.0,2.0,12.0,15.0,,12.0,4.0,3.0,1.0,,1.0,,,,,1.0,2.0,3.0,1.0,18.0,23.0,3.0,26.0,1.0,3.0,1.0,2.0,4.0,,2.0,4.0,2.0,,8.0,4.0,4.0,10.0,,16.0,2.0,26.0,,7.0,3.0,27.0,104.0,3.0,0.14285714285714285,0.2,1.0,0.29411764705882354,,0.3333333333333333,0.29411764705882354,0.4666666666666667,0.4,0.3333333333333333,0.453125,0.3333333333333333,0.4583333333333333,0.5795454545454546,0.3333333333333333,0.6428571428571429,0.53125,0.2,0.25,23.529411764705884,0.5,0.32727272727272727,0.05,0.03571428571428571,0.2289156626506024,0.03333333333333333,0.045454545454545456,0.0625,0.045454545454545456,0.3,0.34615384615384615,0.041666666666666664,,0.06666666666666667,0.25,0.625,0.8333333333333334,0.2,0.125,0.25,0.25,0.09375,0.3333333333333333,0.5,0.15625,0.375,0.3333333333333333,0.3333333333333333,1.0,0.5,,,0.08333333333333333,1.0,0.5,0.3333333333333333,0.78125,0.3333333333333333,0.4990531250000001,0.44112,0.4857666666666667,0.21951219512195122,0.3181818181818182,0.0784313725490196,0.5294117647058824,6.58,24.68823529411765,0.52,2.0,,4.0,1.0,,,,,,,,4.0,0.36363636363636365,,,,0.6666666666666666,,1.0,1.0,1.0,3.0,4.0,1.0,3.0,2.0,0.3333333333333333,0.3333333333333333,0.2,0.2,1.0,0.16666666666666666,0.25,0.3333333333333333,0.10526315789473684,,,,,,,,,,,True,
2446,1610612740,Rasual Butler,Rasual Butler,2446,NOH,9083.0,151.0,-65.0,281,280,64.0,75.0,27.0,561,2.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,12.0,13.0,1.0,4.0,,,,2.0,7.0,18.0,9.0,17.0,9.0,50.0,348,2.0,2.0,,1.0,,4.0,3.0,4.0,3.0,6.0,6.0,21.0,6.0,8.0,24.0,3.0,4.0,1.0,2.0,1.0,,1.0,,,,,1.0,2.0,1.0,3.0,8.0,12.0,3.0,15.0,,1.0,,1.0,4.0,,2.0,2.0,2.0,1.0,6.0,1.0,6.0,13.0,1.0,6.0,,9.0,1.0,3.0,2.0,21.0,64.0,1.0,0.42857142857142855,0.5,0.8888888888888888,0.5294117647058824,,0.5,0.5294117647058824,0.3888888888888889,1.0,0.75,0.5857142857142857,0.6666666666666666,0.75,0.6410256410256411,0.6666666666666666,0.8076923076923077,0.4857142857142857,0.1111111111111111,0.3333333333333333,14.423076923076923,0.6666666666666666,0.08888888888888889,0.011111111111111112,0.10714285714285714,0.09322033898305085,0.023809523809523808,,,0.02702702702702703,0.041666666666666664,0.11764705882352941,0.12,,,0.08571428571428572,0.6666666666666666,1.0,0.5,0.08571428571428572,0.3333333333333333,0.3333333333333333,0.34285714285714286,0.3333333333333333,0.36363636363636365,0.37142857142857144,0.11428571428571428,0.25,0.25,,0.3333333333333333,,,0.3,0.6666666666666666,0.2,,0.5714285714285714,0.25,0.5003614285714286,0.5838749999999999,0.561835,0.08108108108108109,0.15,0.08,0.42,13.972222222222221,23.794117647058822,0.2277580071174377,1.0,2.0,1.0,,,,4.0,4.0,,4.0,2.0,1.0,0.1,0.05555555555555555,0.041666666666666664,0.5,1.0,,8.0,1.0,3.0,4.0,2.0,,,,0.08333333333333333,0.06666666666666667,0.6153846153846154,0.6153846153846154,1.0,0.3333333333333333,0.4,0.75,,1.0,0.08333333333333333,0.5,,,,,,,,True,
2561,1610612740,David West,David West,2561,NOH,10377.0,173.0,-85.0,319,318,95.0,97.0,26.0,637,11.0,23.0,2.0,5.0,8.0,7.0,20.0,13.0,35.0,,,,,,,,31.0,78.0,,,25.0,87.0,402,2.0,6.0,,,4.0,8.0,9.0,18.0,,,12.0,30.0,38.0,24.0,,,,,4.0,5.0,1.0,6.0,,1.0,5.0,,,13.0,5.0,7.0,20.0,31.0,5.0,36.0,4.0,5.0,1.0,4.0,7.0,,6.0,6.0,1.0,,13.0,5.0,11.0,19.0,4.0,22.0,1.0,28.0,2.0,9.0,5.0,30.0,95.0,5.0,0.6129032258064516,0.6551724137931034,,,,,,0.3974358974358974,0.3333333333333333,0.5,0.3974358974358974,0.3333333333333333,0.5,0.4777777777777778,0.5,0.6521739130434783,,0.05128205128205128,0.043478260869565216,29.597701149425287,0.5384615384615384,0.19607843137254902,0.049019607843137254,0.21875,0.20149253731343283,0.03676470588235294,0.13793103448275862,,0.022222222222222223,0.21212121212121213,0.12727272727272726,0.23333333333333334,,0.09523809523809523,0.2948717948717949,0.4782608695652174,0.5,0.5454545454545454,0.2564102564102564,0.35,0.3888888888888889,0.44871794871794873,0.37142857142857144,0.38235294117647056,,,,,,0.3333333333333333,,,0.4444444444444444,0.625,,,0.2948717948717949,,0.4480153846153846,0.45999999999999996,0.4659611111111111,0.10588235294117647,0.10588235294117647,0.09195402298850575,0.3448275862068966,10.464102564102562,,0.29780564263322884,2.0,,4.0,,1.0,,2.0,2.0,,2.0,1.0,2.0,0.36363636363636365,,,0.5,1.0,,,,,,4.0,2.0,,,0.02857142857142857,0.42857142857142855,,,,,,,,,,0.9230769230769231,2.0,0.1,0.14285714285714285,,,,,True,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,9169.0,153.0,-91.0,284,278,74.0,60.0,27.0,562,5.0,8.0,1.0,,,,5.0,4.0,9.0,6.0,6.0,19.0,,1.0,,5.0,9.0,22.0,8.0,25.0,10.0,52.0,352,1.0,1.0,,1.0,1.0,3.0,,1.0,,5.0,7.0,7.0,14.0,4.0,24.0,,19.0,6.0,3.0,1.0,,1.0,,,1.0,,,2.0,1.0,2.0,8.0,10.0,4.0,14.0,1.0,4.0,1.0,3.0,1.0,1.0,,5.0,1.0,,6.0,2.0,9.0,17.0,2.0,7.0,,11.0,1.0,3.0,2.0,7.0,74.0,2.0,0.7777777777777778,0.7777777777777778,1.0,0.32,,,0.32,0.4090909090909091,1.0,,0.44680851063829785,0.5,,0.5,0.75,0.3333333333333333,0.5319148936170213,0.13636363636363635,,18.152866242038215,0.16666666666666666,0.09302325581395349,0.010526315789473684,0.08695652173913043,0.09174311926605505,0.03007518796992481,,,0.02564102564102564,0.07692307692307693,0.11363636363636363,0.05,0.3333333333333333,0.038461538461538464,0.1702127659574468,0.625,0.625,1.0,0.10638297872340426,,,0.19148936170212766,0.4444444444444444,0.5,0.1276595744680851,0.40425531914893614,0.3157894736842105,0.3157894736842105,1.0,0.5,0.5,,,,0.8333333333333334,,0.7021276595744681,0.3157894736842105,0.5230234042553191,,0.4720583333333334,0.061224489795918366,0.125,0.057692307692307696,0.1346153846153846,9.354545454545455,24.772,0.2605633802816901,1.0,3.0,,,1.0,,1.0,1.0,,1.0,1.0,,,0.07894736842105263,0.10344827586206896,1.0,1.0,1.0,2.0,,,,,,2.0,,0.1111111111111111,0.0625,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.5,2.0,0.4,,,,,,True,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,5137.0,86.0,-52.0,157,154,27.0,24.0,12.0,311,6.0,9.0,1.0,1.0,1.0,,2.0,,,,,,,,,,6.0,11.0,,,2.0,14.0,201,,1.0,,,,,1.0,1.0,,,2.0,4.0,12.0,,,,,,,2.0,,2.0,,,1.0,,1.0,4.0,4.0,2.0,7.0,10.0,4.0,14.0,1.0,1.0,1.0,,1.0,,1.0,5.0,,,6.0,1.0,7.0,15.0,3.0,8.0,2.0,4.0,,1.0,1.0,4.0,27.0,1.0,1.0,1.0,,,,,,0.5454545454545454,,1.0,0.5454545454545454,,1.0,0.5384615384615384,,1.0,,,,11.176470588235295,0.16666666666666666,0.13725490196078433,0.07142857142857142,0.15384615384615385,0.140625,0.056338028169014086,0.13333333333333333,,0.07407407407407407,0.2,0.16,0.15384615384615385,,0.2,0.8181818181818182,0.6666666666666666,0.6666666666666666,1.0,0.18181818181818182,,,,,,,,,,,1.0,,,1.0,1.0,,,0.8181818181818182,,0.5524272727272727,0.5926,0.6206,0.08333333333333333,0.08333333333333333,,0.2857142857142857,1.1636363636363638,,0.17197452229299362,,,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,0.16666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,True,
1763,1610612740,Ryan Bowen,Ryan Bowen,1763,NOH,1.0,,-2.0,1,1,,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,237.0,4.0,-2.0,8,8,,,1.0,16,,1.0,,,,,,,,,,,,,,,,1.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
