EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,AtRimAssists,ShortMidRangeAssists,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls,BlockedShortMidRange,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,LostBallOutOfBoundsTurnovers,Travels,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,on,FTOffRebounds,OffFTReboundPct,Technical Free Throw Trips,3SecondViolations
101112,1610612757,Channing Frye,Channing Frye,101112,POR,1506.0,25.0,-9.0,41,42,2.0,12,8.0,83,2.0,2.0,8.0,2.0,10.0,2.0,6.0,55,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2,1.0,0.2,1.0,0.2727272727272727,1.0,0.1,0.5,22.0,0.1111111111111111,0.05,0.2,0.14285714285714285,0.043478260869565216,0.1111111111111111,0.2,1.0,0.2,0.8,0.25,0.25,1.0,0.2,0.42119,0.3773,0.09090909090909091,0.09090909090909091,0.3333333333333333,16.4,0.04878048780487805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1913,1610612757,Michael Ruffin,Michael Ruffin,1913,POR,72.0,1.0,,1,2,,2,,3,,,,,,,,2,,,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,9726.0,162.0,-20.0,293,294,87.0,93,32.0,587,6.0,2.0,4.0,7.0,16.0,7.0,45.0,318,,,,4.0,2.0,3.0,6.0,3.0,15.0,1.0,4.0,10.0,15.0,2.0,17.0,2.0,12.0,8.0,7.0,2.0,87.0,0.2857142857142857,0.2857142857142857,0.4375,,0.5428571428571428,,0.5921052631578947,,0.125,0.3333333333333333,14.41717791411043,0.1,0.009009009009009009,0.13333333333333333,0.1076923076923077,0.014388489208633094,0.02,0.19047619047619047,,0.17142857142857143,0.11428571428571428,0.5,0.5,1.0,0.7142857142857143,0.5163485714285714,0.61365,0.05555555555555555,0.11764705882352941,,8.8875,0.29692832764505117,3.0,1.0,1.0,2.0,6.0,1.0,4.0,1.0,1.0,2.0,7.0,15.0,2.0,3.0,8.0,19.0,1.0,1.0,3.0,3.0,5.0,4.0,15.0,10.0,21.0,3.0,15.0,7.0,3.0,2.0,1.0,1.0,1.0,8.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,15.0,3.0,2.0,0.875,0.42105263157894735,0.6,0.42105263157894735,0.3333333333333333,0.6875,0.75,0.5428571428571428,0.4444444444444444,0.07692307692307693,0.03571428571428571,0.045454545454545456,0.029411764705882353,0.041666666666666664,0.16,0.3333333333333333,0.5,0.75,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.11428571428571428,0.25,0.25,1.0,0.42857142857142855,0.4666666666666667,0.4666666666666667,0.8571428571428571,1.0,0.125,1.0,0.25,0.5,0.375,0.6666666666666666,0.4666666666666667,0.4911875,0.3333333333333333,24.557894736842112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201573,1610612757,Jerryd Bayless,Jerryd Bayless,201573,POR,271.0,5.0,-3.0,6,7,,2,,13,1.0,,1.0,1.0,2.0,1.0,3.0,9,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,0.5,,0.5,,0.75,,,,42.857142857142854,,,,,,,,,0.5,0.5,,,,0.5,0.48324999999999996,,0.5,0.5,,10.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,6369.0,106.0,-25.0,199,196,66.0,75,24.0,395,5.0,5.0,14.0,12.0,33.0,7.0,43.0,226,1.0,3.0,7.0,8.0,1.0,,2.0,,6.0,1.0,1.0,12.0,15.0,2.0,17.0,1.0,5.0,7.0,10.0,3.0,66.0,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.4,0.5,0.43,0.5833333333333334,0.030303030303030304,,24.2152466367713,0.1791044776119403,0.013333333333333334,0.05,0.14942528735632185,0.021052631578947368,,0.2916666666666667,,0.1111111111111111,0.3111111111111111,0.35714285714285715,0.35714285714285715,0.2,0.37777777777777777,0.44590697674418606,0.46174,0.0625,0.08333333333333333,0.16279069767441862,12.127272727272727,0.3316582914572864,2.0,,2.0,5.0,14.0,4.0,6.0,1.0,3.0,3.0,,6.0,,3.0,4.0,12.0,2.0,2.0,8.0,3.0,6.0,4.0,17.0,16.0,12.0,,5.0,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,,4.0,,2.0,1.0,,2.0,3.0,,,3.0,,3.0,2.0,17.0,,2.0,1.0,0.3333333333333333,0.5,0.36363636363636365,0.25,0.4642857142857143,0.5,0.26666666666666666,0.5,0.25,0.05,0.0625,0.12,0.1111111111111111,0.058823529411764705,0.6666666666666666,0.4,0.4,0.3111111111111111,0.35714285714285715,0.38461538461538464,0.13333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.13333333333333333,,,,0.2,0.14285714285714285,,0.21428571428571427,1.0,0.21428571428571427,,,0.46249583333333333,0.3953488372093023,28.208333333333332,1.0,1.0,1.0,2.0,1.0,0.5,0.07142857142857142,0.04,0.5,0.4,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,True,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,7138.0,119.0,-2.0,218,219,77.0,77,23.0,437,10.0,13.0,24.0,29.0,53.0,10.0,71.0,226,,1.0,6.0,30.0,1.0,3.0,6.0,,15.0,5.0,5.0,11.0,20.0,6.0,26.0,6.0,10.0,16.0,14.0,6.0,77.0,0.5172413793103449,0.5172413793103449,0.5471698113207547,,0.5350877192982456,0.75,0.5634920634920635,0.75,0.018867924528301886,0.1,28.333333333333336,0.14102564102564102,0.0641025641025641,0.19230769230769232,0.15384615384615385,0.06060606060606061,0.05263157894736842,0.08823529411764706,0.25,0.17543859649122806,0.42105263157894735,0.5416666666666666,0.5416666666666666,0.6923076923076923,0.24561403508771928,0.43507090909090906,0.433375,0.09836065573770492,0.10526315789473684,0.08450704225352113,12.18867924528302,0.3532110091743119,9.0,1.0,1.0,7.0,19.0,,1.0,,,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,9.0,14.0,1.0,3.0,4.0,25.0,28.0,3.0,,1.0,1.0,3.0,3.0,,1.0,4.0,3.0,1.0,2.0,4.0,,,1.0,4.0,,5.0,,1.0,2.0,2.0,2.0,6.0,1.0,1.0,4.0,,7.0,3.0,25.0,1.0,2.0,1.0,0.25,0.3333333333333333,0.5,0.6428571428571429,0.6176470588235294,0.625,0.07017543859649122,0.8,0.4,0.047619047619047616,0.0625,0.11538461538461539,0.2777777777777778,0.18181818181818182,0.42857142857142855,0.9,1.0,0.3333333333333333,0.3684210526315789,0.3684210526315789,0.017543859649122806,,,,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,,0.058823529411764705,1.0,0.058823529411764705,,0.11764705882352941,0.5,1.0,0.40746875,0.352112676056338,41.650000000000006,,1.0,1.0,3.0,2.0,1.0,,0.13636363636363635,0.6666666666666666,,,,0.5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.08695652173913043,1.0,1.0,,,,,,,,,,,,True,,,,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,7166.0,119.0,1.0,219,215,79.0,74,19.0,434,18.0,6.0,26.0,18.0,50.0,26.0,77.0,230,1.0,2.0,6.0,4.0,4.0,5.0,9.0,3.0,22.0,2.0,2.0,9.0,13.0,3.0,16.0,2.0,7.0,20.0,31.0,10.0,79.0,0.1111111111111111,0.11764705882352941,0.36,0.5,0.425,0.8333333333333334,0.5202702702702703,1.0,0.08,0.2222222222222222,34.45378151260504,0.1323529411764706,0.02631578947368421,0.08333333333333333,0.11956521739130435,0.031914893617021274,,0.15384615384615385,,0.3,0.43333333333333335,0.23076923076923078,0.23076923076923078,,0.4666666666666667,0.4687566666666666,0.585925,0.14925373134328357,0.17543859649122806,0.07792207792207792,10.915999999999999,0.3607305936073059,10.0,3.0,5.0,2.0,6.0,1.0,1.0,1.0,,,4.0,9.0,2.0,7.0,5.0,10.0,1.0,6.0,12.0,2.0,7.0,16.0,34.0,32.0,6.0,9.0,9.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,,,5.0,3.0,,8.0,4.0,3.0,1.0,3.0,7.0,5.0,,,4.0,,5.0,2.0,34.0,2.0,7.0,0.4,0.5,0.2857142857142857,0.5,0.5,0.47368421052631576,0.6071428571428571,0.16666666666666666,0.375,0.2,0.05555555555555555,,0.125,0.1111111111111111,0.10526315789473684,0.4,0.5555555555555556,0.7142857142857143,0.1,0.3333333333333333,0.3333333333333333,0.016666666666666666,1.0,1.0,1.0,0.15,0.4444444444444444,0.4444444444444444,0.25,0.3333333333333333,0.2631578947368421,0.6,,,0.3684210526315789,0.2857142857142857,0.4444444444444444,0.46125,0.44155844155844154,25.090000000000003,1.0,,1.0,1.0,,1.0,,,0.1,0.5,1.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,0.10526315789473684,0.3333333333333333,0.3333333333333333,1.0,,,True,,,,
2581,1610612757,Steve Blake,Steve Blake,2581,POR,6692.0,112.0,-14.0,202,204,62.0,61,21.0,406,3.0,1.0,2.0,4.0,6.0,4.0,24.0,226,1.0,1.0,8.0,2.0,1.0,11.0,15.0,3.0,34.0,,2.0,10.0,12.0,,12.0,2.0,7.0,7.0,6.0,1.0,62.0,0.25,0.25,0.6666666666666666,1.0,0.625,1.0,0.631578947368421,1.0,0.16666666666666666,0.3333333333333333,11.210762331838565,0.1388888888888889,,0.1,0.13043478260869565,,,0.1,0.25,0.1875,0.125,0.5,0.5,,0.8125,0.5428499999999999,0.617475,0.058823529411764705,0.14285714285714285,0.3333333333333333,6.75,0.3069306930693069,2.0,1.0,1.0,1.0,1.0,,1.0,,,,4.0,9.0,2.0,4.0,4.0,10.0,3.0,1.0,1.0,2.0,4.0,3.0,11.0,6.0,9.0,3.0,9.0,4.0,4.0,3.0,1.0,,,2.0,1.0,1.0,3.0,,3.0,3.0,,1.0,6.0,,1.0,,,2.0,,,,,,,,11.0,3.0,2.0,0.75,0.4,0.5,0.4,1.0,0.8,0.7857142857142857,0.625,0.5,,,,0.16,0.17647058823529413,0.0625,,0.6666666666666666,1.0,0.0625,1.0,1.0,0.0625,,,,0.5625,0.4444444444444444,0.4444444444444444,0.75,,0.2,1.0,,,0.8,0.5,0.4444444444444444,0.49955,0.4583333333333333,24.740000000000002,,3.0,2.0,,,0.6666666666666666,,,0.5,,,,0.75,2.0,7.0,1.0,,2.0,2.0,,,0.6666666666666666,1.0,1.0,1.0,,,1.0,,,0.25,1.0,1.0,,True,,,,
200771,1610612757,Sergio Rodriguez,Sergio Rodriguez,200771,POR,1228.0,20.0,,39,35,,3,7.0,74,4.0,,,1.0,4.0,,2.0,33,,1.0,,2.0,1.0,4.0,4.0,2.0,8.0,,,1.0,1.0,,1.0,2.0,5.0,1.0,,,,1.0,1.0,0.25,,0.25,,0.25,,0.25,0.25,13.043478260869565,0.09090909090909091,,,0.08333333333333333,,,,,1.0,,,,,1.0,0.63625,0.808,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,2.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,0.5,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,,True,,,,
201141,1610612757,Greg Oden,Greg Oden,201141,POR,3972.0,66.0,-4.0,117,115,31.0,30,13.0,232,9.0,,,6.0,15.0,8.0,20.0,109,2.0,2.0,7.0,4.0,1.0,,,,,8.0,3.0,6.0,10.0,8.0,18.0,8.0,19.0,13.0,12.0,6.0,31.0,0.3333333333333333,0.5,0.4,1.0,0.4,1.0,0.5,0.875,0.06666666666666667,,20.0,0.15789473684210525,0.16666666666666666,0.23076923076923078,0.17647058823529413,0.13333333333333333,0.1875,0.06666666666666667,,0.6,,,,,0.6,0.47511333333333344,0.5114,0.3157894736842105,0.3157894736842105,0.35,3.166666666666666,0.26495726495726496,5.0,,1.0,1.0,6.0,,,,,,,,,,,,,,2.0,,,4.0,4.0,8.0,,,,,,,,,1.0,1.0,1.0,,2.0,,,4.0,2.0,,6.0,1.0,2.0,,2.0,1.0,5.0,,,4.0,,5.0,4.0,4.0,2.0,1.0,,,,,,,0.5,,0.3333333333333333,0.25,,,0.08333333333333333,0.36363636363636365,0.25,0.8,0.5555555555555556,0.5555555555555556,0.4,0.16666666666666666,0.2,,,,,,,,,,0.5,,,,,,,0.47840000000000005,0.2,,,,,3.0,,,0.16666666666666666,0.05555555555555555,0.2,1.0,,,,,,,2.0,2.0,,1.0,0.25,,,2.0,2.0,4.0,1.0,1.0,0.2857142857142857,,1.0,1.0,,1.0,True,,,,
