EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3FGA,FtPoints,PenaltyFG3A,ThreePtAssists,Assists,Arc3Assists,AssistPoints,BadPassTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefShortMidRangeReboundPct,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,PtsUnassisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PtsUnassisted3s,Corner3Assists,Steals,BadPassSteals,LostBallSteals,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,SecondChanceAtRimFrequency,SecondChancePointsPct,on,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffAtRimReboundPct,SecondChanceArc3Accuracy,PenaltyOffPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,HeaveAttempts,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,3SecondViolations,Loose Ball Fouls Drawn,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,Corner3PctBlocked,PenaltyCorner3FGM,BlockedCorner3,PenaltyCorner3Accuracy
1501,1610612741,Tim Thomas,Tim Thomas,1501,CHI,907.0,15,-3.0,27,29,8.0,2.0,56,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,4.0,7.0,30,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.35,0.35,0.4,0.16666666666666666,0.25,36.66666666666667,1.0,1.0,0.09090909090909091,0.25,0.13333333333333333,0.2,0.5,0.1,1.0,1.0,1.0,0.1,0.4,0.25,0.3333333333333333,1.0,0.1,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.48504,0.59595,14.466666666666667,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,576.0,10,,17,17,7.0,2.0,34,,,1.0,1.0,1.0,,,,,2.0,2.0,,,4.0,18,,4.0,,,,,1.0,1.0,,2.0,4.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,10.0,,,0.1111111111111111,0.5,0.18181818181818182,,,,,,,0.5,0.5,1.0,1.0,1.0,,,,,,,,,0.4016,,13.65,,1.0,1.0,1.0,2.0,0.1111111111111111,0.5,0.18181818181818182,0.2,0.5,0.25,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201565,1610612741,Derrick Rose,Derrick Rose,201565,CHI,619.0,10,-1.0,20,21,1.0,1.0,41,,1.0,,,,,,1.0,,,1.0,,1.0,2.0,20,,,,1.0,,,,2.0,,2.0,2.0,2.0,,2.0,,,,,,,,,,0.3333333333333333,0.5,,,23.80952380952381,1.0,,0.25,,0.18181818181818182,,,0.5,,,,,,,,,,0.5,,,,,1.0,,0.6811,,0.9,38.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,695.0,12,-6.0,19,21,8.0,2.0,40,1.0,1.0,,,2.0,1.0,,1.0,,1.0,3.0,1.0,2.0,5.0,26,,,3.0,1.0,,,,2.0,,2.0,2.0,,,,,1.0,,,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.4,,,22.727272727272727,,,0.2222222222222222,,0.18181818181818182,0.25,,0.2,1.0,1.0,,,0.4,,,,0.2,0.2,,,,,0.6,,0.50616,,13.300000000000002,24.65,,,,,,,,,,0.25,,,,,,,,,3.0,,6.0,,1.0,,,,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,1610612741,Ben Gordon,Ben Gordon,2732,CHI,907.0,15,-3.0,27,29,8.0,2.0,56,2.0,2.0,1.0,,,,1.0,2.0,,2.0,3.0,1.0,2.0,7.0,30,,,,2.0,1.0,,,,,,,,,,,,,,,0.5,0.5,0.6666666666666666,0.7,0.7,0.4,,,16.666666666666668,,,,,,,,0.4,1.0,1.0,,0.2,,,,,,0.4,0.5,0.5,,,0.8,0.5,0.55055,,3.6666666666666665,25.15,,,,,,,,,,,,,,,,,,1.0,2.0,,5.0,,,,,,,,,,4.0,1.0,,,1.0,,,,,,,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2422,1610612741,John Salmons,John Salmons,2422,CHI,518.0,9,-1.0,15,17,8.0,1.0,32,,1.0,,1.0,1.0,,,,,1.0,2.0,,,2.0,16,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,0.5,0.5,0.5,,0.5,,11.76470588235294,,,0.2,,0.125,,,0.5,,,,,0.5,1.0,1.0,,,,,,,,0.5,,0.506,0.3544,10.45,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201149,1610612741,Joakim Noah,Joakim Noah,201149,CHI,313.0,5,-1.0,10,11,,,21,,1.0,,,,,,,,,1.0,,,,10,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,10.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.6245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101194,1610612741,Anthony Roberson,Anthony Roberson,101194,CHI,252.0,4,8.0,8,8,,2.0,16,,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,5,1.0,2.0,,2.0,2.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,0.5,1.0,1.0,0.5,0.5,,45.45454545454545,1.0,,,,,,,0.25,,,,,0.25,1.0,1.0,1.0,,0.5,1.0,1.0,,1.0,0.75,1.0,0.437425,0.39765,11.35,26.45,,,1.0,1.0,0.25,,0.25,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,2.0,2.0,,,,,3.0,,,1.5,1.5,1.0,,0.375,False,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200748,1610612741,Tyrus Thomas,Tyrus Thomas,200748,CHI,11702.0,195,-58.0,360,374,66.0,46.0,734,14.0,31.0,10.0,11.0,22.0,,,1.0,,28.0,63.0,,1.0,67.0,436,,42.0,,,,6.0,6.0,27.0,3.0,36.0,44.0,4.0,1.0,11.0,12.0,23.0,0.75,0.8076923076923077,,,,0.4444444444444444,0.4375,0.47183098591549294,0.015625,0.09523809523809523,,19.806763285024157,0.36363636363636365,0.25,0.19424460431654678,0.16216216216216217,0.1875,0.16393442622950818,0.1724137931034483,0.484375,0.45161290322580644,0.5384615384615384,0.6428571428571429,0.15625,0.34375,0.5,0.5,1.0,,0.015625,,,,,0.5,,0.5069904761904762,0.5428999999999999,8.209523809523809,49.9,3.0,3.0,5.0,8.0,0.03787878787878788,0.09375,0.04878048780487805,,0.07407407407407407,0.3,0.125,0.3,0.3333333333333333,0.3333333333333333,1.0,11.0,1.0,1.0,6.0,,13.0,3.0,14.0,14.0,6.0,0.07142857142857142,0.1,0.08571428571428572,0.08695652173913043,,14.0,5.0,3.0,1.0,1.0,20.0,15.0,20.0,8.0,1.0,0.4,,,,,1.0,7.0,2.0,5.0,6.0,2.0,6.0,9.0,,0.3333333333333333,0.3333333333333333,0.5,0.16129032258064516,1.0,0.13432835820895522,False,,,,0.037037037037037035,,58.0,2.0,3.0,4.0,5.0,4.0,9.0,1.0,9.0,4.0,1.0,4.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,9.0,58.0,1.0,0.4444444444444444,0.4,0.4090909090909091,0.1,0.11538461538461539,0.2,0.13793103448275862,0.3333333333333333,0.4,0.75,0.5141444444444444,0.13432835820895522,0.16111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201189,1610612741,Aaron Gray,Aaron Gray,201189,CHI,553.0,9,17.0,18,16,1.0,3.0,34,,,1.0,,1.0,,,,,,2.0,,,,12,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,13.636363636363637,,,0.25,,0.125,,,,,,,0.5,0.5,,,,,,,,,,,,0.3739,,10.25,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,False,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,1610612741,Linton Johnson,Linton Johnson,2669,CHI,599.0,10,11.0,20,20,2.0,5.0,40,1.0,1.0,,,1.0,,,,,1.0,2.0,,,4.0,17,,,,,,,,2.0,,2.0,4.0,,,,1.0,1.0,,,,,,0.5,0.5,0.6666666666666666,,,,11.538461538461538,,,0.5,,0.2857142857142857,,,0.5,1.0,1.0,,,0.5,,,,,,,,,,0.5,,0.5068,0.5068,8.6,,,,2.0,2.0,0.25,,0.2,0.25,,0.6666666666666666,,,,,,2.0,,1.0,1.0,1.0,3.0,,1.0,2.0,1.0,,,0.3333333333333333,0.3333333333333333,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,0.5,0.5,0.5,,0.5,0.5,False,,,,,,4.0,1.0,1.0,1.0,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,2.0,4.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.6331,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1610612741,Lindsey Hunter,Lindsey Hunter,283,CHI,1436.0,24,10.0,50,51,20.0,7.0,101,,,,,,,1.0,3.0,2.0,,,1.0,3.0,6.0,47,2.0,,3.0,3.0,1.0,,3.0,2.0,,5.0,5.0,,,,1.0,3.0,,,1.0,0.3333333333333333,0.3333333333333333,,0.5,0.6,1.0,,,8.771929824561404,,,0.13333333333333333,0.5,0.23809523809523808,0.3333333333333333,0.25,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5509,0.550125,,24.7,,,,,,,,,,,1.0,,,,1.0,3.0,1.0,2.0,5.0,2.0,12.0,,5.0,4.0,,,1.0,,,,,3.0,1.0,,2.0,,,,,1.0,,,,,,,2.0,1.0,1.0,,,,3.0,1.0,,0.75,0.75,,,0.5,False,1.0,1.0,0.5,,0.5,24.0,,,,,,,3.0,3.0,,,,,,,,,,,2.0,,,,3.0,24.0,2.0,,,0.5,,,,,,,,0.555,0.5,0.48,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
