EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PtsPutbacks,FTDefRebounds,Loose Ball Fouls,DefFTReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceFtPoints,FTOffRebounds,SelfOReb,RecoveredBlocks,DefensiveGoaltends,ShortMidRangePctBlocked,OffFTReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceTurnovers,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,OffCorner3ReboundPct,on,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
101144,1610612745,Von Wafer,Von Wafer,101144,HOU,9351.0,156,-6.0,290,289,60.0,53.0,31.0,579,9.0,17.0,1.0,2.0,9.0,19.0,9.0,26.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,16.0,1.0,3.0,2.0,6.0,27.0,62.0,9.0,18.0,19.0,100.0,295,2.0,5.0,2.0,4.0,10.0,4.0,9.0,3.0,7.0,4.0,21.0,20.0,34.0,24.0,3.0,16.0,7.0,5.0,6.0,3.0,9.0,3.0,2.0,2.0,2.0,21.0,3.0,8.0,11.0,11.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,11.0,4.0,1.0,10.0,4.0,18.0,21.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,21.0,60.0,2.0,1.0,0.37037037037037035,0.37037037037037035,0.8888888888888888,0.5,0.5,0.42857142857142855,0.5,0.43548387096774194,0.4,0.4444444444444444,0.50625,0.5555555555555556,0.53125,0.5617977528089888,0.5555555555555556,0.5833333333333334,0.225,0.08064516129032258,0.23529411764705882,0.038461538461538464,30.67484662576687,0.2727272727272727,0.07207207207207207,0.10344827586206896,0.07857142857142857,0.07407407407407407,0.07142857142857142,0.07142857142857142,0.09523809523809523,0.125,0.2125,0.5294117647058824,0.6923076923076923,0.5555555555555556,0.2375,0.47368421052631576,0.47368421052631576,0.3333333333333333,0.325,0.34615384615384615,0.36,0.2222222222222222,0.025,1.0,1.0,1.0,0.2,0.4375,0.4375,0.8571428571428571,0.1111111111111111,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.125,0.0625,1.0,0.375,0.3333333333333333,0.4375,0.4375,0.4799256250000001,0.4571642857142857,0.45556874999999997,0.11363636363636363,0.13043478260869565,0.05263157894736842,0.1,0.21,10.662903225806454,25.255555555555553,0.20689655172413793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,4404.0,73,-9.0,137,138,26.0,21.0,15.0,275,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,147,,,,,,,,,,,,,2.0,,,,,1.0,4.0,3.0,7.0,,4.0,,,17.0,6.0,8.0,14.0,19.0,4.0,2.0,2.0,,,,1.0,,,,1.0,1.0,,5.0,9.0,,3.0,,,,,,,,,,26.0,,,,,,,,,,0.5,,,0.5,,,0.5,,,,0.5,1.0,,1.9607843137254901,,0.1509433962264151,0.375,0.2028985507246377,0.2,0.08695652173913043,0.2,0.5,0.16666666666666666,0.5,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.43395,,,,,,,,2.05,,0.1897810218978102,3.0,1.0,4.0,5.0,1.0,2.0,1.0,0.08888888888888889,0.05555555555555555,0.07936507936507936,0.0625,0.14285714285714285,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1897,1610612745,Metta World Peace,Metta World Peace,1897,HOU,7541.0,126,-16.0,234,238,94.0,77.0,26.0,472,5.0,12.0,3.0,4.0,2.0,5.0,5.0,15.0,,,,,,,5.0,23.0,1.0,2.0,1.0,8.0,12.0,32.0,5.0,23.0,3.0,42.0,258,3.0,5.0,1.0,2.0,9.0,7.0,12.0,1.0,8.0,2.0,19.0,2.0,22.0,6.0,9.0,23.0,5.0,4.0,8.0,3.0,11.0,2.0,4.0,2.0,2.0,25.0,2.0,9.0,17.0,20.0,2.0,,2.0,5.0,1.0,3.0,2.0,,2.0,,,7.0,1.0,,8.0,1.0,10.0,5.0,1.0,2.0,,1.0,,,,19.0,94.0,1.0,1.0,0.08333333333333333,0.09090909090909091,0.4,0.21739130434782608,0.5,0.125,0.21739130434782608,0.375,0.6,0.5833333333333334,0.35454545454545455,0.6428571428571429,0.425,0.3684210526315789,0.6428571428571429,0.4318181818181818,0.41818181818181815,0.125,0.25,0.06666666666666667,24.06015037593985,0.7142857142857143,0.10112359550561797,0.08695652173913043,0.09821428571428571,0.08695652173913043,0.12903225806451613,0.08571428571428572,0.05555555555555555,0.2,0.21818181818181817,0.4166666666666667,0.5555555555555556,0.2,0.09090909090909091,0.4,0.4,,0.2727272727272727,0.3333333333333333,0.35714285714285715,,,,,,0.41818181818181815,0.21739130434782608,0.21739130434782608,0.4,0.42857142857142855,,,,0.2857142857142857,0.5,,0.2,,,0.4,0.125,0.6363636363636364,0.21739130434782608,0.47025727272727275,0.49632499999999996,0.45664750000000004,0.03571428571428571,0.06060606060606061,,0.21428571428571427,0.4523809523809524,10.71875,25.743478260869566,0.4017094017094017,1.0,,3.0,3.0,,,,0.04,,0.028037383177570093,0.06666666666666667,,,2.0,3.0,2.0,6.0,1.0,0.6,0.058823529411764705,0.6666666666666666,0.75,,,,,,,,,,,,,,,,,True,,,,,
200768,1610612745,Kyle Lowry,Kyle Lowry,200768,HOU,15209.0,253,-19.0,476,480,146.0,138.0,56.0,956,10.0,28.0,3.0,5.0,2.0,6.0,5.0,13.0,3.0,8.0,1.0,1.0,,2.0,1.0,8.0,,2.0,,3.0,17.0,47.0,4.0,16.0,23.0,69.0,510,1.0,4.0,1.0,3.0,7.0,2.0,11.0,,5.0,8.0,12.0,10.0,24.0,12.0,,8.0,1.0,8.0,22.0,10.0,32.0,1.0,13.0,6.0,3.0,74.0,4.0,23.0,30.0,38.0,12.0,5.0,7.0,9.0,2.0,7.0,8.0,2.0,2.0,,2.0,17.0,3.0,10.0,23.0,2.0,41.0,31.0,3.0,13.0,,4.0,1.0,1.0,1.0,12.0,146.0,7.0,4.0,0.29411764705882354,0.29411764705882354,1.0,0.25,0.3333333333333333,,0.25,0.3617021276595745,0.25,0.18181818181818182,0.36507936507936506,0.35714285714285715,0.125,0.44805194805194803,0.4375,0.2727272727272727,0.25396825396825395,0.1702127659574468,0.21428571428571427,0.07692307692307693,17.375231053604434,0.5294117647058824,0.125,0.08163265306122448,0.11587982832618025,0.043478260869565216,0.046875,0.24324324324324326,0.10256410256410256,,0.4444444444444444,0.35714285714285715,0.45454545454545453,0.4,0.09523809523809523,0.3333333333333333,0.4,,0.20634920634920634,0.38461538461538464,0.4166666666666667,0.2,0.12698412698412698,0.375,0.375,1.0,0.12698412698412698,0.125,0.125,1.0,0.42857142857142855,0.14285714285714285,1.0,1.0,0.2857142857142857,,,0.3125,0.125,,0.1875,,0.6984126984126984,0.125,0.5109841269841269,0.5189,0.4454375,0.1780821917808219,0.22807017543859648,,0.10144927536231885,0.17391304347826086,6.427659574468084,25.15,0.3067226890756303,9.0,1.0,6.0,8.0,3.0,8.0,,0.03773584905660377,0.01694915254237288,0.03211009174311927,0.04838709677419355,0.04918032786885246,0.020833333333333332,1.0,1.0,,3.0,,0.16666666666666666,,0.3333333333333333,0.2,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.04,0.030303030303030304,1.0,,,,,,,,True,,,,,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,10467.0,174,24.0,315,314,72.0,78.0,37.0,629,18.0,31.0,10.0,6.0,7.0,7.0,3.0,12.0,,1.0,,,,,,,,,,,28.0,50.0,,1.0,14.0,70.0,310,9.0,12.0,,,19.0,3.0,7.0,,,5.0,11.0,42.0,14.0,,,,,6.0,,2.0,2.0,,,,,6.0,5.0,22.0,29.0,41.0,2.0,1.0,1.0,5.0,,1.0,6.0,,4.0,,2.0,11.0,2.0,10.0,22.0,1.0,18.0,24.0,2.0,11.0,,2.0,3.0,2.0,3.0,11.0,72.0,1.0,2.0,0.75,0.9130434782608695,,,,,,0.56,0.75,0.42857142857142855,0.5490196078431373,0.75,0.42857142857142855,0.5645161290322581,0.7916666666666666,0.5,0.0196078431372549,0.12,0.1935483870967742,,20.50561797752809,0.45454545454545453,0.16793893129770993,0.14705882352941177,0.16363636363636364,0.20689655172413793,0.17647058823529413,0.13725490196078433,0.14285714285714285,0.16666666666666666,0.6078431372549019,0.5806451612903226,0.72,0.6666666666666666,0.13725490196078433,1.0,1.0,0.8571428571428571,0.23529411764705882,0.25,0.25,1.0,0.0196078431372549,,,,,,,,0.8333333333333334,,,,,,,0.8571428571428571,,,,,0.6274509803921569,,0.5059617647058824,0.5320625,0.5583142857142858,0.18333333333333332,0.1864406779661017,,0.2714285714285714,0.15714285714285714,5.617999999999999,23.6,0.22857142857142856,2.0,4.0,8.0,12.0,,1.0,,0.07766990291262135,0.10810810810810811,0.08571428571428572,0.15,,0.13793103448275862,8.0,2.0,10.0,2.0,2.0,0.25,0.09090909090909091,0.8,0.3333333333333333,1.0,,,1.0,1.0,,,,0.3333333333333333,2.0,1.0,1.0,1.0,0.375,,,True,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,8549.0,142,-33.0,267,274,100.0,84.0,30.0,541,3.0,3.0,1.0,1.0,,1.0,,1.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,2.0,,1.0,3.0,5.0,6.0,14.0,12.0,36.0,306,1.0,1.0,2.0,3.0,10.0,1.0,2.0,1.0,2.0,10.0,15.0,4.0,2.0,18.0,,7.0,3.0,1.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,13.0,5.0,8.0,15.0,19.0,4.0,3.0,1.0,3.0,,3.0,,,,,,3.0,1.0,8.0,10.0,,7.0,13.0,,,,5.0,1.0,1.0,1.0,15.0,100.0,,5.0,0.6666666666666666,1.0,1.0,0.42857142857142855,0.6666666666666666,0.5,0.42857142857142855,0.6,1.0,0.5,0.631578947368421,1.0,0.625,0.6875,1.0,0.7777777777777778,0.7368421052631579,0.2,,,8.910891089108912,1.0,0.07547169811320754,0.16129032258064516,0.0948905109489051,0.04,0.10810810810810811,0.06818181818181818,0.12,0.3333333333333333,0.15789473684210525,1.0,1.0,0.6666666666666666,0.05263157894736842,,,,0.05263157894736842,,,,0.3684210526315789,0.42857142857142855,0.42857142857142855,1.0,0.3684210526315789,0.42857142857142855,0.42857142857142855,1.0,0.25,0.25,1.0,1.0,0.5,0.5,1.0,0.25,0.25,1.0,0.25,,0.8947368421052632,0.42857142857142855,0.534321052631579,0.52965,0.5073375,,,,0.2777777777777778,0.4166666666666667,4.58,24.392857142857142,0.37453183520599254,,3.0,1.0,4.0,2.0,2.0,,0.011494252873563218,0.1,0.03418803418803419,0.03333333333333333,,0.13043478260869565,1.0,1.0,2.0,2.0,,0.2222222222222222,,1.0,1.0,2.0,,1.0,1.0,,1.0,,0.1111111111111111,1.0,,,,,,3.0,,True,,,,,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,5747.0,96,-2.0,184,187,58.0,48.0,21.0,371,6.0,13.0,5.0,2.0,1.0,2.0,6.0,16.0,,,,,,,,,,,,,13.0,31.0,,,16.0,42.0,205,2.0,6.0,,,7.0,2.0,7.0,,,5.0,9.0,18.0,8.0,,,,,5.0,4.0,2.0,6.0,1.0,2.0,1.0,1.0,14.0,3.0,11.0,16.0,24.0,2.0,,2.0,4.0,2.0,2.0,3.0,,2.0,,,7.0,2.0,5.0,15.0,,19.0,23.0,1.0,7.0,,5.0,2.0,1.0,2.0,9.0,58.0,1.0,4.0,0.6923076923076923,0.75,,,,,,0.41935483870967744,0.3333333333333333,0.2857142857142857,0.41935483870967744,0.3333333333333333,0.2857142857142857,0.5,0.4375,0.375,,0.16129032258064516,0.3076923076923077,0.0625,23.333333333333332,0.5714285714285714,0.16417910447761194,0.15,0.16091954022988506,0.0625,0.1875,0.2,0.1875,,0.41935483870967744,0.46153846153846156,0.6666666666666666,0.5,0.06451612903225806,0.5,0.5,,0.5161290322580645,0.375,0.4,1.0,,,,,,,,,0.8333333333333334,,,,,,,0.2857142857142857,,,,,0.41935483870967744,,0.45949354838709683,0.54035,0.42254285714285716,0.1891891891891892,0.1891891891891892,,0.16666666666666666,0.21428571428571427,10.154838709677419,,0.31521739130434784,1.0,,8.0,8.0,2.0,2.0,,0.11764705882352941,,0.0898876404494382,0.16666666666666666,0.03571428571428571,,1.0,1.0,2.0,2.0,1.0,0.2,0.2,0.2,0.5,3.0,,2.0,1.0,,,,0.15384615384615385,0.5,1.0,1.0,,,,,,True,,,,,
200778,1610612745,James White,James White,200778,HOU,635.0,11,1.0,24,24,1.0,24.0,4.0,48,,2.0,1.0,,1.0,2.0,1.0,3.0,,1.0,,,,,1.0,1.0,,,,,2.0,7.0,1.0,2.0,,7.0,22,,1.0,,,,,,,,,,4.0,,,3.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,0.5,,,0.5,0.2857142857142857,,,0.3888888888888889,,,0.3888888888888889,,,0.2222222222222222,,,,35.71428571428571,,,,,,,,,,0.2222222222222222,,,,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,,1.0,,,,,,,,,,,,0.4444444444444444,1.0,0.52145,0.8057,,,,,,,11.071428571428571,24.35,0.041666666666666664,,,1.0,1.0,,,,0.1111111111111111,,0.07142857142857142,0.25,,,,,,,,,,,,,,1.0,,,,,0.16666666666666666,,,,,,,,,True,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,4390.0,73,-27.0,151,152,76.0,60.0,16.0,303,4.0,8.0,,5.0,2.0,6.0,3.0,4.0,1.0,1.0,,,1.0,1.0,7.0,12.0,,,4.0,5.0,9.0,18.0,8.0,13.0,15.0,57.0,183,,,,,2.0,5.0,9.0,5.0,6.0,15.0,40.0,4.0,14.0,3.0,21.0,12.0,7.0,2.0,6.0,1.0,7.0,,1.0,1.0,4.0,15.0,3.0,2.0,5.0,7.0,,,,4.0,1.0,,1.0,,4.0,,,5.0,3.0,3.0,9.0,,12.0,20.0,,1.0,,9.0,2.0,1.0,2.0,40.0,76.0,4.0,9.0,0.2222222222222222,0.2222222222222222,0.125,0.6153846153846154,,0.8333333333333334,0.6153846153846154,0.5,,0.5555555555555556,0.6774193548387096,,0.8333333333333334,0.6951219512195121,1.0,0.8,0.41935483870967744,0.1111111111111111,0.25,,27.218934911242606,0.8,0.037037037037037035,0.14285714285714285,0.06666666666666667,0.1111111111111111,,,0.16666666666666666,,0.25806451612903225,0.5,0.6666666666666666,0.5,0.1935483870967742,0.3333333333333333,0.3333333333333333,,0.12903225806451613,0.75,0.75,,0.03225806451612903,1.0,1.0,,0.3870967741935484,0.5833333333333334,0.5833333333333334,0.14285714285714285,,,,,,,,0.3333333333333333,0.06666666666666667,1.0,0.3333333333333333,0.8,0.6774193548387096,0.5833333333333334,0.4765290322580645,,0.47054000000000007,0.03125,0.05263157894736842,,0.03508771929824561,0.7017543859649122,7.561111111111111,25.876923076923074,0.5033112582781457,1.0,,1.0,2.0,1.0,,,0.025,,0.01694915254237288,,0.07692307692307693,,,2.0,,,1.0,,,,0.4,2.0,1.0,,1.0,,,0.07692307692307693,,0.5,,1.0,,,,,,True,,,,,
699,1610612745,Brent Barry,Brent Barry,699,HOU,1926.0,32,,63,65,11.0,29.0,9.0,128,2.0,2.0,,1.0,,,,,1.0,1.0,,,,,2.0,6.0,1.0,1.0,,,2.0,2.0,3.0,7.0,,13.0,64,,,1.0,1.0,3.0,1.0,1.0,,,,2.0,4.0,,9.0,,6.0,2.0,,2.0,1.0,3.0,1.0,2.0,,,7.0,,3.0,4.0,4.0,2.0,1.0,1.0,3.0,,3.0,1.0,,,1.0,,4.0,1.0,2.0,2.0,,1.0,,,,,,,,,2.0,11.0,,,1.0,1.0,1.0,0.42857142857142855,1.0,,0.42857142857142855,1.0,,1.0,0.7222222222222222,1.5,1.0,0.7222222222222222,1.5,1.0,0.7777777777777778,,,,17.808219178082194,0.75,0.13043478260869565,,0.11538461538461539,,0.2,0.125,,,0.2222222222222222,1.0,1.0,1.0,,,,,,,,,0.1111111111111111,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,0.3333333333333333,0.5147333333333334,0.5025,0.5914,,,,0.23076923076923078,0.15384615384615385,,25.900000000000002,0.1746031746031746,,,,,,1.0,,,,,,,,,1.0,,1.0,,0.2,,,1.0,,,,,,,,,,,,,,,,,True,,,,,
