EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGA,FG2A,PenaltyFG2A,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Offensive Fouls,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,DefAtRimReboundPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,PenaltyFG2M,PtsUnassisted2s,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,DefensiveGoaltends,Fg2Pct,PenaltyFg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,HeaveAttempts,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeAssists,BadPassTurnovers,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsAssisted3s,Corner3Assists,LongMidRangeAssists,SelfOReb,Travels,ThreePtShootingFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,LongMidRangePctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Clear Path Fouls,Blocked3s,BlockedCorner3,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,182.0,3,1,8,7,8,7,15,1.0,1.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,0.5,0.5,12.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,1610612753,Adonal Foyle,Adonal Foyle,1502,ORL,231.0,4,-3,9,9,9,9,18,,,11,,,,,1.0,1.0,,1.0,,,,,9,,,22.22222222222222,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3596,0.3596,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,1610612753,Tyronn Lue,Tyronn Lue,1731,ORL,182.0,3,1,8,7,8,7,15,,3.0,7,,3.0,,,,,,,,,,3.0,8,1.5,1.5,12.5,,1.0,1.0,,,,,,,,,,,,,0.4869,0.4869,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.7,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,231.0,4,-3,9,9,9,9,18,,,11,,,,,,,,,,,,,9,,,11.11111111111111,,,1.0,,,,1.0,1.0,1.0,,,0.3333333333333333,0.3333333333333333,,,0.5301,0.5301,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,25.4,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,231.0,4,-3,9,9,9,9,18,2.0,4.0,11,2.0,4.0,,,,,,,1.0,2.0,,4.0,9,0.6666666666666666,0.6666666666666666,33.333333333333336,,1.0,1.0,,1.0,1.0,,,,,,,,,,0.759025,0.759025,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,0.5,0.5,0.5,0.5,,,0.5,,1.0,,24.4,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,49.0,1,-4,1,2,1,2,3,,,4,,,,,,,,,,,,,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,1610612753,Rafer Alston,Rafer Alston,1747,ORL,49.0,1,-4,1,2,1,2,3,,,4,,,,,,,,,,,,,1,,,100.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,,58.4,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,16050.0,268,43,496,510,223,191,1006,9.0,77.0,522,4.0,34.0,2.0,2.0,10.0,4.0,23.0,38.0,20.0,15.0,3.0,34.0,223,0.652542372881356,0.7083333333333334,12.432432432432433,0.2,0.44155844155844154,0.4495967741935484,10.0,52.0,20.0,37.0,58.0,76.0,8.0,5.0,0.22981366459627328,0.23076923076923078,0.21875,0.19230769230769232,0.5443846153846154,0.5521450000000001,2.911538461538461,,,,,,,,,,,,,,,0.6538461538461539,0.75,,,,,,,0.75,,,0.2033898305084746,27.0,39.0,13.0,17.0,34.0,15.0,4.0,9.0,7.0,5.0,,0.6538461538461539,0.75,0.75,0.6923076923076923,0.7714285714285715,0.85,0.7647058823529411,0.08928571428571429,0.08928571428571429,,False,53.0,2.0,5.0,5.0,2.0,3.0,5.0,9.0,10.0,64.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,8.0,7.0,10.0,1.0,17.0,4.0,18.0,2.0,1.0,1.0,2.0,4.0,8.0,6.0,1.0,15.0,11.0,1.0,3.0,15.0,11.0,1.0,1.0,3.0,0.9411764705882353,0.9696969696969697,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.07692307692307693,0.10256410256410256,0.3076923076923077,0.05555555555555555,0.07042253521126761,0.2328767123287671,0.10294117647058823,0.08095238095238096,0.046511627906976744,0.0425531914893617,0.11538461538461539,0.08695652173913043,0.13636363636363635,0.2894736842105263,0.2826086956521739,0.14814814814814814,0.7333333333333333,0.9259259259259259,0.5,0.5,1.0,0.057692307692307696,0.6666666666666666,0.6666666666666666,1.0,0.5555555555555556,0.4,0.4676166666666666,0.12987012987012986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,7654.0,128,-5,239,240,85,69,479,3.0,45.0,260,,12.0,1.0,,2.0,,6.0,12.0,9.0,5.0,,12.0,85,0.4787234042553192,0.42857142857142855,18.283582089552237,0.5,0.26666666666666666,0.35564853556485354,11.0,45.0,14.0,12.0,13.0,20.0,1.0,,0.16216216216216217,0.12264150943396226,0.11428571428571428,0.24444444444444444,0.4302555555555556,0.4274357142857143,12.180000000000003,,,,,,,,,,,,,,,0.4666666666666667,0.42857142857142855,,,,,,,0.17777777777777778,,,0.2,6.0,8.0,2.0,3.0,21.0,6.0,8.0,,,3.0,,0.4666666666666667,0.42857142857142855,0.17777777777777778,0.75,0.75,0.21428571428571427,0.6666666666666666,0.06382978723404255,0.06382978723404255,,False,25.0,2.0,3.0,7.0,8.0,26.0,6.0,8.0,12.0,34.0,8.0,,2.0,,2.0,,1.0,4.0,,6.0,1.0,1.0,,7.0,,,,1.0,2.0,2.0,3.0,1.0,3.0,2.0,,1.0,3.0,1.0,,1.0,,0.8095238095238095,1.0,0.75,0.75,0.75,,,,0.1,0.08333333333333333,0.03125,,0.06521739130434782,0.19047619047619047,0.05555555555555555,0.030303030303030304,,,0.21052631578947367,,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.5777777777777777,0.3076923076923077,0.3076923076923077,0.875,0.375,0.6666666666666666,0.452975,0.26666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,1610612753,Anthony Johnson,Anthony Johnson,1533,ORL,16773.0,280,17,506,508,141,123,1014,9.0,82.0,526,8.0,27.0,8.0,2.0,12.0,6.0,16.0,28.0,21.0,18.0,2.0,27.0,141,0.44086021505376344,0.48214285714285715,18.584070796460175,0.6666666666666666,0.32926829268292684,0.27865612648221344,27.0,55.0,17.0,13.0,19.0,26.0,4.0,2.0,0.07222222222222222,0.0743801652892562,0.043478260869565216,0.3176470588235294,0.49243869047619043,0.4938857142857143,7.987272727272728,4.0,21.0,,3.0,9.0,30.0,1.0,5.0,9.0,20.0,4.0,0.3,0.2,0.3103448275862069,0.4294117647058823,0.4318181818181818,0.35294117647058826,0.24705882352941178,0.19047619047619047,0.19047619047619047,0.13636363636363635,,0.5647058823529412,0.2,25.45,0.1111111111111111,11.0,18.0,4.0,7.0,23.0,8.0,38.0,11.0,6.0,6.0,,0.41818181818181815,0.47058823529411764,0.21176470588235294,0.6111111111111112,0.6111111111111112,0.3181818181818182,0.5714285714285714,0.07692307692307693,0.1,1.0,False,54.0,,1.0,8.0,4.0,10.0,4.0,8.0,13.0,8.0,6.0,1.0,31.0,8.0,39.0,2.0,22.0,86.0,2.0,5.0,,5.0,1.0,7.0,5.0,1.0,,1.0,,1.0,3.0,1.0,,,,,,,,,2.0,0.17391304347826086,0.2,0.5,0.55,0.5909090909090909,0.01818181818181818,,0.07142857142857142,,0.03546099290780142,0.08064516129032258,0.028169014084507043,0.0330188679245283,0.02564102564102564,0.07272727272727272,,0.044444444444444446,,0.08823529411764706,0.07317073170731707,0.09523809523809523,,0.2727272727272727,0.2962962962962963,0.2962962962962963,0.125,0.11764705882352941,0.4,0.4444444444444444,,0.1,,0.46118125,0.15853658536585366,6.0,6.0,,5.0,9.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,18.0,6.0,3.0,4.0,1.0,1.0,0.6666666666666666,0.5,0.1,0.08,0.10588235294117647,0.5555555555555556,0.5555555555555556,0.8,0.5,0.2,0.5,0.09090909090909091,0.5,0.03225806451612903,,,,,,,,,,,,,,,,,
