EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,FtPoints,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefensiveGoaltends,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyFG2M,Corner3Assists,PenaltyFg2Pct,PenaltyAtRimAccuracy,OffAtRimReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3Frequency,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFGM,PtsPutbacks,Offensive Fouls,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Fg3aBlocked,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Loose Ball Fouls,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,3SecondViolations,Technical Free Throw Trips,Corner3PctBlocked
101144,1610612745,Von Wafer,Von Wafer,101144,HOU,821.0,14,-16,27,27,10.0,12,3.0,54,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,6.0,2.0,2.0,39,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,0.16666666666666666,0.125,0.125,0.25,0.5,1.0,0.6666666666666666,32.25806451612903,0.5,0.125,0.25,0.375,0.3333333333333333,1.0,0.25,1.0,0.25,0.5,0.375,0.44189375000000003,0.48443749999999997,14.416666666666666,25.4,0.37037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,229.0,4,-1,7,8,5.0,8,2.0,15,,,,,,,,,,,,,8,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200768,1610612745,Kyle Lowry,Kyle Lowry,200768,HOU,1252.0,21,-7,42,43,8.0,28,6.0,85,1.0,,,,,2.0,1.0,,1.0,3.0,3.0,9.0,48,,,,2.0,1.0,,,,,,,,,,8.0,0.3333333333333333,0.6666666666666666,0.75,0.5,,,,12.244897959183673,,0.16666666666666666,,0.3333333333333333,,,0.16666666666666666,,,,0.6666666666666666,0.542075,,12.866666666666667,24.233333333333334,0.19047619047619047,1.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,4.0,2.0,6.0,2.0,3.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.045454545454545456,0.25,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,1610612745,Brian Cook,Brian Cook,2567,HOU,1920.0,32,-17,64,65,22.0,50,11.0,129,2.0,,1.0,3.0,,1.0,9.0,5.0,2.0,6.0,9.0,10.0,71,1.0,2.0,5.0,2.0,9.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,,1.0,22.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.16666666666666666,0.5,,24.675324675324674,0.5,0.13333333333333333,0.2,0.06666666666666667,,,0.6,,0.14285714285714285,0.7142857142857143,0.7333333333333333,0.50331,0.51375,7.516666666666666,25.388888888888893,0.34375,1.0,,,2.0,2.0,,6.0,2.0,3.0,,3.0,,2.0,,6.0,1.0,1.0,9.0,3.0,12.0,2.0,1.0,3.0,4.0,1.0,,,,,1.0,0.2222222222222222,0.2222222222222222,0.25,0.058823529411764705,0.07894736842105263,,0.5,1.0,,,,,0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,,,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,0.5,0.5,0.2,1.0,1.0,0.21428571428571427,1.0,0.21428571428571427,0.375,0.09523809523809523,0.4,0.38095238095238093,0.14285714285714285,0.125,0.25,0.2,0.4,0.5,0.5,0.1,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3363,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1610612745,Brent Barry,Brent Barry,699,HOU,1023.0,17,-12,36,37,10.0,29,4.0,73,2.0,,1.0,,,,1.0,,2.0,2.0,1.0,7.0,39,,1.0,,,1.0,,2.0,1.0,,1.0,3.0,,,,10.0,1.0,1.1666666666666667,1.1666666666666667,0.3333333333333333,,,,14.634146341463415,0.6666666666666666,0.6666666666666666,,,,,0.3333333333333333,,1.0,,1.0,0.5490499999999999,0.5914,,24.9,0.2777777777777778,2.0,,,1.0,1.0,,3.0,1.0,,1.0,1.0,,,,3.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,4.0,,,,1.0,,1.0,,2.0,,,,,,2.0,1.0,1.0,,,,1.0,,1.0,0.1,,,0.07692307692307693,,,,,0.25,,,,,1.0,,,,,,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200778,1610612745,James White,James White,200778,HOU,599.0,10,5,22,23,1.0,23,5.0,45,2.0,1.0,,2.0,1.0,3.0,,,2.0,7.0,1.0,4.0,17,1.0,,,,,,,1.0,,1.0,1.0,,,,1.0,0.2857142857142857,0.25,0.25,0.125,,,,33.33333333333333,,0.25,0.25,0.375,0.3333333333333333,0.3333333333333333,,1.0,,,0.375,0.5203125,,11.071428571428571,23.9,0.045454545454545456,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,0.07142857142857142,,,,0.125,,,,,,,,,,1.0,,,,,,4.0,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,0.1111111111111111,,,,,,,,,,0.16666666666666666,,,0.5,0.5,,0.8057,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,668.0,11,-10,22,22,14.0,22,5.0,44,1.0,,,,,,2.0,2.0,1.0,1.0,2.0,4.0,23,,,2.0,2.0,2.0,,,,,,,,,,14.0,1.0,0.3333333333333333,0.5,0.6666666666666666,,,,14.285714285714285,,0.3333333333333333,,,,,0.6666666666666666,,,1.0,1.0,0.50965,0.496875,,25.25,0.6363636363636364,1.0,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,2.0,,,,,1.0,,,,,,,,,,2.0,,,,,,,0.5,0.3333333333333333,0.16666666666666666,,,0.1111111111111111,,,,,1.0,,,,,,,,,0.4434,0.5,0.5,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1610612745,Metta World Peace,Metta World Peace,1897,HOU,800.0,13,-5,25,24,11.0,17,5.0,49,1.0,,,2.0,,,2.0,2.0,1.0,3.0,2.0,2.0,28,1.0,,2.0,2.0,2.0,,,,,,,,,,11.0,0.3333333333333333,0.2,0.2,0.4,,,,16.129032258064516,,0.2,0.4,,,,0.4,,,1.0,0.6,0.4932600000000001,0.5629500000000001,4.533333333333333,25.4,0.44,,,,,,,,,,,,,,,,,1.0,3.0,1.0,4.0,,,2.0,3.0,,,,,,,,,1.0,,0.06666666666666667,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,0.16666666666666666,0.14285714285714285,0.5,0.25,0.25,,,0.5,,,1.0,,,,0.5,0.5,,0.4109,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,1571.0,26,-15,53,54,13.0,39,9.0,107,6.0,4.0,1.0,,,1.0,,,5.0,7.0,1.0,12.0,60,4.0,1.0,,6.0,,1.0,,1.0,,,1.0,2.0,1.0,2.0,13.0,0.7142857142857143,0.625,0.6,0.125,0.14285714285714285,0.16666666666666666,,17.1875,,0.75,,0.125,,,,1.0,1.0,,0.875,0.56330625,0.7648,2.742857142857143,23.6,0.24528301886792453,5.0,,1.0,,,2.0,,,,2.0,2.0,2.0,,,6.0,1.0,,1.0,3.0,4.0,,,2.0,4.0,3.0,4.0,,1.0,,,,,,0.08333333333333333,0.0967741935483871,0.1111111111111111,0.8333333333333334,1.0,0.125,,,,,,,,0.1111111111111111,0.125,,,4.0,8.0,,4.0,4.0,,2.0,,1.0,,,,,,1.0,,1.0,1.0,4.0,0.4,1.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.1,0.10526315789473684,,0.07142857142857142,0.2857142857142857,,,,,0.3333333333333333,,,0.5,0.4,,,,0.54325,0.6666666666666666,0.3333333333333333,1.0,1.0,,1.0,1.0,,,,,,,2.0,1.0,1.0,,1.0,4.0,6.0,1.0,1.0,0.25,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,554.0,9,-6,17,17,11.0,17,4.0,34,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,17,1.0,1.0,1.0,2.0,,,,,,,,,,,11.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,13.636363636363637,,0.3333333333333333,0.3333333333333333,,,,,1.0,0.5,,0.6666666666666666,0.5617333333333333,0.6513500000000001,5.7,23.4,0.6470588235294118,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,0.125,0.08333333333333333,0.14285714285714285,1.0,1.0,0.3333333333333333,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,2.0,,1.0,,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
