EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,Corner3FGM,OffThreePtRebounds,Loose Ball Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,Loose Ball Fouls,OffCorner3ReboundPct,SecondChanceAtRimFGM,PtsPutbacks,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,FTOffRebounds,Travels,2pt And 1 Free Throw Trips,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,Corner3Assists,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,BlockedLongMidRange,on,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,51.0,1,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1510,1610612762,Brevin Knight,Brevin Knight,1510,UTA,948.0,16,-16.0,27,29,2.0,4.0,2.0,56,,1.0,,,,1.0,,1.0,,,,,,,,3.0,,,,,38,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,,2.0,,7.0,,,1.0,1.0,,1.0,1.0,,1.0,3.0,,3.0,,,3.0,,,2.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,20.689655172413794,1.0,0.1,,,0.07142857142857142,,,,,,0.25,,,0.3333333333333333,,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,0.3333333333333333,,0.4411333333333333,,,,,,,10.133333333333333,,0.07407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,5036.0,84,-11.0,164,164,40.0,41.0,17.0,328,9.0,14.0,3.0,4.0,1.0,2.0,,4.0,,4.0,9.0,,,2.0,10.0,20.0,4.0,9.0,7.0,39.0,184,,,,1.0,1.0,3.0,5.0,,2.0,3.0,9.0,10.0,10.0,9.0,3.0,9.0,4.0,2.0,13.0,7.0,20.0,4.0,7.0,1.0,5.0,47.0,,1.0,5.0,6.0,1.0,7.0,4.0,2.0,2.0,5.0,2.0,4.0,5.0,1.0,10.0,2.0,1.0,1.0,5.0,1.0,10.0,,9.0,4.0,1.0,,,,,,9.0,40.0,,1.0,0.5,0.5,0.75,0.4444444444444444,,0.4444444444444444,0.5,,0.6,0.5517241379310345,,0.42857142857142855,0.5909090909090909,0.5,0.5625,0.3103448275862069,0.1,0.07142857142857142,22.99465240641711,0.5,0.1111111111111111,,0.06666666666666667,0.1,0.01282051282051282,,,0.07142857142857142,0.14285714285714285,0.11764705882352941,0.1111111111111111,,0.4827586206896552,0.6428571428571429,0.6923076923076923,0.5555555555555556,0.06896551724137931,0.5,1.0,0.13793103448275862,,,,,0.3103448275862069,0.4444444444444444,0.4444444444444444,0.75,,0.5714285714285714,0.75,0.2857142857142857,,0.7931034482758621,0.4444444444444444,0.5598241379310345,,0.5524,0.125,0.17391304347826086,0.02564102564102564,0.23076923076923078,4.2700000000000005,25.355555555555554,0.24390243902439024,,,1.0,,0.0625,0.07142857142857142,,,,,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,3.0,,,,,,,,,1.0,,False,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,503.0,8,-9.0,18,18,9.0,8.0,3.0,36,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,1.0,3.0,,,,2.0,27,1.0,2.0,,,2.0,1.0,2.0,,,,2.0,,2.0,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,9.0,,,,,,,,,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,,,,13.636363636363637,,,,,,0.07142857142857142,,,,,,,1.0,0.3333333333333333,1.0,1.0,,,,,0.6666666666666666,,,,,,,,,,0.5,1.0,,,0.3333333333333333,,0.4762,,0.5019,,,1.0,1.0,9.833333333333334,,0.5,1.0,,1.0,,0.5,0.5,,,,,0.5,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,823.0,14,5.0,33,31,20.0,28.0,2.0,64,1.0,1.0,1.0,1.0,,,2.0,4.0,,,1.0,,,,3.0,5.0,,1.0,,6.0,32,,,,,,2.0,3.0,,,,4.0,6.0,,,,1.0,,,2.0,,2.0,,2.0,,,4.0,,,,2.0,1.0,3.0,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,4.0,20.0,,,1.0,1.0,,,,,0.6,,0.6666666666666666,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.16666666666666666,,,16.216216216216218,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,0.6666666666666666,0.5,0.5,1.0,,0.16666666666666666,,,,,0.3333333333333333,1.0,,,0.3333333333333333,,0.423475,,0.43093333333333333,,,,0.6666666666666666,12.9,24.6,0.6060606060606061,,,,,,,,,,,,1.0,,,,2.0,,,0.6666666666666666,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,False,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,2070.0,34,,67,66,8.0,7.0,7.0,133,1.0,1.0,,,,1.0,,3.0,,,,,,,1.0,5.0,,,6.0,8.0,70,1.0,1.0,,2.0,4.0,,,,,2.0,2.0,,2.0,,,,,,1.0,,1.0,,,,1.0,2.0,4.0,,5.0,6.0,4.0,10.0,1.0,1.0,,,,,,,,,,2.0,8.0,,9.0,4.0,8.0,3.0,1.0,,,,,,2.0,8.0,1.0,1.0,,,,,,,0.2,1.0,,0.2,1.0,,0.4444444444444444,1.0,1.0,,,,12.0,,0.2777777777777778,0.14814814814814814,,0.22727272727272727,0.12903225806451613,0.3333333333333333,0.058823529411764705,0.14285714285714285,0.14285714285714285,0.75,,,0.2,1.0,1.0,,0.2,,,0.6,,,,,,,,,,,,,,0.2,,0.45010000000000006,0.5818,,0.375,0.375,0.5,0.25,12.02,,0.11940298507462686,1.0,,,,,,,,,,1.0,,,1.0,2.0,1.0,1.0,,0.3333333333333333,0.25,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,False,,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,3216.0,54,-6.0,109,108,40.0,32.0,10.0,217,1.0,1.0,,,,,2.0,8.0,6.0,3.0,7.0,2.0,,,3.0,9.0,7.0,13.0,3.0,30.0,126,,,3.0,,6.0,,2.0,2.0,2.0,,6.0,6.0,,21.0,,7.0,3.0,,5.0,1.0,6.0,1.0,2.0,1.0,2.0,13.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,3.0,,4.0,1.0,,1.0,,,1.0,1.0,6.0,40.0,,,1.0,1.0,1.0,0.5384615384615384,1.0,0.5384615384615384,0.3333333333333333,,,0.6136363636363636,1.0,0.75,0.6304347826086957,1.0,0.75,0.5909090909090909,,,19.51219512195122,1.0,0.038461538461538464,0.023809523809523808,,0.02857142857142857,0.019230769230769232,0.07142857142857142,,,,0.1,,1.0,0.045454545454545456,1.0,1.0,1.0,,,,0.36363636363636365,0.25,0.25,1.0,0.2727272727272727,0.3181818181818182,0.42857142857142855,0.42857142857142855,1.0,0.6666666666666666,,,,,0.6363636363636364,0.42857142857142855,0.5261840909090909,0.57815,0.481225,0.043478260869565216,0.1,0.2,0.2,15.044444444444444,24.299999999999997,0.3669724770642202,,4.0,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,,2.0,0.6666666666666666,,0.3333333333333333,1.0,1.0,0.5,1.0,,1.0,False,1.0,0.5,1.0
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,2887.0,48,-8.0,95,94,29.0,29.0,11.0,189,8.0,12.0,3.0,5.0,1.0,3.0,2.0,5.0,,,2.0,2.0,,1.0,11.0,20.0,,2.0,3.0,25.0,106,,2.0,2.0,,,3.0,7.0,,1.0,1.0,7.0,22.0,,,,2.0,,2.0,3.0,,3.0,,2.0,,1.0,6.0,,1.0,1.0,3.0,,3.0,3.0,2.0,1.0,,1.0,,1.0,,1.0,,,1.0,1.0,,3.0,,4.0,1.0,1.0,,,,,,7.0,29.0,,1.0,1.0,1.0,,,,,0.55,,0.42857142857142855,0.5,,0.375,0.5208333333333334,,0.3888888888888889,0.09090909090909091,0.1,0.16666666666666666,22.52252252252252,,0.034482758620689655,,0.1,0.05128205128205128,,,,,,0.09090909090909091,0.125,,0.5454545454545454,0.6666666666666666,0.8,1.0,0.13636363636363635,0.3333333333333333,0.3333333333333333,0.22727272727272727,0.4,0.4,1.0,,0.09090909090909091,,,,0.5,0.625,0.6,0.125,,0.6363636363636364,,0.5211159090909091,0.536475,0.51929375,0.043478260869565216,0.047619047619047616,,0.28,6.409999999999999,26.65,0.30526315789473685,1.0,,,1.0,,,1.0,,,,0.25,,,,,1.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,1529.0,25,-10.0,45,47,,,6.0,92,,2.0,,,,,1.0,4.0,,1.0,3.0,,,,1.0,6.0,1.0,3.0,,5.0,56,,1.0,,,,,,,,,,2.0,,3.0,,3.0,1.0,1.0,4.0,,4.0,,,1.0,3.0,8.0,,2.0,2.0,5.0,2.0,7.0,,,,2.0,,1.0,,1.0,2.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.16666666666666666,,,0.2777777777777778,,,0.2777777777777778,,,0.3333333333333333,0.16666666666666666,0.5,20.754716981132074,1.0,0.15384615384615385,,0.3333333333333333,0.21052631578947367,0.043478260869565216,,,,0.25,0.14285714285714285,0.25,,0.2222222222222222,,,,,,,0.4444444444444444,0.25,0.25,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.5555555555555556,0.3333333333333333,0.4920111111111112,0.5626,,,,,,11.65,25.3,,1.0,,1.0,,0.16666666666666666,0.16666666666666666,,,,,1.0,,,,,1.0,1.0,,0.3333333333333333,,0.5,0.16666666666666666,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,False,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,4881.0,81,-16.0,159,159,33.0,34.0,16.0,318,6.0,13.0,2.0,3.0,3.0,7.0,5.0,8.0,,,,,,,14.0,28.0,,,14.0,42.0,181,1.0,3.0,,2.0,4.0,2.0,4.0,,,13.0,17.0,24.0,4.0,,,,,2.0,7.0,1.0,8.0,1.0,6.0,,1.0,17.0,3.0,4.0,17.0,23.0,4.0,27.0,4.0,3.0,1.0,2.0,1.0,,3.0,2.0,5.0,,2.0,6.0,7.0,,10.0,,16.0,6.0,2.0,2.0,2.0,,2.0,2.0,17.0,33.0,1.0,2.0,0.8571428571428571,0.8571428571428571,,,,,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5833333333333334,0.5,0.7727272727272727,,0.07142857142857142,0.15384615384615385,22.65193370165746,0.4,0.38636363636363635,0.04918032786885246,0.26666666666666666,0.3559322033898305,0.05263157894736842,0.1,0.030303030303030304,0.4,0.4166666666666667,0.35294117647058826,0.3333333333333333,1.0,0.4642857142857143,0.46153846153846156,0.5454545454545454,1.0,0.25,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.625,0.625,0.6,,,,,,,0.75,0.6666666666666666,,,0.4642857142857143,,0.48427499999999996,0.4958,0.558025,0.17647058823529413,0.17647058823529413,0.09523809523809523,0.40476190476190477,6.846428571428572,,0.20754716981132076,2.0,,1.0,2.0,0.06666666666666667,0.07692307692307693,1.0,,,,0.6666666666666666,,,1.0,,2.0,,,0.25,,0.16666666666666666,,0.5,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,False,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,4403.0,73,-8.0,138,141,21.0,26.0,13.0,279,2.0,4.0,1.0,1.0,1.0,1.0,5.0,15.0,,,,,,,8.0,20.0,,,2.0,18.0,154,2.0,2.0,,1.0,5.0,2.0,3.0,,,1.0,5.0,12.0,4.0,,,,,1.0,5.0,2.0,7.0,1.0,2.0,2.0,1.0,16.0,3.0,3.0,3.0,7.0,4.0,11.0,4.0,4.0,,3.0,,2.0,3.0,1.0,6.0,,1.0,5.0,6.0,,6.0,1.0,5.0,3.0,,,,,,,5.0,21.0,1.0,,0.75,0.75,,,,,0.4,1.0,0.6666666666666666,0.4,1.0,0.6666666666666666,0.4090909090909091,0.8333333333333334,0.625,,0.05,0.25,18.18181818181818,0.5,0.07692307692307693,0.061224489795918366,0.21428571428571427,0.11320754716981132,0.06557377049180328,,0.07407407407407407,0.2,,0.0625,,,0.2,0.5,0.6666666666666666,0.5,0.05,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,0.8,,,,,,,0.3333333333333333,1.0,,,0.2,,0.4453250000000001,0.46555,0.4590666666666667,0.13636363636363635,0.13636363636363635,0.2777777777777778,0.2777777777777778,15.285000000000002,,0.15217391304347827,1.0,,1.0,,0.08333333333333333,0.1,1.0,,,,0.5,,,1.0,,1.0,,,0.125,0.14285714285714285,0.5,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,2.0,,False,,,
1510,1610612762,Brevin Knight,Brevin Knight,1510,UTA,42.0,1,-2.0,2,2,,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,
