EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassTurnovers,Travels,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SelfOReb,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceFtPoints,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,BlockedAtRim,BlockedLongMidRange,PenaltyArc3FGM,PenaltyFG3M,SecondChanceTurnovers,Defensive 3 Seconds Violations,PenaltyFg3Pct,LongMidRangePctBlocked,PenaltyArc3Accuracy,PenaltyFtPoints,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3FGM,PenaltyCorner3Accuracy
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,2262.0,38,-37,65,64,13.0,38.0,9.0,129,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,91,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,6.0,3.0,2.0,13.0,0.25,1.0,1.0,0.25,1.0,1.0,0.35714285714285715,1.0,1.0,10.38961038961039,1.0,0.125,0.034482758620689655,0.16666666666666666,0.08,0.07317073170731707,0.045454545454545456,0.2,0.14285714285714285,0.5,0.5,0.25,1.0,1.0,0.5,0.25,1.0,1.0,1.0,1.0,0.25,0.489825,0.7857,0.42857142857142855,0.42857142857142855,0.4,0.4,9.625,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,2562.0,43,-33,73,70,11.0,37.0,10.0,143,1.0,3.0,,1.0,,1.0,,11.0,6.0,14.0,2.0,17.0,97,,1.0,3.0,,4.0,,8.0,,3.0,4.0,2.0,9.0,,1.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,5.0,,3.0,2.0,1.0,,11.0,0.42857142857142855,,,0.4411764705882353,0.75,,0.4722222222222222,0.75,,27.058823529411764,0.6,0.1111111111111111,0.03125,,0.10344827586206896,0.022222222222222223,,,,,,0.17647058823529413,0.3333333333333333,0.5,,0.6470588235294118,0.5,,0.25,,0.35294117647058826,0.45366874999999995,0.472075,0.05555555555555555,0.06666666666666667,0.17647058823529413,,14.957142857142857,0.1506849315068493,5.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,0.17647058823529413,0.07142857142857142,0.3333333333333333,0.09090909090909091,0.2,0.15384615384615385,0.25,0.45454545454545453,0.45454545454545453,0.4,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,0.58255,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,9251.0,154,-74,263,263,22.0,93.0,26.0,526,7.0,13.0,2.0,2.0,,,6.0,30.0,19.0,49.0,9.0,53.0,308,2.0,5.0,4.0,1.0,5.0,2.0,22.0,2.0,17.0,20.0,2.0,43.0,1.0,1.0,7.0,9.0,2.0,11.0,6.0,2.0,10.0,3.0,12.0,,11.0,10.0,5.0,2.0,22.0,0.3877551020408163,0.4,0.2,0.3728813559322034,0.2222222222222222,0.125,0.42063492063492064,0.2222222222222222,0.125,24.66216216216216,0.6,0.08536585365853659,0.008547008547008548,0.038461538461538464,0.06666666666666667,0.013986013986013986,0.0136986301369863,,0.09090909090909091,0.15384615384615385,0.08333333333333333,0.22033898305084745,0.5384615384615384,0.6363636363636364,0.1016949152542373,0.5084745762711864,0.2222222222222222,1.0,,,0.3898305084745763,0.46012881355932206,0.40326874999999995,0.07936507936507936,0.09433962264150944,0.07547169811320754,0.03773584905660377,12.187755102040818,0.08365019011406843,11.0,1.0,5.0,,3.0,2.0,10.0,,4.0,16.0,6.0,,5.0,1.0,3.0,3.0,1.0,13.0,1.0,5.0,2.0,2.0,4.0,,1.0,3.0,0.42105263157894735,0.4444444444444444,1.0,0.2,,0.2,0.1694915254237288,0.061224489795918366,0.15384615384615385,0.02631578947368421,,0.06666666666666667,0.0625,0.36666666666666664,0.36666666666666664,0.6363636363636364,0.0847457627118644,0.2,0.2,1.0,0.3333333333333333,,,0.2,0.5281785714285714,24.78,1.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.09090909090909091,1.0,0.14285714285714285,0.16666666666666666,0.2,0.0847457627118644,0.2,0.2,1.0,0.1111111111111111,0.25,0.125,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200835,1610612765,Walter Herrmann,Walter Herrmann,200835,DET,288.0,5,1,10,9,,1.0,2.0,19,,,,,,,,,,,,3.0,9,,,3.0,,,,,,,1.0,,3.0,,,,,,,,,,1.0,2.0,,,,,,,,,,0.75,1.5,,0.75,1.5,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,1.0,0.559725,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,24.8,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,7546.0,126,-45,214,216,11.0,67.0,19.0,430,11.0,17.0,,2.0,,1.0,8.0,27.0,23.0,52.0,12.0,58.0,244,,6.0,,1.0,3.0,2.0,30.0,,19.0,21.0,,44.0,,2.0,3.0,7.0,2.0,9.0,2.0,2.0,4.0,3.0,9.0,2.0,14.0,14.0,7.0,2.0,11.0,0.4423076923076923,,0.3333333333333333,0.38333333333333336,,0.16666666666666666,0.43283582089552236,,0.16666666666666666,29.831932773109244,0.5,0.04285714285714286,0.02197802197802198,,0.0594059405940594,0.018018018018018018,,,,,0.043478260869565216,0.2833333333333333,0.6470588235294118,0.7857142857142857,0.13333333333333333,0.45,0.2857142857142857,,0.16666666666666666,,0.4166666666666667,0.47501355932203393,0.36618000000000006,0.1044776119402985,0.11864406779661017,,0.034482758620689655,11.163461538461538,0.0514018691588785,10.0,,8.0,,1.0,,8.0,,1.0,16.0,,1.0,7.0,,7.0,2.0,1.0,18.0,3.0,,,1.0,2.0,,1.0,2.0,0.34782608695652173,0.34782608695652173,,,,,0.13333333333333333,0.1346153846153846,0.17647058823529413,0.0967741935483871,,0.05714285714285714,0.15384615384615385,0.37037037037037035,0.37037037037037035,0.5,0.13333333333333333,,,,0.14285714285714285,,,,0.49210000000000004,30.875,2.0,,,,,3.0,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,0.5,0.14285714285714285,,0.18181818181818182,0.25,0.5,,,,,,,0.5,1.0,0.13333333333333333,0.05555555555555555,0.03571428571428571,0.5,,,,,,,,,,,,,,,,,,,True,,,,
2198,1610612765,Kwame Brown,Kwame Brown,2198,DET,2211.0,37,-24,60,61,11.0,26.0,7.0,121,1.0,4.0,1.0,1.0,,1.0,3.0,,2.0,7.0,3.0,7.0,79,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,3.0,3.0,7.0,4.0,11.0,2.0,1.0,3.0,7.0,10.0,1.0,3.0,4.0,2.0,2.0,11.0,0.2857142857142857,1.0,0.5,0.2857142857142857,1.0,0.5,0.3888888888888889,0.75,0.5,17.142857142857142,0.6666666666666666,0.16666666666666666,0.11538461538461539,0.16666666666666666,0.1875,0.125,0.13333333333333333,,0.3333333333333333,,0.2857142857142857,0.5714285714285714,0.25,0.5,0.42857142857142855,,1.0,1.0,0.5,,0.5714285714285714,0.4862714285714285,0.53135,0.2222222222222222,0.2222222222222222,0.42857142857142855,0.2857142857142857,3.442857142857143,0.18333333333333332,,,,,,,,,,2.0,,,,,2.0,,,,3.0,,,1.0,1.0,,,1.0,0.5,1.0,,,,,,0.2857142857142857,0.5,0.21428571428571427,,0.125,0.2,,,,,,,,,,,,0.5501,,1.0,,,,,,,,,1.0,,1.0,,,,,,,3.0,,,0.5,,,0.3333333333333333,0.3333333333333333,,,,,,,,,0.16666666666666666,0.2222222222222222,,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,True,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,7543.0,126,-43,216,215,18.0,76.0,19.0,431,3.0,5.0,,,,,,33.0,22.0,38.0,4.0,48.0,237,,,,1.0,3.0,2.0,4.0,,1.0,2.0,,5.0,,5.0,16.0,26.0,5.0,31.0,2.0,1.0,5.0,11.0,17.0,,4.0,4.0,3.0,2.0,18.0,0.5789473684210527,,0.3333333333333333,0.5789473684210527,,0.3333333333333333,0.6153846153846154,,0.3333333333333333,18.487394957983195,0.4,0.2222222222222222,0.052083333333333336,,0.21359223300970873,0.044642857142857144,0.06666666666666667,,,0.3333333333333333,0.19047619047619047,0.13157894736842105,0.6,0.6,,0.868421052631579,,,,,0.13157894736842105,0.43882894736842104,0.3918,0.07692307692307693,0.07692307692307693,,0.041666666666666664,16.089473684210525,0.08333333333333333,19.0,,,,,,,,,40.0,,,,,,1.0,1.0,1.0,6.0,2.0,,3.0,3.0,,,3.0,0.9090909090909091,0.9090909090909091,,,,,,,,0.1935483870967742,0.05263157894736842,0.20512820512820512,,0.5757575757575758,0.5757575757575758,0.9473684210526315,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,,,2.0,,,,3.0,2.0,,0.4444444444444444,0.6666666666666666,0.6666666666666666,,,,,,,,,,1.0,,0.35294117647058826,0.0625,,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,True,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,6289.0,105,-48,177,180,2.0,45.0,16.0,357,1.0,4.0,,2.0,,,2.0,11.0,5.0,17.0,,19.0,203,,2.0,3.0,,,3.0,4.0,,3.0,3.0,1.0,6.0,1.0,1.0,15.0,21.0,2.0,23.0,2.0,,3.0,6.0,10.0,,,,,3.0,2.0,0.29411764705882354,,,0.3958333333333333,0.5,1.5,0.3958333333333333,0.5,1.5,13.636363636363637,0.6666666666666666,0.2631578947368421,0.012658227848101266,0.06666666666666667,0.24050632911392406,0.02127659574468085,,,0.2,0.2857142857142857,0.35294117647058826,0.16666666666666666,0.25,0.25,0.08333333333333333,0.4583333333333333,0.6666666666666666,,,,0.4583333333333333,0.4572166666666666,0.3906,,,0.15789473684210525,0.15789473684210525,12.229411764705882,0.011299435028248588,3.0,1.0,4.0,1.0,1.0,3.0,7.0,1.0,1.0,6.0,9.0,,4.0,1.0,1.0,,,2.0,4.0,2.0,2.0,,1.0,,,,0.6,0.6,1.0,0.42857142857142855,1.0,0.42857142857142855,0.2916666666666667,0.058823529411764705,,0.18181818181818182,0.05,0.21212121212121213,0.2222222222222222,0.2727272727272727,0.3,0.6666666666666666,0.16666666666666666,0.25,0.25,1.0,0.3333333333333333,1.0,1.0,0.25,0.5246666666666667,25.099999999999998,1.0,2.0,3.0,,,1.0,1.0,,,2.0,,2.0,1.0,,,,,,1.0,,,0.2222222222222222,,,0.5,0.5,0.125,0.6666666666666666,0.6666666666666666,1.0,,,1.0,2.0,,0.15384615384615385,0.13333333333333333,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,1.0,,,,,,True,,,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,1706.0,28,-10,50,47,12.0,27.0,5.0,97,2.0,3.0,,,1.0,1.0,,3.0,4.0,6.0,3.0,11.0,55,,,,1.0,2.0,3.0,4.0,,,,,,,,1.0,1.0,,1.0,,,,3.0,6.0,,2.0,4.0,2.0,3.0,12.0,0.6666666666666666,,0.5,0.4444444444444444,,0.3333333333333333,0.5,,0.375,19.29824561403509,,0.07142857142857142,,,0.043478260869565216,,,,,0.2,,0.3333333333333333,0.6666666666666666,0.6666666666666666,,0.3333333333333333,,,0.3333333333333333,1.0,0.6666666666666666,0.5129944444444444,0.5070833333333333,0.18181818181818182,0.25,,0.2727272727272727,9.799999999999999,0.24,2.0,,1.0,,1.0,,3.0,,2.0,4.0,,,1.0,,,,,,,,,,,,,1.0,0.5,0.5,,,,,0.3333333333333333,,,,,,,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,,,,0.5,,,,0.53175,23.966666666666665,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,,0.2222222222222222,,,,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,6486.0,108,-56,183,187,10.0,55.0,17.0,370,2.0,4.0,,,,,3.0,11.0,5.0,18.0,,13.0,214,,1.0,3.0,,1.0,,4.0,,3.0,3.0,1.0,6.0,,1.0,6.0,10.0,1.0,11.0,1.0,,4.0,3.0,3.0,,3.0,,,,10.0,0.2777777777777778,,,0.2826086956521739,0.375,,0.2826086956521739,0.375,,13.170731707317074,0.25,0.1,0.011627906976744186,,0.10975609756097561,0.01020408163265306,,,,,0.05,0.17391304347826086,0.5,0.6666666666666666,0.13043478260869565,0.4782608695652174,,,,,0.391304347826087,0.4907760869565217,0.400825,,,0.23076923076923078,,12.4,0.0546448087431694,3.0,,1.0,,,1.0,5.0,1.0,3.0,6.0,3.0,,1.0,,1.0,,,2.0,3.0,1.0,,1.0,3.0,,,,0.6,0.6,1.0,0.2,0.3333333333333333,0.2,0.21739130434782608,0.05555555555555555,0.25,0.13636363636363635,0.05555555555555555,0.15625,0.2,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.043478260869565216,,,,,,,,0.5168875,23.96,,1.0,4.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.125,,0.5,,,0.17391304347826086,0.25,0.25,1.0,0.75,0.5,,,,0.08333333333333333,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,True,,,,
