EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceFtPoints,FTDefRebounds,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3FGA,Arc3Assists,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Corner3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,HeaveAttempts,OffThreePtRebounds,Assisted3sPct,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls,BlockedLongMidRange,ShortMidRangeAssists,OffCorner3ReboundPct,SecondChanceArc3FGM,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,3SecondViolations
101112,1610612757,Channing Frye,Channing Frye,101112,POR,833.0,14,-3,25,23,6.0,5.0,5,48,1.0,3.0,1.0,3.0,2.0,31,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,6.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,10.0,0.3333333333333333,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.37576666666666664,0.3552,1.0,21.433333333333337,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,4037.0,67,23,116,110,30.0,39.0,11,226,3.0,12.0,11.0,27.0,37.0,97,3.0,6.0,16.0,,1.0,4.0,7.0,,2.0,16.0,30.0,,,0.4074074074074074,0.5,0.4375,0.6,0.5,0.6666666666666666,31.782945736434108,0.07692307692307693,0.08,,0.375,0.25,0.25,,0.46196875000000004,0.43217,0.43243243243243246,10.544444444444444,0.25862068965517243,6.0,9.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,5.0,2.0,4.0,2.0,5.0,9.0,1.0,2.0,2.0,2.0,4.0,4.0,22.0,6.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,12.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,8.0,1.0,11.0,1.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,0.4,0.5,0.4,0.5,0.5,0.5,0.15625,0.1111111111111111,0.3333333333333333,0.5,0.08108108108108109,0.06976744186046512,0.05660377358490566,0.125,0.125,0.07142857142857142,0.18181818181818182,0.09090909090909091,0.0625,0.3333333333333333,0.28125,0.6666666666666666,1.0,0.1875,0.3333333333333333,0.3333333333333333,0.15625,0.4,0.4,0.5,1.0,0.1,1.0,0.4,0.5,0.4375,0.4,0.5635,0.1388888888888889,0.16129032258064516,0.05405405405405406,25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201141,1610612757,Greg Oden,Greg Oden,201141,POR,5743.0,96,9,165,161,39.0,47.0,19,326,,,11.0,21.0,30.0,151,,2.0,4.0,12.0,4.0,15.0,26.0,12.0,27.0,4.0,39.0,0.5454545454545454,0.75,0.5238095238095238,,0.5238095238095238,,0.5769230769230769,0.5,18.279569892473116,0.21052631578947367,0.17567567567567569,,,,,,0.492547619047619,0.47840000000000005,0.13333333333333333,2.519047619047619,0.23636363636363636,10.0,14.0,3.0,3.0,,1.0,1.0,7.0,,,,,,,8.0,3.0,3.0,9.0,,,4.0,10.0,,6.0,,,1.0,,,,,,,,11.0,9.0,11.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,8.0,2.0,2.0,14.0,1.0,12.0,2.0,6.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,,,,1.0,1.0,0.9,,0.047619047619047616,,0.5,0.16363636363636364,0.16666666666666666,0.13414634146341464,0.25,0.08333333333333333,0.3125,0.1,0.23529411764705882,0.2222222222222222,0.8,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.3333333333333333,0.14285714285714285,0.16666666666666666,,,,1.0,1.0,0.5,,,,0.6666666666666666,,0.5294,0.24,0.24,0.3,,3.0,2.0,3.0,1.0,3.0,1.0,3.0,0.14285714285714285,0.4,0.19230769230769232,0.10526315789473684,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,3972.0,66,-4,117,115,31.0,30.0,13,232,1.0,2.0,4.0,7.0,9.0,109,1.0,2.0,2.0,2.0,3.0,8.0,8.0,2.0,9.0,2.0,31.0,0.25,0.25,0.5714285714285714,0.5,0.3076923076923077,0.3333333333333333,0.34615384615384615,0.3333333333333333,12.307692307692307,0.23076923076923078,0.1568627450980392,,0.15384615384615385,0.5,0.5,1.0,0.5210807692307692,0.5750833333333333,0.2222222222222222,8.471428571428572,0.26495726495726496,2.0,3.0,,,1.0,1.0,1.0,2.0,,5.0,,1.0,,6.0,1.0,,,,,1.0,,6.0,,,5.0,,,1.0,2.0,3.0,1.0,,1.0,8.0,,5.0,,,3.0,1.0,,,3.0,,3.0,1.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,0.46153846153846156,,,,0.13157894736842105,,,,,0.09090909090909091,0.2,0.25,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.15384615384615385,0.5,0.5,0.38461538461538464,,,,,0.3333333333333333,1.0,0.3333333333333333,,0.6923076923076923,,,0.07692307692307693,0.14285714285714285,,24.88333333333333,,,,,,,1.0,,,,0.08333333333333333,,,1.0,1.0,2.0,1.0,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,4421.0,74,11,127,125,30.0,42.0,14,252,4.0,9.0,6.0,21.0,23.0,109,,3.0,7.0,2.0,2.0,9.0,10.0,1.0,5.0,7.0,30.0,0.16666666666666666,0.16666666666666666,0.2857142857142857,,0.3620689655172414,0.5,0.3709677419354839,0.5,23.076923076923077,0.13333333333333333,0.13559322033898305,0.5,0.3103448275862069,0.4444444444444444,0.4444444444444444,0.25,0.4483625,0.52929,0.30434782608695654,11.928571428571427,0.23622047244094488,1.0,4.0,,,,2.0,1.0,8.0,,4.0,,1.0,3.0,8.0,2.0,1.0,3.0,5.0,2.0,3.0,1.0,10.0,,,3.0,,1.0,,1.0,1.0,1.0,,,3.0,,6.0,1.0,,2.0,1.0,1.0,1.0,1.0,,2.0,,1.0,4.0,1.0,4.0,,2.0,,2.0,1.0,1.0,2.0,2.0,,0.375,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.5,0.5,0.27586206896551724,0.047619047619047616,,0.5,0.13636363636363635,,0.015625,,,0.08333333333333333,0.23529411764705882,0.07692307692307693,,1.0,0.13793103448275862,0.25,0.25,0.27586206896551724,0.125,0.14285714285714285,0.13793103448275862,,,,,0.3333333333333333,,0.16666666666666666,,0.41379310344827586,,0.45036000000000004,0.06451612903225806,0.08695652173913043,0.21739130434782608,28.662499999999998,,1.0,,,,,,0.125,0.25,,0.06666666666666667,,,4.0,,1.0,,,0.13793103448275862,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,0.5,0.08333333333333333,0.1,0.75,0.75,1.0,0.2,1.0,1.0,0.2,0.3333333333333333,1.0,,,,,,,,,True,,,,,,,
200771,1610612757,Sergio Rodriguez,Sergio Rodriguez,200771,POR,1047.0,17,5,33,31,5.0,,6,64,,,,3.0,,28,,,,,,2.0,2.0,1.0,3.0,,5.0,,,,,,,,,10.256410256410255,,0.18181818181818182,,,,,,0.6415000000000001,,,,0.15151515151515152,,3.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,5.0,1.0,6.0,1.0,2.0,3.0,13.0,,2.0,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,0.808,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,
201573,1610612757,Jerryd Bayless,Jerryd Bayless,201573,POR,358.0,6,1,10,10,5.0,,2,20,,,2.0,3.0,5.0,12,1.0,2.0,2.0,,1.0,1.0,1.0,,,2.0,5.0,,,0.6666666666666666,0.5,0.6666666666666666,0.5,0.8333333333333334,0.5,33.333333333333336,0.5,0.2,,,,,,0.6431333333333332,0.6748,0.4,,0.5,2.0,3.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,1.0,0.5,,,1.0,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,361.0,6,-3,10,10,6.0,,2,20,,1.0,1.0,2.0,5.0,14,1.0,2.0,5.0,,,,1.0,,,5.0,6.0,,,0.5,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,33.333333333333336,,,,0.3333333333333333,,,,0.5470333333333334,0.5470333333333334,1.0,11.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,1.0,,0.25,0.2,1.0,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,0.6666666666666666,,0.7138,,,0.4,23.5,,,,,,,,,,,,,,1.0,,,,,0.3333333333333333,1.0,,,1.0,1.0,,,,3.0,,,1.0,,,,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,True,,,,,,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,3764.0,63,9,107,105,24.0,40.0,11,212,4.0,11.0,14.0,27.0,30.0,91,4.0,6.0,8.0,14.0,2.0,10.0,13.0,,3.0,8.0,24.0,0.5,0.5,0.5185185185185185,0.6666666666666666,0.5,0.5714285714285714,0.5172413793103449,0.5714285714285714,25.0,0.14285714285714285,0.16363636363636364,,0.39285714285714285,0.36363636363636365,0.36363636363636365,0.75,0.41717037037037036,0.3986166666666667,0.26666666666666666,12.51111111111111,0.22429906542056074,2.0,3.0,,,,,8.0,13.0,,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0,,1.0,,14.0,,,,,1.0,1.0,1.0,2.0,,,,5.0,1.0,7.0,3.0,1.0,1.0,,1.0,,,,1.0,,,7.0,,3.0,1.0,2.0,,5.0,5.0,,5.0,3.0,,,,,0.5,0.5,0.5,0.03571428571428571,0.037037037037037035,0.3333333333333333,1.0,0.17073170731707318,0.024390243902439025,0.05555555555555555,,0.06666666666666667,0.16666666666666666,0.2,0.15384615384615385,0.08333333333333333,0.6,0.10714285714285714,0.6666666666666666,1.0,0.4642857142857143,0.6153846153846154,0.6153846153846154,0.03571428571428571,,,,,,,0.14285714285714285,,0.14285714285714285,,0.3903,0.06896551724137931,0.07142857142857142,0.06666666666666667,79.4,,1.0,1.0,,,1.0,2.0,,0.5,,0.14285714285714285,1.0,0.25,,1.0,1.0,,,,,,,,,,,,,1.0,2.0,,,0.15384615384615385,0.1,,,,,,,,,,1.0,,1.0,0.3333333333333333,,,,,True,,,,,,,
2581,1610612757,Steve Blake,Steve Blake,2581,POR,3795.0,63,2,104,103,19.0,30.0,11,207,1.0,2.0,4.0,6.0,19.0,100,,,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,19.0,0.25,0.25,0.6666666666666666,,0.7083333333333334,,0.6785714285714286,0.25,13.675213675213676,0.16666666666666666,0.10204081632653061,,0.16666666666666666,0.5,0.5,1.0,0.5260124999999999,0.5832,0.05263157894736842,8.583333333333334,0.18269230769230768,2.0,2.0,,,,,1.0,2.0,2.0,4.0,,1.0,3.0,6.0,2.0,,,3.0,,1.0,1.0,6.0,,,4.0,2.0,,7.0,,7.0,,4.0,1.0,14.0,,3.0,,,1.0,,2.0,2.0,,,2.0,,,2.0,,4.0,,1.0,1.0,,,,,,1.0,0.5,,0.5,,1.5,1.5,0.5,,,1.0,0.08108108108108109,,,,,0.16666666666666666,0.09090909090909091,0.18181818181818182,,,0.16666666666666666,1.0,1.0,0.16666666666666666,0.5,0.5,0.3333333333333333,0.5,0.5,,,,,1.0,,0.6666666666666666,0.5,0.64455,0.07692307692307693,0.14285714285714285,0.15789473684210525,24.150000000000002,,,,,,,,,,,,,,2.0,,1.0,,,0.16666666666666666,1.0,,,,,1.0,1.0,1.0,9.0,,,1.0,1.0,,,0.5,0.5,1.0,,,,1.0,,,,,2.0,,1.0,1.0,1.0,1.0,True,,,,,,,
