EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceFtPoints,HeaveAttempts,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SelfORebPct,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,Travels,Offensive Fouls Drawn,Loose Ball Fouls,BlockedShortMidRange,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,SecondChanceArc3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,3SecondViolations,Defensive 3 Seconds Violations,on,DefensiveGoaltends,OffensiveGoaltends
101144,1610612745,Von Wafer,Von Wafer,101144,HOU,4854.0,81,-9.0,153,150,42.0,44.0,21,303,6.0,11.0,1.0,5.0,5.0,5.0,14.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,12.0,2.0,1.0,5.0,16.0,30.0,5.0,15.0,7.0,54.0,165,1.0,3.0,1.0,4.0,5.0,3.0,5.0,2.0,7.0,1.0,13.0,18.0,14.0,12.0,3.0,12.0,3.0,3.0,5.0,2.0,7.0,2.0,2.0,1.0,2.0,16.0,1.0,4.0,5.0,5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,8.0,8.0,2.0,5.0,13.0,42.0,2.0,0.5625,0.5625,0.8,0.3333333333333333,0.25,0.2857142857142857,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.6,0.5222222222222223,0.35714285714285715,0.5,0.5625,0.35714285714285715,0.5416666666666666,0.3333333333333333,0.1,0.18181818181818182,0.07142857142857142,28.176795580110497,0.3333333333333333,0.07547169811320754,0.07692307692307693,0.07575757575757576,0.0625,0.13043478260869565,0.1,0.24444444444444444,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.1111111111111111,1.0,1.0,0.6,0.3111111111111111,0.35714285714285715,0.38461538461538464,0.4,0.06666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.26666666666666666,0.25,0.25,0.6666666666666666,0.2857142857142857,0.5,1.0,0.2857142857142857,0.08333333333333333,0.16666666666666666,0.5,0.4166666666666667,0.2,0.5777777777777777,0.25,0.4955522222222222,0.45951999999999993,0.44422083333333334,0.10416666666666667,0.15151515151515152,0.09259259259259259,0.24074074074074073,10.129999999999999,24.993333333333332,0.27450980392156865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,5875.0,98,-4.0,175,172,34.0,36.0,31,347,5.0,10.0,2.0,3.0,6.0,,,,,,,,,,1.0,,,,8.0,16.0,,1.0,,16.0,170,3.0,5.0,,,6.0,2.0,4.0,,,,4.0,10.0,6.0,,,1.0,,4.0,2.0,2.0,4.0,,2.0,,,10.0,6.0,5.0,12.0,19,7.0,5.0,2.0,1.0,,2.0,,3.0,2.0,9.0,17.0,1.0,1.0,,,,4.0,34.0,3.0,0.625,0.8333333333333334,,,,,,0.5,0.6,0.5,0.47058823529411764,0.6,0.5,0.47058823529411764,0.6,0.5,0.058823529411764705,0.25,0.3,,9.615384615384615,0.3333333333333333,0.07462686567164178,0.3157894736842105,0.12790697674418605,0.1,0.04,0.4166666666666667,0.5882352941176471,0.5,0.7142857142857143,0.6,0.35294117647058826,0.5,0.6,0.6666666666666666,,,,,,,,,0.058823529411764705,,,,,,,,0.5,,,,,0.6470588235294118,,0.4925852941176471,0.537625,0.47104999999999997,,,0.375,0.25,3.16875,27.2,0.19428571428571428,2.0,3.0,4.0,2.0,2.0,5.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,0.16666666666666666,0.14285714285714285,0.07246376811594203,0.0625,0.06930693069306931,0.06666666666666667,0.08333333333333333,0.07407407407407407,0.047619047619047616,0.09090909090909091,0.09090909090909091,0.14285714285714285,0.5,0.6,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1897,1610612745,Metta World Peace,Metta World Peace,1897,HOU,22101.0,368,-1.0,662,659,168.0,155.0,79,1321,22.0,39.0,7.0,,4.0,21.0,45.0,4.0,14.0,,,,2.0,14.0,46.0,2.0,3.0,14.0,43.0,88.0,18.0,60.0,16.0,156.0,703,4.0,7.0,1.0,2.0,13.0,12.0,21.0,3.0,16.0,5.0,38.0,16.0,70.0,33.0,21.0,44.0,14.0,8.0,35.0,7.0,42.0,4.0,12.0,9.0,14.0,91.0,5.0,19.0,30.0,38,11.0,8.0,3.0,20.0,13.0,5.0,1.0,25.0,7.0,4.0,18.0,2.0,24.0,22.0,4.0,10.0,38.0,168.0,4.0,0.18604651162790697,0.2,0.6111111111111112,0.3,0.5,0.1875,0.3103448275862069,0.48863636363636365,0.5714285714285714,0.5714285714285714,0.47297297297297297,0.6111111111111112,0.44594594594594594,0.4968152866242038,0.65,0.48717948717948717,0.40540540540540543,0.09090909090909091,0.1794871794871795,0.022222222222222223,24.266666666666666,0.8,0.07509881422924901,0.07042253521126761,0.07407407407407407,0.03125,0.08403361344537816,0.07547169811320754,0.2635135135135135,0.5641025641025641,0.6875,0.22727272727272727,0.02702702702702703,,,,0.30405405405405406,0.4666666666666667,0.4772727272727273,0.14285714285714285,0.0945945945945946,0.2857142857142857,0.2857142857142857,1.0,0.3108108108108108,0.30434782608695654,0.30434782608695654,0.5,,,,0.2222222222222222,0.1891891891891892,0.05405405405405406,,0.3783783783783784,0.21428571428571427,0.668918918918919,0.3181818181818182,0.5066883561643836,0.5033888888888889,0.4613971428571429,0.06493506493506493,0.10638297872340426,0.08333333333333333,0.24358974358974358,10.613636363636363,26.398333333333333,0.2537764350453172,3.0,5.0,6.0,3.0,1.0,7.0,6.0,8.0,1.0,7.0,3.0,3.0,3.0,1.0,,0.24,0.03225806451612903,0.010526315789473684,0.02564102564102564,0.08433734939759036,,,0.015625,,0.1,0.05555555555555555,0.3333333333333333,0.5555555555555556,0.6,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.02666666666666667,0.5,0.5714285714285714,,,,,,,,,,,,,,,,,,True,,
200768,1610612745,Kyle Lowry,Kyle Lowry,200768,HOU,5747.0,96,-2.0,184,187,58.0,48.0,21,371,2.0,9.0,2.0,1.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,,1.0,,2.0,,,1.0,4.0,18.0,2.0,6.0,6.0,20.0,205,,1.0,1.0,1.0,3.0,1.0,6.0,,2.0,1.0,3.0,4.0,4.0,6.0,,2.0,,5.0,8.0,4.0,12.0,,3.0,2.0,3.0,28.0,3.0,10.0,15.0,18,6.0,2.0,4.0,4.0,3.0,3.0,2.0,7.0,2.0,6.0,13.0,,13.0,8.0,,3.0,3.0,58.0,5.0,0.5,0.5,1.0,0.3333333333333333,1.0,,0.3333333333333333,0.2222222222222222,,0.16666666666666666,0.2916666666666667,0.75,0.125,0.35714285714285715,0.75,0.16666666666666666,0.25,0.2777777777777778,0.3333333333333333,0.2,16.666666666666664,0.5714285714285714,0.14925373134328357,0.15,0.14942528735632185,,0.2857142857142857,0.1875,0.375,0.2222222222222222,0.3333333333333333,0.5,0.16666666666666666,0.25,0.3333333333333333,,0.20833333333333334,0.2,0.25,1.0,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,,,,0.5,1.0,1.0,,0.25,0.125,,0.125,,0.625,,0.5008770833333333,0.5066,0.43090624999999994,0.1111111111111111,0.14285714285714285,0.15,0.15,7.555555555555555,25.2,0.31521739130434784,,,,4.0,,3.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,0.25,0.2,0.04411764705882353,,0.033707865168539325,,,0.10714285714285714,,,,,1.0,,,1.0,,,,,,,3.0,1.0,1.0,,,0.5,1.0,3.0,,,,,,,,,,,,,,,,True,,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,25466.0,424,-2.0,766,764,193.0,178.0,95,1530,35.0,63.0,7.0,12.0,29.0,30.0,64.0,,,,,,,,,,,,77.0,156.0,,,33.0,187.0,824,9.0,21.0,,,21.0,11.0,23.0,,,9.0,31.0,94.0,60.0,,,,,17.0,12.0,11.0,23.0,4.0,6.0,3.0,3.0,57.0,13.0,58.0,81.0,109,7.0,3.0,4.0,12.0,6.0,10.0,2.0,22.0,6.0,13.0,45.0,3.0,48.0,49.0,5.0,21.0,31.0,193.0,5.0,0.6103896103896104,0.6619718309859155,,,,,,0.4935897435897436,0.42857142857142855,0.4782608695652174,0.4935897435897436,0.42857142857142855,0.4782608695652174,0.5252808988764045,0.45652173913043476,0.5,,0.10897435897435898,0.15873015873015872,0.046875,22.935779816513758,0.5454545454545454,0.19863013698630136,0.15853658536585366,0.18983957219251338,0.24324324324324326,0.20714285714285716,0.1935483870967742,0.40384615384615385,0.5555555555555556,0.660377358490566,0.37142857142857144,0.1858974358974359,0.41379310344827586,0.48,0.3333333333333333,0.41025641025641024,0.46875,0.4918032786885246,1.0,,,,,,,,,,,,,0.30434782608695654,,,,,0.40384615384615385,,0.47294038461538473,0.531675,0.42823478260869563,0.12209302325581395,0.12209302325581395,0.11229946524064172,0.1657754010695187,9.012820512820515,,0.2519582245430809,6.0,16.0,12.0,7.0,8.0,20.0,10.0,28.0,4.0,6.0,3.0,2.0,3.0,2.0,0.13793103448275862,0.3333333333333333,0.078125,0.07407407407407407,0.07692307692307693,0.12121212121212122,0.04918032786885246,0.052083333333333336,0.06578947368421052,0.09375,0.14102564102564102,0.05,0.6666666666666666,0.7619047619047619,0.375,5.0,,3.0,,4.0,,3.0,2.0,6.0,5.0,0.06557377049180328,,0.7142857142857143,,6.0,4.0,1.0,,,,,,,,,,,,,,True,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,21682.0,361,-16.0,651,647,170.0,159.0,80,1298,20.0,39.0,11.0,9.0,23.0,9.0,24.0,3.0,7.0,,1.0,2.0,2.0,20.0,41.0,3.0,7.0,10.0,38.0,86.0,23.0,48.0,27.0,172.0,711,4.0,8.0,2.0,4.0,16.0,10.0,23.0,9.0,12.0,17.0,64.0,8.0,68.0,45.0,24.0,41.0,20.0,10.0,31.0,9.0,40.0,4.0,8.0,3.0,20.0,89.0,5.0,18.0,23.0,27,5.0,3.0,2.0,19.0,14.0,6.0,1.0,25.0,10.0,8.0,26.0,1.0,28.0,32.0,,6.0,64.0,170.0,5.0,0.10526315789473684,0.10526315789473684,0.6521739130434783,0.4791666666666667,0.5,0.75,0.4791666666666667,0.4418604651162791,0.5,0.43478260869565216,0.5410447761194029,0.5833333333333334,0.6714285714285714,0.5704697986577181,0.6153846153846154,0.7,0.3582089552238806,0.11627906976744186,0.1794871794871795,0.08333333333333333,23.577235772357724,0.76,0.07317073170731707,0.0684931506849315,0.07210031347962383,0.06557377049180328,0.06837606837606838,0.05357142857142857,0.291044776119403,0.5128205128205128,0.625,0.15,0.17164179104477612,0.391304347826087,0.4090909090909091,0.1111111111111111,0.1791044776119403,0.375,0.4090909090909091,,0.05223880597014925,0.42857142857142855,0.42857142857142855,1.0,0.30597014925373134,0.4878048780487805,0.4878048780487805,0.6,0.08333333333333333,,,0.25,0.3142857142857143,0.05714285714285714,1.0,0.2857142857142857,0.7,0.6492537313432836,0.4878048780487805,0.49422368421052637,0.5031000000000001,0.47249428571428576,0.04285714285714286,0.06521739130434782,0.09302325581395349,0.37209302325581395,7.786046511627907,26.002083333333335,0.261136712749616,1.0,2.0,,5.0,1.0,2.0,,4.0,3.0,5.0,1.0,1.0,1.0,,0.043478260869565216,,0.009615384615384616,0.010526315789473684,0.009900990099009901,0.012658227848101266,,0.013333333333333334,0.015384615384615385,,0.08823529411764706,0.11764705882352941,,0.16666666666666666,0.5,5.0,2.0,2.0,,1.0,,,,9.0,9.0,0.016129032258064516,0.6666666666666666,0.45454545454545453,1.0,1.0,1.0,,1.0,2.0,0.06666666666666667,1.0,,,,,,,,,,True,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,21915.0,365,2.0,656,660,162.0,147.0,83,1316,8.0,13.0,2.0,1.0,5.0,3.0,4.0,4.0,19.0,1.0,3.0,,7.0,6.0,20.0,1.0,1.0,5.0,12.0,22.0,10.0,39.0,17.0,71.0,711,4.0,7.0,1.0,4.0,11.0,1.0,4.0,1.0,12.0,7.0,12.0,12.0,12.0,30.0,,20.0,6.0,6.0,19.0,5.0,24.0,2.0,7.0,7.0,5.0,53.0,8.0,26.0,35.0,52,9.0,8.0,1.0,9.0,6.0,4.0,1.0,13.0,2.0,18.0,24.0,1.0,14.0,17.0,,2.0,12.0,162.0,1.0,0.5,0.75,1.0,0.2564102564102564,0.25,0.08333333333333333,0.2564102564102564,0.5454545454545454,0.5714285714285714,0.25,0.4426229508196721,0.5,0.15625,0.5,0.5,0.2894736842105263,0.639344262295082,0.2727272727272727,0.23076923076923078,,10.738255033557047,0.6923076923076923,0.10276679841897234,0.1111111111111111,0.10461538461538461,0.14285714285714285,0.11382113821138211,0.09433962264150944,0.21311475409836064,0.6153846153846154,0.8,0.5,0.08196721311475409,0.2,0.5,,0.06557377049180328,0.75,0.75,0.6666666666666666,0.3114754098360656,0.21052631578947367,0.23529411764705882,1.0,0.32786885245901637,0.3,0.3333333333333333,1.0,0.2727272727272727,0.3333333333333333,1.0,0.09090909090909091,0.125,0.4375,,0.3125,0.2,0.8524590163934426,0.3,0.5243803278688525,0.55428125,0.49686875,0.046875,0.08333333333333333,0.15492957746478872,0.16901408450704225,5.259090909090909,24.569230769230767,0.24695121951219512,4.0,6.0,8.0,3.0,10.0,7.0,1.0,17.0,2.0,3.0,9.0,7.0,9.0,5.0,0.6,0.04,0.03286384976525822,0.11363636363636363,0.05647840531561462,0.01282051282051282,0.05084745762711865,0.039473684210526314,0.1206896551724138,0.1,0.04477611940298507,0.15789473684210525,0.5555555555555556,0.5454545454545454,0.6666666666666666,1.0,,,,1.0,,2.0,1.0,3.0,3.0,0.034482758620689655,,0.5,,5.0,1.0,2.0,,4.0,,,4.0,1.0,0.10256410256410256,0.10526315789473684,0.1,0.025,,,,True,,
699,1610612745,Brent Barry,Brent Barry,699,HOU,728.0,12,,24,25,4.0,2.0,4,49,,,,,,,,1.0,1.0,,,,,,3.0,,,,,,1.0,4.0,,3.0,28,,,,,,,,,,,,,,3.0,,3.0,,,1.0,,1.0,,1.0,,,2.0,,2.0,3.0,3,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,4.0,1.0,,,1.0,0.25,,,0.25,,,,0.375,,,0.375,,,1.0,,,,17.857142857142854,1.0,0.16666666666666666,,0.15384615384615385,0.3333333333333333,0.2,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,0.75,,,,,,,,,,,,,1.0,,0.5032875,,,,,,,,25.575,0.16666666666666666,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,3812.0,64,11.0,115,114,14.0,47.0,6,229,8.0,12.0,,2.0,2.0,2.0,4.0,,,,,,,,1.0,,,1.0,12.0,18.0,,1.0,1.0,25.0,127,3.0,4.0,,,6.0,,,,1.0,,,18.0,6.0,,,,,1.0,1.0,,1.0,,1.0,,,2.0,1.0,3.0,5.0,7,2.0,2.0,,1.0,,1.0,,2.0,,2.0,8.0,1.0,2.0,1.0,1.0,1.0,,14.0,1.0,0.75,0.8181818181818182,,,,,,0.6666666666666666,0.75,,0.631578947368421,0.75,,0.6578947368421053,0.75,,0.05263157894736842,0.05555555555555555,0.08333333333333333,,17.21311475409836,0.5,0.07142857142857142,0.06666666666666667,0.07017543859649122,,0.047619047619047616,0.07692307692307693,0.631578947368421,0.6666666666666666,0.7272727272727273,0.75,0.10526315789473684,1.0,1.0,0.5,0.21052631578947367,0.5,0.5,1.0,,,,,0.05263157894736842,,,,,,,,,,,1.0,,0.6842105263157895,,0.49459999999999993,0.5698666666666666,,0.05263157894736842,0.05555555555555555,0.24,,5.283333333333334,70.5,0.12173913043478261,3.0,4.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,0.2,0.03125,0.07142857142857142,0.043478260869565216,0.09090909090909091,,,0.07692307692307693,,0.18181818181818182,,1.0,1.0,0.75,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,1.0,,0.6666666666666666,,,True,,
2397,1610612745,Yao Ming,Yao Ming,2397,HOU,13983.0,233,5.0,412,408,102.0,62.0,51,820,19.0,27.0,7.0,20.0,37.0,7.0,16.0,,,,,,,,,,,,46.0,80.0,,,26.0,118.0,446,13.0,16.0,,,31.0,6.0,16.0,,,15.0,27.0,58.0,34.0,,,,,7.0,5.0,3.0,8.0,,5.0,,,19.0,12.0,38.0,56.0,70,3.0,1.0,2.0,3.0,,6.0,,9.0,3.0,11.0,17.0,2.0,30.0,27.0,3.0,9.0,27.0,102.0,1.0,0.6304347826086957,0.8055555555555556,,,,,,0.575,0.8125,0.375,0.575,0.8125,0.375,0.6373626373626373,0.8611111111111112,0.5625,,0.0875,0.2222222222222222,,21.27659574468085,0.3333333333333333,0.2389937106918239,0.3076923076923077,0.25252525252525254,0.18421052631578946,0.30952380952380953,0.3103448275862069,0.3375,0.7037037037037037,0.9047619047619048,0.42105263157894735,0.4625,0.5405405405405406,0.5555555555555556,0.7,0.2,0.4375,0.4375,1.0,,,,,,,,,,,,,0.4375,,,,,0.3375,,0.45413249999999994,0.5333583333333334,0.47143125,0.10465116279069768,0.10465116279069768,0.2627118644067797,0.2288135593220339,7.790000000000001,,0.24757281553398058,12.0,14.0,20.0,3.0,3.0,11.0,6.0,14.0,,3.0,8.0,5.0,8.0,5.0,0.02702702702702703,0.42857142857142855,0.0763888888888889,0.06521739130434782,0.07368421052631578,0.1320754716981132,0.022727272727272728,0.06382978723404255,0.1,,0.13513513513513514,0.3,0.625,0.875,0.8571428571428571,5.0,,5.0,,1.0,,,2.0,5.0,5.0,0.037037037037037035,,0.7142857142857143,2.0,1.0,1.0,3.0,,2.0,,,,,,,,,0.16666666666666666,2.0,1.0,True,,
