EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,FG3M,SecondChanceFG2A,PtsAssisted3s,Fg2aBlocked,OffThreePtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceFG2M,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,Loose Ball Fouls,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceShotQualityAvg,SecondChanceArc3FGA,SecondChanceFG3A,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,LostBallOutOfBoundsTurnovers,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,ShortMidRangePctBlocked,on,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,Offensive Fouls,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsPutbacks,SelfOReb,SelfORebPct,Travels,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,2273.0,38,8.0,80,76,44.0,53,9.0,156,4.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,12.0,20.0,74,3.0,3.0,3.0,4.0,3.0,4.0,10.0,6.0,2.0,4.0,9.0,1.0,10.0,1.0,3.0,3.0,3.0,21.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,10.0,1.0,15.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,10.0,44.0,2.0,0.75,0.75,0.8,0.75,0.4444444444444444,0.42857142857142855,0.625,0.75,0.5555555555555556,0.4444444444444444,18.681318681318682,0.1724137931034483,0.14285714285714285,0.16666666666666666,0.125,0.13333333333333333,0.3333333333333333,0.2,1.0,0.4444444444444444,1.0,1.0,0.75,0.1111111111111111,0.4444444444444444,0.42857142857142855,1.0,0.42857142857142855,0.8888888888888888,0.5539166666666667,0.5405071428571429,0.42857142857142855,0.6,0.15,0.5,3.3200000000000003,26.175,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,1734.0,29,2.0,53,53,13.0,13,7.0,106,,2.0,,2.0,3.0,3.0,3.0,3.0,6.0,5.0,,9.0,56,,,,2.0,3.0,,,6.0,,3.0,,,,,,,,,1.0,2.0,3.0,4.0,1.0,1.0,,,2.0,,,3,2.0,,,,,,,,,,,13.0,,1.0,1.0,0.5,,0.4090909090909091,,0.4090909090909091,,,0.45454545454545453,21.311475409836067,0.08695652173913043,0.16666666666666666,0.10344827586206896,0.14285714285714285,0.09090909090909091,,0.16666666666666666,,0.18181818181818182,,,,0.2727272727272727,0.2727272727272727,0.4,,0.6,0.6363636363636364,0.4991772727272727,0.52694,,,,,10.983333333333334,24.98,0.24528301886792453,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.2,0.2,0.16666666666666666,0.5,1.0,0.2,0.04,0.25,0.09090909090909091,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,2911.0,49,,100,96,44.0,54,11.0,196,4.0,7.0,2.0,4.0,11.0,1.0,,11.0,21.0,1.0,2.0,24.0,100,,2.0,5.0,9.0,,2.0,12.0,20.0,2.0,1.0,4.0,,4.0,,3.0,,1.0,8.0,1.0,3.0,6.0,9.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,12,3.0,,2.0,,,1.0,1.0,,1.0,,12.0,44.0,1.0,0.9090909090909091,0.9090909090909091,0.5238095238095238,0.5555555555555556,0.5,0.5555555555555556,0.5217391304347826,1.0,0.6,0.045454545454545456,22.123893805309738,0.08571428571428572,0.125,0.09302325581395349,,0.125,0.125,0.16666666666666666,,0.3181818181818182,0.5714285714285714,0.8,0.75,0.5,0.045454545454545456,0.4444444444444444,0.5,,0.36363636363636365,0.4484340909090909,0.44114444444444445,,,0.08333333333333333,0.5,11.19047619047619,24.6,0.44,,2.0,3.0,5.0,,,,1.0,,2.0,1.0,3.0,1.0,,1.0,,,,,0.09523809523809523,0.2857142857142857,0.5,0.07142857142857142,0.045454545454545456,,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.45454545454545453,0.45454545454545453,1.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.2857142857142857,0.3333333333333333,0.03333333333333333,0.07692307692307693,0.3333333333333333,0.3598,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,1619.0,27,-6.0,58,55,26.0,36,5.0,113,1.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,7.0,2.0,6.0,12.0,62,,,2.0,3.0,2.0,,4.0,4.0,2.0,2.0,2.0,,2.0,,,,2.0,4.0,,,1.0,3.0,2.0,1.0,,,1.0,1.0,1.0,2,4.0,,6.0,,3.0,,1.0,1.0,1.0,1.0,4.0,26.0,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.4,0.5,,0.4,0.2222222222222222,20.0,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.4444444444444444,0.2222222222222222,0.2,1.0,0.4,0.5555555555555556,0.45721111111111107,0.4506,0.25,0.3,,0.3333333333333333,11.12857142857143,25.7,0.4482758620689655,2.0,,,2.0,,,,2.0,,1.0,,2.0,1.0,1.0,,1.0,,,,0.14285714285714285,0.3333333333333333,1.0,,0.08,,,,,,0.5,0.5,1.0,,,,,0.6666666666666666,,2.0,,1.0,1.0,,,,,,,0.5,,0.10526315789473684,,,0.5103166666666666,1.0,1.0,0.1111111111111111,0.25,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,2088.0,35,-5.0,67,65,24.0,26,9.0,132,3.0,6.0,,,1.0,,,5.0,9.0,,2.0,12.0,68,,4.0,,,,1.0,1.0,6.0,4.0,,3.0,,3.0,,1.0,,2.0,6.0,1.0,4.0,6.0,9.0,,,,1.0,2.0,1.0,5.0,5,6.0,2.0,4.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,24.0,1.0,0.6,0.6,0.5555555555555556,,0.5555555555555556,,0.5454545454545454,0.6666666666666666,0.5,,17.105263157894736,0.14814814814814814,0.14285714285714285,0.14705882352941177,0.125,0.15384615384615385,0.16666666666666666,,0.5,0.6666666666666666,0.5,0.75,0.6666666666666666,0.1111111111111111,,,,,0.6666666666666666,0.48351111111111117,,0.1,0.1,0.3333333333333333,0.08333333333333333,4.977777777777778,,0.3582089552238806,3.0,1.0,2.0,1.0,,,,3.0,,2.0,1.0,3.0,1.0,,,,,,,0.2222222222222222,0.3333333333333333,0.5,0.125,0.0967741935483871,,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,,,,,,1.0,2.0,2.0,,1.0,,1.0,,,1.0,0.6666666666666666,0.6666666666666666,0.25,,0.08695652173913043,,0.5,0.5282000000000001,,,0.18181818181818182,,,2.0,1.0,1.0,0.6666666666666666,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,920.0,15,3.0,37,33,18.0,26,6.0,70,1.0,3.0,1.0,1.0,,,,2.0,5.0,,7.0,11.0,33,2.0,2.0,1.0,1.0,,6.0,8.0,4.0,,,3.0,,3.0,,3.0,,,6.0,,3.0,5.0,6.0,3.0,2.0,1.0,1.0,3.0,1.0,,1,4.0,,8.0,,3.0,1.0,1.0,,1.0,1.0,8.0,18.0,1.0,1.0,1.0,0.4,1.0,0.4,1.0,0.6111111111111112,1.0,1.0,,27.272727272727273,0.23076923076923078,,0.21428571428571427,0.4,,0.5,,1.0,0.6,0.3333333333333333,0.5,1.0,,,1.0,1.0,,0.6,0.5172000000000001,0.6876,0.375,0.375,0.18181818181818182,0.7272727272727273,4.9,,0.4864864864864865,,1.0,2.0,,,,,,,1.0,,1.0,2.0,2.0,1.0,1.0,,,,0.2,0.3333333333333333,0.6666666666666666,,0.058823529411764705,,0.4,0.5,0.5,1.0,,,,,,,,,,1.0,,2.0,1.0,,,,1.0,,,0.6666666666666666,,0.14285714285714285,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,1596.0,27,4.0,58,53,35.0,34,5.0,111,2.0,2.0,1.0,1.0,4.0,1.0,,3.0,6.0,4.0,,9.0,53,,,1.0,3.0,1.0,,5.0,6.0,,1.0,3.0,1.0,4.0,1.0,1.0,,2.0,9.0,1.0,,2.0,2.0,1.0,1.0,,,,,1.0,2,2.0,,1.0,,,,,,,,5.0,35.0,,1.0,1.0,0.5,0.3333333333333333,0.45,0.625,0.45,,0.625,0.4,15.625,,0.2,0.043478260869565216,,,,0.3333333333333333,,0.2,1.0,1.0,1.0,0.4,0.1,0.25,1.0,,0.6,0.508995,0.47213750000000004,,,,0.5555555555555556,12.316666666666668,23.275,0.603448275862069,,,,1.0,1.0,3.0,1.0,,3.0,,,,,,,1.0,1.0,0.25,0.25,,,,,,,,,,,0.25,0.25,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,,,,,,,,0.2,,,,,0.56145,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,156.0,3,4.0,5,6,5.0,6,,11,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,620.0,10,-2.0,22,23,11.0,21,1.0,45,,,,,1.0,,,1.0,1.0,,1.0,3.0,24,,,1.0,1.0,,1.0,3.0,2.0,,,1.0,,1.0,,,,1.0,2.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,1.0,2,1.0,,2.0,,1.0,,,,,,3.0,11.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.75,,0.75,,12.5,,1.0,0.14285714285714285,,,,,,,,,,1.0,,,,,,0.4237,0.4237,0.5,0.5,,1.0,21.6,,0.5,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,0.2,0.1,0.25,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,1610612762,Brevin Knight,Brevin Knight,1510,UTA,638.0,11,-8.0,20,20,,1,2.0,40,,1.0,,,1.0,,,,3.0,,,,26,,,,,,,,,,,2.0,,2.0,,,2.0,,4.0,,,,,1.0,,,,3.0,,2.0,3,,,,,,,,,,,,,,,,,,,,,,,,27.272727272727273,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,0.3333333333333333,0.4411333333333333,,,,,,10.133333333333333,,,,,1.0,,,,,,,1.0,,,3.0,,,,,,,0.3333333333333333,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
