EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2A,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,LongMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Fouls,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGA,PtsAssisted2s,DefThreePtRebounds,LostBallOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,Corner3Frequency,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefAtRimReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,Offensive Fouls,LongMidRangePctAssisted,LongMidRangeAssists,Steals,BadPassSteals,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,ShootingFouls,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,DefensiveGoaltends,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,Corner3Assists,SelfOReb,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,Technical Free Throw Trips,SecondChanceTurnovers,Loose Ball Fouls,BlockedShortMidRange,RecoveredBlocks,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Travels,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,3SecondViolations,ShortMidRangePctBlocked,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,641.0,11,-9,22,21,15.0,21,1.0,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,27,2.0,2.0,1.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,15.0,0.3333333333333333,0.25,0.25,0.25,26.08695652173913,1.0,0.25,0.25,1.0,1.0,0.25,0.25,0.5,0.5,0.46697500000000003,0.46225,8.9,24.6,0.6818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,474.0,8,6,15,15,11.0,8,5.0,30,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,14,1.0,2.0,1.0,,,,,,,,,,,,11.0,1.0,0.5,0.5,0.5,10.526315789473685,,0.5,,,,,0.5,0.5,1.0,0.349975,0.349975,,31.5,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.5,1.0,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2857142857142857,1.0,0.5,0.25,1.0,1.0,1.0,1.0,1.0,0.5,0.6083,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612740,James Posey,James Posey,1899,NOH,992.0,17,-6,30,32,20.0,18,5.0,62,1.0,,,,2.0,1.0,1.0,3.0,1.0,7.0,32,1.0,2.0,1.0,,2.0,,4.0,,,,1.0,,2.0,,20.0,0.3333333333333333,0.625,0.7,0.25,17.142857142857142,,0.25,,,,0.5,0.25,,0.5,0.4308875,0.401625,13.466666666666669,25.8,0.6666666666666666,,,,,1.0,,,,1.0,1.0,7.0,,,3.0,4.0,,4.0,7.0,,1.0,,1.25,,1.1666666666666667,0.2727272727272727,,0.25,,,,0.42857142857142855,,,,,,0.5,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.25,0.5,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,1610612740,Devin Brown,Devin Brown,2484,NOH,1956.0,33,-26,63,63,30.0,40,6.0,126,3.0,1.0,,,1.0,3.0,3.0,4.0,4.0,8.0,75,2.0,4.0,3.0,,,,,2.0,1.0,1.0,3.0,3.0,2.0,,30.0,0.75,0.375,0.4444444444444444,0.5,17.64705882352941,0.6666666666666666,0.375,,,,0.125,0.375,0.3333333333333333,0.875,0.5607875,0.5544333333333333,4.825,25.049999999999997,0.47619047619047616,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,2.0,5.0,6.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.75,0.11764705882352941,0.11764705882352941,0.13636363636363635,0.08333333333333333,,,0.18181818181818182,0.6666666666666666,1.0,0.5,1.0,1.0,0.3333333333333333,0.48085,0.5,0.75,1.0,,,,2.0,,2.0,,,1.0,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,0.25,0.3333333333333333,,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.2,0.4,1.0,0.5,0.125,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,1610612740,David West,David West,2561,NOH,835.0,14,-8,27,27,15.0,21,3.0,54,2.0,1.0,,3.0,3.0,,1.0,8.0,,5.0,34,4.0,,,,,,,1.0,1.0,,1.0,1.0,3.0,,15.0,0.125,0.125,0.2777777777777778,,33.333333333333336,1.0,0.25,0.375,,,0.375,,0.25,0.25,0.425725,0.408325,10.362499999999999,,0.5555555555555556,1.0,,,,,,,,,,,,,2.0,5.0,,5.0,,,,,,,,0.2857142857142857,,0.375,,,,0.2,0.5,0.5,,,,,,,,,,,,3.0,,,,,,,,,2.0,,,,3.0,,,,,,,,,,0.6666666666666666,,,,,,,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,2.0,0.5,1.0,0.2222222222222222,0.2222222222222222,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,655.0,11,-10,21,21,9.0,15,2.0,42,,,,,,,,,,2.0,26,,,,,,,,,,,,,2.0,1.0,9.0,,,1.0,,4.545454545454546,,,,,,,,,,,,,,0.42857142857142855,,,,,,,,,,,2.0,,,1.0,2.0,1.0,3.0,2.0,,,,,,1.0,0.16666666666666666,,0.14285714285714285,0.1111111111111111,,,0.25,,,,,,,,,1.0,,,,,2.0,,2.0,,,,,,,1.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,458.0,8,-4,14,13,,5,1.0,27,,,,,1.0,1.0,1.0,1.0,1.0,5.0,16,,,1.0,1.0,1.0,1.0,3.0,,,,1.0,,,,,1.0,1.25,1.25,0.5,20.0,,,,,,0.5,0.5,,0.5,0.519325,,17.9,25.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,0.4,,1.0,1.0,,1.0,,,,3.0,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,1315.0,22,-17,41,42,15.0,19,5.0,83,3.0,3.0,,,1.0,2.0,1.0,4.0,2.0,9.0,48,4.0,,2.0,,3.0,,6.0,1.0,,1.0,4.0,,3.0,,15.0,0.25,0.4166666666666667,0.5625,0.3333333333333333,26.666666666666664,0.25,0.5,,,,0.16666666666666666,0.3333333333333333,0.75,0.8333333333333334,0.6173666666666667,0.647575,4.6,24.4,0.36585365853658536,1.0,,,1.0,,,,,1.0,,6.0,,,1.0,1.0,,1.0,6.0,,0.25,,0.25,,0.5,0.07692307692307693,,0.058823529411764705,,,,0.1111111111111111,0.3333333333333333,0.5,,,0.3333333333333333,,,,0.6666666666666666,,1.0,,1.0,4.0,,4.0,3.0,1.0,1.0,3.0,2.0,,,3.0,3.0,,4.0,1.0,,1.0,1.0,0.5,,0.5,0.25,0.3333333333333333,,,,0.5,0.5,1.0,,0.5,,2.0,,,1.0,1.0,,,,1.0,,,1.0,,,0.14285714285714285,0.2,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,906.0,15,-14,30,30,15.0,19,2.0,60,,,1.0,1.0,1.0,,2.0,2.0,,6.0,35,1.0,2.0,,,1.0,,2.0,1.0,,1.0,1.0,,3.0,,15.0,1.0,1.0,0.75,,16.129032258064516,1.0,,0.5,1.0,1.0,0.5,,,,0.3574,0.3871,14.2,,0.5,,,,,,,,,1.0,,3.0,,,2.0,4.0,,4.0,3.0,,1.0,,1.0,,0.75,0.25,,0.36363636363636365,,,,0.2,,,,,,,,,0.5,1.0,,,,2.0,,1.0,,,,1.0,1.0,,,,,3.0,4.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,2.0,2.0,,0.5,0.5,0.6666666666666666,,,,,,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,2.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,828.0,14,-22,28,27,10.0,17,,55,1.0,,,2.0,,,1.0,3.0,,2.0,35,,,,,,,,3.0,2.0,1.0,4.0,1.0,1.0,,10.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,24.999999999999996,0.75,0.3333333333333333,0.6666666666666666,,,,,,0.3333333333333333,0.4333666666666667,,8.9,,0.35714285714285715,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.1111111111111111,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,1.0,0.25,,,1.0,,,,,0.3333333333333333,,,,,,1.0,,,2.0,,2.0,,,,2.0,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
