EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyFG2M,PenaltyFtPoints,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyFg2Pct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,DefThreePtRebounds,BadPassSteals,LostBallTurnovers,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,Travels,DefArc3ReboundPct,SecondChanceCorner3Frequency,HeaveAttempts,Offensive Fouls Drawn,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,Loose Ball Fouls Drawn,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceArc3FGA,Technical Free Throw Trips,SecondChanceArc3Frequency,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Offensive Fouls,OffCorner3ReboundPct,OffensiveGoaltends,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedLongMidRange,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,4609.0,77,11,134,132,38.0,24,16,266,4.0,6.0,1.0,1.0,2.0,4.0,8.0,1.0,1.0,3.0,1.0,2.0,4.0,9,5.0,11.0,3.0,26.0,155,1.0,2.0,1.0,3.0,3.0,6.0,2.0,12.0,3.0,3.0,1.0,4.0,3.0,7.0,2.0,1.0,2.0,1.0,1.0,17.0,1.0,2.0,3.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,9.0,13.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,38.0,0.75,0.75,0.8,0.45454545454545453,0.3333333333333333,0.45454545454545453,0.4444444444444444,0.575,0.3,0.6190476190476191,0.3,0.55,14.56953642384106,0.16666666666666666,0.06382978723404255,0.04878048780487805,0.05,0.043478260869565216,0.04918032786885246,0.09090909090909091,0.05,0.07692307692307693,0.06666666666666667,0.13333333333333333,1.0,0.3,0.6666666666666666,0.6666666666666666,0.75,0.05,0.1,0.4,0.5,0.5,1.0,0.15,0.3333333333333333,0.3333333333333333,1.0,0.2,0.4,0.5,0.85,0.3333333333333333,0.5402549999999999,0.5835,0.40549,0.09523809523809523,0.2,0.11538461538461539,5.800000000000001,23.327272727272724,0.2835820895522388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101123,1610612742,Gerald Green,Gerald Green,101123,DAL,707.0,12,6,20,22,19.0,16,5,42,1.0,1.0,,,4.0,,,,1.0,2.0,1.0,2.0,3.0,5,1.0,2.0,2.0,11.0,21,1.0,4.0,1.0,2.0,11.0,2.0,4.0,3.0,,2.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,2.0,,,,2.0,4.0,,2.0,,,,,11.0,19.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.5,0.6,0.6428571428571429,0.75,0.6111111111111112,0.6875,0.2857142857142857,45.833333333333336,,0.16666666666666666,,,0.16666666666666666,,,,,,,,0.14285714285714285,1.0,1.0,1.0,,0.5714285714285714,,,,,0.2857142857142857,0.5,0.5,,,0.3333333333333333,0.5,0.42857142857142855,0.5,0.45409285714285713,0.3643,0.4690583333333333,0.2222222222222222,0.2857142857142857,1.0,13.66,24.9,0.95,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.75,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,6030.0,100,21,184,179,68.0,65,16,363,10.0,13.0,3.0,15.0,8.0,,,,,,,,25.0,36,,,11.0,61.0,206,3.0,9.0,,,16.0,38.0,12.0,,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,4.0,10.0,2.0,13.0,4.0,17.0,,,2.0,,,5.0,11.0,1.0,9.0,13.0,1.0,7.0,1.0,,1.0,1.0,16.0,68.0,0.76,0.7916666666666666,,,,,0.6944444444444444,0.6944444444444444,0.7777777777777778,0.7261904761904762,0.8,,22.110552763819097,0.25,0.18518518518518517,0.07692307692307693,,0.13095238095238096,0.05128205128205128,0.13333333333333333,0.05,,0.25,0.2222222222222222,1.0,0.3611111111111111,0.7692307692307693,0.8333333333333334,0.9,0.4166666666666667,0.2222222222222222,,,,,,,,1.0,,,,0.3611111111111111,,0.4471222222222223,0.5403333333333333,0.42782222222222227,0.16666666666666666,0.16666666666666666,0.26229508196721313,8.280555555555557,,0.3695652173913043,3.0,3.0,5.0,7.0,2.0,3.0,2.0,2.0,1.0,0.7777777777777778,1.0,0.0625,0.625,0.625,,0.3333333333333333,1.0,2.0,10.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.05555555555555555,0.07692307692307693,0.06666666666666667,0.03333333333333333,0.058823529411764705,0.1,0.6666666666666666,0.7142857142857143,0.6,0.8,0.6666666666666666,0.5,0.08196721311475409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101189,1610612742,James Singleton,James Singleton,101189,DAL,1607.0,27,-18,46,50,27.0,28,7,96,,1.0,,,3.0,1.0,2.0,,1.0,3.0,,1.0,2.0,4,2.0,5.0,,10.0,65,,2.0,,1.0,2.0,4.0,,6.0,,3.0,1.0,,,,,,,,,,,,,1.0,2.0,,2.0,2.0,,2.0,,1.0,2.0,3.0,,,,,,,,,,2.0,27.0,1.0,1.0,1.0,0.4,,0.4,0.5,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.5555555555555556,20.754716981132074,0.5,,,,0.05555555555555555,,,,,,,,0.1111111111111111,,,,,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,0.6666666666666666,0.3333333333333333,0.5086888888888889,0.60015,0.41619999999999996,,,0.2,13.875,24.1,0.5869565217391305,,,2.0,1.0,,,,,,0.5,,,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,1.0,,,,,,,,,,,0.1,,,,,,1.0,,,,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,13278.0,221,33,402,400,114.0,98,42,802,17.0,32.0,1.0,12.0,11.0,2.0,2.0,,3.0,14.0,1.0,3.0,26.0,55,5.0,16.0,9.0,76.0,454,3.0,13.0,1.0,3.0,17.0,6.0,46.0,6.0,9.0,13.0,3.0,20.0,14.0,34.0,7.0,7.0,8.0,3.0,9.0,82.0,,3.0,10.0,1.0,17.0,3.0,20.0,1.0,,6.0,,1.0,6.0,13.0,,16.0,13.0,1.0,6.0,,,,,17.0,114.0,0.11538461538461539,0.11538461538461539,0.4,0.3125,0.3333333333333333,0.3333333333333333,0.4727272727272727,0.47183098591549294,0.46875,0.4935064935064935,0.4722222222222222,0.22535211267605634,18.468468468468465,0.0625,0.08064516129032258,0.024793388429752067,,0.08602150537634409,0.01744186046511628,0.03333333333333333,0.02127659574468085,,0.1,0.1,,0.4507042253521127,0.53125,0.6071428571428571,0.11764705882352941,0.16901408450704225,0.15492957746478872,0.028169014084507043,1.0,1.0,1.0,0.19718309859154928,0.21428571428571427,0.21428571428571427,0.3333333333333333,,0.1875,0.3333333333333333,0.676056338028169,0.23076923076923078,0.5271414285714286,0.4930666666666667,0.53378,0.07894736842105263,0.1,0.2236842105263158,5.347272727272727,25.818750000000005,0.2835820895522388,5.0,10.0,6.0,6.0,2.0,3.0,2.0,5.0,4.0,0.46153846153846156,0.8333333333333334,0.045454545454545456,0.5454545454545454,0.5454545454545454,,0.625,0.5,1.0,3.0,2.0,1.0,5.0,,5.0,6.0,1.0,1.0,,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.09090909090909091,0.125,0.08333333333333333,0.0967741935483871,0.022727272727272728,0.125,0.25,0.2727272727272727,,0.16666666666666666,1.0,,0.06578947368421052,,,1.0,,0.07894736842105263,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200797,1610612742,Ryan Hollins,Ryan Hollins,200797,DAL,1796.0,30,-10,52,55,20.0,26,8,107,2.0,4.0,2.0,,1.0,,,,,,,,2.0,5,,,3.0,7.0,67,2.0,1.0,,,5.0,4.0,,,,,,1.0,,1.0,,,1.0,,,2.0,,3.0,1.0,,3.0,3.0,6.0,,,,,,3.0,7.0,1.0,4.0,4.0,,2.0,1.0,,1.0,1.0,5.0,20.0,1.0,1.0,,,,,0.4,0.4,1.0,0.5,0.8333333333333334,,11.864406779661017,,0.058823529411764705,0.15789473684210525,,0.1,0.1111111111111111,,0.2222222222222222,,,,1.0,0.8,0.5,0.6666666666666666,1.0,,0.2,,,,,,,,1.0,,,,0.8,,0.53272,0.56985,0.5722,0.2857142857142857,0.2857142857142857,0.7142857142857143,3.18,,0.38461538461538464,1.0,1.0,,1.0,3.0,,,,,1.0,,0.16666666666666666,,,,1.0,1.0,1.0,,1.0,2.0,4.0,,2.0,2.0,,,1.0,2.0,0.5,0.5,0.6666666666666666,0.4,0.25,,0.15384615384615385,0.14285714285714285,0.2,,,,,0.5,1.0,0.5714285714285714,,,,,0.125,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,6649.0,111,-32,200,195,61.0,47,22,395,1.0,5.0,1.0,5.0,15.0,1.0,3.0,1.0,6.0,12.0,2.0,5.0,8.0,25,7.0,15.0,3.0,40.0,250,3.0,8.0,2.0,6.0,10.0,4.0,12.0,21.0,,12.0,6.0,7.0,,7.0,,,1.0,2.0,4.0,14.0,,1.0,4.0,,7.0,1.0,8.0,1.0,,3.0,,1.0,,4.0,,4.0,5.0,,2.0,,,,,10.0,61.0,0.25,0.25,1.0,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.32,0.4625,0.35714285714285715,0.4642857142857143,0.35714285714285715,0.375,20.27027027027027,,0.06666666666666667,0.013157894736842105,,0.07777777777777778,0.01,,0.03125,,,0.05555555555555555,,0.125,0.2,0.3333333333333333,,0.125,0.375,0.075,0.3333333333333333,0.3333333333333333,1.0,0.3,0.5,0.5,0.25,0.07142857142857142,0.35714285714285715,0.4,0.5,0.5,0.4871137499999999,0.438625,0.5097,0.047619047619047616,0.07407407407407407,0.25,12.82,24.366666666666667,0.305,,3.0,5.0,2.0,,1.0,,2.0,1.0,0.25,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.21428571428571427,,1.0,2.0,1.0,1.0,3.0,,3.0,3.0,1.0,1.0,,2.0,0.3333333333333333,0.25,0.25,0.12,0.4,0.2,0.1,,0.09090909090909091,0.4,0.5,,0.4,1.0,,0.075,,1.0,1.0,,0.10526315789473684,,,,,1.0,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,True,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,8052.0,134,32,248,248,62.0,56,22,496,1.0,2.0,,3.0,7.0,4.0,6.0,2.0,4.0,15.0,,3.0,6.0,12,8.0,21.0,7.0,43.0,275,2.0,1.0,1.0,5.0,8.0,4.0,8.0,18.0,6.0,15.0,4.0,21.0,4.0,25.0,1.0,3.0,7.0,3.0,11.0,54.0,3.0,1.0,10.0,2.0,17.0,4.0,21.0,1.0,,5.0,,1.0,11.0,12.0,,4.0,8.0,,2.0,1.0,1.0,1.0,,8.0,62.0,0.3333333333333333,0.3333333333333333,0.75,0.38095238095238093,0.2,0.38095238095238093,0.5,0.5454545454545454,0.25,0.581081081081081,0.4444444444444444,0.6363636363636364,15.498154981549815,0.2,0.12987012987012986,0.014492753623188406,0.1,0.1282051282051282,0.04040404040404041,,0.043478260869565216,0.12,0.08333333333333333,0.07142857142857142,,0.06060606060606061,0.5,0.5,,0.09090909090909091,0.21212121212121213,0.18181818181818182,0.6666666666666666,0.6666666666666666,1.0,0.45454545454545453,0.26666666666666666,0.26666666666666666,,0.3333333333333333,0.5,,0.696969696969697,0.26666666666666666,0.5227439393939394,0.52105,0.5690416666666667,0.05714285714285714,0.14285714285714285,0.18604651162790697,13.450000000000001,24.43809523809524,0.25,,,4.0,,5.0,8.0,2.0,4.0,2.0,,0.8,0.24,0.5714285714285714,0.5714285714285714,0.5,,,,1.0,1.0,,5.0,,,5.0,6.0,2.0,,,0.5,0.5,0.5,,,,0.125,,0.06666666666666667,0.3333333333333333,0.3333333333333333,,0.5,,,0.11627906976744186,,3.0,1.0,,0.16,,,,2.0,,,,,3.0,,0.6,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.05555555555555555,0.3333333333333333,1.0,0.5,,,,,,,True,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,10768.0,179,44,329,326,75.0,66,35,655,12.0,19.0,3.0,15.0,36.0,,,,3.0,7.0,,1.0,42.0,70,3.0,7.0,40.0,133.0,366,8.0,20.0,,1.0,39.0,36.0,48.0,9.0,,7.0,3.0,8.0,6.0,14.0,2.0,4.0,6.0,1.0,1.0,34.0,3.0,4.0,29.0,2.0,43.0,7.0,50.0,4.0,,8.0,1.0,4.0,4.0,7.0,,40.0,42.0,3.0,15.0,3.0,3.0,3.0,2.0,39.0,75.0,0.42857142857142855,0.46153846153846156,1.0,0.42857142857142855,,0.42857142857142855,0.6,0.6038961038961039,0.47619047619047616,0.6842105263157895,0.6551724137931034,0.09090909090909091,28.21917808219178,0.15384615384615385,0.28431372549019607,0.039603960396039604,0.08108108108108109,0.2645161290322581,0.050724637681159424,0.038461538461538464,0.027777777777777776,0.07142857142857142,0.29411764705882354,0.3333333333333333,0.6666666666666666,0.24675324675324675,0.631578947368421,0.7058823529411765,0.16666666666666666,0.19480519480519481,0.4675324675324675,,,,,0.09090909090909091,0.42857142857142855,0.42857142857142855,0.3333333333333333,,0.047619047619047616,,0.33766233766233766,0.42857142857142855,0.46120064935064936,0.49634,0.46506666666666663,0.16853932584269662,0.18292682926829268,0.2932330827067669,11.405714285714286,24.714285714285715,0.22796352583586627,5.0,8.0,21.0,10.0,19.0,6.0,1.0,4.0,2.0,0.5,0.5,0.22857142857142856,0.5833333333333334,0.5833333333333334,1.0,0.38095238095238093,0.625,3.0,9.0,8.0,5.0,24.0,6.0,2.0,12.0,5.0,2.0,,,1.0,1.0555555555555556,1.0909090909090908,0.02857142857142857,0.10526315789473684,,0.22641509433962265,0.05128205128205128,0.3,0.6,0.6,0.2222222222222222,0.6666666666666666,1.0,0.3333333333333333,0.18045112781954886,,1.0,2.0,,0.18181818181818182,,,,6.0,,2.0,,,1.0,3.0,0.1111111111111111,,1.0,1.0,1.0,6.0,1.0,0.03333333333333333,1.0,1.0,,2.0,0.1111111111111111,,,,,True,,,,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,6659.0,111,31,199,198,39.0,13,19,397,7.0,12.0,5.0,3.0,,,,,,,,,8.0,15,,,5.0,21.0,214,5.0,4.0,,,6.0,8.0,8.0,,,,,2.0,1.0,3.0,1.0,,,,2.0,7.0,2.0,8.0,12.0,2.0,19.0,10.0,29.0,6.0,,7.0,,2.0,12.0,23.0,3.0,7.0,10.0,,4.0,2.0,2.0,2.0,2.0,6.0,39.0,0.5,0.8,,,,,0.5333333333333333,0.5333333333333333,0.5,0.525,0.5,,12.32876712328767,0.3333333333333333,0.17647058823529413,0.14035087719298245,0.08695652173913043,0.18888888888888888,0.125,0.13333333333333333,0.043478260869565216,,0.15789473684210525,0.18181818181818182,1.0,0.8,0.5833333333333334,0.7,0.42857142857142855,0.2,,,,,,,,,1.0,,,,0.8,,0.5774666666666666,0.5996,0.551625,0.21052631578947367,0.21052631578947367,0.2857142857142857,1.7866666666666666,,0.19597989949748743,2.0,3.0,,2.0,2.0,,,1.0,1.0,0.5,0.14285714285714285,0.18518518518518517,,,,0.75,0.6666666666666666,3.0,1.0,3.0,1.0,7.0,6.0,2.0,5.0,,,,,0.6,0.6,0.5833333333333334,0.13333333333333333,0.16666666666666666,,0.22727272727272727,0.2631578947368421,0.125,0.3333333333333333,0.3333333333333333,1.0,,0.6,,0.3333333333333333,,,2.0,,0.2857142857142857,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,0.25,1.0,2.0,,,True,,,,,,,
