EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,ShortMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,BadPassTurnovers,Travels,SecondChanceTurnovers,Technical Free Throw Trips,BlockedAtRim,BlockedLongMidRange,PenaltyFg3Pct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTDefRebounds,Blocked3s,BlockedArc3,DefFTReboundPct,SelfOReb,SelfORebPct,Defensive 3 Seconds Violations,LongMidRangePctBlocked,on,ShortMidRangeAssists,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,3387.0,56,-4,98,96,25.0,51.0,15.0,194,4.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,8.0,5.0,15.0,110,4.0,4.0,8.0,2.0,3.0,2.0,6.0,2.0,8.0,8.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,1.0,5.0,6.0,7.0,13.0,1.0,1.0,2.0,5.0,2.0,7.0,2.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,25.0,1.0,0.2,1.0,0.625,1.0,0.6666666666666666,0.625,1.0,0.6666666666666666,0.625,1.0,0.75,10.084033613445378,0.17857142857142858,0.12195121951219512,0.07692307692307693,0.125,0.14634146341463414,0.12280701754385964,0.14285714285714285,0.14814814814814814,0.14285714285714285,0.1111111111111111,0.5,0.5,0.05,0.1,1.0,0.625,0.8,0.8,0.125,0.25,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,0.625,0.5732,0.7031000000000001,0.6018,0.36363636363636365,0.36363636363636365,0.5333333333333333,0.4,6.325,0.25510204081632654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101161,1610612765,Amir Johnson,Amir Johnson,101161,DET,646.0,11,10,19,21,9.0,16.0,4.0,40,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,16,1.0,1.0,2.0,1.0,1.0,,2.0,,2.0,2.0,,,,,,1.0,,,2.0,2.0,1.0,3.0,,,1.0,2.0,,,,,,,,1.0,1.0,1.0,,2.0,9.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.2857142857142857,,,0.3333333333333333,0.2222222222222222,0.09090909090909091,,,0.5,,,,0.5,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.7122,,0.7122,,,1.0,1.0,1.2,0.47368421052631576,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,4694.0,78,-17,132,131,31.0,67.0,21.0,263,6.0,10.0,1.0,3.0,,3.0,3.0,10.0,22.0,17.0,35.0,10.0,47.0,157,2.0,4.0,8.0,1.0,10.0,6.0,8.0,6.0,28.0,,5.0,10.0,3.0,2.0,25.0,,1.0,2.0,3.0,5.0,1.0,6.0,5.0,2.0,2.0,9.0,,14.0,,10.0,2.0,4.0,2.0,,,,,8.0,31.0,2.0,0.17647058823529413,0.17647058823529413,0.4857142857142857,0.5,0.1,0.47435897435897434,0.7,0.09090909090909091,0.5465116279069767,0.8,0.2857142857142857,32.075471698113205,0.08108108108108109,0.017543859649122806,0.10526315789473684,,0.08928571428571429,0.012987012987012988,0.1,,,,,,0.12,0.07692307692307693,,0.2564102564102564,0.6,0.75,0.07692307692307693,0.5641025641025641,0.45454545454545453,0.45454545454545453,0.2,0.6,0.3333333333333333,0.2727272727272727,,0.358974358974359,0.4540565789473685,0.553775,0.43424999999999997,0.0975609756097561,0.10810810810810811,0.1702127659574468,0.1702127659574468,12.254285714285714,0.23484848484848486,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,5.0,2.0,3.0,5.0,8.0,3.0,1.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.10256410256410256,0.08571428571428572,0.2,0.3333333333333333,0.625,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.10256410256410256,0.25,0.25,1.0,0.2,1.0,1.0,0.09090909090909091,0.3333333333333333,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
200835,1610612765,Walter Herrmann,Walter Herrmann,200835,DET,1325.0,22,7,40,42,9.0,17.0,6.0,82,1.0,1.0,,,,,2.0,,1.0,1.0,4.0,,8.0,40,,1.0,3.0,,,,,,2.0,,1.0,2.0,1.0,,5.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,9.0,,,,0.25,,,0.5,0.75,,0.5,0.75,,16.666666666666668,,,,0.14285714285714285,,0.047619047619047616,,,,0.25,,,,,,0.125,1.0,1.0,0.25,0.125,,,,,,,,0.625,0.49500625000000004,0.373,,,,0.375,,9.45,0.225,1.0,,1.0,2.0,1.0,1.0,,2.0,4.0,1.0,1.0,,,6.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,0.5,1.0,0.5,0.5,,,,,,,,,0.25,0.5,0.5,1.0,0.5,1.0,1.0,,0.5,24.65,1.0,2.0,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,2855.0,48,4,81,82,28.0,40.0,16.0,163,4.0,6.0,,1.0,1.0,1.0,,2.0,3.0,6.0,9.0,1.0,19.0,88,1.0,2.0,2.0,3.0,4.0,1.0,10.0,10.0,2.0,,1.0,1.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,,,3.0,5.0,,1.0,,3.0,,1.0,,2.0,,2.0,1.0,10.0,28.0,,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.75,0.47368421052631576,0.25,0.6428571428571429,0.475,0.25,0.625,22.33009708737864,,0.025,0.1,,0.029411764705882353,0.019230769230769232,,0.043478260869565216,,,,,,0.14285714285714285,0.5,0.3157894736842105,0.6666666666666666,0.6666666666666666,,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.25,,0.14285714285714285,1.0,0.8421052631578947,0.5560157894736842,0.500725,0.4994214285714286,0.05,0.1,0.10526315789473684,0.5263157894736842,7.311111111111111,0.345679012345679,1.0,,,1.0,,1.0,1.0,2.0,10.0,,2.0,,3.0,6.0,,1.0,,,,,,,2.0,,1.0,,3.0,1.0,,,1.0,0.2,,0.2,0.5263157894736842,,,,0.6666666666666666,,0.75,,,0.05263157894736842,,,,0.25,,,0.14285714285714285,,23.770000000000003,2.0,9.0,0.47368421052631576,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.2857142857142857,0.5,,,,,,,,,True,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,2562.0,43,-33,73,70,11.0,37.0,10.0,143,1.0,1.0,1.0,1.0,,,1.0,1.0,7.0,2.0,9.0,2.0,9.0,97,1.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,3.0,4.0,,3.0,9.0,1.0,,1.0,2.0,4.0,1.0,5.0,,,2.0,5.0,,2.0,,2.0,,1.0,,,,1.0,1.0,,11.0,,0.5,1.0,0.2222222222222222,0.5,,0.25,0.25,,0.3,0.25,,20.0,0.1111111111111111,,0.09090909090909091,0.07692307692307693,0.10344827586206896,0.022222222222222223,,,,0.14285714285714285,,0.25,0.07692307692307693,,1.0,0.07142857142857142,1.0,1.0,0.07142857142857142,0.5,0.14285714285714285,0.14285714285714285,1.0,0.25,1.0,,,0.42857142857142855,0.47095000000000004,0.46576666666666666,0.443075,0.06666666666666667,0.1,0.2222222222222222,,15.211111111111112,0.1506849315068493,2.0,,1.0,2.0,,1.0,1.0,1.0,5.0,,2.0,,2.0,3.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,2.0,,,,1.0,0.2,,0.2,0.35714285714285715,0.1111111111111111,,1.0,0.5,0.25,,,,0.14285714285714285,0.5,0.5,1.0,0.25,,,0.25,0.5,24.96,,3.0,0.21428571428571427,,,,1.0,,1.0,,1.0,1.0,,,,,,0.25,0.25,,1.0,1.0,1.0,0.25,,,,,True,,,,,,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,1059.0,18,-8,30,29,,11.0,4.0,59,2.0,2.0,,,,,,1.0,3.0,3.0,5.0,,6.0,39,,1.0,,,,,,,6.0,,3.0,4.0,,3.0,9.0,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,0.6,,,0.42857142857142855,,,0.42857142857142855,,,23.52941176470588,,,0.14285714285714285,,0.06666666666666667,,,,,,,,,0.2,,0.2857142857142857,1.0,1.0,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,0.5714285714285714,0.4773642857142857,0.3812,,,,,,10.66,,,,,2.0,,,,,2.0,,,,,,,2.0,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,0.2857142857142857,,,,1.0,,,,,0.2857142857142857,,,,,,,,,26.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2198,1610612765,Kwame Brown,Kwame Brown,2198,DET,1299.0,22,-10,33,33,6.0,9.0,6.0,66,1.0,3.0,1.0,1.0,,,1.0,,,1.0,4.0,,2.0,46,1.0,1.0,2.0,,,,,,2.0,2.0,,,,,,2.0,,1.0,2.0,4.0,2.0,6.0,,,4.0,4.0,,1.0,,,,,,,,,,,6.0,,,,0.25,1.0,,0.25,1.0,,0.25,1.0,,10.0,0.25,,0.125,0.5,0.1875,0.10526315789473684,,,,0.6666666666666666,,,0.3333333333333333,0.2,,0.75,0.3333333333333333,1.0,0.25,,,,,1.0,1.0,,,0.75,0.5384249999999999,,,,,1.0,,2.725,0.18181818181818182,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,True,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,1955.0,33,-8,58,57,22.0,48.0,11.0,115,2.0,3.0,,1.0,,,1.0,5.0,14.0,7.0,18.0,4.0,18.0,67,,1.0,2.0,2.0,6.0,2.0,6.0,14.0,,,,,,,,,4.0,3.0,3.0,7.0,4.0,11.0,,,3.0,4.0,,3.0,1.0,4.0,2.0,2.0,1.0,,,,,6.0,22.0,1.0,1.0,1.0,0.3888888888888889,,0.3333333333333333,0.3888888888888889,,0.3333333333333333,0.47368421052631576,0.5,0.42857142857142855,26.760563380281692,0.1875,0.13333333333333333,0.3,,0.23076923076923078,0.1111111111111111,0.25,0.13636363636363635,,,,0.3333333333333333,0.2,0.5,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.05555555555555555,0.7777777777777778,0.35714285714285715,0.35714285714285715,1.0,1.0,,,,0.16666666666666666,0.4247944444444445,0.5396,0.3860666666666667,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,15.227777777777776,0.3793103448275862,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,0.05555555555555555,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.25,1.0,0.1,,,True,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,1813.0,30,-23,46,46,,9.0,4.0,92,,,,,,,1.0,1.0,5.0,2.0,6.0,,10.0,66,,,,,,,,,4.0,,,,,,,,,1.0,3.0,5.0,,5.0,,,1.0,2.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.5555555555555556,,,0.5555555555555556,,,17.647058823529413,0.21428571428571427,,0.3333333333333333,,0.23529411764705882,,,,,,,0.3333333333333333,0.2,0.5,,,,,0.1111111111111111,0.5555555555555556,0.2,0.25,,,,,,0.3333333333333333,0.4030555555555556,,,,,,,16.566666666666666,,,1.0,1.0,2.0,,,,2.0,3.0,,,,,6.0,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,0.6666666666666666,,0.6666666666666666,0.3333333333333333,0.16666666666666666,,,,,,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,,,,,0.5,25.766666666666666,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,1.0,0.2,True,,,,,,,,,
