EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,Usage,LongMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGA,FG2M,FG3A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG3A,NonHeaveArc3FGA,Technical Free Throw Trips,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyFg2Pct,PenaltyEfgPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGA,PenaltyArc3FGA,ShortMidRangeAssists,Loose Ball Fouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,BadPassTurnovers,ShootingFouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceCorner3FGA,SecondChanceFG3A,Travels,SecondChanceTurnovers,BlockedAtRim,SecondChanceCorner3Frequency,AtRimAssists,LostBallSteals,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,SelfOReb,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangePctBlocked,on,PenaltyAtRimFGM,OffArc3ReboundPct,PenaltyAtRimAccuracy,Offensive Fouls Drawn,PenaltyCorner3FGM,BlockedLongMidRange,PenaltyCorner3Accuracy,LongMidRangePctBlocked,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,644.0,11,-8,17,18,2.0,7.0,2.0,35,1.0,1.0,1.0,1.0,26,1.0,2.0,1.0,2.0,0.25,10.526315789473685,1.0,0.3845,0.5,0.5,16.9,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101198,1610612765,Will Bynum,Will Bynum,101198,DET,1299.0,22,-10,33,33,6.0,9.0,6.0,66,5.0,9.0,3.0,17.0,46,6.0,3.0,1.0,6.0,0.7727272727272727,32.5,0.5,0.49042222222222226,0.1,0.1111111111111111,10.744444444444445,0.18181818181818182,3.0,4.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,2.0,4.0,10.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2857142857142857,0.2857142857142857,0.7777777777777778,0.7,0.5,0.1,0.1111111111111111,0.25,0.5,0.125,0.06666666666666667,0.125,0.125,0.05263157894736842,0.2,0.16666666666666666,0.3333333333333333,0.4,0.75,1.0,0.3333333333333333,0.8,0.8,0.25,0.1,1.0,0.5,0.4373,0.11764705882352941,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,2211.0,37,-24,60,61,11.0,26.0,7.0,121,13.0,15.0,1.0,13.0,79,3.0,2.0,1.0,11.0,0.38235294117647056,25.714285714285715,0.7647058823529411,0.3864852941176471,0.058823529411764705,0.06666666666666667,16.44,0.18333333333333332,,,,6.0,1.0,6.0,2.0,3.0,,2.0,6.0,6.0,,,1.0,1.0,2.0,1.0,,1.0,5.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,2.0,,0.5,0.5,0.4,0.35294117647058826,0.25,0.11764705882352941,,,,0.05555555555555555,,,0.03125,,,,,,,,,0.46153846153846156,0.46153846153846156,0.5,0.058823529411764705,,0.11764705882352941,0.3634625,0.15384615384615385,24.65,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,1.0,0.11764705882352941,0.058823529411764705,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,1703.0,28,-12,46,47,11.0,24.0,5.0,93,9.0,13.0,2.0,16.0,58,4.0,2.0,1.0,11.0,0.4444444444444444,37.03703703703704,0.5294117647058824,0.4387062500000001,0.05555555555555555,0.07142857142857142,12.73076923076923,0.2391304347826087,3.0,4.0,1.0,4.0,4.0,7.0,4.0,3.0,,2.0,2.0,12.0,1.0,1.0,4.0,,4.0,,,3.0,8.0,,,,,,,,,1.0,,1.0,1.0,2.0,,2.0,,,2.0,,0.14285714285714285,0.14285714285714285,0.5384615384615384,0.4117647058823529,0.16666666666666666,0.23529411764705882,0.07692307692307693,0.25,0.5,,,,,,,,,0.23529411764705882,0.75,1.0,,0.4444444444444444,0.4444444444444444,0.25,0.23529411764705882,0.16666666666666666,0.47058823529411764,0.36618000000000006,0.125,35.675,,,,3.0,1.0,3.0,3.0,,,,,,0.3333333333333333,0.16666666666666666,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2198,1610612765,Kwame Brown,Kwame Brown,2198,DET,2901.0,48,-22,77,78,17.0,33.0,11.0,155,,8.0,3.0,9.0,99,4.0,4.0,2.0,17.0,0.45,14.130434782608695,,0.52165,0.2,0.2,3.0625000000000004,0.22077922077922077,2.0,5.0,1.0,,,3.0,,2.0,,2.0,2.0,4.0,,2.0,,,,,,,,3.0,3.0,4.0,9.0,6.0,15.0,,,2.0,1.0,1.0,1.0,3.0,,12.0,,,2.0,,0.3333333333333333,1.0,0.375,0.375,0.5,,0.25,0.4,0.6666666666666666,0.17391304347826086,0.09090909090909091,0.16666666666666666,0.17073170731707318,0.14634146341463414,,0.18181818181818182,0.14285714285714285,0.625,0.4,0.6666666666666666,,,,,,0.5,0.625,0.53135,0.2222222222222222,,3.0,,,2.0,1.0,,,,,,3.0,,0.5,0.5,,,0.375,,,2.0,,,1.0,,1.0,1.0,,0.5501,2.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0,9.0,1.0,3.0,3.0,1.0,1.0,0.8333333333333334,0.5,0.375,0.125,0.1111111111111111,0.6,0.25,0.18181818181818182,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,1567.0,26,-5,41,40,10.0,18.0,5.0,81,2.0,5.0,,6.0,53,,1.0,,10.0,0.375,19.148936170212767,0.25,0.530925,,,7.38,0.24390243902439024,1.0,3.0,,2.0,,3.0,3.0,1.0,,2.0,2.0,4.0,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,4.0,,,2.0,,0.3333333333333333,0.3333333333333333,0.6,0.375,1.0,0.375,,,,,0.06666666666666667,0.1111111111111111,0.05555555555555555,0.05263157894736842,,,,0.375,0.3333333333333333,0.3333333333333333,,1.0,1.0,0.5,,,0.75,0.3854,0.3333333333333333,23.633333333333336,,3.0,,2.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,0.375,,1.0,,,,,2.0,0.3333333333333333,,0.4939833333333334,,,1.0,,2.0,,,,,1.0,,1.0,,0.5,0.3333333333333333,0.3333333333333333,,,,0.14285714285714285,,,0.25,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200835,1610612765,Walter Herrmann,Walter Herrmann,200835,DET,130.0,2,4,3,3,,,,6,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,1591.0,27,-15,42,44,13.0,22.0,9.0,86,2.0,6.0,,2.0,52,1.0,,,13.0,0.16666666666666666,12.727272727272727,0.3333333333333333,0.41650000000000004,,,10.066666666666666,0.30952380952380953,1.0,1.0,,,,1.0,,2.0,,,,2.0,,,2.0,,2.0,,,1.0,4.0,,4.0,,4.0,,4.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,0.36363636363636365,0.15384615384615385,,,,0.5,0.16666666666666666,1.0,1.0,,,,,,,0.16666666666666666,0.36065,,,3.0,,,1.0,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,1165.0,19,-17,31,32,2.0,9.0,6.0,63,1.0,1.0,,9.0,45,,,,2.0,0.9,14.634146341463415,0.2,0.46224,,,15.0,0.06451612903225806,,,,,2.0,,4.0,,,3.0,,,,,,,,,,,,,1.0,3.0,5.0,1.0,6.0,,,,,1.0,,1.0,,2.0,,,3.0,,,,,0.9,1.5,0.8,,,,0.3333333333333333,,0.2,0.2857142857142857,0.05,,0.16666666666666666,,,,,,,,,0.4,,0.8,0.3906,0.3333333333333333,24.925,,2.0,,,,1.0,2.0,,,,,,,1.5,0.5,,,0.4,,,1.0,,,,,,1.0,0.3906,,,,,3.0,,1.0,1.0,,2.0,,,,,1.5,1.5,1.0,0.2,,,0.25,1.0,0.25,,,,,0.3333333333333333,,1.0,1.0,1.0,,,,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,1294.0,22,-1,35,34,13.0,17.0,4.0,69,4.0,5.0,,4.0,34,,,,13.0,0.4,15.384615384615383,0.8,0.40418000000000004,,,16.16,0.37142857142857144,,,,2.0,,2.0,,2.0,,2.0,2.0,2.0,,1.0,1.0,,1.0,,,1.0,2.0,,1.0,1.0,2.0,,2.0,,,,1.0,1.0,,1.0,,1.0,,,2.0,,0.5,0.5,0.4,0.4,0.5,,0.2,,,0.09090909090909091,,0.07692307692307693,0.08333333333333333,,,0.25,,,,,,0.5,0.5,0.5,,,,0.3865,0.5,,1.0,,,,1.0,,,,,,,,0.5,0.5,,,0.2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,
