EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,DefTwoPtRebounds,FTDefRebounds,ShootingFouls,Fouls,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,Loose Ball Fouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctAssisted,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsUnassisted3s,OffThreePtRebounds,OffRebounds,SelfOReb,LostBallTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,OffTwoPtRebounds,SecondChanceTurnovers,OffTwoPtReboundPct,OffLongMidRangeReboundPct,SecondChanceArc3FGA,BlockedAtRim,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChanceFtPoints,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Offensive Fouls,Assisted3sPct,SecondChanceFg2Pct,OffAtRimReboundPct,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3Assists,NonShootingPenaltyNonTakeFouls,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Travels,ShortMidRangePctBlocked,LongMidRangePctBlocked,ShortMidRangePctAssisted,ShortMidRangeAssists,Fg3aBlocked,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,830.0,14,16,25,25,24.0,21.0,2.0,50,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,8.0,14,3.0,4.0,2.0,8.0,4.0,2.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,24.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.75,0.8,0.8,25.925925925925924,1.0,0.2,0.09090909090909091,0.5,0.25,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,0.25,0.46705,0.46705,0.2,0.2,1.0,15.575,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,1269.0,21,6,38,38,33.0,31.0,4.0,76,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,2.0,31,1.0,2.0,,2.0,,2.0,,,,,,1.0,5.0,5.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,33.0,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.25,0.25,9.75609756097561,,0.16666666666666666,0.23529411764705882,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,1.0,0.6666666666666666,0.5259166666666667,0.5259166666666667,0.25,0.3333333333333333,1.0,10.0,0.868421052631579,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.3333333333333333,0.5,0.2727272727272727,0.2,0.25,0.5,0.25,0.3333333333333333,0.3333333333333333,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,1269.0,21,6,38,38,33.0,31.0,4.0,76,,,,,,,,,2.0,2.0,31,,,2.0,2.0,,,1.0,1.0,1.0,,2.0,,3.0,3.0,2.0,1.0,,,1.0,1.0,1.0,2.0,,2.0,33.0,,,,,,,0.25,0.25,4.878048780487805,,,0.17647058823529413,,,,,,,,,,,1.0,0.3999,0.3999,,,1.0,,0.868421052631579,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,1.0,,0.2727272727272727,0.2,0.25,0.5,,1.0,1.0,31.1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,778.0,13,18,24,24,21.0,17.0,1.0,48,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,4.0,14,1.0,1.0,2.0,4.0,2.0,,2.0,2.0,,2.0,4.0,,,,,,,,,,1.0,2.0,,4.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.5265,0.5265,,,1.0,,0.875,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201563,1610612748,Michael Beasley,Michael Beasley,201563,MIA,939.0,16,13,30,30,27.0,23.0,2.0,60,1.0,2.0,,1.0,1.0,2.0,2.0,6.0,7.0,14.0,21,1.0,4.0,4.0,9.0,2.0,2.0,,,,,,1.0,2.0,3.0,,,1.0,,1.0,1.0,4.0,7.0,4.0,9.0,27.0,0.5,0.5,0.3333333333333333,0.25,0.4375,0.4166666666666667,0.6363636363636364,0.5625,38.70967741935484,1.0,0.2,0.08333333333333333,,0.25,0.5,0.5,0.25,0.5,0.5,1.0,0.16666666666666666,,0.5,0.43951875,0.44202500000000006,0.36363636363636365,0.4444444444444444,0.6428571428571429,10.966666666666667,0.9,,,2.0,2.0,,,1.0,,,0.25,0.5,,,,,0.25,,,25.15,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.5,1.5,0.2,0.08333333333333333,1.0,0.2,1.0,0.25,0.25,0.5,0.5,1.0,1.0,0.3333333333333333,0.5,0.21428571428571427,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,297.0,5,-7,9,10,9.0,10.0,1.0,19,1.0,2.0,1.0,2.0,,,1.0,2.0,,2.0,11,1.0,2.0,,2.0,2.0,,,,,,,,1.0,2.0,,,1.0,,1.0,1.0,,,,2.0,9.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,30.0,1.0,,0.5,,1.0,0.5,0.5,,,,,1.0,0.5,1.0,0.5763499999999999,0.5763499999999999,,,1.0,,1.0,,,,,,1.0,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,0.2,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,184.0,3,-2,5,5,5.0,5.0,1.0,10,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,85.0,1,-2,2,3,,,,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,354.0,6,-8,11,10,9.0,10.0,2.0,21,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,,4.0,13,2.0,3.0,,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,4.0,9.0,0.5,0.5,0.5,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,58.333333333333336,,,,,0.2857142857142857,1.0,1.0,0.2857142857142857,,,,0.3333333333333333,1.0,0.7142857142857143,0.5143428571428571,0.5270166666666666,,,1.0,8.4,0.8181818181818182,3.0,3.0,3.0,3.0,3.0,,,1.0,1.0,0.42857142857142855,,,,,,,0.42857142857142855,0.5,24.433333333333334,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.4833,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,1610612748,Jermaine O'Neal,Jermaine O'Neal,979,MIA,194.0,3,-5,5,4,3.0,4.0,2.0,9,,,,,,,,,1.0,1.0,6,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,1.0,,3.0,,,,,,,0.5,,33.333333333333336,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
