EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,SecondChanceOffPoss,TotalPoss,Fouls,Loose Ball Fouls,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted2s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawnPct,PtsUnassisted3s,Technical Free Throw Trips,OffThreePtRebounds,FTDefRebounds,BlockedShortMidRange,RecoveredBlocks,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,PtsPutbacks,FTOffRebounds,ShortMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,PenaltyArc3FGM,Offensive Fouls Drawn,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,HeaveAttempts,on,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceArc3FGA,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,1.0,1,1,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,2588.0,76,7,151,6.0,,43.0,3.0,75.0,26.0,50.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,15.0,82.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,26.0,2.0,1.0,1.0,1.0,0.6,1.0,1.0,0.6,0.4,0.65,1.5,1.5,0.6818181818181818,1.5,1.5,0.5,0.2,0.3333333333333333,14.634146341463415,1.0,0.04,0.07692307692307693,0.125,0.06060606060606061,0.03571428571428571,0.25,0.14285714285714285,0.25,0.25,0.3,0.3333333333333333,0.5,1.0,0.1,1.0,1.0,1.0,0.1,0.5,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.606005,0.55125,0.09090909090909091,0.16666666666666666,0.2,0.4,6.14,23.06,0.34210526315789475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,10878.0,332,33,663,13.0,,181.0,-17.0,331.0,71.0,117.0,31.0,45.0,6.0,16.0,33.0,2.0,4.0,,,,2.0,56.0,94.0,3.0,14.0,22.0,143.0,371.0,,,3.0,,8.0,31.0,22.0,9.0,4.0,1.0,4.0,16.0,20.0,1.0,21.0,,6.0,1.0,15.0,9.0,21.0,5.0,26.0,1.0,31.0,,1.0,1.0,1.0,31.0,71.0,1.0,0.19642857142857142,0.19642857142857142,1.0,0.21428571428571427,,,0.21428571428571427,0.5957446808510638,0.5601851851851852,0.25,0.4375,0.5813008130081301,0.3,0.45588235294117646,0.12962962962962962,0.0425531914893617,0.08888888888888889,39.23705722070845,0.7142857142857143,0.1523809523809524,0.009345794392523364,0.1,0.13793103448275862,0.006666666666666667,,0.10344827586206896,0.09090909090909091,,0.4166666666666667,0.6888888888888889,0.7560975609756098,0.16129032258064516,0.14814814814814814,0.375,0.375,0.16666666666666666,0.3055555555555556,0.037037037037037035,0.5,0.5,1.0,,,,0.0625,,0.5462962962962963,0.5142233644859814,0.5230129032258064,0.10833333333333334,,0.02097902097902098,0.21678321678321677,8.163829787234043,25.378571428571426,0.21385542168674698,1.0,3.0,9.0,13.0,19.0,1.0,10.0,6.0,1.0,4.0,1.0,14.0,24.0,3.0,90.0,10.0,1.0,26.0,8.0,34.0,3.0,5.0,14.0,5.0,7.0,76.0,5.0,2.0,6.0,6.0,2.0,1.0,4.0,2.0,1.0,13.0,3.0,2.0,0.25,0.5833333333333334,0.03125,0.23333333333333334,0.13043478260869565,0.10344827586206896,0.5757575757575758,0.5757575757575758,0.2631578947368421,0.09259259259259259,0.1,0.1,1.0,0.75,0.3333333333333333,0.40625,0.6923076923076923,0.1875,0.1,0.58145,0.12264150943396226,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2427,1610612759,Roger Mason Jr.,Roger Mason Jr.,2427,SAS,4675.0,144,16,289,6.0,1.0,78.0,-27.0,145.0,37.0,39.0,,,,,6.0,,3.0,,1.0,,2.0,1.0,6.0,3.0,10.0,2.0,13.0,183.0,,1.0,,,2.0,1.0,,6.0,,,1.0,6.0,7.0,,7.0,,,,1.0,,1.0,4.0,1.0,,3.0,,,,,1.0,37.0,1.0,,,0.6666666666666666,0.3,,,0.3,0.16666666666666666,0.34375,,,0.35294117647058826,,0.125,0.625,,,11.180124223602483,1.0,0.16216216216216217,,0.05263157894736842,0.125,,,0.1,,,,,,,,,,,0.375,0.1875,,,,1.0,,,0.6666666666666666,,0.625,0.482325,0.41759999999999997,,,,0.07692307692307693,19.733333333333334,24.57,0.2569444444444444,,,,,1.0,3.0,7.0,,,,,,1.0,1.0,2.0,7.0,3.0,2.0,2.0,4.0,1.0,1.0,,1.0,1.0,10.0,,,,1.0,,,,,,,1.0,1.0,,,,0.25,0.15789473684210525,0.09090909090909091,0.16666666666666666,0.16666666666666666,,0.4375,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,0.42857142857142855,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,5252.0,164,13,326,10.0,,88.0,-26.0,162.0,22.0,37.0,1.0,4.0,1.0,5.0,1.0,,4.0,,,,1.0,2.0,10.0,2.0,12.0,2.0,12.0,191.0,,,2.0,,4.0,,,6.0,,4.0,1.0,8.0,10.0,5.0,15.0,4.0,3.0,,1.0,1.0,2.0,4.0,1.0,,2.0,,2.0,1.0,2.0,,22.0,,,,1.0,0.16666666666666666,,,0.16666666666666666,0.2,0.22727272727272727,,,0.2608695652173913,0.5,,0.5454545454545454,,,14.044943820224718,0.5,0.1568627450980392,0.0784313725490196,0.06666666666666667,0.13636363636363635,0.06493506493506493,0.0625,0.17647058823529413,,0.2222222222222222,0.18181818181818182,0.25,0.25,,0.22727272727272727,0.2,0.2,,0.045454545454545456,0.18181818181818182,,,,,,,0.16666666666666666,,0.7272727272727273,0.5064863636363637,0.4738083333333334,0.043478260869565216,,0.16666666666666666,,5.41,24.333333333333332,0.13414634146341464,,1.0,,1.0,,2.0,8.0,3.0,,1.0,2.0,,2.0,,4.0,8.0,2.0,,,,,,,,,,3.0,,1.0,,,,,1.0,,1.0,,,,,0.07142857142857142,0.07142857142857142,0.2,0.08333333333333333,,,,0.36363636363636365,0.25,0.25,1.0,1.0,,0.16666666666666666,,0.5,0.25,,0.09090909090909091,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.038461538461538464,0.09523809523809523,0.1111111111111111,0.5,,,,,,,,,,,,,True,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,5388.0,163,14,331,7.0,,90.0,9.0,168.0,39.0,59.0,,,,,2.0,3.0,5.0,,,1.0,2.0,2.0,2.0,3.0,5.0,,13.0,179.0,,,,1.0,2.0,3.0,4.0,9.0,,,3.0,8.0,11.0,,11.0,,3.0,1.0,2.0,2.0,3.0,3.0,,,,,,,,3.0,39.0,1.0,1.0,1.0,1.0,0.6,,0.5,0.6,1.0,0.9285714285714286,,0.75,0.9285714285714286,,0.75,0.7142857142857143,,,5.555555555555555,0.6666666666666666,0.13333333333333333,,0.14285714285714285,0.13580246913580246,,,0.26666666666666666,,,,,,,,,,,0.2857142857142857,0.7142857142857143,0.6,0.6,1.0,,,,1.0,0.5,0.7142857142857143,0.5640928571428571,0.576225,,,,0.23076923076923078,20.450000000000003,22.919999999999998,0.2392638036809816,,,,,2.0,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,1.0,5.0,2.0,,1.0,,,1.0,3.0,,,,,,,,,0.05263157894736842,0.11538461538461539,0.15789473684210525,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,True,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,8949.0,267,28,536,11.0,2.0,149.0,-4.0,269.0,52.0,87.0,14.0,20.0,16.0,35.0,13.0,,,,,,,37.0,68.0,,,15.0,89.0,303.0,,,11.0,,,10.0,36.0,,4.0,6.0,8.0,15.0,26.0,10.0,36.0,2.0,2.0,1.0,3.0,2.0,6.0,5.0,18.0,1.0,23.0,,4.0,3.0,4.0,10.0,52.0,1.0,0.4864864864864865,0.5142857142857142,,,,,,0.5441176470588235,0.5441176470588235,0.5,0.5,0.5705128205128205,0.55,0.625,,0.058823529411764705,0.1,28.28282828282828,0.5,0.16853932584269662,0.07058823529411765,0.25806451612903225,0.19166666666666668,0.07377049180327869,0.07407407407407407,0.16,0.2,0.07407407407407407,0.29411764705882354,0.7,0.7777777777777778,0.6428571428571429,0.5147058823529411,0.45714285714285713,0.48484848484848486,0.3125,0.19117647058823528,,,,,,,,,,0.29411764705882354,0.4625220588235294,0.3943833333333333,0.15584415584415584,,0.12359550561797752,0.11235955056179775,7.866176470588235,,0.1947565543071161,3.0,6.0,1.0,1.0,7.0,,,,5.0,10.0,1.0,3.0,6.0,4.0,38.0,,,12.0,4.0,16.0,1.0,3.0,7.0,1.0,4.0,36.0,1.0,2.0,3.0,1.0,,1.0,,1.0,3.0,12.0,1.0,1.0,0.5,0.5,0.08333333333333333,0.07692307692307693,0.23684210526315788,0.2857142857142857,0.5384615384615384,0.5384615384615384,0.5714285714285714,,,,,0.6,0.5,0.16666666666666666,1.0,,,0.53034,0.15584415584415584,,,3.0,3.0,1.0,2.0,0.6,0.08108108108108109,0.058823529411764705,0.06666666666666667,0.5,,1.0,4.0,1.0,0.05714285714285714,0.14285714285714285,0.09090909090909091,,,,,,True,,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,3782.0,117,13,228,10.0,,63.0,26.0,111.0,30.0,57.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,,,,,4.0,6.0,1.0,6.0,2.0,13.0,111.0,,,4.0,,1.0,4.0,4.0,3.0,,4.0,3.0,6.0,9.0,6.0,15.0,,3.0,,1.0,1.0,1.0,3.0,4.0,,4.0,,1.0,1.0,1.0,4.0,30.0,3.0,0.5,0.6666666666666666,1.0,0.16666666666666666,,,0.16666666666666666,0.6666666666666666,0.4583333333333333,0.5,0.5,0.4642857142857143,0.5,0.5,0.5,,,11.450381679389313,1.0,0.13953488372093023,0.14814814814814814,0.3,0.16981132075471697,0.13636363636363635,0.1,0.2222222222222222,0.3333333333333333,,0.16666666666666666,0.5,0.5,,0.16666666666666666,0.5,0.5,1.0,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.6666666666666666,0.492,0.48219999999999996,0.14285714285714285,,0.3076923076923077,0.3076923076923077,9.883333333333333,24.583333333333332,0.2564102564102564,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,2.0,3.0,,4.0,3.0,,1.0,2.0,3.0,2.0,,1.0,,,8.0,3.0,,,,,,,,,2.0,,,0.5,0.6666666666666666,,0.13333333333333333,0.10526315789473684,0.2857142857142857,1.0,1.0,0.5,0.25,,,,1.0,0.5,0.25,1.0,0.25,,0.5828,0.25,,,2.0,,,1.0,,0.11764705882352941,0.3333333333333333,0.125,1.0,,,2.0,,,,0.1111111111111111,,,,,,True,,,,,,,
703,1610612759,Kurt Thomas,Kurt Thomas,703,SAS,3135.0,97,8,193,11.0,1.0,52.0,-23.0,96.0,25.0,44.0,3.0,4.0,,,6.0,,,,,,,4.0,10.0,,,2.0,10.0,115.0,,,,,,4.0,8.0,,1.0,1.0,2.0,7.0,10.0,1.0,11.0,,,,2.0,2.0,4.0,3.0,2.0,,2.0,,1.0,,1.0,4.0,25.0,2.0,1.0,1.0,,,,,,0.4,0.4,,1.0,0.45454545454545453,,1.0,,0.1,0.25,14.150943396226415,0.5,0.3181818181818182,0.025,0.11764705882352941,0.23076923076923078,0.021739130434782608,0.05555555555555555,0.16666666666666666,,,0.4,0.75,1.0,1.0,,,,,0.6,,,,,,,,,,0.4,0.48946000000000006,0.652,,,,0.4,9.42,,0.25773195876288657,,,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,,,,,1.0,1.0,,1.0,,,,3.0,,,2.0,,,1.0,,2.0,,,1.0,1.0,,1.0,,0.3333333333333333,0.4,0.14285714285714285,0.16666666666666666,0.16666666666666666,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,True,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,7784.0,238,27,474,7.0,,130.0,-17.0,236.0,43.0,74.0,5.0,7.0,1.0,2.0,6.0,4.0,6.0,,,,,8.0,15.0,7.0,15.0,3.0,40.0,260.0,,,7.0,2.0,6.0,10.0,8.0,21.0,1.0,1.0,4.0,6.0,10.0,2.0,12.0,,1.0,,3.0,3.0,4.0,3.0,4.0,,4.0,,1.0,1.0,1.0,10.0,43.0,3.0,0.5,0.5,1.0,0.4666666666666667,,0.3333333333333333,0.4666666666666667,0.5333333333333333,0.6166666666666667,1.0,0.625,0.6129032258064516,0.875,0.625,0.5,0.06666666666666667,0.14285714285714285,13.157894736842104,0.75,0.08108108108108109,0.012195121951219513,0.14285714285714285,0.09803921568627451,0.01694915254237288,,0.13636363636363635,0.1,,0.23333333333333334,0.7142857142857143,0.8333333333333334,0.4,0.06666666666666667,0.5,0.5,1.0,0.2,0.2,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.7333333333333333,0.543525,0.5041874999999999,0.03225806451612903,,0.175,0.25,9.159999999999998,24.166666666666668,0.18067226890756302,3.0,3.0,1.0,1.0,2.0,3.0,9.0,6.0,3.0,3.0,1.0,2.0,2.0,,8.0,9.0,3.0,3.0,2.0,5.0,,2.0,,2.0,1.0,12.0,1.0,1.0,1.0,,,1.0,2.0,,,1.0,,,1.0,1.0,0.038461538461538464,0.041666666666666664,0.07142857142857142,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.125,1.0,0.75,0.3333333333333333,0.70435,0.0625,,2.0,1.0,,,1.0,,0.027777777777777776,,0.06666666666666667,1.0,,,,,,,,2.0,2.0,0.3333333333333333,0.3333333333333333,,True,,,,,,,
