EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsAssisted3s,ShortMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,Assisted3sPct,LongMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,LongMidRangePctAssisted,SecondChanceFtPoints,Technical Free Throw Trips,3SecondViolations,ShortMidRangePctBlocked,ShortMidRangePctAssisted,DefensiveGoaltends,SecondChanceAtRimPctAssisted,on,StepOutOfBoundsTurnovers,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,6221.0,104,-49,200,197,104.0,96,19,397,7.0,12.0,1.0,4.0,1.0,6.0,1.0,10.0,1.0,2.0,6.0,1.0,2.0,2.0,4.0,9.0,28,2.0,7.0,9.0,33.0,235,1.0,2.0,3.0,2.0,12.0,2.0,4.0,7.0,17.0,2.0,16.0,6.0,6.0,2.0,2.0,14.0,9.0,23.0,4.0,5.0,10.0,4.0,55.0,6.0,5.0,11.0,11.0,5.0,3.0,2.0,12.0,6.0,3.0,6.0,15.0,7.0,1.0,5.0,1.0,14.0,2.0,12.0,2.0,5.0,2.0,17.0,104.0,2.0,0.1111111111111111,0.1111111111111111,0.2857142857142857,0.5,0.5,0.2857142857142857,0.32142857142857145,0.16666666666666666,0.34285714285714286,0.75,0.3125,0.4125,0.75,0.425,0.2,0.07142857142857142,0.16666666666666666,24.8868778280543,0.8,0.09090909090909091,0.21428571428571427,0.13253012048192772,0.05,0.15384615384615385,0.20833333333333334,0.25,0.34285714285714286,0.5833333333333334,0.7,0.14285714285714285,0.17142857142857143,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.1,0.1,0.02857142857142857,0.17142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,0.25,0.25,0.5,0.5428571428571428,0.3333333333333333,0.48333999999999994,0.57075,0.4338,0.13157894736842105,0.16129032258064516,0.09090909090909091,0.5151515151515151,8.657142857142857,26.457142857142856,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,1923.0,32,6,57,60,19.0,11,11,117,1.0,2.0,1.0,2.0,,1.0,,,,,1.0,,,,,1.0,3,,1.0,3.0,5.0,44,,,,1.0,2.0,,,2.0,4.0,2.0,,,1.0,,,2.0,,2.0,,,1.0,1.0,4.0,,2.0,2.0,3.0,,,,1.0,1.0,1.0,,2.0,,,,,3.0,1.0,4.0,,1.0,1.0,4.0,19.0,1.0,1.0,1.0,,,,,0.3333333333333333,0.5,0.25,,0.5,0.4166666666666667,,0.6666666666666666,0.25,,,11.594202898550726,0.5,0.09523809523809523,,0.07142857142857142,0.14285714285714285,0.09090909090909091,,,0.5,0.5,0.5,1.0,0.25,,,,,,,0.25,,,,,1.0,0.5,,,0.75,,0.571825,,0.68715,0.2,0.25,,0.8,2.8000000000000003,24.3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.043478260869565216,0.02857142857142857,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,3403.0,57,-14,109,109,64.0,57,14,218,3.0,7.0,2.0,2.0,,1.0,,,,,1.0,,,,1.0,3.0,8,,1.0,4.0,10.0,119,,,2.0,2.0,3.0,,1.0,3.0,7.0,4.0,2.0,,1.0,,2.0,,,,,,,,,2.0,4.0,6.0,14.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,3.0,5.0,,5.0,,5.0,1.0,1.0,2.0,7.0,64.0,2.0,0.6666666666666666,1.0,,,,,0.375,0.6666666666666666,0.3333333333333333,0.5,0.5,0.45454545454545453,0.5,0.5833333333333334,0.1111111111111111,0.25,0.2857142857142857,9.67741935483871,1.0,0.125,0.11764705882352941,0.12244897959183673,0.18181818181818182,0.11764705882352941,0.07692307692307693,0.25,0.7777777777777778,0.42857142857142855,0.6,0.6666666666666666,0.1111111111111111,,,,,,,0.1111111111111111,,,,,0.5,1.0,0.25,,0.8888888888888888,,0.5045833333333333,0.5771999999999999,0.4302125,0.1111111111111111,0.125,0.2,0.7,0.9875,31.5,0.5871559633027523,7.0,8.0,,2.0,1.0,2.0,0.18421052631578946,0.1509433962264151,0.11764705882352941,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.06666666666666667,0.18181818181818182,0.3,0.1,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1899,1610612740,James Posey,James Posey,1899,NOH,7354.0,123,-46,232,232,112.0,106,27,464,7.0,11.0,2.0,2.0,1.0,4.0,2.0,6.0,5.0,4.0,14.0,,1.0,2.0,6.0,10.0,21,5.0,19.0,22.0,57.0,261,,2.0,6.0,3.0,5.0,3.0,9.0,16.0,31.0,4.0,16.0,,14.0,4.0,4.0,3.0,,3.0,,,1.0,1.0,6.0,1.0,20.0,26.0,31.0,3.0,1.0,2.0,4.0,2.0,6.0,2.0,10.0,4.0,5.0,12.0,1.0,17.0,2.0,26.0,,7.0,3.0,31.0,112.0,3.0,0.2,0.2857142857142857,0.2631578947368421,,0.3333333333333333,0.2631578947368421,0.47619047619047616,0.6,0.4375,0.375,0.5357142857142857,0.5480769230769231,0.375,0.6739130434782609,0.475,0.19047619047619047,0.2727272727272727,23.754789272030653,0.4,0.29850746268656714,0.030303030303030304,0.21,0.25,0.34375,0.037037037037037035,,0.275,0.6363636363636364,0.875,0.2857142857142857,0.1,0.25,0.25,0.15,0.3333333333333333,0.4,0.125,0.35,0.2857142857142857,0.2857142857142857,0.125,,0.14285714285714285,1.0,0.42857142857142855,0.3333333333333333,0.75,0.2857142857142857,0.49869000000000013,0.45885,0.49183571428571426,0.1836734693877551,0.25,0.10526315789473684,0.543859649122807,7.5,24.752631578947373,0.4827586206896552,4.0,5.0,1.0,,,,0.05405405405405406,0.045454545454545456,0.034482758620689655,3.0,4.0,3.0,6.0,6.0,1.0,1.0,1.0,,,,,4.0,0.5,0.027777777777777776,0.05263157894736842,0.07692307692307693,,0.05263157894736842,,0.5,0.75,1.0,1.0,1.0,3.0,15.0,1.0,5.0,1.0,3.0,2.0,1.0,0.16666666666666666,0.38461538461538464,0.08333333333333333,0.2727272727272727,0.2,0.2,1.0,1.0,0.125,0.21428571428571427,0.3333333333333333,0.09523809523809523,,,,,,,,,,True,,,,
2446,1610612740,Rasual Butler,Rasual Butler,2446,NOH,4078.0,68,-20,129,129,62.0,68,14,258,2.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,9.0,1.0,3.0,,,,2.0,5.0,9,4.0,12.0,9.0,31.0,154,,1.0,4.0,3.0,4.0,3.0,7.0,6.0,21.0,4.0,6.0,3.0,3.0,1.0,1.0,,,,,,,,,2.0,1.0,4.0,7.0,,,,2.0,1.0,,1.0,2.0,1.0,2.0,6.0,,5.0,,9.0,1.0,3.0,2.0,21.0,62.0,1.0,0.4,0.5,0.3333333333333333,,0.42857142857142855,0.3333333333333333,0.5555555555555556,0.75,0.5238095238095238,0.6666666666666666,0.6818181818181818,0.62,0.6666666666666666,0.75,0.5714285714285714,0.1111111111111111,0.3333333333333333,18.620689655172413,1.0,0.029411764705882353,0.08695652173913043,0.05263157894736842,0.08333333333333333,,0.10526315789473684,,0.14285714285714285,0.6666666666666666,1.0,0.5,0.09523809523809523,0.5,0.5,0.19047619047619047,0.5,0.5,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.3333333333333333,,,0.2727272727272727,0.6666666666666666,0.18181818181818182,,0.7142857142857143,0.3333333333333333,0.5157928571428572,0.5838749999999999,0.5563318181818181,0.13043478260869565,0.2727272727272727,0.12903225806451613,0.6774193548387096,10.411111111111111,23.724999999999998,0.4806201550387597,1.0,3.0,,1.0,1.0,1.0,0.030303030303030304,0.05357142857142857,,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,1.0,1.0,1.0,0.08695652173913043,,0.08333333333333333,0.07142857142857142,,1.0,0.3333333333333333,1.0,3.0,1.0,3.0,5.0,9.0,,1.0,,,,0.75,,0.16666666666666666,0.1111111111111111,,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.45454545454545453,0.6,,1.0,0.5,,,,,,,,True,,,,
2561,1610612740,David West,David West,2561,NOH,4786.0,80,-38,148,149,80.0,82,13,297,7.0,12.0,4.0,7.0,3.0,10.0,4.0,12.0,,,,,,,,14.0,34,,,17.0,45.0,184,,,4.0,6.0,13.0,,,11.0,23.0,16.0,12.0,,,,1.0,1.0,,1.0,,,1.0,,2.0,5.0,10.0,17.0,18.0,2.0,,2.0,2.0,2.0,5.0,,7.0,4.0,4.0,9.0,2.0,15.0,1.0,18.0,2.0,4.0,5.0,23.0,80.0,5.0,0.5714285714285714,0.5714285714285714,,,,,0.4117647058823529,0.46153846153846156,0.4117647058823529,,0.46153846153846156,0.5365853658536586,0.6666666666666666,0.6388888888888888,,0.029411764705882353,,29.629629629629626,0.2857142857142857,0.23255813953488372,0.21739130434782608,0.22727272727272727,0.17647058823529413,0.23809523809523808,0.23809523809523808,,0.35294117647058826,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.29411764705882354,0.3,0.3333333333333333,0.35294117647058826,0.3333333333333333,0.3333333333333333,,,,,,,0.5384615384615384,0.5714285714285714,,,0.35294117647058826,,0.4499558823529412,0.3444,0.47377692307692304,0.1111111111111111,0.1111111111111111,0.08888888888888889,0.5111111111111111,9.33235294117647,,0.5405405405405406,1.0,1.0,,,,,0.023809523809523808,0.016666666666666666,0.07142857142857142,,,,1.0,,,1.0,,1.0,,,,2.0,,,,,,0.05263157894736842,,,,,,,,,,2.0,2.0,,,,,0.2857142857142857,,0.4,,,,,,,,,,0.75,4.0,2.0,1.0,0.1,,,,True,,,,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,3958.0,66,-43,125,120,59.0,45,15,245,,2.0,,,,,2.0,3.0,1.0,,9.0,,1.0,,5.0,2.0,5,1.0,10.0,5.0,12.0,142,,1.0,2.0,,1.0,,5.0,5.0,5.0,4.0,,,9.0,,,1.0,,1.0,,,1.0,,2.0,1.0,3.0,4.0,8.0,2.0,,2.0,,,2.0,,2.0,2.0,4.0,6.0,,3.0,,5.0,,,2.0,5.0,59.0,2.0,1.0,1.0,0.1,,,0.1,0.4,,0.23333333333333334,0.5,,0.3235294117647059,0.5,0.25,0.6666666666666666,,,13.47517730496454,,0.08571428571428572,0.06666666666666667,0.08,0.08333333333333333,0.06666666666666667,,0.25,0.13333333333333333,,,,,,,0.2,0.6666666666666666,0.6666666666666666,0.06666666666666667,0.6,,,0.5,,,,0.8333333333333334,,0.8,,0.4994566666666667,,0.4720583333333334,,,0.16666666666666666,0.4166666666666667,10.239999999999998,25.52,0.472,1.0,4.0,1.0,1.0,1.0,1.0,0.025,0.06153846153846154,,,,1.0,1.0,,3.0,1.0,,,,,1.0,,1.0,0.12,,0.08333333333333333,0.15789473684210525,0.08333333333333333,1.0,,,1.0,,,,3.0,,,,1.0,,1.0,,,,0.125,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,True,,,,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,1730.0,29,-14,53,54,21.0,19,5,107,2.0,2.0,1.0,1.0,,,,,,,,,,,,2.0,2,,,3.0,7.0,52,,,1.0,1.0,1.0,,,2.0,4.0,4.0,,,,,,,,,,,,,,1.0,3.0,5.0,8.0,1.0,1.0,,1.0,1.0,2.0,,3.0,1.0,3.0,8.0,1.0,4.0,,4.0,,1.0,1.0,4.0,21.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,0.875,0.5,1.0,,,,12.06896551724138,0.3333333333333333,0.16666666666666666,0.125,0.15384615384615385,0.25,0.1111111111111111,0.125,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.5745,,0.6206,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.5714285714285714,,,0.39622641509433965,1.0,3.0,,1.0,,1.0,0.05263157894736842,0.1111111111111111,,,,,,,2.0,,1.0,1.0,,1.0,1.0,1.0,,0.25,,0.1,0.2,,1.0,,,,,,,,,1.0,,,,,,0.2,0.3333333333333333,0.2,,,,,,,,,2.0,,1.0,,1.0,,,,,True,,,,
1763,1610612740,Ryan Bowen,Ryan Bowen,1763,NOH,98.0,2,1,4,4,3.0,4,1,8,,1.0,,1.0,,,,,,,,,,,,,1,,,,,3,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,20.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,0.5766,,0.5766,,,,,,,0.75,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,806.0,13,1,25,27,5.0,7,5,52,,3.0,,,1.0,1.0,,,,,,,,,,1.0,4,,,,2.0,23,,,,1.0,1.0,,,,2.0,2.0,,,,,1.0,2.0,,2.0,,,2.0,,4.0,,1.0,1.0,1.0,,,,,,,,,,2.0,3.0,,1.0,,,,,,2.0,5.0,,1.0,1.0,,,,,0.25,1.0,0.25,,1.0,0.25,,1.0,,0.25,0.3333333333333333,13.333333333333334,,0.1111111111111111,,0.09090909090909091,0.25,,,,0.75,,,,0.25,1.0,1.0,,,,,,,,,,,,,,0.75,,0.517825,,0.3871,,,,1.0,2.85,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,
