EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,LostBallTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,SelfORebPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,HeaveAttempts,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedLongMidRange,StepOutOfBoundsTurnovers
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,7915.0,132,7.0,247,247,48,50,24,494,8.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,12.0,1.0,1.0,4.0,1.0,1.0,12.0,15,5.0,16.0,8.0,47.0,279,1.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,8.0,16.0,15.0,4.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,1.0,3.0,3.0,3.0,1.0,7.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,14.0,26,1.0,10.0,2.0,10.0,2.0,6.0,2.0,2.0,2.0,2.0,5.0,48,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3125,1.0,0.3125,0.8,0.5,1.0,0.6290322580645161,0.8333333333333334,0.6666666666666666,0.6714285714285714,0.8333333333333334,0.8333333333333334,0.5161290322580645,13.91941391941392,0.3333333333333333,0.1111111111111111,0.03529411764705882,0.04225352112676056,0.09090909090909091,0.03333333333333333,0.05084745762711865,0.039603960396039604,0.07142857142857142,0.047619047619047616,0.027777777777777776,0.05,0.030303030303030304,0.09523809523809523,0.08695652173913043,0.1,1.0,0.3225806451612903,0.8,0.8,0.5,0.06451612903225806,0.5,0.5,0.0967741935483871,1.0,1.0,0.3870967741935484,0.3333333333333333,0.3333333333333333,1.0,0.12903225806451613,0.25,0.25,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.8387096774193549,0.25,0.5685661290322581,0.6648999999999999,0.5279333333333334,0.17142857142857143,0.3157894736842105,0.10638297872340426,0.10638297872340426,5.046666666666667,23.41875,0.19433198380566802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,7430.0,124,29.0,237,233,118,92,22,470,11.0,17.0,2.0,4.0,3.0,5.0,5.0,10.0,5.0,8.0,,,,,,,,21.0,35,,,18.0,60.0,255,2.0,4.0,,,10.0,6.0,13.0,,8.0,20.0,34.0,8.0,,,,4.0,1.0,5.0,1.0,2.0,2.0,11.0,3.0,7.0,5.0,11.0,2.0,18.0,10.0,28.0,5.0,3.0,2.0,2.0,1.0,1.0,,3.0,,,2.0,11,,15.0,,21.0,3.0,10.0,3.0,1.0,3.0,2.0,20.0,118,4.0,0.8095238095238095,0.8947368421052632,,,,,0.6,0.5,0.46153846153846156,0.6,0.5,0.46153846153846156,0.6818181818181818,0.8333333333333334,0.5882352941176471,,18.076923076923077,0.6666666666666666,0.25,0.171875,0.10606060606060606,0.13513513513513514,0.08333333333333333,0.15841584158415842,0.09803921568627451,0.1,0.13636363636363635,0.08333333333333333,0.07142857142857142,0.21739130434782608,0.26666666666666666,0.14285714285714285,0.1111111111111111,0.6666666666666666,0.4857142857142857,0.6470588235294118,0.7857142857142857,0.8181818181818182,0.2857142857142857,0.5,0.625,0.22857142857142856,0.625,0.625,,,,,,,,,1.0,0.5,,,,,0.38461538461538464,0.6,,0.4857142857142857,,0.4829257142857143,0.5844666666666667,0.4798846153846154,0.23809523809523808,0.23809523809523808,0.16666666666666666,0.3333333333333333,6.722857142857143,,0.4978902953586498,6.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.14285714285714285,0.17647058823529413,0.2,0.125,0.07692307692307693,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,23632.0,394,23.0,749,743,252,216,79,1492,24.0,36.0,4.0,4.0,7.0,12.0,19.0,38.0,39.0,75.0,,,,6.0,21.0,1.0,1.0,82.0,149,6.0,21.0,86.0,268.0,833,11.0,13.0,1.0,1.0,40.0,25.0,53.0,10.0,46.0,99.0,68.0,96.0,15.0,21.0,6.0,13.0,18.0,31.0,8.0,9.0,2.0,80.0,4.0,7.0,18.0,61.0,10.0,89.0,12.0,101.0,9.0,7.0,2.0,15.0,7.0,8.0,,23.0,3.0,13.0,12.0,21,5.0,86.0,2.0,93.0,7.0,34.0,8.0,7.0,8.0,5.0,99.0,252,,0.4146341463414634,0.43037974683544306,0.8333333333333334,0.2857142857142857,1.0,0.2857142857142857,0.5503355704697986,0.8461538461538461,0.4716981132075472,0.5352941176470588,0.8928571428571429,0.42063492063492064,0.6261904761904762,0.9523809523809523,0.5773809523809523,0.12352941176470589,27.971188475390157,0.6521739130434783,0.3333333333333333,0.2663755458515284,0.03225806451612903,0.17307692307692307,0.04,0.23723723723723725,0.03470031545741325,0.04838709677419355,0.031746031746031744,0.021739130434782608,0.04,0.25301204819277107,0.23728813559322035,0.15384615384615385,0.23076923076923078,0.625,0.21176470588235294,0.6666666666666666,0.7741935483870968,0.20833333333333334,0.2235294117647059,0.5,0.5428571428571428,0.4411764705882353,0.52,0.5342465753424658,,,,,0.12352941176470589,0.2857142857142857,0.3,0.8333333333333334,0.2857142857142857,1.0,0.25,0.07142857142857142,1.0,1.0,0.19047619047619047,0.5833333333333334,,0.3352941176470588,0.2857142857142857,0.4549976470588235,0.4877222222222222,0.4349912698412699,0.17258883248730963,0.19318181818181818,0.14925373134328357,0.3694029850746269,11.319463087248321,25.16190476190476,0.3364485981308411,15.0,6.0,10.0,8.0,,,5.0,13.0,1.0,13.0,0.06711409395973154,0.1388888888888889,0.07894736842105263,0.04,0.2988505747126437,0.21052631578947367,0.6410256410256411,1.0,10.0,1.0,3.0,1.0,10.0,2.0,1.0,1.0,3.0,6.0,0.1,0.047619047619047616,0.02666666666666667,0.047619047619047616,0.06666666666666667,0.014492753623188406,0.15873015873015872,0.1,,,,,,,,,,True,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,15696.0,262,-26.0,501,493,210,180,56,994,4.0,9.0,2.0,2.0,1.0,6.0,8.0,15.0,9.0,27.0,6.0,13.0,7.0,11.0,34.0,,3.0,21.0,51,17.0,47.0,19.0,112.0,578,3.0,6.0,,3.0,9.0,4.0,20.0,18.0,9.0,29.0,16.0,26.0,45.0,33.0,11.0,16.0,1.0,17.0,,4.0,8.0,35.0,,5.0,4.0,10.0,,14.0,5.0,19.0,6.0,5.0,1.0,7.0,3.0,3.0,,10.0,,5.0,6.0,13,,15.0,1.0,26.0,,8.0,1.0,1.0,1.0,1.0,29.0,210,2.0,0.38095238095238093,0.4,0.8823529411764706,0.3617021276595745,,0.3695652173913043,0.4117647058823529,0.5,0.2,0.4744897959183674,0.3333333333333333,0.2631578947368421,0.5045454545454545,0.4,0.32954545454545453,0.47959183673469385,21.390374331550802,0.7,,0.07142857142857142,0.034013605442176874,0.05970149253731343,,0.06763285024154589,0.0228310502283105,0.045454545454545456,0.05128205128205128,0.015625,,0.0784313725490196,0.03225806451612903,0.07547169811320754,,1.0,0.09183673469387756,0.4444444444444444,0.5,,0.15306122448979592,0.5333333333333333,0.6153846153846154,0.2755102040816326,0.3333333333333333,0.3333333333333333,0.1326530612244898,0.46153846153846156,0.46153846153846156,1.0,0.3469387755102041,0.3235294117647059,0.3235294117647059,0.8181818181818182,0.2222222222222222,1.0,,0.3333333333333333,,,0.15789473684210525,0.16666666666666666,0.18421052631578946,0.5714285714285714,0.3333333333333333,0.5004463541666666,0.4915125,0.5167569444444445,0.08411214953271028,0.13559322033898305,0.08035714285714286,0.25892857142857145,11.599999999999998,25.406382978723403,0.41916167664670656,3.0,2.0,3.0,4.0,1.0,1.0,,3.0,,3.0,0.058823529411764705,0.1111111111111111,0.13333333333333333,,0.08620689655172414,0.5,0.4444444444444444,1.0,11.0,4.0,6.0,,1.0,4.0,,2.0,1.0,1.0,0.2222222222222222,,,,,0.03636363636363636,0.2894736842105263,0.09090909090909091,3.0,1.0,1.0,1.0,0.42857142857142855,0.020833333333333332,,,,True,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,10768.0,179,44.0,329,326,75,66,35,655,15.0,28.0,1.0,1.0,4.0,9.0,2.0,11.0,5.0,9.0,1.0,1.0,,2.0,11.0,,,22.0,48,3.0,12.0,8.0,61.0,366,2.0,3.0,,,5.0,4.0,11.0,2.0,2.0,10.0,6.0,38.0,3.0,10.0,2.0,15.0,11.0,26.0,4.0,6.0,8.0,63.0,,1.0,5.0,9.0,,14.0,1.0,15.0,3.0,1.0,2.0,4.0,3.0,1.0,,5.0,,1.0,4.0,8,,13.0,4.0,9.0,1.0,5.0,,,,,10.0,75,,0.13636363636363635,0.13636363636363635,0.3333333333333333,0.25,,0.2727272727272727,0.4583333333333333,0.6666666666666666,0.36363636363636365,0.44166666666666665,0.6666666666666666,0.3076923076923077,0.4765625,0.8333333333333334,0.35714285714285715,0.2,18.904109589041095,0.8,,0.08823529411764706,0.009900990099009901,0.09433962264150944,,0.09032258064516129,0.007246376811594203,0.02564102564102564,,,,0.08823529411764706,0.12121212121212122,0.09090909090909091,0.1,,0.4666666666666667,0.5357142857142857,0.5769230769230769,0.13333333333333333,0.18333333333333332,0.18181818181818182,0.2,0.15,0.5555555555555556,0.5555555555555556,0.016666666666666666,1.0,1.0,1.0,0.18333333333333332,0.18181818181818182,0.18181818181818182,,0.3333333333333333,1.0,,,,,0.6923076923076923,0.4444444444444444,,0.6666666666666666,0.2,0.5278347457627118,0.4930666666666667,0.5421125,0.078125,0.09615384615384616,0.08196721311475409,0.16393442622950818,5.147916666666667,26.283333333333335,0.22796352583586627,1.0,,3.0,1.0,,,,,,,0.0625,0.07142857142857142,0.09090909090909091,,0.05714285714285714,,0.2,,2.0,,6.0,,7.0,1.0,,,1.0,,,,,,,,0.15384615384615385,,,1.0,,1.0,,,,,,True,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,20111.0,335,13.0,644,641,229,200,65,1285,3.0,5.0,,,,1.0,1.0,5.0,9.0,18.0,9.0,11.0,5.0,11.0,31.0,2.0,4.0,13.0,28,20.0,42.0,13.0,99.0,718,,1.0,2.0,4.0,6.0,3.0,7.0,14.0,11.0,38.0,10.0,16.0,48.0,31.0,11.0,40.0,12.0,52.0,6.0,13.0,18.0,116.0,3.0,1.0,9.0,25.0,6.0,40.0,4.0,44.0,21.0,11.0,10.0,14.0,11.0,6.0,,20.0,,6.0,17.0,20,,9.0,1.0,16.0,,2.0,2.0,2.0,2.0,1.0,38.0,229,,0.38461538461538464,0.38461538461538464,0.8,0.47619047619047616,0.5,0.47619047619047616,0.4642857142857143,,0.42857142857142855,0.6142857142857143,0.6,0.6428571428571429,0.6346153846153846,0.6,0.6785714285714286,0.6,13.725490196078432,0.7,0.23076923076923078,0.12953367875647667,0.005649717514124294,0.10112359550561797,0.03333333333333333,0.12056737588652482,0.0149812734082397,,,0.013513513513513514,0.04285714285714286,0.11764705882352941,0.12,0.11594202898550725,0.05,0.5,0.07142857142857142,0.6,0.6,0.3333333333333333,0.07142857142857142,0.2,0.2,0.2571428571428571,0.5,0.5,0.15714285714285714,0.8181818181818182,0.8181818181818182,1.0,0.44285714285714284,0.3548387096774194,0.3548387096774194,0.6363636363636364,,,,0.8,0.5,1.0,0.047619047619047616,,0.23809523809523808,0.6714285714285714,0.3548387096774194,0.5140242857142857,0.509,0.5301,0.027777777777777776,0.06666666666666667,0.06060606060606061,0.3838383838383838,13.492857142857142,24.461904761904766,0.3555900621118012,,,,3.0,,,,6.0,,6.0,,,,,0.14666666666666667,,0.4444444444444444,2.0,9.0,7.0,12.0,,6.0,9.0,,2.0,5.0,,0.5,,,,,0.05555555555555555,0.42857142857142855,0.2222222222222222,5.0,,,,1.0,,,,,True,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,15891.0,265,33.0,512,506,186,139,55,1018,15.0,24.0,4.0,4.0,4.0,7.0,14.0,30.0,13.0,34.0,4.0,11.0,5.0,4.0,16.0,,,42.0,88,8.0,27.0,35.0,143.0,537,6.0,8.0,,,17.0,11.0,25.0,9.0,17.0,45.0,34.0,50.0,21.0,16.0,4.0,9.0,4.0,13.0,3.0,5.0,3.0,30.0,1.0,7.0,13.0,19.0,4.0,36.0,9.0,45.0,7.0,7.0,,12.0,8.0,6.0,1.0,18.0,2.0,7.0,4.0,22,2.0,31.0,1.0,46.0,2.0,16.0,4.0,4.0,4.0,3.0,45.0,186,3.0,0.40476190476190477,0.425,0.875,0.2962962962962963,,0.2962962962962963,0.4772727272727273,0.75,0.44,0.46956521739130436,0.75,0.4117647058823529,0.5257352941176471,0.7727272727272727,0.5113636363636364,0.23478260869565218,27.017543859649123,0.6666666666666666,0.25,0.11801242236024845,0.04666666666666667,0.19402985074626866,0.014285714285714285,0.14035087719298245,0.03636363636363636,0.05,0.08695652173913043,0.015625,0.01818181818181818,0.06896551724137931,0.11904761904761904,0.19230769230769232,0.2,0.75,0.20869565217391303,0.625,0.75,0.5333333333333333,0.2608695652173913,0.4666666666666667,0.5,0.2956521739130435,0.38235294117647056,0.38235294117647056,0.09565217391304348,0.36363636363636365,0.36363636363636365,1.0,0.1391304347826087,0.25,0.25,0.75,0.5,1.0,0.5,,,,0.20588235294117646,0.5714285714285714,0.14705882352941177,0.4434782608695652,0.25,0.49421521739130436,0.52426,0.48461764705882354,0.13740458015267176,0.1568627450980392,0.11888111888111888,0.3146853146853147,10.568181818181817,24.166666666666668,0.36328125,5.0,4.0,6.0,4.0,,3.0,2.0,5.0,,5.0,0.06818181818181818,0.16666666666666666,0.06666666666666667,,0.16393442622950818,0.2857142857142857,0.38461538461538464,1.0,4.0,2.0,3.0,,1.0,1.0,1.0,2.0,3.0,,0.2222222222222222,,,,0.1111111111111111,0.03389830508474576,0.11764705882352941,0.25,1.0,,2.0,,0.2,0.06896551724137931,,,,True,,,,
101189,1610612742,James Singleton,James Singleton,101189,DAL,462.0,8,-9.0,13,16,5,8,2,29,,1.0,,,,,,,,,1.0,1.0,,,,,,,1,1.0,1.0,,3.0,26,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,1.0,2.0,,2.0,,,,,,,,,,,,1,,,,,,,,,,,,5,,,,1.0,1.0,,1.0,,,,0.75,,,0.75,,,0.5,13.333333333333334,,1.0,,,0.16666666666666666,,0.125,,,,,,,,0.25,,,0.5,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,0.6347,,,,,,,,22.4,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200797,1610612742,Ryan Hollins,Ryan Hollins,200797,DAL,3186.0,53,-11.0,106,107,38,68,10,213,6.0,9.0,1.0,2.0,2.0,2.0,,,,1.0,,,,,,,,6.0,10,,,2.0,14.0,117,1.0,2.0,,,2.0,2.0,2.0,,,4.0,10.0,2.0,,,,,,,,,,,1.0,4.0,8.0,3.0,1.0,12.0,5.0,17.0,,,,1.0,1.0,,,1.0,,,7.0,13,,5.0,,4.0,,2.0,3.0,1.0,3.0,2.0,4.0,38,4.0,0.8333333333333334,1.0,,,,,0.6,0.5,1.0,0.6,0.5,1.0,0.5833333333333334,0.5,0.6666666666666666,,11.206896551724139,1.0,0.125,0.1111111111111111,0.11764705882352941,0.32,0.08333333333333333,0.21153846153846154,0.10869565217391304,0.125,0.09090909090909091,0.13333333333333333,0.1111111111111111,0.3333333333333333,,0.3333333333333333,0.25,0.6666666666666666,0.9,0.6666666666666666,0.75,0.8333333333333334,,,,0.1,,,,,,,,,,,1.0,0.5,,,,,1.0,1.0,,0.9,,0.5579,0.5675,0.65315,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.2857142857142857,1.51,,0.3584905660377358,,2.0,2.0,,,,1.0,,2.0,,0.2,0.1111111111111111,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,True,,,,
956,1610612742,Erick Dampier,Erick Dampier,956,DAL,12805.0,213,18.0,398,394,93,52,46,792,15.0,24.0,5.0,10.0,4.0,5.0,2.0,3.0,2.0,3.0,,,,,,,,19.0,30,,,11.0,49.0,444,5.0,10.0,,,13.0,5.0,6.0,,3.0,13.0,26.0,12.0,,,,5.0,2.0,7.0,2.0,1.0,4.0,16.0,6.0,17.0,9.0,20.0,2.0,31.0,23.0,54.0,3.0,2.0,1.0,6.0,2.0,11.0,2.0,17.0,3.0,5.0,18.0,37,2.0,15.0,,19.0,3.0,9.0,6.0,5.0,6.0,2.0,13.0,93,1.0,0.6842105263157895,0.9285714285714286,,,,,0.6333333333333333,0.5,0.8333333333333334,0.6333333333333333,0.5,0.8333333333333334,0.6447368421052632,0.5416666666666666,0.7222222222222222,,12.276785714285714,0.35294117647058826,0.14285714285714285,0.145985401459854,0.15178571428571427,0.23076923076923078,0.11538461538461539,0.16477272727272727,0.1402439024390244,0.26666666666666666,0.16666666666666666,0.07692307692307693,0.10526315789473684,0.13725490196078433,0.14285714285714285,0.2413793103448276,0.2,0.3333333333333333,0.8,0.625,0.6818181818181818,0.6,0.1,0.6666666666666666,0.6666666666666666,0.1,0.6666666666666666,0.6666666666666666,,,,,,,,,1.0,0.5,,,,,0.8333333333333334,0.8,,0.8,,0.5848866666666667,0.5907444444444444,0.6303666666666666,0.25,0.25,0.2653061224489796,0.2653061224489796,2.9000000000000004,,0.23366834170854273,3.0,10.0,2.0,4.0,,5.0,,2.0,1.0,2.0,0.06666666666666667,0.08333333333333333,,0.14285714285714285,0.1568627450980392,1.0,1.0,,,,,,,,,1.0,3.0,,,,,,,0.125,,,,,,,,,,1.0,2.0,True,,,,
