EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,SecondChanceFG3A,NonHeaveArc3FGA,ShortMidRangeAssists,DefTwoPtRebounds,FTDefRebounds,DefFTReboundPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceArc3Frequency,Avg2ptShotDistance,FtPoints,PenaltyFtPoints,Fg2aBlocked,AtRimAssists,LostBallTurnovers,ShootingFouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceFtPoints,LostBallSteals,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,DefShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,ThreePtAssists,Arc3Assists,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,OffThreePtRebounds,SelfOReb,SecondChanceTurnovers,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,on,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,BlockedShortMidRange,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,3SecondViolations,ShortMidRangePctBlocked,OffensiveGoaltends,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,237.0,4,-2,8,8,1,16,1.0,1.0,1.0,1.0,1.0,1.0,2.0,11,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,33.333333333333336,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7172,0.5,1.0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,557.0,9,6,19,18,3,37,1.0,1.0,,1.0,1.0,,2.0,15,,,,,,1.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,,4.761904761904762,,0.3333333333333333,0.125,0.3333333333333333,1.0,1.0,1.0,,,1.0,0.6083,,,,8.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,1.0,0.6083,0.6083,1.0,1.0,0.42105263157894735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612740,James Posey,James Posey,1899,NOH,806.0,13,1,25,27,5,52,1.0,1.0,,4.0,5.0,3.0,8.0,23,2.0,1.0,1.0,,2.0,,3.0,5.0,,,,,,,,,,0.25,0.25,0.8,0.5,0.5,0.375,26.666666666666668,,,0.18181818181818182,,0.125,1.0,1.0,1.0,,0.5,0.4621375,,,25.099999999999998,5.0,7.0,,,,,,,,1.0,1.0,2.0,6.0,,2.0,2.0,,,2.0,5.0,,1.0,,1.0,,1.0,0.2,0.125,,,,,,0.5475,0.3408,,0.25,0.2,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,0.5,0.2222222222222222,0.5,0.6666666666666666,0.125,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.375,1.0,13.819999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,1934.0,32,-27,63,64,8,127,1.0,4.0,,3.0,7.0,,8.0,75,4.0,2.0,2.0,,4.0,2.0,6.0,6.0,,,1.0,,1.0,4.0,4.0,,1.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.4444444444444444,,14.084507042253522,1.0,0.2857142857142857,0.2,0.2857142857142857,0.5714285714285714,0.25,0.3333333333333333,1.0,,0.5714285714285714,0.48021428571428576,0.125,0.125,,18.0,32.0,,,,,,,,1.0,1.0,3.0,2.0,,,,6.0,,3.0,18.0,,1.0,,1.0,,0.75,,,,,,,,,0.3871,,0.375,0.2857142857142857,1.0,2.0,1.0,1.0,,,,,,3.0,1.0,0.25,0.16666666666666666,,0.25,0.2857142857142857,0.5,0.5,0.14285714285714285,1.0,1.0,,,5.171428571428571,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1610612740,Peja Stojakovic,Peja Stojakovic,978,NOH,505.0,8,-10,17,17,3,34,,,,1.0,1.0,1.0,4.0,22,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,14.285714285714286,,,0.14285714285714285,,,,,,,0.5,0.40807499999999997,0.3333333333333333,0.5,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,0.16666666666666666,,,,,,0.5,1.0,1.0,0.5,,15.3,2.0,,,1.0,,,,,,,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,1361.0,23,-24,43,45,4,88,3.0,4.0,,3.0,7.0,,7.0,57,6.0,,,,,1.0,2.0,2.0,3.0,1.0,4.0,2.0,5.0,4.0,4.0,,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.3888888888888889,,29.787234042553195,0.8,0.16666666666666666,0.125,0.16666666666666666,0.5714285714285714,0.75,0.75,1.0,,0.5714285714285714,0.47715714285714295,0.125,0.125,,13.0,30.0,2.0,2.0,,,2.0,2.0,5.0,,,,,,,,5.0,,,13.0,1.0,,1.0,,0.8333333333333334,,,,,1.0,1.0,,,0.525,,0.7142857142857143,,0.3023255813953488,,1.0,,2.0,,,,,,1.0,,,0.1,,,0.14285714285714285,,,0.2857142857142857,,,,,7.4,1.0,,,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,1697.0,28,-25,55,56,7,111,1.0,5.0,,1.0,8.0,,8.0,64,2.0,4.0,5.0,,11.0,,2.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0,7.0,,2.0,1.0,1.0,0.125,0.125,0.3181818181818182,,24.193548387096776,0.5,,0.08695652173913043,,0.625,0.2,0.5,1.0,,0.625,0.5721875000000001,0.2,0.2,,18.0,32.0,,,1.0,3.0,,,,1.0,4.0,7.0,,,1.0,1.0,,,7.0,18.0,,0.25,,0.25,,0.5,0.058823529411764705,0.04,0.125,,,0.75,0.3333333333333333,,0.647575,,0.875,0.32727272727272727,,1.0,,2.0,,,,,,2.0,,,0.11764705882352941,,0.125,0.125,,,0.25,,,,,5.4375,6.0,5.0,3.0,4.0,1.0,,,1.0,,,,,1.0,0.375,0.6,0.16666666666666666,,,,,1.0,2.0,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,1610612740,Devin Brown,Devin Brown,2484,NOH,906.0,15,-14,30,30,2,60,1.0,1.0,,1.0,1.0,3.0,2.0,35,2.0,,,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.25,0.25,0.75,16.129032258064516,1.0,,0.18181818181818182,,0.25,1.0,1.0,1.0,,1.0,0.5818,,,25.633333333333336,15.0,19.0,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,1.0,,2.0,15.0,,1.0,,0.5,,0.5,,,,,,0.5,1.0,,0.62285,,1.0,0.5,,,,,3.0,,,3.0,,2.0,,,0.25,,0.4,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612740,Morris Peterson,Morris Peterson,2050,NOH,1243.0,21,-23,40,41,3,81,,,1.0,,2.0,3.0,6.0,51,,1.0,1.0,,2.0,,2.0,3.0,1.0,1.0,,,,2.0,4.0,,2.0,,,,0.3,0.42857142857142855,0.6,16.27906976744186,,,0.06666666666666667,,,,,,0.2,0.6,0.50615,0.2857142857142857,0.5,24.233333333333334,13.0,30.0,,,,,,,,,,1.0,,,1.0,1.0,3.0,1.0,1.0,13.0,,,,,,0.5,0.1,0.06666666666666667,0.2,,,,,,,,0.16666666666666666,0.325,,,,2.0,2.0,,,2.0,,1.0,1.0,0.5,0.1111111111111111,,,,,,0.4,,,0.4,,21.1,3.0,1.0,,1.0,,2.0,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,1610612740,Tyson Chandler,Tyson Chandler,2199,NOH,284.0,5,-8,10,9,3,19,,1.0,,,1.0,,1.0,11,,,,,,,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,,,,,0.25,,30.769230769230766,1.0,,0.4,,1.0,,,,,1.0,0.5856,0.5,0.5,,,,,1.0,,,,1.0,1.0,,,,,,2.0,3.0,1.0,,,,,,,,0.25,,0.3333333333333333,0.375,0.5,1.0,,,,0.5856,,1.0,,,,,,,,,,,,2.0,,,0.4,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
