EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefLongMidRangeReboundPct,SecondChanceFtPoints,PtsPutbacks,Travels,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,SecondChanceCorner3Frequency,Fg2aBlocked,NonShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,Technical Free Throw Trips,ShortMidRangePctBlocked,LongMidRangePctBlocked,Loose Ball Fouls Drawn,PenaltyCorner3FGM,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Accuracy,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,OffCorner3ReboundPct,3SecondViolations,on,HeaveAttempts,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,10007.0,167,-27.0,305,305,68,79,32,610,9.0,14.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,4.0,12.0,1.0,4.0,9.0,1.0,1.0,2.0,3.0,13.0,22.0,8.0,21.0,9.0,59.0,364,1.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,11.0,8.0,18.0,18.0,6.0,9.0,4.0,7.0,3.0,10.0,2.0,1.0,4.0,1.0,2.0,23.0,1.0,4.0,3.0,4.0,1.0,8.0,5.0,13.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,17.0,30.0,1.0,1.0,11.0,2.0,11.0,3.0,7.0,2.0,2.0,2.0,2.0,11.0,68,1.0,0.3076923076923077,0.3076923076923077,0.75,0.38095238095238093,1.0,0.5,0.38095238095238093,0.5909090909090909,0.3333333333333333,0.5,0.5813953488372093,0.625,0.625,0.6276595744680851,0.625,0.6875,0.4883720930232558,14.912280701754387,0.5,0.08333333333333333,0.04040404040404041,0.042105263157894736,0.07142857142857142,0.025,0.04964539007092199,0.037037037037037035,0.10526315789473684,0.03225806451612903,0.022222222222222223,0.03571428571428571,0.029411764705882353,0.12,0.06896551724137931,0.07692307692307693,0.045454545454545456,1.0,0.32558139534883723,0.6428571428571429,0.6428571428571429,0.4444444444444444,0.06976744186046512,0.3333333333333333,0.3333333333333333,0.11627906976744186,0.6,0.6,0.27906976744186046,0.3333333333333333,0.3333333333333333,1.0,0.20930232558139536,0.4444444444444444,0.4444444444444444,0.5,0.75,0.3333333333333333,1.0,0.25,1.0,1.0,0.125,1.0,0.125,0.375,0.6666666666666666,0.813953488372093,0.4444444444444444,0.5398627906976743,0.647325,0.42275625,0.14893617021276595,0.2692307692307692,0.0847457627118644,0.1864406779661017,5.95909090909091,23.790476190476188,0.22295081967213115,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101123,1610612742,Gerald Green,Gerald Green,101123,DAL,731.0,12,-6.0,19,20,7,13,3,39,1.0,1.0,,,1.0,1.0,,,1.0,4.0,,,,,2.0,,,,,2.0,5.0,,2.0,,4.0,20,,1.0,,,,2.0,3.0,,,,4.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,2.0,,1.0,,,,,4.0,7,,0.5,0.5,,,,,,0.4,,0.6666666666666666,0.2857142857142857,,0.6666666666666666,0.25,,0.5,0.2857142857142857,37.5,1.0,,0.4,,,,0.4,,,,,,,,,,,,0.14285714285714285,1.0,1.0,1.0,,,,0.5714285714285714,0.25,0.25,,,,,0.2857142857142857,,,,,,,,,,0.3333333333333333,1.0,,,,0.42857142857142855,,0.48024285714285714,0.3643,0.5059333333333333,0.125,0.16666666666666666,,1.0,13.88,24.75,0.3684210526315789,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,4338.0,72,7.0,127,127,32,31,12,254,7.0,9.0,2.0,2.0,2.0,2.0,3.0,8.0,4.0,6.0,,,,,,,,,,14.0,23.0,,,4.0,32.0,144,2.0,4.0,,,5.0,3.0,4.0,,,,6.0,22.0,6.0,,,,,2.0,2.0,4.0,2.0,,1.0,,1.0,10.0,,2.0,2.0,9.0,1.0,12.0,2.0,14.0,,3.0,2.0,1.0,2.0,1.0,1.0,,1.0,3.0,,,4.0,8.0,2.0,,6.0,,5.0,1.0,3.0,,,,,6.0,32,1.0,0.7857142857142857,0.8461538461538461,,,,,,0.6086956521739131,0.5,0.75,0.6086956521739131,0.5,0.75,0.64,0.625,0.75,,20.0,0.6666666666666666,0.16666666666666666,0.20930232558139536,0.05405405405405406,0.08333333333333333,,0.16417910447761194,0.03508771929824561,,0.07142857142857142,0.07142857142857142,,0.38461538461538464,0.16666666666666666,0.11764705882352941,,,,0.391304347826087,0.7777777777777778,0.7777777777777778,0.8571428571428571,0.34782608695652173,0.375,0.375,0.2608695652173913,0.6666666666666666,0.6666666666666666,,,,,,,,,0.5,1.0,0.5,,,,0.5,1.0,,,,0.391304347826087,,0.46021304347826086,0.4758,0.46167500000000006,0.12,0.12,0.15625,0.1875,7.895652173913044,,0.25196850393700787,0.1111111111111111,1.0,2.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101189,1610612742,James Singleton,James Singleton,101189,DAL,1196.0,20,-25.0,32,36,12,23,4,68,,,,,,,,,3.0,3.0,,1.0,,1.0,2.0,,,,,3.0,3.0,1.0,3.0,,9.0,48,,,,1.0,,2.0,2.0,,,,4.0,6.0,,3.0,,2.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,2.0,,,2.0,,1.0,1.0,2.0,,,1.0,,2.0,,1.0,,,,,4.0,12,1.0,1.0,1.0,1.0,0.3333333333333333,,,0.3333333333333333,1.0,,1.0,0.75,,1.0,0.6428571428571429,,1.0,0.5,23.684210526315788,,0.5,0.1,0.08333333333333333,,,0.07692307692307693,0.05263157894736842,0.3333333333333333,,,,,,,,,,,,,,,,,0.5,1.0,1.0,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,0.5,0.5,0.4745333333333333,0.60015,0.39349999999999996,0.14285714285714285,0.25,,0.4444444444444444,18.5,24.2,0.375,0.16666666666666666,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,4609.0,77,11.0,134,132,38,24,16,266,7.0,9.0,1.0,1.0,1.0,1.0,,3.0,3.0,5.0,1.0,1.0,,1.0,5.0,,,1.0,1.0,10.0,17.0,2.0,6.0,6.0,32.0,155,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,18.0,3.0,3.0,5.0,1.0,7.0,6.0,13.0,2.0,4.0,4.0,,3.0,32.0,,2.0,2.0,2.0,1.0,5.0,2.0,7.0,,,,,1.0,1.0,,,,1.0,,,1.0,3.0,,,9.0,2.0,9.0,1.0,4.0,,,,,7.0,38,,0.1,0.1,0.5,0.3333333333333333,,1.0,0.3333333333333333,0.5882352941176471,1.0,1.0,0.5652173913043478,1.0,1.25,0.5925925925925926,1.5,0.875,0.2608695652173913,17.880794701986755,1.0,0.16666666666666666,0.0425531914893617,0.04878048780487805,0.09090909090909091,,0.057971014492753624,0.03278688524590164,,0.09090909090909091,0.05,,0.06666666666666667,0.06666666666666667,0.1,0.08333333333333333,,,0.391304347826087,0.7777777777777778,0.875,0.14285714285714285,0.13043478260869565,,,0.21739130434782608,0.6,0.6,0.043478260869565216,1.0,1.0,1.0,0.21739130434782608,0.2,0.2,,1.0,1.0,,,,,0.5,1.0,,0.5,1.0,0.6521739130434783,0.2,0.49846956521739133,0.7086,0.536725,0.15384615384615385,0.2,0.09375,0.21875,6.5588235294117645,24.533333333333335,0.2835820895522388,,1.0,,,,,,,,1.0,1.0,0.058823529411764705,0.1111111111111111,,,,,,,,,,,,,True,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,5790.0,96,-11.0,177,174,35,43,19,351,1.0,2.0,,,,1.0,3.0,8.0,4.0,12.0,,2.0,,6.0,12.0,,1.0,1.0,1.0,8.0,22.0,6.0,14.0,9.0,43.0,218,,,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,8.0,8.0,15.0,3.0,12.0,6.0,8.0,,8.0,,,2.0,2.0,4.0,16.0,,,2.0,4.0,,6.0,,6.0,,1.0,1.0,,2.0,,1.0,,2.0,3.0,,1.0,1.0,6.0,,,9.0,,13.0,,6.0,,,,,6.0,35,1.0,0.5,0.5,0.8333333333333334,0.42857142857142855,,1.0,0.42857142857142855,0.36363636363636365,,0.16666666666666666,0.4722222222222222,,0.35714285714285715,0.5,,0.375,0.3888888888888889,22.727272727272727,0.6666666666666666,,0.0784313725490196,,0.08,,0.07894736842105263,,,,,,,,0.1111111111111111,,,,0.05555555555555555,0.5,1.0,,0.2222222222222222,0.375,0.5,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.05555555555555555,,,,0.3333333333333333,0.5,0.5,0.8333333333333334,,,,1.0,,,0.14285714285714285,,,0.14285714285714285,1.0,0.4444444444444444,0.5,0.4718972222222222,0.60585,0.45055000000000006,0.14285714285714285,0.21428571428571427,0.023255813953488372,0.13953488372093023,12.872727272727273,24.857142857142858,0.1977401129943503,0.16666666666666666,1.0,,,0.6666666666666666,0.5,,1.0,,4.0,,0.18181818181818182,0.5,1.0,0.25,0.08333333333333333,,,,,,,,,,True,,,,,,,,,,,
200797,1610612742,Ryan Hollins,Ryan Hollins,200797,DAL,2272.0,38,-30.0,68,68,17,38,6,136,4.0,5.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,4.0,7.0,,,,8.0,96,1.0,2.0,,,2.0,1.0,1.0,,,,2.0,6.0,2.0,,,,,1.0,,1.0,,,1.0,,,2.0,1.0,4.0,2.0,,1.0,3.0,5.0,8.0,,1.0,,1.0,2.0,2.0,1.0,,,3.0,1.0,,5.0,9.0,,,3.0,,,,,,,,,2.0,17,2.0,0.75,0.75,,,,,,0.5714285714285714,0.5,1.0,0.5714285714285714,0.5,1.0,0.5714285714285714,0.5,1.0,,13.157894736842104,0.6666666666666666,0.25,,0.18181818181818182,0.16666666666666666,0.1111111111111111,0.08,0.16129032258064516,0.2,,0.3333333333333333,0.14285714285714285,,,0.2222222222222222,,,,0.7142857142857143,0.8,0.8,0.75,0.14285714285714285,,,0.14285714285714285,,,,,,,,,,,1.0,0.5,,,,,1.0,1.0,,,,0.7142857142857143,,0.5096142857142858,0.54435,0.6413,,,0.25,0.25,4.128571428571428,,0.25,,,,1.0,,,,,,1.0,,0.14285714285714285,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,
2679,1610612742,Matt Carroll,Matt Carroll,2679,DAL,538.0,9,-11.0,15,16,2,15,1,31,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,2.0,,,,2.0,19,,,,,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,2.0,2,1.0,,,,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,17.64705882352941,1.0,,,,1.0,,0.4,,,,,,,,,1.0,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,,0.46555,,0.5819,,,,1.0,6.25,,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,6052.0,101,-19.0,191,193,43,55,18,384,2.0,2.0,,,,,,,2.0,6.0,1.0,1.0,1.0,2.0,8.0,,,,1.0,4.0,8.0,3.0,9.0,6.0,23.0,232,,,,,,,,1.0,2.0,2.0,5.0,4.0,4.0,6.0,3.0,8.0,2.0,13.0,2.0,15.0,2.0,,4.0,4.0,5.0,32.0,,1.0,4.0,8.0,2.0,14.0,1.0,15.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,,,4.0,,1.0,3.0,5.0,,,4.0,,8.0,,2.0,1.0,1.0,1.0,1.0,5.0,43,,0.5,0.5,0.6666666666666666,0.3333333333333333,,0.5,0.3333333333333333,0.5,,,0.5,,0.75,0.5476190476190477,,0.625,0.5294117647058824,11.79245283018868,0.5,0.3333333333333333,0.13114754098360656,0.018518518518518517,0.13333333333333333,,0.13186813186813187,0.013157894736842105,,,0.037037037037037035,,0.08333333333333333,0.14285714285714285,0.125,0.16666666666666666,0.1,1.0,0.11764705882352941,1.0,1.0,0.5,,,,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.058823529411764705,1.0,1.0,1.0,0.47058823529411764,0.25,0.25,0.5,,,,,,,,,0.5,0.5,,0.6470588235294118,0.25,0.49561176470588236,,0.6018,0.10526315789473684,0.2,,0.21739130434782608,14.350000000000001,24.688888888888886,0.225130890052356,0.17391304347826086,,,,,0.5,,2.0,,,2.0,,,,,,,1.0,2.0,1.0,,,,,,True,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,2332.0,39,-21.0,77,78,14,11,7,155,2.0,5.0,,,,1.0,1.0,6.0,1.0,12.0,,1.0,1.0,,,,,,,4.0,23.0,,1.0,3.0,11.0,89,,1.0,,,,,2.0,,1.0,,,2.0,6.0,,,,,4.0,1.0,5.0,1.0,,2.0,1.0,1.0,11.0,,1.0,1.0,3.0,,4.0,1.0,5.0,,,,,3.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,,1.0,4.0,,5.0,1.0,3.0,1.0,1.0,1.0,1.0,,14,,0.25,0.25,,,,,,0.17391304347826086,,,0.16666666666666666,,,0.21153846153846154,,,0.041666666666666664,36.470588235294116,0.6,,0.0967741935483871,0.034482758620689655,0.14285714285714285,,0.10526315789473684,0.02702702702702703,,0.1111111111111111,,,0.07142857142857142,,0.16666666666666666,,,1.0,0.20833333333333334,0.4,0.5,0.5,0.25,0.16666666666666666,0.25,0.5,0.08333333333333333,0.08333333333333333,0.041666666666666664,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,0.25,,0.4667625,0.4508,0.5002666666666666,0.11538461538461539,0.12,,,11.908695652173913,23.2,0.18181818181818182,0.2,,,,,,,,,3.0,,0.13043478260869565,0.2,,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,
