EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,OffThreePtRebounds,BlockedAtRim,OffThreePtReboundPct,OffArc3ReboundPct,FTOffRebounds,SelfOReb,Travels,BlockedLongMidRange,RecoveredBlocks,OffensiveGoaltends,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,3SecondViolations,on
101130,1610612743,Johan Petro,Johan Petro,101130,DEN,97.0,2,-1,4,3,4,3,7,7,1,4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1497,1610612743,Chauncey Billups,Chauncey Billups,1497,DEN,30274.0,505,66,968,965,372,360,1933,1050,31,372,3.0,0.384297520661157,102.0,17.0,35.0,2.0,3.0,6.0,14.0,5.0,14.0,18.0,43.0,4.0,6.0,1.0,1.0,2.0,4.0,32.0,64.0,3.0,7.0,12.0,26.0,40.0,92.0,36.0,70.0,79.0,267.0,4.0,7.0,4.0,8.0,4.0,24.0,10.0,29.0,14.0,30.0,43.0,105.0,16.0,64.0,54.0,54.0,2.0,64.0,32.0,7.0,63.0,22.0,85.0,17.0,5.0,31.0,12.0,20.0,192.0,5.0,16.0,25.0,8.0,49.0,5.0,54.0,17.0,10.0,7.0,15.0,4.0,12.0,10.0,3.0,3.0,25.0,1.0,11.0,11.0,1.0,2.0,66.0,1.0,3.0,88.0,4.0,1.0,11.0,25.0,1.0,15.0,1.0,2.0,1.0,1.0,1.0,3.0,105.0,15.0,0.2,0.20512820512820512,0.5,0.5142857142857142,0.5,0.4666666666666667,0.5142857142857142,0.43478260869565216,0.5714285714285714,0.3448275862068966,0.5802469135802469,0.6666666666666666,0.5254237288135594,0.6515151515151515,0.7058823529411765,0.6158536585365854,0.43209876543209874,0.07608695652173914,0.2,20.59095106186519,0.6,0.23529411764705882,0.0859106529209622,0.0165016501650165,0.12903225806451613,0.09879518072289156,0.012135922330097087,0.008620689655172414,0.01694915254237288,0.0234375,0.0875,0.0449438202247191,0.11475409836065574,0.14285714285714285,0.09090909090909091,0.21604938271604937,0.4857142857142857,0.6071428571428571,0.058823529411764705,0.08641975308641975,0.35714285714285715,0.35714285714285715,0.2,0.2654320987654321,0.4186046511627907,0.4186046511627907,0.3333333333333333,0.037037037037037035,0.6666666666666666,0.6666666666666666,1.0,0.3950617283950617,0.5,0.5,0.4375,0.2,0.6666666666666666,0.06666666666666667,1.0,1.0,0.4666666666666667,0.42857142857142855,1.0,0.23728813559322035,0.42857142857142855,0.06779661016949153,0.5,0.4406779661016949,0.46153846153846156,0.6481481481481481,0.5,0.5072326086956521,0.5076149999999999,0.5108432203389831,0.14207650273224043,0.22123893805309736,0.014285714285714285,0.0898876404494382,0.39325842696629215,10.365217391304348,25.502857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,True
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,5359.0,89,-26,172,183,87,81,355,225,8,87,2.0,0.5058139534883721,26.0,5.0,10.0,2.0,3.0,3.0,6.0,3.0,3.0,2.0,4.0,1.0,1.0,,,1.0,1.0,,7.0,,,,4.0,10.0,17.0,1.0,8.0,1.0,24.0,3.0,4.0,,,,6.0,5.0,9.0,1.0,5.0,1.0,14.0,10.0,10.0,3.0,,6.0,7.0,,,5.0,5.0,10.0,4.0,1.0,4.0,1.0,,25.0,3.0,,5.0,,5.0,5.0,10.0,8.0,3.0,5.0,4.0,1.0,4.0,2.0,1.0,,6.0,,2.0,5.0,,,2.0,1.0,,2.0,,,,1.0,,,1.0,,,,,1.0,14.0,,0.5,0.7142857142857143,1.0,0.125,,0.2,0.125,0.5882352941176471,0.75,0.5555555555555556,0.46,0.75,0.4642857142857143,0.46153846153846156,0.75,0.4666666666666667,0.32,,,16.0,0.6666666666666666,,0.09433962264150944,0.058823529411764705,,0.07042253521126761,0.06493506493506493,0.045454545454545456,0.25,,0.14285714285714285,0.07692307692307693,0.05263157894736842,,,0.4,0.5,0.5,0.4,0.12,1.0,1.0,0.6666666666666666,0.16,0.5,0.5,0.5,0.04,1.0,1.0,1.0,0.28,,,,0.75,0.6666666666666666,,,,,,,0.42857142857142855,0.5,0.07142857142857142,1.0,0.2857142857142857,,0.72,,0.545698,0.4768666666666667,0.575025,0.038461538461538464,0.05555555555555555,,0.25,0.5833333333333334,5.776470588235294,24.5,2.0,1.0,0.07692307692307693,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,True
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,32299.0,538,63,1030,1034,397,390,2064,1132,60,397,14.0,0.38543689320388347,112.0,43.0,61.0,10.0,14.0,15.0,22.0,17.0,38.0,14.0,47.0,1.0,1.0,,,,,,4.0,,1.0,,1.0,74.0,146.0,1.0,5.0,23.0,174.0,12.0,20.0,,1.0,6.0,30.0,22.0,52.0,,1.0,12.0,56.0,120.0,28.0,3.0,,16.0,4.0,,10.0,28.0,6.0,34.0,4.0,2.0,12.0,3.0,13.0,74.0,15.0,21.0,45.0,4.0,70.0,24.0,94.0,18.0,8.0,10.0,14.0,2.0,5.0,12.0,4.0,9.0,26.0,3.0,6.0,29.0,2.0,3.0,22.0,,1.0,35.0,3.0,,,18.0,,1.0,14.0,,,,4.0,14.0,56.0,,0.8108108108108109,0.9090909090909091,1.0,0.2,,,0.2,0.5068493150684932,0.6,0.4230769230769231,0.5,0.5714285714285714,0.41509433962264153,0.5209580838323353,0.625,0.45901639344262296,0.033112582781456956,0.0684931506849315,0.11475409836065574,16.623600344530576,0.5384615384615384,0.10810810810810811,0.14240506329113925,0.046296296296296294,0.16030534351145037,0.1476510067114094,0.05203619909502263,0.0546875,0.07936507936507936,0.022556390977443608,0.09782608695652174,0.15789473684210525,0.16279069767441862,0.11578947368421053,0.2777777777777778,0.40397350993377484,0.7049180327868853,0.7962962962962963,0.7441860465116279,0.25165562913907286,0.4473684210526316,0.4857142857142857,0.8235294117647058,0.31125827814569534,0.2978723404255319,0.2978723404255319,1.0,0.006622516556291391,1.0,1.0,1.0,0.026490066225165563,,,,0.6666666666666666,0.7142857142857143,,,,0.047619047619047616,,,0.41509433962264153,0.6818181818181818,,,0.018867924528301886,,0.4370860927152318,,0.4790903973509934,0.5558571428571428,0.47864716981132077,0.10843373493975904,0.11180124223602485,,0.1724137931034483,0.3218390804597701,8.034246575342467,25.339999999999996,8.0,7.0,0.06779661016949153,0.07,1.0,1.0,2.0,3.0,9.0,1.0,0.07894736842105263,0.021739130434782608,0.05555555555555555,0.015151515151515152,0.6428571428571429,0.2,,,,,,,,,,True
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,28344.0,472,67,900,903,327,325,1803,1001,47,327,12.0,0.36333333333333334,98.0,46.0,86.0,11.0,20.0,15.0,25.0,17.0,34.0,29.0,73.0,1.0,3.0,,1.0,1.0,2.0,15.0,42.0,1.0,2.0,3.0,15.0,92.0,193.0,16.0,45.0,86.0,318.0,13.0,25.0,1.0,3.0,7.0,36.0,25.0,59.0,4.0,17.0,40.0,102.0,82.0,102.0,42.0,6.0,14.0,41.0,15.0,18.0,43.0,10.0,53.0,8.0,2.0,27.0,7.0,9.0,116.0,15.0,12.0,33.0,3.0,48.0,18.0,66.0,18.0,10.0,8.0,16.0,2.0,9.0,13.0,,7.0,29.0,,9.0,20.0,4.0,6.0,85.0,1.0,4.0,103.0,10.0,,3.0,43.0,,12.0,7.0,1.0,1.0,,2.0,8.0,102.0,12.0,0.44565217391304346,0.4823529411764706,0.875,0.35555555555555557,0.3333333333333333,0.23529411764705882,0.36363636363636365,0.47668393782383417,0.52,0.423728813559322,0.48739495798319327,0.5178571428571429,0.40789473684210525,0.5565371024734982,0.5806451612903226,0.5151515151515151,0.18907563025210083,0.09326424870466321,0.1511627906976744,30.769230769230766,0.5517241379310345,0.08823529411764706,0.12177121771217712,0.0528169014084507,0.10434782608695652,0.11658031088082901,0.047619047619047616,0.07272727272727272,0.03333333333333333,0.043859649122807015,0.09090909090909091,0.12359550561797752,0.14285714285714285,0.12048192771084337,0.0625,0.36134453781512604,0.5348837209302325,0.6301369863013698,0.41304347826086957,0.14285714285714285,0.5,0.5666666666666667,0.47058823529411764,0.3067226890756303,0.3972602739726027,0.4027777777777778,0.4827586206896552,0.012605042016806723,0.3333333333333333,0.3333333333333333,1.0,0.17647058823529413,0.35714285714285715,0.36585365853658536,0.8666666666666667,0.7142857142857143,0.55,0.03571428571428571,,,0.07142857142857142,0.5,1.0,0.32894736842105265,0.6,0.02631578947368421,0.5,0.19736842105263158,0.2,0.5504201680672269,0.36585365853658536,0.49971504237288134,0.5467195652173913,0.47802905405405394,0.15867158671586715,0.1902654867256637,,0.11320754716981132,0.32075471698113206,8.484455958549225,26.137777777777778,3.0,5.0,0.031914893617021274,,,6.0,2.0,,4.0,,0.11764705882352941,,0.17647058823529413,0.05555555555555555,0.5,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,0.022222222222222223,0.0136986301369863,0.023809523809523808,,True
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,4425.0,74,34,145,147,86,90,292,132,5,86,,0.593103448275862,14.0,1.0,3.0,1.0,1.0,1.0,2.0,,,1.0,3.0,4.0,6.0,,,2.0,2.0,2.0,7.0,1.0,1.0,1.0,3.0,2.0,6.0,6.0,13.0,5.0,27.0,1.0,2.0,1.0,1.0,,5.0,2.0,4.0,3.0,5.0,2.0,15.0,4.0,,18.0,,,7.0,2.0,,3.0,,3.0,,,1.0,,2.0,6.0,2.0,3.0,14.0,1.0,18.0,4.0,22.0,2.0,2.0,,,,,,,,,,,3.0,,,3.0,1.0,,6.0,,,,2.0,,1.0,,,,,,,15.0,1.0,1.0,1.0,1.0,0.46153846153846156,1.0,0.6,0.46153846153846156,0.3333333333333333,0.5,0.5,0.5789473684210527,0.8333333333333334,0.7222222222222222,0.6136363636363636,0.8333333333333334,0.75,0.6842105263157895,,,13.414634146341465,,0.14285714285714285,0.2641509433962264,0.0425531914893617,0.13636363636363635,0.22666666666666666,0.056338028169014086,0.043478260869565216,0.25,,0.25,0.3333333333333333,0.24,0.21428571428571427,,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,,,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.3157894736842105,0.6666666666666666,0.6666666666666666,1.0,0.3684210526315789,0.2857142857142857,0.2857142857142857,1.0,0.3333333333333333,1.0,,,,0.3333333333333333,1.0,1.0,0.2222222222222222,0.5,0.2222222222222222,1.0,0.3333333333333333,0.3333333333333333,0.8421052631578947,0.2857142857142857,0.5644342105263158,0.53405,0.5709777777777778,0.09523809523809523,0.25,,0.18518518518518517,0.5555555555555556,10.183333333333334,24.246153846153845,2.0,,0.08333333333333333,0.09090909090909091,,,,,,,,,,,,1.0,,,,,,,,,,True
2365,1610612743,Chris Andersen,Chris Andersen,2365,DEN,9190.0,153,18,291,295,174,172,586,314,16,174,5.0,0.5979381443298969,41.0,7.0,14.0,2.0,5.0,5.0,10.0,,1.0,,,,1.0,,,,1.0,,,,,,,7.0,15.0,,1.0,12.0,26.0,2.0,5.0,,,1.0,5.0,5.0,11.0,,1.0,12.0,22.0,10.0,4.0,,,2.0,,,3.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,8.0,5.0,20.0,6.0,31.0,13.0,44.0,2.0,1.0,1.0,2.0,,1.0,3.0,,1.0,5.0,1.0,4.0,9.0,3.0,2.0,13.0,5.0,1.0,20.0,,,,3.0,,7.0,15.0,,,,2.0,15.0,22.0,6.0,0.7142857142857143,0.8333333333333334,,,,,,0.4666666666666667,0.4,0.45454545454545453,0.4375,0.4,0.4166666666666667,0.5,0.35714285714285715,0.5,0.0625,0.2,0.21428571428571427,9.144542772861357,0.4,0.6666666666666666,0.2,0.08602150537634409,0.1388888888888889,0.18382352941176472,0.08955223880597014,0.08571428571428572,0.1111111111111111,0.075,0.20588235294117646,0.16666666666666666,0.2222222222222222,0.125,0.16666666666666666,0.875,0.5,0.6363636363636364,0.7142857142857143,0.0625,,,,,,,,0.0625,,,,,,,,1.0,0.4,,,,,,,0.8333333333333334,0.5,0.08333333333333333,,,,0.9375,,0.548528125,0.5305,0.5373708333333332,0.15789473684210525,0.16666666666666666,,0.19230769230769232,0.8461538461538461,0.3466666666666667,23.7,4.0,12.0,0.0975609756097561,0.1111111111111111,1.0,,,1.0,8.0,,,0.05,,,0.5333333333333333,0.5,,,,2.0,,,,,,True
2403,1610612743,Nene,Nene,2403,DEN,21392.0,357,37,683,683,198,177,1366,748,43,198,8.0,0.28989751098096633,66.0,30.0,49.0,7.0,12.0,8.0,15.0,3.0,10.0,9.0,19.0,,,,,,,,,,,,,42.0,78.0,,,36.0,120.0,7.0,13.0,,,3.0,17.0,10.0,19.0,,,19.0,39.0,62.0,22.0,,,10.0,,,8.0,14.0,10.0,24.0,7.0,3.0,10.0,1.0,3.0,58.0,20.0,16.0,42.0,7.0,65.0,24.0,89.0,12.0,8.0,4.0,12.0,1.0,5.0,8.0,,7.0,20.0,3.0,4.0,17.0,2.0,2.0,42.0,3.0,4.0,54.0,8.0,,,24.0,,7.0,7.0,,,,3.0,7.0,39.0,7.0,0.7380952380952381,0.8378378378378378,,,,,,0.5384615384615384,0.5384615384615384,0.5263157894736842,0.5384615384615384,0.5384615384615384,0.5263157894736842,0.594059405940594,0.6071428571428571,0.6290322580645161,,0.10256410256410256,0.12244897959183673,15.900131406044677,0.6,0.2916666666666667,0.20588235294117646,0.09174311926605505,0.18181818181818182,0.19863013698630136,0.08421052631578947,0.09523809523809523,0.1590909090909091,0.05555555555555555,0.21818181818181817,0.2459016393442623,0.17045454545454544,0.16666666666666666,0.22727272727272727,0.6282051282051282,0.6122448979591837,0.6976744186046512,0.7,0.1282051282051282,0.3,0.375,0.3333333333333333,0.24358974358974358,0.47368421052631576,0.47368421052631576,1.0,,,,,,,,,0.9230769230769231,0.5833333333333334,,,,,,,0.7894736842105263,0.5333333333333333,,,,,0.6282051282051282,,0.5192000000000001,0.54845,0.5213263157894737,0.2553191489361702,0.2553191489361702,,0.14166666666666666,0.325,5.337179487179488,,4.0,3.0,0.05970149253731343,0.07272727272727272,,2.0,4.0,1.0,5.0,,0.2,,,0.07142857142857142,0.7142857142857143,0.14285714285714285,,,,,1.0,,,,1.0,True
2747,1610612743,JR Smith,JR Smith,2747,DEN,14834.0,247,8,486,479,276,301,965,559,35,276,6.0,0.5679012345679012,51.0,12.0,17.0,,,6.0,10.0,6.0,8.0,10.0,24.0,3.0,6.0,,,3.0,4.0,20.0,52.0,1.0,3.0,9.0,26.0,28.0,49.0,23.0,58.0,12.0,137.0,,1.0,1.0,3.0,2.0,5.0,15.0,29.0,12.0,30.0,10.0,76.0,16.0,40.0,57.0,12.0,,50.0,20.0,1.0,14.0,6.0,20.0,3.0,3.0,9.0,3.0,2.0,46.0,3.0,12.0,10.0,2.0,24.0,5.0,29.0,6.0,2.0,4.0,5.0,4.0,5.0,11.0,1.0,,16.0,1.0,10.0,19.0,,5.0,18.0,1.0,1.0,24.0,1.0,,,4.0,,9.0,4.0,,,,2.0,4.0,76.0,6.0,0.2857142857142857,0.2857142857142857,0.8260869565217391,0.39655172413793105,0.3333333333333333,0.4,0.4107142857142857,0.5714285714285714,,0.5172413793103449,0.5841121495327103,0.375,0.559322033898305,0.5756302521008403,0.5,0.5671641791044776,0.5420560747663551,0.02040816326530612,0.058823529411764705,24.632352941176467,0.3125,0.1111111111111111,0.06756756756756757,0.022058823529411766,0.1935483870967742,0.10476190476190476,0.024271844660194174,0.016129032258064516,,0.04,0.041666666666666664,0.09090909090909091,0.07142857142857142,0.20454545454545456,0.16666666666666666,0.1588785046728972,0.7058823529411765,0.75,0.3333333333333333,0.07476635514018691,0.75,0.75,0.16666666666666666,0.22429906542056074,0.4166666666666667,0.4166666666666667,0.3,0.056074766355140186,0.5,0.5,1.0,0.48598130841121495,0.38461538461538464,0.39215686274509803,0.8,,,,,,0.75,0.3333333333333333,,0.1694915254237288,0.6,0.06779661016949153,0.75,0.4406779661016949,0.34615384615384615,0.7009345794392523,0.4,0.4942295238095238,0.46980000000000005,0.4811780701754386,0.03636363636363636,0.07692307692307693,,0.0364963503649635,0.5547445255474452,11.048979591836734,26.917241379310347,2.0,,0.02857142857142857,0.01639344262295082,,,,2.0,2.0,,,,0.1111111111111111,,0.5,,2.0,1.0,,,,0.017241379310344827,,0.019230769230769232,,True
2563,1610612743,Dahntay Jones,Dahntay Jones,2563,DEN,15281.0,255,49,471,478,64,51,949,492,39,64,,0.13588110403397027,50.0,23.0,38.0,6.0,12.0,2.0,7.0,2.0,9.0,7.0,12.0,3.0,11.0,,,1.0,2.0,,1.0,,,,1.0,32.0,59.0,3.0,12.0,29.0,102.0,6.0,13.0,,,4.0,16.0,4.0,12.0,1.0,3.0,4.0,15.0,38.0,26.0,9.0,,8.0,,,5.0,8.0,2.0,10.0,1.0,1.0,3.0,1.0,4.0,22.0,13.0,9.0,8.0,1.0,18.0,15.0,33.0,13.0,9.0,4.0,4.0,1.0,2.0,7.0,,2.0,11.0,,3.0,17.0,4.0,2.0,26.0,,4.0,39.0,1.0,,,18.0,,2.0,5.0,,,,2.0,5.0,15.0,1.0,0.59375,0.6785714285714286,1.0,0.25,,0.3333333333333333,0.2727272727272727,0.5423728813559322,0.46153846153846156,0.3333333333333333,0.5140845070422535,0.46153846153846156,0.36666666666666664,0.5666666666666667,0.47058823529411764,0.4411764705882353,0.16901408450704225,0.0847457627118644,0.13157894736842105,18.878504672897197,0.36363636363636365,0.07142857142857142,0.05555555555555555,0.07926829268292683,0.15254237288135594,0.08374384236453201,0.07317073170731707,0.15,0.02857142857142857,0.043478260869565216,,0.023809523809523808,0.1076923076923077,0.16279069767441862,0.125,0.5352112676056338,0.6052631578947368,0.696969696969697,0.5652173913043478,0.1267605633802817,0.2222222222222222,0.2222222222222222,0.5,0.16901408450704225,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.15492957746478872,0.2727272727272727,0.2727272727272727,1.0,0.014084507042253521,,,,0.9230769230769231,0.5,,,,,,,0.4666666666666667,0.2857142857142857,0.13333333333333333,0.5,0.06666666666666667,,0.704225352112676,,0.5659085714285715,0.5987500000000001,0.5221642857142857,0.20454545454545456,0.23684210526315788,,0.1568627450980392,0.14705882352941177,5.005084745762711,25.474999999999998,2.0,2.0,0.04878048780487805,0.0625,,3.0,1.0,1.0,1.0,,,,,0.1,0.2,0.3333333333333333,1.0,,,1.0,1.0,,,,2.0,True
