EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeFGM,Arc3FGA,SecondChanceFG2A,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceShotQualityAvg,SecondChanceFtPoints,SecondChancePoints,ShortMidRangeAssists,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,SecondChanceTsPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChancePointsPct,SecondChanceAtRimFGA,PenaltyArc3FGA,SecondChanceAtRimFrequency,PenaltyArc3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,Arc3Assists,LostBallTurnovers,Travels,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,SecondChanceFg3Pct,LongMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,SelfOReb,SelfORebPct,on,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct,Technical Free Throw Trips,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,PenaltyArc3FGM,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,400.0,7,2,11,11,4,1,22,2.0,2.0,1.0,1.0,1.0,2.0,3,2.0,6,6,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,0.3333333333333333,1.0,33.333333333333336,1.0,1.0,0.16666666666666666,1.0,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.47656666666666664,0.5599,0.25,0.25,0.6666666666666666,4.1000000000000005,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,3025.0,50,-20,89,93,26,10,182,,1.0,,,1.0,1.0,3,2.0,10,106,,,,3.0,2.0,,,,,5.0,,5.0,3.0,2.0,1.0,3.0,26,1.0,1.0,0.3333333333333333,,0.6666666666666666,0.75,0.7142857142857143,0.75,,,8.0,,,,,0.16666666666666666,,,,0.16666666666666666,,,0.6666666666666666,0.5335,0.576225,0.14285714285714285,0.25,0.3,9.200000000000001,0.29213483146067415,47.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,0.08333333333333333,0.1875,0.125,0.16666666666666666,0.08333333333333333,0.15384615384615385,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,22.933333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,381.0,6,6,11,12,5,2,23,,,,,,,1,1.0,1,5,,,1.0,1.0,,,,,,,,,1.0,2.0,,1.0,5,,,,,,,0.25,0.5,,,14.285714285714285,,,,,,,,,,,,,0.4244,,,,1.0,21.6,0.45454545454545453,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,1530.0,26,-9,45,45,15,4,90,,1.0,,,1.0,1.0,5,2.0,4,45,1.0,2.0,2.0,4.0,2.0,,1.0,,,2.0,1.0,3.0,1.0,2.0,,4.0,15,1.0,1.0,0.2,0.5,0.125,0.5,0.2222222222222222,0.6666666666666666,0.2,,22.0,,,0.043478260869565216,,0.125,,,,0.125,,,0.5,0.48243749999999996,0.3228,,,1.0,13.02,0.3333333333333333,21.0,,3.0,,1.0,,,,3.0,,,,,2.0,,4.0,,2.0,,,1.0,1.0,2.0,,1.0,2.0,,,,,,,0.375,0.5,0.11764705882352941,,0.08,0.2,0.16666666666666666,,,0.375,,,,0.125,,,,,,23.96666666666667,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.25,1.0,1.0,1.0,0.25,0.3493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
703,1610612759,Kurt Thomas,Kurt Thomas,703,SAS,4787.0,80,-38,143,145,39,16,288,3.0,4.0,1.0,1.0,,5.0,11,3.0,13,166,1.0,1.0,3.0,5.0,10.0,,1.0,,1.0,19.0,4.0,23.0,4.0,4.0,,5.0,39,1.0,1.0,0.45454545454545453,1.0,0.45454545454545453,1.0,0.5,0.8333333333333334,0.09090909090909091,,10.559006211180124,0.5,,0.05333333333333334,,0.36363636363636365,0.75,1.0,1.0,,1.0,1.0,0.36363636363636365,0.4812636363636363,0.652,,,0.38461538461538464,10.145454545454546,0.2727272727272727,64.0,2.0,7.0,,,,,,,,,,1.0,2.0,1.0,5.0,4.0,14.0,1.0,,2.0,2.0,4.0,,5.0,13.0,,,,,,,,0.5,0.358974358974359,0.13793103448275862,0.2647058823529412,0.2,0.47058823529411764,0.18181818181818182,,0.6363636363636364,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,2.0,2.0,,,,,1.0,,,4.0,,2.0,2.0,,2.0,2.0,0.25,0.0625,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,0.125,0.06666666666666667,0.3333333333333333,1.0,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,2222.0,37,-22,66,67,19,7,133,1.0,3.0,,,,2.0,6,,7,73,,1.0,,,,4.0,1.0,,,6.0,2.0,8.0,1.0,,,,19,,,0.3333333333333333,,0.3888888888888889,,0.3888888888888889,,0.16666666666666666,,13.513513513513514,,,0.05405405405405406,,0.3333333333333333,0.3333333333333333,0.5,,,,,0.6666666666666666,0.5419611111111111,0.48196666666666665,,,,8.966666666666667,0.2878787878787879,33.0,1.0,3.0,1.0,1.0,,,1.0,3.0,,2.0,3.0,,,,,3.0,3.0,,,1.0,1.0,1.0,,2.0,4.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.2,0.16666666666666666,0.5,0.125,0.18181818181818182,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,1.0,1.0,1.0,,,23.933333333333334,,,,2.0,1.0,2.0,,,,2.0,,,1.0,1.0,1.0,2.0,0.3333333333333333,0.06451612903225806,,,,,0.2222222222222222,0.6002,,,,,,,,,,1.0,,0.125,0.0625,,1.0,,1.0,2.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,2079.0,35,-29,63,64,17,8,127,4.0,6.0,,,11.0,10.0,19,2.0,22,88,2.0,5.0,,4.0,6.0,14.0,1.0,,,6.0,3.0,9.0,6.0,6.0,4.0,4.0,17,0.3,0.375,0.5263157894736842,0.4,0.5263157894736842,0.4,0.5238095238095238,0.4,0.05263157894736842,,29.577464788732396,,,0.09375,,0.3157894736842105,0.6666666666666666,0.8,0.25,0.5789473684210527,,,0.3157894736842105,0.4603157894736841,0.35126,0.19047619047619047,0.19047619047619047,0.18181818181818182,7.463157894736843,0.2698412698412698,31.0,,2.0,,,,,,,,,,,1.0,,2.0,4.0,2.0,1.0,1.0,,,,,,3.0,,,,,,,,,0.13333333333333333,0.3333333333333333,0.2222222222222222,,0.14285714285714285,0.3,0.5,0.10526315789473684,,,,,,,,,,,,,6.0,,3.0,,1.0,,1.0,3.0,,,2.0,2.0,2.0,,0.16666666666666666,0.1111111111111111,,0.5454545454545454,0.5454545454545454,0.3333333333333333,,0.6423333333333333,,4.0,,,,2.0,,,,1.0,0.6666666666666666,0.2222222222222222,0.1,0.25,0.5,0.18181818181818182,3.0,,1.0,,2.0,2.0,4.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,3135.0,52,-23,97,96,25,8,193,9.0,14.0,6.0,8.0,5.0,17.0,30,5.0,42,115,9.0,14.0,,18.0,2.0,32.0,1.0,,,2.0,,2.0,7.0,6.0,3.0,18.0,25,0.058823529411764705,0.058823529411764705,0.5666666666666667,0.6428571428571429,0.5441176470588235,0.6,0.5675675675675675,0.6,0.03333333333333333,,42.45283018867924,,,,,0.4117647058823529,0.6428571428571429,0.6923076923076923,,0.14705882352941177,0.5333333333333333,0.75,0.5294117647058824,0.513779411764706,0.51963,0.08108108108108109,0.09090909090909091,0.42857142857142855,8.406666666666668,0.25773195876288657,44.0,6.0,11.0,1.0,1.0,,,1.0,4.0,,1.0,3.0,3.0,9.0,2.0,21.0,1.0,1.0,1.0,1.0,6.0,5.0,8.0,2.0,1.0,2.0,,,1.0,0.25,,0.25,0.11764705882352941,0.75,0.045454545454545456,0.058823529411764705,0.05128205128205128,0.16666666666666666,,0.07142857142857142,,0.3235294117647059,0.5454545454545454,0.5454545454545454,0.16666666666666666,0.029411764705882353,1.0,1.0,1.0,,,25.8,,,2.0,3.0,2.0,3.0,6.0,4.0,2.0,,,2.0,,,,,0.07142857142857142,,,0.4,0.4,,0.08823529411764706,0.5714,,2.0,,,1.0,,,,,,0.5,,,,,0.047619047619047616,1.0,1.0,0.5,0.06666666666666667,1.0,1.0,,,,0.5,0.5,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
714,1610612759,Michael Finley,Michael Finley,714,SAS,1906.0,32,-27,58,56,12,8,114,,2.0,,,,2.0,6,,7,70,,,,,2.0,2.0,1.0,,,3.0,1.0,4.0,2.0,,,,12,0.5,0.5,0.3333333333333333,,0.5,,0.5,,0.16666666666666666,,12.121212121212121,,,0.029411764705882353,,0.2857142857142857,,,,,,,0.42857142857142855,0.5114142857142857,,,,,12.166666666666666,0.20689655172413793,21.0,2.0,4.0,1.0,1.0,,,1.0,1.0,,,3.0,,3.0,,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,1.0,0.14285714285714285,1.0,0.125,0.09090909090909091,0.1111111111111111,,0.2857142857142857,0.125,,0.5714285714285714,0.5,0.5,0.5,0.14285714285714285,1.0,1.0,1.0,,,23.4,,,,,1.0,,3.0,,1.0,1.0,,,,,,1.0,0.5,0.03571428571428571,0.1,,,,,0.5116,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
2427,1610612759,Roger Mason Jr.,Roger Mason Jr.,2427,SAS,2371.0,40,-21,70,73,22,9,143,,,,,,1.0,6,,8,94,,2.0,,,,2.0,1.0,,,2.0,,2.0,1.0,,,,22,,,0.16666666666666666,,0.36363636363636365,,0.36363636363636365,,0.16666666666666666,,17.5,,,,,,,,,,,,0.45454545454545453,0.4612818181818181,0.3881,,,,20.03333333333333,0.3142857142857143,28.0,1.0,6.0,,1.0,,,2.0,5.0,,,3.0,1.0,2.0,1.0,5.0,2.0,,,,3.0,2.0,3.0,1.0,1.0,1.0,,,0.5,0.4,,0.4,0.45454545454545453,1.0,,0.125,0.06666666666666667,,,0.09090909090909091,0.2,0.5454545454545454,0.16666666666666666,0.2,,0.09090909090909091,,,,,,24.46,,,,4.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,0.36363636363636365,0.50145,,3.0,,,,,,,,,0.75,,,,,0.375,,,,,,,,,,,0.75,,,1.0,,2.0,1.0,2.0,1.0,2.0,3.0,2.0,0.5,0.16666666666666666,0.5,0.5,0.5,1.0,0.5,0.5,,,,True,,,,,,,,,,,,,,,,
