EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,PtsUnassisted2s,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimAccuracy,on,ShortMidRangeFGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PtsPutbacks,OffThreePtRebounds,SecondChanceTurnovers,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,LongMidRangePctAssisted,3SecondViolations,ShortMidRangePctBlocked,ShortMidRangePctAssisted,OffensiveGoaltends,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,1243.0,21,-23,40,41,13.0,30,3.0,81,2.0,1.0,1.0,3.0,6.0,6.0,51,2.0,5.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,7.0,1.0,2.0,1.0,5.0,13.0,1.0,0.4166666666666667,0.5,0.6666666666666666,1.0,23.25581395348837,0.5,0.1111111111111111,0.1,0.06666666666666667,0.06666666666666667,0.2,0.25,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.6128333333333333,0.608,0.4,0.4,0.8333333333333334,6.133333333333333,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,267.0,4,1,8,8,3.0,8,1.0,16,,,,,,,8,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,0.25,,,,,,,,,,,,,,0.375,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200756,1610612740,Hilton Armstrong,Hilton Armstrong,200756,NOH,1243.0,21,-23,40,41,13.0,30,3.0,81,4.0,,1.0,6.0,,6.0,51,,,,,,,,,,,,1.0,2.0,,2.0,3.0,1.0,2.0,4.0,,2.0,1.0,2.0,5.0,3.0,2.0,,,1.0,,13.0,1.0,0.42857142857142855,,,,27.906976744186046,0.8,0.1111111111111111,,0.13333333333333333,,,,0.6666666666666666,0.16666666666666666,,0.6666666666666666,0.49161666666666665,,,,,5.25,0.325,1.0,0.16666666666666666,0.16666666666666666,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,6.0,2.0,3.0,5.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.75,0.75,1.0,0.16666666666666666,1.0,1.0,1.0,0.525,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201153,1610612740,Julian Wright,Julian Wright,201153,NOH,1243.0,21,-23,40,41,13.0,30,3.0,81,3.0,,1.0,4.0,2.0,6.0,51,,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,,2.0,4.0,,4.0,,,,1.0,,,,1.0,1.0,3.0,4.0,,1.0,1.0,1.0,13.0,1.0,0.5,0.5,0.25,0.3333333333333333,16.27906976744186,1.0,0.2222222222222222,,0.26666666666666666,,,,0.75,0.25,,0.75,0.4831,,0.2,0.2,0.16666666666666666,4.25,0.325,2.0,0.3333333333333333,0.3333333333333333,1.0,,,,2.0,,,,2.0,,2.0,2.0,,0.5,0.5,0.5,,0.5,,,,0.3333333333333333,0.5,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612740,Morris Peterson,Morris Peterson,2050,NOH,1243.0,21,-23,40,41,13.0,30,3.0,81,,,2.0,2.0,3.0,6.0,51,,1.0,1.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,2.0,4.0,,2.0,,1.0,13.0,,0.42857142857142855,0.5,,,16.27906976744186,,0.1111111111111111,0.1,0.06666666666666667,0.06666666666666667,0.2,0.25,,0.4,,0.6,0.50615,,0.2857142857142857,0.5,0.16666666666666666,21.1,0.325,,,,,,,,,,,,,,2.0,3.0,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.5,0.2,0.4,0.5,0.5,1.0,0.5,24.233333333333334,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612740,James Posey,James Posey,1899,NOH,256.0,4,-4,8,9,,5,2.0,17,1.0,,,1.0,,2.0,10,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,,,20.0,,,0.2,,0.16666666666666666,,,0.5,,,1.0,0.5684,,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,1.0,1.0,1.0,,0.5,,,,1.0,1.0,1.0,,,,,0.5475,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,0.5,,,0.5,,,,,25.3,1.0,1.0,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,1610612740,Devin Brown,Devin Brown,2484,NOH,720.0,12,-20,24,24,10.0,17,,48,1.0,1.0,,1.0,,2.0,33,1.0,,2.0,,,,,,,,,2.0,2.0,,2.0,,,,1.0,,1.0,,,1.0,1.0,,,,,2.0,10.0,,0.3333333333333333,1.0,,,16.666666666666668,1.0,0.4,,0.25,,,,0.3333333333333333,,1.0,1.0,0.6572333333333333,0.8902,,,1.0,,0.4166666666666667,,,,1.0,,,,1.0,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.6666666666666666,,,,,,2.0,,2.0,,2.0,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,,,25.2,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,12064.0,201,-95,377,373,119.0,111,34.0,750,25.0,6.0,17.0,57.0,18.0,83.0,460,15.0,9.0,23.0,4.0,33.0,19.0,52.0,10.0,19.0,123.0,4.0,10.0,18.0,4.0,22.0,8.0,4.0,4.0,17.0,3.0,9.0,7.0,8.0,24.0,30.0,21.0,,9.0,3.0,23.0,119.0,3.0,0.5060975609756098,0.46,0.07017543859649122,0.16,25.542168674698793,0.7083333333333334,0.08620689655172414,0.03278688524590164,0.11688311688311688,0.023809523809523808,0.02702702702702703,0.05555555555555555,0.3424657534246575,0.2328767123287671,0.3,0.5616438356164384,0.4900616438356164,0.43839750000000005,0.11392405063291139,0.14285714285714285,0.27710843373493976,7.821052631578948,0.3156498673740053,8.0,0.21052631578947367,0.20588235294117646,16.0,,2.0,15.0,25.0,1.0,3.0,12.0,4.0,8.0,2.0,8.0,1.0,0.08,0.08,0.43859649122807015,0.3333333333333333,0.4452054794520548,0.5714285714285714,0.6666666666666666,,0.64,0.7619047619047619,0.125,0.2054794520547945,0.2857142857142857,,,0.5199400000000001,0.14457831325301204,3.0,46.0,,,,,,0.12903225806451613,,0.17647058823529413,0.17647058823529413,1.0,5.0,15.0,5.0,16.0,3.0,15.0,5.0,,,,0.2,0.3125,0.3125,0.2191780821917808,,0.0136986301369863,0.2054794520547945,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,26.137500000000003,4.0,4.0,0.0196078431372549,0.5714285714285714,3.0,4.0,0.26666666666666666,0.35,0.5,False,6.0,2.0,2.0,5.0,2.0,4.0,2.0,5.0,12.0,9.0,1.0,13.0,2.0,1.0,3.0,3.0,0.5,0.4,0.058823529411764705,0.25,0.05555555555555555,0.4,0.4,0.5,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,2612.0,44,1,78,80,29.0,6,13.0,158,3.0,2.0,2.0,6.0,3.0,8.0,78,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,10.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,,1.0,4.0,4.0,,1.0,1.0,4.0,29.0,1.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,14.130434782608695,,0.03125,,0.025,,,,0.3,0.2,0.6666666666666666,0.7,0.52349,0.6378,0.09090909090909091,0.14285714285714285,0.5,7.333333333333333,0.3717948717948718,,,,1.0,,,1.0,1.0,,,,2.0,,,1.0,,1.0,1.0,0.16666666666666666,,0.25,,,,0.3333333333333333,0.5,1.0,0.1,,,,,,,,,1.0,1.0,1.0,,0.05263157894736842,,,,,1.0,4.0,1.0,4.0,3.0,4.0,1.0,,,,1.0,0.25,0.25,0.4,,,0.4,0.25,0.25,1.0,0.25,24.4,,,,,1.0,1.0,0.5,0.3333333333333333,0.5,False,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,4555.0,76,-13,145,146,69.0,62,18.0,291,10.0,2.0,1.0,12.0,4.0,16.0,157,3.0,3.0,7.0,2.0,,,,,,,9.0,6.0,9.0,10.0,19.0,3.0,2.0,1.0,2.0,,1.0,,1.0,2.0,7.0,5.0,,1.0,2.0,7.0,69.0,2.0,0.5333333333333333,0.5833333333333334,0.16666666666666666,0.2,10.365853658536587,1.0,0.13636363636363635,0.18,0.12307692307692308,0.14705882352941177,0.15789473684210525,0.16666666666666666,0.7692307692307693,0.07692307692307693,0.5,0.8461538461538461,0.5168115384615384,0.4302125,0.07692307692307693,0.08333333333333333,0.4375,2.033333333333333,0.47586206896551725,2.0,0.09523809523809523,0.058823529411764705,6.0,2.0,3.0,1.0,6.0,2.0,3.0,4.0,10.0,2.0,6.0,9.0,,0.8333333333333334,1.0,0.5,0.6666666666666666,0.46153846153846156,0.6666666666666666,0.6666666666666666,,0.6,0.75,0.8333333333333334,0.07692307692307693,1.0,0.6666666666666666,0.5,0.5752,0.25,,2.0,2.0,2.0,1.0,2.0,2.0,0.14285714285714285,1.0,,,,,1.0,,1.0,,1.0,,1.0,1.0,2.0,,,,0.07692307692307693,0.1111111111111111,,0.07692307692307693,,,,,31.5,,,0.23529411764705882,,2.0,2.0,0.6666666666666666,0.5,1.0,False,,,,1.0,,,,1.0,,,,,2.0,,1.0,1.0,,,0.14285714285714285,0.25,0.5,,,,0.25,,2.0,1.0,1.0,1.0,0.05555555555555555,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,
