EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,Travels,2pt And 1 Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SelfOReb,BlockedAtRim,3SecondViolations,SelfORebPct,Loose Ball Fouls,Loose Ball Fouls Drawn,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,on,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,8794.0,147,-27.0,290,289,90.0,97,31.0,579,7.0,14.0,2.0,4.0,2.0,5.0,2.0,9.0,1.0,7.0,15.0,1.0,1.0,4.0,11.0,28.0,7.0,16.0,19.0,62.0,322,1.0,3.0,3.0,3.0,7.0,1.0,4.0,5.0,14.0,6.0,16.0,18.0,3.0,15.0,7.0,4.0,30.0,6.0,36.0,5.0,1.0,17.0,3.0,10.0,78.0,2.0,1.0,8.0,9.0,2.0,11.0,7.0,5.0,2.0,8.0,3.0,7.0,7.0,1.0,1.0,15.0,2.0,2.0,4.0,12.0,2.0,19.0,1.0,24.0,9.0,3.0,14.0,90.0,2.0,0.2727272727272727,0.2727272727272727,0.8571428571428571,0.4375,0.25,0.4375,0.39285714285714285,0.42857142857142855,0.48863636363636365,0.4090909090909091,0.5535714285714286,0.5,0.5,0.36363636363636365,0.14285714285714285,0.21428571428571427,0.2,21.472392638036812,0.5333333333333333,0.1038961038961039,0.0196078431372549,0.034482758620689655,0.08490566037735849,0.015873015873015872,0.027777777777777776,0.01818181818181818,0.041666666666666664,0.08695652173913043,0.16666666666666666,0.0625,0.3181818181818182,0.5,0.6363636363636364,0.42857142857142855,0.11363636363636363,0.4,0.5,0.20454545454545456,0.2222222222222222,0.2222222222222222,0.022727272727272728,0.3409090909090909,0.4666666666666667,0.4666666666666667,0.8571428571428571,1.0,0.36363636363636365,0.5,0.36363636363636365,0.25,0.6818181818181818,0.4666666666666667,0.5245022727272727,0.3813,0.5248272727272727,0.16981132075471697,0.24324324324324326,0.04838709677419355,0.22580645161290322,7.778571428571429,25.24375,0.3103448275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,308.0,5,2.0,11,11,8.0,11,3.0,22,,,,,,,,,1.0,,,,,,,,,1.0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,1.0,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.54045,,,,,,,,22.8,0.7272727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200758,1610612762,Ronnie Brewer,Ronnie Brewer,200758,UTA,9452.0,158,-17.0,308,308,94.0,109,35.0,616,11.0,17.0,6.0,9.0,1.0,3.0,8.0,27.0,,,2.0,,,1.0,20.0,47.0,,2.0,11.0,51.0,340,,1.0,9.0,9.0,17.0,,1.0,8.0,26.0,32.0,8.0,,,2.0,,4.0,8.0,5.0,13.0,4.0,1.0,4.0,2.0,2.0,31.0,4.0,8.0,7.0,16.0,7.0,23.0,7.0,6.0,1.0,7.0,,5.0,4.0,2.0,3.0,11.0,1.0,4.0,7.0,9.0,,12.0,1.0,16.0,9.0,,26.0,94.0,,0.8,0.8421052631578947,,,,,0.425531914893617,0.5294117647058824,0.40816326530612246,0.5,0.45535714285714285,0.6428571428571429,0.5652173913043478,0.04081632653061224,0.0851063829787234,0.17647058823529413,0.3333333333333333,19.197707736389685,0.6363636363636364,0.08045977011494253,0.037383177570093455,0.24242424242424243,0.125,0.05223880597014925,,0.05084745762711865,0.07692307692307693,,0.14705882352941177,0.16666666666666666,0.3469387755102041,0.6470588235294118,0.7857142857142857,0.8181818181818182,0.061224489795918366,0.3333333333333333,0.5,0.5510204081632653,0.2962962962962963,0.2962962962962963,,0.04081632653061224,,,,,0.5,0.6666666666666666,0.05555555555555555,,0.3877551020408163,,0.4893030612244898,0.4567399999999999,0.5008333333333332,0.16071428571428573,0.16666666666666666,0.17647058823529413,0.5098039215686274,11.719148936170214,24.85,0.3051948051948052,3.0,4.0,4.0,6.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.07692307692307693,0.1111111111111111,0.08333333333333333,0.09523809523809523,0.16666666666666666,0.3333333333333333,1.0,1.0,0.75,0.6666666666666666,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200794,1610612762,Paul Millsap,Paul Millsap,200794,UTA,5049.0,84,-9.0,170,167,73.0,83,22.0,337,12.0,19.0,3.0,5.0,2.0,2.0,1.0,4.0,,,,,,,15.0,25.0,,,4.0,34.0,186,,,8.0,3.0,6.0,,,1.0,7.0,24.0,6.0,,,,,3.0,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,9.0,4.0,2.0,6.0,9.0,5.0,14.0,3.0,3.0,,,,,3.0,,,3.0,,2.0,3.0,8.0,1.0,4.0,,7.0,2.0,2.0,7.0,73.0,1.0,0.8,0.8571428571428571,,,,,0.6,0.5,0.6,0.5,0.6071428571428571,0.5,0.5,,0.12,0.15789473684210525,,15.897435897435898,,0.125,0.06896551724137931,0.10526315789473684,0.11940298507462686,0.0684931506849315,0.047619047619047616,0.09375,0.125,0.14285714285714285,0.1111111111111111,,0.76,0.631578947368421,0.75,0.8333333333333334,0.08,1.0,1.0,0.16,0.25,0.25,,,,,,,0.8333333333333334,0.6,,,0.76,,0.532876,0.5136857142857143,0.5096166666666667,0.07692307692307693,0.07692307692307693,0.23529411764705882,0.20588235294117646,3.156,,0.4294117647058823,4.0,6.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,3.0,0.5,0.5,0.2,0.06666666666666667,,0.09090909090909091,,0.2222222222222222,,0.5,1.0,0.75,0.6666666666666666,0.5,1.0,2.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,8642.0,144,-27.0,284,284,83.0,93,31.0,568,14.0,25.0,7.0,9.0,7.0,12.0,11.0,22.0,,,,,,,32.0,59.0,,,22.0,86.0,316,,3.0,11.0,10.0,16.0,,,16.0,36.0,42.0,22.0,,,,,3.0,7.0,1.0,8.0,1.0,,5.0,,2.0,17.0,9.0,7.0,30.0,42.0,10.0,52.0,5.0,1.0,4.0,8.0,,5.0,3.0,3.0,,11.0,1.0,6.0,8.0,12.0,1.0,17.0,,27.0,13.0,1.0,36.0,83.0,1.0,0.65625,0.7,,,,,0.5423728813559322,0.625,0.5423728813559322,0.625,0.5972222222222222,0.9166666666666666,0.72,,0.05084745762711865,0.08,0.08333333333333333,25.9375,0.7272727272727273,0.39473684210526316,0.0891089108910891,0.23333333333333334,0.3490566037735849,0.08130081300813008,0.08333333333333333,0.1111111111111111,0.32,0.42857142857142855,0.43333333333333335,0.3125,0.423728813559322,0.56,0.6086956521739131,0.6428571428571429,0.2033898305084746,0.5833333333333334,0.6363636363636364,0.3728813559322034,0.5,0.5,,,,,,,0.5625,0.7777777777777778,,,0.423728813559322,,0.48278135593220345,0.56258,0.51845,0.18309859154929578,0.18309859154929578,0.12790697674418605,0.4186046511627907,8.047457627118643,,0.29225352112676056,3.0,4.0,4.0,5.0,4.0,1.0,5.0,,1.0,1.0,,1.0,1.0,3.0,0.8,0.8,0.4166666666666667,0.045454545454545456,,0.058823529411764705,,0.14285714285714285,1.0,0.5714285714285714,0.7272727272727273,0.8,0.75,0.3333333333333333,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
1723,1610612762,Matt Harpring,Matt Harpring,1723,UTA,620.0,10,-2.0,22,23,11.0,21,1.0,45,1.0,1.0,1.0,1.0,,,2.0,3.0,,,1.0,,,,3.0,4.0,,1.0,,6.0,24,,,,2.0,2.0,,,,4.0,6.0,,,,1.0,,,2.0,,2.0,,,2.0,,,4.0,,,,2.0,,2.0,,,,,,,,,,,,,1.0,2.0,,,,,,,4.0,11.0,,1.0,1.0,,,,,0.75,1.0,0.6,1.0,0.6,,1.0,0.2,,,,20.833333333333336,,,,,,,,,,,,,0.2,1.0,1.0,1.0,,,,0.6,0.6666666666666666,0.6666666666666666,,0.2,,,,,0.5,1.0,,,0.4,,0.42965,,0.4501,,,,0.6666666666666666,12.625,24.6,0.5,,,,,,,2.0,,,,,,,,,,0.6666666666666666,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,4762.0,79,-30.0,156,157,33.0,33,14.0,313,8.0,14.0,2.0,3.0,3.0,4.0,3.0,7.0,,,2.0,1.0,,1.0,14.0,25.0,,2.0,3.0,31.0,183,1.0,,,3.0,5.0,,1.0,1.0,7.0,26.0,2.0,,,2.0,,2.0,6.0,,6.0,,,4.0,,2.0,12.0,2.0,1.0,1.0,3.0,2.0,5.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,1.0,1.0,,5.0,,6.0,2.0,1.0,7.0,33.0,1.0,0.9285714285714286,0.9285714285714286,,,,,0.56,0.6,0.5185185185185185,0.5,0.5166666666666667,,0.5,0.07407407407407407,0.08,0.14285714285714285,,18.497109826589597,0.5,0.02,0.037037037037037035,0.058823529411764705,0.029850746268656716,0.029850746268656716,0.05,0.034482758620689655,,,0.05,,0.5185185185185185,0.5714285714285714,0.6666666666666666,1.0,0.14814814814814814,0.75,0.75,0.25925925925925924,0.42857142857142855,0.42857142857142855,,0.07407407407407407,,,,0.2,0.5,0.6666666666666666,0.16666666666666666,,0.5925925925925926,,0.5104685185185185,0.5846333333333334,0.4743916666666667,0.06896551724137931,0.07407407407407407,,0.22580645161290322,6.515999999999999,26.95,0.21153846153846154,,3.0,,4.0,,,1.0,,,1.0,,1.0,1.0,,,,0.16666666666666666,,,,,0.14285714285714285,1.0,0.6666666666666666,1.0,0.6,,,1.0,1.0,,0.09090909090909091,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,1982.0,33,-2.0,64,64,5.0,5,6.0,128,1.0,1.0,,,,1.0,,3.0,,,,,,,1.0,5.0,,,6.0,8.0,67,,2.0,4.0,,,,,2.0,2.0,,2.0,,,,,,1.0,,1.0,,,,,1.0,2.0,4.0,,5.0,6.0,4.0,10.0,1.0,1.0,,,,,,,,,,,2.0,8.0,,9.0,4.0,8.0,3.0,1.0,2.0,5.0,1.0,,,,,,,0.2,,0.2,,0.4444444444444444,1.0,1.0,,,,,12.857142857142858,,0.29411764705882354,0.16,,0.23809523809523808,0.14285714285714285,0.3333333333333333,0.06666666666666667,0.14285714285714285,0.16666666666666666,0.75,,0.2,1.0,1.0,,0.2,,,0.6,,,,,,,,,,,,,0.2,,0.45010000000000006,0.5818,,0.375,0.375,0.5,0.25,12.02,,0.078125,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,1.0,1.0,1.0,0.3333333333333333,,0.25,,,,,,,1.0,1.0,,1.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2594,1610612762,Kyle Korver,Kyle Korver,2594,UTA,5130.0,86,9.0,164,164,67.0,73,20.0,328,1.0,1.0,,,,,2.0,10.0,8.0,5.0,10.0,2.0,1.0,3.0,3.0,11.0,9.0,18.0,5.0,38.0,177,4.0,,9.0,,5.0,3.0,6.0,2.0,11.0,4.0,2.0,27.0,,10.0,5.0,,8.0,1.0,9.0,1.0,,6.0,,2.0,19.0,1.0,,2.0,2.0,1.0,3.0,2.0,,2.0,2.0,,2.0,,,,2.0,,1.0,1.0,4.0,,7.0,1.0,7.0,1.0,1.0,11.0,67.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,0.2727272727272727,,0.5689655172413793,0.4090909090909091,0.5967741935483871,1.125,0.4583333333333333,0.6206896551724138,,,,17.64705882352941,1.0,0.045454545454545456,0.017241379310344827,,0.03225806451612903,0.0136986301369863,,0.030303030303030304,,0.125,,,0.034482758620689655,1.0,1.0,,,,,0.3448275862068966,0.2,0.2,0.27586206896551724,0.3448275862068966,0.5,0.5,1.0,0.5,,,0.2727272727272727,0.3333333333333333,0.6551724137931034,0.5,0.5207931034482759,0.57815,0.46624090909090915,0.03333333333333333,0.08333333333333333,0.23684210526315788,0.2894736842105263,15.52727272727273,24.172222222222224,0.40853658536585363,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,,1.125,,,,,,,1.0,,1.0,,,,,,,,,,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,0.75,0.5,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.2727272727272727,0.6666666666666666,,,,True,,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,1863.0,31,8.0,53,54,2.0,8,8.0,107,,1.0,,,,,1.0,3.0,,1.0,3.0,,,,1.0,4.0,1.0,3.0,,5.0,57,,,,,,,,,,2.0,,3.0,,3.0,1.0,1.0,4.0,,4.0,,,,1.0,3.0,8.0,,3.0,2.0,5.0,2.0,7.0,,,,2.0,,1.0,,1.0,,2.0,,,2.0,3.0,,1.0,,,,,,2.0,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.25,,0.35714285714285715,,0.35714285714285715,,,0.42857142857142855,0.25,1.0,,14.0625,1.0,0.1111111111111111,,0.3333333333333333,0.18518518518518517,0.04,,,,0.14285714285714285,0.1,0.3333333333333333,0.14285714285714285,,,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.5714285714285714,0.3333333333333333,0.49081428571428576,0.5626,,,,,,13.9,25.3,0.03773584905660377,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,0.14285714285714285,,0.16666666666666666,,0.3333333333333333,,,1.0,1.0,,,1.0,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,True,,
