EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Clear Path Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PtsAssisted3s,HeaveAttempts,Fg2aBlocked,AtRimAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,Assisted3sPct,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,Arc3PctAssisted,OffCorner3ReboundPct,DefShortMidRangeReboundPct,Corner3Assists,ShortMidRangePctBlocked,SecondChanceFtPoints,ShortMidRangeAssists,SelfOReb,SelfORebPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,PenaltyCorner3FGM,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,FTOffRebounds,SecondChanceTurnovers,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,3SecondViolations
1630,1610612738,Mikki Moore,Mikki Moore,1630,BOS,3946.0,66.0,-36,128,139,53,80,13.0,267,3.0,6.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,10.0,5.0,15.0,157,3.0,5.0,6.0,2.0,6.0,2.0,6.0,6.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,5.0,4.0,3.0,2.0,9.0,6.0,15.0,2.0,2.0,1.0,1.0,5.0,11.0,2.0,1.0,7.0,3.0,6.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,6.0,53,5.0,1.0,0.6,1.0,0.5,0.6,0.3333333333333333,0.5,0.6,0.3333333333333333,0.5769230769230769,0.6,0.42857142857142855,9.722222222222223,0.25,0.07894736842105263,0.10416666666666667,0.26666666666666666,0.07142857142857142,0.1320754716981132,0.0967741935483871,0.1875,0.125,0.041666666666666664,0.1111111111111111,0.06666666666666667,0.11764705882352941,0.3076923076923077,0.8,0.6,0.5,0.5,0.3333333333333333,0.1,1.0,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,0.3333333333333333,0.5,0.3333333333333333,0.6,0.51351,0.615675,0.4696833333333334,0.16666666666666666,0.16666666666666666,0.4,0.4,6.68,0.4140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,1893.0,32.0,-26,60,68,30,50,6.0,128,2.0,3.0,,,2.0,2.0,1.0,2.0,3.0,3.0,6.0,8.0,11.0,26.0,84,,,,5.0,5.0,9.0,22.0,2.0,10.0,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,3.0,1.0,3.0,,,10.0,1.0,13.0,4.0,1.0,,,,,,,22.0,30,1.0,1.0,0.16666666666666666,0.16666666666666666,0.75,,1.0,0.6818181818181818,,0.9285714285714286,0.78125,,0.9545454545454546,27.941176470588232,,0.06666666666666667,,0.125,,0.08695652173913043,,,,,,,0.125,0.16666666666666666,,0.2727272727272727,0.6666666666666666,0.6666666666666666,,0.18181818181818182,0.5,0.5,,0.2727272727272727,1.0,1.0,0.3333333333333333,,,,0.2857142857142857,1.0,0.5454545454545454,0.4858636363636364,0.46905,0.4996714285714286,0.3333333333333333,0.36363636363636365,,0.8461538461538461,9.6,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.2727272727272727,1.0,0.09090909090909091,0.18181818181818182,0.5,0.5,1.0,0.14285714285714285,0.14285714285714285,1.0,0.5,0.25,24.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,1964.0,33.0,1,66,73,34,51,7.0,139,3.0,5.0,,,1.0,2.0,1.0,2.0,4.0,5.0,8.0,12.0,1.0,20.0,69,,,,3.0,5.0,,6.0,8.0,8.0,,3.0,,3.0,,2.0,6.0,1.0,,3.0,4.0,1.0,8.0,1.0,9.0,4.0,1.0,1.0,2.0,,2.0,,,2.0,,4.0,,2.0,1.0,,,,1.0,,6.0,34,1.0,1.0,0.5,0.5,0.6666666666666666,,0.6,0.59375,,0.375,0.5555555555555556,,0.3333333333333333,25.333333333333332,0.16666666666666666,0.23529411764705882,,0.375,0.16666666666666666,0.28,0.03333333333333333,,,,0.3333333333333333,0.3,0.16666666666666666,0.2857142857142857,,0.3125,0.6,0.75,,0.125,0.5,0.5,1.0,0.3125,0.8,0.8,0.75,,,,0.25,0.5,0.5625,0.5057433333333333,,0.5184071428571428,,,,0.3,10.433333333333334,0.5151515151515151,1.0,,1.0,1.0,3.0,,2.0,1.0,4.0,,,3.0,,2.0,1.0,1.0,1.0,,1.0,,,,,0.25,,0.3333333333333333,0.25,0.5,0.0625,0.1875,0.3333333333333333,0.3333333333333333,,0.125,0.25,,0.5,,28.925,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.08333333333333333,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,504.0,8.0,-12,16,17,4,5,3.0,33,1.0,4.0,,1.0,,,,,,,1.0,4.0,2.0,4.0,20,,1.0,,,,,,,2.0,,,,,,,,1.0,,,2.0,,2.0,1.0,3.0,,,,1.0,,,,,2.0,,4.0,2.0,,,,,,,,,4,,,,,0.25,,,0.25,,,0.3333333333333333,,,35.0,,0.2857142857142857,,,0.3333333333333333,0.2222222222222222,0.07692307692307693,,,,,,,,,1.0,0.25,0.25,,,,,,,,,,1.0,,,,,1.0,0.580525,,,0.3333333333333333,0.3333333333333333,,,1.525,0.25,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
950,1610612738,Stephon Marbury,Stephon Marbury,950,BOS,2570.0,43.0,-32,83,88,23,38,6.0,171,2.0,4.0,,,,1.0,,1.0,3.0,9.0,5.0,14.0,4.0,14.0,106,1.0,1.0,2.0,1.0,5.0,,2.0,4.0,6.0,,3.0,2.0,5.0,1.0,3.0,12.0,1.0,,,2.0,,2.0,1.0,3.0,,,,3.0,3.0,6.0,,,2.0,,4.0,2.0,,,,,,,,2.0,23,2.0,,0.4,0.4,0.35714285714285715,1.0,0.2,0.3125,1.0,0.16666666666666666,0.3888888888888889,1.0,0.16666666666666666,23.333333333333332,,0.06896551724137931,,,0.125,0.05128205128205128,0.025,,,,0.25,,0.15384615384615385,,,0.25,0.5,0.6666666666666666,0.5,0.0625,,,,0.5625,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.16666666666666666,,0.375,0.4537875,,0.4112,0.1111111111111111,0.125,0.14285714285714285,0.14285714285714285,13.364285714285712,0.27710843373493976,1.0,,1.0,,1.0,,,,2.0,,,1.0,,1.0,,3.0,2.0,1.0,1.0,,,,,,,,0.125,1.0,0.0625,0.0625,,,,0.16666666666666666,,,,,24.5,,,2.0,,,,,,0.14285714285714285,0.25,,,,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,1286.0,21.0,6,41,46,8,23,5.0,87,2.0,2.0,1.0,1.0,2.0,2.0,,,2.0,8.0,4.0,10.0,1.0,9.0,40,1.0,2.0,3.0,3.0,4.0,1.0,7.0,4.0,4.0,2.0,3.0,,3.0,,2.0,6.0,,1.0,2.0,2.0,3.0,7.0,1.0,8.0,5.0,3.0,1.0,1.0,1.0,3.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,7.0,8,1.0,,0.5,0.6666666666666666,0.4,0.5,0.75,0.4,0.5,0.75,0.45,0.75,0.875,22.916666666666668,0.75,0.15384615384615385,0.05,0.5,,0.23529411764705882,0.047619047619047616,,,0.07692307692307693,,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.2,1.0,1.0,,,,,,0.8,0.25,0.25,1.0,0.5,1.0,,0.5,1.0,0.2,0.45844000000000007,0.4447,0.5588,0.1,0.1,0.3333333333333333,0.7777777777777778,15.500000000000004,0.1951219512195122,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,1571.0,26.0,3,51,58,22,45,6.0,109,2.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,3.0,8.0,,6.0,57,1.0,3.0,2.0,1.0,1.0,,2.0,2.0,4.0,2.0,1.0,,1.0,,,2.0,,3.0,,,,,3.0,3.0,,,,,1.0,2.0,,,2.0,,,,,1.0,,1.0,,1.0,,2.0,22,1.0,,0.3333333333333333,0.5,0.375,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,15.254237288135593,,,0.17647058823529413,,,,0.15,0.4,,0.1,,,,,,0.5555555555555556,0.4,0.6666666666666666,0.5,0.1111111111111111,1.0,1.0,,0.2222222222222222,,,,1.0,0.3333333333333333,,0.5,1.0,0.6666666666666666,0.5197666666666667,0.5752333333333334,0.5104,,,0.3333333333333333,0.3333333333333333,6.625,0.43137254901960786,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,0.1111111111111111,,,0.1111111111111111,,,,,0.5,,,,25.6,,,2.0,,,,,,0.25,0.4,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,2127.0,35.0,-39,69,72,15,27,8.0,141,,1.0,,,,,,,2.0,7.0,2.0,8.0,,13.0,92,,,3.0,,2.0,,,4.0,,,1.0,,1.0,,,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,15,,,1.0,1.0,0.25,,,0.38235294117647056,1.5,,0.38235294117647056,1.5,,24.358974358974358,,0.041666666666666664,,,,0.03225806451612903,,,,,,0.1111111111111111,,,,0.058823529411764705,,,,,,,,0.4117647058823529,0.2857142857142857,0.2857142857142857,1.0,,,,,,0.5882352941176471,0.5031676470588234,0.58905,0.3889,,,0.23076923076923078,,19.037499999999998,0.21739130434782608,3.0,,,2.0,6.0,,,3.0,9.0,1.0,,,,6.0,2.0,1.0,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,0.5294117647058824,0.5,0.17647058823529413,0.35294117647058826,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,24.255555555555556,9.0,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,
2243,1610612738,Brian Scalabrine,Brian Scalabrine,2243,BOS,640.0,11.0,-10,20,22,7,9,,42,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,2.0,2.0,7.0,34,,,,1.0,1.0,2.0,4.0,,2.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,2.0,,1.0,,,,,,,4.0,7,,1.0,,,0.5,,1.0,0.8333333333333334,,1.0,0.875,,1.0,25.0,,0.3333333333333333,,,,0.3333333333333333,,,,,,0.5,,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,1.0,1.0,0.6666666666666666,0.5217333333333333,,0.5726,,,,0.5714285714285714,8.65,0.35,1.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,23.0,3.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,720.0,12.0,-7,23,25,18,19,3.0,48,,,,,,,,3.0,,,,3.0,,,28,,,,,1.0,,,,,,1.0,,1.0,,1.0,2.0,,,1.0,,2.0,3.0,,3.0,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,18,,,,,,,,,,,,,,19.23076923076923,1.0,,,0.16666666666666666,,0.08333333333333333,,,,,,,,0.16666666666666666,,,,,,1.0,,,,,,,,,,,,,,0.39409999999999995,,0.4101,,,,,6.7,0.782608695652174,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,2.0,,,,,,0.6666666666666666,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
