EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,FG2A,OpponentPoints,SecondChanceFG2A,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,DefThreePtRebounds,DefRebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFGM,SecondChanceAtRimFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG3A,Points,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,DefTwoPtRebounds,SelfOReb,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,on,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,Corner3Assists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,FTOffRebounds,Travels,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,LongMidRangePctBlocked
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,200.0,3.0,3.0,6.0,7,3.0,13,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,11.11111111111111,0.25,0.25,1.0,1.0,1.0,1.0,0.533,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201238,1610612737,Mario West,Mario West,201238,ATL,200.0,3.0,3.0,6.0,7,3.0,13,,,,5.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201629,1610612737,Othello Hunter,Othello Hunter,201629,ATL,6.0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1610612737,Speedy Claxton,Speedy Claxton,2049,ATL,200.0,3.0,3.0,6.0,7,3.0,13,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1610612737,Maurice Evans,Maurice Evans,2230,ATL,200.0,3.0,3.0,6.0,7,3.0,13,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,44.44444444444444,0.25,0.25,,0.25,1.0,0.5,0.503325,0.5446,,1.0,,0.25,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,0.25,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.25,1.0,0.5,8.1,22.4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,194.0,3.0,3.0,6.0,6,3.0,12,1.0,1.0,4.0,5.0,1.0,,,,,1.0,1.0,3.0,44.44444444444444,0.25,0.25,,0.25,1.0,0.25,0.453075,0.5808,,2.0,,0.5,,1.0,1.0,1.0,1.0,2.0,,2.0,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,1.0,0.25,0.5,0.5,0.5,1.0,,1.0,0.5,8.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,5838.0,97.0,-16.0,177.0,170,18.0,347,10.0,2.0,23.0,181.0,2.0,5.0,6.0,2.0,13.0,2.0,3.0,9.0,20.81218274111675,0.030303030303030304,0.037037037037037035,0.029411764705882353,0.3448275862068966,1.0,0.5517241379310345,0.5031053571428571,0.5841000000000001,2.0,6.0,0.08333333333333333,0.038461538461538464,0.11764705882352941,6.0,1.0,6.0,1.0,7.0,3.0,9.0,6.0,30.0,1.0,2.0,12.0,6.0,,1.0,,0.6666666666666666,0.6666666666666666,0.391304347826087,0.5,0.3620689655172414,0.5,0.42857142857142855,0.5,0.20689655172413793,0.018518518518518517,,,,0.6,0.75,0.20689655172413793,0.2413793103448276,0.14285714285714285,0.14285714285714285,1.0,0.10344827586206896,0.5,0.06666666666666667,8.017391304347825,28.233333333333334,False,36.0,37.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,9.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,2.0,3.0,2.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,8.0,1.0,3.0,10.0,1.0,1.0,13.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,36.0,1.0,0.16666666666666666,0.2,0.5,0.3333333333333333,0.5,0.17391304347826086,0.2,0.3333333333333333,0.3333333333333333,0.375,0.06666666666666667,0.058823529411764705,0.1111111111111111,0.05,0.5,0.6666666666666666,0.3333333333333333,0.5,0.5,0.10344827586206896,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.5,0.7376,0.17647058823529413,0.21428571428571427,0.13333333333333333,0.2033898305084746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,23388.0,390.0,-45.0,673.0,676,88.0,1349,10.0,,58.0,750.0,4.0,37.0,46.0,7.0,101.0,4.0,6.0,37.0,18.028534370946822,0.01639344262295082,0.01812688821752266,0.010526315789473684,0.09433962264150944,,0.5471698113207547,0.4766076190476191,0.5186099999999999,12.0,31.0,0.13333333333333333,0.10652920962199312,0.10294117647058823,6.0,,10.0,14.0,38.0,6.0,23.0,48.0,145.0,2.0,24.0,20.0,26.0,2.0,19.0,2.0,0.43478260869565216,0.45454545454545453,0.39655172413793105,0.5,0.5849056603773585,0.7857142857142857,0.6217391304347826,0.8,0.4528301886792453,0.0945273631840796,0.04,0.13636363636363635,0.03773584905660377,0.6,0.75,0.09433962264150944,0.3584905660377358,0.3684210526315789,0.3684210526315789,0.5714285714285714,0.05660377358490566,,0.16551724137931034,14.089655172413792,25.64583333333333,False,157.0,161.0,2.0,2.0,3.0,24.0,42.0,6.0,26.0,21.0,7.0,10.0,8.0,12.0,38.0,9.0,1.0,41.0,24.0,3.0,9.0,3.0,22.0,8.0,2.0,,10.0,6.0,4.0,17.0,7.0,,5.0,24.0,3.0,5.0,12.0,34.0,,5.0,30.0,1.0,8.0,22.0,2.0,5.0,6.0,2.0,1.0,1.0,2.0,1.0,38.0,157.0,5.0,0.5416666666666666,0.5531914893617021,0.7,0.7222222222222222,0.7916666666666666,0.05172413793103448,0.2,0.1,0.7083333333333334,,0.022988505747126436,,0.018867924528301886,0.0847457627118644,0.5,0.3333333333333333,0.3,0.3333333333333333,,0.39622641509433965,0.5714285714285714,0.5714285714285714,0.1111111111111111,1.0,0.3333333333333333,0.5853658536585366,0.4625323529411765,0.045871559633027525,0.08196721311475409,0.2620689655172414,0.23328380386329867,2.0,1.0,1.0,1.0,2.0,5.0,9.0,3.0,6.0,10.0,2.0,4.0,69.0,6.0,2.0,12.0,2.0,5.0,0.8846153846153846,0.6,0.5,0.029411764705882353,0.037037037037037035,0.22727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.875,0.07142857142857142,1.0,1.0,0.6428571428571429,0.5555555555555556,0.8,0.1111111111111111,0.5,0.5,,,,,,,,,,,,,,
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,4432.0,74.0,-35.0,134.0,133,26.0,267,5.0,4.0,11.0,157.0,5.0,,1.0,,3.0,6.0,8.0,15.0,8.024691358024691,0.1,0.10126582278481013,0.05263157894736842,0.45454545454545453,0.8,0.45454545454545453,0.43297272727272734,0.576825,1.0,7.0,0.0625,0.15217391304347827,,3.0,2.0,2.0,2.0,4.0,,6.0,,14.0,2.0,4.0,8.0,4.0,4.0,6.0,,0.6666666666666666,1.0,0.5454545454545454,0.4,0.5454545454545454,0.4,0.5833333333333334,0.4,,0.2,,0.23529411764705882,,0.6,0.75,0.18181818181818182,0.36363636363636365,0.5,0.5,1.0,,0.5,0.2857142857142857,8.209090909090909,,False,66.0,85.0,,,1.0,,,,,2.0,3.0,5.0,,2.0,8.0,,,,,1.0,1.0,1.0,,,2.0,,1.0,,1.0,1.0,,,,1.0,,1.0,7.0,9.0,,,2.0,1.0,,2.0,,1.0,,,,,,,8.0,66.0,,,,0.6,0.6,0.6666666666666666,0.09090909090909091,0.2,,1.0,,0.10526315789473684,0.17857142857142858,0.15384615384615385,0.125,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,0.29984,0.08333333333333333,0.08333333333333333,0.5714285714285714,0.4925373134328358,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
201238,1610612737,Mario West,Mario West,201238,ATL,2577.0,43.0,-31.0,81.0,82,17.0,163,6.0,1.0,9.0,99.0,1.0,2.0,2.0,2.0,4.0,,,4.0,13.0,,,,0.6,1.0,0.7,0.5612777777777778,,1.0,4.0,0.14285714285714285,0.21052631578947367,0.25,2.0,1.0,2.0,,1.0,,2.0,1.0,5.0,1.0,2.0,,4.0,,3.0,,,,0.2222222222222222,1.0,0.2,1.0,0.20833333333333334,1.0,0.1,0.25,,0.3333333333333333,,0.3333333333333333,0.5,0.2,0.1,,,,,1.0,0.4,3.988888888888889,44.0,False,56.0,68.0,1.0,4.0,,,1.0,1.0,,1.0,1.0,5.0,1.0,1.0,3.0,,1.0,,,3.0,,,,,,,2.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,,,2.0,,,4.0,,1.0,1.0,,,,,,3.0,56.0,1.0,,,0.2,0.16666666666666666,0.1875,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,0.1,,,0.6666666666666666,0.25,0.16666666666666666,,0.63026,0.09090909090909091,0.1,0.6,0.691358024691358,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
