EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,BadPassTurnovers,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceCorner3FGA,PenaltyArc3FGM,FTOffRebounds,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Technical Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,DefensiveGoaltends,3SecondViolations,on,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Clear Path Fouls,BlockedCorner3
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,6218.0,104,7,185,195,57,41,21.0,380,8.0,13.0,2.0,3.0,5.0,1.0,4.0,9.0,17,3.0,21.0,207,3.0,3.0,5.0,6.0,18.0,1.0,1.0,1.0,2.0,1.0,6.0,7.0,15.0,3.0,25.0,7.0,32.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,7.0,15.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,6.0,3.0,3.0,6.0,5.0,1.0,6.0,57,1.0,1.0,0.5294117647058824,0.6,0.5294117647058824,0.6,0.5526315789473685,0.6,11.057692307692307,0.25,0.5,0.2459016393442623,0.10526315789473684,0.25,0.04,0.24719101123595505,0.08536585365853659,0.11764705882352941,0.045454545454545456,0.16666666666666666,0.058823529411764705,0.21052631578947367,0.3125,0.23076923076923078,0.2,0.3076923076923077,0.8333333333333334,0.7647058823529411,0.6153846153846154,0.6153846153846154,1.0,0.23529411764705882,0.25,0.25,1.0,0.6666666666666666,1.0,0.6,0.7647058823529411,0.5491117647058823,0.5147333333333334,0.5435800000000001,0.10526315789473684,0.10526315789473684,0.2857142857142857,2.447058823529412,0.3081081081081081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,4270.0,71,4,131,128,22,20,10.0,259,4.0,4.0,,,,3.0,6.0,11.0,25,3.0,25.0,139,2.0,2.0,4.0,4.0,20.0,,,,,,2.0,,8.0,,8.0,2.0,10.0,,,,1.0,,,1.0,,,1.0,3.0,1.0,,6.0,1.0,2.0,5.0,3.0,,,,,,,4.0,22,0.9090909090909091,1.0,0.44,0.5,0.44,0.5,0.46296296296296297,0.5,19.444444444444446,1.0,,0.17391304347826086,0.05263157894736842,,,0.13559322033898305,0.0392156862745098,0.1,0.09090909090909091,,,0.14285714285714285,0.25,0.16666666666666666,,,,0.16,1.0,1.0,1.0,0.24,0.5,0.5,1.0,,,,0.16,0.43005200000000005,0.3236,0.35465,0.1111111111111111,0.1111111111111111,0.16,12.591999999999999,0.16793893129770993,4.0,15.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6,0.26666666666666666,0.26666666666666666,0.75,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1533,1610612753,Anthony Johnson,Anthony Johnson,1533,ORL,16773.0,280,17,506,508,141,123,54.0,1014,11.0,18.0,1.0,4.0,7.0,8.0,27.0,23.0,55,9.0,82.0,526,8.0,8.0,17.0,27.0,8.0,31.0,39.0,22.0,86.0,2.0,5.0,5.0,13.0,1.0,19.0,7.0,26.0,11.0,6.0,5.0,8.0,4.0,2.0,12.0,1.0,6.0,16.0,28.0,,2.0,21.0,1.0,3.0,18.0,6.0,,,,,,,27.0,141,0.17391304347826086,0.2,0.41818181818181815,0.47058823529411764,0.4294117647058823,0.4318181818181818,0.44086021505376344,0.48214285714285715,18.584070796460175,0.6666666666666666,0.07142857142857142,0.07222222222222222,0.03546099290780142,0.08064516129032258,0.028169014084507043,0.0743801652892562,0.0330188679245283,0.02564102564102564,0.07272727272727272,,0.044444444444444446,0.1111111111111111,0.08823529411764706,0.043478260869565216,0.07317073170731707,0.09523809523809523,,0.21176470588235294,0.6111111111111112,0.6111111111111112,0.2727272727272727,0.3176470588235294,0.2962962962962963,0.2962962962962963,0.125,0.1,0.3181818181818182,0.5714285714285714,0.5647058823529412,0.49243869047619043,0.46118125,0.4938857142857143,0.07692307692307693,0.1,0.32926829268292684,7.987272727272728,0.27865612648221344,4.0,10.0,4.0,13.0,38.0,6.0,6.0,1.0,0.5,0.55,0.5909090909090909,0.11764705882352941,0.4,0.4444444444444444,,0.15853658536585366,5.0,9.0,1.0,2.0,4.0,21.0,1.0,2.0,3.0,9.0,30.0,1.0,2.0,2.0,1.0,5.0,8.0,18.0,9.0,1.0,20.0,4.0,1.0,8.0,2.0,6.0,6.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,0.6666666666666666,0.3,0.5,0.2,0.3103448275862069,0.35294117647058826,0.01818181818181818,0.1,0.08,0.10588235294117647,0.5555555555555556,0.5555555555555556,0.8,0.24705882352941178,0.19047619047619047,0.19047619047619047,0.5,0.2,0.5,0.09090909090909091,0.5,0.13636363636363635,0.2,0.03225806451612903,25.45,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1747,1610612753,Rafer Alston,Rafer Alston,1747,ORL,432.0,7,-3,16,15,14,9,2.0,31,,1.0,,,1.0,,,,1,2.0,2.0,15,,,1.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,2.0,14,,,,,,,0.5,0.5,16.666666666666668,1.0,,,,0.2,,0.1111111111111111,,,,,,,,,0.2,,,1.0,,,,,,,,,1.0,,1.0,0.4211,,0.4211,,,1.0,,0.875,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,11843.0,197,3,358,359,105,102,36.0,717,11.0,12.0,1.0,4.0,5.0,1.0,3.0,14.0,21,13.0,83.0,379,1.0,4.0,6.0,20.0,24.0,2.0,2.0,1.0,4.0,,6.0,5.0,9.0,2.0,16.0,7.0,23.0,5.0,3.0,2.0,4.0,6.0,3.0,10.0,,5.0,6.0,20.0,,2.0,18.0,,4.0,20.0,8.0,4.0,2.0,1.0,4.0,2.0,,20.0,105,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.5932203389830508,0.4375,0.6102941176470589,0.5,19.696969696969695,0.4,0.2222222222222222,0.075,0.06382978723404255,0.11627906976744186,,0.08588957055214724,0.04054054054054054,,0.07894736842105263,0.11538461538461539,,0.03125,,0.11594202898550725,0.10714285714285714,0.13333333333333333,0.5,0.2033898305084746,0.9166666666666666,1.0,0.8181818181818182,0.05084745762711865,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3125,0.8,0.847457627118644,0.5672618644067796,0.6039625,0.5736062500000001,0.13432835820895522,0.2857142857142857,0.24096385542168675,6.461904761904761,0.29329608938547486,2.0,6.0,1.0,5.0,4.0,,1.0,1.0,1.0,0.4166666666666667,0.4166666666666667,0.1016949152542373,0.3333333333333333,0.3333333333333333,1.0,0.060240963855421686,8.0,22.0,1.0,3.0,6.0,16.0,1.0,2.0,7.0,14.0,38.0,1.0,5.0,,2.0,10.0,6.0,42.0,,,16.0,6.0,1.0,,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,0.3684210526315789,0.2,0.2,0.3684210526315789,0.6440677966101694,0.047619047619047616,,,0.3728813559322034,0.36363636363636365,0.36363636363636365,1.0,0.2711864406779661,0.375,0.375,1.0,0.3333333333333333,0.5,0.1875,0.3333333333333333,0.4375,0.375,0.02564102564102564,24.307894736842105,1.0,3.0,1.0,1.0,2.0,1.0,4.0,0.08333333333333333,0.05555555555555555,1.0,0.5,1.0,0.14285714285714285,,,,,,,True,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,2664.0,44,-14,81,81,17,13,7.0,162,1.0,2.0,,,,,,1.0,4,1.0,6.0,96,,,,,,1.0,2.0,,5.0,,,,3.0,,3.0,,3.0,,,,1.0,1.0,1.0,2.0,,,2.0,7.0,,1.0,,,,1.0,,,,,,,,,17,,,0.25,,0.22727272727272727,,0.22727272727272727,,14.772727272727273,0.5,,0.10344827586206896,,,,0.08108108108108109,,,,,,0.2222222222222222,,0.07142857142857142,,,,0.18181818181818182,0.5,0.5,,,,,,,,,0.8181818181818182,0.5419181818181819,,0.582525,,,,8.025,0.20987654320987653,,2.0,,,2.0,,,,,,,0.18181818181818182,,,,,1.0,3.0,,1.0,,4.0,,,1.0,1.0,7.0,,,,,2.0,,3.0,,,4.0,,,1.0,,1.0,,1.0,,,,,,,1.0,0.14285714285714285,,,0.14285714285714285,0.6363636363636364,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.36363636363636365,,,,,,0.5,,0.5,,,24.814285714285713,,,,,,,2.0,,,,,,,1.0,,,,,,True,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,12578.0,210,33,373,373,64,49,40.0,746,11.0,17.0,,,1.0,8.0,17.0,26.0,56,13.0,80.0,381,4.0,5.0,14.0,19.0,12.0,21.0,32.0,11.0,75.0,,,4.0,13.0,,17.0,1.0,18.0,1.0,,1.0,8.0,8.0,5.0,16.0,1.0,1.0,10.0,20.0,,3.0,19.0,,2.0,16.0,7.0,,,,,,,19.0,64,0.23076923076923078,0.23076923076923078,0.4642857142857143,0.35714285714285715,0.4785714285714286,0.47058823529411764,0.5263157894736842,0.5,22.062350119904078,0.5,,0.1015625,,0.08163265306122448,,0.096045197740113,,,,,,0.05128205128205128,0.20833333333333334,0.09230769230769231,0.12903225806451613,,,0.24285714285714285,0.6470588235294118,0.6875,0.18181818181818182,0.24285714285714285,0.47058823529411764,0.5,0.25,,0.058823529411764705,,0.44285714285714284,0.4577792857142856,0.44435833333333336,0.40722647058823525,0.10666666666666667,0.11666666666666667,0.2375,10.342857142857143,0.17158176943699732,7.0,22.0,2.0,7.0,40.0,,3.0,3.0,0.5,0.5833333333333334,0.5833333333333334,0.3142857142857143,0.3181818181818182,0.3181818181818182,0.2857142857142857,0.0875,1.0,1.0,,,4.0,13.0,1.0,2.0,3.0,5.0,14.0,1.0,2.0,,2.0,3.0,3.0,12.0,3.0,,13.0,4.0,2.0,11.0,5.0,6.0,6.0,4.0,,4.0,,1.0,1.0,1.0,0.8,0.35714285714285715,0.5,0.6666666666666666,0.35714285714285715,0.2,0.03571428571428571,,,0.014285714285714285,1.0,1.0,1.0,0.18571428571428572,0.3076923076923077,0.3076923076923077,0.75,0.3333333333333333,0.5,,,0.17647058823529413,0.3076923076923077,0.06666666666666667,25.32857142857143,,,2.0,1.0,1.0,,1.0,0.058823529411764705,0.06666666666666667,,,1.0,0.6666666666666666,,0.058823529411764705,,,,,True,,,,,,,,,,,
200978,1610612753,Jeremy Richardson,Jeremy Richardson,200978,ORL,146.0,2,1,5,4,5,4,1.0,9,,,,,,,,,1,,,5,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,5,,,,,,,,,28.57142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3332,,0.3332,,,,21.6,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201584,1610612753,Courtney Lee,Courtney Lee,201584,ORL,7808.0,130,7,233,237,78,72,29.0,470,9.0,15.0,1.0,3.0,7.0,1.0,3.0,15.0,27,15.0,51.0,233,2.0,5.0,10.0,23.0,6.0,5.0,5.0,1.0,10.0,1.0,,2.0,9.0,,11.0,1.0,12.0,3.0,3.0,,5.0,1.0,3.0,6.0,2.0,1.0,2.0,5.0,,,10.0,1.0,,16.0,6.0,,,,,,,23.0,78,0.2,0.2,0.5555555555555556,0.5,0.5454545454545454,0.5714285714285714,0.6410256410256411,0.6764705882352942,16.917293233082706,0.8333333333333334,,0.09278350515463918,,0.08333333333333333,0.03225806451612903,0.09090909090909091,0.009708737864077669,,,,0.0625,0.08823529411764706,0.05263157894736842,0.11363636363636363,0.11764705882352941,,,0.45454545454545453,0.6,0.8181818181818182,0.1111111111111111,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.42857142857142855,0.6363636363636364,0.5353272727272728,0.49265000000000003,0.5380142857142857,0.16666666666666666,0.2,0.45098039215686275,6.944444444444445,0.33476394849785407,5.0,9.0,,,24.0,,2.0,3.0,,,,0.2727272727272727,0.5555555555555556,0.5555555555555556,0.2,,2.0,4.0,2.0,3.0,,2.0,,,1.0,2.0,6.0,,,,2.0,4.0,7.0,6.0,,,2.0,,4.0,,,,2.0,2.0,,,,,3.0,3.0,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.18181818181818182,0.14814814814814814,,,0.12121212121212122,0.5,0.5,1.0,0.06060606060606061,,,,,,0.21428571428571427,0.6666666666666666,0.07142857142857142,,,23.98333333333333,,,,,,,,0.26666666666666666,,,,,,1.0,,,,,,True,,,,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,10713.0,179,24,327,330,120,101,36.0,657,9.0,16.0,3.0,4.0,8.0,12.0,23.0,29.0,52,19.0,92.0,334,5.0,10.0,23.0,31.0,26.0,5.0,13.0,2.0,34.0,3.0,3.0,6.0,18.0,4.0,28.0,6.0,34.0,3.0,1.0,2.0,7.0,4.0,2.0,11.0,1.0,5.0,2.0,9.0,3.0,2.0,22.0,1.0,,23.0,8.0,2.0,2.0,,2.0,2.0,,31.0,120,0.4482758620689655,0.5,0.5576923076923077,0.43478260869565216,0.5367647058823529,0.4423076923076923,0.5822784810126582,0.5,24.725274725274723,0.6363636363636364,0.3333333333333333,0.15254237288135594,0.03571428571428571,0.13333333333333333,0.061224489795918366,0.147239263803681,0.045112781954887216,0.07407407407407407,,0.045454545454545456,0.037037037037037035,0.18181818181818182,0.125,0.14754098360655737,0.13793103448275862,0.125,1.0,0.23529411764705882,0.5625,0.6428571428571429,0.6666666666666666,0.3382352941176471,0.5217391304347826,0.5454545454545454,0.25,0.6,0.3076923076923077,0.5,0.47058823529411764,0.46860671641791046,0.48455,0.446748,0.10666666666666667,0.13559322033898305,0.33695652173913043,8.451923076923077,0.3669724770642202,8.0,13.0,5.0,11.0,32.0,6.0,5.0,1.0,1.0,1.0,0.9166666666666666,0.19117647058823528,0.6153846153846154,0.6153846153846154,0.5,0.11956521739130435,2.0,6.0,1.0,1.0,3.0,10.0,,,2.0,5.0,16.0,,,1.0,1.0,3.0,8.0,15.0,,,10.0,3.0,3.0,8.0,4.0,4.0,3.0,,1.0,1.0,1.0,,4.0,4.0,1.0,0.3125,,0.3333333333333333,0.3125,0.23529411764705882,0.057692307692307696,,0.034482758620689655,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.14705882352941177,0.3,0.3,1.0,,,0.038461538461538464,1.0,0.07692307692307693,0.3,,25.125,3.0,,,,,,1.0,0.125,,1.0,,,,,0.043478260869565216,0.09090909090909091,,,,True,,,,,,,,,,,
