EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,PtsPutbacks,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Technical Free Throw Trips,OffAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,OffLongMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,3SecondViolations,on,FTOffRebounds,OffFTReboundPct
101112,1610612757,Channing Frye,Channing Frye,101112,POR,499.0,8,-6,15,16,9,11,2,31,2.0,1.0,2.0,1.0,4,2,21,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9,1.0,1.0,0.25,0.25,0.25,0.25,0.5,23.52941176470588,0.5,0.5,0.5,0.5,1.0,0.5,0.4871,0.4294,9.575,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200746,1610612757,LaMarcus Aldridge,LaMarcus Aldridge,200746,POR,12527.0,209,-23,358,359,96,108,40,717,12.0,14.0,45.0,42.0,90,96,403,20.0,42.0,3.0,4.0,5.0,1.0,11.0,7.0,15.0,96,0.5,0.5,0.4666666666666667,0.47282608695652173,0.4897959183673469,0.03333333333333333,0.16666666666666666,25.870646766169155,0.13043478260869565,0.4891304347826087,0.3111111111111111,0.3111111111111111,0.7142857142857143,0.15217391304347827,0.42516648351648356,0.4010642857142857,13.004444444444443,0.2681564245810056,10.0,1.0,1.0,18.0,33.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,9.0,3.0,4.0,1.0,1.0,1.0,10.0,10.0,1.0,2.0,4.0,27.0,42.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,9.0,17.0,6.0,32.0,7.0,39.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,6.0,1.0,1.0,3.0,22.0,1.0,2.0,13.0,1.0,6.0,1.0,6.0,1.0,1.0,4.0,2.0,7.0,3.0,27.0,3.0,1.0,1.0,0.5,1.0,0.5,1.0,0.75,0.5,0.9,0.5227272727272727,0.8333333333333334,0.54,0.021739130434782608,0.030303030303030304,0.5,0.4,0.13934426229508196,0.028169014084507043,0.2,0.09090909090909091,0.15568862275449102,0.04,0.10526315789473684,0.043478260869565216,0.2,0.13043478260869565,0.16666666666666666,0.1346153846153846,0.15151515151515152,0.3333333333333333,0.044444444444444446,0.42857142857142855,0.8333333333333334,1.0,0.7,0.358695652173913,0.5454545454545454,0.5625,0.2222222222222222,0.021739130434782608,0.5,0.5,1.0,0.2,1.0,1.0,0.045454545454545456,1.0,0.09090909090909091,0.5,1.0,0.44437499999999996,0.061855670103092786,0.06315789473684211,0.10416666666666667,0.28125,51.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200750,1610612757,Brandon Roy,Brandon Roy,200750,POR,12353.0,206,-13,354,351,99,103,35,705,35.0,14.0,40.0,46.0,96,146,394,18.0,12.0,5.0,9.0,15.0,3.0,36.0,5.0,15.0,99,0.13043478260869565,0.13636363636363635,0.4791666666666667,0.514018691588785,0.58,0.052083333333333336,0.14285714285714285,35.11450381679389,0.32710280373831774,0.37383177570093457,0.35,0.35,0.21428571428571427,0.42990654205607476,0.47322358490566035,0.4636380952380953,9.995833333333334,0.2796610169491525,25.0,4.0,7.0,7.0,21.0,5.0,10.0,1.0,2.0,2.0,4.0,6.0,11.0,36.0,5.0,6.0,2.0,3.0,3.0,19.0,10.0,2.0,4.0,20.0,46.0,80.0,9.0,1.0,9.0,5.0,6.0,1.0,5.0,1.0,1.0,5.0,5.0,11.0,2.0,18.0,6.0,24.0,2.0,8.0,6.0,2.0,6.0,3.0,7.0,3.0,13.0,,,4.0,33.0,1.0,3.0,42.0,5.0,15.0,8.0,4.0,,,3.0,1.0,4.0,,46.0,2.0,8.0,0.5,0.5454545454545454,0.6666666666666666,0.5,0.6,0.8333333333333334,0.5555555555555556,0.8888888888888888,0.5909090909090909,0.95,0.696969696969697,0.102803738317757,,0.46153846153846156,0.15384615384615385,0.09649122807017543,0.037037037037037035,0.11627906976744186,0.03333333333333333,0.10191082802547771,0.03636363636363636,0.08571428571428572,,0.125,0.06976744186046512,0.08,0.13043478260869565,0.12903225806451613,0.08333333333333333,0.04081632653061224,,0.7142857142857143,0.8333333333333334,0.08,0.19626168224299065,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.09345794392523364,0.5,0.5,0.4,0.2222222222222222,0.5,1.0,0.3181818181818182,0.5714285714285714,0.18181818181818182,0.5,0.5555555555555556,0.5390625,0.1282051282051282,0.14150943396226415,0.13013698630136986,0.3150684931506849,27.14545454545454,4.0,4.0,1.0,1.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,0.07142857142857142,0.009345794392523364,1.0,1.0,1.0,0.4444444444444444,1.0,0.1111111111111111,1.0,1.0,,,,,,,,,,True,,
201164,1610612757,Rudy Fernandez,Rudy Fernandez,201164,POR,6692.0,112,-14,202,204,62,61,21,406,4.0,1.0,3.0,5.0,11,32,226,1.0,2.0,1.0,,3.0,,9.0,1.0,8.0,62,0.2,0.2,0.45454545454545453,0.5208333333333334,0.5925925925925926,0.09090909090909091,0.25,14.798206278026907,0.16666666666666666,0.125,0.3333333333333333,0.3333333333333333,1.0,0.7083333333333334,0.5043208333333334,0.41823,9.009090909090908,0.3069306930693069,2.0,,,2.0,4.0,4.0,9.0,,,1.0,2.0,5.0,13.0,7.0,,,,1.0,,,,2.0,4.0,4.0,10.0,8.0,12.0,,9.0,4.0,3.0,2.0,,,1.0,1.0,2.0,7.0,1.0,10.0,2.0,12.0,,5.0,2.0,3.0,4.0,3.0,2.0,1.0,6.0,,,,5.0,,1.0,7.0,1.0,2.0,2.0,2.0,,,1.0,,2.0,1.0,10.0,3.0,2.0,0.8,0.38461538461538464,,0.5,0.38461538461538464,,,,0.6,,0.7142857142857143,0.5416666666666666,,0.6666666666666666,0.1,0.09722222222222222,0.013157894736842105,0.1,0.05,0.09782608695652174,0.020833333333333332,,0.07142857142857142,,0.04,,0.2,0.125,,,0.5,0.5,0.6666666666666666,,0.16666666666666666,0.5,0.5,,0.375,0.4444444444444444,0.4444444444444444,0.75,,,,,,0.4,0.5,0.4444444444444444,0.61365,0.08,0.16666666666666666,,0.3125,24.592307692307692,,,1.0,4.0,,1.0,3.0,,1.0,,,,2.0,,,0.16666666666666666,0.25,0.25,1.0,,,1.0,,,1.0,2.0,2.0,1.0,0.030303030303030304,0.4,0.5,,,True,,
2581,1610612757,Steve Blake,Steve Blake,2581,POR,13832.0,231,-32,397,400,107,119,43,797,8.0,4.0,11.0,12.0,21,59,452,3.0,6.0,1.0,33.0,37.0,13.0,78.0,3.0,11.0,107,0.25,0.25,0.5714285714285714,0.6,0.6145833333333334,0.047619047619047616,0.125,12.837837837837837,0.17777777777777778,0.24444444444444444,0.36363636363636365,0.36363636363636365,0.25,0.7111111111111111,0.5182777777777778,0.48861999999999994,10.566666666666668,0.2695214105793451,7.0,2.0,2.0,1.0,2.0,8.0,18.0,2.0,3.0,2.0,6.0,10.0,24.0,5.0,2.0,2.0,2.0,3.0,,10.0,2.0,3.0,7.0,3.0,16.0,18.0,21.0,,18.0,8.0,4.0,3.0,14.0,6.0,,4.0,6.0,14.0,,20.0,4.0,24.0,1.0,5.0,2.0,3.0,6.0,5.0,3.0,1.0,9.0,2.0,2.0,1.0,14.0,,,7.0,1.0,2.0,2.0,,,,,,,,16.0,4.0,2.0,0.7,0.4166666666666667,0.6666666666666666,0.42857142857142855,0.4166666666666667,1.0,0.6666666666666666,1.0,0.65,1.0,0.6666666666666666,0.5333333333333333,,0.6666666666666666,,0.1037037037037037,0.025806451612903226,0.1276595744680851,,0.10989010989010989,0.020833333333333332,,,,0.0784313725490196,0.1724137931034483,0.09090909090909091,0.08571428571428572,0.25,0.045454545454545456,,0.875,1.0,0.2857142857142857,0.044444444444444446,0.5,0.5,,0.4,0.4444444444444444,0.4444444444444444,0.625,0.6,0.6666666666666666,1.0,0.2,1.0,0.6,0.3333333333333333,0.4444444444444444,0.5525166666666667,0.043478260869565216,0.09090909090909091,0.1694915254237288,0.2711864406779661,24.4375,1.0,1.0,2.0,6.0,,,9.0,,1.0,,1.0,1.0,1.0,,0.06060606060606061,0.13333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,,,,1.0,1.0,,,0.02564102564102564,0.1,1.0,1.0,,True,,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,7184.0,120,-10,214,213,80,95,26,427,8.0,3.0,14.0,11.0,34,40,244,13.0,12.0,1.0,,2.0,,6.0,3.0,7.0,80,0.5454545454545454,0.5454545454545454,0.3235294117647059,0.3541666666666667,0.38461538461538464,0.029411764705882353,0.125,22.22222222222222,0.16666666666666666,0.2916666666666667,0.21428571428571427,0.21428571428571427,1.0,0.4583333333333333,0.47574893617021274,0.4920166666666667,11.270588235294117,0.37383177570093457,3.0,1.0,4.0,5.0,12.0,,7.0,,1.0,,3.0,4.0,14.0,6.0,,4.0,1.0,2.0,2.0,5.0,5.0,3.0,6.0,4.0,23.0,10.0,12.0,1.0,6.0,,2.0,,,,,,1.0,8.0,1.0,10.0,,10.0,,4.0,2.0,2.0,1.0,,1.0,1.0,2.0,,,1.0,5.0,1.0,,8.0,,1.0,3.0,3.0,,,2.0,1.0,3.0,2.0,23.0,,3.0,1.0,0.2857142857142857,0.5,0.5,0.3076923076923077,,0.38461538461538464,0.25,0.5,0.35714285714285715,0.5227272727272727,0.2916666666666667,,0.5,0.125,0.10810810810810811,,0.04,,0.09090909090909091,,,,,0.06060606060606061,0.058823529411764705,0.20833333333333334,,0.14285714285714285,,0.6666666666666666,0.375,0.42857142857142855,0.3333333333333333,0.25,0.4166666666666667,0.4166666666666667,0.4,0.14583333333333334,,,,0.16666666666666666,,,0.21052631578947367,0.25,0.15789473684210525,,,0.45065,0.02040816326530612,0.02857142857142857,0.125,0.575,26.535714285714285,,,4.0,7.0,1.0,1.0,,,2.0,,,,,,,0.14583333333333334,0.5714285714285714,0.5714285714285714,1.0,,,0.16666666666666666,1.0,1.0,3.0,3.0,,,,0.15789473684210525,1.0,,,True,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,3366.0,56,-29,95,95,11,11,9,190,2.0,1.0,1.0,2.0,3,7,124,,4.0,,,1.0,,3.0,3.0,7.0,11,1.0,1.0,0.6666666666666666,0.5833333333333334,0.5833333333333334,,,8.653846153846153,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.8333333333333334,0.5815083333333334,,5.0,0.11578947368421053,1.0,,,,,,1.0,,,,,1.0,3.0,,,1.0,,,,,,,,,,,3.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,1.0,2.0,,3.0,,,,,,,,,,,2.0,,,2.0,,2.0,1.0,,1.0,,1.0,0.3333333333333333,,,0.3333333333333333,,,,,,,0.5,,0.3333333333333333,0.3333333333333333,0.03571428571428571,,,,0.025,,,,,,,0.07692307692307693,,,,0.5,0.5,0.5,1.0,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,23.766666666666666,,1.0,1.0,2.0,,,,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,1.0,,,,,,,2.0,,,,,,,True,,
201141,1610612757,Greg Oden,Greg Oden,201141,POR,3795.0,63,2,104,103,19,30,11,207,8.0,,,7.0,14,17,100,1.0,10.0,1.0,,,,,8.0,19.0,19,0.7142857142857143,1.0,0.5,0.5,0.5,0.07142857142857142,,17.94871794871795,0.5714285714285714,,,,,0.5714285714285714,0.4942000000000001,0.3503,2.857142857142857,0.18269230769230768,6.0,,,1.0,6.0,,,,,,,,,3.0,2.0,2.0,,,1.0,5.0,,,,2.0,2.0,4.0,,,,,,,,,,6.0,4.0,7.0,1.0,12.0,6.0,18.0,1.0,2.0,2.0,,2.0,,2.0,2.0,4.0,1.0,,1.0,9.0,1.0,1.0,6.0,,2.0,1.0,4.0,,,3.0,1.0,4.0,3.0,2.0,3.0,1.0,,,,,,1.0,,1.0,,0.8333333333333334,0.5,,0.16666666666666666,0.5,0.5,0.1891891891891892,0.13636363636363635,0.3333333333333333,,0.22448979591836735,0.1111111111111111,0.05555555555555555,,,0.07142857142857142,0.3333333333333333,0.18181818181818182,0.36363636363636365,,0.16666666666666666,0.75,0.75,0.75,0.6666666666666666,0.42857142857142855,0.16666666666666666,0.2,1.0,,,,,,,,,,,,,0.57765,0.125,0.125,0.29411764705882354,0.11764705882352941,,2.0,2.0,,,,,,4.0,,1.0,,,,,0.3333333333333333,,,,,1.0,1.0,,,,,,,,0.11764705882352941,,,,,True,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,8912.0,149,-35,246,259,52,57,28,505,16.0,,,9.0,17,21,296,3.0,12.0,2.0,4.0,7.0,2.0,17.0,8.0,20.0,52,0.6666666666666666,0.8571428571428571,0.5294117647058824,0.5294117647058824,0.525,0.11764705882352941,0.125,8.303249097472925,0.9411764705882353,,,,,0.9411764705882353,0.5598352941176471,0.5401333333333334,0.2882352941176471,0.21138211382113822,8.0,1.0,2.0,1.0,1.0,,,,,,,,,3.0,3.0,8.0,,,,6.0,2.0,,,1.0,5.0,6.0,,,,,3.0,3.0,1.0,1.0,3.0,15.0,4.0,16.0,2.0,22.0,18.0,40.0,1.0,3.0,3.0,,,,3.0,,3.0,1.0,1.0,,6.0,1.0,1.0,6.0,,3.0,,9.0,,,9.0,,9.0,5.0,5.0,3.0,,,,,,,0.375,0.6666666666666666,0.375,0.6666666666666666,0.375,0.625,,,,0.25,0.17777777777777778,0.15625,0.13793103448275862,0.125,0.16806722689075632,0.15,0.12,0.1875,,0.12121212121212122,0.2857142857142857,0.18604651162790697,0.2,,0.16666666666666666,0.5555555555555556,0.5,0.5714285714285714,0.625,0.058823529411764705,1.0,1.0,1.0,,,,,,,,0.6666666666666666,0.5,,,,0.5780749999999999,0.15,0.15,0.2857142857142857,0.23809523809523808,,3.0,8.0,,,,,,4.0,,,,,2.0,,0.21052631578947367,,,,,1.0,0.375,,,,,,,,0.15384615384615385,,,,2.0,True,,
101112,1610612757,Channing Frye,Channing Frye,101112,POR,1655.0,28,-8,46,46,13,15,11,92,1.0,3.0,9.0,4.0,10,10,58,3.0,6.0,,,,,,2.0,4.0,13,0.75,0.75,0.4,0.4,0.45454545454545453,,,18.965517241379313,0.1,0.9,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1,0.39758,0.4276333333333333,18.68,0.2826086956521739,1.0,1.0,1.0,,,,,,,,,,,2.0,1.0,1.0,,,,2.0,3.0,,,,6.0,2.0,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,2.0,,,3.0,1.0,2.0,,,,,,,,,6.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.1111111111111111,0.045454545454545456,0.14285714285714285,,0.125,0.038461538461538464,,,,,,0.25,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,0.3333333333333333,1.0,,,,0.3773,0.18181818181818182,0.18181818181818182,0.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,False,,
