EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG3A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,FTDefRebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,FG3APct,DefFTReboundPct,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,Fg2aBlocked,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ShortMidRangePctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveMakes,Fg3aBlocked,Technical Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Loose Ball Fouls,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,3SecondViolations,on,OffensiveGoaltends
1112,1610612739,Ben Wallace,Ben Wallace,1112,CLE,7957.0,133,-12.0,219,219,27,43,29.0,438,6.0,8.0,3.0,4.0,2.0,2.0,1.0,6.0,9.0,12.0,258,3.0,5.0,6.0,2.0,3.0,4.0,10.0,2.0,2.0,4.0,4.0,2.0,2.0,8.0,2.0,13.0,4.0,11.0,15.0,15.0,30.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,6.0,11.0,19.0,7.0,7.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,27,1.0,0.8333333333333334,1.0,0.6666666666666666,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6666666666666666,0.5,0.6,0.6666666666666666,5.882352941176471,1.0,0.1864406779661017,0.1780821917808219,0.12903225806451613,0.0625,0.16666666666666666,0.14285714285714285,0.36363636363636365,0.13513513513513514,0.041666666666666664,0.125,0.13636363636363635,0.07692307692307693,0.2916666666666667,0.19047619047619047,1.0,0.3333333333333333,0.8888888888888888,0.75,0.75,0.8333333333333334,0.1111111111111111,0.8,0.75,0.6666666666666666,0.6666666666666666,1.0,0.8888888888888888,0.5699444444444445,0.6047800000000001,0.5021666666666668,0.25,0.25,0.5,0.3333333333333333,1.3888888888888888,0.1232876712328767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1887,1610612739,Wally Szczerbiak,Wally Szczerbiak,1887,CLE,4389.0,73,-2.0,123,119,26,20,15.0,242,2.0,2.0,,,,,4.0,7.0,13.0,14.0,136,,,,,1.0,,10.0,4.0,,2.0,3.0,1.0,1.0,7.0,2.0,2.0,3.0,5.0,9.0,4.0,13.0,,,,,1.0,1.0,,3.0,,1.0,,9.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,26,,0.7142857142857143,0.7142857142857143,0.5384615384615384,,,0.4375,,,0.4375,,,13.571428571428573,0.3333333333333333,0.10869565217391304,0.05714285714285714,0.16666666666666666,0.13333333333333333,0.125,0.08,0.1,,0.14285714285714285,0.125,,0.08333333333333333,0.19047619047619047,0.2727272727272727,,1.0,0.125,1.0,1.0,0.5,0.25,,,,,,0.3125,0.45048125,,0.4005,0.0625,0.07692307692307693,,,12.846153846153847,0.21138211382113822,2.0,3.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1875,0.25,0.1,0.5,0.5,0.5,0.4375,0.42857142857142855,0.42857142857142855,1.0,0.0625,0.125,24.833333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,4679.0,78,18.0,138,134,41,32,20.0,272,,1.0,,,,,,1.0,3.0,18.0,148,,1.0,3.0,1.0,1.0,7.0,2.0,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,1.0,,1.0,2.0,,2.0,1.0,4.0,3.0,,1.0,4.0,1.0,2.0,1.0,2.0,,,7.0,41,,1.0,1.0,0.3333333333333333,,1.0,0.4375,0.75,0.35714285714285715,0.5,0.75,0.4375,12.345679012345679,0.5,0.025,,0.041666666666666664,,0.03125,,,,,,,0.09090909090909091,,,,,0.0625,,,,,,,,,,0.875,0.534765625,0.491425,0.5312785714285714,0.058823529411764705,0.25,0.16666666666666666,0.3888888888888889,14.199999999999998,0.2971014492753623,,1.0,2.0,8.0,5.0,13.0,5.0,,,,1.0,,1.0,,0.8125,,,,,,0.125,0.5,0.5,1.0,0.5,0.3125,24.161538461538463,4.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,6.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,1.0,0.16666666666666666,0.3076923076923077,0.3333333333333333,1.0,0.125,0.5,0.5,1.0,0.5,1.0,1.0,0.5714285714285714,0.25,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2544,1610612739,LeBron James,LeBron James,2544,CLE,28023.0,467,118.0,830,814,241,174,112.0,1644,71.0,104.0,11.0,14.0,19.0,31.0,16.0,113.0,189.0,402.0,850,17.0,22.0,57.0,33.0,60.0,131.0,76.0,150.0,6.0,47.0,75.0,31.0,14.0,178.0,4.0,12.0,29.0,56.0,89.0,16.0,105.0,5.0,17.0,10.0,7.0,16.0,10.0,6.0,31.0,2.0,11.0,8.0,21.0,115.0,2.0,1.0,156.0,70.0,9.0,6.0,9.0,5.0,2.0,131.0,241,3.0,0.336283185840708,0.34545454545454546,0.5978835978835979,0.7727272727272727,0.55,0.566,0.625,0.5058139534883721,0.628125,0.7125,0.5900900900900901,36.26943005181347,0.5161290322580645,0.2074074074074074,0.04669260700389105,0.2543859649122807,0.03125,0.22135416666666666,0.04155844155844156,0.10126582278481013,0.016,0.025,0.041666666666666664,0.05194805194805195,0.2361111111111111,0.2892561983471074,0.24,0.049019607843137254,0.5555555555555556,0.416,0.6826923076923077,0.7395833333333334,0.4225352112676056,0.064,0.4375,0.7857142857142857,0.2727272727272727,0.36046511627906974,0.6129032258064516,0.66,0.5013048582995947,0.5104115384615384,0.49048192771084337,0.23376623376623376,0.2857142857142857,0.1417910447761194,0.32587064676616917,8.354497354497356,0.29036144578313255,8.0,34.0,69.0,9.0,52.0,61.0,51.0,28.0,9.0,4.0,15.0,2.0,4.0,14.0,0.244,0.18181818181818182,0.03773584905660377,0.5,0.5333333333333333,0.25,0.276,0.4927536231884058,0.4927536231884058,0.17647058823529413,0.036,0.208,26.042622950819673,,,2.0,,5.0,21.0,19.0,119.0,2.0,10.0,7.0,26.0,44.0,30.0,9.0,12.0,,11.0,0.5263157894736842,0.3114754098360656,0.2,0.2692307692307692,0.31666666666666665,0.047619047619047616,0.07692307692307693,0.28205128205128205,,,,0.0625,,,0.05813953488372093,,0.2441860465116279,19.0,2.0,8.0,7.0,17.0,27.0,1.0,19.0,19.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0625,0.36538461538461536,0.36538461538461536,0.5263157894736842,0.25,0.25,0.5,0.3333333333333333,0.37254901960784315,0.031746031746031744,,,,,,,,,,,,,,True,
2590,1610612739,Mo Williams,Mo Williams,2590,CLE,32445.0,541,132.0,953,937,248,179,122.0,1890,9.0,24.0,1.0,2.0,1.0,3.0,24.0,45.0,102.0,228.0,974,5.0,11.0,25.0,5.0,13.0,46.0,30.0,60.0,2.0,48.0,58.0,29.0,14.0,126.0,2.0,7.0,16.0,18.0,36.0,9.0,45.0,1.0,10.0,6.0,4.0,17.0,12.0,5.0,30.0,3.0,7.0,20.0,43.0,30.0,,4.0,43.0,12.0,1.0,1.0,1.0,,,46.0,248,2.0,0.3333333333333333,0.3409090909090909,0.4411764705882353,0.45454545454545453,0.38461538461538464,0.49744897959183676,0.5434782608695652,0.4857142857142857,0.5264423076923077,0.5434782608695652,0.5357142857142857,21.636363636363637,0.5666666666666667,0.05660377358490566,0.023890784982935155,0.11851851851851852,0.014285714285714285,0.07505518763796909,0.020785219399538105,0.011627906976744186,0.027586206896551724,0.011235955056179775,0.0196078431372549,0.06666666666666667,0.060240963855421686,0.04827586206896552,0.10112359550561797,0.009615384615384616,,0.12244897959183673,0.375,0.42857142857142855,0.4444444444444444,0.12244897959183673,0.08695652173913043,0.5,1.0,0.08571428571428572,0.3333333333333333,0.6020408163265306,0.4947420103092783,0.50722,0.49573484848484844,0.059113300492610835,0.11009174311926606,0.10964912280701754,0.20175438596491227,11.834313725490196,0.2602308499475341,13.0,23.0,54.0,34.0,60.0,94.0,57.0,10.0,8.0,2.0,13.0,1.0,3.0,5.0,0.47959183673469385,0.08695652173913043,0.03225806451612903,0.5416666666666666,0.5909090909090909,0.23076923076923078,0.2755102040816326,0.42592592592592593,0.4423076923076923,0.34782608695652173,0.17346938775510204,0.30612244897959184,25.65744680851064,18.0,3.0,6.0,3.0,4.0,18.0,35.0,33.0,5.0,12.0,8.0,22.0,12.0,90.0,7.0,5.0,,4.0,0.8571428571428571,0.3723404255319149,0.4166666666666667,0.36363636363636365,0.3695652173913043,0.06862745098039216,0.125,0.15217391304347827,0.5294117647058824,0.5294117647058824,0.9444444444444444,0.2608695652173913,0.5,1.0,0.11428571428571428,0.75,0.5142857142857142,17.0,2.0,6.0,5.0,,15.0,2.0,16.0,2.0,5.0,3.0,2.0,3.0,,,0.08333333333333333,0.2833333333333333,0.288135593220339,0.7647058823529411,0.2608695652173913,0.3333333333333333,1.0,0.2777777777777778,0.2807017543859649,,1.0,1.0,14.0,1.0,0.010638297872340425,0.037037037037037035,0.016666666666666666,,,,,,,True,
2753,1610612739,Delonte West,Delonte West,2753,CLE,29169.0,486,120.0,859,843,212,146,107.0,1702,19.0,31.0,,2.0,4.0,9.0,28.0,51.0,99.0,161.0,874,1.0,5.0,5.0,9.0,27.0,43.0,30.0,72.0,,42.0,51.0,22.0,14.0,111.0,,4.0,13.0,20.0,34.0,4.0,38.0,,16.0,7.0,9.0,16.0,8.0,8.0,25.0,1.0,3.0,6.0,23.0,28.0,1.0,,34.0,14.0,7.0,4.0,7.0,4.0,,43.0,212,4.0,0.29411764705882354,0.29411764705882354,0.5151515151515151,0.2,0.3333333333333333,0.5076923076923077,0.17857142857142858,0.36486486486486486,0.5551724137931034,0.17857142857142858,0.48863636363636365,17.24137931034483,0.64,0.06993006993006994,0.014925373134328358,0.1092436974789916,,0.08148148148148149,0.0103359173126615,0.02631578947368421,0.014705882352941176,,,0.07228915662650602,0.0821917808219178,0.06153846153846154,0.09876543209876543,,0.5714285714285714,0.23846153846153847,0.6129032258064516,0.7037037037037037,0.47368421052631576,0.2153846153846154,0.14285714285714285,,,0.24324324324324326,0.4444444444444444,0.47692307692307695,0.47760884615384624,0.5109999999999999,0.4812391891891892,0.1,0.12844036697247707,0.031055900621118012,0.2670807453416149,10.255555555555555,0.2467986030267753,14.0,18.0,40.0,14.0,17.0,31.0,17.0,9.0,6.0,1.0,9.0,1.0,,4.0,0.23846153846153847,0.058823529411764705,,0.5,0.6086956521739131,0.21428571428571427,0.3076923076923077,0.45,0.46153846153846156,0.16666666666666666,0.1076923076923077,0.13076923076923078,24.583870967741937,2.0,,4.0,1.0,5.0,5.0,10.0,29.0,1.0,9.0,3.0,10.0,16.0,24.0,10.0,5.0,,5.0,0.8,0.3225806451612903,0.1111111111111111,0.3,0.3225806451612903,0.10101010101010101,0.12903225806451613,0.13157894736842105,0.14285714285714285,0.14285714285714285,1.0,0.2857142857142857,,,0.13513513513513514,0.2,0.13513513513513514,8.0,1.0,5.0,2.0,,6.0,,8.0,3.0,6.0,3.0,4.0,1.0,,3.0,0.17857142857142858,0.47058823529411764,0.47058823529411764,0.75,0.35714285714285715,0.2,1.0,0.4,0.47058823529411764,,,,,,,0.025,,1.0,,,,,,True,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,21505.0,358,110.0,637,635,175,111,86.0,1272,28.0,43.0,6.0,13.0,8.0,10.0,16.0,36.0,73.0,81.0,640,6.0,20.0,12.0,10.0,17.0,22.0,54.0,18.0,6.0,6.0,8.0,4.0,2.0,18.0,12.0,21.0,15.0,28.0,44.0,36.0,80.0,2.0,17.0,8.0,9.0,6.0,3.0,3.0,13.0,2.0,3.0,22.0,47.0,17.0,4.0,2.0,14.0,9.0,12.0,7.0,13.0,8.0,1.0,22.0,175,5.0,0.75,0.8181818181818182,0.4931506849315068,0.3,0.5882352941176471,0.4931506849315068,0.3,0.5882352941176471,0.5192307692307693,0.3,0.6470588235294118,12.129380053908356,0.46153846153846156,0.1308411214953271,0.10294117647058823,0.16666666666666666,0.12631578947368421,0.14144736842105263,0.11036789297658862,0.11864406779661017,0.10891089108910891,0.13793103448275862,0.10810810810810811,0.09090909090909091,0.13559322033898305,0.15,0.22807017543859648,0.05555555555555555,0.6153846153846154,0.589041095890411,0.6511627906976745,0.6666666666666666,0.8571428571428571,0.2191780821917808,0.65,0.46153846153846156,0.3333333333333333,0.5882352941176471,0.8,0.589041095890411,0.5316397260273973,0.5980533333333333,0.5495705882352941,0.11688311688311688,0.11688311688311688,0.14814814814814814,0.2716049382716049,5.5479452054794525,0.27472527472527475,5.0,3.0,14.0,,,,,2.0,1.0,1.0,7.0,,3.0,5.0,,0.07692307692307693,0.06818181818181818,0.3125,0.3125,0.2,0.1917808219178082,0.21428571428571427,0.21428571428571427,0.6666666666666666,,,,,,,,,,,9.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,0.0136986301369863,0.023255813953488372,0.06060606060606061,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,1.0,0.125,,True,
693,1610612739,Joe Smith,Joe Smith,693,CLE,8570.0,143,61.0,240,234,56,38,28.0,474,10.0,12.0,2.0,3.0,1.0,1.0,6.0,18.0,34.0,59.0,223,3.0,7.0,8.0,1.0,3.0,4.0,32.0,4.0,2.0,1.0,3.0,,1.0,8.0,1.0,4.0,7.0,15.0,23.0,5.0,28.0,,3.0,2.0,1.0,2.0,1.0,1.0,4.0,,,6.0,12.0,13.0,1.0,1.0,19.0,8.0,2.0,2.0,2.0,2.0,,4.0,56,4.0,0.8888888888888888,0.9411764705882353,0.5294117647058824,0.42857142857142855,0.3333333333333333,0.5921052631578947,0.42857142857142855,0.3333333333333333,0.6276595744680851,0.4444444444444444,0.4,18.681318681318682,0.5,0.16304347826086957,0.057971014492753624,0.1794871794871795,0.030303030303030304,0.16793893129770993,0.049019607843137254,,0.075,0.043478260869565216,,0.08695652173913043,0.2631578947368421,0.16,0.15384615384615385,,1.0,0.3157894736842105,0.8333333333333334,0.9090909090909091,0.8,0.15789473684210525,0.42857142857142855,0.6666666666666666,0.5,0.3333333333333333,1.0,0.42105263157894735,0.46405526315789475,0.44155000000000005,0.4511333333333334,0.17777777777777778,0.1951219512195122,0.13559322033898305,0.06779661016949153,10.094117647058823,0.23333333333333334,2.0,6.0,16.0,4.0,,4.0,,2.0,1.0,1.0,2.0,,,1.0,0.10526315789473684,0.125,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.42105263157894735,0.375,0.375,1.0,0.10526315789473684,,23.15,3.0,,,,,,3.0,14.0,,,,,2.0,9.0,1.0,2.0,,2.0,1.0,0.75,,,0.75,0.029411764705882353,0.08333333333333333,0.23076923076923078,0.75,0.75,1.0,,,,,,,,,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,21912.0,365,100.0,656,638,166,101,81.0,1294,20.0,26.0,7.0,11.0,5.0,5.0,19.0,48.0,101.0,118.0,665,8.0,19.0,23.0,9.0,18.0,30.0,76.0,20.0,10.0,11.0,15.0,7.0,2.0,34.0,6.0,14.0,11.0,53.0,72.0,22.0,94.0,4.0,4.0,3.0,1.0,2.0,,2.0,7.0,,3.0,21.0,42.0,21.0,,1.0,26.0,11.0,13.0,7.0,13.0,8.0,,30.0,166,3.0,0.7916666666666666,0.8837209302325582,0.4752475247524752,0.42105263157894735,0.5,0.44594594594594594,0.4,0.5,0.4796747967479675,0.4791666666666667,0.5769230769230769,17.218543046357617,0.2857142857142857,0.2314410480349345,0.06829268292682927,0.12790697674418605,0.06666666666666667,0.20317460317460317,0.06779661016949153,0.11475409836065574,0.030303030303030304,0.07547169811320754,0.05405405405405406,0.328125,0.18032786885245902,0.20192307692307693,0.125,0.06896551724137931,0.6153846153846154,0.23423423423423423,0.7692307692307693,0.8,0.7,0.17117117117117117,0.55,0.6363636363636364,0.2857142857142857,0.23809523809523808,1.0,0.32432432432432434,0.46913873873873874,0.51246875,0.4906714285714286,0.09166666666666666,0.1,0.19491525423728814,0.2542372881355932,12.86930693069307,0.2530487804878049,7.0,21.0,56.0,9.0,1.0,10.0,1.0,4.0,3.0,8.0,5.0,,2.0,2.0,0.09009009009009009,0.5,0.08888888888888889,0.3684210526315789,0.3888888888888889,0.42857142857142855,0.5045045045045045,0.375,0.3888888888888889,1.0,0.08108108108108109,0.009009009009009009,23.21,1.0,,1.0,1.0,2.0,1.0,1.0,19.0,,1.0,1.0,3.0,9.0,3.0,4.0,3.0,,3.0,1.0,0.1,,0.3333333333333333,0.1,0.039603960396039604,0.038461538461538464,0.13333333333333333,0.1111111111111111,0.1111111111111111,1.0,0.05,,,0.09523809523809523,0.5,0.047619047619047616,,,,,7.0,,,,1.0,2.0,,,1.0,,6.0,0.05263157894736842,,,,,,,,,,,,,,,0.03571428571428571,,6.0,2.0,,,0.07407407407407407,2.0,True,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,3372.0,56,15.0,104,105,43,45,10.0,209,4.0,6.0,1.0,1.0,,,2.0,6.0,8.0,13.0,95,1.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,2.0,2.0,2.0,1.0,,4.0,,1.0,2.0,3.0,6.0,1.0,7.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,4.0,6.0,3.0,,1.0,3.0,2.0,,,,,,2.0,43,1.0,0.5,0.6,0.75,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,12.173913043478262,1.0,0.08823529411764706,0.045454545454545456,0.1111111111111111,,0.09615384615384616,0.024390243902439025,0.1111111111111111,,,,,0.16666666666666666,0.09090909090909091,0.08333333333333333,,,0.5,0.6666666666666666,0.8,0.5,0.16666666666666666,1.0,1.0,,,,0.8333333333333334,0.5560208333333333,0.6324,0.4669833333333333,0.15384615384615385,0.2222222222222222,0.15384615384615385,0.15384615384615385,3.3,0.41346153846153844,2.0,,,,4.0,4.0,4.0,,,1.0,,,,1.0,0.3333333333333333,0.25,,1.0,1.0,0.5,,,,,,0.3333333333333333,25.65,,,,,,2.0,,1.0,,,,2.0,,,1.0,,,,,,,,,0.125,0.16666666666666666,0.16666666666666666,,,,,,,,,0.6666666666666666,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
