EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,StepOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,OffThreePtRebounds,SecondChanceTurnovers,Loose Ball Fouls,BlockedAtRim,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceFtPoints,LostBallTurnovers,Loose Ball Fouls Drawn,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Technical Free Throw Trips,Blocked3s,BlockedArc3,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3PctAssisted,on,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Arc3PctBlocked
200081,1610612748,Jamario Moon,Jamario Moon,200081,MIA,629.0,10,5.0,20,19,11,12.0,1.0,39,19,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11,14.285714285714286,0.5,0.4,0.16666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201161,1610612748,Daequan Cook,Daequan Cook,201161,MIA,3485.0,58,-5.0,100,101,37,41.0,9.0,201,117,1.0,6.0,8.0,,,1.0,1.0,1.0,2.0,4.0,8.0,,1.0,,,,,,,37,13.761467889908255,0.5,0.0625,0.1,,0.16666666666666666,,,,0.37,1.0,4.0,1.0,1.0,2.0,8.0,1.0,3.0,1.0,4.0,2.0,9.0,8.0,1.0,2.0,1.0,4.0,5.0,2.0,6.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,0.2222222222222222,0.25,0.2222222222222222,0.25,0.5,0.3076923076923077,0.4166666666666667,0.3076923076923077,0.4166666666666667,0.6923076923076923,0.2,0.11764705882352941,0.09523809523809523,0.05263157894736842,0.2,0.2727272727272727,0.1,0.1,0.3076923076923077,0.25,0.25,1.0,0.07692307692307693,0.6153846153846154,0.25,0.25,1.0,0.16666666666666666,0.5,0.3333333333333333,0.6923076923076923,0.25,0.46831153846153845,0.4839166666666667,0.625,18.55,24.688888888888886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,9668.0,161,16.0,277,279,43,55.0,24.0,556,288,2.0,9.0,11.0,13.0,7.0,6.0,6.0,3.0,9.0,4.0,11.0,,9.0,7.0,2.0,,,,,43,14.521452145214523,0.6666666666666666,0.06060606060606061,0.06818181818181818,,0.13333333333333333,,0.06060606060606061,0.1,0.1552346570397112,2.0,8.0,1.0,,3.0,12.0,,,9.0,19.0,3.0,13.0,32.0,1.0,3.0,,,6.0,4.0,3.0,12.0,3.0,22.0,3.0,25.0,2.0,16.0,53.0,2.0,7.0,,2.0,1.0,,2.0,1.0,6.0,2.0,0.2222222222222222,0.25,0.3333333333333333,0.23076923076923078,,0.23076923076923078,0.47368421052631576,0.3333333333333333,0.421875,0.3333333333333333,0.45714285714285713,0.6,0.40625,,0.0707070707070707,0.025974025974025976,0.017857142857142856,,0.1,0.10256410256410256,0.05555555555555555,0.25,0.25,0.25,0.5,0.03125,0.375,0.25,0.25,0.3333333333333333,,,,0.6875,0.25,0.543484375,0.6254333333333334,0.1875,8.942105263157895,24.846153846153847,7.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,7.0,4.0,14.0,6.0,2.0,2.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.6666666666666666,0.7,0.7,0.10526315789473684,0.1111111111111111,0.5,0.09523809523809523,0.28125,0.7777777777777778,0.875,0.14285714285714285,0.0625,0.4,0.5,0.4,0.5,0.6666666666666666,0.5,0.5155333333333333,0.21875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,12227.0,204,12.0,350,351,76,87.0,32.0,701,375,10.0,48.0,61.0,3.0,,1.0,1.0,5.0,6.0,7.0,19.0,4.0,9.0,10.0,5.0,3.0,,3.0,3.0,76,14.84375,0.16666666666666666,0.2127659574468085,0.2603550295857988,0.18518518518518517,0.25,1.0,0.09803921568627451,0.09803921568627451,0.21714285714285714,14.0,28.0,,,,,,,25.0,46.0,,,59.0,6.0,10.0,,,14.0,44.0,,,,1.0,2.0,3.0,2.0,,8.0,8.0,34.0,4.0,13.0,,,2.0,3.0,14.0,2.0,0.88,1.0,,,,,0.5434782608695652,0.6,0.5434782608695652,0.6,0.5784313725490197,0.6363636363636364,,0.26666666666666666,0.2786885245901639,0.08602150537634409,0.09285714285714286,0.0851063829787234,0.358974358974359,0.18181818181818182,,0.6086956521739131,0.5,0.5,1.0,,,,,,,,,0.2826086956521739,,0.4379739130434782,0.47890999999999995,0.23728813559322035,11.634782608695653,,9.0,13.0,3.0,4.0,5.0,5.0,5.0,,,9.0,4.0,7.0,,,8.0,2.0,6.0,,6.0,1.0,,1.0,,3.0,,1.0,,,,,,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.021739130434782608,0.07692307692307693,,0.07407407407407407,0.2826086956521739,0.6923076923076923,0.75,0.6666666666666666,0.10869565217391304,0.5714285714285714,0.75,,,0.5,1.0,0.5537,0.13559322033898305,2.0,5.0,1.0,4.0,3.0,1.0,0.10638297872340426,0.10526315789473684,0.0975609756097561,0.16666666666666666,0.3076923076923077,0.4,0.4,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
979,1610612748,Jermaine O'Neal,Jermaine O'Neal,979,MIA,7904.0,132,31.0,225,221,39,52.0,18.0,446,234,3.0,17.0,21.0,2.0,,4.0,2.0,5.0,9.0,9.0,13.0,3.0,22.0,24.0,11.0,4.0,1.0,4.0,2.0,39,25.0,0.4444444444444444,0.10714285714285714,0.12612612612612611,0.1875,,0.5,0.21568627450980393,0.21568627450980393,0.17333333333333334,7.0,10.0,,,,,,,25.0,40.0,,,67.0,3.0,5.0,,,9.0,28.0,,,,6.0,2.0,8.0,2.0,3.0,18.0,3.0,11.0,3.0,4.0,1.0,,,1.0,9.0,,0.56,0.56,,,,,0.625,0.6,0.625,0.6,0.6442307692307693,0.6428571428571429,,0.3333333333333333,0.13253012048192772,0.05454545454545454,0.04938271604938271,0.038461538461538464,0.10714285714285714,0.2,0.07142857142857142,0.25,0.7,0.7,0.5714285714285714,,,,,,,,,0.125,,0.393325,0.40625999999999995,0.13432835820895522,10.122499999999999,,5.0,5.0,,,1.0,1.0,25.0,,,17.0,3.0,3.0,,,9.0,3.0,22.0,,,1.0,,3.0,,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,0.9,0.025,,0.04,0.05555555555555555,0.125,1.0,1.0,0.8,0.625,,,,,0.2,1.0,0.44806666666666667,0.13432835820895522,13.0,1.0,2.0,,3.0,,0.038461538461538464,0.09090909090909091,0.043478260869565216,,0.08,0.52,0.5416666666666666,0.46153846153846156,3.0,2.0,3.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2048,1610612748,Jamaal Magloire,Jamaal Magloire,2048,MIA,336.0,6,-8.0,10,13,2,2.0,1.0,23,13,,1.0,1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2548,1610612748,Dwyane Wade,Dwyane Wade,2548,MIA,11768.0,196,14.0,336,338,72,86.0,31.0,674,361,5.0,15.0,17.0,5.0,4.0,11.0,9.0,5.0,16.0,4.0,12.0,1.0,30.0,29.0,13.0,4.0,1.0,6.0,3.0,72,36.31436314363144,0.6875,0.10869565217391304,0.09202453987730061,0.1111111111111111,0.10526315789473684,0.5,0.11206896551724138,0.1625,0.21428571428571427,18.0,33.0,1.0,1.0,14.0,35.0,6.0,13.0,36.0,69.0,15.0,36.0,142.0,5.0,9.0,7.0,14.0,39.0,24.0,6.0,33.0,14.0,22.0,5.0,27.0,1.0,9.0,59.0,1.0,10.0,,2.0,1.0,,4.0,2.0,39.0,2.0,0.3333333333333333,0.34285714285714286,0.13333333333333333,0.4166666666666667,0.5,0.4411764705882353,0.5217391304347826,0.5555555555555556,0.5571428571428572,0.6739130434782609,0.597457627118644,0.7307692307692307,0.34285714285714286,,0.08547008547008547,0.011235955056179775,0.014925373134328358,,0.10526315789473684,0.09302325581395349,0.02127659574468085,0.3142857142857143,0.5454545454545454,0.5454545454545454,0.3888888888888889,0.009523809523809525,0.3333333333333333,0.4,0.4,0.14285714285714285,0.043478260869565216,0.5652173913043478,0.46153846153846156,0.5714285714285714,0.42424242424242425,0.4751718446601942,0.43316904761904756,0.2746478873239437,10.695652173913043,26.91388888888889,13.0,24.0,1.0,1.0,2.0,3.0,12.0,1.0,2.0,25.0,3.0,3.0,1.0,2.0,12.0,8.0,48.0,39.0,2.0,3.0,4.0,9.0,4.0,1.0,2.0,2.0,,2.0,2.0,2.0,0.5,1.0,0.9,0.8571428571428571,0.043478260869565216,0.08333333333333333,0.08333333333333333,0.038461538461538464,0.22857142857142856,0.5416666666666666,0.5909090909090909,0.3076923076923077,0.11428571428571428,0.2,1.0,0.4,0.5,0.13043478260869565,0.6666666666666666,0.54435,0.08450704225352113,5.0,1.0,1.0,3.0,3.0,,0.022222222222222223,,0.025,,0.05555555555555555,0.4166666666666667,0.45454545454545453,0.2,3.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,10249.0,171,13.0,292,292,61,62.0,26.0,584,310,2.0,10.0,11.0,3.0,2.0,1.0,1.0,,1.0,6.0,13.0,,15.0,20.0,3.0,,,,,61,9.404388714733543,1.0,0.05,0.05714285714285714,0.08695652173913043,,,0.24,0.375,0.2089041095890411,2.0,3.0,6.0,1.0,4.0,10.0,2.0,4.0,3.0,5.0,8.0,16.0,48.0,,,2.0,5.0,16.0,4.0,24.0,10.0,4.0,4.0,1.0,5.0,1.0,2.0,11.0,1.0,6.0,2.0,1.0,,,,2.0,16.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.4,0.5,0.6,,0.7142857142857143,0.6,0.8103448275862069,0.8,0.7619047619047619,0.15384615384615385,0.06,0.0125,0.008547008547008548,,,0.05263157894736842,,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.47619047619047616,0.4,0.4,1.0,0.2,0.8,0.5,0.8095238095238095,0.4,0.5231095238095238,0.50961,0.3333333333333333,13.84,24.424999999999997,,1.0,,,,,1.0,,,18.0,,,,,1.0,10.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,4.0,4.0,,,,,0.2,1.0,,0.04,0.047619047619047616,,,,0.047619047619047616,,,,,,,,0.020833333333333332,1.0,,,,,2.0,,,,,0.13793103448275862,1.0,1.0,,1.0,,3.0,4.0,,,1.0,,,0.6666666666666666,0.6666666666666666,,,2.0,3.0,1.0,0.17647058823529413,,True,,,,,,,,,,,
200809,1610612748,Chris Quinn,Chris Quinn,200809,MIA,94.0,2,,3,2,3,,,5,5,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200821,1610612748,Yakhouba Diawara,Yakhouba Diawara,200821,MIA,146.0,2,-5.0,3,3,1,3.0,1.0,6,6,,1.0,1.0,,,,,,,,,,,,,,,,,1,,,,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
