EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,ShortMidRangeAssists,FTOffRebounds,BadPassTurnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,FTDefRebounds,LostBallSteals,Travels,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,HeaveAttempts,Fg2aBlocked,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,PenaltyArc3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,ThreePtAssists,Arc3Assists,Corner3Assists,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,PenaltyFg3Pct,PenaltyArc3Accuracy,SelfOReb,SelfORebPct,StepOutOfBoundsTurnovers,3SecondViolations,on,OffThreePtRebounds,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,PenaltyCorner3FGM,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,1799.0,30,-19,60,63,20,19,5.0,123,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,69,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,6.0,3.0,9.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,5.0,2.0,1.0,2.0,5.0,3.0,2.0,20,1.0,1.0,0.25,1.0,0.25,1.0,0.25,1.0,11.940298507462686,0.25,0.20833333333333334,0.13043478260869565,0.14285714285714285,0.1935483870967742,0.11538461538461539,0.3333333333333333,0.1,0.42857142857142855,0.14285714285714285,0.2,0.6,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,0.75,0.581225,0.5496,0.731,1.0,1.925,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,7703.0,128,-9,240,242,86,71,25.0,482,6.0,8.0,3.0,2.0,3.0,11.0,21.0,45.0,45.0,264,8.0,6.0,14.0,12.0,34.0,2.0,2.0,1.0,4.0,6.0,1.0,12.0,13.0,7.0,20.0,,,1.0,1.0,,2.0,1.0,12.0,,3.0,2.0,,1.0,3.0,1.0,12.0,86,0.8095238095238095,1.0,0.4666666666666667,0.42857142857142855,0.4666666666666667,0.42857142857142855,0.4787234042553192,0.42857142857142855,18.21561338289963,0.5,0.16,0.08333333333333333,0.03125,0.12149532710280374,0.06451612903225806,0.030303030303030304,0.2,0.21052631578947367,0.1111111111111111,,0.3333333333333333,0.17777777777777778,0.75,0.75,0.8333333333333334,0.24444444444444444,0.375,0.21428571428571427,0.6666666666666666,0.17777777777777778,0.4302555555555556,0.452975,0.4274357142857143,0.26666666666666666,12.180000000000003,0.35833333333333334,2.0,7.0,8.0,26.0,3.0,6.0,12.0,8.0,8.0,1.0,1.0,1.0,6.0,2.0,9.0,2.0,3.0,5.0,1.0,3.0,1.0,0.75,0.75,0.75,0.1,0.19047619047619047,0.05555555555555555,0.16666666666666666,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.5777777777777777,0.3076923076923077,0.3076923076923077,0.875,0.6666666666666666,0.5,0.06382978723404255,0.06382978723404255,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1533,1610612753,Anthony Johnson,Anthony Johnson,1533,ORL,4270.0,71,4,131,128,22,20,10.0,259,3.0,5.0,1.0,1.0,3.0,5.0,6.0,13.0,22.0,139,2.0,2.0,5.0,4.0,2.0,13.0,13.0,7.0,26.0,1.0,2.0,3.0,6.0,1.0,7.0,3.0,1.0,1.0,2.0,1.0,3.0,,10.0,1.0,,,,,,,4.0,22,0.16666666666666666,0.2,0.46153846153846156,0.4,0.4772727272727273,0.4,0.5,0.4,17.36111111111111,0.3333333333333333,0.06521739130434782,0.02631578947368421,0.15384615384615385,0.0847457627118644,0.0196078431372549,,0.14285714285714285,0.125,,0.2,,0.22727272727272727,0.6,0.6,0.3333333333333333,0.22727272727272727,0.3333333333333333,0.6,0.3333333333333333,0.6363636363636364,0.5019431818181818,0.4939,0.47562,0.18181818181818182,7.823076923076924,0.16793893129770993,,1.0,2.0,3.0,1.0,1.0,5.0,10.0,2.0,3.0,,,6.0,,3.0,,1.0,1.0,1.0,1.0,,0.5,0.8333333333333334,0.8333333333333334,,0.1,,,0.2,0.2,,0.13636363636363635,0.6666666666666666,0.6666666666666666,,,,0.045454545454545456,0.07692307692307693,0.22727272727272727,1.0,1.0,2.0,8.0,1.0,1.0,3.0,9.0,1.0,1.0,6.0,3.0,8.0,2.0,3.0,1.0,2.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.4090909090909091,0.5,0.045454545454545456,1.0,1.0,1.0,0.36363636363636365,0.25,0.25,0.5,0.3333333333333333,1.0,0.25,25.355555555555554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1747,1610612753,Rafer Alston,Rafer Alston,1747,ORL,2199.0,37,-10,72,73,63,47,11.0,145,,3.0,,,3.0,5.0,4.0,10.0,10.0,82,,3.0,9.0,8.0,2.0,2.0,2.0,1.0,4.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,,1.0,,2.0,,,,,,,,8.0,63,0.25,0.25,0.4,0.3333333333333333,0.2857142857142857,0.23076923076923078,0.3333333333333333,0.2857142857142857,19.27710843373494,,0.05555555555555555,0.045454545454545456,,0.03571428571428571,0.03571428571428571,,,,0.14285714285714285,,,0.21428571428571427,,,,0.35714285714285715,,0.23076923076923078,,0.5,0.4556269230769232,0.3861,0.44907916666666675,0.8,8.440000000000001,0.875,,3.0,1.0,2.0,2.0,,,6.0,,1.0,,,,,1.0,,,2.0,,1.0,1.0,,,,,0.16666666666666666,,,0.6,0.75,0.3333333333333333,0.14285714285714285,0.5,0.5,,,,0.06666666666666667,0.09090909090909091,,,,,4.0,,1.0,,4.0,,1.0,,,3.0,,,,1.0,,,,,,0.2857142857142857,,,,,,0.2857142857142857,,,,1.0,,,34.05,4.0,4.0,2.0,1.0,2.0,1.0,1.0,0.2,0.3333333333333333,0.2,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,5532.0,92,8,175,174,74,58,18.0,349,7.0,8.0,,2.0,2.0,,8.0,14.0,41.0,188,,2.0,5.0,17.0,16.0,,,,,,1.0,3.0,5.0,,5.0,1.0,1.0,1.0,3.0,,4.0,,13.0,2.0,,,,,,,17.0,74,1.0,1.0,0.5714285714285714,0.4,0.55,0.2857142857142857,0.640625,0.53125,18.556701030927837,0.25,0.05660377358490566,,0.045454545454545456,0.05333333333333334,,,,,0.10344827586206896,0.05555555555555555,,0.4,0.875,1.0,1.0,,,0.2857142857142857,1.0,0.7,0.5479525,0.609225,0.50295,0.4146341463414634,8.385714285714288,0.4228571428571429,,,1.0,6.0,19.0,,,,,,,1.0,8.0,,12.0,,1.0,25.0,,8.0,1.0,,,,,,,,,,,0.3,0.16666666666666666,0.2,1.0,,,0.3103448275862069,0.36363636363636365,,1.0,3.0,1.0,3.0,,1.0,2.0,6.0,,2.0,6.0,,3.0,1.0,,1.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3,0.25,0.15,0.3333333333333333,0.3333333333333333,1.0,0.15,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.3333333333333333,24.53333333333333,1.0,2.0,13.0,,2.0,,3.0,0.14285714285714285,0.125,,0.14285714285714285,1.0,1.0,1.0,3.0,1.0,3.0,0.16666666666666666,0.5,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,1906.0,32,-16,58,60,24,25,7.0,118,,3.0,,,1.0,,1.0,5.0,2.0,62,,,1.0,,,4.0,4.0,,8.0,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,5.0,1.0,,,,,,,,24,,,0.2,,0.1,,0.1,,18.18181818181818,0.5,0.05263157894736842,,,0.03333333333333333,,,,0.14285714285714285,,,,0.3,,,,,,0.25,,0.8,0.495,,0.45196249999999993,,6.9,0.41379310344827586,,,1.0,2.0,,,,2.0,,2.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,0.2,0.5,0.5,,,,,,,,,,5.0,,,,5.0,,,,,5.0,,2.0,,1.0,,,,,,0.5,,,,,,0.5,,,,,,,25.78,3.0,3.0,,,1.0,,,0.2,0.3333333333333333,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,5220.0,87,1,160,160,39,30,16.0,320,3.0,7.0,,,2.0,4.0,10.0,19.0,43.0,181,2.0,3.0,7.0,14.0,4.0,10.0,13.0,4.0,29.0,1.0,1.0,5.0,6.0,1.0,7.0,1.0,,5.0,6.0,3.0,11.0,,8.0,,,,,,,,14.0,39,0.2,0.2,0.5263157894736842,0.42857142857142855,0.52,0.5625,0.65625,0.65,24.157303370786515,0.45454545454545453,0.1,0.022727272727272728,0.058823529411764705,0.08955223880597014,0.017543859649122806,,0.11764705882352941,,0.13636363636363635,0.0625,,0.28,0.42857142857142855,0.5,,0.16,,0.25,,0.52,0.464794,0.3826,0.44081875,0.32558139534883723,10.489473684210527,0.24375,,2.0,5.0,8.0,17.0,1.0,3.0,16.0,,3.0,,2.0,5.0,1.0,15.0,,,18.0,2.0,6.0,,0.5,0.5,0.5,,0.09090909090909091,,,0.5,0.6666666666666666,,0.32,0.625,0.625,0.4,,,0.23333333333333334,0.2608695652173913,0.06976744186046512,,,2.0,6.0,,,2.0,6.0,,,,6.0,6.0,2.0,3.0,,1.0,1.0,,0.3333333333333333,,0.3333333333333333,0.24,,,,,,0.24,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,25.5,1.0,1.0,5.0,,2.0,,4.0,0.10526315789473684,0.14285714285714285,0.25,0.125,,,1.0,2.0,,2.0,,,,0.14285714285714285,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,
200978,1610612753,Jeremy Richardson,Jeremy Richardson,200978,ORL,146.0,2,1,5,4,5,4,1.0,9,,,,,,,,1.0,,5,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,5,,,,,,,,,28.57142857142857,1.0,,,,,,,,,,,,,,,,,,,,,0.3332,,0.3332,,21.6,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201584,1610612753,Courtney Lee,Courtney Lee,201584,ORL,1928.0,32,-8,58,65,22,22,7.0,123,3.0,6.0,1.0,,2.0,,6.0,10.0,15.0,71,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,4.0,22,0.16666666666666666,0.16666666666666666,0.6,0.25,0.5454545454545454,0.2,0.625,0.3333333333333333,17.91044776119403,,0.045454545454545456,,,0.034482758620689655,,,,,0.1111111111111111,,,0.5454545454545454,0.5,0.75,,,1.0,0.4,,0.6363636363636364,0.5252600000000001,0.5611,0.48997500000000005,0.26666666666666666,7.4,0.3793103448275862,,,3.0,4.0,3.0,,,10.0,,,,,1.0,,2.0,,,3.0,1.0,1.0,,,,,,,,,,,,0.36363636363636365,0.75,0.75,0.3333333333333333,,,0.09090909090909091,0.1,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,0.09090909090909091,,,,,,,44.3,1.0,1.0,2.0,1.0,2.0,,,0.2,0.3333333333333333,,0.2,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,1456.0,24,-3,47,46,14,12,6.0,93,1.0,2.0,1.0,,1.0,7.0,5.0,10.0,14.0,49,2.0,1.0,5.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,4.0,5.0,3.0,8.0,1.0,,,,,,,2.0,,,,,,,,2.0,14,0.4,0.6666666666666666,0.5,0.2,0.4166666666666667,0.16666666666666666,0.5,0.16666666666666666,25.925925925925924,,0.3076923076923077,0.1875,0.1111111111111111,0.22727272727272727,0.15,,,0.3333333333333333,0.2857142857142857,0.16666666666666666,,0.16666666666666666,0.5,0.5,,0.5833333333333334,0.5,0.16666666666666666,,0.3333333333333333,0.43001249999999996,0.4954,0.40975,0.14285714285714285,7.209999999999999,0.2978723404255319,1.0,3.0,1.0,1.0,4.0,2.0,4.0,6.0,4.0,1.0,,,,,6.0,,,4.0,,2.0,1.0,1.0,1.0,1.0,,0.14285714285714285,0.4,,0.42857142857142855,0.5,0.3333333333333333,0.08333333333333333,1.0,1.0,1.0,1.0,,0.14285714285714285,0.16666666666666666,0.2857142857142857,,,,2.0,,,,2.0,,,,,2.0,,,,1.0,,,,,,0.16666666666666666,,,,,,0.16666666666666666,,,,,,,25.1,1.0,1.0,,,1.0,,,0.1,,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,0.2,,,True,,,,,,,,,,,,,,,,,,
