EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Minutes,PenaltyOffPoss,SecondChanceOffPoss,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,FG2A,PenaltyFG2A,Fg2aBlocked,Loose Ball Fouls,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChancePointsPct,PenaltyPointsPct,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,FG3APct,Corner3Frequency,PenaltyCorner3Frequency,Avg3ptShotDistance,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,on,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,FTDefRebounds,SecondChanceTurnovers,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,DefFTReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,Travels,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,LongMidRangePctAssisted,3SecondViolations,ShortMidRangePctBlocked,ShortMidRangePctAssisted,OffensiveGoaltends,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,1.0,-2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,98.0,1,4,4,4,8,3,2.0,3.0,1.0,1.0,3.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,1610612740,Ryan Bowen,Ryan Bowen,1763,NOH,98.0,1,4,4,4,8,3,2.0,3.0,1.0,1.0,3.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,0.5766,0.5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612740,James Posey,James Posey,1899,NOH,98.0,1,4,4,4,8,3,2.0,3.0,1.0,,3.0,,0.75,1.0,1.0,1.0,1.0,,,,,20.0,1.0,1.0,1.0,0.7157,0.7157,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,1610612740,Rasual Butler,Rasual Butler,2446,NOH,98.0,1,4,4,4,8,3,2.0,3.0,1.0,,3.0,,0.75,,,,,,,,,20.0,,,1.0,0.5013,0.5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,97.0,3,3,3,3,6,1,2.0,3.0,1.0,,3.0,,1.0,,,,,,,,,25.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101108,1610612740,Chris Paul,Chris Paul,101108,NOH,12063.0,-93,376,372,110,748,458,201.0,119.0,34.0,8.0,119.0,,0.31648936170212766,25.0,6.0,57.0,15.0,4.0,,0.07017543859649122,0.16,25.60386473429952,0.3424657534246575,0.3,0.5616438356164384,0.4900616438356164,0.43839750000000005,16.0,,2.0,3.0,25.0,83.0,1.0,3.0,12.0,4.0,23.0,46.0,,,4.0,22.0,23.0,0.43859649122807015,0.3333333333333333,0.26666666666666666,0.4452054794520548,0.5714285714285714,0.35,0.5060975609756098,0.6666666666666666,0.46,,0.023809523809523808,,0.64,0.7619047619047619,0.2857142857142857,,0.5,0.14457831325301204,0.27710843373493976,1.0,,16.0,5.0,0.2191780821917808,0.0136986301369863,,26.137500000000003,18.0,9.0,30.0,21.0,3.0,3.0,False,6.0,15.0,3.0,17.0,5.0,15.0,2.0,4.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0,12.0,15.0,5.0,33.0,19.0,52.0,10.0,9.0,19.0,1.0,13.0,123.0,4.0,8.0,10.0,18.0,2.0,8.0,4.0,4.0,17.0,3.0,9.0,7.0,8.0,1.0,24.0,8.0,2.0,1.0,3.0,3.0,9.0,0.08,0.08,0.2,0.3125,0.5,0.4,0.3125,0.7083333333333334,0.08620689655172414,0.03278688524590164,0.21052631578947367,0.11688311688311688,0.02702702702702703,0.058823529411764705,0.0196078431372549,0.05555555555555555,0.12903225806451613,0.20588235294117646,0.25,0.05555555555555555,0.125,0.2054794520547945,0.4,0.4,0.2328767123287671,0.17647058823529413,0.17647058823529413,0.2054794520547945,0.3333333333333333,0.3333333333333333,0.2,0.5714285714285714,0.5,0.25,0.4,0.3333333333333333,0.5199400000000001,0.11392405063291139,0.14285714285714285,7.821052631578948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612740,Antonio Daniels,Antonio Daniels,1498,NOH,3758.0,-25,115,118,33,233,128,63.0,39.0,15.0,1.0,39.0,,0.3391304347826087,5.0,3.0,9.0,4.0,3.0,,0.3333333333333333,0.6,16.793893129770993,0.38461538461538464,0.6,0.6923076923076923,0.5441076923076923,0.6258800000000001,1.0,,,1.0,1.0,12.0,,,,1.0,7.0,,,,1.0,3.0,7.0,0.1111111111111111,,0.25,0.19230769230769232,,0.2,0.3235294117647059,,0.4375,,0.018867924528301886,,0.2,0.5,,,0.3333333333333333,,0.5833333333333334,,,4.0,1.0,0.3076923076923077,,,24.4,7.0,5.0,7.0,9.0,1.0,1.0,False,,1.0,,3.0,1.0,4.0,,,,1.0,1.0,,,,,2.0,3.0,,4.0,1.0,6.0,3.0,9.0,2.0,1.0,5.0,,1.0,21.0,1.0,,2.0,2.0,,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,,5.0,,,,1.0,,3.0,1.0,1.0,1.0,0.25,,,0.25,0.4,0.04878048780487805,0.027777777777777776,,0.03773584905660377,0.07142857142857142,,,0.07142857142857142,0.043478260869565216,,,,1.0,0.07692307692307693,,,0.23076923076923078,,,0.3076923076923077,0.25,0.25,1.0,,,0.2,,0.25,,0.1875,0.25,6.933333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,1610612740,Sean Marks,Sean Marks,1752,NOH,4724.0,-13,149,150,66,299,162,79.0,69.0,18.0,8.0,69.0,1.0,0.46308724832214765,10.0,2.0,12.0,3.0,2.0,1.0,0.16666666666666666,0.2,10.119047619047619,0.7692307692307693,0.5,0.8461538461538461,0.5168115384615384,0.4302125,6.0,2.0,3.0,2.0,6.0,16.0,2.0,3.0,4.0,2.0,7.0,2.0,2.0,1.0,10.0,20.0,7.0,0.5,0.6666666666666666,0.6666666666666666,0.46153846153846156,0.6666666666666666,0.5,0.5333333333333333,0.6666666666666666,0.5833333333333334,0.05555555555555555,0.14492753623188406,,0.6,0.75,1.0,0.6666666666666666,1.0,0.25,0.4375,,,1.0,1.0,0.07692307692307693,,,31.5,4.0,3.0,7.0,5.0,2.0,2.0,False,,1.0,,1.0,,1.0,,,,1.0,,,,,,10.0,,,1.0,,,,,,,,,,,9.0,3.0,6.0,10.0,2.0,3.0,2.0,1.0,2.0,,1.0,,1.0,,2.0,2.0,6.0,,1.0,1.0,1.0,0.8333333333333334,1.0,,,,,,1.0,0.13043478260869565,0.17647058823529413,0.14285714285714285,0.13432835820895522,0.15789473684210525,0.14285714285714285,0.2222222222222222,0.15384615384615385,0.13793103448275862,0.1111111111111111,0.3333333333333333,0.5,0.8333333333333334,0.07692307692307693,,,0.07692307692307693,,,0.07692307692307693,,,,,,0.25,,,0.5752,0.07692307692307693,0.08333333333333333,2.033333333333333,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.1111111111111111,0.08333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,
1899,1610612740,James Posey,James Posey,1899,NOH,7256.0,-47,228,228,102,456,258,121.0,109.0,26.0,12.0,109.0,4.0,0.4780701754385965,10.0,1.0,20.0,4.0,4.0,,0.2,0.3,23.828125,0.2564102564102564,0.07692307692307693,0.7435897435897436,0.4931256410256412,0.4746153846153846,6.0,2.0,3.0,1.0,9.0,55.0,2.0,5.0,4.0,2.0,29.0,14.0,4.0,,4.0,30.0,29.0,0.45,0.4,0.5,0.4230769230769231,0.2857142857142857,0.5,0.5392156862745098,0.2857142857142857,0.6590909090909091,,0.037037037037037035,,0.6,0.8571428571428571,0.42857142857142855,0.6666666666666666,1.0,0.07272727272727272,0.5272727272727272,5.0,3.0,19.0,9.0,0.48717948717948717,0.1282051282051282,0.23076923076923078,24.752631578947373,22.0,16.0,17.0,26.0,3.0,3.0,False,1.0,4.0,2.0,6.0,4.0,14.0,,1.0,2.0,6.0,5.0,,2.0,,3.0,4.0,15.0,,14.0,4.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,4.0,1.0,20.0,26.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,6.0,2.0,,10.0,4.0,5.0,1.0,2.0,,7.0,0.2222222222222222,0.2857142857142857,1.0,0.2631578947368421,,0.3333333333333333,0.2631578947368421,0.4,0.29850746268656714,0.0547945205479452,0.03225806451612903,0.21428571428571427,0.03571428571428571,0.05263157894736842,0.07692307692307693,0.25,0.34375,0.038461538461538464,,0.05263157894736842,0.3333333333333333,0.10256410256410256,0.25,0.25,0.15384615384615385,0.3333333333333333,0.4,0.358974358974359,0.2857142857142857,0.2857142857142857,1.0,0.14285714285714285,,0.46153846153846156,0.3333333333333333,0.2857142857142857,0.45885,0.1875,0.25925925925925924,7.875,,,,,5.0,1.0,,,,0.38461538461538464,,,,1.0,1.0,1.0,1.0,3.0,2.0,0.16666666666666666,0.2727272727272727,0.2,0.2,1.0,0.14285714285714285,0.3333333333333333,0.09523809523809523,,,,,,,,,
