EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,FTOffRebounds,BadPassTurnovers,OffFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,FTDefRebounds,SelfOReb,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,DefensiveGoaltends,3SecondViolations,on,Blocked3s,BlockedCorner3,BlockedArc3
101162,1610612753,Marcin Gortat,Marcin Gortat,101162,ORL,6178.0,103,-4,196,205,103,91,23.0,401,11.0,14.0,2.0,3.0,6.0,8.0,1.0,1.0,12.0,15.0,3.0,27.0,218,3.0,4.0,6.0,6.0,8.0,12.0,20.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,6.0,10.0,16.0,10.0,26.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,18.0,2.0,6.0,1.0,1.0,6.0,3.0,9.0,7.0,2.0,9.0,6.0,12.0,103,1.0,0.8333333333333334,0.9090909090909091,0.8,0.75,0.75,0.8,0.75,0.75,0.75,0.75,0.6666666666666666,0.06666666666666667,0.07142857142857142,8.558558558558557,1.0,0.16666666666666666,0.07692307692307693,0.1935483870967742,0.19230769230769232,0.17582417582417584,0.10989010989010989,0.05,0.14285714285714285,0.14285714285714285,0.25,0.13333333333333333,0.16666666666666666,0.2222222222222222,0.22727272727272727,0.1111111111111111,0.6666666666666666,0.9333333333333333,0.7857142857142857,0.8461538461538461,0.8181818181818182,0.06666666666666667,1.0,1.0,1.0,0.75,0.6666666666666666,1.0,0.75,0.9333333333333333,0.5826866666666665,0.4747,0.5655,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.4444444444444444,1.0333333333333334,0.5255102040816326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,1928.0,32,-8,58,65,22,22,7.0,123,,,,,,,2.0,3.0,3.0,13.0,,6.0,71,1.0,1.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,,,,,,,1.0,,1.0,1.0,2.0,3.0,,,,1.0,,1.0,,2.0,4.0,,3.0,2.0,1.0,,,,,,,,4.0,22,,0.6666666666666666,1.0,0.23076923076923078,1.0,0.4,0.23076923076923078,1.0,0.4,0.23076923076923078,1.0,0.4,,,20.8955223880597,1.0,0.045454545454545456,0.045454545454545456,,,0.034482758620689655,0.038461538461538464,0.25,,,,,0.25,,,,,,,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.4077076923076923,0.5464,0.43098000000000003,,,0.3333333333333333,0.6666666666666666,15.192307692307692,0.3793103448275862,1.0,10.0,1.0,1.0,1.0,0.7692307692307693,0.1,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1533,1610612753,Anthony Johnson,Anthony Johnson,1533,ORL,7808.0,130,7,233,237,78,72,29.0,470,3.0,7.0,,,2.0,3.0,7.0,17.0,13.0,32.0,3.0,35.0,233,4.0,7.0,8.0,6.0,12.0,18.0,4.0,22.0,6.0,1.0,2.0,10.0,,22.0,1.0,4.0,1.0,9.0,11.0,5.0,16.0,4.0,2.0,2.0,5.0,1.0,7.0,1.0,7.0,16.0,,10.0,1.0,2.0,10.0,3.0,,,,,,18.0,78,,0.15384615384615385,0.2,0.40625,0.5714285714285714,0.5,0.37209302325581395,0.5714285714285714,0.5,0.3645833333333333,0.5714285714285714,0.5,0.03125,,20.676691729323306,0.7142857142857143,0.09278350515463918,0.05555555555555555,0.041666666666666664,0.03225806451612903,0.08264462809917356,0.04854368932038835,0.12,,0.0625,,0.08823529411764706,0.15789473684210525,0.06818181818181818,0.058823529411764705,,,0.16279069767441862,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3953488372093023,0.4117647058823529,0.4117647058823529,0.14285714285714285,,,0.2,0.6666666666666666,0.4186046511627907,0.46834285714285717,0.43012000000000006,0.4825821428571429,0.06521739130434782,0.08571428571428572,0.22857142857142856,0.5142857142857142,9.80625,0.33476394849785407,3.0,8.0,,4.0,,0.18604651162790697,0.375,0.42857142857142855,,1.0,3.0,1.0,2.0,1.0,8.0,1.0,2.0,11.0,1.0,3.0,3.0,3.0,3.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,0.5,0.18181818181818182,0.3333333333333333,0.2,0.2558139534883721,0.125,0.125,0.05263157894736842,0.11538461538461539,0.06976744186046512,0.3333333333333333,0.3333333333333333,0.18604651162790697,0.125,0.125,1.0,0.13333333333333333,0.5,0.06666666666666667,0.14285714285714285,26.49090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201584,1610612753,Courtney Lee,Courtney Lee,201584,ORL,32974.0,550,24,1006,1026,319,277,108.0,2032,27.0,52.0,2.0,6.0,7.0,18.0,4.0,10.0,55.0,110.0,23.0,169.0,1090,3.0,8.0,9.0,16.0,38.0,57.0,44.0,66.0,4.0,9.0,10.0,27.0,6.0,64.0,2.0,4.0,12.0,20.0,33.0,6.0,39.0,19.0,14.0,5.0,12.0,6.0,20.0,2.0,21.0,42.0,,17.0,1.0,1.0,26.0,9.0,3.0,2.0,1.0,3.0,2.0,57.0,319,3.0,0.4,0.41509433962264153,0.5,0.375,0.42105263157894735,0.474025974025974,0.4090909090909091,0.46078431372549017,0.509090909090909,0.4090909090909091,0.5089285714285714,0.08181818181818182,0.15384615384615385,16.415261756876664,0.6,0.054945054945054944,0.012944983818770227,0.11214953271028037,0.014388489208633094,0.06794055201698514,0.013392857142857142,,0.010526315789473684,0.023255813953488372,,0.03305785123966942,0.034482758620689655,0.08333333333333333,0.09090909090909091,0.16666666666666666,0.6666666666666666,0.33766233766233766,0.5192307692307693,0.6136363636363636,0.4074074074074074,0.06493506493506493,0.4,0.4444444444444444,0.75,0.5454545454545454,0.3333333333333333,0.35294117647058826,0.3888888888888889,0.6233766233766234,0.5104782894736841,0.4985555555555556,0.48303469387755105,0.05625,0.07758620689655173,0.05325443786982249,0.33727810650887574,8.755454545454544,0.31709741550695825,24.0,48.0,,6.0,,0.3116883116883117,0.5,0.5,0.3333333333333333,7.0,24.0,4.0,6.0,5.0,20.0,7.0,12.0,44.0,5.0,13.0,10.0,36.0,,2.0,18.0,5.0,17.0,4.0,8.0,3.0,1.0,2.0,8.0,6.0,2.0,5.0,5.0,1.0,0.2727272727272727,0.38461538461538464,0.2857142857142857,0.2857142857142857,,0.030303030303030304,0.025210084033613446,0.02666666666666667,0.15584415584415584,0.2916666666666667,0.2916666666666667,0.12987012987012986,0.25,0.2631578947368421,1.0,0.11764705882352941,0.6666666666666666,0.13725490196078433,0.2777777777777778,25.58409090909091,1.0,3.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.022727272727272728,0.1,0.05,1.0,0.2727272727272727,0.3333333333333333,1.0,0.14285714285714285,,,,,,,,,,,,,,,,True,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,25260.0,421,13,765,772,186,149,83.0,1537,13.0,28.0,,,3.0,9.0,12.0,33.0,39.0,98.0,54.0,159.0,851,2.0,6.0,8.0,9.0,26.0,58.0,18.0,60.0,,9.0,24.0,51.0,10.0,126.0,1.0,4.0,13.0,33.0,51.0,5.0,56.0,8.0,4.0,4.0,12.0,4.0,24.0,2.0,16.0,38.0,4.0,48.0,1.0,1.0,62.0,25.0,3.0,2.0,1.0,3.0,2.0,58.0,186,5.0,0.23076923076923078,0.23076923076923078,0.3979591836734694,0.3333333333333333,0.34615384615384615,0.4166666666666667,0.25,0.4342105263157895,0.5129032258064516,0.4,0.5686274509803921,0.09183673469387756,0.14285714285714285,20.838183934807915,0.5,0.12267657992565056,0.016877637130801686,0.1511627906976744,0.00980392156862745,0.1295774647887324,0.014749262536873156,0.014925373134328358,0.012987012987012988,,0.03225806451612903,0.07954545454545454,0.16216216216216217,0.1308411214953271,0.11475409836065574,0.24,0.6666666666666666,0.2222222222222222,0.4642857142857143,0.5416666666666666,0.3076923076923077,0.2619047619047619,0.36363636363636365,0.42857142857142855,0.08333333333333333,,,0.23684210526315788,0.3333333333333333,0.4444444444444444,0.4625674603174602,0.4203,0.45427631578947364,0.174496644295302,0.20833333333333334,0.050314465408805034,0.36477987421383645,10.264285714285714,0.24313725490196078,14.0,37.0,,8.0,,0.29365079365079366,0.3783783783783784,0.3783783783783784,0.2857142857142857,2.0,3.0,1.0,1.0,7.0,25.0,11.0,9.0,28.0,5.0,12.0,25.0,12.0,15.0,,25.0,7.0,27.0,14.0,19.0,2.0,5.0,3.0,12.0,5.0,2.0,6.0,6.0,0.4444444444444444,0.32142857142857145,0.4166666666666667,0.32142857142857145,0.2222222222222222,,0.21739130434782608,0.021505376344086023,0.04411764705882353,0.023809523809523808,0.6666666666666666,0.6666666666666666,0.1984126984126984,0.28,0.28,0.2857142857142857,0.02631578947368421,1.0,0.2894736842105263,0.28,25.235714285714288,,2.0,4.0,,2.0,,6.0,3.0,,2.0,3.0,,,,0.15151515151515152,,1.0,0.25,,,0.36363636363636365,4.0,3.0,1.0,0.034482758620689655,,,,,,,,,,,,True,,,
2554,1610612753,Mickael Pietrus,Mickael Pietrus,2554,ORL,11885.0,198,5,358,383,171,166,43.0,741,9.0,15.0,1.0,1.0,5.0,8.0,1.0,4.0,13.0,23.0,9.0,80.0,374,1.0,1.0,5.0,5.0,9.0,29.0,12.0,14.0,,4.0,2.0,8.0,,18.0,1.0,5.0,2.0,14.0,19.0,7.0,26.0,5.0,4.0,1.0,4.0,2.0,7.0,,10.0,29.0,,18.0,,6.0,16.0,7.0,5.0,3.0,1.0,5.0,2.0,29.0,171,5.0,0.46153846153846156,0.46153846153846156,0.5652173913043478,1.0,0.5555555555555556,0.5725806451612904,0.35714285714285715,0.5434782608695652,0.5797101449275363,0.35714285714285715,0.58,0.17391304347826086,0.2,18.765432098765434,0.5714285714285714,0.10526315789473684,0.043478260869565216,0.043478260869565216,0.018518518518518517,0.0893854748603352,0.03550295857988166,0.05,0.05405405405405406,0.03333333333333333,,0.13043478260869565,,0.12121212121212122,0.03125,0.07142857142857142,0.4,0.24193548387096775,0.6,0.75,0.4444444444444444,0.06451612903225806,0.25,0.3333333333333333,,0.14285714285714285,1.0,0.34782608695652173,0.625,0.8709677419354839,0.5514225806451614,0.5795125,0.5728586956521738,0.1044776119402985,0.25,0.0625,0.3625,5.073913043478261,0.4776536312849162,3.0,4.0,1.0,2.0,0.05555555555555555,0.06451612903225806,0.75,0.75,0.6666666666666666,9.0,23.0,3.0,8.0,6.0,16.0,6.0,15.0,39.0,5.0,14.0,4.0,45.0,,,16.0,6.0,6.0,2.0,3.0,1.0,3.0,,3.0,6.0,2.0,2.0,1.0,1.0,0.38461538461538464,0.35714285714285715,0.38461538461538464,0.6290322580645161,,0.25,0.02631578947368421,,0.3709677419354839,0.391304347826087,0.391304347826087,0.25806451612903225,0.375,0.375,1.0,0.34782608695652173,0.375,0.2608695652173913,0.375,24.566666666666663,,,2.0,1.0,6.0,,2.0,,,1.0,2.0,,0.16666666666666666,,0.25,,1.0,,,,0.3333333333333333,,,,,1.0,6.0,1.0,0.8571428571428571,0.16666666666666666,1.0,,,,,,True,,,
1747,1610612753,Rafer Alston,Rafer Alston,1747,ORL,21090.0,352,18,650,656,180,148,67.0,1306,20.0,43.0,1.0,3.0,7.0,15.0,6.0,17.0,40.0,87.0,15.0,155.0,707,2.0,4.0,4.0,11.0,23.0,37.0,10.0,70.0,,7.0,17.0,45.0,10.0,107.0,,2.0,6.0,17.0,23.0,2.0,25.0,15.0,6.0,9.0,10.0,1.0,19.0,1.0,13.0,25.0,1.0,17.0,1.0,,22.0,6.0,2.0,1.0,,2.0,,37.0,180,3.0,0.125,0.125,0.45977011494252873,0.5,0.4782608695652174,0.5223880597014925,0.3333333333333333,0.3472222222222222,0.5381944444444444,0.3333333333333333,0.42045454545454547,0.08045977011494253,0.11627906976744186,22.451790633608816,0.5263157894736842,0.07488986784140969,0.00975609756097561,0.0967741935483871,,0.07958477508650519,0.006756756756756757,,,,,0.058823529411764705,0.05084745762711865,0.1,0.13333333333333333,,,0.3208955223880597,0.46511627906976744,0.5263157894736842,0.15,0.12686567164179105,0.35294117647058826,0.4,,0.5,0.3333333333333333,0.4166666666666667,0.4666666666666667,0.6716417910447762,0.5221992424242424,0.4716666666666667,0.5221735294117646,0.043478260869565216,0.06593406593406594,0.025806451612903226,0.23870967741935484,7.6000000000000005,0.27692307692307694,14.0,27.0,,9.0,,0.20149253731343283,0.5185185185185185,0.5185185185185185,0.14285714285714285,6.0,14.0,,3.0,14.0,33.0,10.0,20.0,47.0,1.0,13.0,12.0,54.0,6.0,1.0,32.0,14.0,28.0,7.0,15.0,6.0,,1.0,9.0,2.0,,6.0,6.0,0.9,0.425531914893617,0.07692307692307693,0.43478260869565216,0.35074626865671643,,,0.021505376344086023,0.015384615384615385,0.1044776119402985,0.42857142857142855,0.42857142857142855,0.2462686567164179,0.42424242424242425,0.42424242424242425,0.8571428571428571,0.08333333333333333,,0.2777777777777778,0.4375,25.882978723404257,,2.0,1.0,,2.0,,7.0,6.0,,,2.0,,,,0.11764705882352941,,1.0,0.3333333333333333,,,0.1,,2.0,,,,,1.0,,,,1.0,,,,,True,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,776.0,13,-6,23,24,6,7,3.0,47,,1.0,,,,,1.0,1.0,2.0,5.0,,4.0,26,,,,,,,,4.0,,,1.0,3.0,1.0,7.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,6,,,,0.4,,,0.4,,,0.4,,,,,23.076923076923077,1.0,0.08333333333333333,,,,0.06666666666666667,,,,,,,0.3333333333333333,,,,,0.2,,,,0.2,1.0,1.0,,,,,,0.2,0.4366,,,,,,,12.18,0.2608695652173913,1.0,3.0,,1.0,,0.6,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1740,1610612753,Rashard Lewis,Rashard Lewis,1740,ORL,28640.0,477,36,881,891,284,241,90.0,1772,15.0,35.0,4.0,5.0,9.0,14.0,18.0,35.0,44.0,100.0,48.0,220.0,954,6.0,10.0,22.0,20.0,42.0,96.0,42.0,46.0,6.0,5.0,9.0,29.0,2.0,67.0,3.0,5.0,11.0,41.0,60.0,8.0,68.0,17.0,12.0,5.0,17.0,11.0,23.0,,10.0,22.0,3.0,42.0,1.0,3.0,59.0,14.0,4.0,3.0,1.0,4.0,2.0,96.0,284,1.0,0.4772727272727273,0.5121951219512195,0.44,0.6,0.47619047619047616,0.5212121212121212,0.6923076923076923,0.6129032258064516,0.5657894736842105,0.7333333333333333,0.6333333333333333,0.05,0.08571428571428572,21.712538226299692,0.7391304347826086,0.13015873015873017,0.019455252918287938,0.12359550561797752,0.023809523809523808,0.12871287128712872,0.020887728459530026,0.024096385542168676,0.029411764705882353,0.013333333333333334,0.0392156862745098,0.1568627450980392,0.11688311688311688,0.11764705882352941,0.09230769230769231,0.20833333333333334,0.5,0.21212121212121213,0.42857142857142855,0.46875,0.5333333333333333,0.21212121212121213,0.5142857142857142,0.5294117647058824,0.4444444444444444,0.38461538461538464,0.8,0.22580645161290322,0.6428571428571429,0.6060606060606061,0.49262300613496934,0.45855909090909086,0.4645766666666667,0.0893854748603352,0.125,0.1,0.43636363636363634,8.574,0.322360953461975,11.0,30.0,,6.0,,0.18181818181818182,0.36666666666666664,0.3793103448275862,0.45454545454545453,12.0,22.0,7.0,7.0,16.0,43.0,13.0,28.0,65.0,12.0,20.0,20.0,81.0,3.0,1.0,42.0,16.0,20.0,7.0,9.0,6.0,8.0,3.0,6.0,6.0,3.0,11.0,11.0,0.9642857142857143,0.4307692307692308,0.6,0.4375,0.3939393939393939,0.03333333333333333,0.2857142857142857,0.009433962264150943,0.03614457831325301,0.13333333333333333,0.5454545454545454,0.5454545454545454,0.2606060606060606,0.37209302325581395,0.38095238095238093,0.9375,0.11290322580645161,1.0,0.20967741935483872,0.38095238095238093,25.555384615384614,1.0,1.0,5.0,2.0,3.0,1.0,5.0,1.0,,1.0,2.0,5.0,0.6666666666666666,0.015384615384615385,0.02857142857142857,0.023255813953488372,1.0,0.07692307692307693,1.0,1.0,0.38461538461538464,4.0,,2.0,0.029850746268656716,1.0,2.0,,0.15384615384615385,0.5,1.0,,1.0,0.25,,,True,,,
1731,1610612753,Tyronn Lue,Tyronn Lue,1731,ORL,49.0,1,-2,2,2,2,2,,4,,,,,,,,,1.0,1.0,,2.0,5,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3001,,0.3001,,,,1.0,19.4,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
