EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFG2M,BadPassTurnovers,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,DefLongMidRangeReboundPct,PtsAssisted2s,DefThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,PenaltyAtRimFGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFtPoints,Fg2aBlocked,LongMidRangeAssists,Steals,BadPassSteals,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,PenaltyAtRimFrequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,LostBallSteals,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChancePointsPct,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShortMidRangeAssists,Technical Free Throw Trips,ShortMidRangePctAssisted,on,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,2272.0,38,-30,68,68,17,38,6.0,136,2.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,8.0,3.0,5.0,1.0,16.0,96,1.0,2.0,2.0,2.0,6.0,6.0,3.0,6.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,17,0.3333333333333333,0.6,1.0,0.6,0.375,0.5769230769230769,0.75,0.6153846153846154,0.75,0.38461538461538464,19.736842105263158,0.5,0.07692307692307693,0.045454545454545456,0.04,0.03225806451612903,0.2,0.25,0.14285714285714285,0.3076923076923077,0.5,0.5,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.3076923076923077,0.75,0.75,0.3333333333333333,1.0,0.5,1.0,0.6923076923076923,0.75,0.47045,0.5946,0.344525,0.07692307692307693,0.125,0.375,9.387500000000001,24.660000000000004,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
101123,1610612742,Gerald Green,Gerald Green,101123,DAL,1266.0,21,-14,40,41,24,33,5.0,81,,,,1.0,2.0,5.0,1.0,,2.0,,,2.0,6.0,,3.0,,4.0,42,,5.0,,,4.0,4.0,,,2.0,,,,,,,,,2.0,2.0,,2.0,,2.0,,,2.0,2.0,4.0,,,,,,4.0,24,,,,,0.3333333333333333,0.2222222222222222,0.4,0.2222222222222222,0.4,0.3333333333333333,23.913043478260867,1.0,0.11764705882352941,,0.1111111111111111,,,,,,,,0.1111111111111111,0.5555555555555556,0.4,0.4,0.1111111111111111,0.2222222222222222,,,,,,,0.3333333333333333,,0.44358333333333333,,0.38465999999999995,,,1.0,15.949999999999998,24.166666666666668,0.6,2.0,2.0,2.0,2.0,0.4,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
101189,1610612742,James Singleton,James Singleton,101189,DAL,1074.0,18,-13,30,34,14,24,5.0,64,,,,,1.0,1.0,,1.0,3.0,,1.0,1.0,1.0,1.0,3.0,,5.0,39,,,,1.0,,,3.0,,3.0,1.0,,,,,,,1.0,1.0,4.0,1.0,5.0,,,1.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,,14,1.0,0.3333333333333333,,0.3333333333333333,1.0,0.625,,0.5,,0.75,16.666666666666668,,0.16666666666666666,0.09090909090909091,0.2,0.0625,0.3333333333333333,,,,,,,0.25,1.0,1.0,,0.75,0.3333333333333333,0.3333333333333333,1.0,,1.0,,0.75,0.3333333333333333,0.48501249999999996,,0.48,0.2,0.5,,16.5,25.066666666666666,0.4666666666666667,,,1.0,,,0.2,2.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.25,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,3809.0,63,-19,126,125,53,84,13.0,251,1.0,2.0,,4.0,2.0,9.0,1.0,5.0,10.0,1.0,3.0,3.0,15.0,5.0,11.0,5.0,26.0,142,2.0,8.0,1.0,3.0,6.0,4.0,12.0,3.0,10.0,5.0,3.0,,3.0,,1.0,6.0,1.0,6.0,9.0,1.0,10.0,,7.0,,5.0,7.0,,2.0,,6.0,6.0,,3.0,6.0,53,0.8,0.45454545454545453,0.3333333333333333,0.45454545454545453,0.2,0.40384615384615385,0.13636363636363635,0.4482758620689655,0.23076923076923078,0.4230769230769231,25.89928057553957,1.0,0.15789473684210525,0.023255813953488372,0.140625,0.01694915254237288,,0.1111111111111111,,0.07692307692307693,0.5,1.0,0.15384615384615385,0.34615384615384615,0.2222222222222222,0.25,0.038461538461538464,0.38461538461538464,0.5,0.5,0.8,,0.2727272727272727,0.3333333333333333,0.5,0.5,0.46659230769230775,0.4222666666666666,0.4434818181818182,0.10344827586206896,0.16666666666666666,0.23076923076923078,12.766666666666667,24.70909090909091,0.42063492063492064,,2.0,2.0,,,0.3125,2.0,3.0,,,0.3333333333333333,0.3333333333333333,,0.11538461538461539,0.125,0.5,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.2,0.5,0.25,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200797,1610612742,Ryan Hollins,Ryan Hollins,200797,DAL,5026.0,84,-28,160,162,64,106,17.0,322,8.0,11.0,4.0,2.0,,1.0,,,,,,8.0,14.0,,,6.0,22.0,181,4.0,4.0,,,10.0,4.0,,,,,1.0,,1.0,,1.0,2.0,7.0,6.0,15.0,9.0,24.0,,2.0,2.0,,4.0,11.0,22.0,,11.0,10.0,,4.0,10.0,64,,,,,0.5714285714285714,0.5714285714285714,0.75,0.5789473684210527,0.625,,12.92134831460674,0.5,0.1276595744680851,0.12962962962962962,0.17721518987341772,0.12,0.15384615384615385,,,0.7857142857142857,0.7272727272727273,0.8,0.14285714285714285,0.07142857142857142,,,,,,,,1.0,,,0.7857142857142857,,0.5225928571428572,0.5536333333333333,0.5387,0.2222222222222222,0.2222222222222222,0.45454545454545453,2.4357142857142855,,0.4,3.0,2.0,1.0,6.0,0.75,0.05,12.0,8.0,1.0,,0.75,0.8571428571428571,0.08333333333333333,0.25,0.2692307692307692,,3.0,,,4.0,3.0,,1.0,,,0.21428571428571427,0.09090909090909091,0.5,1.0,0.18181818181818182,,0.75,3.0,3.0,3.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,0.75,0.75,0.8,0.09523809523809523,0.05263157894736842,0.1111111111111111,0.35714285714285715,0.16666666666666666,0.5,0.75,0.75,0.3333333333333333,1.0,0.36363636363636365,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,1796.0,30,-10,52,55,20,26,8.0,107,,3.0,,,1.0,1.0,,,,,,1.0,4.0,,,,2.0,67,1.0,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,8.0,,2.0,3.0,,3.0,,2.0,,,2.0,2.0,3.0,,,,,,,20,,,,,0.25,0.25,,0.25,,,10.16949152542373,1.0,0.11764705882352941,,0.1,,,0.16666666666666666,,0.75,,,,0.25,1.0,1.0,,,,,,,,,0.75,,0.5234,0.3796,,,,,4.25,,0.38461538461538464,,2.0,,,,0.16666666666666666,2.0,1.0,,,1.0,1.0,,0.07692307692307693,,1.0,,,,,1.0,,,,,0.25,0.3333333333333333,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,0.2,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
2679,1610612742,Matt Carroll,Matt Carroll,2679,DAL,701.0,12,-10,20,21,7,19,3.0,41,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,2.0,24,,1.0,,,2.0,2.0,,,,,,,,,,,,,2.0,,2.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,2.0,7,,,,,0.5,0.5,1.0,0.5,1.0,,13.043478260869565,1.0,,,0.3333333333333333,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,0.5,,0.46555,,0.5819,,,1.0,6.25,,0.35,1.0,,,1.0,1.0,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,883.0,15,-5,27,26,15,19,4.0,53,1.0,2.0,,2.0,,,,,,,,1.0,4.0,,,2.0,4.0,31,1.0,2.0,,,2.0,,,,,,,1.0,1.0,1.0,,3.0,,2.0,4.0,,4.0,,,,,,1.0,2.0,,3.0,2.0,,1.0,2.0,15,,,,,0.25,0.25,0.5,0.4,0.5,,16.129032258064516,,0.14285714285714285,,0.15789473684210525,,,0.25,,0.5,0.5,0.5,0.5,,,,,,,,,,,,0.5,,0.49187500000000006,,0.45095,0.2,0.2,0.5,5.15,,0.5555555555555556,1.0,,,1.0,0.5,,2.0,1.0,1.0,,1.0,1.0,0.5,0.2,0.2,,1.0,,,,,,1.0,1.0,,,,,,,,0.5,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,0.2,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,3428.0,57,-11,115,115,45,78,9.0,230,,,,2.0,2.0,5.0,1.0,,3.0,,1.0,3.0,7.0,1.0,4.0,5.0,14.0,123,,3.0,1.0,2.0,10.0,6.0,3.0,,3.0,,6.0,3.0,9.0,2.0,2.0,21.0,,4.0,8.0,,8.0,,4.0,2.0,,6.0,1.0,2.0,,3.0,6.0,,1.0,10.0,45,1.0,0.25,0.5,0.25,0.42857142857142855,0.4090909090909091,0.7,0.5,0.7142857142857143,0.36363636363636365,16.0,0.6666666666666666,0.12121212121212122,,0.0847457627118644,,,0.3333333333333333,,,,,0.18181818181818182,0.45454545454545453,0.4,0.4,0.09090909090909091,0.2727272727272727,,,,,0.2,,0.36363636363636365,,0.47676363636363644,,0.50064,0.08333333333333333,0.125,0.7142857142857143,14.928571428571429,24.0,0.391304347826087,2.0,4.0,1.0,,0.6666666666666666,0.07692307692307693,,1.0,3.0,2.0,,,0.3333333333333333,0.038461538461538464,0.043478260869565216,,,,,3.0,,4.0,3.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.2,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,3186.0,53,-11,106,107,38,68,10.0,213,3.0,6.0,,7.0,5.0,11.0,,2.0,2.0,1.0,1.0,11.0,24.0,2.0,2.0,14.0,42.0,117,2.0,10.0,1.0,1.0,19.0,16.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,7.0,2.0,8.0,12.0,2.0,14.0,,1.0,1.0,,2.0,1.0,2.0,1.0,11.0,15.0,,3.0,19.0,38,0.5,1.0,1.0,1.0,0.4583333333333333,0.5384615384615384,0.5,0.6212121212121212,0.6333333333333333,0.07692307692307693,30.172413793103452,0.5,0.2962962962962963,0.058823529411764705,0.19230769230769232,0.043478260869565216,,0.25,,0.23076923076923078,0.5,0.6,0.2692307692307692,0.4230769230769231,0.45454545454545453,0.5,,0.07692307692307693,1.0,1.0,0.5,,0.09090909090909091,1.0,0.3076923076923077,1.0,0.4537211538461539,0.4192,0.4228181818181818,0.10344827586206896,0.1111111111111111,0.4523809523809524,10.637500000000001,24.950000000000003,0.3584905660377358,4.0,1.0,1.0,,0.4,0.6,6.0,2.0,2.0,,0.2727272727272727,0.2727272727272727,0.25,0.08,0.047619047619047616,0.6,2.0,,,8.0,3.0,,2.0,2.0,2.0,0.125,0.16666666666666666,0.14285714285714285,0.09090909090909091,0.06666666666666667,,0.18181818181818182,,1.0,1.0,4.0,6.0,,,,,,,,,4.0,1.0,1.0,,1.0,,,4.0,0.5,0.5,0.75,,0.09090909090909091,,,0.25,,,,,0.5,0.14285714285714285,3.0,,,,,0.42857142857142855,0.5,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,
