EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,Steals,LostBallSteals,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2A,PenaltyFG2M,TwoPtAssists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyFg2Pct,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Arc3Assists,AtRimAssists,BadPassSteals,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChancePointsPct,ShortMidRangeAssists,SecondChanceTurnovers,Offensive Fouls,BlockedShortMidRange,HeaveAttempts,LostBallTurnovers,Travels,Loose Ball Fouls,FTOffRebounds,PenaltyTurnovers,OffFTReboundPct,Arc3FGM,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,on,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Technical Free Throw Trips
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,709.0,12,2.0,21,19,8,6,1,40,1.0,1.0,2.0,1.0,1.0,2.0,4,2.0,6,15,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,2.0,1.0,2.0,8,1.0,0.5,0.5,0.5,0.5,0.6,0.5,0.25,0.5,27.272727272727273,1.0,1.0,0.1111111111111111,1.0,0.25,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.25,0.41775,0.4153,0.3333333333333333,9.125,0.38095238095238093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,3236.0,54,22.0,98,97,28,40,8,195,,1.0,,,,,1,,9,90,,,3.0,,,,,,6.0,,6.0,,,,,3.0,3,,,3.0,28,,,,,0.6428571428571429,0.6428571428571429,0.5,,,6.5420560747663545,,,,,0.14285714285714285,,,,,,,,1.0,0.5968714285714285,0.5602,0.3333333333333333,,0.2857142857142857,3.0,5.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.8571428571428571,0.1282051282051282,0.07692307692307693,0.11538461538461539,0.08333333333333333,0.2222222222222222,0.1111111111111111,0.25,0.7142857142857143,0.6,0.6,1.0,0.14285714285714285,0.6666666666666666,0.5,0.3333333333333333,22.933333333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201588,1610612759,George Hill,George Hill,201588,SAS,2663.0,44,,78,77,27,39,9,155,1.0,5.0,2.0,1.0,5.0,4.0,12,6.0,17,76,4.0,2.0,9.0,6.0,2.0,3.0,,,3.0,1.0,4.0,1.0,1.0,2.0,,2.0,3,7.0,1.0,9.0,27,1.0,0.75,0.75,0.3333333333333333,0.34375,0.4473684210526316,0.75,0.25,,23.863636363636363,,,0.02702702702702703,,0.3125,0.2,0.5,0.125,0.3125,0.2,0.2,,0.5625,0.527140625,0.42948,0.5294117647058824,9.375,0.34615384615384615,1.0,2.0,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,3.0,2.0,,1.0,,2.0,2.0,1.0,1.0,1.0,,,2.0,1.0,0.25,1.0,0.25,0.7,0.25,0.03571428571428571,0.14285714285714285,0.07142857142857142,,0.08333333333333333,,0.3333333333333333,0.125,0.5,0.5,1.0,0.125,0.2,1.0,,23.975,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.5,0.038461538461538464,0.07692307692307693,0.09090909090909091,0.125,1.0,1.0,1.0,1.0,0.2,0.3493,0.1111111111111111,0.07692307692307693,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,6265.0,104,11.0,188,184,54,87,21,372,2.0,5.0,3.0,2.0,4.0,6.0,12,2.0,17,190,4.0,,4.0,4.0,8.0,2.0,2.0,,15.0,8.0,23.0,,,2.0,4.0,14.0,6,5.0,,4.0,54,,0.3333333333333333,0.4,0.5,0.375,0.38636363636363635,0.3333333333333333,0.16666666666666666,,11.320754716981131,,0.07692307692307693,0.0963855421686747,0.058823529411764705,0.25,0.4,0.6666666666666666,0.15,0.2,0.5,0.5,0.5,0.65,0.5051225000000001,0.47524999999999995,0.23529411764705882,8.908333333333333,0.2872340425531915,1.0,3.0,,,5.0,2.0,1.0,8.0,,2.0,3.0,5.0,2.0,4.0,,10.0,5.0,10.0,4.0,,,,5.0,1.0,0.125,,0.125,0.3333333333333333,0.4,0.15151515151515152,0.18518518518518517,0.16129032258064516,0.1,0.21052631578947367,0.14814814814814814,0.2857142857142857,0.15,0.3333333333333333,0.3333333333333333,1.0,0.25,,,0.3333333333333333,24.500000000000004,1.0,2.0,2.0,2.0,2.0,1.0,6.0,,2.0,2.0,3.0,,0.5,0.4,1.0,0.10526315789473684,0.08695652173913043,0.15,,,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.5828,0.13636363636363635,0.21428571428571427,,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.06666666666666667,0.15789473684210525,0.1111111111111111,1.0,1.0,0.5,1.0,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
703,1610612759,Kurt Thomas,Kurt Thomas,703,SAS,2222.0,37,-22.0,66,67,19,33,7,133,2.0,3.0,,2.0,4.0,4.0,7,3.0,11,73,1.0,3.0,5.0,8.0,,1.0,,,12.0,3.0,15.0,,1.0,3.0,3.0,6.0,3,4.0,2.0,5.0,19,2.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.6111111111111112,0.8333333333333334,0.14285714285714285,,16.216216216216218,,,0.08108108108108109,,0.42857142857142855,0.6666666666666666,1.0,,0.5714285714285714,0.5,0.5,1.0,0.42857142857142855,0.49151428571428574,0.652,0.45454545454545453,9.37142857142857,0.2878787878787879,,,,,,,,,,,,,,1.0,,2.0,3.0,9.0,1.0,1.0,,,,,,,,1.0,,0.42857142857142855,0.2,0.3333333333333333,0.4444444444444444,,0.625,,,,,,,,,,,1.0,,,1.0,1.0,,3.0,,2.0,2.0,,,1.0,0.3333333333333333,0.6666666666666666,0.0967741935483871,0.125,0.2727272727272727,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,0.5,,0.125,,1.0,,,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,690.0,12,6.0,21,20,9,11,2,41,,,,,1.0,,1,1.0,1,14,,1.0,1.0,,,,,,,,,,,,,,2,4.0,1.0,1.0,9,1.0,,,,,0.16666666666666666,0.5,,,12.5,,,,,,,,,1.0,,,,,0.4244,,1.0,21.6,0.42857142857142855,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2400,1610612759,Drew Gooden,Drew Gooden,2400,SAS,2583.0,43,5.0,80,78,18,35,4,158,6.0,6.0,6.0,3.0,8.0,10.0,20,5.0,25,73,4.0,,4.0,12.0,8.0,1.0,,,6.0,1.0,7.0,1.0,2.0,3.0,4.0,8.0,7,5.0,,4.0,18,,0.6,0.6,0.5,0.47619047619047616,0.5434782608695652,0.4,0.05,0.16666666666666666,30.58823529411765,,,0.03125,,0.2857142857142857,1.0,1.0,0.2857142857142857,0.38095238095238093,0.375,0.375,0.6666666666666666,0.3333333333333333,0.456025,0.461325,0.16,9.930000000000001,0.225,,,,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,5.0,1.0,,1.0,,,,,,,0.4,0.047619047619047616,0.21739130434782608,0.06666666666666667,0.15789473684210525,0.2,0.375,0.1,,,,,,0.047619047619047616,,,0.2,59.4,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,3.0,,0.5,,0.3333333333333333,0.045454545454545456,,0.08333333333333333,0.1111111111111111,0.6666666666666666,0.16666666666666666,0.2,,0.2,0.3667,0.13043478260869565,0.13636363636363635,,,,1.0,,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.3333333333333333,,0.16666666666666666,,1.0,,,1.0,0.08,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,3132.0,52,14.0,92,89,26,44,15,181,4.0,5.0,13.0,2.0,3.0,12.0,21,7.0,31,98,5.0,5.0,9.0,12.0,12.0,1.0,2.0,2.0,9.0,4.0,13.0,1.0,1.0,4.0,1.0,2.0,7,9.0,1.0,9.0,26,1.0,0.5,0.5,0.5714285714285714,0.5714285714285714,0.62,0.5625,0.047619047619047616,0.07692307692307693,26.605504587155963,1.0,0.15384615384615385,0.07317073170731707,0.16666666666666666,0.23809523809523808,0.8,0.8,0.6190476190476191,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.23809523809523808,0.44260952380952373,0.40184,0.2903225806451613,8.095238095238095,0.2826086956521739,,,,,,,,,,,,,3.0,6.0,3.0,15.0,2.0,5.0,2.0,1.0,1.0,,1.0,,,,,0.4,,0.14285714285714285,0.2,0.15555555555555556,0.08333333333333333,0.2222222222222222,0.14285714285714285,,,,,,,,,,,1.0,6.0,2.0,2.0,3.0,,1.0,,3.0,3.0,4.0,,0.4,,0.75,0.03571428571428571,,0.2857142857142857,,0.75,0.46153846153846156,0.5,0.16666666666666666,0.2,0.5618000000000001,0.16666666666666666,0.16666666666666666,,1.0,2.0,1.0,1.0,1.0,3.0,,,3.0,1.0,1.0,3.0,3.0,3.0,1.0,0.5,0.5,0.5,0.125,,0.14285714285714285,0.3333333333333333,1.0,0.5,1.0,0.0967741935483871,,1.0,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,3782.0,63,26.0,117,111,30,57,13,228,9.0,11.0,4.0,6.0,10.0,16.0,25,9.0,47,111,9.0,1.0,11.0,4.0,28.0,1.0,,,4.0,1.0,5.0,1.0,3.0,8.0,1.0,4.0,8,12.0,1.0,11.0,30,1.0,0.125,0.125,0.64,0.59375,0.618421052631579,0.4230769230769231,0.04,,35.11450381679389,,,0.022727272727272728,,0.34375,0.8181818181818182,0.9,0.125,0.3125,0.6,0.6,,0.5625,0.5218645161290322,0.5130227272727272,0.23404255319148937,9.652,0.2564102564102564,1.0,2.0,,1.0,5.0,2.0,2.0,7.0,,3.0,6.0,5.0,3.0,17.0,2.0,37.0,,4.0,1.0,1.0,,,,1.0,0.2857142857142857,,0.2857142857142857,0.4166666666666667,0.21875,0.09302325581395349,,0.07547169811320754,0.13333333333333333,,0.10526315789473684,,0.0625,0.5,0.5,1.0,0.15625,0.08333333333333333,,0.16666666666666666,25.714285714285715,4.0,1.0,1.0,5.0,14.0,4.0,1.0,,5.0,3.0,5.0,,0.5555555555555556,0.09090909090909091,0.625,0.037037037037037035,,,,0.2222222222222222,0.25,0.25,,0.3333333333333333,0.3799,0.13513513513513514,0.16666666666666666,,,,3.0,,,,,1.0,7.0,,,1.0,1.0,1.0,,,,,0.125,,,,,,0.75,,3.0,,1.0,,,2.0,1.0,,,2.0,,1.0,1.0,0.2,0.2,1.0,0.2,,,,,,,,,,,,,,,,True,,,,,,,
2427,1610612759,Roger Mason Jr.,Roger Mason Jr.,2427,SAS,2322.0,39,-19.0,67,70,25,31,8,137,1.0,1.0,,2.0,6.0,3.0,7,,15,90,2.0,,2.0,,6.0,1.0,,,3.0,,3.0,,,2.0,1.0,3.0,2,,,2.0,25,,,,0.42857142857142855,0.46875,0.46875,0.25,0.14285714285714285,,23.684210526315788,,,,,0.0625,1.0,1.0,,0.375,0.3333333333333333,0.4,,0.625,0.4640625,0.4804,0.13333333333333333,16.557142857142857,0.373134328358209,,2.0,,2.0,7.0,,3.0,9.0,,2.0,,7.0,3.0,6.0,1.0,15.0,1.0,2.0,,,,,1.0,,0.3333333333333333,,0.3333333333333333,0.25,0.5625,0.1,0.08333333333333333,0.09375,0.2,,0.1111111111111111,0.3333333333333333,0.125,,,,0.4375,0.5,,,25.155555555555555,1.0,,,1.0,3.0,1.0,,,2.0,1.0,,,0.5,,1.0,,,,,,,,,0.25,0.43935,,,,,,1.0,,,3.0,,2.0,2.0,,,,,,,,0.75,0.75,,,,,,,1.0,0.2,,,,,,1.0,,,,1.0,,3.0,3.0,0.42857142857142855,0.42857142857142855,,0.42857142857142855,1.0,1.0,1.0,1.0,2.0,9.0,0.5,0.16666666666666666,0.5,0.5,1.0,,,,,True,,,,,,,
