EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,FG3A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyPointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,Arc3FGA,PenaltyArc3FGA,FtPoints,PenaltyFtPoints,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,DefCorner3ReboundPct,Arc3Frequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffThreePtRebounds,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,Fg2aBlocked,BadPassTurnovers,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Steals,BadPassSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,BlockedAtRim,on,FTDefRebounds,DeadBallTurnovers,Loose Ball Fouls,Offensive Fouls,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Clear Path Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,FTOffRebounds,SecondChanceTurnovers,BlockedLongMidRange,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,3SecondViolations
1630,1610612738,Mikki Moore,Mikki Moore,1630,BOS,504.0,8,-12,16,17,4,5,3.0,33,1.0,3.0,1.0,2.0,1.0,1.0,3,2.0,20,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,15.0,0.2857142857142857,0.2,0.5,0.3333333333333333,0.15384615384615385,0.3333333333333333,1.0,0.25,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.5763666666666667,0.59755,0.534,1.0,1.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,847.0,14,-3,30,28,16,15,3.0,58,1.0,1.0,,,,2.0,5,4.0,27,,,,1.0,2.0,,,,2.0,2.0,,2.0,1.0,1.0,,,,,16,,0.4,,0.3333333333333333,,0.3333333333333333,,21.875,0.14285714285714285,,,0.11764705882352941,,,,0.3333333333333333,,,0.16666666666666666,1.0,1.0,,,,0.3333333333333333,0.42887499999999995,0.46905,0.42347500000000005,,12.34,0.5333333333333333,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,0.5,0.5,0.16666666666666666,1.0,0.25,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.16666666666666666,1.0,0.5,0.5,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,788.0,13,-8,28,27,21,18,3.0,55,1.0,1.0,,,1.0,2.0,3,7.0,32,,,,2.0,4.0,,,1.0,1.0,2.0,,2.0,,2.0,,,1.0,1.0,21,2.0,0.6666666666666666,,0.5,,0.5833333333333334,,20.0,0.07142857142857142,,0.5,0.125,,,0.14285714285714285,,,1.0,0.25,1.0,1.0,,,0.3333333333333333,0.5,0.3879,,0.4081333333333334,,10.266666666666666,0.75,1.0,1.0,1.0,,,,1.0,,2.0,1.0,7.0,,3.0,4.0,,9.0,,,,,7.0,,,1.0,0.6666666666666666,0.7,0.25,,,0.25,1.0,1.0,,0.25,,,,1.0,24.3,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200796,1610612738,Leon Powe,Leon Powe,200796,BOS,1462.0,24,-16,50,50,21,18,5.0,100,3.0,6.0,,1.0,1.0,3.0,7,10.0,54,,1.0,,1.0,4.0,,,1.0,7.0,8.0,1.0,9.0,3.0,3.0,,,,,21,,0.42857142857142855,,0.42857142857142855,,0.5,,20.0,0.3181818181818182,,0.2,0.2962962962962963,0.03333333333333333,,0.375,0.14285714285714285,0.25,,0.8571428571428571,0.5,0.5,1.0,,1.0,0.8571428571428571,0.5672,,0.5479,,2.8000000000000003,0.42,,1.0,,,,,,,1.0,,4.0,2.0,,,,,1.0,1.0,1.0,1.0,4.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,1.0,0.42857142857142855,0.14285714285714285,,,,,,,,0.4,,1.0,,,4.0,2.0,,,,,,6.0,6.0,2.0,,,,,1.0,,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1610612738,Stephon Marbury,Stephon Marbury,950,BOS,807.0,13,-9,28,29,6,6,3.0,57,,2.0,,,1.0,,3,,28,,,,1.0,,,,1.0,1.0,2.0,,2.0,2.0,3.0,,,,,6,,,,,,,,18.75,0.1,,0.25,0.14285714285714285,,,,0.25,0.3333333333333333,,0.5,,,,,1.0,0.75,0.487275,,0.3889,,7.5,0.21428571428571427,,,1.0,,,,1.0,,,,,,3.0,3.0,1.0,6.0,2.0,,2.0,,,,,,,,0.25,1.0,,,,,,0.25,,,,,24.6,,1.0,,,,1.0,,,,2.0,,,,,,,0.25,,,,,,,,,,,,,1.0,2.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1610612738,Eddie House,Eddie House,2067,BOS,983.0,16,-14,33,33,5,2,2.0,66,,,,,,1.0,4,5.0,35,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,5,,0.25,,0.3125,,0.3125,,22.22222222222222,,,0.3333333333333333,0.0625,,,,,0.3333333333333333,,,,,,,,0.5,0.48803125,,0.4635,,22.075,0.15151515151515152,,,4.0,2.0,,,4.0,,,,,2.0,,,,,,,,,,1.0,1.0,,,,0.5,,,,,,,0.5,0.25,,,,23.9,,2.0,,,,2.0,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,0.5,0.5,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,451.0,8,-7,15,18,6,4,3.0,33,,,,,,,1,,21,,,,,,,,,,,,,,,,,,,6,,,,,,,,5.555555555555555,,,,,,,,,,,,,,,,,,0.4539,,,,11.0,0.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612738,Glen Davis,Glen Davis,201175,BOS,546.0,9,-1,20,18,11,10,,38,1.0,2.0,,,1.0,4.0,7,8.0,19,,,,5.0,,,,,,,,,,1.0,,,1.0,1.0,11,,0.5714285714285714,,0.5714285714285714,,0.5714285714285714,,35.0,,,,,,,,,,1.0,0.2857142857142857,0.5,1.0,,,0.2,0.2857142857142857,0.4729285714285715,,0.46509999999999996,,14.342857142857142,0.55,,,5.0,,,,,,3.0,,6.0,8.0,,,,,,,,,6.0,1.0,1.0,0.6,0.6,0.6,,,,,,,,0.7142857142857143,,,,0.75,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,,0.14285714285714285,0.5,3.0,,,,,,,,,,0.6,0.6,1.0,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,524.0,9,-7,17,16,10,10,1.0,33,,1.0,,,1.0,,2,,21,,1.0,,2.0,,,,,1.0,1.0,,1.0,,,,,,,10,,,,,,,,22.22222222222222,0.2,,,0.14285714285714285,,,0.3333333333333333,,,,0.25,,,,,0.5,0.75,0.4555625,0.2635,0.3583,,10.35,0.5882352941176471,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.25,,,,,24.200000000000003,,2.0,,,,2.0,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,0.5,1.0,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,398.0,7,-3,13,14,5,2,2.0,27,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,13,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,5,,0.5,1.0,0.5,1.0,0.5,1.0,14.285714285714285,,,,,,,,,,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.42674999999999996,0.3654,0.3654,1.0,3.8499999999999996,0.38461538461538464,,1.0,,,,,,,1.0,,2.0,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,0.5,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
