EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,FTOffRebounds,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,on,Corner3PctBlocked
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,15528.0,259,9.0,481,476,71,61,55.0,957,26.0,40.0,8.0,13.0,1.0,5.0,16.0,39.0,6.0,42.0,85.0,13.0,97.0,504,12.0,21.0,4.0,28.0,2.0,9.0,2.0,6.0,52.0,32.0,16.0,4.0,3.0,3.0,6.0,2.0,1.0,2.0,1.0,15.0,5.0,17.0,9.0,25.0,2.0,36.0,22.0,58.0,3.0,5.0,4.0,1.0,6.0,3.0,6.0,3.0,2.0,12.0,2.0,3.0,31.0,50.0,2.0,3.0,24.0,22.0,8.0,15.0,12.0,9.0,3.0,12.0,6.0,1.0,1.0,6.0,71,3.0,0.6190476190476191,0.7647058823529411,0.49411764705882355,0.5714285714285714,0.2222222222222222,0.49411764705882355,0.5714285714285714,0.2222222222222222,0.5271739130434783,0.6363636363636364,0.3,0.047058823529411764,0.075,0.02564102564102564,19.047619047619047,0.5,0.18181818181818182,0.14534883720930233,0.1,0.1323529411764706,0.09803921568627451,0.14166666666666666,0.09954751131221719,0.09433962264150944,0.07246376811594203,0.14583333333333334,0.08571428571428572,0.125,0.1,0.20930232558139536,0.14492753623188406,0.1276595744680851,0.14285714285714285,0.07692307692307693,0.5,0.47058823529411764,0.65,0.7027027027027027,0.5769230769230769,0.4588235294117647,0.41025641025641024,0.42105263157894735,0.6875,0.07058823529411765,0.6190476190476191,0.6153846153846154,0.125,0.5555555555555556,0.2,0.47058823529411764,0.49791176470588233,0.5290611111111111,0.5355666666666666,0.16304347826086957,0.16304347826086957,0.28865979381443296,0.061855670103092786,4.931764705882354,0.14760914760914762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,26583.0,443,115.0,840,849,356,359,89.0,1689,35.0,57.0,11.0,16.0,12.0,25.0,11.0,23.0,12.0,48.0,92.0,24.0,153.0,859,13.0,19.0,3.0,29.0,18.0,41.0,15.0,63.0,56.0,40.0,18.0,10.0,15.0,5.0,20.0,2.0,3.0,8.0,5.0,45.0,6.0,27.0,21.0,52.0,8.0,81.0,33.0,114.0,3.0,10.0,6.0,4.0,14.0,8.0,8.0,6.0,1.0,22.0,3.0,10.0,26.0,52.0,7.0,2.0,32.0,44.0,4.0,16.0,21.0,17.0,4.0,22.0,10.0,2.0,,63.0,356,10.0,0.5833333333333334,0.717948717948718,0.5217391304347826,0.6842105263157895,0.43902439024390244,0.5758928571428571,0.5909090909090909,0.4897959183673469,0.5795454545454546,0.5576923076923077,0.525,0.10869565217391304,0.12280701754385964,0.13043478260869565,16.210526315789473,0.6363636363636364,0.21621621621621623,0.1890909090909091,0.1067193675889328,0.18421052631578946,0.0625,0.18766066838046272,0.09455587392550144,0.13953488372093023,0.0958904109589041,0.0851063829787234,0.06578947368421052,0.05,0.21367521367521367,0.21212121212121213,0.14130434782608695,0.21978021978021978,0.043478260869565216,0.07142857142857142,0.45454545454545453,0.5089285714285714,0.6140350877192983,0.7,0.6,0.20535714285714285,0.4782608695652174,0.55,0.5454545454545454,0.10714285714285714,0.7272727272727273,0.6875,0.09090909090909091,0.5102040816326531,0.48,0.6875,0.5241027272727272,0.54445625,0.5178071428571429,0.12903225806451613,0.15384615384615385,0.1895424836601307,0.4117647058823529,4.396739130434782,0.4238095238095238,2.0,4.0,6.0,2.0,4.0,7.0,14.0,3.0,2.0,4.0,11.0,20.0,3.0,4.0,8.0,30.0,3.0,14.0,7.0,2.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,1.0,7.0,0.9090909090909091,0.55,0.5,0.55,0.17857142857142858,0.16666666666666666,0.16666666666666666,0.5,0.05357142857142857,0.6666666666666666,0.6666666666666666,1.0,0.125,0.5,0.5,0.8571428571428571,0.13636363636363635,0.08163265306122448,0.5,0.08163265306122448,0.5,0.5,25.545,,,,,,,,,,,,,,,,,,,,,,,,,True,
200769,1610612747,Shannon Brown,Shannon Brown,200769,LAL,3817.0,64,-8.0,125,128,49,59,12.0,253,3.0,8.0,,1.0,2.0,7.0,,,2.0,3.0,10.0,,12.0,147,,2.0,,,2.0,9.0,,4.0,6.0,,,2.0,5.0,,5.0,,,3.0,1.0,10.0,,2.0,,3.0,1.0,4.0,2.0,6.0,,1.0,,1.0,,,1.0,,,1.0,,,2.0,7.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,4.0,49,2.0,1.0,1.0,0.3,,0.2222222222222222,0.4,,0.2,0.4,,0.2,0.2,0.25,,11.510791366906476,,0.1,0.06666666666666667,0.058823529411764705,,,0.05357142857142857,0.038461538461538464,0.08333333333333333,,0.08333333333333333,,,0.10526315789473684,,0.058823529411764705,,,,,0.5333333333333333,0.375,0.5,1.0,,,,,0.13333333333333333,0.3333333333333333,,,0.7,0.2857142857142857,0.8666666666666667,0.54807,0.5125,0.559075,,,,0.3333333333333333,3.7299999999999995,0.392,,,2.0,,1.0,2.0,3.0,,,,2.0,5.0,1.0,,1.0,6.0,,3.0,2.0,1.0,,,,,,,,,,,1.0,0.4,,0.4,0.3333333333333333,,,,0.13333333333333333,,,,0.2,0.6666666666666666,0.6666666666666666,1.0,,0.1,,,,0.6666666666666666,24.660000000000004,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,
2772,1610612747,Trevor Ariza,Trevor Ariza,2772,LAL,43325.0,722,97.0,1365,1367,434,449,148.0,2732,41.0,67.0,6.0,10.0,13.0,18.0,5.0,18.0,16.0,52.0,101.0,36.0,260.0,1415,7.0,12.0,4.0,27.0,14.0,26.0,12.0,67.0,62.0,42.0,10.0,11.0,42.0,12.0,54.0,6.0,6.0,22.0,9.0,120.0,4.0,18.0,21.0,38.0,16.0,75.0,22.0,97.0,5.0,36.0,25.0,11.0,22.0,15.0,16.0,7.0,1.0,38.0,4.0,8.0,24.0,73.0,3.0,4.0,48.0,64.0,5.0,28.0,10.0,4.0,2.0,10.0,5.0,,,67.0,434,13.0,0.5961538461538461,0.6595744680851063,0.5148514851485149,0.5833333333333334,0.5384615384615384,0.6054054054054054,0.5,0.5851063829787234,0.6074766355140186,0.5192307692307693,0.5982142857142857,0.10891089108910891,0.08955223880597014,0.2222222222222222,16.289592760180994,0.5789473684210527,0.3076923076923077,0.08425720620842572,0.04072398190045249,0.10880829015544041,0.025477707006369428,0.09161490683229814,0.03672787979966611,0.06164383561643835,0.027777777777777776,0.03289473684210526,0.03333333333333333,,0.07262569832402235,0.05263157894736842,0.12025316455696203,0.10273972602739725,0.1276595744680851,0.06172839506172839,0.5,0.3621621621621622,0.6119402985074627,0.6721311475409836,0.6097560975609756,0.0972972972972973,0.2777777777777778,0.35714285714285715,0.8,0.08648648648648649,0.43478260869565216,0.6,0.16666666666666666,0.3829787234042553,0.7222222222222222,0.8162162162162162,0.5618375675675675,0.5748583333333334,0.569827659574468,0.13875598086124402,0.22580645161290322,0.10384615384615385,0.25769230769230766,4.145544554455445,0.31794871794871793,6.0,14.0,30.0,1.0,6.0,26.0,54.0,4.0,8.0,15.0,40.0,84.0,11.0,9.0,21.0,114.0,6.0,54.0,26.0,11.0,7.0,2.0,1.0,3.0,9.0,5.0,,,,4.0,0.95,0.47619047619047616,0.42857142857142855,0.47619047619047616,0.4540540540540541,0.375,0.4,0.3333333333333333,0.16216216216216217,0.4666666666666667,0.4666666666666667,1.0,0.2918918918918919,0.48148148148148145,0.48148148148148145,0.9230769230769231,0.17391304347826086,0.1276595744680851,0.16666666666666666,0.3191489361702128,0.5333333333333333,0.48148148148148145,24.84642857142857,7.0,0.30434782608695654,3.0,3.0,1.0,4.0,0.2727272727272727,0.0625,0.42857142857142855,1.0,0.011764705882352941,,,,,,,,,,,,,,True,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,41454.0,691,109.0,1308,1304,412,430,144.0,2612,38.0,70.0,3.0,6.0,15.0,25.0,30.0,81.0,153.0,144.0,304.0,123.0,483.0,1344,6.0,15.0,4.0,25.0,40.0,86.0,67.0,171.0,54.0,234.0,6.0,16.0,59.0,33.0,92.0,22.0,11.0,32.0,11.0,217.0,3.0,7.0,23.0,51.0,3.0,77.0,11.0,88.0,4.0,30.0,22.0,8.0,28.0,13.0,19.0,15.0,2.0,47.0,4.0,19.0,21.0,47.0,1.0,6.0,109.0,143.0,13.0,54.0,14.0,9.0,3.0,16.0,10.0,,,171.0,412,10.0,0.1875,0.19148936170212766,0.47368421052631576,0.4,0.46511627906976744,0.47745358090185674,0.5,0.46017699115044247,0.5445205479452054,0.5454545454545454,0.5753424657534246,0.05263157894736842,0.11428571428571428,0.08641975308641975,32.70397842211733,0.5957446808510638,0.0625,0.11697247706422019,0.01627906976744186,0.12637362637362637,0.019867549668874173,0.11974110032362459,0.01721170395869191,0.020689655172413793,0.029197080291970802,,0.017241379310344827,0.02857142857142857,0.08092485549132948,0.13761467889908258,0.14285714285714285,0.11029411764705882,0.17391304347826086,0.02127659574468085,0.625,0.1856763925729443,0.5428571428571428,0.6129032258064516,0.21052631578947367,0.21485411140583555,0.37037037037037035,0.40540540540540543,0.1,0.40583554376657827,0.2857142857142857,0.5,,0.22123893805309736,0.6,0.3793103448275862,0.4525477393617021,0.46712187499999996,0.4372316964285715,0.13365155131264916,0.1565217391304348,0.051759834368530024,0.35403726708074534,11.86019736842105,0.3149847094801223,76.0,5.0,6.0,2.0,2.0,19.0,67.0,4.0,6.0,25.0,24.0,73.0,6.0,8.0,27.0,39.0,33.0,66.0,19.0,16.0,4.0,5.0,1.0,6.0,1.0,19.0,2.0,,1.0,19.0,0.5416666666666666,0.3287671232876712,0.2962962962962963,0.3333333333333333,0.19363395225464192,0.49673202614379086,0.5,0.21052631578947367,0.015915119363395226,0.8333333333333334,0.8333333333333334,0.8,0.17771883289124668,0.2835820895522388,0.2878787878787879,0.47368421052631576,0.19047619047619047,0.017699115044247787,1.0,0.22123893805309736,0.24,0.2878787878787879,26.19041095890411,2.0,0.09523809523809523,2.0,3.0,2.0,2.0,0.5,0.006535947712418301,1.0,0.5,0.02702702702702703,1.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0136986301369863,0.014925373134328358,0.01694915254237288,0.25,1.0,,True,
200770,1610612747,Jordan Farmar,Jordan Farmar,200770,LAL,5364.0,89,43.0,173,170,71,74,16.0,343,2.0,4.0,,1.0,2.0,3.0,4.0,5.0,5.0,8.0,14.0,8.0,36.0,155,1.0,2.0,,5.0,5.0,7.0,6.0,22.0,2.0,14.0,2.0,1.0,9.0,7.0,16.0,4.0,3.0,7.0,1.0,39.0,2.0,1.0,5.0,5.0,2.0,12.0,4.0,16.0,,2.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,8.0,2.0,2.0,2.0,7.0,,,7.0,11.0,1.0,1.0,1.0,1.0,,1.0,,,,22.0,71,4.0,0.125,0.14285714285714285,0.5714285714285714,0.5,0.7142857142857143,0.56,0.8333333333333334,0.6666666666666666,0.6,0.8333333333333334,0.6875,0.07142857142857142,0.25,,19.689119170984455,0.625,0.16666666666666666,0.09803921568627451,0.01818181818181818,0.16666666666666666,0.1,0.12345679012345678,0.04,,,0.045454545454545456,0.05555555555555555,0.5,0.08333333333333333,,0.25,0.08333333333333333,0.5,,,0.16,0.5,0.6666666666666666,,0.2,0.8,0.8,,0.2,0.3333333333333333,,,0.25,0.6666666666666666,0.6,0.49260400000000004,0.5761,0.5207708333333333,0.04,0.07142857142857142,0.1388888888888889,0.6111111111111112,10.721428571428572,0.41040462427745666,2.0,2.0,2.0,2.0,2.0,2.0,9.0,,,3.0,4.0,11.0,1.0,2.0,5.0,12.0,,9.0,2.0,1.0,2.0,,,,,5.0,,,,4.0,1.0,0.36363636363636365,0.4,0.36363636363636365,0.44,0.4,0.4,0.5,0.08,1.0,1.0,1.0,0.36,0.2222222222222222,0.2222222222222222,1.0,,0.16666666666666666,1.0,0.25,,0.2222222222222222,24.7,1.0,0.3333333333333333,1.0,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,0.2,,,,True,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,1749.0,29,-7.0,57,61,23,19,6.0,118,,,,,,,,1.0,2.0,1.0,3.0,,8.0,67,,,,,,,,3.0,2.0,,,,2.0,,2.0,,,1.0,1.0,4.0,2.0,,2.0,1.0,,3.0,2.0,5.0,,,,,3.0,2.0,1.0,1.0,1.0,4.0,,2.0,1.0,4.0,,,,1.0,,,,,,,,,,3.0,23,,1.0,1.0,0.3333333333333333,,,0.4444444444444444,,0.75,0.4444444444444444,,0.75,,,,19.402985074626866,0.75,,0.06666666666666667,,0.2,0.25,0.12,0.09090909090909091,,,,0.2,0.3333333333333333,0.14285714285714285,,,0.25,,,,,,,,0.1111111111111111,,,,0.2222222222222222,,,,,,0.6666666666666666,0.46815555555555555,,0.5667,,,,0.375,14.233333333333334,0.40350877192982454,1.0,1.0,2.0,,,1.0,4.0,,1.0,2.0,2.0,6.0,,1.0,2.0,6.0,,4.0,1.0,,,,,,,,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,0.25,0.25,1.0,,,,1.0,0.5,0.25,25.48333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,1791.0,30,-12.0,53,52,18,19,6.0,105,2.0,2.0,,,1.0,1.0,,2.0,1.0,3.0,5.0,1.0,13.0,65,,,,,2.0,3.0,1.0,11.0,4.0,2.0,,,3.0,,3.0,,,2.0,,6.0,1.0,,1.0,2.0,1.0,4.0,1.0,5.0,1.0,,,,,,2.0,,,2.0,,,1.0,4.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,11.0,18,,0.6666666666666666,0.6666666666666666,0.6,,0.6666666666666666,0.6,,0.8333333333333334,0.5909090909090909,,0.7857142857142857,,,,21.666666666666668,,0.5,0.16666666666666666,,0.08333333333333333,0.14285714285714285,0.125,0.038461538461538464,,,,0.16666666666666666,,0.25,,0.25,0.1,,0.2,,0.2,1.0,1.0,1.0,0.2,,,,0.1,,,,0.16666666666666666,1.0,0.7,0.51201,0.5757,0.5033333333333333,0.09090909090909091,0.16666666666666666,,0.8461538461538461,7.1,0.33962264150943394,1.0,2.0,3.0,2.0,2.0,,2.0,,,1.0,2.0,5.0,1.0,2.0,3.0,6.0,,2.0,,1.0,1.0,,,1.0,,,,,,,1.0,0.4,0.6666666666666666,0.4,0.5,1.0,1.0,,0.3,0.6666666666666666,0.6666666666666666,1.0,0.2,,,,,0.3333333333333333,1.0,0.16666666666666666,,,24.52,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,34229.0,570,60.0,1073,1076,317,324,119.0,2149,10.0,26.0,3.0,5.0,2.0,7.0,7.0,14.0,47.0,41.0,87.0,27.0,157.0,1123,4.0,8.0,,14.0,6.0,17.0,17.0,44.0,52.0,30.0,2.0,5.0,33.0,9.0,42.0,3.0,6.0,14.0,9.0,93.0,3.0,4.0,11.0,23.0,1.0,35.0,7.0,42.0,2.0,20.0,9.0,11.0,17.0,15.0,7.0,2.0,,24.0,,7.0,16.0,49.0,1.0,4.0,31.0,31.0,,6.0,1.0,,,1.0,,,,44.0,317,10.0,0.6341463414634146,0.65,0.47126436781609193,0.5,0.35294117647058826,0.4421768707482993,0.5384615384615384,0.38571428571428573,0.4813664596273292,0.5384615384615384,0.4883720930232558,0.05747126436781609,0.15384615384615385,0.07142857142857142,15.16393442622951,0.7083333333333334,0.030303030303030304,0.0647887323943662,0.0113314447592068,0.0718954248366013,0.025,0.06692913385826772,0.014799154334038054,0.017543859649122806,0.01680672268907563,,0.03296703296703297,,0.029411764705882353,0.08791208791208792,0.0859375,0.0625,0.0975609756097561,0.023809523809523808,,0.17687074829931973,0.38461538461538464,0.45454545454545453,0.7,0.09523809523809523,0.5,0.5384615384615384,0.7142857142857143,0.3197278911564626,0.38461538461538464,0.6,0.6666666666666666,0.2,0.2857142857142857,0.5850340136054422,0.49786020408163256,0.5447166666666666,0.48934714285714287,0.045454545454545456,0.06451612903225806,0.08917197452229299,0.2802547770700637,12.178160919540227,0.2954333643988816,24.0,7.0,21.0,3.0,6.0,9.0,39.0,5.0,2.0,12.0,16.0,60.0,5.0,5.0,18.0,39.0,9.0,39.0,9.0,10.0,2.0,1.0,,1.0,7.0,7.0,,,,7.0,0.8125,0.26666666666666666,0.2777777777777778,0.26666666666666666,0.40816326530612246,0.5106382978723404,0.5106382978723404,0.5833333333333334,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.2653061224489796,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.38461538461538464,0.17142857142857143,0.5,0.34285714285714286,0.16666666666666666,0.23076923076923078,25.070000000000004,,,,2.0,1.0,1.0,0.4,,,,0.01639344262295082,2.0,,,,,2.0,,,,,0.4,1.0,,True,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,41158.0,686,88.0,1297,1298,398,409,135.0,2595,59.0,86.0,20.0,29.0,23.0,30.0,40.0,72.0,29.0,106.0,187.0,73.0,285.0,1342,26.0,37.0,12.0,64.0,37.0,51.0,37.0,111.0,106.0,106.0,30.0,14.0,30.0,14.0,44.0,11.0,3.0,21.0,5.0,102.0,11.0,32.0,32.0,81.0,11.0,124.0,45.0,169.0,5.0,14.0,13.0,1.0,25.0,17.0,8.0,8.0,1.0,33.0,1.0,8.0,21.0,48.0,7.0,2.0,88.0,104.0,10.0,42.0,32.0,23.0,7.0,35.0,22.0,2.0,,111.0,398,12.0,0.5,0.5824175824175825,0.5668449197860963,0.7027027027027027,0.7254901960784313,0.5668449197860963,0.7027027027027027,0.7254901960784313,0.6089743589743589,0.7441860465116279,0.7302631578947368,0.0748663101604278,0.11627906976744186,0.05555555555555555,18.250170881749828,0.7575757575757576,0.23404255319148937,0.18663594470046083,0.07710843373493977,0.17297297297297298,0.0738255033557047,0.1825525040387722,0.07624113475177305,0.14388489208633093,0.07633587786259542,0.013793103448275862,0.07964601769911504,0.05555555555555555,0.16666666666666666,0.16964285714285715,0.22297297297297297,0.17985611510791366,0.15217391304347827,0.07575757575757576,0.6285714285714286,0.45989304812834225,0.686046511627907,0.7763157894736842,0.5254237288135594,0.3850267379679144,0.5555555555555556,0.5882352941176471,0.4,0.15508021390374332,0.7837837837837838,0.6896551724137931,0.15,0.5882352941176471,0.7666666666666667,0.45989304812834225,0.487316577540107,0.5334666666666668,0.4983901960784314,0.1917808219178082,0.1917808219178082,0.22456140350877193,0.3894736842105263,5.849197860962568,0.30686198920585966,7.0,,,,,,,,,,,,,,,,,,,4.0,,2.0,,9.0,8.0,15.0,3.0,1.0,,13.0,,,,,,0.2413793103448276,0.2413793103448276,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,2.0,,,0.03636363636363636,,,1.0,True,
