EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FTA,Technical Free Throw Trips,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,PenaltyFG2A,HeaveAttempts,FTDefRebounds,PenaltyTurnovers,ShootingFouls,BlockedAtRim,DefFTReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted2s,NonShootingFoulsDrawn,PenaltyFg2Pct,DefLongMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,Fg2aBlocked,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffensiveGoaltends,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangePctBlocked,LongMidRangePctAssisted,LostBallTurnovers,SecondChanceTurnovers,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,OffShortMidRangeReboundPct,on,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,BlockedShortMidRange,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SelfOReb,Travels,Clear Path Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,3SecondViolations
137,1610612742,Vernon Maxwell,Vernon Maxwell,137,DAL,1532.0,26.0,-3.0,55,55,20.0,34.0,9.0,110,1.0,1.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,3.0,6.0,1.0,12.0,60.0,1.0,2.0,3.0,2.0,6.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,20.0,2.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.2,0.5,0.75,0.5,0.75,0.5454545454545454,17.91044776119403,1.0,0.09523809523809523,0.07407407407407407,0.25,0.09090909090909091,1.0,1.0,1.0,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.75,0.75,0.6666666666666666,0.5,0.5,1.0,0.6363636363636364,0.75,0.48398636363636366,0.597825,0.25,15.14,24.3,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,420.0,7.0,6.0,16,18,15.0,15.0,,34,,,,,,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,,3.0,13.0,1.0,2.0,3.0,,3.0,,1.0,1.0,,,,,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,3.0,15.0,,,,1.0,0.5,0.5,1.0,,0.5,0.5,0.5,0.5,0.6666666666666666,25.0,1.0,0.08333333333333333,0.08333333333333333,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,0.6666666666666666,0.5,0.6666666666666666,1.0,0.47905000000000003,0.47905000000000003,1.0,10.4,39.05,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,1610612742,Wang Zhi-zhi,Wang Zhi-zhi,1917,DAL,244.0,4.0,-2.0,9,8,6.0,8.0,,17,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,2.0,4.0,9.0,,,4.0,,,,1.0,,,,,,2.0,2.0,2.0,,,,,,,2.0,,,,,4.0,6.0,,,,,,,,1.0,0.5,1.0,0.6666666666666666,1.0,0.5,33.333333333333336,,0.25,0.25,0.2,0.5,1.0,1.0,,,,0.5,,,,,,,1.0,,0.5240750000000001,0.5251,1.0,,25.0,0.6666666666666666,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,1610612742,Donnell Harvey,Donnell Harvey,2051,DAL,3830.0,64.0,-15.0,140,142,84.0,91.0,13.0,282,5.0,5.0,3.0,,,,,,,8.0,14.0,,,6.0,22.0,138.0,,,11.0,6.0,,,,,2.0,2.0,,4.0,7.0,14.0,20.0,3.0,2.0,,,7.0,15.0,16.0,,1.0,,1.0,11.0,84.0,2.0,0.375,0.5,,,,,0.5714285714285714,0.5714285714285714,0.5,0.5238095238095238,0.5,,17.94871794871795,,0.14,0.2,0.1111111111111111,0.35714285714285715,1.0,1.0,0.4,0.21428571428571427,,,,,,,,,0.35714285714285715,,0.4246,0.3864125,0.5,6.778571428571428,,0.6,6.0,8.0,,1.0,4.0,6.0,1.0,0.14285714285714285,0.16666666666666666,0.42857142857142855,2.0,2.0,4.0,3.0,10.0,1.0,0.5,0.14285714285714285,0.25,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,7.0,4.0,1.0,2.0,2.0,4.0,6.0,6.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,8.0,1.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.07142857142857142,0.16666666666666666,0.08888888888888889,0.4,0.18181818181818182,0.10714285714285714,0.15384615384615385,0.11764705882352941,0.125,0.3333333333333333,0.5,0.2,0.3333333333333333,0.4,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5044,0.4,0.4,0.3181818181818182,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,426.0,7.0,6.0,15,16,15.0,13.0,,31,,,,,,2.0,2.0,2.0,2.0,,,2.0,2.0,,6.0,12.0,2.0,2.0,6.0,,3.0,3.0,2.0,2.0,1.0,2.0,,5.0,,,,,,1.0,1.0,2.0,1.0,,,,,,6.0,15.0,,,,0.5,1.0,1.0,1.0,,1.5,1.5,1.5,1.5,1.0,26.666666666666668,0.5,,,,,,,,,,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5802,0.5802,1.0,,24.4,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1610612742,Howard Eisley,Howard Eisley,458,DAL,2781.0,46.0,-7.0,102,104,46.0,69.0,11.0,206,1.0,2.0,4.0,1.0,,,2.0,,2.0,3.0,7.0,,3.0,1.0,7.0,99.0,,2.0,3.0,2.0,,,2.0,,2.0,3.0,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,,,,,3.0,46.0,1.0,0.3333333333333333,0.3333333333333333,,,,,0.42857142857142855,0.3,0.25,0.3181818181818182,0.3,0.3,11.206896551724139,0.5,0.03125,0.022727272727272728,,0.2,0.5,0.5,,0.4,0.1,0.2,,,,,0.5,,0.5,,0.44476000000000004,0.4896625,0.42857142857142855,12.228571428571428,24.599999999999998,0.45098039215686275,1.0,2.0,,,,1.0,,,,0.1,1.0,2.0,1.0,1.0,4.0,1.0,0.5,0.125,0.5,0.5,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,0.14285714285714285,,,,,,,,,,,,1.0,1.0,,0.25,0.3333333333333333,,,,,,,1.0,1.0,1.0,0.25,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1610612742,Shawn Bradley,Shawn Bradley,762,DAL,426.0,7.0,7.0,16,16,13.0,6.0,1.0,32,,,,,,,,,,,1.0,,,,,8.0,,,,,,,,,1.0,1.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,5.88235294117647,,0.18181818181818182,0.16666666666666666,,,,,,,,,,,,,,,,,0.3981,0.3981,,6.7,,0.8125,1.0,1.0,,,,,,,,1.0,,,,,,,,0.2857142857142857,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1610612742,Greg Buckner,Greg Buckner,1761,DAL,284.0,5.0,-5.0,9,10,1.0,2.0,2.0,19,1.0,1.0,,,,,,,,1.0,1.0,,,,2.0,11.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,9.090909090909092,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,0.5537,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,1869.0,31.0,-12.0,66,68,38.0,40.0,7.0,134,3.0,8.0,2.0,,,1.0,1.0,1.0,1.0,5.0,12.0,1.0,1.0,1.0,14.0,73.0,1.0,1.0,12.0,8.0,,3.0,1.0,1.0,3.0,4.0,,9.0,3.0,6.0,9.0,1.0,1.0,3.0,2.0,4.0,3.0,4.0,,2.0,,2.0,12.0,38.0,2.0,0.8,0.8,,1.0,1.0,1.0,0.4166666666666667,0.5,0.6875,0.4666666666666667,0.6,0.07692307692307693,24.675324675324674,0.75,0.14285714285714285,0.16666666666666666,0.5,0.6153846153846154,0.375,0.6,1.0,0.15384615384615385,,0.07692307692307693,1.0,1.0,,,0.125,1.0,0.6923076923076923,1.0,0.5065269230769232,0.47875625,0.8571428571428571,4.875,24.4,0.5757575757575758,2.0,7.0,,1.0,3.0,1.0,2.0,0.25,,0.15384615384615385,3.0,5.0,4.0,1.0,2.0,,0.5714285714285714,,0.625,0.6,,1.0,1.0,1.0,,2.0,1.0,1.0,,3.0,3.0,,3.0,2.0,3.0,,,1.0,,,,,2.0,1.0,,,0.16666666666666666,0.25,,0.13043478260869565,0.2222222222222222,,0.1,0.3,,,,0.16666666666666666,0.3333333333333333,0.5,0.5,,0.5,0.5,0.5,,0.46205,0.13333333333333333,0.14285714285714285,0.07142857142857142,1.0,1.0,,,1.0,1.0,1.0,2.0,0.375,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1610612742,Gary Trent,Gary Trent,718,DAL,1680.0,28.0,-7.0,62,62,27.0,37.0,9.0,124,3.0,7.0,1.0,,,,,,,6.0,12.0,,,6.0,18.0,60.0,,,7.0,6.0,,,,,2.0,2.0,1.0,4.0,2.0,6.0,10.0,2.0,1.0,1.0,1.0,2.0,1.0,12.0,,,,,7.0,27.0,,0.5,0.75,,,,,0.5,0.5,1.0,0.5,0.5833333333333334,,27.397260273972602,0.5,0.1111111111111111,0.19230769230769232,0.2,0.5833333333333334,0.42857142857142855,0.5,0.3333333333333333,0.08333333333333333,,,,,,,,,0.5833333333333334,,0.4822416666666666,0.4692,0.3888888888888889,3.966666666666667,,0.43548387096774194,4.0,1.0,,1.0,,1.0,,0.25,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,5.0,6.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,4.0,2.0,1.0,,4.0,3.0,4.0,1.0,,1.0,1.0,,,,4.0,,0.6666666666666666,0.6666666666666666,0.6,0.16666666666666666,0.25,0.16,0.375,,0.13793103448275862,0.125,,,,0.2,0.6666666666666666,0.5,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.5,0.5070666666666667,0.25,0.25,0.3333333333333333,,,,,1.0,,,,0.14285714285714285,,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
