EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,SelfOReb,Travels,Offensive Fouls,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,FG3APct,AtRimPctBlocked,OffArc3ReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LostBallSteals,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockedLongMidRange,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,on,OffensiveGoaltends,Clear Path Fouls,BlockedCorner3
1434,1610612741,Dragan Tarlac,Dragan Tarlac,1434,CHI,7097.0,118.0,-45,216,216,63,77,31.0,432,2.0,5.0,3.0,2.0,2.0,5.0,11.0,1.0,5.0,8.0,21.0,5.0,21.0,233,2.0,6.0,5.0,9.0,3.0,5.0,2.0,8.0,10.0,6.0,1.0,6.0,6.0,3.0,2.0,1.0,12.0,1.0,8.0,6.0,13.0,3.0,22.0,9.0,31.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,9.0,14.0,3.0,7.0,1.0,3.0,1.0,7.0,4.0,3.0,7.0,3.0,1.0,8.0,63,0.625,0.625,0.38095238095238093,0.3333333333333333,0.6,0.38095238095238093,0.3333333333333333,0.6,0.4375,0.5,0.6666666666666666,0.047619047619047616,0.09090909090909091,11.6,0.6,0.23076923076923078,0.19117647058823528,0.07547169811320754,0.3,0.07142857142857142,0.2159090909090909,0.075,0.1,0.029411764705882353,0.09615384615384616,0.2,0.15,0.2631578947368421,0.1724137931034483,0.3125,0.25,0.42857142857142855,0.23809523809523808,0.4,0.4,1.0,0.5238095238095238,0.45454545454545453,0.5,0.4,0.23809523809523808,0.2,0.2,1.0,0.5,0.4,1.0,0.23809523809523808,0.4184523809523809,0.43826666666666664,0.43778000000000006,0.13043478260869565,0.13043478260869565,0.42857142857142855,0.38095238095238093,9.195238095238095,0.2916666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1500,1610612741,Ron Mercer,Ron Mercer,1500,CHI,13515.0,225.0,-58,407,413,112,140,56.0,820,14.0,28.0,4.0,3.0,6.0,3.0,13.0,22.0,59.0,39.0,100.0,10.0,88.0,419,6.0,12.0,,12.0,11.0,27.0,4.0,26.0,48.0,30.0,6.0,20.0,24.0,9.0,2.0,9.0,52.0,2.0,2.0,2.0,16.0,1.0,19.0,4.0,23.0,4.0,4.0,7.0,,4.0,5.0,3.0,12.0,,4.0,10.0,19.0,,12.0,2.0,6.0,1.0,3.0,2.0,1.0,4.0,3.0,,26.0,112,0.6153846153846154,0.6486486486486487,0.39,0.5,0.4074074074074074,0.3786407766990291,0.46153846153846156,0.3793103448275862,0.4074074074074074,0.46153846153846156,0.40625,0.06,0.23076923076923078,25.423728813559322,0.5833333333333334,0.043478260869565216,0.1095890410958904,0.010869565217391304,0.058823529411764705,0.058823529411764705,0.1,0.01834862385321101,0.02631578947368421,,0.010638297872340425,0.125,0.02702702702702703,0.11904761904761904,0.14925373134328357,0.06666666666666667,,0.75,0.27184466019417475,0.5,0.56,0.5714285714285714,0.1262135922330097,0.23076923076923078,0.3,0.3333333333333333,0.5728155339805825,0.3728813559322034,0.3728813559322034,0.6818181818181818,0.3076923076923077,0.20689655172413793,0.5,0.30097087378640774,0.4336705882352942,0.46767000000000003,0.4101482142857143,0.056074766355140186,0.057692307692307696,0.13636363636363635,0.29545454545454547,12.296,0.2751842751842752,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,0.02912621359223301,0.10714285714285714,0.038461538461538464,0.03571428571428571,0.009708737864077669,0.019417475728155338,0.75,0.3333333333333333,0.07692307692307693,0.06896551724137931,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1736,1610612741,Corey Benjamin,Corey Benjamin,1736,CHI,7376.0,123.0,-53,220,219,81,67,27.0,439,6.0,12.0,3.0,2.0,2.0,4.0,7.0,8.0,19.0,18.0,38.0,6.0,57.0,251,3.0,6.0,,9.0,6.0,11.0,,15.0,28.0,8.0,3.0,7.0,10.0,2.0,1.0,4.0,23.0,1.0,2.0,3.0,6.0,1.0,10.0,3.0,13.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,,1.0,7.0,19.0,,8.0,1.0,4.0,,1.0,1.0,,1.0,,,15.0,81,0.7777777777777778,0.8235294117647058,0.47368421052631576,0.5,0.5454545454545454,0.5204081632653061,0.6428571428571429,0.5357142857142857,0.5480769230769231,0.6428571428571429,0.5357142857142857,0.07894736842105263,0.14285714285714285,22.709163346613547,0.4,0.0625,0.09375,0.021052631578947368,0.16666666666666666,0.043478260869565216,0.10975609756097561,0.025423728813559324,0.038461538461538464,0.030303030303030304,,,0.15384615384615385,0.10526315789473684,0.0625,0.125,0.5,,0.24489795918367346,0.5,0.5454545454545454,0.5,0.14285714285714285,0.5714285714285714,0.6666666666666666,1.0,0.3877551020408163,0.42105263157894735,0.4444444444444444,0.875,0.42857142857142855,0.14285714285714285,1.0,0.46938775510204084,0.46481530612244903,0.4452642857142858,0.4318,0.07692307692307693,0.0975609756097561,0.15789473684210525,0.2631578947368421,11.19473684210526,0.36818181818181817,2.0,1.0,,10.0,3.0,11.0,1.0,3.0,2.0,,10.0,3.0,3.0,,,2.0,,,3.0,0.22448979591836735,0.08333333333333333,0.045454545454545456,,0.02040816326530612,0.20408163265306123,0.6666666666666666,0.5,,0.21428571428571427,25.736363636363635,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,12.0,3.0,4.0,1.0,1.0,0.8,0.45454545454545453,1.0,0.3333333333333333,0.45454545454545453,0.05263157894736842,1.0,1.0,1.0,0.4,0.4,0.75,0.14285714285714285,1.0,1.0,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,True,,,
1882,1610612741,Elton Brand,Elton Brand,1882,CHI,27712.0,462.0,-90,841,855,243,272,110.0,1696,31.0,55.0,20.0,6.0,12.0,33.0,97.0,12.0,33.0,76.0,185.0,40.0,192.0,921,12.0,28.0,3.0,27.0,20.0,48.0,22.0,62.0,96.0,56.0,13.0,28.0,38.0,10.0,6.0,12.0,86.0,7.0,35.0,15.0,41.0,8.0,64.0,44.0,108.0,11.0,9.0,16.0,2.0,5.0,22.0,11.0,38.0,6.0,12.0,16.0,43.0,1.0,54.0,8.0,25.0,6.0,20.0,11.0,9.0,20.0,14.0,3.0,62.0,243,0.631578947368421,0.7164179104477612,0.41081081081081083,0.42857142857142855,0.4166666666666667,0.40860215053763443,0.42857142857142855,0.4166666666666667,0.45933014354066987,0.46551724137931033,0.5166666666666667,0.07027027027027027,0.10309278350515463,25.675675675675677,0.42105263157894735,0.25806451612903225,0.13993174061433447,0.11006289308176101,0.19480519480519481,0.09090909090909091,0.15135135135135136,0.10632911392405063,0.10810810810810811,0.07766990291262135,0.1347517730496454,0.125,0.1518987341772152,0.14606741573033707,0.128,0.16417910447761194,0.4,0.7,0.2956989247311828,0.5636363636363636,0.5961538461538461,0.5483870967741935,0.521505376344086,0.3402061855670103,0.3793103448275862,0.6363636363636364,0.1774193548387097,0.36363636363636365,0.36363636363636365,0.8333333333333334,0.7142857142857143,0.25,0.5,0.3010752688172043,0.439203494623656,0.5131,0.4220833333333334,0.12315270935960591,0.12376237623762376,0.140625,0.3229166666666667,7.781621621621621,0.28894173602853745,12.0,1.0,,,,1.0,,,18.0,,,10.0,6.0,6.0,6.0,8.0,,,4.0,0.005376344086021506,0.05454545454545454,0.08196721311475409,0.061855670103092786,0.005376344086021506,,0.6,0.25,,,23.1,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,0.08695652173913043,,,,,,,,,,,,,,,,True,,,
2062,1610612741,A.J. Guyton,A.J. Guyton,2062,CHI,37708.0,628.0,-145,1148,1162,360,390,146.0,2310,9.0,15.0,2.0,5.0,6.0,7.0,14.0,35.0,94.0,51.0,123.0,15.0,198.0,1224,7.0,11.0,1.0,27.0,15.0,35.0,9.0,72.0,62.0,40.0,3.0,49.0,64.0,18.0,16.0,15.0,143.0,1.0,8.0,8.0,18.0,,26.0,10.0,36.0,9.0,6.0,17.0,1.0,13.0,7.0,4.0,24.0,2.0,6.0,18.0,35.0,1.0,18.0,1.0,5.0,4.0,5.0,,2.0,5.0,4.0,,72.0,360,0.6078431372549019,0.62,0.4146341463414634,0.6363636363636364,0.42857142857142855,0.4765625,0.7222222222222222,0.5526315789473685,0.4925,0.7105263157894737,0.5806451612903226,0.024390243902439025,,17.02127659574468,0.7083333333333334,,0.046632124352331605,0.017167381974248927,0.07547169811320754,0.009708737864077669,0.052845528455284556,0.015817223198594025,0.008403361344537815,0.02097902097902098,0.0196078431372549,,0.020618556701030927,0.017241379310344827,0.08092485549132948,0.07865168539325842,0.058823529411764705,0.8,0.078125,0.6,0.6923076923076923,0.4444444444444444,0.07291666666666667,0.5,0.5,0.5714285714285714,0.4895833333333333,0.3723404255319149,0.3763440860215054,0.6571428571428571,0.1111111111111111,0.10526315789473684,0.8333333333333334,0.4375,0.4523424083769634,0.4409205882352942,0.4468776785714285,0.025510204081632654,0.03937007874015748,0.13636363636363635,0.36363636363636365,15.551219512195118,0.313588850174216,1.0,19.0,1.0,50.0,15.0,69.0,7.0,22.0,2.0,1.0,49.0,15.0,12.0,2.0,1.0,,,,5.0,0.359375,0.13333333333333333,0.011904761904761904,0.018691588785046728,0.09895833333333333,0.2604166666666667,0.5,,0.05555555555555555,0.2631578947368421,25.21159420289855,7.0,20.0,4.0,6.0,8.0,27.0,4.0,11.0,69.0,12.0,20.0,3.0,1.0,0.8518518518518519,0.391304347826087,0.5714285714285714,0.5,0.39705882352941174,0.010638297872340425,0.3684210526315789,0.3684210526315789,1.0,0.4,0.4,0.8,0.3333333333333333,0.6666666666666666,1.0,0.5333333333333333,0.40816326530612246,3.0,1.0,2.0,0.02702702702702703,3.0,7.0,3.0,0.12280701754385964,0.42857142857142855,,,,,,,,,,,True,,,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,18238.0,304.0,-78,561,571,209,191,56.0,1132,21.0,32.0,5.0,2.0,5.0,19.0,45.0,8.0,25.0,48.0,102.0,20.0,128.0,597,8.0,15.0,2.0,18.0,12.0,26.0,5.0,41.0,62.0,34.0,7.0,11.0,16.0,4.0,5.0,2.0,37.0,1.0,11.0,6.0,23.0,10.0,39.0,12.0,51.0,11.0,8.0,8.0,7.0,5.0,18.0,3.0,26.0,3.0,4.0,11.0,34.0,5.0,29.0,5.0,15.0,2.0,2.0,2.0,,3.0,2.0,,41.0,209,0.6458333333333334,0.6888888888888889,0.47058823529411764,0.5333333333333333,0.46153846153846156,0.47368421052631576,0.5333333333333333,0.5142857142857142,0.5079365079365079,0.5294117647058824,0.5256410256410257,0.06862745098039216,0.06666666666666667,24.050632911392405,0.3076923076923077,0.38461538461538464,0.12921348314606743,0.04680851063829787,0.11764705882352941,0.02702702702702703,0.12663755458515283,0.04411764705882353,0.09523809523809523,0.014285714285714285,0.0392156862745098,,0.1111111111111111,0.18,0.10843373493975904,0.11904761904761904,0.1111111111111111,0.6666666666666666,0.2807017543859649,0.65625,0.7241379310344828,0.6666666666666666,0.39473684210526316,0.4222222222222222,0.4523809523809524,0.631578947368421,0.21929824561403508,0.32,0.3333333333333333,0.625,0.3333333333333333,0.14285714285714285,0.4,0.38596491228070173,0.4405651785714286,0.46469999999999995,0.43348529411764714,0.12096774193548387,0.13392857142857142,0.140625,0.3203125,8.13529411764706,0.37254901960784315,3.0,1.0,,11.0,8.0,12.0,,9.0,6.0,2.0,9.0,5.0,3.0,2.0,1.0,7.0,1.0,1.0,5.0,0.10526315789473684,0.09375,0.03125,0.0392156862745098,0.008771929824561403,0.09649122807017543,0.6,0.3333333333333333,,0.22857142857142856,28.991666666666664,1.0,3.0,,,3.0,4.0,,4.0,9.0,3.0,3.0,3.0,,0.75,0.3333333333333333,,0.4444444444444444,0.4,0.04,1.0,1.0,1.0,0.2727272727272727,0.2727272727272727,0.6666666666666666,,,,0.375,0.3333333333333333,2.0,,3.0,,1.0,1.0,,0.02857142857142857,1.0,1.0,,,,,,,,,,True,,,
1897,1610612741,Metta World Peace,Metta World Peace,1897,CHI,20802.0,347.0,-120,639,647,163,196,75.0,1286,17.0,29.0,2.0,2.0,4.0,7.0,17.0,13.0,40.0,37.0,86.0,42.0,143.0,710,,5.0,,6.0,5.0,20.0,16.0,41.0,40.0,34.0,3.0,30.0,34.0,15.0,4.0,11.0,72.0,2.0,7.0,7.0,24.0,3.0,34.0,9.0,43.0,28.0,15.0,13.0,2.0,6.0,9.0,7.0,22.0,1.0,3.0,12.0,36.0,3.0,49.0,7.0,24.0,4.0,9.0,4.0,4.0,10.0,4.0,2.0,41.0,163,0.5405405405405406,0.5405405405405406,0.43023255813953487,,0.25,0.42083333333333334,0.25,0.3787878787878788,0.5070921985815603,0.25,0.4880952380952381,0.03488372093023256,,22.420907840440165,0.5909090909090909,0.12,0.11538461538461539,0.02766798418972332,0.12280701754385964,0.03278688524590164,0.1169811320754717,0.028662420382165606,0.08064516129032258,,0.017391304347826087,,0.1346153846153846,0.078125,0.13043478260869565,0.15217391304347827,,0.4,0.24166666666666667,0.5862068965517241,0.6538461538461539,0.6470588235294118,0.14166666666666666,0.4117647058823529,0.4117647058823529,0.14285714285714285,0.3333333333333333,0.325,0.325,0.6153846153846154,0.16666666666666666,0.12121212121212122,0.5,0.525,0.46513277310924367,0.5148611111111111,0.4479203125,0.17518248175182483,0.23300970873786409,0.04195804195804196,0.2867132867132867,10.481395348837209,0.25508607198748046,,7.0,4.0,27.0,11.0,34.0,7.0,13.0,,1.0,26.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,8.0,0.2833333333333333,0.10344827586206896,0.043478260869565216,0.029411764705882353,0.058333333333333334,0.225,,,0.3333333333333333,0.3333333333333333,25.470588235294123,3.0,6.0,,3.0,4.0,9.0,2.0,5.0,24.0,3.0,6.0,13.0,,0.8888888888888888,0.2647058823529412,0.2857142857142857,0.38461538461538464,0.2727272727272727,,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2222222222222222,0.2222222222222222,1.0,0.25,,,0.36363636363636365,0.23076923076923078,1.0,,1.0,,1.0,2.0,1.0,0.06060606060606061,0.5,,2.0,0.5,0.5,,,,,,,True,,,
697,1610612741,Fred Hoiberg,Fred Hoiberg,697,CHI,22039.0,367.0,-28,668,672,212,258,80.0,1340,11.0,20.0,2.0,4.0,4.0,,1.0,9.0,20.0,20.0,41.0,31.0,107.0,707,2.0,4.0,4.0,11.0,5.0,11.0,16.0,38.0,36.0,4.0,5.0,34.0,40.0,9.0,8.0,17.0,86.0,1.0,4.0,6.0,35.0,9.0,50.0,6.0,56.0,19.0,12.0,9.0,,9.0,2.0,,11.0,,5.0,11.0,21.0,,38.0,2.0,13.0,4.0,1.0,1.0,,1.0,,,38.0,212,0.9,0.9473684210526315,0.4878048780487805,0.5,0.45454545454545453,0.5352112676056338,0.4375,0.5238095238095238,0.5977011494252874,0.55,0.625,0.12195121951219512,1.0,12.945838837516511,0.8181818181818182,0.34615384615384615,0.15021459227467812,0.01639344262295082,0.08823529411764706,0.015625,0.1362126245847176,0.016233766233766232,0.01694915254237288,0.01282051282051282,0.018691588785046728,,0.11475409836065574,0.1267605633802817,0.18811881188118812,0.08928571428571429,0.08333333333333333,,0.28169014084507044,0.55,0.6470588235294118,0.8181818181818182,0.014084507042253521,,,,0.28169014084507044,0.45,0.47368421052631576,1.0,0.25,0.19047619047619047,1.0,0.704225352112676,0.511430985915493,0.4915583333333334,0.501195238095238,0.1686746987951807,0.25,0.102803738317757,0.35514018691588783,10.070731707317071,0.31736526946107785,1.0,2.0,,28.0,10.0,30.0,4.0,10.0,2.0,,28.0,6.0,4.0,1.0,,2.0,,,4.0,0.4225352112676056,0.15,0.0196078431372549,0.029411764705882353,0.028169014084507043,0.39436619718309857,0.5,,,0.47619047619047616,25.723333333333333,1.0,11.0,1.0,4.0,4.0,12.0,1.0,4.0,36.0,,11.0,7.0,3.0,1.0,0.4,0.25,0.4,0.4,0.05,0.5,0.5,1.0,0.39285714285714285,0.39285714285714285,1.0,0.5,0.25,1.0,0.4,0.39285714285714285,2.0,1.0,,0.05,,,,,,,,,,1.0,0.03225806451612903,,,,,True,,,
2064,1610612741,Khalid El-Amin,Khalid El-Amin,2064,CHI,327.0,5.0,-6,11,11,4,2,,22,,,,,,1.0,2.0,1.0,1.0,2.0,3.0,,4.0,16,,,,,,1.0,,,2.0,2.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,4,0.5,0.5,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,0.5,36.36363636363637,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,0.38703333333333334,,0.3631,,,,,9.766666666666666,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1913,1610612741,Michael Ruffin,Michael Ruffin,1913,CHI,4729.0,79.0,-23,145,149,52,36,19.0,294,1.0,8.0,4.0,,2.0,,1.0,,,1.0,9.0,5.0,7.0,149,,4.0,,,,3.0,5.0,5.0,2.0,,2.0,2.0,3.0,,,2.0,7.0,2.0,8.0,3.0,11.0,1.0,15.0,11.0,26.0,6.0,5.0,3.0,2.0,1.0,6.0,2.0,9.0,1.0,6.0,4.0,14.0,2.0,6.0,,,3.0,4.0,3.0,1.0,5.0,4.0,,5.0,52,1.0,1.0,0.1111111111111111,,,0.1111111111111111,,,0.2916666666666667,,0.4166666666666667,0.2222222222222222,,12.42603550295858,0.3333333333333333,0.2,0.21568627450980393,0.12307692307692308,0.1875,0.3333333333333333,0.208955223880597,0.14084507042253522,0.1875,0.15789473684210525,0.06666666666666667,,0.23076923076923078,0.23076923076923078,0.2,0.1875,,0.8,0.8888888888888888,0.125,0.16666666666666666,1.0,0.1111111111111111,,,,,,,,1.0,0.6666666666666666,,0.8888888888888888,0.47256666666666663,0.46130000000000004,0.4828333333333334,,,,0.7142857142857143,1.6555555555555557,0.3586206896551724,,,,,,,,,,,,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,,0.25,0.3333333333333333,0.16666666666666666,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.125,,,,,,,,,,,,,,,,True,,,
