EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,HeaveAttempts,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,BlockedArc3,Corner3PctBlocked,HeaveMakes
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,43095.0,718,-109,1326,1340,337,353,160,2666,65.0,99,25.0,35.0,13.0,23,27.0,71.0,9.0,27.0,2.0,101.0,197,2.0,72.0,274.0,1410,28.0,46.0,13.0,69.0,22.0,44,28.0,72.0,112.0,90.0,50.0,2.0,24.0,23.0,6.0,29.0,4.0,2.0,17.0,4.0,2.0,64.0,8.0,56.0,32.0,84,9.0,125,64.0,189,4.0,16.0,13.0,3.0,20.0,5.0,6.0,20.0,1.0,14.0,4.0,40.0,3.0,8.0,57.0,99.0,4.0,8.0,94.0,10.0,45.0,7.0,25.0,12.0,2.0,11.0,25.0,18.0,1.0,72.0,337,2.0,0.5544554455445545,0.7368421052631579,0.5126903553299492,0.6086956521739131,0.5,0.507537688442211,0.6086956521739131,0.5,0.5684647302904564,0.6634615384615384,0.6,0.010050251256281407,0.1218274111675127,0.15151515151515152,0.11267605633802817,0.037037037037037035,18.511198945981555,0.5,0.2647058823529412,0.19718309859154928,0.10351201478743069,0.2191780821917808,0.08695652173913043,0.20279720279720279,0.10110584518167456,0.1310344827586207,0.09714285714285714,0.09049773755656108,0.041666666666666664,0.25,0.21621621621621623,0.20161290322580644,0.18324607329842932,0.20618556701030927,0.24489795918367346,0.05555555555555555,0.72,0.49748743718592964,0.6565656565656566,0.7738095238095238,0.5076923076923077,0.35678391959798994,0.38028169014084506,0.42857142857142855,0.5555555555555556,0.135678391959799,0.3333333333333333,0.34615384615384615,0.8888888888888888,0.010050251256281407,0.7608695652173914,0.7142857142857143,0.08,0.5227272727272727,0.5652173913043478,0.507537688442211,0.4692869346733668,0.5321523809523809,0.4729909090909091,0.19230769230769232,0.1939655172413793,0.2518248175182482,0.26277372262773724,5.4304568527918775,24.95,0.25414781297134237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1496,1610612751,Keith Van Horn,Keith Van Horn,1496,NJN,20506.0,342,-16,637,641,161,149,70,1278,23.0,40,4.0,8.0,3.0,8,15.0,39.0,14.0,28.0,21.0,52.0,107,25.0,32.0,163.0,656,8.0,13.0,4.0,20.0,12.0,29,7.0,37.0,66.0,38.0,10.0,21.0,12.0,11.0,4.0,15.0,3.0,1.0,6.0,,5.0,34.0,3.0,7.0,13.0,43,3.0,59,11.0,70,1.0,10.0,8.0,2.0,13.0,2.0,6.0,13.0,,7.0,2.0,26.0,,5.0,19.0,36.0,2.0,5.0,38.0,3.0,16.0,2.0,2.0,,,2.0,2.0,2.0,,37.0,161,6.0,0.6346153846153846,0.7021276595744681,0.48598130841121495,0.6153846153846154,0.41379310344827586,0.4962121212121212,0.5714285714285714,0.42857142857142855,0.5472972972972973,0.6333333333333333,0.47435897435897434,0.1893939393939394,0.11214953271028037,0.1,0.15384615384615385,0.07142857142857142,24.267782426778243,0.5,0.16666666666666666,0.18220338983050846,0.03056768558951965,0.17567567567567569,0.05555555555555555,0.18064516129032257,0.0353356890459364,0.05714285714285714,0.013513513513513514,0.023529411764705882,0.075,,0.14545454545454545,0.20987654320987653,0.18,0.20634920634920634,,0.017241379310344827,1.0,0.30303030303030304,0.575,0.6388888888888888,0.6086956521739131,0.29545454545454547,0.38461538461538464,0.45454545454545453,0.4666666666666667,0.21212121212121213,0.5,0.5384615384615384,0.8571428571428571,0.1590909090909091,0.5714285714285714,0.5,0.25,0.22857142857142856,0.375,0.49242424242424243,0.4873511363636364,0.4964272727272727,0.4533828571428571,0.11643835616438356,0.13333333333333333,0.12269938650306748,0.22699386503067484,7.793457943925234,24.815999999999995,0.25274725274725274,2.0,4.0,1.0,2.0,3.0,7.0,3.0,9.0,1.0,2.0,6.0,24.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,0.8888888888888888,0.36,0.3333333333333333,0.36,0.04,0.047619047619047616,0.07142857142857142,0.030303030303030304,0.5,0.5,1.0,0.3333333333333333,0.35,0.8571428571428571,0.07142857142857142,0.08571428571428572,0.6666666666666666,0.08571428571428572,0.3333333333333333,0.038461538461538464,,,,,,,,,,,,,,,,,,,True,,,
1536,1610612751,Stephen Jackson,Stephen Jackson,1536,NJN,27048.0,451,-12,855,858,270,267,102,1713,20.0,39,4.0,8.0,7.0,12,9.0,22.0,20.0,52.0,23.0,49.0,113,42.0,31.0,171.0,841,6.0,14.0,3.0,18.0,16.0,35,16.0,66.0,46.0,52.0,6.0,23.0,1.0,35.0,2.0,37.0,2.0,,24.0,4.0,7.0,76.0,1.0,8.0,7.0,24,7.0,38,9.0,47,,27.0,21.0,6.0,21.0,4.0,7.0,18.0,,14.0,3.0,39.0,2.0,9.0,16.0,47.0,1.0,7.0,43.0,3.0,18.0,5.0,4.0,1.0,1.0,2.0,4.0,4.0,,66.0,270,5.0,0.46938775510204084,0.5,0.4336283185840708,0.42857142857142855,0.45714285714285713,0.45161290322580644,0.4411764705882353,0.49019607843137253,0.48857142857142855,0.47368421052631576,0.532258064516129,0.2709677419354839,0.008849557522123894,,0.045454545454545456,,22.107438016528928,0.5384615384615384,0.2413793103448276,0.07643312101910828,0.023880597014925373,0.0707070707070707,0.015873015873015872,0.07506053268765134,0.022613065326633167,0.009345794392523364,0.031914893617021274,0.029850746268656716,,0.058823529411764705,0.06521739130434782,0.033707865168539325,0.11278195488721804,0.04477611940298507,0.125,,1.0,0.25161290322580643,0.5128205128205128,0.5128205128205128,0.35,0.14193548387096774,0.4090909090909091,0.42857142857142855,0.4444444444444444,0.33548387096774196,0.38461538461538464,0.38461538461538464,0.6,0.14838709677419354,0.47058823529411764,0.5,,0.23529411764705882,0.5833333333333334,0.5225806451612903,0.46876354838709694,0.47747000000000006,0.4548676470588235,0.10588235294117647,0.140625,0.10526315789473684,0.38596491228070173,10.628318584070797,24.595238095238095,0.3157894736842105,7.0,19.0,2.0,3.0,8.0,7.0,8.0,14.0,3.0,6.0,16.0,42.0,,7.0,,,,,1.0,1.0,0.3333333333333333,0.375,0.3333333333333333,,,,0.12258064516129032,0.3684210526315789,0.3684210526315789,1.0,0.30434782608695654,0.30434782608695654,1.0,0.11764705882352941,0.1568627450980392,0.375,0.1568627450980392,0.30434782608695654,,1.0,1.0,3.0,1.0,0.3333333333333333,0.058823529411764705,1.0,1.0,0.375,,,,,,,,,,True,,,
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,34327.0,572,-83,1075,1073,271,354,137,2148,50.0,70,11.0,19.0,13.0,18,17.0,63.0,19.0,67.0,3.0,86.0,200,4.0,35.0,207.0,1107,14.0,25.0,5.0,33.0,22.0,40,8.0,52.0,118.0,54.0,20.0,2.0,10.0,24.0,5.0,29.0,4.0,1.0,9.0,4.0,11.0,63.0,3.0,36.0,17.0,60,11.0,88,39.0,127,6.0,22.0,13.0,9.0,18.0,4.0,10.0,18.0,3.0,8.0,3.0,36.0,7.0,11.0,20.0,60.0,6.0,6.0,49.0,4.0,25.0,2.0,28.0,18.0,,10.0,29.0,17.0,,52.0,271,12.0,0.686046511627907,0.7763157894736842,0.43,0.56,0.55,0.4215686274509804,0.5384615384615384,0.5238095238095238,0.45594713656387664,0.5689655172413793,0.5531914893617021,0.0196078431372549,0.05,0.05714285714285714,0.09523809523809523,,21.283509341998375,0.5,0.44,0.17857142857142858,0.07929515418502203,0.14912280701754385,0.0375,0.1711111111111111,0.07303370786516854,0.109375,0.1032258064516129,0.03508771929824561,0.031746031746031744,0.058823529411764705,0.07526881720430108,0.1958762886597938,0.2328767123287671,0.21052631578947367,0.02631578947368421,0.056074766355140186,0.5862068965517241,0.3431372549019608,0.7142857142857143,0.7575757575757576,0.72,0.3088235294117647,0.2698412698412698,0.2982456140350877,0.47058823529411764,0.3284313725490196,0.2835820895522388,0.2835820895522388,0.7894736842105263,0.014705882352941176,0.7307692307692307,0.5789473684210527,0.09090909090909091,0.42857142857142855,0.7222222222222222,0.3627450980392157,0.45242118226600975,0.5062304347826088,0.4589280487804878,0.1111111111111111,0.11312217194570136,0.15942028985507245,0.25120772946859904,8.819999999999999,35.85,0.25209302325581395,,1.0,,,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,0.004901960784313725,,,,,,,,,,0.047619047619047616,,,,1.0,,,,0.038461538461538464,,,,1.0,1.0,1.0,1.0,2.0,,,,,True,,,
428,1610612751,Sherman Douglas,Sherman Douglas,428,NJN,65386.0,1090,-117,2042,2047,579,604,241,4089,62.0,105,2.0,6.0,21.0,36,14.0,44.0,38.0,114.0,36.0,114.0,263,40.0,86.0,338.0,2088,7.0,16.0,8.0,25.0,36.0,88,43.0,130.0,102.0,126.0,4.0,34.0,25.0,130.0,14.0,144.0,10.0,4.0,59.0,22.0,49.0,302.0,5.0,16.0,17.0,35,1.0,53,21.0,74,3.0,36.0,24.0,12.0,57.0,7.0,40.0,22.0,2.0,17.0,2.0,79.0,4.0,20.0,31.0,93.0,2.0,9.0,115.0,10.0,41.0,19.0,3.0,,1.0,2.0,4.0,3.0,,130.0,579,12.0,0.4473684210526316,0.45535714285714285,0.43346007604562736,0.4375,0.4090909090909091,0.4158415841584158,0.425,0.4027777777777778,0.4745042492917847,0.48,0.48507462686567165,0.132013201320132,0.09505703422053231,0.09523809523809523,0.25,0.03508771929824561,18.588640275387263,0.7215189873417721,0.016129032258064516,0.04985754985754986,0.0196078431372549,0.07555555555555556,0.033112582781456956,0.05609492988133765,0.02171664943123061,0.025,0.02857142857142857,0.00906344410876133,0.034482758620689655,0.02857142857142857,0.0625,0.024630541871921183,0.05863192182410423,0.05844155844155844,0.11267605633802817,0.020134228187919462,0.75,0.3465346534653465,0.5904761904761905,0.6526315789473685,0.4032258064516129,0.14521452145214522,0.3181818181818182,0.42424242424242425,0.21428571428571427,0.37623762376237624,0.3333333333333333,0.34545454545454546,0.6052631578947368,0.1188118811881188,0.3,0.3333333333333333,,0.3333333333333333,0.5833333333333334,0.47854785478547857,0.478561295681063,0.43323235294117657,0.47828915094339625,0.12275449101796407,0.13945578231292516,0.07396449704142012,0.38461538461538464,9.59163498098859,26.307500000000005,0.28354554358472084,1.0,4.0,1.0,1.0,3.0,7.0,17.0,8.0,4.0,5.0,20.0,21.0,3.0,7.0,1.0,,4.0,,,0.875,0.2,0.25,0.21052631578947367,0.025,0.027777777777777776,,0.013201320132013201,0.25,0.25,1.0,0.19444444444444445,0.2,0.8571428571428571,0.05,0.027777777777777776,0.3333333333333333,0.1574074074074074,0.20588235294117646,,,3.0,4.0,1.0,0.25,0.15,,,0.23529411764705882,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,True,,,
271,1610612751,Johnny Newman,Johnny Newman,271,NJN,44951.0,749,-110,1384,1389,373,375,150,2773,43.0,77,1.0,7.0,9.0,16,20.0,55.0,24.0,75.0,31.0,87.0,207,50.0,103.0,319.0,1423,5.0,22.0,5.0,21.0,20.0,51,26.0,72.0,80.0,94.0,6.0,31.0,25.0,38.0,4.0,42.0,2.0,2.0,18.0,7.0,13.0,88.0,3.0,11.0,17.0,40,5.0,62,15.0,77,4.0,25.0,12.0,13.0,21.0,2.0,10.0,27.0,3.0,11.0,7.0,48.0,2.0,9.0,24.0,83.0,5.0,11.0,117.0,11.0,52.0,8.0,1.0,1.0,,,1.0,1.0,,72.0,373,14.0,0.45977011494252873,0.47619047619047616,0.42028985507246375,0.22727272727272727,0.39215686274509803,0.42023346303501946,0.3076923076923077,0.36507936507936506,0.5098039215686274,0.35714285714285715,0.46710526315789475,0.19455252918287938,0.12077294685990338,0.18181818181818182,0.16363636363636364,0.02666666666666667,22.619808306709263,0.4375,0.11904761904761904,0.07920792079207921,0.020560747663551402,0.1111111111111111,0.02608695652173913,0.08662613981762918,0.021538461538461538,0.024691358024691357,0.019736842105263157,0.01809954751131222,0.034482758620689655,,0.08029197080291971,0.053691275167785234,0.0958904109589041,0.10185185185185185,0.13333333333333333,0.030534351145038167,1.0,0.29961089494163423,0.5584415584415584,0.6825396825396826,0.46511627906976744,0.2140077821011673,0.36363636363636365,0.43478260869565216,0.35,0.2918287937743191,0.32,0.3287671232876712,0.5416666666666666,0.12062256809338522,0.2692307692307692,0.14285714285714285,,0.25396825396825395,0.5625,0.49416342412451364,0.46165155642023353,0.421304,0.43377460317460315,0.174496644295302,0.20967741935483872,0.06583072100313479,0.22570532915360503,9.01159420289855,24.279999999999994,0.2695086705202312,5.0,19.0,1.0,1.0,5.0,9.0,7.0,14.0,4.0,2.0,12.0,36.0,6.0,9.0,,1.0,8.0,,1.0,0.8571428571428571,0.28,0.16666666666666666,0.28,,,0.025,0.07392996108949416,0.2631578947368421,0.2631578947368421,0.8,0.2903225806451613,0.2903225806451613,0.8888888888888888,0.038461538461538464,0.07936507936507936,0.2,0.1111111111111111,0.2903225806451613,,2.0,3.0,1.0,2.0,0.5,0.11538461538461539,0.6666666666666666,0.5,0.14285714285714285,,,,,,,,,,True,,,
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,26142.0,436,-40,809,809,221,205,100,1618,17.0,28,5.0,10.0,4.0,6,6.0,14.0,30.0,69.0,26.0,53.0,111,28.0,21.0,157.0,837,8.0,16.0,5.0,21.0,11.0,22,10.0,35.0,60.0,46.0,6.0,25.0,6.0,24.0,5.0,29.0,4.0,1.0,4.0,5.0,15.0,63.0,2.0,16.0,11.0,35,3.0,49,18.0,67,2.0,13.0,6.0,7.0,11.0,,8.0,4.0,2.0,3.0,,15.0,4.0,4.0,6.0,20.0,,2.0,34.0,3.0,15.0,2.0,2.0,1.0,,1.0,2.0,1.0,,35.0,221,2.0,0.5660377358490566,0.6,0.4774774774774775,0.5,0.5,0.4892086330935252,0.4444444444444444,0.4166666666666667,0.5065359477124183,0.47619047619047616,0.4583333333333333,0.2014388489208633,0.05405405405405406,0.10714285714285714,0.14285714285714285,0.014492753623188406,18.142548596112313,0.7333333333333333,0.14285714285714285,0.12915129151291513,0.04878048780487805,0.13414634146341464,0.041666666666666664,0.13031161473087818,0.047872340425531915,0.056818181818181816,0.04040404040404041,0.04964539007092199,0.04878048780487805,,0.07692307692307693,0.1511627906976744,0.14953271028037382,0.14545454545454545,0.1111111111111111,0.029411764705882353,0.5,0.2014388489208633,0.6071428571428571,0.68,0.4117647058823529,0.10071942446043165,0.42857142857142855,0.5,0.16666666666666666,0.49640287769784175,0.43478260869565216,0.4411764705882353,0.7333333333333333,0.18705035971223022,0.5555555555555556,0.5,0.6,0.2,0.6666666666666666,0.4028776978417266,0.4649119565217392,0.5256000000000001,0.45948448275862064,0.09933774834437085,0.12195121951219512,0.1337579617834395,0.2229299363057325,12.672072072072073,25.48214285714286,0.273176761433869,2.0,2.0,,,,8.0,8.0,10.0,2.0,1.0,8.0,24.0,6.0,8.0,1.0,,3.0,,,0.8,0.35714285714285715,0.125,0.37037037037037035,0.03571428571428571,0.038461538461538464,,0.014388489208633094,1.0,1.0,1.0,0.3076923076923077,0.32,0.75,,,,0.26666666666666666,0.32,,,2.0,1.0,,,0.1111111111111111,,,0.125,1.0,,,,,,,,,True,,,
950,1610612751,Stephon Marbury,Stephon Marbury,950,NJN,18091.0,302,-76,573,577,201,223,65,1150,22.0,45,1.0,5.0,10.0,16,10.0,26.0,11.0,27.0,28.0,43.0,98,30.0,56.0,169.0,623,2.0,9.0,2.0,6.0,15.0,26,30.0,81.0,32.0,54.0,2.0,28.0,13.0,32.0,13.0,45.0,9.0,4.0,17.0,3.0,12.0,103.0,1.0,5.0,4.0,9,,13,6.0,19,2.0,8.0,4.0,4.0,10.0,3.0,5.0,6.0,,5.0,,16.0,1.0,4.0,8.0,22.0,1.0,1.0,65.0,1.0,20.0,12.0,,,,,,,,81.0,201,9.0,0.37209302325581395,0.38095238095238093,0.4387755102040816,0.2222222222222222,0.5769230769230769,0.44140625,0.18181818181818182,0.5795454545454546,0.5251572327044025,0.25,0.6779661016949152,0.234375,0.1326530612244898,0.2222222222222222,0.07692307692307693,0.037037037037037035,26.76923076923077,0.625,,0.04945054945054945,0.02127659574468085,0.0547945205479452,0.02,0.050980392156862744,0.021052631578947368,0.05555555555555555,0.014084507042253521,,,0.06666666666666667,0.046511627906976744,,0.07954545454545454,0.0196078431372549,0.13636363636363635,0.03225806451612903,,0.3515625,0.4888888888888889,0.6285714285714286,0.2727272727272727,0.203125,0.38461538461538464,0.4166666666666667,0.2,0.2109375,0.4074074074074074,0.4230769230769231,0.7272727272727273,0.21875,0.45454545454545453,0.2,,0.36363636363636365,0.625,0.5859375,0.4762074803149607,0.4270300000000001,0.4836790697674419,0.1360544217687075,0.17094017094017094,0.03550295857988166,0.47928994082840237,7.687755102040818,26.093333333333337,0.3507853403141361,,2.0,1.0,,1.0,9.0,17.0,9.0,2.0,7.0,18.0,12.0,15.0,9.0,,,2.0,,,0.4444444444444444,0.3,0.3888888888888889,0.3,,,,0.015625,,,,0.32142857142857145,0.32142857142857145,0.4444444444444444,0.09090909090909091,0.022727272727272728,,0.38636363636363635,0.32142857142857145,,,1.0,7.0,,,0.09090909090909091,,,0.4117647058823529,,,,,,,,,,True,,,
994,1610612751,Jamie Feick,Jamie Feick,994,NJN,1579.0,26,-6,49,51,13,5,5,100,3.0,4,2.0,3.0,,1,,,1.0,3.0,,4.0,7,,,8.0,54,2.0,3.0,,4.0,,1,,,6.0,2.0,2.0,,,1.0,,1.0,,,1.0,,,2.0,,2.0,1.0,6,1.0,8,2.0,10,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,13,,0.75,1.0,0.5714285714285714,0.6666666666666666,,0.5714285714285714,0.6666666666666666,,0.5714285714285714,0.6666666666666666,,,,,,,14.285714285714285,1.0,1.0,0.375,0.1,0.16666666666666666,,0.3181818181818182,0.08,,0.3333333333333333,0.07692307692307693,,,0.25,0.3333333333333333,0.5,0.25,,,,0.5714285714285714,0.75,0.75,0.6666666666666666,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.6666666666666666,0.5,1.0,,0.5714285714285714,0.4774428571428571,0.5485,0.5241,,,0.5,,8.185714285714285,,0.2653061224489796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
383,1610612751,Kendall Gill,Kendall Gill,383,NJN,10831.0,181,-17,340,339,91,105,43,679,7.0,11,1.0,1.0,1.0,3,5.0,20.0,7.0,30.0,2.0,19.0,61,3.0,16.0,57.0,338,2.0,6.0,4.0,8.0,3.0,10,5.0,11.0,18.0,20.0,4.0,2.0,7.0,10.0,,10.0,,,6.0,3.0,1.0,20.0,3.0,5.0,9.0,6,2.0,17,8.0,25,,15.0,7.0,8.0,5.0,1.0,4.0,6.0,,1.0,3.0,11.0,,2.0,7.0,15.0,1.0,2.0,22.0,,9.0,2.0,,,,,,,,11.0,91,3.0,0.47368421052631576,0.5294117647058824,0.3114754098360656,0.3333333333333333,0.3,0.3203125,0.3333333333333333,0.3,0.38,0.5,0.4230769230769231,0.046875,0.11475409836065574,0.18181818181818182,0.25,,22.05128205128205,0.45454545454545453,0.18181818181818182,0.05405405405405406,0.03424657534246575,0.21951219512195122,0.15,0.09868421052631579,0.04819277108433735,0.05714285714285714,0.02,0.03278688524590164,0.17647058823529413,,0.034482758620689655,0.11428571428571428,0.02127659574468085,0.2,0.25,,,0.171875,0.6363636363636364,0.7777777777777778,0.7142857142857143,0.3125,0.25,0.3333333333333333,0.2,0.46875,0.23333333333333334,0.23333333333333334,0.42857142857142855,0.03125,0.16666666666666666,1.0,,0.3,0.3333333333333333,0.21875,0.4311109375,0.42485999999999996,0.41594999999999993,0.1232876712328767,0.12857142857142856,0.14035087719298245,0.19298245614035087,12.554098360655741,23.76666666666667,0.2676470588235294,,1.0,,,,1.0,,1.0,,,,3.0,,1.0,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,0.015625,,,,0.5,0.5,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,True,,,
