EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG3A,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,NonShootingFoulsDrawn,PenaltyFg2Pct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,LostBallTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,DeadBallTurnovers,SecondChanceAtRimFGA,DefThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,AtRimPctBlocked,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,LostBallSteals,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,on,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,OffensiveGoaltends,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,SelfOReb,Travels,Clear Path Fouls,Loose Ball Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,3SecondViolations
137,1610612742,Vernon Maxwell,Vernon Maxwell,137,DAL,925.0,15,-12,32,33,13,10,65,1.0,1.0,1.0,1.0,1.0,42,1.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,13,1.0,0.5,12.5,1.0,0.15384615384615385,0.13333333333333333,0.4,0.5,0.5,1.0,0.5,0.417475,0.57765,21.7,23.1,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,995.0,17,-15,34,36,15,21,70,1.0,,,1.0,3.0,47,3.0,,1.0,,,,3.0,1.0,2.0,3.0,1.0,1.0,1.0,,1.0,15,,0.75,20.51282051282051,1.0,0.07692307692307693,0.07142857142857142,0.2,0.25,,,0.75,0.4749,0.4968000000000001,15.2,25.733333333333334,0.4411764705882353,4.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,6.0,11.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.625,0.5,0.7857142857142857,1.0,0.5,0.3333333333333333,0.1,0.06666666666666667,0.16666666666666666,1.0,1.0,1.0,0.75,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.25,0.18181818181818182,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,1610612742,Calvin Booth,Calvin Booth,1916,DAL,641.0,11,-10,23,23,19,12,46,1.0,,,2.0,,33,,,,,,,,1.0,1.0,1.0,,,,,1.0,19,,,16.666666666666668,,0.09090909090909091,0.09090909090909091,0.14285714285714285,0.5,,,,0.38280000000000003,0.38280000000000003,14.649999999999999,,0.8260869565217391,1.0,1.0,,,,,2.0,,4.0,8.0,,,,8.0,4.0,,,,,,,,,1.0,4.0,1.0,,1.0,1.0,1.0,8.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,1610612742,Wang Zhi-zhi,Wang Zhi-zhi,1917,DAL,2327.0,39,-29,81,81,43,33,162,9.0,,,17.0,2.0,102,1.0,,,,,,,5.0,6.0,7.0,1.0,,1.0,1.0,8.0,43,1.0,0.10526315789473684,28.40909090909091,1.0,0.16666666666666666,0.15625,0.2,0.47368421052631576,,,0.2631578947368421,0.4321526315789473,0.42412142857142854,12.305882352941175,24.55,0.5308641975308642,6.0,4.0,,2.0,,1.0,8.0,,8.0,24.0,,,,12.0,14.0,,2.0,,,,1.0,1.0,1.0,5.0,10.0,3.0,,,,,12.0,0.875,0.875,,,,,0.47058823529411764,0.42105263157894735,0.5714285714285714,0.5,,0.6666666666666666,0.25,0.04,0.02857142857142857,,0.4444444444444444,0.5,1.0,0.10526315789473684,,,,0.14285714285714285,,,0.13636363636363635,0.15,,,0.5,2.0,5.0,4.0,6.0,4.0,2.0,0.6666666666666666,0.2631578947368421,0.4,0.6666666666666666,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,0.17647058823529413,0.4,0.1111111111111111,0.16666666666666666,0.2857142857142857,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,1.0,0.394,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,1086.0,18,-13,38,39,23,11,77,,1.0,,3.0,2.0,52,,2.0,3.0,,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,23,,0.4,19.51219512195122,1.0,0.058823529411764705,0.05263157894736842,0.14285714285714285,,0.2,,1.0,0.5984399999999999,0.60365,,24.55,0.6052631578947368,2.0,,,1.0,,,3.0,,2.0,8.0,,,,6.0,,,1.0,,1.0,1.0,,,,1.0,2.0,,,,,,6.0,,,,,,,1.0,0.6,1.0,0.6666666666666666,,1.0,,,,,,,,0.2,,,,,,,,,,,0.75,,,2.0,2.0,2.0,1.0,1.0,,,,,3.0,3.0,2.0,2.0,,6.0,,1.0,,,,,,0.6,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,1610612742,Donnell Harvey,Donnell Harvey,2051,DAL,244.0,4,-2,9,8,6,8,17,,,,,,9,,,,,,,,1.0,1.0,1.0,,,2.0,1.0,1.0,6,,,22.22222222222222,,0.125,0.125,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,1409.0,23,-15,48,48,25,11,96,,1.0,,4.0,1.0,58,,2.0,2.0,,,2.0,4.0,2.0,3.0,4.0,,,1.0,1.0,2.0,25,,0.2,13.20754716981132,,0.14285714285714285,0.1875,0.1,,0.2,,1.0,0.52319,,0.85,22.9,0.5208333333333334,4.0,,,,,,2.0,,1.0,5.0,,,,1.0,2.0,,,,,,1.0,,1.0,,2.0,1.0,,,,,1.0,0.5,0.5,,,,,0.5,0.4,,0.4166666666666667,,0.5,,0.058823529411764705,0.047619047619047616,,,,,,,,,,,,0.16666666666666666,0.2,,,0.2,,,,,1.0,,,,,,,2.0,4.0,,,1.0,2.0,1.0,,0.25,,,,1.0,0.8,0.5,0.6666666666666666,0.5,,,0.5457,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.16666666666666666,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,1610612742,Howard Eisley,Howard Eisley,458,DAL,1595.0,27,-17,56,54,30,23,110,1.0,,,3.0,,70,,7.0,7.0,1.0,1.0,5.0,14.0,1.0,1.0,1.0,,,,,,30,,,4.838709677419355,,0.058823529411764705,0.058823529411764705,0.1,0.3333333333333333,,,,0.39863333333333334,0.39155,13.166666666666666,,0.5357142857142857,5.0,1.0,,,,,2.0,,,4.0,,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,0.5,0.5,,,,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,,0.5,,,,,1.0,1.0,1.0,,,,,,,,,,,,0.5,1.0,2.0,1.0,2.0,,,0.5,0.6666666666666666,0.5,0.5,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1610612742,Mark Bryant,Mark Bryant,95,DAL,663.0,11,-7,22,21,3,2,43,1.0,,,3.0,,27,,,,,,,,,,,,,,,3.0,3,,,17.391304347826086,,,,,0.3333333333333333,,,,0.35433333333333333,,12.466666666666667,,0.13636363636363635,1.0,1.0,,,,,1.0,,,2.0,,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,0.25,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,1110.0,18,-13,39,39,23,15,78,7.0,1.0,1.0,7.0,3.0,44,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,2.0,,,,,1.0,23,,0.3,25.58139534883721,,0.16666666666666666,0.15384615384615385,0.3333333333333333,0.7,0.1,0.2,0.3,0.41946500000000003,0.37972,19.228571428571428,24.066666666666666,0.5897435897435898,4.0,3.0,1.0,2.0,,,3.0,1.0,,9.0,,,,4.0,4.0,3.0,2.0,1.0,,,,,,,2.0,1.0,,,,,4.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.42857142857142855,0.45,0.4,0.4090909090909091,,0.4,,,,,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2,0.5,0.5,1.0,,,0.5,0.09090909090909091,0.125,,,0.4444444444444444,,,2.0,4.0,,,0.5,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
