EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,2pt And 1 Free Throw Trips,OffensiveGoaltends,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,SecondChanceFg3Pct,DefCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTDefRebounds,Loose Ball Fouls,DefFTReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,BlockedShortMidRange,DefensiveGoaltends,OffFTReboundPct,Travels,Clear Path Fouls,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,on,BlockedCorner3,BlockedLongMidRange,Corner3PctBlocked
120,1610612757,Steven Smith,Steven Smith,120,POR,19464.0,324,-8.0,600,613,169,259,78,1213,15.0,18,1.0,2.0,2.0,3.0,9.0,26.0,18.0,29.0,5.0,13.0,1.0,1.0,4.0,10.0,29.0,1.0,2.0,7.0,42.0,73,15.0,42.0,46.0,175,636,6.0,8.0,2.0,2.0,14.0,10.0,15.0,3.0,11.0,23.0,52,34.0,50.0,36.0,9.0,2.0,1.0,28.0,10.0,2.0,22.0,2.0,24.0,2.0,10.0,2.0,10.0,50.0,2.0,5.0,2.0,17.0,19.0,7.0,26.0,1.0,6.0,5.0,1.0,11.0,2.0,7.0,9.0,1.0,4.0,20.0,1.0,4.0,11.0,31.0,3.0,54.0,1.0,11.0,12.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,52,169,7.0,0.40476190476190477,0.4146341463414634,0.8,0.35714285714285715,0.2727272727272727,0.36585365853658536,0.5753424657534246,0.75,0.6666666666666666,0.5608695652173913,0.6,0.5576923076923077,0.6102941176470589,0.6363636363636364,0.6486486486486487,0.3652173913043478,0.0273972602739726,0.07692307692307693,22.840409956076133,0.55,0.07053941908713693,0.023255813953488372,0.038461538461538464,0.03636363636363636,0.06484641638225255,0.025925925925925925,0.029850746268656716,0.03333333333333333,0.023809523809523808,0.07692307692307693,0.03225806451612903,0.09210526315789473,0.07766990291262135,0.044444444444444446,0.019230769230769232,0.5,0.1565217391304348,0.8333333333333334,0.8333333333333334,0.4,0.22608695652173913,0.34615384615384615,0.375,0.3333333333333333,0.25217391304347825,0.6206896551724138,0.6206896551724138,0.4444444444444444,0.11304347826086956,0.38461538461538464,0.38461538461538464,1.0,0.25217391304347825,0.3448275862068966,0.3448275862068966,0.7,0.2,0.5,0.1,0.1,0.11538461538461539,0.6666666666666666,0.15384615384615385,0.25,0.2692307692307692,0.2857142857142857,0.5217391304347826,0.35714285714285715,0.47566504424778766,0.48378499999999997,0.4709291666666667,0.10236220472440945,0.1411764705882353,0.023809523809523808,0.08,0.29714285714285715,10.505479452054796,25.919047619047618,0.2816666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,5646.0,94,15.0,169,173,67,68,21,342,12.0,18,3.0,6.0,3.0,7.0,1.0,7.0,1.0,3.0,,,,,,,,,,,14.0,28,,,14.0,42,181,3.0,6.0,,,6.0,3.0,11.0,,,8.0,14,18.0,10.0,,,6.0,,,,3.0,2.0,1.0,3.0,1.0,1.0,1.0,,7.0,2.0,4.0,,7.0,7.0,6.0,13.0,,4.0,1.0,3.0,4.0,,2.0,3.0,,2.0,7.0,1.0,2.0,3.0,5.0,1.0,22.0,,,9.0,,3.0,,,,,,,,14,67,,0.6428571428571429,0.8181818181818182,,,,,0.5,0.5,0.2727272727272727,0.5,0.5,0.2727272727272727,0.5526315789473685,0.5,0.4117647058823529,,0.10714285714285714,0.2857142857142857,23.195876288659793,0.5714285714285714,0.0958904109589041,0.08163265306122448,,0.18181818181818182,0.07526881720430108,0.1,0.058823529411764705,,0.2222222222222222,,0.1,0.09090909090909091,0.0967741935483871,,,,0.6428571428571429,0.6666666666666666,0.7058823529411765,0.5833333333333334,0.25,0.14285714285714285,0.2,1.0,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.5,,,0.6363636363636364,0.42857142857142855,,,,,0.6428571428571429,,0.5328428571428572,0.5424,0.5103909090909091,0.2571428571428571,0.2571428571428571,,0.14285714285714285,0.3333333333333333,4.071428571428572,,0.39644970414201186,2.0,1.0,0.05555555555555555,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
21,1610612757,Greg Anthony,Greg Anthony,21,POR,7389.0,123,-11.0,225,231,71,71,32,456,,2,,,,2.0,1.0,1.0,3.0,10.0,2.0,5.0,2.0,1.0,2.0,11.0,24.0,3.0,2.0,5.0,4.0,13,13.0,29.0,9.0,56,257,,,5.0,,9.0,,4.0,3.0,7.0,7.0,16,4.0,4.0,24.0,15.0,,,24.0,11.0,1.0,7.0,2.0,9.0,1.0,2.0,1.0,4.0,20.0,2.0,2.0,2.0,4.0,6.0,4.0,10.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,,,3.0,,3.0,4.0,13.0,,12.0,,,4.0,,2.0,,,,,,,,16,71,,0.5,0.5,0.6153846153846154,0.4482758620689655,0.42857142857142855,0.4482758620689655,0.3076923076923077,,,0.5595238095238095,0.9,0.4090909090909091,0.5833333333333334,0.9,0.5333333333333333,0.6904761904761905,0.07692307692307693,,19.69111969111969,0.6666666666666666,0.0547945205479452,0.02702702702702703,0.07692307692307693,0.08333333333333333,0.06060606060606061,0.04081632653061224,,,0.1,,,0.10526315789473684,0.05263157894736842,0.045454545454545456,0.043478260869565216,,0.047619047619047616,,,,0.023809523809523808,1.0,1.0,,0.23809523809523808,0.3,0.3,0.6666666666666666,0.11904761904761904,0.4,0.4,0.5,0.5714285714285714,0.4583333333333333,0.4583333333333333,0.6363636363636364,,,0.4,0.6,0.18181818181818182,,0.18181818181818182,0.5,0.45454545454545453,0.4,0.7380952380952381,0.4583333333333333,0.5057642857142858,0.587,0.5482727272727272,0.08695652173913043,0.23529411764705882,,0.16071428571428573,0.2857142857142857,15.707692307692307,24.496551724137934,0.31555555555555553,,,0.5,0.10526315789473684,1.0,2.0,3.0,1.0,0.6,0.25,0.5,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,True,,,
431,1610612757,Shawn Kemp,Shawn Kemp,431,POR,4830.0,80,5.0,152,154,41,63,20,306,10.0,17,3.0,6.0,,2.0,,3.0,6.0,18.0,,,,,,,,,,,16.0,38,,,5.0,37,156,3.0,6.0,,2.0,8.0,3.0,6.0,,,,6,18.0,14.0,,,4.0,,,,1.0,5.0,,5.0,,4.0,,1.0,10.0,1.0,5.0,3.0,11.0,16.0,6.0,22.0,,1.0,,1.0,1.0,,1.0,3.0,1.0,,4.0,,,8.0,12.0,,6.0,,,3.0,,,1.0,,,1.0,1.0,1.0,2.0,6,41,,0.5625,0.6428571428571429,,,,,0.42105263157894735,0.5,0.5,0.42105263157894735,0.5,0.5,0.45121951219512196,0.5714285714285714,0.5,,0.02631578947368421,,26.01156069364162,0.25,0.22916666666666666,0.07575757575757576,0.3333333333333333,0.125,0.24561403508771928,0.08108108108108109,0.17647058823529413,0.06896551724137931,0.16666666666666666,,0.3333333333333333,0.14285714285714285,0.21875,0.2857142857142857,,1.0,0.4473684210526316,0.5882352941176471,0.625,0.5,0.07894736842105263,,,,0.47368421052631576,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,,,,,1.0,0.5,,,0.3333333333333333,,,,,,0.4473684210526316,,0.4666736842105264,0.5498666666666666,0.4299833333333334,0.07317073170731707,0.07317073170731707,,0.21621621621621623,0.16216216216216217,10.610526315789473,,0.26973684210526316,,,0.058823529411764705,,,,,,,0.5,,,,,2.0,1.0,0.4,0.3333333333333333,,,,,,,,,,,,True,,,
96,1610612757,Detlef Schrempf,Detlef Schrempf,96,POR,23736.0,396,-35.0,730,743,220,304,97,1473,10.0,19,1.0,5.0,3.0,7.0,13.0,30.0,13.0,38.0,1.0,1.0,,,,2.0,7.0,1.0,1.0,2.0,36.0,87,3.0,8.0,23.0,104,798,6.0,15.0,1.0,,15.0,13.0,31.0,1.0,2.0,10.0,39,40.0,32.0,9.0,,4.0,1.0,6.0,2.0,3.0,39.0,5.0,44.0,2.0,14.0,7.0,18.0,93.0,4.0,10.0,8.0,43.0,61.0,17.0,78.0,3.0,7.0,4.0,3.0,22.0,5.0,16.0,6.0,,6.0,28.0,4.0,8.0,17.0,43.0,1.0,27.0,,,10.0,,4.0,3.0,,,2.0,3.0,2.0,,39,220,8.0,0.5555555555555556,0.5882352941176471,1.0,0.375,0.5,0.42857142857142855,0.41379310344827586,0.4,0.41935483870967744,0.4263157894736842,0.46875,0.4393939393939394,0.48148148148148145,0.46875,0.5131578947368421,0.08421052631578947,0.034482758620689655,0.03333333333333333,16.24850657108722,0.7857142857142857,0.1519434628975265,0.03816793893129771,0.12307692307692308,0.05970149253731343,0.14655172413793102,0.0425531914893617,0.024390243902439025,0.05405405405405406,0.038461538461538464,0.13333333333333333,0.13333333333333333,0.15476190476190477,0.16129032258064516,0.125,0.06,0.6666666666666666,0.2,0.5263157894736842,0.5882352941176471,0.6,0.3157894736842105,0.43333333333333335,0.4482758620689655,0.23076923076923078,0.4,0.34210526315789475,0.34210526315789475,0.8461538461538461,0.010526315789473684,1.0,1.0,1.0,0.07368421052631578,0.2857142857142857,0.2857142857142857,1.0,0.3125,0.2,,0.0625,0.21212121212121213,0.42857142857142855,,,0.06060606060606061,0.5,0.28421052631578947,0.3333333333333333,0.4358771276595744,0.47863750000000005,0.41281718750000007,0.09615384615384616,0.10416666666666667,,0.14423076923076922,0.375,10.242528735632186,27.425,0.3013698630136986,1.0,,0.10526315789473684,0.028985507246376812,,1.0,1.0,3.0,1.0,0.1111111111111111,,,1.0,1.0,10.0,4.0,0.3448275862068966,,3.0,1.0,1.0,0.13043478260869565,,,,,,,,True,,,
717,1610612757,Arvydas Sabonis,Arvydas Sabonis,717,POR,6509.0,108,,199,197,54,68,31,396,5.0,15,1.0,3.0,3.0,4.0,4.0,14.0,7.0,14.0,,,,,,,,,,,16.0,43,,,19.0,51,194,3.0,7.0,,6.0,12.0,4.0,6.0,,,14.0,22,32.0,,,,,,,,3.0,2.0,1.0,3.0,1.0,2.0,,,7.0,1.0,8.0,4.0,14.0,22.0,9.0,31.0,4.0,7.0,4.0,3.0,6.0,2.0,5.0,4.0,,1.0,10.0,1.0,1.0,7.0,12.0,,22.0,,,8.0,,3.0,12.0,,,7.0,12.0,8.0,1.0,22,54,,1.0,1.0,,,,,0.37209302325581395,0.42857142857142855,0.6666666666666666,0.37209302325581395,0.42857142857142855,0.6666666666666666,0.4722222222222222,0.6,0.7857142857142857,,0.06976744186046512,0.07142857142857142,27.705627705627705,0.6,0.1794871794871795,0.0963855421686747,0.18181818181818182,0.0625,0.18,0.09090909090909091,0.05,0.11428571428571428,,0.3333333333333333,0.125,0.24,0.1724137931034483,0.21052631578947367,0.16666666666666666,0.6666666666666666,0.3488372093023256,0.3333333333333333,0.38461538461538464,1.0,0.32558139534883723,0.2857142857142857,0.3076923076923077,1.0,0.32558139534883723,0.5,0.5,1.0,,,,,,,,,0.42857142857142855,0.3333333333333333,,,0.6666666666666666,0.75,,,,,0.3488372093023256,,0.4491441860465117,0.45914999999999995,0.4926833333333333,0.1568627450980392,0.1568627450980392,,0.23529411764705882,0.43137254901960786,9.872093023255815,,0.271356783919598,,,0.13333333333333333,0.10714285714285714,,,,,,,,,,,4.0,2.0,0.5714285714285714,1.0,,5.0,,,1.0,,,,,,,True,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,9067.0,151,2.0,283,282,99,122,30,565,12.0,17,5.0,7.0,1.0,4.0,8.0,12.0,5.0,17.0,,,,,,3.0,12.0,,1.0,3.0,25.0,46,3.0,12.0,9.0,68,285,5.0,8.0,,1.0,11.0,4.0,11.0,1.0,3.0,5.0,16,38.0,12.0,9.0,,6.0,,12.0,3.0,2.0,4.0,,4.0,,3.0,1.0,,8.0,3.0,6.0,1.0,15.0,17.0,9.0,26.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,8.0,1.0,5.0,5.0,12.0,1.0,12.0,,,5.0,,1.0,7.0,,,5.0,7.0,3.0,,16,99,1.0,0.76,0.8636363636363636,1.0,0.25,0.3333333333333333,0.25,0.5434782608695652,0.625,0.36363636363636365,0.5086206896551724,0.625,0.39285714285714285,0.53125,0.6111111111111112,0.47058823529411764,0.20689655172413793,0.043478260869565216,0.08333333333333333,22.71293375394322,0.5,0.14423076923076922,0.07228915662650602,0.03571428571428571,0.1,0.12121212121212122,0.07964601769911504,0.08,0.05263157894736842,0.07692307692307693,0.25,0.17142857142857143,0.09375,0.16216216216216217,0.04,0.038461538461538464,0.42857142857142855,0.29310344827586204,0.7058823529411765,0.75,0.5833333333333334,0.20689655172413793,0.6666666666666666,0.7272727272727273,0.875,0.29310344827586204,0.29411764705882354,0.29411764705882354,1.0,,,,,0.20689655172413793,0.25,0.25,1.0,0.875,0.7142857142857143,,,0.2857142857142857,0.25,,,0.21428571428571427,0.3333333333333333,0.5,0.25,0.45334827586206894,0.4963,0.4380285714285714,0.07936507936507936,0.09803921568627451,,0.16176470588235295,0.23529411764705882,9.447826086956523,25.408333333333335,0.3498233215547703,,,0.058823529411764705,0.1,,,,,,,,,,,1.0,1.0,0.125,0.2,,2.0,,,,,,,,,,True,,,
905,1610612757,Dale Davis,Dale Davis,905,POR,12110.0,202,-51.0,360,373,83,155,52,733,15.0,24,8.0,12.0,3.0,5.0,6.0,14.0,3.0,7.0,,,,,,,2.0,,,1.0,24.0,45,,2.0,9.0,57,413,8.0,13.0,,4.0,20.0,4.0,9.0,,1.0,,8,22.0,26.0,,,12.0,1.0,1.0,,5.0,9.0,1.0,10.0,,3.0,1.0,5.0,21.0,2.0,19.0,5.0,19.0,27.0,23.0,50.0,7.0,9.0,7.0,2.0,1.0,,,3.0,2.0,1.0,4.0,,1.0,10.0,18.0,,11.0,,,7.0,,,5.0,,,3.0,5.0,2.0,,8,83,3.0,0.4583333333333333,0.6111111111111112,,,,,0.5333333333333333,0.6153846153846154,0.4444444444444444,0.5106382978723404,0.6153846153846154,0.4,0.5588235294117647,0.6666666666666666,0.4,0.0425531914893617,0.1111111111111111,0.21428571428571427,13.126491646778042,0.25,0.12258064516129032,0.1357142857142857,0.14285714285714285,0.05714285714285714,0.12631578947368421,0.12,0.15555555555555556,0.11475409836065574,0.034482758620689655,0.16666666666666666,0.16216216216216217,0.08695652173913043,0.125,0.13333333333333333,0.4375,0.4,0.5106382978723404,0.625,0.6818181818181818,0.5333333333333333,0.2978723404255319,0.42857142857142855,0.5454545454545454,,0.14893617021276595,0.42857142857142855,0.42857142857142855,1.0,,,,,0.0425531914893617,,,,0.9230769230769231,0.6666666666666666,,,0.5,0.6,,,0.1,,0.5531914893617021,,0.4917711111111111,0.5507076923076923,0.46317777777777774,0.13725490196078433,0.14285714285714285,,0.3508771929824561,0.14035087719298245,5.36888888888889,53.05,0.23055555555555557,3.0,,0.08333333333333333,0.14705882352941177,,,,1.0,,0.2,,,,,3.0,2.0,0.17647058823529413,0.125,2.0,2.0,1.0,0.16666666666666666,1.0,,,,,,,True,,,
393,1610612757,Rod Strickland,Rod Strickland,393,POR,6238.0,104,-28.0,186,187,42,48,25,373,11.0,13,,,2.0,3.0,1.0,4.0,2.0,11.0,,,,,,,,,,,14.0,28,,,4.0,32,220,1.0,2.0,,,2.0,2.0,9.0,,,2.0,6,12.0,16.0,,,,,,,1.0,13.0,6.0,19.0,5.0,7.0,1.0,5.0,44.0,1.0,3.0,1.0,7.0,8.0,4.0,12.0,,4.0,1.0,3.0,6.0,1.0,5.0,3.0,,1.0,9.0,1.0,1.0,4.0,7.0,2.0,10.0,,,3.0,,2.0,,,,,,,,6,42,,0.42857142857142855,0.42857142857142855,,,,,0.5,0.5,0.2222222222222222,0.5,0.5,0.2222222222222222,0.48484848484848486,0.3333333333333333,0.2727272727272727,,0.03571428571428571,0.25,19.81132075471698,0.6666666666666666,0.09210526315789473,0.04285714285714286,0.07142857142857142,0.06666666666666667,0.08888888888888889,0.047058823529411764,,0.058823529411764705,0.09090909090909091,,0.15384615384615385,0.07142857142857142,0.08571428571428572,0.07692307692307693,,,0.4642857142857143,0.8461538461538461,0.8461538461538461,0.2727272727272727,0.14285714285714285,0.25,0.3333333333333333,1.0,0.39285714285714285,0.18181818181818182,0.18181818181818182,1.0,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,,,,,0.4642857142857143,,0.5078071428571429,0.4067,0.48458888888888896,0.0967741935483871,0.0967741935483871,,0.0625,0.1875,9.07857142857143,,0.22580645161290322,,,,0.07142857142857142,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,
757,1610612757,Damon Stoudamire,Damon Stoudamire,757,POR,9449.0,157,7.0,295,299,115,165,38,594,7.0,13,1.0,1.0,3.0,7.0,4.0,13.0,6.0,15.0,,2.0,,,1.0,1.0,7.0,1.0,,1.0,17.0,41,1.0,9.0,6.0,43,312,2.0,2.0,1.0,,4.0,6.0,17.0,,2.0,4.0,16,6.0,28.0,,3.0,2.0,,7.0,1.0,2.0,24.0,5.0,29.0,5.0,9.0,3.0,12.0,63.0,,2.0,2.0,14.0,17.0,2.0,19.0,1.0,6.0,3.0,3.0,5.0,1.0,4.0,8.0,,1.0,13.0,1.0,7.0,6.0,13.0,3.0,8.0,,,2.0,,2.0,,,,,,,,16,115,3.0,0.17647058823529413,0.1875,,0.1111111111111111,,0.1111111111111111,0.4146341463414634,1.0,0.35294117647058826,0.37,0.6666666666666666,0.3157894736842105,0.4056603773584906,0.6666666666666666,0.38095238095238093,0.18,0.04878048780487805,0.07692307692307693,19.35483870967742,0.38461538461538464,0.11764705882352941,0.0196078431372549,0.08695652173913043,,0.11267605633802817,0.015748031496062992,0.02702702702702703,,,,0.15,0.06060606060606061,0.13043478260869565,0.10526315789473684,0.034482758620689655,,0.26,0.5384615384615384,0.5833333333333334,0.14285714285714285,0.26,0.3076923076923077,0.3333333333333333,,0.3,0.4,0.4,0.3333333333333333,0.04,,,,0.14,0.14285714285714285,0.14285714285714285,,0.3333333333333333,1.0,,0.3333333333333333,0.3684210526315789,0.42857142857142855,0.05263157894736842,,0.05263157894736842,,0.44,0.14285714285714285,0.459858,0.5612,0.44796842105263157,0.0392156862745098,0.047619047619047616,,0.09302325581395349,0.37209302325581395,10.373170731707315,24.522222222222226,0.3898305084745763,1.0,,0.07692307692307693,0.03333333333333333,,,,,,,,,,,1.0,,0.08333333333333333,,,,1.0,,2.0,1.0,,,,,,True,,,
