EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,FTOffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,ShortMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,ShortMidRangePctBlocked,Defensive 3 Seconds Violations,Clear Path Fouls,DefensiveGoaltends,BlockedArc3,OffensiveGoaltends,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,HeaveMakes,3pt And 1 Free Throw Trips
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,6402.0,107,-26.0,207,208,60,79,33,415,7.0,9.0,3.0,5.0,2.0,2.0,1.0,5.0,3.0,11.0,1.0,11.0,25.0,1.0,5.0,27,199,3.0,6.0,6.0,2.0,2.0,4.0,8,18.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,16,1.0,20,6.0,26,1.0,7.0,7.0,1.0,4.0,1.0,1.0,4,1.0,12.0,17,11.0,1.0,3.0,3.0,8.0,5.0,3.0,8.0,2.0,1.0,8,60,1.0,0.8181818181818182,0.9,0.44,0.5,1.0,0.4230769230769231,0.5,1.0,0.43548387096774194,0.5,0.8,0.038461538461538464,14.344262295081968,0.125,0.21333333333333335,0.0449438202247191,0.11538461538461539,0.10526315789473684,0.18811881188118812,0.05555555555555555,0.07407407407407407,0.047619047619047616,0.09090909090909091,0.125,0.36,0.08695652173913043,0.18518518518518517,0.14285714285714285,0.06666666666666667,0.25,0.34615384615384615,0.7777777777777778,0.7777777777777778,0.8571428571428571,0.19230769230769232,0.2,0.2,0.4230769230769231,0.2727272727272727,0.2727272727272727,1.0,0.038461538461538464,0.8333333333333334,0.6,0.6666666666666666,1.0,1.0,0.38461538461538464,0.4298326923076923,0.5103500000000001,0.6007,0.10714285714285714,0.1111111111111111,0.2222222222222222,0.2962962962962963,9.54,27.3,0.2898550724637681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1559,1610612738,Adrian Griffin,Adrian Griffin,1559,BOS,22547.0,376,-41.0,721,734,322,367,109,1455,13.0,29.0,3.0,7.0,5.0,10.0,6.0,16.0,5.0,26.0,12.0,24.0,71.0,26.0,18.0,93,750,4.0,11.0,16.0,11.0,23.0,13.0,41,16.0,32.0,6.0,11.0,21.0,27.0,8.0,1.0,60.0,4.0,22.0,9.0,43,8.0,60,27.0,87,9.0,18.0,7.0,,8.0,,2.0,18,,19.0,45,24.0,1.0,11.0,2.0,5.0,4.0,1.0,5.0,3.0,,41,322,12.0,0.3333333333333333,0.38095238095238093,0.3380281690140845,0.36363636363636365,0.4782608695652174,0.3865979381443299,0.5,0.3888888888888889,0.42660550458715596,0.5,0.4659090909090909,0.26804123711340205,15.011820330969266,0.25,0.18220338983050846,0.08,0.14754098360655737,0.04395604395604396,0.1750841750841751,0.07103825136612021,0.0975609756097561,0.0970873786407767,0.030303030303030304,0.08,0.15873015873015872,0.1746031746031746,0.2,0.1320754716981132,0.16981132075471697,0.6,0.29896907216494845,0.4482758620689655,0.6190476190476191,0.3076923076923077,0.16494845360824742,0.375,0.375,0.26804123711340205,0.19230769230769232,0.19230769230769232,0.8,0.12371134020618557,0.5,0.42857142857142855,,0.2777777777777778,0.5,0.5670103092783505,0.48093315789473695,0.5039307692307693,0.4645249999999999,0.102803738317757,0.13580246913580246,0.17204301075268819,0.44086021505376344,8.564788732394366,26.296153846153853,0.44660194174757284,5.0,14.0,1.0,2.0,1.0,7.0,4.0,1.0,1.0,1.0,6.0,9.0,2.0,3.0,2.0,2.0,13.0,24.0,3.0,1.0,4.0,8.0,6.0,5.0,1.0,12.0,1.0,11.0,10.0,2.0,8.0,5.0,4.0,4.0,0.8888888888888888,0.34615384615384615,0.6666666666666666,0.15384615384615385,0.36,0.11267605633802817,0.27586206896551724,0.5555555555555556,0.037037037037037035,0.044444444444444446,0.25,0.14432989690721648,0.35714285714285715,0.35714285714285715,0.8,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.5,0.07142857142857142,1.0,1.0,0.19444444444444445,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.36363636363636365,,,,,,,,,,,,,,,True,,,,,,,
1594,1610612738,Rick Brunson,Rick Brunson,1594,BOS,1076.0,18,12.0,36,35,18,11,5,71,,,,,,,,,1.0,6.0,,1.0,6.0,1.0,,5,28,,2.0,,1.0,3.0,,5,2.0,,,,,1.0,,,3.0,,,,1,,1,,1,,1.0,1.0,2.0,2.0,,,3,,,2,1.0,,,,,,,,,,5,18,,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.35714285714285715,,0.625,0.35714285714285715,,0.625,0.14285714285714285,23.25581395348837,,0.07142857142857142,,,,0.05263157894736842,,,,,,0.16666666666666666,,,,,,,,,,,,,0.8571428571428571,0.16666666666666666,0.16666666666666666,1.0,,,,,,,0.14285714285714285,0.40852857142857146,0.39975,0.418225,,,,1.0,19.349999999999998,24.4,0.5,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,3.0,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,0.3333333333333333,,,,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,0.25,1.0,,,,1.0,,,,,,,,,,,,,,True,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,8616.0,144,39.0,277,282,122,115,35,559,18.0,31.0,1.0,1.0,10.0,14.0,3.0,11.0,12.0,23.0,18.0,33.0,65.0,19.0,35.0,119,267,1.0,1.0,8.0,20.0,33.0,12.0,58,34.0,32.0,2.0,18.0,5.0,9.0,4.0,,22.0,,2.0,3.0,11,3.0,17,2.0,19,,2.0,2.0,,7.0,3.0,1.0,15,,9.0,18,45.0,6.0,16.0,8.0,1.0,,,2.0,1.0,,58,122,5.0,0.5151515151515151,0.53125,0.5076923076923077,1.0,0.6060606060606061,0.5,1.25,0.5476190476190477,0.5776699029126213,1.0,0.5918367346938775,0.2261904761904762,36.875,0.25,0.11827956989247312,0.020618556701030927,0.1111111111111111,,0.11666666666666667,0.015267175572519083,,0.02702702702702703,,,0.10714285714285714,0.09523809523809523,0.13636363636363635,0.125,,0.5,0.36904761904761907,0.5806451612903226,0.6666666666666666,0.5,0.13095238095238096,0.2727272727272727,0.2727272727272727,0.27380952380952384,0.5217391304347826,0.5217391304347826,0.5,0.21428571428571427,0.5,1.0,,0.3333333333333333,0.7142857142857143,0.5952380952380952,0.4817345238095238,0.6771,0.47529404761904764,0.17894736842105263,0.21333333333333335,0.06722689075630252,0.48739495798319327,8.636923076923077,25.52105263157895,0.4404332129963899,,1.0,,,,,6.0,1.0,1.0,2.0,9.0,6.0,1.0,1.0,3.0,2.0,9.0,18.0,,,6.0,4.0,4.0,4.0,,1.0,,,8.0,3.0,5.0,7.0,1.0,2.0,1.0,0.3157894736842105,1.0,0.2222222222222222,0.3157894736842105,0.06153846153846154,0.12903225806451613,0.5333333333333333,,0.02857142857142857,,0.011904761904761904,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.5,1.0,1.0,,,0.21428571428571427,0.2222222222222222,0.3333333333333333,,1.0,1.0,1.0,1.0,0.6666666666666666,0.05,,,,,,,,True,,,,,,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,7784.0,130,-40.0,256,257,126,147,42,513,6.0,12.0,2.0,3.0,5.0,8.0,3.0,8.0,1.0,8.0,4.0,10.0,28.0,13.0,16.0,42,269,3.0,4.0,7.0,8.0,17.0,12.0,31,8.0,12.0,2.0,4.0,5.0,9.0,2.0,1.0,22.0,1.0,5.0,1.0,4,1.0,6,7.0,13,1.0,2.0,1.0,1.0,5.0,,3.0,9,1.0,5.0,13,25.0,1.0,9.0,4.0,3.0,,2.0,3.0,1.0,,31,126,2.0,0.4,0.4444444444444444,0.35714285714285715,0.75,0.47058823529411764,0.3170731707317073,0.5,0.4523809523809524,0.39622641509433965,0.4375,0.5344827586206896,0.3170731707317073,20.52980132450331,0.1,0.05405405405405406,0.04854368932038835,0.047619047619047616,0.027777777777777776,0.05263157894736842,0.04316546762589928,0.06666666666666667,0.045454545454545456,0.045454545454545456,,,0.045454545454545456,0.08571428571428572,0.05,0.04,0.3333333333333333,0.2926829268292683,0.5,0.5454545454545454,0.6666666666666666,0.1951219512195122,0.375,0.375,0.1951219512195122,0.125,0.16666666666666666,,0.0975609756097561,0.5,0.6666666666666666,,0.38095238095238093,0.625,0.6097560975609756,0.5021048780487806,0.5480916666666668,0.5080261904761906,0.1836734693877551,0.25,0.16666666666666666,0.7380952380952381,7.921428571428571,23.699999999999996,0.4921875,1.0,9.0,,1.0,,3.0,1.0,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,4.0,6.0,,,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,,1.0,1.0,0.15384615384615385,,0.25,0.15384615384615385,0.10714285714285714,0.08333333333333333,0.4444444444444444,0.06666666666666667,0.034482758620689655,,0.21951219512195122,0.1111111111111111,0.1111111111111111,1.0,0.25,0.25,1.0,0.16666666666666666,,0.16666666666666666,,,0.14285714285714285,,0.047619047619047616,1.0,0.25,,,,,1.0,,,0.25,,,,,,,True,,,,,,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,16267.0,271,,521,532,229,244,78,1053,29.0,55.0,7.0,14.0,10.0,25.0,8.0,29.0,5.0,16.0,46.0,42.0,100.0,53.0,22.0,172,548,8.0,17.0,35.0,19.0,43.0,9.0,80,22.0,62.0,12.0,45.0,23.0,32.0,11.0,3.0,73.0,2.0,19.0,7.0,22,4.0,33,22.0,55,8.0,11.0,8.0,2.0,10.0,1.0,4.0,19,2.0,7.0,16,26.0,2.0,11.0,3.0,2.0,2.0,,2.0,,,80,229,5.0,0.2619047619047619,0.3055555555555556,0.42,0.47058823529411764,0.4418604651162791,0.49019607843137253,0.6363636363636364,0.5220588235294118,0.5212121212121212,0.6730769230769231,0.5405405405405406,0.3464052287581699,30.21346469622332,0.16666666666666666,0.1286549707602339,0.1,0.16666666666666666,0.029850746268656716,0.13615023474178403,0.08171206225680934,0.09259259259259259,0.057971014492753624,0.038461538461538464,,0.08695652173913043,0.1,0.16470588235294117,0.2,0.1095890410958904,,0.35947712418300654,0.5272727272727272,0.6304347826086957,0.3103448275862069,0.1895424836601307,0.27586206896551724,0.3333333333333333,0.10457516339869281,0.3125,0.3125,,0.3006535947712418,0.6363636363636364,0.5,,0.36764705882352944,0.4,0.7058823529411765,0.4752500000000001,0.5160125,0.461666911764706,0.06790123456790123,0.10091743119266056,0.20348837209302326,0.46511627906976744,5.565999999999999,25.964150943396223,0.43953934740882916,3.0,7.0,,,1.0,2.0,19.0,4.0,5.0,10.0,23.0,22.0,4.0,5.0,7.0,11.0,25.0,66.0,,1.0,19.0,14.0,9.0,4.0,5.0,9.0,1.0,3.0,9.0,3.0,6.0,7.0,1.0,2.0,1.0,0.41509433962264153,0.8,0.44,0.4230769230769231,0.14,0.16363636363636364,0.47368421052631576,0.0625,0.14925373134328357,,0.0457516339869281,0.42857142857142855,0.42857142857142855,1.0,0.41304347826086957,0.41304347826086957,1.0,,,0.22727272727272727,0.8,1.0,0.029411764705882353,0.5,0.3382352941176471,0.43478260869565216,0.4222222222222222,,,,,,0.25,,,0.1724137931034483,,,,,,True,,,,,,,
179,1610612738,Bryant Stith,Bryant Stith,179,BOS,4856.0,81,-28.0,154,145,68,96,30,299,5.0,9.0,1.0,3.0,2.0,3.0,,4.0,2.0,5.0,5.0,7.0,18.0,8.0,15.0,47,175,2.0,6.0,12.0,4.0,7.0,1.0,18,10.0,4.0,,5.0,2.0,2.0,1.0,,4.0,3.0,3.0,2.0,3,,5,6.0,11,,3.0,1.0,,,,,2,,,3,16.0,1.0,7.0,,,,,,,,18,68,2.0,0.7142857142857143,0.7142857142857143,0.3888888888888889,0.3333333333333333,0.5714285714285714,0.6153846153846154,0.5,0.85,0.6875,0.6666666666666666,0.8181818181818182,0.3076923076923077,18.279569892473116,,0.06818181818181818,0.046875,0.18181818181818182,0.1875,0.09090909090909091,0.075,,,0.3,,0.08333333333333333,,0.10526315789473684,0.2222222222222222,,,0.34615384615384615,0.5555555555555556,0.8333333333333334,0.6,0.15384615384615385,,,0.19230769230769232,0.4,0.4,1.0,0.19230769230769232,0.42857142857142855,0.3333333333333333,,0.3,0.6666666666666666,0.6538461538461539,0.48364999999999997,0.451,0.47169999999999995,0.21875,0.2916666666666667,0.2553191489361702,0.3829787234042553,7.722222222222222,24.85,0.44155844155844154,2.0,3.0,,,1.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,5.0,3.0,3.0,18.0,,,4.0,3.0,,,,1.0,,2.0,2.0,1.0,1.0,,,,1.0,0.75,1.0,1.0,0.75,0.16666666666666666,0.3333333333333333,1.0,,0.13043478260869565,,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.8,0.8,1.0,,,0.14285714285714285,1.0,1.0,0.1,1.0,0.2,1.0,0.8,3.0,,,,,,,,,,,,,,True,,,,,,,
958,1610612738,Vitaly Potapenko,Vitaly Potapenko,958,BOS,11335.0,189,-49.0,347,354,184,183,57,701,7.0,17.0,3.0,10.0,4.0,8.0,8.0,21.0,8.0,21.0,,23.0,59.0,,12.0,58,411,5.0,14.0,12.0,13.0,26.0,8.0,34,38.0,8.0,6.0,,3.0,6.0,1.0,,15.0,4.0,16.0,1.0,18,3.0,22,20.0,42,3.0,4.0,3.0,,2.0,,1.0,9,3.0,17.0,35,15.0,1.0,5.0,3.0,4.0,2.0,2.0,4.0,2.0,,34,184,5.0,0.8260869565217391,0.95,0.3898305084745763,0.35714285714285715,0.5,0.3898305084745763,0.35714285714285715,0.5,0.4393939393939394,0.375,0.5666666666666667,,18.159806295399516,0.2,0.15789473684210525,0.11764705882352941,0.03571428571428571,0.09090909090909091,0.13380281690140844,0.1111111111111111,0.15384615384615385,0.0425531914893617,0.10344827586206896,0.06666666666666667,0.18518518518518517,0.16666666666666666,0.14035087719298245,,0.09375,0.5,0.288135593220339,0.4117647058823529,0.4666666666666667,0.7142857142857143,0.3559322033898305,0.38095238095238093,0.38095238095238093,0.3559322033898305,0.38095238095238093,0.42105263157894735,1.0,,0.7142857142857143,0.3,0.3333333333333333,0.3076923076923077,0.5,0.288135593220339,0.4392830508474576,0.5125307692307692,0.4527923076923077,0.07936507936507936,0.07936507936507936,0.20689655172413793,0.5862068965517241,9.672881355932203,,0.5302593659942363,,,,,,,,,,,,,,,2.0,,,,,,,4.0,3.0,2.0,1.0,2.0,,1.0,7.0,1.0,6.0,4.0,3.0,1.0,,,,,,0.06779661016949153,0.11764705882352941,0.7777777777777778,,0.16,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,0.75,,0.09523809523809523,,1.0,,,,,True,,,,,,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,5062.0,84,-10.0,173,178,88,113,16,351,1.0,3.0,,,,,2.0,6.0,,3.0,10.0,3.0,12.0,12.0,,15,163,,1.0,,2.0,5.0,,13,,6.0,,8.0,3.0,6.0,1.0,1.0,15.0,1.0,1.0,1.0,11,2.0,14,3.0,17,,2.0,2.0,2.0,4.0,1.0,,5,2.0,4.0,11,,,,,,,,,,,13,88,5.0,,,0.25,,0.4,0.3125,,0.5416666666666666,0.3125,,0.5416666666666666,0.5,15.18324607329843,0.2222222222222222,0.19642857142857142,0.02040816326530612,0.08333333333333333,0.03333333333333333,0.17647058823529413,0.02531645569620253,0.07142857142857142,,0.047619047619047616,,0.16666666666666666,0.29411764705882354,0.14814814814814814,0.09090909090909091,,,0.125,0.3333333333333333,0.3333333333333333,,0.25,0.3333333333333333,0.5,0.125,,,,0.4166666666666667,,,,,,0.625,0.4752666666666666,,0.40953999999999996,,,,0.8666666666666667,10.158333333333333,30.258333333333336,0.5086705202312138,,2.0,,,,,3.0,,,3.0,7.0,3.0,,,,3.0,7.0,9.0,,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,1.0,0.25,,0.42857142857142855,0.3,0.16666666666666666,,0.2,0.2,,,0.08333333333333333,,,,0.3,0.3,1.0,,,,,,,,0.5833333333333334,0.42857142857142855,0.375,,,,,,,,,0.3333333333333333,,,,,,True,,,,,,,
1960,1610612738,Milt Palacio,Milt Palacio,1960,BOS,5756.0,96,-10.0,189,193,85,100,26,382,4.0,7.0,,2.0,2.0,3.0,2.0,6.0,3.0,6.0,4.0,9.0,19.0,4.0,10.0,28,202,2.0,4.0,4.0,2.0,8.0,7.0,11,8.0,10.0,2.0,2.0,13.0,22.0,5.0,3.0,53.0,,1.0,2.0,4,,6,1.0,7,,5.0,3.0,1.0,2.0,,,10,,1.0,6,10.0,1.0,4.0,1.0,,,,,,,11,85,2.0,0.4444444444444444,0.5,0.47368421052631576,0.5,0.25,0.391304347826087,0.4,0.18181818181818182,0.5,0.4,0.35714285714285715,0.17391304347826086,17.289719626168225,,0.06060606060606061,0.015625,0.125,,0.07317073170731707,0.011764705882352941,,,,,,0.10526315789473684,0.06896551724137931,0.13333333333333333,,,0.30434782608695654,0.5714285714285714,0.6666666666666666,0.25,0.2608695652173913,0.3333333333333333,0.4,0.2608695652173913,0.5,0.5,0.6666666666666666,0.17391304347826086,0.4,,,0.2727272727272727,0.6666666666666666,0.4782608695652174,0.4498904761904762,0.47262499999999996,0.43121111111111105,0.15384615384615385,0.18181818181818182,0.14285714285714285,0.39285714285714285,8.731578947368419,36.0,0.4497354497354497,,,,,,,,,1.0,,3.0,,,1.0,,,3.0,,,2.0,,2.0,9.0,7.0,2.0,5.0,,2.0,8.0,3.0,5.0,5.0,1.0,1.0,,,,,,0.10526315789473684,0.14285714285714285,0.8,,0.04,,,,,,,,,,,0.2,,,,,0.2727272727272727,,,1.0,,,,,0.5,,,0.16666666666666666,,1.0,,,,True,,,,,,,
