EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,NonHeaveArc3FGA,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,FG3APct,Corner3Frequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,SelfOReb,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,ThreePtAssists,Arc3Assists,Offensive Fouls,BlockedLongMidRange,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3Frequency,DefensiveGoaltends,Blocked3s,BlockedArc3,on,OffensiveGoaltends,Defensive 3 Seconds Violations,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Corner3Assists,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,HeaveMakes,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,6223.0,104,-16.0,193,196,63,87,36,389,3.0,8.0,2.0,3.0,2.0,2.0,8.0,15.0,1.0,3,12.0,26,2.0,26.0,217,2.0,4.0,4.0,4.0,9.0,8.0,14.0,10.0,4.0,4.0,4,4,1.0,1.0,2.0,8,8.0,1.0,2.0,15.0,4.0,21.0,9.0,30,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,7.0,12.0,3.0,5.0,3.0,4.0,8.0,2.0,6.0,8.0,7.0,8.0,63,2.0,0.5833333333333334,0.7,0.46153846153846156,0.5,0.4444444444444444,0.46153846153846156,0.5,0.4444444444444444,0.48148148148148145,0.5,0.4444444444444444,0.15384615384615385,0.125,0.2,13.025210084033613,0.5,0.4444444444444444,0.1111111111111111,0.2054794520547945,0.08,0.18181818181818182,0.20238095238095238,0.07476635514018691,0.1111111111111111,0.08695652173913043,0.1111111111111111,0.16666666666666666,0.2903225806451613,0.125,0.3333333333333333,0.875,0.3076923076923077,0.375,0.42857142857142855,0.3333333333333333,0.5769230769230769,0.5333333333333333,0.6666666666666666,0.625,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,0.2222222222222222,1.0,0.3076923076923077,0.41974230769230775,0.56195,0.4212,0.14814814814814814,0.14814814814814814,0.15384615384615385,0.3076923076923077,6.342307692307691,0.32642487046632124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,1610612744,Chris Garner,Chris Garner,1612,GSW,8910.0,148,-13.0,280,279,109,117,53,559,2.0,5.0,,,,2.0,2.0,6.0,3.0,19,7.0,30,5.0,19.0,298,,1.0,,,9.0,3.0,4.0,10.0,,2.0,18,18,10.0,2.0,6.0,36,2.0,,1.0,8.0,1.0,10.0,2.0,12,7.0,3.0,4.0,6.0,1.0,3.0,,5.0,,9.0,,6.0,6.0,18.0,,6.0,,1.0,1.0,1.0,,1.0,,3.0,109,5.0,0.2857142857142857,0.2857142857142857,0.23333333333333334,,,0.1891891891891892,,,0.2375,,0.09375,0.06666666666666667,,0.3333333333333333,14.0,0.6666666666666666,0.1,,0.07079646017699115,0.014084507042253521,0.06666666666666667,0.0703125,0.012658227848101266,,0.029850746268656716,0.03333333333333333,0.10526315789473684,0.06666666666666667,0.09090909090909091,,,0.13513513513513514,0.4,0.4,0.5,0.16216216216216217,0.3333333333333333,0.5,,0.5135135135135135,0.15789473684210525,0.15789473684210525,0.3333333333333333,,,0.14285714285714285,,0.32432432432432434,0.42950972222222217,0.4782666666666667,0.4503384615384615,0.02631578947368421,0.03225806451612903,,0.15789473684210525,13.209999999999997,0.3892857142857143,1.0,1.0,6.0,2.0,4.0,7.0,2.0,5.0,3.0,6.0,2.0,2.0,0.1891891891891892,0.02702702702702703,0.16216216216216217,0.6666666666666666,0.07142857142857142,0.2857142857142857,26.82857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612744,Antawn Jamison,Antawn Jamison,1712,GSW,7238.0,121,-4.0,225,223,83,90,46,448,17.0,25.0,3.0,9.0,8.0,13.0,6.0,18.0,7.0,25,30.0,68,33.0,99.0,244,5.0,15.0,15.0,11.0,24.0,43.0,46.0,14.0,2.0,4.0,5,5,,1.0,4.0,10,11.0,,2.0,10.0,,12.0,12.0,24,6.0,4.0,2.0,4.0,3.0,,,1.0,,4.0,1.0,1.0,5.0,11.0,1.0,38.0,3.0,14.0,,,,,,43.0,83,2.0,0.7666666666666667,0.7931034482758621,0.4411764705882353,0.3333333333333333,0.4583333333333333,0.4342105263157895,0.3125,0.5,0.5268817204301075,0.3888888888888889,0.6323529411764706,0.058823529411764705,0.08,0.05555555555555555,33.68421052631579,1.0,,,0.10869565217391304,0.09565217391304348,0.18181818181818182,0.11650485436893204,0.09375,0.10526315789473684,0.07547169811320754,0.12,0.0967741935483871,0.1111111111111111,0.125,0.3333333333333333,,0.32894736842105265,0.68,0.7391304347826086,0.7647058823529411,0.23684210526315788,0.3333333333333333,0.35294117647058826,0.6666666666666666,0.32894736842105265,0.28,0.2916666666666667,0.8571428571428571,0.5625,0.3333333333333333,0.52,0.6153846153846154,0.4342105263157895,0.47556907894736844,0.4855807692307693,0.49837,0.16091954022988506,0.17721518987341772,0.15151515151515152,0.43434343434343436,9.163235294117648,0.3688888888888889,,,8.0,1.0,1.0,8.0,1.0,1.0,18.0,8.0,,6.0,0.10526315789473684,,0.10526315789473684,0.0625,,0.04,24.95,2.0,1.0,2.0,5.0,1.0,6.0,2.0,1.0,3.0,2.0,1.0,0.25,1.0,0.25,0.04,0.07692307692307693,0.125,0.09090909090909091,0.075,0.25,0.25,1.0,0.3333333333333333,1.0,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,1610612744,Vonteego Cummings,Vonteego Cummings,1907,GSW,1330.0,22,-3.0,44,42,28,21,9,86,,,,,,,,2.0,,3,,5,4.0,4.0,37,,2.0,,,2.0,4.0,,,,1.0,5,5,,4.0,1.0,10,1.0,,,,,,1.0,1,,,,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,2.0,,4.0,,2.0,,,,,,4.0,28,1.0,,,,,,,,,0.25,,0.4,0.2,,0.5,18.18181818181818,0.5,,,,0.043478260869565216,,,0.037037037037037035,0.1111111111111111,,,,,,,,,,,,0.3333333333333333,,,,0.5,,,,,,,,0.16666666666666666,0.3913083333333333,0.3258,0.3968833333333333,0.25,0.2857142857142857,,1.0,14.780000000000001,0.6363636363636364,,,1.0,,1.0,1.0,,1.0,4.0,1.0,1.0,,0.16666666666666666,,0.16666666666666666,,,0.3333333333333333,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1610612744,Corie Blount,Corie Blount,916,GSW,7108.0,118,-22.0,217,218,74,97,43,435,6.0,12.0,5.0,9.0,2.0,2.0,3.0,7.0,6.0,14,15.0,33,4.0,34.0,238,7.0,14.0,15.0,6.0,13.0,14.0,22.0,8.0,6.0,2.0,11,12,5.0,2.0,4.0,25,15.0,,2.0,15.0,2.0,19.0,17.0,36,3.0,2.0,1.0,3.0,3.0,4.0,1.0,,1.0,7.0,3.0,3.0,5.0,15.0,1.0,6.0,,2.0,6.0,2.0,3.0,6.0,4.0,14.0,74,2.0,0.7333333333333333,0.9166666666666666,0.45454545454545453,0.5,0.46153846153846156,0.4166666666666667,0.4666666666666667,0.4,0.4358974358974359,0.46875,0.4117647058823529,0.06060606060606061,0.08333333333333333,0.14285714285714285,16.666666666666668,0.42857142857142855,0.2222222222222222,,0.16666666666666666,0.13043478260869565,0.16666666666666666,0.16666666666666666,0.13385826771653545,0.1891891891891892,0.09259259259259259,0.16666666666666666,0.17857142857142858,0.15789473684210525,0.25,,0.6666666666666666,0.3333333333333333,0.5,0.5454545454545454,0.6666666666666666,0.19444444444444445,0.42857142857142855,0.5,0.3333333333333333,0.3888888888888889,0.42857142857142855,0.42857142857142855,1.0,0.6,0.5555555555555556,0.13333333333333333,1.0,0.4166666666666667,0.47470428571428575,0.54469,0.4623714285714286,0.05263157894736842,0.05714285714285714,0.4411764705882353,0.4117647058823529,8.800000000000002,0.34101382488479265,1.0,,2.0,,2.0,3.0,1.0,2.0,2.0,2.0,,1.0,0.08333333333333333,0.027777777777777776,0.05555555555555555,,,0.13333333333333333,29.433333333333334,,,,1.0,,,,2.0,1.0,,,,,,,0.16666666666666666,0.125,,0.05555555555555555,,,,0.6,,,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.06666666666666667,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1610612744,Erick Dampier,Erick Dampier,956,GSW,2522.0,42,-10.0,79,77,37,29,19,156,1.0,1.0,1.0,1.0,,,1.0,9.0,1.0,4,3.0,14,1.0,7.0,83,1.0,4.0,2.0,,4.0,,2.0,4.0,2.0,2.0,2,2,1.0,1.0,,4,7.0,,2.0,6.0,,8.0,9.0,17,,,,,,,,,,,,,,2.0,,2.0,,1.0,6.0,1.0,4.0,6.0,3.0,,37,,0.3333333333333333,0.5,0.21428571428571427,0.25,,0.21428571428571427,0.25,,0.23333333333333334,0.25,,0.14285714285714285,,0.2222222222222222,14.018691588785046,,,,0.18181818181818182,0.14893617021276595,0.5,0.21621621621621623,0.16363636363636364,0.058823529411764705,0.2631578947368421,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.5,,0.5,0.07142857142857142,1.0,1.0,,0.6428571428571429,0.1111111111111111,0.14285714285714285,,0.2857142857142857,0.25,0.25,1.0,0.25,1.0,,,0.07142857142857142,0.3990357142857142,0.32915,0.371125,0.06666666666666667,0.06666666666666667,0.2857142857142857,,9.700000000000001,0.46835443037974683,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,0.25,0.09090909090909091,0.3333333333333333,0.1111111111111111,,,,,,,,,,,1.0,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,1610612744,Chris Porter,Chris Porter,2084,GSW,4345.0,72,-22.0,145,144,65,62,24,289,8.0,9.0,3.0,3.0,3.0,3.0,3.0,9.0,5.0,15,16.0,33,9.0,41.0,152,4.0,7.0,8.0,5.0,12.0,13.0,24.0,8.0,4.0,2.0,9,9,6.0,1.0,2.0,18,5.0,,,3.0,,3.0,5.0,8,4.0,2.0,2.0,5.0,4.0,5.0,,1.0,,10.0,2.0,3.0,,4.0,1.0,13.0,2.0,7.0,,,,,,13.0,65,1.0,0.75,0.8571428571428571,0.48484848484848486,0.5714285714285714,0.4166666666666667,0.48484848484848486,0.5714285714285714,0.4166666666666667,0.5394736842105263,0.5714285714285714,0.4642857142857143,0.06060606060606061,,0.2222222222222222,26.96629213483146,0.5,,,0.05454545454545454,0.06493506493506493,,0.04918032786885246,0.058823529411764705,0.07407407407407407,,,0.045454545454545456,0.09090909090909091,,,,0.2727272727272727,0.8888888888888888,0.8888888888888888,0.5,0.2727272727272727,0.3333333333333333,0.42857142857142855,1.0,0.45454545454545453,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,1.0,0.25,1.0,0.2727272727272727,0.4482515151515151,0.4622428571428571,0.447475,0.18421052631578946,0.18421052631578946,0.1951219512195122,0.3170731707317073,9.927272727272726,0.4482758620689655,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2727272727272727,,0.06666666666666667,,,,0.3333333333333333,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,1610612744,Paul McPherson,Paul McPherson,2101,GSW,4388.0,73,33.0,135,135,55,45,26,270,10.0,14.0,3.0,4.0,3.0,5.0,5.0,8.0,4.0,10,19.0,32,7.0,45.0,137,3.0,6.0,6.0,4.0,10.0,12.0,14.0,24.0,4.0,,9,10,5.0,3.0,1.0,21,5.0,,1.0,5.0,,6.0,6.0,12,2.0,,2.0,2.0,2.0,2.0,1.0,,1.0,4.0,,2.0,4.0,6.0,,13.0,1.0,6.0,,,,1.0,1.0,12.0,55,1.0,0.3684210526315789,0.4117647058823529,0.59375,0.5,0.4,0.59375,0.5,0.4,0.5921052631578947,0.5,0.42857142857142855,,,,25.149700598802397,0.5,,,0.08928571428571429,0.08928571428571429,0.1,0.09090909090909091,0.09375,0.125,0.125,0.1111111111111111,0.15789473684210525,,0.14285714285714285,,1.0,0.4375,0.7142857142857143,0.7142857142857143,0.4,0.25,0.625,0.625,0.4,0.3125,0.4,0.4,0.25,0.6666666666666666,0.75,0.5,0.6,0.4375,0.48436562499999997,0.51304,0.53034,0.16216216216216217,0.16216216216216217,0.13333333333333333,0.26666666666666666,7.54375,0.4074074074074074,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,0.125,,0.16666666666666666,0.07692307692307693,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1610612744,Adam Keefe,Adam Keefe,228,GSW,2486.0,41,-8.0,82,81,31,37,9,163,3.0,4.0,,1.0,1.0,1.0,1.0,2.0,,1,4.0,7,2.0,10.0,84,,1.0,,1.0,1.0,2.0,8.0,,,2.0,4,4,2.0,1.0,1.0,8,1.0,1.0,,2.0,,2.0,3.0,5,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,,2.0,31,1.0,1.0,1.0,0.5714285714285714,,1.0,0.5,,1.0,0.5555555555555556,,1.0,0.2857142857142857,0.25,0.5,11.702127659574469,0.5,,0.2,0.06451612903225806,0.02857142857142857,,0.05555555555555555,0.05128205128205128,,0.05,,0.1111111111111111,0.07692307692307693,,,,0.5,0.75,1.0,1.0,0.25,0.5,1.0,1.0,0.125,,,,1.0,,1.0,1.0,0.625,0.48376874999999997,0.5631,0.4708,,,,0.2,5.485714285714286,0.3780487804878049,1.0,,,,,1.0,,,,,,1.0,0.125,0.125,,,,,22.9,,,,,,,,1.0,,,,,,,,0.25,,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,81397.0,1357,-300.0,2669,2676,646,613,460,5345,70.0,141.0,34.0,73.0,14.0,31.0,64.0,188.0,10.0,20,144.0,349,28.0,316.0,2808,45.0,112.0,98.0,31.0,82.0,75.0,170.0,118.0,64.0,33.0,39,44,20.0,3.0,16.0,93,128.0,3.0,39.0,157.0,32.0,228.0,147.0,375,28.0,23.0,5.0,40.0,19.0,35.0,2.0,21.0,4.0,75.0,14.0,17.0,81.0,124.0,9.0,63.0,3.0,25.0,148.0,87.0,52.0,148.0,94.0,75.0,646,4.0,0.5902777777777778,0.7589285714285714,0.41260744985673353,0.4017857142857143,0.3780487804878049,0.41260744985673353,0.4017857142857143,0.3780487804878049,0.41688654353562005,0.4016393442622951,0.39473684210526316,0.09455587392550144,0.07801418439716312,0.10638297872340426,14.051377282575054,0.5333333333333333,0.4,0.03125,0.15272373540856032,0.09785932721712538,0.16455696202531644,0.1549407114624506,0.09536423841059603,0.09618874773139746,0.0907258064516129,0.13504823151125403,0.15774647887323945,0.16298342541436464,0.18478260869565216,0.09433962264150944,0.6351351351351351,0.4040114613180516,0.49645390070921985,0.5384615384615384,0.5285714285714286,0.5386819484240688,0.3404255319148936,0.38095238095238093,0.625,0.05730659025787966,0.5,0.5555555555555556,0.8,0.6517857142857143,0.4657534246575342,0.3780487804878049,0.45161290322580644,0.4040114613180516,0.45210859598853886,0.49038666666666686,0.44266341463414627,0.0673854447439353,0.0673854447439353,0.310126582278481,0.23734177215189872,5.049570200573067,0.24203821656050956,,,,,,,,,13.0,,8.0,8.0,,,,,,,,,,,8.0,,,,16.0,17.0,,,,,,0.1,0.07920792079207921,0.11494252873563218,0.08974358974358974,0.09941520467836257,,,,0.17647058823529413,,,,5.0,5.0,12.0,9.0,1.0,0.043478260869565216,,5.0,,,False,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
