EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,SecondChanceFG2A,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3A,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,FG3APctBlocked,Corner3PctBlocked,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceFtPoints,SecondChancePoints,NonShootingFoulsDrawn,SecondChanceTsPct,SecondChancePointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFG2M,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,FTOffRebounds,DefTwoPtRebounds,ShootingFouls,Offensive Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,OffFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyArc3Accuracy,DefLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3FGM,PenaltyCorner3FGM,ShortMidRangeAssists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Clear Path Fouls,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Technical Free Throw Trips,Arc3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3,3pt And 1 Free Throw Trips
103,1610612750,Todd Day,Todd Day,103,MIN,390.0,6,-10.0,13,12,7.0,4.0,25,1.0,1.0,1.0,1.0,1.0,4.0,19,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,1.5,1.0,0.5,1.0,23.076923076923077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51165,0.5,1.0,0.25,24.3,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1610612750,LaPhonso Ellis,LaPhonso Ellis,111,MIN,1181.0,20,18.0,44,43,23.0,10.0,87,,,,,2.0,6.0,39,,,,,,,,,1.0,1.0,4.0,2.0,,23.0,,,,0.3333333333333333,0.375,,,15.686274509803921,,,,,,0.3333333333333333,,0.44688333333333335,0.25,0.25,,,0.5227272727272727,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.5,0.5,0.125,0.14285714285714285,0.05555555555555555,0.11764705882352941,0.3333333333333333,0.25,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5123,0.44355,9.083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,1610612750,William Avery,William Avery,1895,MIN,831.0,14,6.0,29,31,15.0,7.0,60,1.0,2.0,1.0,3.0,,3.0,27,,,3.0,2.0,1.0,,,1.0,,,,,,15.0,1.0,0.3333333333333333,0.3333333333333333,0.3,0.3,,0.6,18.75,,0.4,0.5,0.5,1.0,0.8,0.5,0.53982,,,,24.066666666666663,0.5172413793103449,3.0,,1.0,,1.0,,,1.0,,2.0,,1.0,,,1.0,4.0,,11.0,1.0,,,,1.0,1.0,,,,,,,0.08333333333333333,,,0.07142857142857142,,,0.2,,,,,0.2,,,,,0.3333333333333333,,0.6044166666666667,9.6,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,272.0,5,-3.0,9,10,5.0,7.0,19,,,,,2.0,2.0,14,2.0,2.0,,,,,,,1.0,,2.0,,2.0,5.0,,,,,1.0,1.0,,8.333333333333334,,,,,,,,,,,1.0,,0.5555555555555556,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1610612750,Tom Hammonds,Tom Hammonds,67,MIN,1814.0,30,8.0,63,64,35.0,21.0,127,,,,,1.0,7.0,66,1.0,5.0,,,,1.0,1.0,3.0,8.0,,2.0,1.0,5.0,35.0,,,,0.3,0.3181818181818182,0.4166666666666667,,19.178082191780824,0.3333333333333333,,,,,0.4,,0.46263000000000004,0.09090909090909091,0.09090909090909091,0.7142857142857143,,0.5555555555555556,7.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,10.0,3.0,5.0,4.0,,,1.0,,3.0,1.0,1.0,,2.0,2.0,4.0,0.6666666666666666,1.0,0.3,,,,0.038461538461538464,0.09090909090909091,0.07407407407407407,0.034482758620689655,,0.125,0.4,0.5,0.5,0.5,0.3,0.3,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.4,0.4870666666666666,0.45374,7.25,,,,,,1.0,1.0,,,1.0,,,1.0,2.0,1.0,,,0.14285714285714285,0.14285714285714285,,,,,4.0,,0.6666666666666666,0.5714285714285714,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.6666666666666666,0.4,0.6666666666666666,0.4,0.5,0.0625,0.125,0.5,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,1443.0,24,12.0,50,50,30.0,15.0,100,4.0,4.0,4.0,4.0,2.0,26.0,48,2.0,12.0,6.0,4.0,4.0,,,,2.0,,2.0,,12.0,30.0,0.5,1.0,1.0,0.8571428571428571,0.8666666666666667,0.6666666666666666,0.2857142857142857,25.0,,0.2857142857142857,1.0,1.0,0.5,0.5714285714285714,1.0,0.5013785714285715,,,0.46153846153846156,24.775,0.6,7.0,2.0,4.0,1.0,3.0,1.0,3.0,5.0,6.0,10.0,2.0,6.0,2.0,1.0,3.0,3.0,2.0,6.0,,1.0,,1.0,,1.0,0.16666666666666666,0.16666666666666666,0.6,0.1,0.25,,,0.09090909090909091,0.047619047619047616,,,0.125,0.2857142857142857,0.5,0.6666666666666666,,0.07142857142857142,0.35714285714285715,0.6,0.6,0.3333333333333333,0.5,0.375,0.4194,0.5207625,11.919999999999998,,,2.0,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,0.25,,4.0,1.0,1.0,0.15384615384615385,1.0,1.0,2.0,2.0,10.0,,,,,,1.0,1.0,0.3333333333333333,1.0,0.625,,,,1.0,0.3333333333333333,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,560.0,9,-3.0,19,20,10.0,8.0,39,,,,,2.0,6.0,24,2.0,4.0,,,,,,,2.0,,4.0,,4.0,10.0,,,,0.4,0.42857142857142855,0.3333333333333333,,26.923076923076923,,,,,,0.6,,0.49462,,,0.6666666666666666,,0.5263157894736842,3.0,2.0,3.0,1.0,2.0,2.0,,,2.0,5.0,2.0,4.0,4.0,,1.0,2.0,1.0,5.0,2.0,1.0,,2.0,2.0,4.0,1.0,1.0,0.4,,,,0.16666666666666666,0.5,0.2857142857142857,0.15384615384615385,0.2,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,0.4,,,,,0.5,0.5,0.46945,0.4753,2.94,,,,,,1.0,1.0,,,,,,,,,,,0.25,,,,,,,2.0,,,,1.0,,1.0,,,,1.0,2.0,,,,0.25,,0.25,,0.2,,,0.5,,,,,,,,,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,518.0,9,-8.0,15,17,8.0,7.0,32,,1.0,,1.0,,,22,,,,1.0,,,,,,,,,,8.0,,,,,,,0.3333333333333333,16.666666666666668,,0.3333333333333333,,,,0.3333333333333333,,0.43516666666666665,,,,24.9,0.5333333333333333,3.0,,,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,0.3884,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,244.0,4,-5.0,8,8,7.0,4.0,16,,,,,,,11,,,,,,,,1.0,1.0,,,,,7.0,,,,,,,,37.5,,,,,,,,0.38395,,,,,0.875,,,,,,,,2.0,,2.0,,2.0,,,,1.0,,3.0,,,,1.0,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,,,,,,0.38395,18.3,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,363.0,6,3.0,12,12,9.0,8.0,24,,,,,,,8,,,,,,,,,,,,,,9.0,,,,,,,,8.333333333333334,,,,,,,,0.3797,,,,,0.75,,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,1.0,2.0,,2.0,,,,,,1.0,,,0.125,,,,,,,,,1.0,,,,,,,,18.1,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.2,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
