EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,AtRimPctBlocked,OffCorner3ReboundPct,PenaltyCorner3Frequency,SecondChanceArc3FGA,HeaveMakes,Clear Path Fouls,SecondChanceArc3Frequency,BlockedLongMidRange,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,on,OffensiveGoaltends,SecondChanceArc3FGM,ThreePtShootingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,3pt And 1 Free Throw Trips
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,5506.0,92,-41.0,182,186,58.0,69.0,31,368,3.0,7.0,3.0,5.0,6.0,1.0,3.0,14,2.0,8.0,189,3.0,6.0,1.0,7.0,2.0,6.0,6.0,2.0,4.0,4.0,2.0,2.0,8.0,2.0,12.0,1.0,14.0,2.0,17.0,14.0,31.0,4.0,4.0,6.0,3.0,2.0,3.0,1.0,8.0,1.0,3.0,7.0,8.0,1.0,8.0,3.0,1.0,9.0,8.0,1.0,9.0,8.0,58.0,0.2142857142857142,0.5,0.2142857142857142,0.5,0.2222222222222222,0.4375,0.1428571428571428,0.1666666666666666,1.0,11.926605504587156,0.75,0.2222222222222222,0.1891891891891892,0.1379310344827586,0.0666666666666666,0.1333333333333333,0.1685393258426966,0.1372549019607843,0.1,0.1111111111111111,0.1707317073170731,0.1666666666666666,0.1875,0.2105263157894736,0.1739130434782608,0.2,0.8888888888888888,0.5,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.0714285714285714,0.8333333333333334,0.6,0.5,0.4802357142857142,0.5385,0.3761,0.1764705882352941,0.1764705882352941,0.875,4.292857142857143,0.3186813186813186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1504,1610612744,Danny Fortson,Danny Fortson,1504,GSW,2605.0,43,-2.0,88,86,15.0,20.0,16,174,3.0,3.0,3.0,3.0,4.0,3.0,6.0,10,15.0,27.0,100,3.0,5.0,10.0,16.0,2.0,8.0,6.0,,,,,,,,11.0,1.0,8.0,3.0,12.0,11.0,23.0,,,,,1.0,,1.0,1.0,,,3.0,5.0,1.0,20.0,9.0,2.0,,,,,,15.0,0.6,0.6,0.6,0.6,0.7105263157894737,0.8,,,,18.69158878504673,,0.4285714285714285,0.2580645161290322,0.275,0.1666666666666666,,0.2432432432432432,0.2391304347826087,0.3333333333333333,0.3529411764705882,0.1764705882352941,,0.25,0.1666666666666666,0.3076923076923077,,,0.3,1.0,1.0,0.4,0.3,0.6,1.0,0.3,0.45964,0.4960799999999999,0.4468,0.5294117647058824,0.5294117647058824,0.5925925925925926,7.229999999999999,0.1704545454545454,1.0,1.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,5.0,1.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.625,0.2,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.1851851851851851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
168,1610612744,Chris Mills,Chris Mills,168,GSW,6772.0,113,5.0,228,222,75.0,67.0,38,450,6.0,7.0,4.0,5.0,20.0,19.0,22.0,46,8.0,55.0,223,5.0,9.0,2.0,12.0,13.0,22.0,4.0,,2.0,3.0,1.0,,7.0,1.0,7.0,4.0,14.0,1.0,19.0,10.0,29.0,3.0,1.0,1.0,,3.0,1.0,,4.0,1.0,1.0,5.0,9.0,1.0,11.0,5.0,,1.0,1.0,,1.0,1.0,75.0,0.4782608695652174,0.5555555555555556,0.4433962264150943,0.5,0.4741379310344827,0.5,,,,22.71062271062271,0.25,0.0909090909090909,0.1590909090909091,0.07,0.2,0.0454545454545454,0.1666666666666666,0.0655737704918032,,0.0909090909090909,0.0697674418604651,0.0625,0.0909090909090909,0.16,0.2333333333333333,0.3333333333333333,1.0,0.1320754716981132,0.8571428571428571,0.8571428571428571,0.3773584905660377,0.3584905660377358,0.5,0.8,0.2641509433962264,0.4202807692307692,0.4755149999999999,0.4299466666666666,0.0862068965517241,0.0980392156862745,0.2181818181818181,11.241304347826086,0.3289473684210526,4.0,4.0,8.0,8.0,6.0,4.0,19.0,22.0,,19.0,1.0,0.5,0.55,0.4615384615384615,0.46875,0.5,0.1428571428571428,0.4,0.4,0.25,0.4210526315789473,0.4210526315789473,0.625,0.25,1.0,0.3454545454545454,2.0,1.0,1.0,5.0,1.0,3.0,1.0,7.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.1428571428571428,0.3333333333333333,0.1666666666666666,0.1320754716981132,0.1428571428571428,0.0344827586206896,0.6666666666666666,0.0377358490566037,0.0943396226415094,0.2,0.2,1.0,0.5,0.1,0.1875,0.3333333333333333,0.25,26.88571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1712,1610612744,Antawn Jamison,Antawn Jamison,1712,GSW,16423.0,274,-34.0,538,542,189.0,206.0,89,1080,30.0,39.0,12.0,15.0,43.0,47.0,69.0,129,37.0,193.0,595,16.0,25.0,6.0,38.0,39.0,40.0,16.0,7.0,9.0,10.0,4.0,3.0,21.0,6.0,17.0,15.0,29.0,5.0,49.0,23.0,72.0,6.0,4.0,10.0,3.0,7.0,7.0,1.0,17.0,3.0,10.0,11.0,27.0,,56.0,24.0,9.0,3.0,2.0,1.0,3.0,2.0,189.0,0.5348837209302325,0.64,0.5306122448979592,0.64,0.564327485380117,0.6785714285714286,0.0542635658914728,0.1162790697674418,,29.12772585669782,0.5882352941176471,0.2777777777777778,0.1676300578034682,0.0735930735930736,0.2678571428571428,0.125,0.1921397379912663,0.082437275985663,0.0833333333333333,0.0760869565217391,0.0679611650485436,0.125,0.1346153846153846,0.1311475409836065,0.2333333333333333,0.1875,0.6666666666666666,0.2653061224489796,0.7692307692307693,0.8108108108108109,0.2925170068027211,0.3197278911564626,0.6,0.8,0.3877551020408163,0.4604333333333332,0.4871388888888888,0.4579899999999999,0.1481481481481481,0.1666666666666666,0.1968911917098445,9.18062015503876,0.3513011152416357,12.0,13.0,19.0,20.0,22.0,19.0,66.0,98.0,9.0,66.0,4.0,0.7101449275362319,0.8032786885245902,0.5641025641025641,0.5222222222222223,0.5789473684210527,0.3,0.4418604651162791,0.5,0.6842105263157895,0.425531914893617,0.425531914893617,0.95,0.2888888888888888,0.9230769230769232,0.3419689119170984,1.0,,6.0,17.0,1.0,5.0,6.0,18.0,,1.0,6.0,15.0,,17.0,6.0,1.0,,2.0,,4.0,2.0,1.0,3.0,,0.8333333333333334,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.1224489795918367,,0.0615384615384615,0.5666666666666667,0.0068027210884353,0.1156462585034013,0.3529411764705882,0.3529411764705882,0.8333333333333334,0.25,,0.1111111111111111,0.2,0.3529411764705882,24.888888888888893,1.0,3.0,1.0,2.0,1.0,1.0,0.0512820512820512,0.125,0.0222222222222222,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
219,1610612744,Vinny Del Negro,Vinny Del Negro,219,GSW,23712.0,395,-71.0,780,783,280.0,297.0,128,1563,6.0,7.0,,,25.0,49.0,29.0,81,16.0,77.0,866,2.0,7.0,1.0,5.0,26.0,30.0,,4.0,51.0,62.0,18.0,19.0,135.0,1.0,2.0,2.0,25.0,,27.0,4.0,31.0,6.0,5.0,11.0,10.0,4.0,1.0,1.0,15.0,1.0,4.0,12.0,36.0,,16.0,2.0,2.0,,,,,,280.0,0.3580246913580246,0.2857142857142857,0.3388888888888889,0.2222222222222222,0.3655913978494624,0.2222222222222222,0.0493827160493827,0.12,0.0204081632653061,11.650485436893204,0.7333333333333333,,0.0954198473282442,0.0061919504643962,0.028169014084507,0.0149253731343283,0.081081081081081,0.0076923076923076,,0.0083333333333333,0.006578947368421,0.0175438596491228,0.074074074074074,0.0898876404494382,0.1195652173913043,0.0526315789473684,,0.0777777777777777,0.8571428571428571,0.8571428571428571,0.2777777777777778,0.5444444444444444,,,0.1777777777777777,0.4179792134831461,0.3990166666666666,0.386993103448276,0.0219780219780219,0.024390243902439,0.0649350649350649,14.3679012345679,0.358974358974359,,,9.0,14.0,8.0,8.0,27.0,28.0,1.0,27.0,5.0,0.4827586206896552,0.4827586206896552,0.3076923076923077,0.3166666666666666,0.3787878787878788,0.0192307692307692,0.36,0.4090909090909091,0.3333333333333333,0.2857142857142857,0.2916666666666667,0.7142857142857143,,,0.3506493506493506,1.0,,1.0,8.0,1.0,3.0,1.0,9.0,2.0,1.0,4.0,3.0,1.0,6.0,,11.0,8.0,14.0,1.0,1.0,1.0,,,9.0,1.0,0.1111111111111111,0.25,,0.1,0.03125,0.0181818181818181,0.1666666666666666,0.0111111111111111,0.0888888888888888,0.125,0.125,1.0,,,0.1,0.3333333333333333,,26.788888888888884,1.0,,3.0,1.0,,1.0,,,0.0333333333333333,2.0,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1907,1610612744,Vonteego Cummings,Vonteego Cummings,1907,GSW,6736.0,112,4.0,211,212,61.0,70.0,28,423,4.0,8.0,,1.0,9.0,8.0,11.0,25,,40.0,230,,4.0,,,5.0,18.0,,3.0,21.0,24.0,,13.0,51.0,,5.0,1.0,3.0,,4.0,5.0,9.0,6.0,2.0,3.0,1.0,4.0,2.0,,7.0,1.0,,4.0,9.0,,,,,2.0,1.0,,2.0,1.0,61.0,0.44,,0.5,,0.5,,0.12,0.2222222222222222,,19.183673469387752,0.4285714285714285,,0.0422535211267605,0.0714285714285714,0.0476190476190476,,0.0434782608695652,0.0549450549450549,0.1818181818181818,0.1153846153846153,,,,0.0714285714285714,0.0416666666666666,0.1666666666666666,0.5,0.2,0.5,0.5714285714285714,0.225,0.2,0.25,,0.575,0.5006075,0.43535,0.5624899999999999,,,,8.891999999999998,0.2890995260663507,1.0,4.0,3.0,4.0,2.0,,16.0,4.0,,16.0,2.0,0.1818181818181818,0.1818181818181818,0.4,0.8,0.8,,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.5,0.5,0.25,0.4,0.25,0.4,1.0,,6.0,14.0,4.0,5.0,6.0,15.0,,4.0,5.0,9.0,,14.0,6.0,3.0,2.0,8.0,,1.0,4.0,,,,0.5,0.4,0.8,0.4,0.375,,0.05,,0.025,0.35,0.4285714285714285,0.4285714285714285,0.5,,,0.5,0.8,0.4285714285714285,24.673333333333336,,9.0,1.0,1.0,1.0,,0.125,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,
302,1610612744,Mookie Blaylock,Mookie Blaylock,302,GSW,8143.0,136,-26.0,270,266,108.0,107.0,51,536,4.0,7.0,,,9.0,32.0,18.0,48,2.0,65.0,306,2.0,3.0,,7.0,15.0,24.0,4.0,2.0,21.0,24.0,9.0,6.0,51.0,,4.0,2.0,6.0,1.0,9.0,4.0,13.0,15.0,7.0,8.0,6.0,,2.0,,8.0,,4.0,4.0,9.0,,7.0,3.0,1.0,1.0,,,1.0,,108.0,0.375,0.6666666666666666,0.4701492537313433,0.875,0.4642857142857143,0.7,0.0416666666666666,0.2222222222222222,,23.78048780487805,1.0,0.1428571428571428,0.0759493670886076,0.0330578512396694,0.0769230769230769,,0.0761904761904762,0.0275862068965517,0.0555555555555555,0.0238095238095238,0.0327868852459016,,0.05,0.1,0.0689655172413793,,,0.1044776119402985,0.5714285714285714,0.5714285714285714,0.1343283582089552,0.4776119402985074,,,0.3880597014925373,0.4408621212121211,0.422875,0.4354833333333334,0.0434782608695652,0.06,0.1076923076923077,13.952083333333334,0.4,1.0,2.0,3.0,11.0,7.0,,26.0,12.0,1.0,26.0,3.0,0.3333333333333333,0.375,0.4666666666666667,0.5909090909090909,0.5652173913043478,0.1111111111111111,0.3333333333333333,0.4285714285714285,,0.34375,0.34375,0.4545454545454545,0.0909090909090909,0.5,0.4,6.0,1.0,4.0,13.0,3.0,6.0,9.0,19.0,1.0,4.0,7.0,21.0,1.0,12.0,4.0,3.0,3.0,6.0,,,8.0,,,,0.7777777777777778,0.4736842105263157,0.5714285714285714,0.5,0.2835820895522388,,,0.25,0.0895522388059701,0.1940298507462686,0.3076923076923077,0.3333333333333333,0.5,,0.25,0.2727272727272727,0.5,0.3333333333333333,27.710526315789476,1.0,6.0,,,,1.0,,,0.0454545454545454,,,,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0526315789473684,0.0769230769230769,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,
904,1610612744,Chris Mullin,Chris Mullin,904,GSW,3559.0,59,-37.0,123,127,41.0,55.0,17,250,1.0,2.0,,,4.0,7.0,6.0,13,1.0,22.0,138,1.0,1.0,,2.0,3.0,8.0,,1.0,,1.0,,,3.0,,1.0,1.0,3.0,,4.0,1.0,5.0,1.0,,3.0,3.0,1.0,,,4.0,,1.0,2.0,3.0,,2.0,,1.0,1.0,,,1.0,1.0,41.0,0.4615384615384615,1.0,0.4772727272727273,0.5,0.4782608695652174,0.5,0.0769230769230769,0.25,,18.75,0.75,,0.0714285714285714,0.0188679245283018,0.2,,0.0851063829787234,0.0153846153846153,,,0.04,,0.1428571428571428,0.0625,,1.0,1.0,0.0909090909090909,0.5,0.5,0.1818181818181818,0.3181818181818182,,,0.5,0.4744113636363636,0.54305,0.5292749999999999,,,0.0909090909090909,12.315384615384614,0.3333333333333333,1.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3,,0.5,0.6666666666666666,0.5,0.4285714285714285,0.4285714285714285,,0.5,0.5,0.1363636363636363,2.0,,2.0,7.0,,1.0,3.0,9.0,1.0,,1.0,9.0,,7.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,0.3333333333333333,,0.3333333333333333,0.4090909090909091,,0.0909090909090909,1.0,0.0909090909090909,0.3181818181818182,0.2857142857142857,0.2857142857142857,1.0,,,0.25,,0.2857142857142857,24.677777777777777,,,,,1.0,,,,,1.0,,,0.5,1.0,1.0,,,,,,,,0.5,0.5,1.0,,,,,True,,,,,,,,,,,
1716,1610612744,Larry Hughes,Larry Hughes,1716,GSW,8489.0,141,-45.0,289,286,105.0,116.0,52,575,11.0,15.0,1.0,2.0,27.0,29.0,26.0,71,13.0,65.0,322,3.0,7.0,3.0,9.0,20.0,28.0,2.0,5.0,13.0,15.0,5.0,4.0,32.0,2.0,5.0,6.0,7.0,,13.0,7.0,20.0,7.0,4.0,7.0,2.0,8.0,5.0,1.0,15.0,,5.0,7.0,13.0,1.0,20.0,7.0,4.0,2.0,1.0,1.0,2.0,,105.0,0.3661971830985915,0.4285714285714285,0.325,0.4285714285714285,0.3651685393258427,0.5,0.0704225352112676,0.1851851851851851,,29.79942693409742,0.4666666666666667,,0.07,0.0367647058823529,0.2,0.0833333333333333,0.1,0.04375,0.0555555555555555,0.0714285714285714,,0.0476190476190476,0.032258064516129,0.0909090909090909,0.0833333333333333,,,0.1875,0.7333333333333333,0.7333333333333333,0.3375,0.3625,0.2857142857142857,0.5,0.3,0.4324562500000001,0.4533166666666666,0.4444416666666667,0.0823529411764705,0.0921052631578947,0.1384615384615384,10.74507042253521,0.3633217993079585,4.0,5.0,6.0,9.0,6.0,8.0,20.0,24.0,2.0,20.0,3.0,0.4615384615384615,0.48,0.3,0.25,0.3448275862068966,0.24,0.2222222222222222,0.2727272727272727,0.6666666666666666,0.3103448275862069,0.3103448275862069,0.5555555555555556,0.2083333333333333,0.8,0.3076923076923077,1.0,,,8.0,,4.0,,9.0,,,4.0,,,8.0,,2.0,2.0,4.0,,,3.0,1.0,,,,,,,0.1125,,,0.2727272727272727,0.0125,0.1,,,,,,0.1666666666666666,,,25.033333333333328,,,,3.0,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1531,1610612744,Marc Jackson,Marc Jackson,1531,GSW,10576.0,176,-48.0,348,350,128.0,162.0,57,698,11.0,14.0,6.0,9.0,19.0,19.0,30.0,52,21.0,84.0,410,6.0,9.0,5.0,17.0,17.0,20.0,8.0,3.0,6.0,7.0,1.0,3.0,15.0,1.0,9.0,1.0,21.0,3.0,25.0,11.0,36.0,3.0,3.0,12.0,4.0,6.0,8.0,2.0,18.0,3.0,4.0,8.0,18.0,1.0,25.0,11.0,3.0,2.0,1.0,1.0,2.0,1.0,128.0,0.5769230769230769,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6461538461538462,0.7727272727272727,0.0576923076923076,0.1052631578947368,,20.29339853300733,0.6666666666666666,0.3,0.1962616822429906,0.0692307692307692,0.0357142857142857,0.0333333333333333,0.1629629629629629,0.0625,0.0555555555555555,0.08,0.064516129032258,0.037037037037037,0.1724137931034483,0.1463414634146341,0.2702702702702703,,0.5,0.2592592592592592,0.7857142857142857,0.8461538461538461,0.3518518518518518,0.3518518518518518,1.0,0.6666666666666666,0.2962962962962963,0.4433235849056604,0.552875,0.440464705882353,0.1774193548387097,0.1833333333333333,0.2023809523809523,9.784615384615387,0.367816091954023,3.0,6.0,12.0,7.0,7.0,10.0,24.0,40.0,3.0,24.0,2.0,0.6666666666666666,0.7692307692307693,0.4117647058823529,0.3888888888888889,0.5,0.0476190476190476,0.631578947368421,0.7058823529411765,0.6666666666666666,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.3333333333333333,0.5,0.2857142857142857,,,1.0,2.0,,1.0,1.0,2.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,2.0,,1.0,0.5,,1.0,0.037037037037037,0.0666666666666666,,0.5454545454545454,,0.037037037037037,0.5,0.5,1.0,0.3333333333333333,,0.0555555555555555,,1.0,41.75,,,1.0,,,,0.0714285714285714,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,
