EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,Corner3Assists,FTOffRebounds,Travels,BlockedLongMidRange,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,ShortMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,3SecondViolations,SelfORebPct,SecondChanceAtRimPctAssisted,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,on,OffensiveGoaltends,HeaveMakes,Clear Path Fouls
1562,1610612764,Gerard King,Gerard King,1562,WAS,18781.0,313,-82,582,588,202,195,88,1170,13.0,17.0,2.0,2.0,2.0,4.0,10.0,21.0,18.0,37,41,75,10.0,92,597,7.0,10,3.0,17.0,10,24,5.0,25,66,16.0,8.0,4.0,8,3.0,11,3.0,5,3.0,25,2.0,11.0,10.0,22,5.0,37,13.0,50,4,2.0,2.0,10.0,1.0,6.0,10.0,4.0,20.0,3.0,4.0,19,43,3.0,9.0,14.0,2.0,7.0,1.0,4.0,1.0,3.0,4.0,2.0,25,202,5.0,0.8048780487804879,0.8918918918918919,0.5466666666666666,0.7,0.4166666666666667,0.5466666666666666,0.7,0.4166666666666667,0.5679012345679012,0.7083333333333334,0.44642857142857145,0.05333333333333334,0.23529411764705882,14.701601164483261,0.5,0.18518518518518517,0.11398963730569948,0.046413502109704644,0.1724137931034483,0.034482758620689655,0.12749003984063745,0.04406779661016949,0.08888888888888889,0.0425531914893617,0.030612244897959183,0.021739130434782608,0.08333333333333333,0.175,0.03571428571428571,0.13402061855670103,0.1951219512195122,0.11764705882352941,0.5,0.22666666666666666,0.7647058823529411,1.0,0.6923076923076923,0.28,0.47619047619047616,0.47619047619047616,0.8,0.49333333333333335,0.4864864864864865,0.4864864864864865,0.8888888888888888,0.2,1.0,0.16666666666666666,0.5,0.22666666666666666,0.4235999999999999,0.47355714285714284,0.4070875000000001,0.0875,0.0875,0.18478260869565216,0.2717391304347826,11.085333333333335,0.3470790378006873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1732,1610612764,Felipe Lopez,Felipe Lopez,1732,WAS,18028.0,300,-157,586,590,274,239,86,1176,16.0,33.0,1.0,3.0,8.0,15.0,3.0,14.0,9.0,30,28,77,35.0,100,673,4.0,9,6.0,17.0,12,32,16.0,43,36,20.0,2.0,9.0,13,3.0,16,2.0,5,8.0,35,1.0,3.0,10.0,19,2.0,31,5.0,36,8,4.0,4.0,6.0,2.0,4.0,6.0,2.0,12.0,,7.0,21,39,1.0,3.0,53.0,3.0,23.0,5.0,9.0,3.0,5.0,9.0,7.0,43,274,3.0,0.6428571428571429,0.6666666666666666,0.36363636363636365,0.4444444444444444,0.375,0.3611111111111111,0.5,0.35526315789473684,0.43478260869565216,0.53125,0.43,0.11688311688311688,0.18181818181818182,18.594436310395313,0.5,0.08695652173913043,0.10326086956521739,0.01327433628318584,0.1724137931034483,0.019230769230769232,0.11983471074380166,0.014388489208633094,0.015151515151515152,0.011904761904761904,0.013157894736842105,0.027777777777777776,,0.10344827586206896,0.12903225806451613,0.078125,0.21428571428571427,0.0625,0.7777777777777778,0.36666666666666664,0.48484848484848486,0.5925925925925926,0.625,0.15555555555555556,0.21428571428571427,0.25,1.0,0.3333333333333333,0.3,0.3103448275862069,0.5555555555555556,0.2727272727272727,0.3333333333333333,0.39473684210526316,0.5333333333333333,0.5111111111111111,0.47844375000000006,0.483585,0.4798069444444444,0.20909090909090908,0.23711340206185566,0.17,0.43,8.76753246753247,0.46757679180887374,3.0,8.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,3.0,13.0,1.0,2.0,1.0,6.0,9.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,0.5,0.16666666666666666,0.2727272727272727,0.14444444444444443,0.14285714285714285,0.03333333333333333,0.03125,0.08888888888888889,0.375,0.375,1.0,0.05555555555555555,0.09090909090909091,1.0,1.0,0.09090909090909091,0.07894736842105263,0.3333333333333333,0.07894736842105263,27.138461538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1751,1610612764,Jahidi White,Jahidi White,1751,WAS,26822.0,447,-104,847,853,216,134,121,1700,42.0,80.0,15.0,32.0,12.0,19.0,12.0,38.0,,1,54,119,49.0,157,949,17.0,39,15.0,49.0,16,28,17.0,49,64,44.0,22.0,21.0,7,,7,,4,2.0,14,10.0,50.0,16.0,65,11.0,92,61.0,153,9,8.0,1.0,21.0,2.0,8.0,25.0,13.0,46.0,2.0,11.0,20,51,4.0,12.0,93.0,9.0,42.0,9.0,31.0,21.0,10.0,31.0,15.0,49,216,3.0,0.5925925925925926,0.7441860465116279,0.453781512605042,0.4358974358974359,0.5714285714285714,0.45,0.4358974358974359,0.5517241379310345,0.4845679012345679,0.4537037037037037,0.532608695652174,0.17647058823529413,0.1375,20.82082082082082,0.45652173913043476,0.4583333333333333,0.19519519519519518,0.15432098765432098,0.24615384615384617,0.14925373134328357,0.20351758793969849,0.1534526854219949,0.1956521739130435,0.13008130081300814,0.14678899082568808,0.1346153846153846,0.2,0.19047619047619047,0.23478260869565218,0.16417910447761194,0.2391304347826087,0.2631578947368421,0.4838709677419355,0.6666666666666666,0.525,0.6086956521739131,0.5952380952380952,0.31666666666666665,0.3157894736842105,0.41379310344827586,0.5833333333333334,0.008333333333333333,,,,0.8205128205128205,0.46875,0.6551724137931034,0.631578947368421,0.675,0.5045500000000002,0.5302818181818181,0.47466206896551727,0.27450980392156865,0.27631578947368424,0.31210191082802546,0.31210191082802546,3.2075630252100846,0.2550177095631641,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,4.0,,,,,,,,0.008333333333333333,0.23684210526315788,1.0,0.02564102564102564,0.008333333333333333,,,,,,,,,0.034482758620689655,,,24.6,1.0,5.0,4.0,2.0,0.1111111111111111,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,True,,,
43,1610612764,Chris Whitney,Chris Whitney,43,WAS,45422.0,757,-167,1452,1464,463,477,215,2916,11.0,25.0,,3.0,2.0,7.0,7.0,23.0,26.0,70,44,118,41.0,276,1588,4.0,16,2.0,22.0,8,34,23.0,84,32,56.0,,9.0,110,13.0,123,7.0,33,43.0,259,3.0,3.0,9.0,38,2.0,49,6.0,55,28,20.0,8.0,37.0,5.0,30.0,13.0,7.0,50.0,5.0,17.0,31,76,4.0,6.0,47.0,2.0,10.0,9.0,2.0,,1.0,2.0,2.0,84,463,16.0,0.36363636363636365,0.36363636363636365,0.3728813559322034,0.25,0.23529411764705882,0.4501915708812261,0.29411764705882354,0.3719512195121951,0.4875,0.3142857142857143,0.44148936170212766,0.07627118644067797,0.16,19.286966686148453,0.74,0.04,0.07421875,0.0051813471502590676,0.0703125,0.019230769230769232,0.0734375,0.00816326530612245,0.015037593984962405,,0.005076142131979695,0.008403361344537815,0.05405405405405406,0.04065040650406504,0.07647058823529412,0.091324200913242,0.09090909090909091,0.025,1.0,0.09578544061302682,0.44,0.5238095238095238,0.36363636363636365,0.08812260536398467,0.30434782608695654,0.35,0.2857142857142857,0.2681992337164751,0.37142857142857144,0.38235294117647056,0.38461538461538464,0.08823529411764706,,0.08536585365853659,0.2857142857142857,0.6436781609195402,0.48630632183908035,0.47486199999999995,0.4753768292682927,0.04797047970479705,0.07936507936507936,0.07971014492753623,0.30434782608695654,13.267796610169492,0.31887052341597794,11.0,31.0,,5.0,3.0,10.0,112.0,13.0,38.0,49.0,143.0,4.0,18.0,15.0,48.0,96.0,,112.0,6.0,,,1.0,,0.6530612244897959,0.34265734265734266,0.2222222222222222,0.3125,0.34265734265734266,0.5478927203065134,0.13043478260869565,0.02857142857142857,,0.11877394636015326,0.3548387096774194,0.36666666666666664,0.9090909090909091,0.42911877394636017,0.14705882352941177,,,0.38235294117647056,0.12195121951219512,0.3,0.4634146341463415,25.27062937062938,34.0,3.0,2.0,,0.019230769230769232,,38.0,4.0,12.0,51.0,38.0,1.0,1.0,4.0,3.0,0.006993006993006993,0.03225806451612903,0.3392857142857143,0.3392857142857143,0.5789473684210527,0.3076923076923077,1.0,0.3157894736842105,0.3392857142857143,0.020689655172413793,,,,,True,,,
63,1610612764,Michael Smith,Michael Smith,63,WAS,96723.0,1612,-367,3108,3129,1109,952,469,6237,87.0,147.0,34.0,52.0,21.0,39.0,17.0,59.0,2.0,11,106,217,89.0,301,3437,38.0,68,19.0,95.0,29,64,37.0,95,126,86.0,60.0,30.0,82,19.0,101,15.0,34,29.0,221,25.0,139.0,62.0,283,45.0,390,172.0,562,57,33.0,24.0,32.0,7.0,22.0,30.0,10.0,62.0,6.0,17.0,86,156,14.0,11.0,154.0,12.0,72.0,11.0,37.0,15.0,21.0,37.0,21.0,95,1109,17.0,0.5943396226415094,0.8289473684210527,0.48847926267281105,0.5588235294117647,0.453125,0.48623853211009177,0.5588235294117647,0.4461538461538462,0.5207612456747405,0.59375,0.510752688172043,0.1382488479262673,0.12244897959183673,9.60328317373461,0.5161290322580645,0.40540540540540543,0.251779359430605,0.1122778675282714,0.2366412213740458,0.09803921568627451,0.24891774891774893,0.10984594775619558,0.13398692810457516,0.11297071129707113,0.09691629955947137,0.09595959595959595,0.10526315789473684,0.2762237762237762,0.2398921832884097,0.2462526766595289,0.23369565217391305,0.24358974358974358,0.5675675675675675,0.6743119266055045,0.5918367346938775,0.6744186046511628,0.5977011494252874,0.2706422018348624,0.288135593220339,0.3617021276595745,0.5294117647058824,0.05045871559633028,0.18181818181818182,0.18181818181818182,1.0,0.7647058823529411,0.6538461538461539,0.6,0.5384615384615384,0.6788990825688074,0.5185059907834101,0.5463296875,0.499278125,0.2589928057553957,0.259927797833935,0.31561461794019935,0.31561461794019935,3.4658986175115207,0.35682110682110685,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,4.0,8.0,5.0,1.0,,,,,,,0.0045871559633027525,0.2033898305084746,,0.06779661016949153,,,,,0.0045871559633027525,,,,,,,0.015384615384615385,53.2,19.0,12.0,4.0,2.0,0.1518987341772152,0.14705882352941177,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1838,1610612764,Tyrone Nesby,Tyrone Nesby,1838,WAS,22956.0,383,-16,735,727,281,264,114,1462,16.0,31.0,3.0,6.0,7.0,15.0,11.0,32.0,10.0,32,37,95,32.0,148,789,5.0,11,3.0,25.0,15,34,17.0,68,48,26.0,2.0,7.0,11,4.0,15,2.0,5,2.0,34,2.0,10.0,3.0,22,2.0,27,13.0,40,6,2.0,4.0,6.0,2.0,4.0,6.0,2.0,12.0,1.0,3.0,7,31,1.0,2.0,38.0,,13.0,6.0,6.0,4.0,1.0,6.0,5.0,68,281,7.0,0.6486486486486487,0.6666666666666666,0.3894736842105263,0.45454545454545453,0.4411764705882353,0.40559440559440557,0.5238095238095238,0.49038461538461536,0.4567901234567901,0.5434782608695652,0.5483870967741935,0.07368421052631578,0.0967741935483871,20.115606936416185,0.5,0.058823529411764705,0.08627450980392157,0.03597122302158273,0.05454545454545454,0.02631578947368421,0.08064516129032258,0.03389830508474576,0.05714285714285714,0.03508771929824561,0.02127659574468085,0.01818181818181818,0.047619047619047616,0.05405405405405406,0.014705882352941176,0.1504424778761062,0.047619047619047616,0.07692307692307693,0.8333333333333334,0.21678321678321677,0.5161290322580645,0.5714285714285714,0.6875,0.22377622377622378,0.34375,0.39285714285714285,0.5454545454545454,0.22377622377622378,0.3125,0.3125,0.7,0.2857142857142857,0.5,0.28846153846153844,0.4666666666666667,0.5524475524475524,0.4779982517482519,0.4928625,0.4775346153846154,0.08333333333333333,0.12037037037037036,0.16891891891891891,0.4594594594594595,9.451578947368422,0.38231292517006804,2.0,9.0,2.0,6.0,2.0,4.0,39.0,4.0,14.0,14.0,48.0,4.0,10.0,7.0,18.0,39.0,,39.0,2.0,1.0,,1.0,,0.9285714285714286,0.2916666666666667,0.4,0.3888888888888889,0.2916666666666667,0.3356643356643357,0.125,,0.043478260869565216,0.06293706293706294,0.2222222222222222,0.2222222222222222,1.0,0.2727272727272727,0.2857142857142857,0.3333333333333333,1.0,0.19047619047619047,0.07692307692307693,0.5,0.2692307692307692,25.06458333333333,4.0,3.0,1.0,,0.03614457831325301,0.3333333333333333,12.0,2.0,5.0,3.0,12.0,1.0,,,,0.020833333333333332,,0.3076923076923077,0.3157894736842105,0.9166666666666666,0.5,1.0,0.35714285714285715,0.3076923076923077,,0.02564102564102564,,,,True,,,
1888,1610612764,Richard Hamilton,Richard Hamilton,1888,WAS,72109.0,1202,-271,2309,2323,751,640,342,4632,58.0,89.0,4.0,9.0,19.0,28.0,121.0,274.0,94.0,220,273,583,138.0,729,2590,31.0,69,11.0,79.0,82,179,99.0,287,248,298.0,20.0,48.0,88,21.0,109,13.0,33,34.0,239,5.0,34.0,20.0,43,1.0,64,39.0,103,36,24.0,12.0,56.0,12.0,35.0,52.0,21.0,108.0,10.0,31.0,31,93,1.0,18.0,158.0,8.0,47.0,35.0,5.0,3.0,,6.0,5.0,287,751,17.0,0.4542124542124542,0.4714828897338403,0.46826758147512865,0.4492753623188406,0.4581005586592179,0.4546153846153846,0.44155844155844154,0.44976076555023925,0.5013812154696132,0.4759036144578313,0.5418250950570342,0.0823327615780446,0.12359550561797752,30.58216654384672,0.5185185185185185,0.011764705882352941,0.0510688836104513,0.03640256959314775,0.10526315789473684,0.028735632183908046,0.061046511627906974,0.0351985559566787,0.02336448598130841,0.04736842105263158,0.03235294117647059,0.03731343283582089,,0.0730593607305936,0.04912280701754386,0.038461538461538464,0.1171875,0.08064516129032258,0.8333333333333334,0.13692307692307693,0.651685393258427,0.7435897435897436,0.4482758620689655,0.42153846153846153,0.4416058394160584,0.49794238683127573,0.371900826446281,0.3384615384615385,0.42727272727272725,0.4392523364485981,0.5638297872340425,0.11688311688311688,0.4444444444444444,0.1339712918660287,0.6785714285714286,0.24,0.4290687981510014,0.4126955882352941,0.4166320574162679,0.06821480406386067,0.07556270096463022,0.1083676268861454,0.3936899862825789,11.162264150943393,0.3252490255521871,5.0,21.0,,1.0,2.0,9.0,46.0,7.0,21.0,15.0,67.0,2.0,8.0,8.0,30.0,39.0,,46.0,8.0,,4.0,2.0,,0.8666666666666667,0.22388059701492538,0.25,0.26666666666666666,0.22388059701492538,0.10307692307692308,0.11313868613138686,0.02727272727272727,,0.03230769230769231,0.23809523809523808,0.23809523809523808,1.0,0.07076923076923076,0.012987012987012988,,,0.09090909090909091,0.0430622009569378,0.2222222222222222,0.10047846889952153,25.441791044776128,21.0,13.0,10.0,,0.042483660130718956,0.25,10.0,2.0,6.0,6.0,10.0,2.0,,3.0,,0.029850746268656716,,0.21739130434782608,0.22727272727272727,0.8,0.2857142857142857,0.5,0.2857142857142857,0.21739130434782608,,0.043478260869565216,1.0,1.0,,True,,,
1918,1610612764,Obinna Ekezie,Obinna Ekezie,1918,WAS,8467.0,141,-54,267,273,100,92,37,540,7.0,12.0,3.0,5.0,,2.0,6.0,19.0,1.0,7,14,38,19.0,47,286,3.0,8,3.0,9.0,3,12,6.0,12,18,10.0,6.0,5.0,3,2.0,5,2.0,2,1.0,12,4.0,10.0,,11,4.0,15,15.0,30,4,4.0,,3.0,,2.0,4.0,1.0,7.0,,1.0,14,27,1.0,2.0,29.0,3.0,14.0,2.0,4.0,2.0,2.0,4.0,3.0,12,100,3.0,0.6428571428571429,0.8181818181818182,0.3684210526315789,0.375,0.25,0.3684210526315789,0.375,0.25,0.46078431372549017,0.4090909090909091,0.375,0.13157894736842105,0.08333333333333333,18.83116883116883,0.42857142857142855,0.4,0.11956521739130435,0.09523809523809523,,0.2,0.09016393442622951,0.112,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.3076923076923077,,,0.17391304347826086,0.1346153846153846,,,0.75,0.3157894736842105,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.5,0.3157894736842105,0.4,0.6666666666666666,0.18421052631578946,0.14285714285714285,0.14285714285714285,1.0,0.625,0.6,0.16666666666666666,,0.3157894736842105,0.44632894736842105,0.5051666666666667,0.3774416666666667,0.2857142857142857,0.2857142857142857,0.19148936170212766,0.2553191489361702,8.192105263157893,0.37453183520599254,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,0.21052631578947367,,0.1,,,,,,,,,,,,,,,1.0,,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
393,1610612764,Rod Strickland,Rod Strickland,393,WAS,9825.0,164,-72,319,317,191,195,57,636,10.0,15.0,4.0,5.0,5.0,7.0,2.0,10.0,10.0,24,22,49,27.0,71,346,6.0,10,,12.0,12,27,22.0,46,14,30.0,4.0,5.0,28,3.0,31,2.0,10,5.0,65,1.0,5.0,,9,1.0,10,6.0,16,5,4.0,1.0,14.0,3.0,9.0,9.0,5.0,23.0,1.0,15.0,8,17,,3.0,34.0,1.0,12.0,6.0,1.0,1.0,,1.0,1.0,46,191,5.0,0.3181818181818182,0.35,0.4489795918367347,0.6,0.4444444444444444,0.4074074074074074,0.6,0.4,0.5,0.5454545454545454,0.5227272727272727,0.10204081632653061,0.2,25.201072386058982,0.6086956521739131,0.05555555555555555,0.08181818181818182,0.03875968992248062,,0.04,0.0703125,0.03896103896103896,,0.061224489795918366,0.044444444444444446,,0.25,0.03333333333333333,0.027777777777777776,0.1590909090909091,,,1.0,0.2777777777777778,0.6666666666666666,0.8333333333333334,0.2,0.18518518518518517,0.2,0.2222222222222222,,0.4444444444444444,0.4166666666666667,0.43478260869565216,0.5,0.5,0.8,0.23333333333333334,0.7142857142857143,0.37037037037037035,0.44676826923076923,0.46758999999999995,0.41692321428571427,0.18461538461538463,0.2,0.16901408450704225,0.647887323943662,11.177551020408162,0.5987460815047022,,,,,,,5.0,,3.0,,5.0,,,,3.0,,1.0,4.0,1.0,,1.0,,,,,,,,0.09259259259259259,0.1,0.041666666666666664,,,,,,0.09259259259259259,,,,,,,0.1,31.9,13.0,1.0,2.0,,0.041666666666666664,0.25,,,,,,,,,,,,,,,,,,,,,,,,True,,,
436,1610612764,Juwan Howard,Juwan Howard,436,WAS,28557.0,476,-114,909,912,370,347,145,1821,32.0,60.0,9.0,12.0,11.0,26.0,47.0,122.0,10.0,24,89,206,49.0,227,1012,17.0,28,6.0,40.0,34,76,28.0,96,112,66.0,18.0,20.0,25,6.0,31,5.0,11,9.0,68,6.0,19.0,10.0,26,5.0,41,26.0,67,8,4.0,4.0,18.0,2.0,11.0,30.0,7.0,48.0,5.0,19.0,10,42,3.0,12.0,62.0,6.0,25.0,8.0,6.0,4.0,2.0,6.0,3.0,96,370,9.0,0.6292134831460674,0.7,0.4320388349514563,0.6071428571428571,0.4473684210526316,0.4320388349514563,0.6071428571428571,0.4473684210526316,0.48497854077253216,0.6451612903225806,0.5163043478260869,0.0970873786407767,0.16666666666666666,26.16387337057728,0.375,0.17857142857142858,0.08253968253968254,0.05307262569832402,0.14084507042253522,0.06896551724137931,0.09326424870466321,0.056179775280898875,0.05,0.03614457831325301,0.08035714285714286,0.09090909090909091,,0.07058823529411765,0.07692307692307693,0.09523809523809523,0.1111111111111111,0.19230769230769232,0.5,0.2912621359223301,0.5333333333333333,0.64,0.59375,0.5922330097087378,0.38524590163934425,0.41228070175438597,0.5957446808510638,0.11650485436893204,0.4166666666666667,0.45454545454545453,0.9,0.42857142857142855,0.75,0.34210526315789475,0.4230769230769231,0.2912621359223301,0.43428640776699035,0.4169227272727273,0.4355736842105262,0.1111111111111111,0.1111111111111111,0.1762114537444934,0.42290748898678415,7.4650485436893215,0.40704070407040704,,,,,,,,,,,,,,,,,,,1.0,1.0,11.0,,1.0,,,,,,,0.06557377049180328,0.08333333333333333,0.03333333333333333,,,,,,,,,,,,,,5.0,4.0,2.0,,0.041237113402061855,0.2222222222222222,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,True,,,
