EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SelfOReb,Travels,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,PenaltyArc3FGA,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,AtRimPctBlocked,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,FTDefRebounds,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyArc3Accuracy,DefensiveGoaltends,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,3SecondViolations,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Defensive 3 Seconds Violations
15,1610612746,Eric Piatkowski,Eric Piatkowski,15,LAC,6176.0,103,-9,194,192,71.0,65.0,35,386,4.0,6.0,1.0,2.0,1.0,3.0,2.0,9.0,1.0,3.0,1.0,1.0,13.0,1.0,7.0,18,2.0,16.0,11.0,31.0,208,1.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,7.0,6.0,8.0,6.0,2.0,13.0,1.0,2.0,4.0,1.0,5.0,1.0,4.0,11.0,2.0,4.0,1.0,3.0,4.0,6.0,10.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,12.0,1.0,1.0,12.0,2.0,2.0,4.0,2.0,7.0,71.0,2.0,0.42857142857142855,0.5,1.0,0.125,0.125,0.3888888888888889,0.3333333333333333,0.2,0.29411764705882354,0.25,0.16666666666666666,0.3815789473684211,0.3,0.3888888888888889,0.47058823529411764,0.1111111111111111,0.2222222222222222,17.299578059071727,0.3333333333333333,0.04411764705882353,0.05194805194805195,0.05263157894736842,0.07692307692307693,0.04597701149425287,0.05825242718446602,0.1,0.03225806451612903,0.038461538461538464,0.09090909090909091,0.06666666666666667,0.07692307692307693,0.06666666666666667,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.5,0.08823529411764706,0.3333333333333333,0.3333333333333333,0.2647058823529412,0.2222222222222222,0.2857142857142857,0.5,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.38235294117647056,0.07692307692307693,0.07692307692307693,1.0,0.5,0.5,0.25,0.16666666666666666,0.6470588235294118,0.07692307692307693,0.4943411764705883,0.5218875,0.37849166666666667,0.1111111111111111,0.2,0.0967741935483871,0.22580645161290322,10.16111111111111,26.062499999999993,0.36597938144329895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1709,1610612746,Michael Olowokandi,Michael Olowokandi,1709,LAC,2956.0,49,8,85,87,27.0,20.0,16,172,4.0,6.0,2.0,3.0,5.0,12.0,,1.0,,,,,,,9.0,19,,,3.0,21.0,89,2.0,5.0,,3.0,7.0,2.0,4.0,,2.0,6.0,12.0,6.0,,2.0,,,,,,,,,,2.0,4.0,2.0,4.0,6.0,6.0,12.0,,,,,,3.0,3.0,1.0,,4.0,5.0,,1.0,4.0,,,2.0,,6.0,27.0,,0.6666666666666666,0.75,,,,0.47368421052631576,0.4,0.5,0.47368421052631576,0.4,0.5,0.5,0.5,0.6,,,,22.22222222222222,,0.12903225806451613,0.10526315789473684,0.16666666666666666,0.2,0.13953488372093023,0.125,0.16666666666666666,,0.2,0.1111111111111111,,0.25,0.2222222222222222,0.3157894736842105,0.6666666666666666,0.6666666666666666,0.75,0.631578947368421,0.4166666666666667,0.4166666666666667,0.05263157894736842,,,,,,,,,,,,0.6,0.6666666666666666,,,0.3157894736842105,,0.4358157894736842,0.5103666666666666,0.4186500000000001,0.09523809523809523,0.09523809523809523,0.3333333333333333,0.2857142857142857,5.9,,0.3176470588235294,1.0,1.0,1.0,1.0,1.0,0.10526315789473684,0.1,0.6,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1863,1610612746,Earl Boykins,Earl Boykins,1863,LAC,8950.0,149,-9,280,281,104.0,82.0,44,561,9.0,16.0,1.0,2.0,10.0,21.0,5.0,18.0,1.0,3.0,2.0,,5.0,,24.0,55,1.0,8.0,14.0,65.0,285,2.0,3.0,1.0,3.0,7.0,8.0,25.0,4.0,8.0,24.0,16.0,32.0,3.0,,5.0,,2.0,30.0,2.0,32.0,,13.0,66.0,1.0,3.0,,7.0,7.0,4.0,11.0,5.0,3.0,2.0,8.0,6.0,1.0,9.0,,2.0,,9.0,,,17.0,2.0,1.0,6.0,3.0,24.0,104.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.125,0.125,0.43636363636363634,0.6666666666666666,0.32,0.40476190476190477,0.5,0.27586206896551724,0.45714285714285713,0.7,0.35294117647058826,0.12698412698412698,0.03636363636363636,,23.652694610778443,0.8888888888888888,0.06666666666666667,0.02857142857142857,,0.027777777777777776,0.05303030303030303,0.028368794326241134,,0.04878048780487805,0.02857142857142857,0.03333333333333333,0.04,0.08108108108108109,,0.25396825396825395,0.5625,0.6428571428571429,0.2222222222222222,0.3333333333333333,0.47619047619047616,0.47619047619047616,0.2857142857142857,0.2777777777777778,0.2777777777777778,0.4,0.047619047619047616,0.3333333333333333,0.3333333333333333,1.0,0.07936507936507936,,,,0.5,0.5,,0.06896551724137931,0.38095238095238093,,0.45390079365079355,0.5283833333333333,0.46201379310344837,0.08955223880597014,0.1016949152542373,0.1076923076923077,0.36923076923076925,9.54909090909091,25.275,0.37142857142857144,5.0,10.0,2.0,,,0.06976744186046512,0.05714285714285714,0.4,,0.3448275862068966,0.5,1.0,2.0,2.0,6.0,11.0,1.0,2.0,0.125,0.25,0.06896551724137931,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,4972.0,83,3,159,156,55.0,46.0,23,315,5.0,10.0,2.0,5.0,5.0,8.0,2.0,2.0,,,,1.0,7.0,,12.0,20,1.0,7.0,8.0,35.0,150,2.0,5.0,,,4.0,3.0,6.0,3.0,3.0,12.0,6.0,18.0,3.0,4.0,7.0,1.0,1.0,6.0,2.0,8.0,1.0,2.0,18.0,1.0,4.0,3.0,13.0,18.0,5.0,23.0,2.0,2.0,,2.0,2.0,6.0,8.0,,3.0,5.0,10.0,1.0,2.0,13.0,1.0,,5.0,2.0,12.0,55.0,2.0,0.25,0.3,1.0,0.14285714285714285,0.14285714285714285,0.6,0.4,0.5,0.5,0.4,0.5,0.5303030303030303,0.4,0.5,0.25925925925925924,0.05,,21.693121693121693,0.25,0.21311475409836064,0.07142857142857142,0.16666666666666666,0.05,0.20253164556962025,0.06578947368421052,0.16666666666666666,0.045454545454545456,,0.058823529411764705,0.3076923076923077,0.22727272727272727,0.14285714285714285,0.37037037037037035,0.5,0.5,0.2,0.2962962962962963,0.625,0.7142857142857143,0.07407407407407407,1.0,1.0,0.5,,,,,0.25925925925925924,0.14285714285714285,0.14285714285714285,1.0,1.0,0.4,,,0.6296296296296297,0.14285714285714285,0.4636481481481481,0.587775,0.47328333333333333,0.16129032258064516,0.20833333333333334,0.11428571428571428,0.34285714285714286,5.154999999999999,26.585714285714285,0.34591194968553457,2.0,5.0,1.0,1.0,,0.15384615384615385,0.07692307692307693,0.2,,0.5555555555555556,0.4,,3.0,1.0,1.0,3.0,,,,,0.3333333333333333,1.0,1.0,2.0,2.0,7.0,4.0,3.0,7.0,5.0,0.3333333333333333,0.125,0.2222222222222222,0.25,0.7142857142857143,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1894,1610612746,Corey Maggette,Corey Maggette,1894,LAC,3158.0,53,-16,89,95,14.0,31.0,12,184,6.0,12.0,2.0,4.0,,2.0,,1.0,,,,,1.0,,6.0,15,,1.0,2.0,14.0,106,2.0,4.0,,,4.0,2.0,3.0,,,4.0,10.0,2.0,,2.0,1.0,,4.0,,,,,,,1.0,3.0,,1.0,3.0,4.0,7.0,2.0,2.0,,1.0,,2.0,3.0,,1.0,1.0,4.0,1.0,,4.0,,,2.0,,4.0,14.0,,0.8333333333333334,1.0,,,,0.4,0.5,0.6666666666666666,0.375,0.5,0.6666666666666666,0.3888888888888889,0.5,0.6666666666666666,0.0625,0.26666666666666666,,20.388349514563107,0.3333333333333333,0.02702702702702703,0.08571428571428572,,0.1111111111111111,0.022222222222222223,0.09090909090909091,,0.16666666666666666,0.07142857142857142,0.125,,0.06666666666666667,,0.75,0.5,0.6666666666666666,0.8333333333333334,0.125,,,0.0625,,,,,,,,0.0625,,,,1.0,0.5,,,0.8125,,0.527884375,0.52075,0.6956000000000001,0.1111111111111111,0.11764705882352941,0.2857142857142857,0.2857142857142857,2.686666666666667,26.3,0.15730337078651685,2.0,3.0,,,,,,,0.5,1.0,0.6666666666666666,,,,,,,1.0,0.25,,,,,2.0,2.0,1.0,1.0,,1.0,,,0.5,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2032,1610612746,Darius Miles,Darius Miles,2032,LAC,3932.0,66,-17,122,129,57.0,39.0,15,251,7.0,12.0,2.0,3.0,2.0,7.0,1.0,4.0,,,,,1.0,,10.0,23,,1.0,6.0,26.0,129,2.0,3.0,,2.0,6.0,5.0,11.0,1.0,5.0,15.0,14.0,6.0,,2.0,1.0,,2.0,4.0,1.0,5.0,,3.0,11.0,1.0,2.0,2.0,13.0,15.0,3.0,18.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,5.0,,2.0,9.0,1.0,,3.0,2.0,15.0,57.0,,0.7,0.7777777777777778,,,,0.43478260869565216,0.6666666666666666,0.45454545454545453,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.4642857142857143,0.75,0.46875,0.041666666666666664,0.08695652173913043,,23.021582733812952,0.5,0.2653061224489796,0.043478260869565216,0.16666666666666666,0.08333333333333333,0.2459016393442623,0.05172413793103448,0.08333333333333333,,0.05555555555555555,0.1,0.36363636363636365,0.21428571428571427,0.2,0.5,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.2916666666666667,0.2857142857142857,0.4,0.16666666666666666,0.25,0.25,1.0,,,,,0.041666666666666664,,,,1.0,0.6666666666666666,,,0.5416666666666666,,0.5114521739130434,0.67405,0.5716727272727273,0.11538461538461539,0.12,0.23076923076923078,0.5769230769230769,5.947826086956522,38.4,0.4672131147540984,4.0,8.0,1.0,,,0.25,0.09090909090909091,0.5,,0.6666666666666666,0.5,,1.0,1.0,1.0,,,,,,0.08333333333333333,,,,,1.0,1.0,,1.0,1.0,,0.2857142857142857,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
685,1610612746,Cherokee Parks,Cherokee Parks,685,LAC,5883.0,98,-12,179,182,59.0,64.0,30,361,8.0,10.0,4.0,4.0,2.0,8.0,10.0,13.0,,,,,1.0,,20.0,31,,1.0,3.0,43.0,201,6.0,7.0,,1.0,13.0,6.0,8.0,,2.0,14.0,28.0,12.0,,8.0,1.0,,2.0,6.0,,6.0,,1.0,12.0,1.0,7.0,2.0,15.0,21.0,8.0,29.0,4.0,3.0,1.0,2.0,2.0,,2.0,,,3.0,8.0,2.0,,6.0,2.0,,4.0,,14.0,59.0,3.0,0.7,0.875,,,,0.6451612903225806,0.8571428571428571,0.75,0.625,0.8571428571428571,0.75,0.6323529411764706,0.8125,0.7777777777777778,0.03125,0.06451612903225806,,16.666666666666664,1.0,0.23076923076923078,0.1044776119402985,0.125,0.041666666666666664,0.20987654320987653,0.08791208791208792,0.2,0.12,,0.05,0.0625,0.23076923076923078,0.18181818181818182,0.3125,0.8,1.0,0.375,0.25,0.25,0.25,0.40625,0.7692307692307693,0.7692307692307693,1.0,,,,,0.03125,,,,0.5714285714285714,1.0,,,0.34375,,0.45863750000000003,0.50234,0.4747375,0.11764705882352941,0.12121212121212122,0.3023255813953488,0.32558139534883723,10.151612903225805,27.4,0.329608938547486,3.0,4.0,,,,0.34782608695652173,,0.5,,0.5,0.75,,,,3.0,2.0,,,0.2,,,,,4.0,,,,,,,,,0.3333333333333333,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2047,1610612746,Quentin Richardson,Quentin Richardson,2047,LAC,2082.0,35,15,74,72,49.0,25.0,14,146,,1.0,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,,1.0,4,3.0,6.0,8.0,19.0,49,,,1.0,6.0,6.0,,1.0,3.0,4.0,10.0,2.0,,9.0,,4.0,2.0,,,,,,,,1.0,4.0,3.0,2.0,6.0,6.0,12.0,2.0,2.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,,,12.0,,,6.0,,10.0,49.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,,,0.55,,0.75,0.59375,0.75,0.625,0.6,,,19.78021978021978,1.0,0.07692307692307693,0.13333333333333333,0.6,0.07692307692307693,0.16129032258064516,0.11627906976744186,0.125,0.23076923076923078,,0.1,0.25,,0.5,0.1,,,,0.1,,,0.2,0.5,0.5,1.0,0.2,0.5,0.5,1.0,0.4,0.5,0.5,1.0,,,,0.25,0.7,0.5,0.48710000000000003,,0.5324,0.375,0.6,0.3157894736842105,0.5263157894736842,12.024999999999999,25.200000000000003,0.6621621621621622,,1.0,1.0,,,,0.16666666666666666,,,0.25,,1.0,2.0,,,,,1.0,,1.0,0.5,1.0,2.0,1.0,,,,,,,0.6666666666666666,,0.3333333333333333,1.0,,0.5,,1.0,1.0,0.3333333333333333,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,
2039,1610612746,Keyon Dooling,Keyon Dooling,2039,LAC,1221.0,20,1,43,41,19.0,7.0,5,84,,,,,1.0,2.0,,,,1.0,1.0,,1.0,,1.0,2,,2.0,,2.0,31,,,,,,1.0,2.0,2.0,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,2.0,19.0,,,,,,,0.5,,0.5,0.25,,0.25,0.25,,0.25,0.5,,,10.416666666666668,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,,,,0.25,,,,0.25,,,,,,,0.25,0.5,,0.4192125,,0.4192125,,,,1.0,7.550000000000001,24.65,0.4418604651162791,,,,1.0,,,,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1730,1610612746,Brian Skinner,Brian Skinner,1730,LAC,626.0,10,-2,21,21,11.0,,5,42,,,,,,,,2.0,,,,,,,,2,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,4.0,,,,,,,,,,1.0,2.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,7.692307692307692,,0.125,0.125,0.5,,0.2,0.08333333333333333,,,0.3333333333333333,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3893,,,,,,,16.25,,0.5238095238095238,,,,,,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
