EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,3SecondViolations,Defensive 3 Seconds Violations,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,on,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,37702.0,628,33,1189,1180,179,171.0,143,2369,41.0,62.0,11.0,18.0,12.0,20.0,41.0,99.0,43.0,86.0,5.0,10.0,1.0,1.0,2.0,4.0,7.0,2.0,3.0,125.0,247.0,5.0,17.0,39.0,304.0,1116,14.0,34.0,1.0,3.0,6.0,37.0,23.0,38.0,2.0,7.0,5.0,57.0,178.0,72.0,15.0,18.0,1.0,6.0,18.0,26.0,7.0,33.0,3.0,4.0,10.0,8.0,8.0,73.0,7.0,32.0,1.0,19.0,101,7.0,127,40.0,167,8.0,24.0,16.0,8.0,18.0,4.0,12.0,15.0,6.0,6.0,33.0,2.0,3.0,27.0,36.0,1.0,2.0,51.0,8.0,1.0,27.0,2.0,22.0,8.0,4.0,10.0,22.0,13.0,1.0,1.0,57.0,179,2.0,0.712,0.7672413793103449,1.0,0.29411764705882354,0.3333333333333333,0.2857142857142857,0.3125,0.5060728744939271,0.4117647058823529,0.6052631578947368,0.5018939393939394,0.4189189189189189,0.5777777777777777,0.531578947368421,0.4625,0.59375,0.06439393939393939,0.0728744939271255,0.12903225806451613,0.0707070707070707,0.03488372093023256,23.38235294117647,0.5454545454545454,0.30434782608695654,0.02702702702702703,0.1902071563088512,0.06477732793522267,0.24050632911392406,0.08536585365853659,0.19672131147540983,0.06770833333333333,0.09345794392523364,0.0594059405940594,0.05405405405405406,0.11320754716981132,0.034482758620689655,0.13846153846153847,0.21243523316062177,0.20192307692307693,0.25862068965517243,0.19047619047619047,0.07017543859649122,0.5909090909090909,0.23484848484848486,0.6612903225806451,0.7592592592592593,0.6097560975609756,0.375,0.41414141414141414,0.44565217391304346,0.6341463414634146,0.32575757575757575,0.5,0.5180722891566265,0.8837209302325582,0.03787878787878788,0.5,0.5,1.0,0.026515151515151516,0.4864864864864865,0.6111111111111112,0.09090909090909091,0.02702702702702703,1.0,1.0,0.05405405405405406,0.4444444444444444,0.6,0.08888888888888889,0.5,0.06666666666666667,0.29924242424242425,0.45463664122137404,0.48043529411764707,0.5103352272727272,0.09540636042402827,0.10150375939849623,0.12171052631578948,0.1875,9.72267206477733,26.511764705882353,0.1505466778805719,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2054,1610612756,Jake Tsakalidis,Jake Tsakalidis,2054,PHX,56801.0,947,-55,1806,1800,342,355.0,213,3606,66.0,106.0,22.0,39.0,4.0,10.0,30.0,87.0,5.0,22.0,,,,,,,,,,101.0,215.0,,,54.0,256.0,1769,26.0,56.0,,,9.0,61.0,7.0,23.0,,,23.0,37.0,134.0,68.0,,36.0,,,26.0,17.0,2.0,19.0,2.0,,3.0,4.0,10.0,40.0,16.0,64.0,3.0,19.0,131,9.0,159,83.0,242,5.0,10.0,8.0,2.0,29.0,5.0,8.0,37.0,1.0,21.0,66.0,8.0,11.0,59.0,137.0,16.0,20.0,91.0,5.0,,42.0,6.0,55.0,35.0,1.0,19.0,55.0,38.0,,,37.0,342,14.0,0.6633663366336634,0.8072289156626506,,,,,,0.4697674418604651,0.4642857142857143,0.30434782608695654,0.4697674418604651,0.4642857142857143,0.30434782608695654,0.49612403100775193,0.4552238805970149,0.45121951219512196,,0.12093023255813953,0.1509433962264151,0.11494252873563218,,15.690072639225182,0.4393939393939394,0.21951219512195122,0.058823529411764705,0.16990920881971466,0.08648648648648649,0.15702479338842976,0.11510791366906475,0.1681614349775785,0.09101251422070535,0.12121212121212122,0.08650519031141868,0.06643356643356643,0.1111111111111111,0.12244897959183673,0.1836734693877551,0.1684981684981685,0.16225165562913907,0.17045454545454544,0.12121212121212122,0.05747126436781609,0.6909090909090909,0.4930232558139535,0.6226415094339622,0.7333333333333333,0.6818181818181818,0.4046511627906977,0.3448275862068966,0.38961038961038963,0.6,0.10232558139534884,0.22727272727272727,0.22727272727272727,0.8,,,,,,0.6964285714285714,0.5641025641025641,0.18181818181818182,,,,,0.43478260869565216,0.4,,,,0.4930232558139535,0.4744051162790697,0.5060777777777776,0.4553391304347826,0.16666666666666666,0.16666666666666666,0.23828125,0.14453125,4.843255813953488,,0.1893687707641196,8.0,2.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,
2092,1610612756,Ruben Garces,Ruben Garces,2092,PHX,458.0,8,3,14,15,4,10.0,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,1.0,2.0,6.0,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,0.1111111111111111,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2101,1610612756,Paul McPherson,Paul McPherson,2101,PHX,3895.0,65,2,128,134,64,62.0,17,262,6.0,7.0,2.0,2.0,3.0,3.0,5.0,9.0,2.0,6.0,,,,,,,1.0,,,13.0,22.0,,1.0,2.0,28.0,133,2.0,2.0,,,,4.0,7.0,12.0,,,1.0,15.0,16.0,10.0,,2.0,,1.0,,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,1.0,1.0,,1.0,6,,7,2.0,9,,2.0,,2.0,2.0,,1.0,5.0,1.0,1.0,7.0,1.0,2.0,2.0,8.0,,1.0,4.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,15.0,64,2.0,0.6153846153846154,0.6666666666666666,,,,,,0.5909090909090909,1.0,0.5833333333333334,0.5652173913043478,1.0,0.5833333333333334,0.56,1.0,0.5769230769230769,0.043478260869565216,,,,,21.62162162162162,0.2857142857142857,,,0.12,0.025,0.08333333333333333,0.07142857142857142,0.11290322580645161,0.037037037037037035,,0.06666666666666667,,0.09090909090909091,,0.125,0.15789473684210525,0.08695652173913043,0.1,,,,0.30434782608695654,0.8571428571428571,0.8571428571428571,0.5,0.391304347826087,0.5555555555555556,0.5555555555555556,0.8,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.5,,,,,0.043478260869565216,1.0,1.0,0.5,,,,,0.25,1.0,,,,0.34782608695652173,0.4677673913043478,0.5299,0.43954166666666666,0.041666666666666664,0.043478260869565216,0.14285714285714285,0.5357142857142857,8.427272727272728,25.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,
960,1610612756,Tony Delk,Tony Delk,960,PHX,24734.0,412,-42,803,799,221,253.0,87,1602,17.0,34.0,1.0,4.0,5.0,10.0,10.0,27.0,40.0,84.0,3.0,6.0,,,1.0,3.0,25.0,2.0,10.0,67.0,145.0,11.0,31.0,23.0,190.0,828,4.0,8.0,1.0,2.0,,11.0,18.0,35.0,5.0,13.0,9.0,60.0,80.0,54.0,21.0,4.0,,25.0,12.0,33.0,4.0,37.0,4.0,,8.0,11.0,14.0,78.0,,13.0,,4.0,33,,37,13.0,50,3.0,16.0,8.0,8.0,12.0,,8.0,7.0,2.0,4.0,19.0,2.0,4.0,13.0,28.0,2.0,1.0,36.0,8.0,1.0,18.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,,,60.0,221,3.0,0.5970149253731343,0.6153846153846154,0.6363636363636364,0.3548387096774194,0.5,0.38461538461538464,0.3548387096774194,0.46206896551724136,0.5,0.5142857142857142,0.4744318181818182,0.55,0.53125,0.5026455026455027,0.55,0.5660377358490566,0.17613636363636365,0.08275862068965517,0.14705882352941177,0.1111111111111111,0.047619047619047616,22.80701754385965,0.631578947368421,,,0.10509554140127389,0.04304635761589404,0.07407407407407407,,0.10054347826086957,0.035422343324250684,0.05970149253731343,0.04716981132075472,0.031007751937984496,,,0.10344827586206896,0.07476635514018691,0.13333333333333333,0.1,,0.03571428571428571,0.75,0.19318181818181818,0.5,0.5862068965517241,0.5294117647058824,0.1534090909090909,0.37037037037037035,0.4166666666666667,0.2,0.4772727272727273,0.47619047619047616,0.5,0.725,0.03409090909090909,0.5,0.5,1.0,0.14204545454545456,0.4,0.25,,,,,0.2,0.20833333333333334,0.5,0.0625,0.3333333333333333,0.20833333333333334,0.3693181818181818,0.4650120689655173,0.4988949999999999,0.48234891304347827,0.10160427807486631,0.11612903225806452,0.05789473684210526,0.3157894736842105,12.317931034482756,25.406451612903226,0.2752179327521793,2.0,1.0,,8.0,1.0,4.0,12.0,8.0,1.0,1.0,0.03225806451612903,0.04,0.32,0.3333333333333333,0.5,0.5,1.0,0.4,0.32,0.03125,,True,,,,,
339,1610612756,Tom Gugliotta,Tom Gugliotta,339,PHX,11673.0,195,-20,379,376,132,109.0,49,755,10.0,25.0,5.0,10.0,3.0,5.0,7.0,14.0,16.0,37.0,,,,,,,,,,33.0,76.0,,,10.0,76.0,389,7.0,15.0,,,1.0,15.0,8.0,17.0,,,3.0,19.0,46.0,20.0,,12.0,,,7.0,11.0,1.0,12.0,1.0,,4.0,,7.0,25.0,2.0,15.0,,5.0,23,4.0,32,17.0,49,7.0,5.0,3.0,2.0,9.0,,5.0,2.0,,4.0,11.0,2.0,3.0,6.0,8.0,,,13.0,1.0,,6.0,1.0,3.0,2.0,,1.0,3.0,2.0,,,19.0,132,1.0,0.696969696969697,0.8518518518518519,,,,,,0.4342105263157895,0.4666666666666667,0.47058823529411764,0.4342105263157895,0.4666666666666667,0.47058823529411764,0.4634146341463415,0.46875,0.5,,0.09210526315789473,0.28,,,21.330275229357795,0.8181818181818182,0.4,,0.1564625850340136,0.09375,0.15151515151515152,0.08333333333333333,0.15555555555555556,0.09239130434782608,0.13043478260869565,0.11363636363636363,0.05714285714285714,,0.2222222222222222,0.09302325581395349,0.16666666666666666,0.2,0.15384615384615385,0.14285714285714285,0.2,0.6666666666666666,0.32894736842105265,0.4,0.5555555555555556,0.5,0.18421052631578946,0.5,0.5,0.5714285714285714,0.4868421052631579,0.43243243243243246,0.43243243243243246,0.875,,,,,,0.6666666666666666,0.5,,,,,,0.29411764705882354,0.6,,,,0.32894736842105265,0.44562236842105263,0.48412000000000005,0.43713529411764696,0.07407407407407407,0.07407407407407407,0.19736842105263158,0.25,10.350000000000001,,0.3482849604221636,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,
915,1610612756,Rodney Rogers,Rodney Rogers,915,PHX,20768.0,346,-65,668,664,156,199.0,75,1332,22.0,36.0,9.0,13.0,8.0,11.0,17.0,40.0,10.0,33.0,2.0,12.0,,1.0,1.0,2.0,20.0,2.0,7.0,49.0,109.0,9.0,32.0,25.0,150.0,682,10.0,16.0,1.0,3.0,5.0,28.0,13.0,23.0,4.0,9.0,9.0,47.0,46.0,52.0,27.0,12.0,,20.0,10.0,27.0,5.0,32.0,3.0,2.0,11.0,6.0,10.0,69.0,2.0,11.0,2.0,4.0,26,6.0,36,15.0,51,5.0,16.0,11.0,5.0,18.0,2.0,12.0,11.0,1.0,6.0,29.0,2.0,5.0,17.0,40.0,1.0,7.0,34.0,2.0,2.0,15.0,2.0,3.0,,,3.0,3.0,1.0,2.0,,47.0,156,4.0,0.46938775510204084,0.5348837209302325,1.0,0.28125,0.3333333333333333,0.4444444444444444,0.28125,0.44954128440366975,0.625,0.5652173913043478,0.4432624113475177,0.6052631578947368,0.59375,0.47435897435897434,0.6363636363636364,0.625,0.22695035460992907,0.09174311926605505,0.05555555555555555,0.2,,24.18300653594771,0.6206896551724138,0.3333333333333333,0.11764705882352941,0.1015625,0.04296875,0.08163265306122448,0.03278688524590164,0.09836065573770492,0.04100946372239748,0.05357142857142857,0.04950495049504951,0.030303030303030304,0.023809523809523808,0.05263157894736842,0.06557377049180328,0.1,0.12631578947368421,,0.2222222222222222,0.0684931506849315,0.3333333333333333,0.2553191489361702,0.6111111111111112,0.6470588235294118,0.5,0.28368794326241137,0.425,0.53125,0.29411764705882354,0.23404255319148937,0.30303030303030304,0.30303030303030304,0.7,0.0851063829787234,0.16666666666666666,0.16666666666666666,1.0,0.14184397163120568,0.6842105263157895,0.6923076923076923,0.2222222222222222,0.05263157894736842,,,0.10526315789473684,0.34375,0.7272727272727273,0.0625,0.5,0.21875,0.48226950354609927,0.4795854609929079,0.49246666666666655,0.48662812499999997,0.09740259740259741,0.12295081967213115,0.18666666666666668,0.31333333333333335,8.357798165137616,24.3,0.23353293413173654,,,1.0,7.0,1.0,3.0,,7.0,,,,,0.35,0.35,1.0,0.5,1.0,0.42857142857142855,0.35,,,True,,,,,
916,1610612756,Corie Blount,Corie Blount,916,PHX,894.0,15,-3,23,28,14,19.0,3,51,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,33,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,2,,2,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,14,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,3.846153846153846,,,,0.2,,,,0.2,,,,,,,,0.2857142857142857,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.4033,,0.4033,,,,1.0,18.0,,0.6086956521739131,,,,,,,,,,,,,,,,,,,,,,True,,,,,
467,1610612756,Jason Kidd,Jason Kidd,467,PHX,40927.0,682,-51,1296,1286,231,218.0,161,2582,28.0,50.0,1.0,3.0,4.0,11.0,18.0,55.0,41.0,96.0,1.0,7.0,,1.0,,2.0,29.0,4.0,6.0,87.0,201.0,13.0,36.0,46.0,259.0,1276,4.0,16.0,2.0,5.0,,14.0,15.0,32.0,4.0,8.0,25.0,67.0,66.0,108.0,30.0,2.0,,29.0,7.0,136.0,17.0,153.0,14.0,3.0,54.0,33.0,49.0,323.0,9.0,12.0,2.0,7.0,86,6.0,99,23.0,122,7.0,31.0,20.0,11.0,39.0,17.0,28.0,23.0,2.0,11.0,62.0,4.0,13.0,12.0,28.0,,2.0,57.0,5.0,7.0,17.0,9.0,5.0,2.0,,3.0,5.0,3.0,,,67.0,231,2.0,0.3793103448275862,0.38372093023255816,0.7692307692307693,0.3611111111111111,0.4,0.5,0.3611111111111111,0.43283582089552236,0.25,0.46875,0.44936708860759494,0.3333333333333333,0.525,0.49034749034749037,0.3333333333333333,0.6226415094339622,0.1518987341772152,0.03482587064676617,0.06,0.01818181818181818,0.03125,21.500334896182185,0.6290322580645161,0.23076923076923078,0.05,0.1552346570397112,0.021505376344086023,0.08536585365853659,0.09183673469387756,0.14622641509433962,0.03201219512195122,0.022900763358778626,0.02654867256637168,0.014925373134328358,0.11864406779661017,0.05128205128205128,0.12686567164179105,0.18446601941747573,0.14485981308411214,0.1,0.045454545454545456,0.05426356589147287,0.6,0.2109704641350211,0.56,0.5957446808510638,0.42857142857142855,0.2320675105485232,0.32727272727272727,0.3333333333333333,0.1111111111111111,0.4050632911392405,0.4270833333333333,0.44086021505376344,0.4634146341463415,0.029535864978902954,0.14285714285714285,0.14285714285714285,1.0,0.12236286919831224,0.14285714285714285,0.3333333333333333,,0.047619047619047616,,,0.19047619047619047,0.275,0.36363636363636365,0.05,,0.15,0.3628691983122363,0.47586377118644063,0.46586944444444445,0.4974887499999999,0.072,0.07981220657276995,0.05405405405405406,0.25868725868725867,11.34328358208955,24.886111111111113,0.17824074074074073,1.0,,1.0,12.0,2.0,4.0,9.0,12.0,,1.0,,,0.41379310344827586,0.41379310344827586,0.75,0.5,1.0,0.6666666666666666,0.41379310344827586,0.02702702702702703,,True,,,,,
53,1610612756,Mario Elie,Mario Elie,53,PHX,30889.0,515,-13,967,958,95,98.0,119,1925,11.0,29.0,,2.0,,2.0,7.0,14.0,4.0,7.0,6.0,14.0,,1.0,1.0,3.0,19.0,3.0,2.0,22.0,50.0,12.0,33.0,14.0,94.0,912,1.0,5.0,1.0,4.0,2.0,7.0,,2.0,2.0,5.0,3.0,9.0,28.0,16.0,36.0,,,19.0,4.0,43.0,7.0,50.0,5.0,2.0,16.0,12.0,15.0,107.0,2.0,7.0,,3.0,41,1.0,45,9.0,54,1.0,16.0,13.0,3.0,18.0,8.0,13.0,11.0,1.0,5.0,29.0,2.0,3.0,7.0,31.0,1.0,,16.0,1.0,1.0,6.0,2.0,3.0,2.0,,1.0,3.0,1.0,,,9.0,95,2.0,0.6363636363636364,0.6363636363636364,1.0,0.36363636363636365,0.25,0.4,0.36363636363636365,0.44,0.2,,0.4819277108433735,0.2777777777777778,0.42857142857142855,0.5222222222222223,0.35,0.5,0.39759036144578314,0.08,0.10344827586206896,0.07142857142857142,,10.73038773669973,0.6206896551724138,0.0625,,0.0951276102088167,0.016786570743405275,0.04838709677419355,0.02702702702702703,0.08924949290060852,0.018329938900203666,0.01098901098901099,0.02857142857142857,0.006622516556291391,0.023255813953488372,0.03225806451612903,0.037383177570093455,0.10666666666666667,0.1206896551724138,0.047619047619047616,0.05,0.022222222222222223,0.3333333333333333,0.3493975903614458,0.3793103448275862,0.4230769230769231,0.7272727272727273,0.1686746987951807,0.5,0.5384615384615384,0.42857142857142855,0.08433734939759036,0.5714285714285714,0.5714285714285714,0.75,0.1686746987951807,0.42857142857142855,0.42857142857142855,1.0,0.2289156626506024,0.2222222222222222,,,0.1111111111111111,,,0.3333333333333333,0.2857142857142857,,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.7469879518072289,0.5363632530120482,0.5107,0.573857142857143,0.06818181818181818,0.10909090909090909,0.07446808510638298,0.09574468085106383,5.294,24.357575757575763,0.09824198552223372,1.0,,,6.0,1.0,1.0,,6.0,,,,,0.3157894736842105,0.3157894736842105,1.0,0.3333333333333333,1.0,0.5,0.3157894736842105,,,True,,,,,
