EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,ThreePtAssists,Arc3Assists,SelfOReb,2pt And 1 Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,AtRimPctBlocked,OffAtRimReboundPct,SelfORebPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,LostBallSteals,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3Assists,LostBallOutOfBoundsTurnovers,PtsUnassisted3s,HeaveMakes,on,OffensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1502,1610612744,Adonal Foyle,Adonal Foyle,1502,GSW,10578.0,176,1.0,353,353,122,131,57,706,12.0,17.0,7.0,10.0,2.0,2.0,3.0,15.0,1,15.0,33,4.0,34.0,338,7.0,11.0,3.0,17.0,2.0,8.0,4.0,14.0,16.0,14.0,3.0,9,9,5.0,1.0,3.0,18,6.0,15.0,1.0,6.0,18.0,2.0,26.0,22.0,48.0,3.0,3.0,4.0,2.0,2.0,7.0,2.0,1.0,11.0,1.0,4.0,16.0,26.0,2.0,3.0,14.0,5.0,2.0,23.0,14.0,2.0,7.0,23.0,18.0,1.0,4.0,122,2.0,0.4666666666666667,0.875,0.45454545454545453,0.6363636363636364,0.25,0.45454545454545453,0.6363636363636364,0.25,0.425,0.5666666666666667,0.2,0.09090909090909091,0.13333333333333333,1.0,12.23021582733813,0.36363636363636365,0.13333333333333333,0.05555555555555555,0.11920529801324503,0.09803921568627451,0.21428571428571427,0.25,0.1340782122905028,0.11864406779661017,0.07936507936507936,0.15384615384615385,0.2631578947368421,0.2,0.14,0.16216216216216217,0.078125,0.21052631578947367,0.2222222222222222,0.782608695652174,0.5151515151515151,0.7058823529411765,0.7058823529411765,0.4166666666666667,0.45454545454545453,0.2,0.23076923076923078,0.6666666666666666,0.030303030303030304,0.9090909090909091,0.7,0.25,1.0,0.5151515151515151,0.48366969696969697,0.5673,0.41205,0.13157894736842105,0.13157894736842105,0.5,0.11764705882352941,4.051515151515152,0.34560906515580736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1504,1610612744,Danny Fortson,Danny Fortson,1504,GSW,6342.0,106,-19.0,225,219,101,93,36,444,9.0,14.0,6.0,8.0,8.0,13.0,5.0,8.0,2,14.0,24,28.0,56.0,235,6.0,11.0,6.0,18.0,10.0,17.0,37.0,10.0,18.0,12.0,4.0,1,2,1.0,,,5,1.0,13.0,,7.0,30.0,6.0,43.0,14.0,57.0,1.0,1.0,,1.0,,5.0,,3.0,5.0,,2.0,6.0,13.0,6.0,,33.0,13.0,5.0,,,,,,,,37.0,101,3.0,0.35714285714285715,0.625,0.5833333333333334,0.5454545454545454,0.5882352941176471,0.5833333333333334,0.5454545454545454,0.5882352941176471,0.717948717948718,0.6428571428571429,0.7115384615384616,0.16666666666666666,0.125,0.5,16.47940074906367,,0.5454545454545454,,0.40540540540540543,0.14285714285714285,0.4117647058823529,0.058823529411764705,0.4065934065934066,0.12962962962962962,0.16216216216216217,0.058823529411764705,,0.25,0.4,0.47368421052631576,0.37142857142857144,0.3076923076923077,0.75,,0.5833333333333334,0.6428571428571429,0.75,0.2222222222222222,0.3333333333333333,0.625,0.7142857142857143,0.6,0.08333333333333333,0.7272727272727273,0.75,0.7647058823529411,0.6153846153846154,0.5833333333333334,0.47232499999999994,0.4959727272727273,0.4911235294117647,0.38235294117647056,0.38235294117647056,0.32142857142857145,0.6607142857142857,4.141666666666666,0.4488888888888889,17.0,1.0,1.0,1.0,3.0,1.0,1.0,0.14285714285714285,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
168,1610612744,Chris Mills,Chris Mills,168,GSW,29622.0,494,-37.0,988,979,328,303,152,1967,16.0,22.0,7.0,12.0,9.0,11.0,18.0,59.0,85,64.0,166,31.0,180.0,989,11.0,26.0,6.0,28.0,19.0,50.0,58.0,78.0,50.0,12.0,9.0,16,18,7.0,7.0,2.0,38,7.0,15.0,2.0,9.0,53.0,7.0,69.0,24.0,93.0,9.0,5.0,10.0,2.0,6.0,10.0,4.0,1.0,20.0,2.0,6.0,20.0,43.0,3.0,5.0,36.0,16.0,2.0,5.0,2.0,,3.0,5.0,2.0,,58.0,328,8.0,0.609375,0.6724137931034483,0.3855421686746988,0.4230769230769231,0.38,0.3900523560209424,0.39285714285714285,0.4166666666666667,0.4323671497584541,0.4375,0.4461538461538462,0.05421686746987952,0.1016949152542373,0.011764705882352941,19.48497854077253,0.5,0.2,0.0425531914893617,0.1358974358974359,0.03571428571428571,0.10465116279069768,0.09210526315789473,0.13025210084033614,0.04435483870967742,0.04093567251461988,0.03636363636363636,0.11475409836065574,,0.07758620689655173,0.13793103448275862,0.17721518987341772,0.09523809523809523,0.13043478260869565,0.4,0.11518324607329843,0.7272727272727273,0.8,0.6875,0.3089005235602094,0.3050847457627119,0.33962264150943394,0.4444444444444444,0.44502617801047123,0.42857142857142855,0.5833333333333334,0.18333333333333332,0.8181818181818182,0.24607329842931938,0.42173342105263173,0.44306538461538447,0.4213220338983051,0.07804878048780488,0.08888888888888889,0.15555555555555556,0.32222222222222224,12.358433734939762,0.3319838056680162,8.0,2.0,2.0,3.0,2.0,,,0.09090909090909091,0.023809523809523808,0.027777777777777776,30.0,3.0,8.0,1.0,2.0,3.0,4.0,17.0,1.0,2.0,7.0,7.0,25.0,2.0,4.0,10.0,21.0,1.0,16.0,4.0,1.0,4.0,2.0,1.0,0.28,0.4,0.2916666666666667,0.13089005235602094,0.04,0.058823529411764705,0.35294117647058826,0.35714285714285715,0.6666666666666666,0.041884816753926704,0.375,0.375,1.0,0.08900523560209424,0.23529411764705882,0.25,1.0,0.42857142857142855,0.03571428571428571,0.03571428571428571,0.05,0.6666666666666666,0.11666666666666667,0.2857142857142857,0.25,25.424,,,,,True,,,,,,,,,,,,,,,
1712,1610612744,Antawn Jamison,Antawn Jamison,1712,GSW,22960.0,383,,757,751,223,224,115,1508,33.0,48.0,13.0,23.0,11.0,13.0,26.0,61.0,55,83.0,164,34.0,221.0,750,18.0,34.0,7.0,43.0,22.0,38.0,62.0,108.0,58.0,22.0,9.0,11,14,5.0,4.0,2.0,31,4.0,26.0,1.0,10.0,40.0,8.0,58.0,31.0,89.0,13.0,8.0,17.0,,10.0,7.0,7.0,,24.0,3.0,6.0,13.0,31.0,3.0,3.0,62.0,27.0,8.0,2.0,1.0,,1.0,2.0,2.0,,62.0,223,7.0,0.6506024096385542,0.75,0.5060975609756098,0.5294117647058824,0.5789473684210527,0.5026881720430108,0.5294117647058824,0.5222222222222223,0.5163551401869159,0.5512820512820513,0.5254237288135594,0.054878048780487805,0.09836065573770492,,26.659167604049493,0.7083333333333334,0.3333333333333333,0.03125,0.13114754098360656,0.08333333333333333,0.15384615384615385,0.06557377049180328,0.13513513513513514,0.08042895442359249,0.07575757575757576,0.06956521739130435,0.061224489795918366,0.08333333333333333,0.06741573033707865,0.13978494623655913,0.17073170731707318,0.2,,1.0,0.25806451612903225,0.6875,0.7333333333333333,0.5454545454545454,0.3279569892473118,0.4262295081967213,0.4727272727272727,0.5384615384615384,0.2956989247311828,0.6764705882352942,0.5652173913043478,0.28888888888888886,0.8461538461538461,0.3763440860215054,0.45461854838709675,0.4988655172413793,0.46062444444444445,0.13106796116504854,0.14673913043478262,0.19457013574660634,0.28054298642533937,9.228048780487807,0.29458388375165123,15.0,3.0,2.0,2.0,7.0,2.0,1.0,0.0625,0.12307692307692308,0.023255813953488372,24.0,1.0,2.0,,,1.0,6.0,20.0,,1.0,6.0,7.0,22.0,,1.0,7.0,21.0,,20.0,6.0,,5.0,,1.0,0.3181818181818182,0.14285714285714285,0.3181818181818182,0.11827956989247312,,,0.43636363636363634,0.43636363636363634,0.9166666666666666,0.010752688172043012,0.5,0.5,1.0,0.10752688172043011,0.3,0.3,1.0,0.15384615384615385,,,0.022222222222222223,,0.13333333333333333,0.16666666666666666,0.3,25.013636363636362,1.0,1.0,,,True,,,,,,,,,,,,,,,
1716,1610612744,Larry Hughes,Larry Hughes,1716,GSW,21561.0,359,-36.0,722,716,232,188,115,1438,28.0,44.0,6.0,8.0,10.0,15.0,16.0,46.0,50,64.0,140,39.0,188.0,731,12.0,17.0,5.0,29.0,22.0,44.0,71.0,66.0,62.0,10.0,10.0,32,37,13.0,10.0,9.0,79,2.0,13.0,,11.0,33.0,,44.0,15.0,59.0,17.0,16.0,21.0,1.0,15.0,12.0,6.0,1.0,33.0,,13.0,16.0,29.0,,4.0,51.0,19.0,8.0,7.0,4.0,1.0,2.0,7.0,4.0,,71.0,232,3.0,0.515625,0.559322033898305,0.45714285714285713,0.7058823529411765,0.5,0.45987654320987653,0.5714285714285714,0.5196078431372549,0.5054054054054054,0.6041666666666666,0.5725806451612904,0.07142857142857142,0.10869565217391304,,25.526932084309134,0.6363636363636364,,,0.11538461538461539,0.04075235109717868,0.15942028985507245,0.04,0.12394366197183099,0.04065040650406504,0.061068702290076333,0.00847457627118644,0.05,,0.1111111111111111,0.10112359550561797,0.12931034482758622,0.19230769230769232,0.058823529411764705,0.5714285714285714,0.2716049382716049,0.6363636363636364,0.717948717948718,0.5,0.2839506172839506,0.34782608695652173,0.3902439024390244,0.4375,0.30864197530864196,0.38095238095238093,0.75,0.29411764705882354,0.6666666666666666,0.4074074074074074,0.46820555555555554,0.49476052631578943,0.45668431372549023,0.10734463276836158,0.12258064516129032,0.15425531914893617,0.3776595744680851,9.68357142857143,0.32132963988919666,18.0,5.0,2.0,2.0,4.0,,,0.11363636363636363,0.05714285714285714,0.024691358024691357,20.0,2.0,6.0,1.0,1.0,2.0,5.0,16.0,3.0,2.0,5.0,7.0,22.0,4.0,3.0,7.0,18.0,,16.0,5.0,,1.0,1.0,0.8571428571428571,0.3181818181818182,0.42857142857142855,0.3181818181818182,0.13580246913580246,,,0.4,0.4,0.6,0.037037037037037035,0.3333333333333333,0.3333333333333333,1.0,0.09876543209876543,0.3125,0.3125,0.8,,0.047619047619047616,0.14285714285714285,0.0392156862745098,0.5,0.09803921568627451,0.4,0.3125,24.559090909090912,3.0,2.0,3.0,,True,,,,,,,,,,,,,,,
219,1610612744,Vinny Del Negro,Vinny Del Negro,219,GSW,6772.0,113,5.0,228,222,75,67,38,450,1.0,2.0,,,,,2.0,8.0,11,7.0,21,3.0,20.0,223,1.0,1.0,,2.0,2.0,6.0,10.0,8.0,6.0,,1.0,11,15,2.0,4.0,5.0,34,,,,,11.0,,11.0,,11.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,6.0,,,3.0,1.0,,,,,,,,,10.0,75,2.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,1.0,0.3333333333333333,0.3695652173913043,1.0,0.4375,0.3958333333333333,1.0,0.5,0.047619047619047616,0.125,,9.157509157509157,1.0,,,0.125,,,,0.10185185185185185,,,,,,0.15151515151515152,0.12,0.1,,,,0.08695652173913043,0.5,0.5,,0.34782608695652173,0.25,0.2857142857142857,0.5,0.4782608695652174,,,,,0.17391304347826086,0.40838181818181823,0.4179,0.4220714285714286,0.041666666666666664,0.045454545454545456,0.1,0.5,13.27142857142857,0.32894736842105265,3.0,4.0,2.0,,,,,,,,4.0,,,,,,1.0,2.0,,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,1.0,,,,1.0,1.0,1.0,0.5,0.5,,0.08695652173913043,,,0.36363636363636365,0.36363636363636365,0.75,,,,,0.08695652173913043,0.5,0.5,1.0,,,,,,0.25,0.5,,35.25,2.0,,,1.0,True,,,,,,,,,,,,,,,
302,1610612744,Mookie Blaylock,Mookie Blaylock,302,GSW,11252.0,188,-29.0,390,377,158,170,58,767,4.0,8.0,,1.0,2.0,4.0,,4.0,28,13.0,40,3.0,44.0,382,,2.0,,,4.0,16.0,15.0,12.0,14.0,,,38,44,12.0,14.0,12.0,94,1.0,5.0,,3.0,14.0,1.0,18.0,6.0,24.0,13.0,5.0,9.0,1.0,6.0,2.0,3.0,,11.0,,5.0,5.0,11.0,,,4.0,1.0,1.0,2.0,,,2.0,2.0,2.0,1.0,15.0,158,2.0,0.46153846153846156,0.46153846153846156,0.325,,0.25,0.35344827586206895,,0.2916666666666667,0.36666666666666664,,0.3,,,,15.536105032822757,0.8181818181818182,0.1111111111111111,,0.0945945945945946,0.029411764705882353,0.11538461538461539,0.034482758620689655,0.09770114942528736,0.03015075376884422,0.01639344262295082,0.05,0.043478260869565216,,0.09302325581395349,0.07317073170731707,0.109375,0.05263157894736842,0.2857142857142857,1.0,0.13793103448275862,0.5,0.5,0.5,0.06896551724137931,,,,0.4827586206896552,0.5,,0.16666666666666666,0.5,0.4482758620689655,0.4526052631578948,0.3514,0.4342717391304348,0.01694915254237288,0.024390243902439025,,0.3409090909090909,14.129999999999999,0.40512820512820513,1.0,6.0,3.0,,,,,,,,9.0,4.0,7.0,,1.0,2.0,1.0,11.0,,1.0,6.0,5.0,18.0,,2.0,8.0,15.0,1.0,10.0,1.0,,8.0,,1.0,0.2777777777777778,0.25,0.29411764705882354,0.3103448275862069,,,0.32142857142857145,0.32142857142857145,0.4444444444444444,0.1206896551724138,0.5714285714285714,0.5714285714285714,1.0,0.1896551724137931,0.09090909090909091,0.09090909090909091,1.0,,,,0.08333333333333333,0.5,0.25,0.16666666666666666,0.1,25.66111111111111,3.0,,,,True,,,,,,,,,,,,,,,
1907,1610612744,Vonteego Cummings,Vonteego Cummings,1907,GSW,2720.0,45,-2.0,93,91,33,36,13,184,1.0,3.0,,,,2.0,1.0,4.0,4,3.0,11,,21.0,101,,1.0,,,1.0,4.0,8.0,2.0,4.0,,1.0,8,10,2.0,1.0,5.0,22,,2.0,,,2.0,,2.0,2.0,4.0,3.0,2.0,,,,1.0,,,1.0,,,1.0,7.0,,,,,,,,,,,,,8.0,33,3.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,,0.25,0.525,,0.5714285714285714,0.525,,0.5714285714285714,0.09090909090909091,,,18.918918918918916,,,,0.058823529411764705,0.047619047619047616,,,0.045454545454545456,0.0392156862745098,,0.0625,,,,0.1111111111111111,0.07142857142857142,,,,0.15,0.3333333333333333,0.5,,0.2,0.25,0.25,,0.2,,,0.2857142857142857,,0.6,0.4947725,0.4423,0.5239857142857143,,,,0.38095238095238093,9.49090909090909,0.3548387096774194,,2.0,2.0,1.0,,,,0.3333333333333333,0.125,0.1,1.0,,,,,,5.0,9.0,,2.0,3.0,5.0,9.0,,2.0,3.0,3.0,,9.0,5.0,,1.0,,0.2,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.45,,,0.25,0.25,1.0,,,,,0.45,0.5555555555555556,0.5555555555555556,0.2,,,,,,0.42857142857142855,0.6666666666666666,0.5555555555555556,24.88888888888889,,,12.0,,True,,,,,,,,,,,,,,,
2084,1610612744,Chris Porter,Chris Porter,2084,GSW,950.0,16,-11.0,29,30,4,7,5,59,,,,,,,1.0,1.0,2,1.0,3,2.0,4.0,41,,,,,,,,2.0,,,,1,1,,1.0,,2,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,2.0,,,,,,,,,,4,,1.0,1.0,0.3333333333333333,,,0.25,,,0.3333333333333333,,,,,,17.64705882352941,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,0.5,,,,,0.25,0.3970625,,0.37725,0.3333333333333333,0.4,,,14.966666666666669,0.13793103448275862,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,0.25,,,,,,,,,,0.25,,,,,,,,,1.0,,,25.4,,,,,True,,,,,,,,,,,,,,,
904,1610612744,Chris Mullin,Chris Mullin,904,GSW,1628.0,27,9.0,56,52,29,16,11,108,,1.0,,,,,1.0,2.0,4,2.0,7,2.0,9.0,43,,1.0,,,,1.0,5.0,2.0,2.0,,1.0,2,2,,1.0,1.0,4,,1.0,,1.0,,,1.0,1.0,2.0,1.0,,3.0,,3.0,1.0,,,4.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,,5.0,29,,0.5,0.5,0.2857142857142857,,,0.35,,0.75,0.4090909090909091,,0.8333333333333334,0.14285714285714285,,,22.058823529411764,0.75,,,,0.047619047619047616,0.25,,0.041666666666666664,0.04,,0.06666666666666667,,,,,,0.3333333333333333,,,0.1,,,,0.2,0.5,0.5,1.0,0.4,,,,,0.4,0.44639500000000004,,0.5147,,,,0.5555555555555556,13.357142857142858,0.5178571428571429,2.0,,,,,,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,1.0,3.0,,1.0,1.0,3.0,,1.0,,,1.0,,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3,,,0.25,0.25,,0.2,0.5,0.5,1.0,0.1,,,,,,,0.5,1.0,,,,23.8,,,,,True,,,,,,,,,,,,,,,
