EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,SecondChanceFG2A,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Offensive Fouls,OffAtRimReboundPct,ShortMidRangeFrequency,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,BlockedLongMidRange,OffArc3ReboundPct,LongMidRangePctAssisted,AtRimAssists,HeaveAttempts,ShortMidRangePctBlocked,LongMidRangePctBlocked,BadPassOutOfBoundsTurnovers,Travels,Defensive 3 Seconds Violations,BlockedShortMidRange,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Technical Free Throw Trips,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls
1065,1610612752,Erick Strickland,Erick Strickland,1065,NYK,908.0,15,-5.0,27,26.0,17.0,12.0,7,53,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,3,2.0,5.0,8.0,24.0,1.0,2.0,3.0,1.0,2.0,5.0,6.0,2.0,6.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,17.0,1.0,1.0,0.4,0.5,0.4,0.4,0.3333333333333333,0.5,0.75,0.5,0.5,0.75,0.5,0.625,28.571428571428573,1.0,1.0,0.3333333333333333,0.13333333333333333,0.25,0.3,0.1,0.2222222222222222,0.2,1.0,0.3333333333333333,0.2,0.375,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.625,0.3333333333333333,0.44593750000000004,0.49260000000000004,0.46,0.375,0.75,17.166666666666668,24.640000000000004,0.6296296296296297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
164,1610612752,Chris Childs,Chris Childs,164,NYK,1202.0,20,-10.0,34,36.0,12.0,17.0,6,70,1.0,1.0,,1.0,,,,3.0,,,,1.0,1.0,2,,4.0,2.0,35.0,,,,1.0,,1.0,,2.0,,3.0,,1.0,,,,,1.0,1.0,,1.0,1.0,2.0,,2.0,3.0,,12.0,,,,,,,0.5,0.16666666666666666,,,0.16666666666666666,,,0.6666666666666666,19.51219512195122,0.5,,,0.0625,,,0.043478260869565216,,,,,,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,0.5,,,,,,,,,0.5,,0.6666666666666666,,0.5025166666666667,,0.48365,,,17.25,24.425,0.35294117647058826,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,2329.0,39,1.0,71,69.0,50.0,35.0,15,140,,6.0,,2.0,,,2.0,2.0,,,1.0,1.0,4.0,14,2.0,4.0,17.0,67.0,,,2.0,8.0,1.0,1.0,12.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,,3.0,1.0,4.0,,,,1.0,1.0,,1.0,12.0,50.0,1.0,0.5,0.5,,1.0,0.5,0.2857142857142857,0.3888888888888889,0.3333333333333333,0.5,0.4473684210526316,0.3333333333333333,0.6,0.2222222222222222,22.988505747126435,,,0.1111111111111111,0.030303030303030304,0.07692307692307693,0.0967741935483871,0.02631578947368421,,0.16666666666666666,0.1,0.08333333333333333,,0.3333333333333333,,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,0.5,,,,,,0.1111111111111111,1.0,0.4444444444444444,1.0,0.4666444444444444,0.41240000000000004,0.4693333333333334,0.11764705882352941,0.7058823529411765,10.571428571428571,23.625,0.704225352112676,4.0,3.0,1.0,2.0,3.0,1.0,1.0,,8.0,,,,1.0,,0.14285714285714285,0.2222222222222222,3.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,0.375,0.07142857142857142,0.25,0.2222222222222222,0.75,1.0,0.6666666666666666,0.25,0.25,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.05555555555555555,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
280,1610612752,Felton Spencer,Felton Spencer,280,NYK,6733.0,112,12.0,202,202.0,77.0,82.0,34,404,,,,,,,,,,,,,12.0,20,,,39.0,195.0,,,14.0,10.0,,,15.0,6.0,,,,13.0,6.0,11.0,2.0,19.0,16.0,35.0,,6.0,4.0,11.0,4.0,7.0,24.0,15.0,77.0,4.0,,,,,,0.6,0.6,0.6666666666666666,0.4,0.609375,0.5833333333333334,0.5,,17.695473251028805,0.5454545454545454,0.3333333333333333,0.16176470588235295,0.14285714285714285,0.25,0.18478260869565216,0.14018691588785046,0.05128205128205128,0.125,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,0.85,,0.5277299999999999,0.5488833333333334,0.55766,0.358974358974359,0.38461538461538464,1.3050000000000002,,0.3811881188118812,3.0,6.0,2.0,,2.0,,,2.0,4.0,2.0,2.0,,5.0,3.0,0.2727272727272727,0.15,11.0,17.0,4.0,6.0,4.0,8.0,1.0,15.0,4.0,4.0,7.0,18.0,,6.0,1.0,,,25.0,1.0,11.0,2.0,0.75,1.0,0.6666666666666666,0.4,0.05,0.058823529411764705,0.85,0.6470588235294118,0.6875,0.7272727272727273,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.8,0.5,0.36666666666666664,0.36666666666666664,6.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.08333333333333333,0.125,0.16666666666666666,0.3333333333333333,0.21428571428571427,0.25,0.5,1.0,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
969,1610612752,Travis Knight,Travis Knight,969,NYK,2801.0,47,,85,87.0,52.0,46.0,17,172,3.0,10.0,,,,,,,,,,,4.0,13,,,8.0,78.0,,,4.0,7.0,,,2.0,2.0,,,,2.0,1.0,7.0,,8.0,3.0,11.0,,1.0,,1.0,1.0,3.0,5.0,2.0,52.0,2.0,,,,,,0.3076923076923077,0.3076923076923077,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.6666666666666666,0.125,,14.423076923076923,1.0,,0.2916666666666667,0.04878048780487805,0.0625,0.2,0.0625,0.047619047619047616,0.42857142857142855,0.15384615384615385,,,0.7692307692307693,0.3,0.3,,,,,,,,,,,,,,,,0.15384615384615385,,0.3944230769230769,0.46305,0.3961428571428572,0.5,0.25,15.430769230769233,,0.611764705882353,1.0,3.0,,1.0,1.0,1.0,,,3.0,,,,,,0.125,0.07692307692307693,1.0,2.0,1.0,1.0,,1.0,,,2.0,1.0,,6.0,,2.0,,,,2.0,,,1.0,0.75,1.0,0.6666666666666666,0.14285714285714285,,,0.15384615384615385,0.5,0.5,,,,0.3333333333333333,1.0,0.14285714285714285,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,0.14285714285714285,,,0.5,0.5,1.0,,,1.0,0.25,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
779,1610612752,Glen Rice,Glen Rice,779,NYK,3080.0,51,3.0,90,88.0,24.0,24.0,14,178,2.0,9.0,,,,,2.0,2.0,,,,,7.0,17,2.0,2.0,20.0,88.0,,,4.0,5.0,,,2.0,4.0,6.0,2.0,2.0,2.0,1.0,7.0,,8.0,2.0,10.0,1.0,1.0,,1.0,,2.0,4.0,2.0,24.0,1.0,1.0,1.0,,,1.0,0.4117647058823529,0.5263157894736842,1.0,0.2,0.5263157894736842,1.0,0.2,0.10526315789473684,18.69158878504673,1.0,,0.22580645161290322,0.047619047619047616,0.2,0.2222222222222222,0.04,0.05,0.23076923076923078,0.16666666666666666,,0.14285714285714285,0.47368421052631576,0.2222222222222222,0.2222222222222222,,,,,0.10526315789473684,1.0,1.0,1.0,,,,,,,,0.3684210526315789,1.0,0.46168947368421054,0.4711,0.48236,0.2,0.1,11.188235294117645,24.700000000000003,0.26666666666666666,3.0,2.0,2.0,2.0,4.0,1.0,,,10.0,1.0,,1.0,,,0.1111111111111111,0.15789473684210525,2.0,5.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,,10.0,,2.0,3.0,1.0,,1.0,1.0,1.0,,0.7142857142857143,0.8333333333333334,1.0,0.2,0.17647058823529413,0.6,0.2631578947368421,0.4,1.0,0.5,1.0,1.0,0.5,1.0,0.4,0.5,0.05263157894736842,0.058823529411764705,,,,1.0,,,,,,,,,,,0.3333333333333333,1.0,,1.0,,,,0.5,2.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,
275,1610612752,Allan Houston,Allan Houston,275,NYK,2041.0,34,1.0,65,64.0,19.0,25.0,9,129,5.0,8.0,,,,,1.0,3.0,,,1.0,2.0,5.0,10,1.0,3.0,15.0,66.0,,,,,1.0,2.0,5.0,,,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,3.0,5.0,5.0,19.0,2.0,,0.3333333333333333,,0.5,0.5,0.5,0.5,,0.75,0.5357142857142857,,0.8333333333333334,0.23076923076923078,17.94871794871795,,,,,,,0.029411764705882353,,,,,0.25,0.6153846153846154,0.625,0.7142857142857143,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,,,,,1.0,0.5,0.3076923076923077,0.5,0.44753333333333334,,0.6195,,0.3333333333333333,14.98,30.866666666666664,0.2923076923076923,1.0,,4.0,,4.0,,1.0,2.0,8.0,,,,,,,0.07692307692307693,,1.0,,,,,,2.0,,,2.0,10.0,3.0,,2.0,,,2.0,,,1.0,1.0,1.0,,,0.2,,0.07692307692307693,,,,,,,,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,,,,,,,0.25,1.0,1.0,1.0,1.0,0.125,,,,,True,,,,,,,,,,,,,,,,,,,
369,1610612752,Charlie Ward,Charlie Ward,369,NYK,3412.0,57,23.0,106,101.0,45.0,33.0,17,207,2.0,3.0,2.0,3.0,,,2.0,4.0,,,1.0,2.0,4.0,11,4.0,7.0,25.0,94.0,,,1.0,5.0,1.0,2.0,12.0,8.0,6.0,4.0,2.0,1.0,1.0,4.0,,5.0,2.0,7.0,,3.0,3.0,5.0,2.0,3.0,4.0,12.0,45.0,,0.5,0.5714285714285714,,0.5,0.5714285714285714,0.36363636363636365,0.5555555555555556,,0.5,0.5681818181818182,0.5,0.6,0.3888888888888889,21.6,0.6,,0.11764705882352941,0.022727272727272728,0.07142857142857142,0.10416666666666667,0.02040816326530612,,,0.1875,0.09090909090909091,,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.2222222222222222,0.5,0.5,,,,,,,0.2857142857142857,0.5,0.7222222222222222,0.5,0.4696888888888889,,0.3925714285714285,0.04,0.48,7.50909090909091,24.87142857142857,0.42452830188679247,2.0,,13.0,2.0,15.0,2.0,1.0,4.0,32.0,1.0,1.0,,2.0,,0.08333333333333333,0.1111111111111111,2.0,6.0,,,1.0,3.0,,5.0,,2.0,5.0,,6.0,,,,,8.0,,1.0,3.0,,,,0.4,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,0.42857142857142855,0.3333333333333333,0.05263157894736842,0.08333333333333333,1.0,,1.0,,,1.0,,,,,0.1111111111111111,,,,0.25,,,,,,,,8.0,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,
1594,1610612752,Rick Brunson,Rick Brunson,1594,NYK,584.0,10,8.0,17,17.0,,5.0,4,34,2.0,3.0,,,,,,,,,,,3.0,4,,,6.0,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,1.0,,0.75,1.0,,,18.181818181818183,,,,,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,0.362325,0.3107,,0.3333333333333333,,16.025,,,1.0,1.0,3.0,,3.0,,1.0,1.0,6.0,1.0,1.0,,,,,0.25,,,,,,,1.0,,1.0,,,6.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,
349,1610612752,Mark Jackson,Mark Jackson,349,NYK,1928.0,32,3.0,58,61.0,14.0,30.0,8,119,,1.0,,1.0,,,1.0,2.0,,,1.0,1.0,1.0,5,1.0,3.0,5.0,58.0,,,,,1.0,1.0,3.0,2.0,3.0,2.0,1.0,,1.0,3.0,1.0,5.0,,5.0,,,,,,,1.0,3.0,14.0,1.0,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.2,0.3125,,1.5,0.3125,,1.5,0.375,11.594202898550726,,1.0,0.13043478260869565,,0.2,0.14285714285714285,,,0.375,,0.25,,0.125,,,0.125,,,,0.25,0.5,0.5,1.0,,,,,,1.0,1.0,0.5,0.5,0.43963125000000003,0.4279,0.4989,,0.6,9.86,24.366666666666664,0.2413793103448276,3.0,1.0,8.0,,8.0,,1.0,4.0,16.0,1.0,1.0,,,,,0.375,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,
