EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,Travels,2pt And 1 Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffAtRimReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SelfOReb,SelfORebPct,FTOffRebounds,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,BlockedCorner3,HeaveMakes,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls,Arc3PctBlocked,on
128,1610612762,David Benoit,David Benoit,128,UTA,12218.0,204,-28.0,387,384,109,141,41,771,10,17,3.0,4,3.0,5,4.0,14,9.0,28,1.0,3.0,4.0,2.0,23,59,1.0,7.0,19,68,399,4.0,7,1.0,9.0,9,17,2.0,4,22,38,8,3.0,4.0,4.0,7,9,1.0,10,1.0,7,2.0,21,2.0,4,4.0,25,5.0,34,6,40,5,2.0,3.0,8.0,2.0,3.0,10.0,1.0,5.0,18,1.0,2.0,12,35,2.0,5.0,22,2.0,8,2.0,3.0,3.0,3.0,2.0,1.0,22,109,5,0.8260869565217391,0.9047619047619048,1.0,0.14285714285714285,0.14285714285714285,0.3898305084745763,0.5714285714285714,0.5294117647058824,0.3712121212121212,0.5714285714285714,0.47368421052631576,0.4407894736842105,0.5625,0.5238095238095238,0.10606060606060606,0.11864406779661017,0.23529411764705882,0.21428571428571427,21.559633027522935,0.4444444444444444,0.38461538461538464,0.1736111111111111,0.027972027972027972,0.1,0.11764705882352941,0.15760869565217392,0.0375,0.045454545454545456,0.031746031746031744,0.09090909090909091,0.16666666666666666,0.23684210526315788,0.13333333333333333,0.16393442622950818,0.10344827586206896,0.09090909090909091,0.6666666666666666,0.25757575757575757,0.5882352941176471,0.7692307692307693,0.8,0.21212121212121213,0.2857142857142857,0.36363636363636365,0.75,0.42424242424242425,0.32142857142857145,0.32142857142857145,0.8888888888888888,0.045454545454545456,0.3333333333333333,0.3333333333333333,1.0,0.06060606060606061,0.5714285714285714,0.75,0.3333333333333333,0.2631578947368421,0.6,0.10526315789473684,0.36363636363636365,0.4440727272727272,0.50575,0.42568947368421045,0.10810810810810811,0.11940298507462686,0.1323529411764706,0.3235294117647059,11.028813559322035,24.142857142857142,0.28165374677002586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1521,1610612762,Jacque Vaughn,Jacque Vaughn,1521,UTA,42391.0,707,-48.0,1283,1267,311,412,167,2550,21,44,2.0,3,7.0,13,4.0,14,38.0,90,2.0,4.0,34.0,12.0,63,148,19.0,38.0,59,242,1279,5.0,14,4.0,26.0,18,38,15.0,25,73,30,96,24.0,,33.0,10,113,19.0,132,9.0,52,47.0,283,,7,13.0,47,1.0,61,7,68,19,8.0,11.0,35.0,11.0,31.0,24.0,1.0,4.0,59,4.0,10.0,19,73,1.0,4.0,69,14.0,19,10.0,1.0,,1.0,,,73,311,11,0.23809523809523808,0.23809523809523808,0.42105263157894735,0.5,0.5135135135135135,0.42567567567567566,0.35714285714285715,0.47368421052631576,0.49193548387096775,0.55,0.4528301886792453,0.5422535211267606,0.5952380952380952,0.5298507462686567,0.20430107526881722,0.06756756756756757,0.18181818181818182,0.07142857142857142,18.273769386378962,0.5932203389830508,0.018518518518518517,0.09832635983263599,0.013779527559055118,0.10236220472440945,,0.09917355371900827,0.011764705882352941,0.00625,0.009900990099009901,,,0.13157894736842105,0.08536585365853659,0.09,0.10204081632653061,0.10344827586206896,,0.23655913978494625,0.4772727272727273,0.5833333333333334,0.14285714285714285,0.07526881720430108,0.2857142857142857,0.3076923076923077,0.25,0.4838709677419355,0.4222222222222222,0.42696629213483145,0.2894736842105263,0.021505376344086023,0.5,0.5,1.0,0.1827956989247312,0.15,0.6666666666666666,,0.24528301886792453,0.5384615384615384,0.22641509433962265,0.44086021505376344,0.460067027027027,0.44970499999999997,0.43845576923076934,0.09359605911330049,0.11515151515151516,0.10743801652892562,0.30165289256198347,12.284459459459457,25.48157894736842,0.24240062353858144,1.0,1.0,2.0,3.0,17.0,3.0,5.0,2.0,4.0,6.0,4.0,33.0,1.0,17.0,10.0,14.0,5.0,2.0,1.0,0.6666666666666666,0.26666666666666666,0.011111111111111112,0.0273972602739726,0.5,0.5,0.35294117647058826,0.05,1.0,1.0,0.25,0.6,0.3333333333333333,0.05660377358490566,0.6666666666666666,0.16666666666666666,0.5151515151515151,,,,,,,,,,,,,,,,,,,,True
178,1610612762,Olden Polynice,Olden Polynice,178,UTA,4568.0,76,-26.0,150,143,55,73,17,293,5,9,1.0,3,2.0,5,3.0,10,2.0,4,,,1.0,1.0,10,23,,1.0,2,22,168,1.0,3,1.0,3.0,3,12,1.0,1,7,10,10,,,1.0,1,3,,3,,1,2.0,6,2.0,8,2.0,1,2.0,5,10,15,1,,1.0,2.0,,2.0,3.0,,,5,,,4,11,1.0,3.0,6,,3,,2.0,,2.0,1.0,,7,55,3,0.5,0.5,,,,0.43478260869565216,0.3333333333333333,0.25,0.4166666666666667,0.3333333333333333,0.23076923076923078,0.4074074074074074,0.3,0.25,0.041666666666666664,0.043478260869565216,,,18.497109826589597,0.4,0.2,0.02631578947368421,0.1568627450980392,0.2,0.125,0.0625,0.14925373134328357,0.29411764705882354,0.08333333333333333,0.16666666666666666,,,0.07692307692307693,,0.4,,0.5,0.375,0.5555555555555556,0.5555555555555556,0.6,0.4166666666666667,0.3,0.3,0.3333333333333333,0.16666666666666666,0.5,0.6666666666666666,0.5,,,,,0.041666666666666664,1.0,0.3333333333333333,,0.38461538461538464,0.4,0.07692307692307693,0.4166666666666667,0.416795652173913,0.50885,0.4006166666666667,0.1111111111111111,0.11538461538461539,0.13636363636363635,0.3181818181818182,7.3304347826086955,39.4,0.36666666666666664,,,,,,,,,,,,,,,,,,,2.0,,,0.25,0.1,,,,,,,,,,,,,,2.0,0.18181818181818182,,,,,,,,,,,,,,,,,,True
2052,1610612762,DeShawn Stevenson,DeShawn Stevenson,2052,UTA,9062.0,151,-26.0,295,287,107,130,37,582,13,20,3.0,3,4.0,5,3.0,12,1.0,12,,2.0,4.0,1.0,17,44,1.0,6.0,18,55,290,3.0,4,2.0,8.0,6,13,1.0,6,18,24,10,3.0,4.0,4.0,6,7,,7,,6,,14,1.0,3,1.0,7,1.0,9,4,13,7,3.0,4.0,7.0,2.0,4.0,10.0,3.0,3.0,17,2.0,8.0,6,19,1.0,1.0,23,,11,1.0,,,,,,18,107,3,0.7058823529411765,0.8,1.0,0.16666666666666666,0.16666666666666666,0.38636363636363635,0.75,0.46153846153846156,0.37,0.75,0.42857142857142855,0.45081967213114754,0.8,0.5294117647058824,0.12,0.13636363636363635,0.15,0.25,23.14540059347181,0.4117647058823529,0.07692307692307693,0.07142857142857142,0.027522935779816515,0.03333333333333333,0.05,0.0625,0.031007751937984496,,0.024390243902439025,0.07692307692307693,,0.05555555555555555,0.09090909090909091,0.05555555555555555,0.045454545454545456,,,0.4,0.65,0.7647058823529411,0.7692307692307693,0.24,0.25,0.3333333333333333,0.6666666666666666,0.24,0.08333333333333333,0.08333333333333333,,0.04,,,,0.08,0.75,1.0,0.3333333333333333,0.35714285714285715,0.8,0.07142857142857142,0.52,0.48462799999999995,0.582,0.4496678571428571,0.18333333333333332,0.2037037037037037,0.14545454545454545,0.32727272727272727,7.452272727272727,24.733333333333334,0.36271186440677966,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,0.06896551724137931,0.25,0.25,1.0,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,True
330,1610612762,Danny Manning,Danny Manning,330,UTA,77995.0,1300,129.0,2431,2418,791,1035,325,4849,90,134,24.0,41,29.0,38,80.0,171,70.0,167,1.0,1.0,27.0,13.0,240,472,7.0,28.0,102,603,2397,35.0,73,13.0,83.0,66,116,13.0,44,188,332,148,21.0,34.0,27.0,20,73,19.0,92,14.0,42,20.0,203,13.0,48,25.0,105,18.0,148,66,214,47,18.0,29.0,47.0,13.0,38.0,49.0,6.0,9.0,96,12.0,26.0,74,219,15.0,18.0,140,,62,14.0,28.0,12.0,29.0,17.0,,188,791,43,0.6916666666666667,0.7443946188340808,1.0,0.25,0.25,0.5084745762711864,0.4794520547945205,0.5689655172413793,0.501,0.47297297297297297,0.5581395348837209,0.5364768683274022,0.51875,0.5911949685534591,0.056,0.0423728813559322,0.06716417910447761,0.04093567251461988,23.333333333333332,0.4895833333333333,0.1565217391304348,0.123094958968347,0.053811659192825115,0.10080645161290322,0.07303370786516854,0.11807447774750227,0.05700934579439252,0.07604562737642585,0.02631578947368421,0.078125,0.06,0.13541666666666666,0.1423611111111111,0.10187667560321716,0.11224489795918367,0.057692307692307696,0.5862068965517241,0.268,0.6716417910447762,0.72,0.7666666666666667,0.342,0.4678362573099415,0.4878048780487805,0.5625,0.334,0.41916167664670656,0.4294478527607362,0.7428571428571429,0.002,1.0,1.0,1.0,0.054,0.5540540540540541,0.5853658536585366,0.3333333333333333,0.29457364341085274,0.7631578947368421,0.10077519379844961,0.324,0.43881749999999997,0.4591049180327869,0.444165503875969,0.11496350364963503,0.11946050096339114,0.13764510779436154,0.3117744610281924,9.733474576271188,24.892857142857142,0.3253805018510901,,,,,6.0,,1.0,4.0,,1.0,4.0,,,6.0,5.0,11.0,6.0,15.0,15.0,,0.3076923076923077,0.023952095808383235,0.06620209059233449,0.2222222222222222,0.2222222222222222,1.0,,,,0.013513513513513514,,,,,0.3076923076923077,0.2222222222222222,9.0,0.039473684210526314,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.060240963855421686,0.034482758620689655,,,,,,,,,True
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,44387.0,740,126.0,1369,1360,511,645,199,2729,38,76,6.0,15,11.0,20,3.0,17,16.0,40,16.0,30.0,45.0,16.0,57,133,31.0,75.0,79,286,1346,6.0,19,11.0,29.0,18,41,26.0,44,98,82,32,93.0,8.0,45.0,12,29,10.0,39,8.0,18,8.0,88,6.0,24,14.0,52,9.0,75,32,107,27,13.0,14.0,29.0,4.0,24.0,14.0,1.0,5.0,43,1.0,14.0,33,76,1.0,7.0,104,,28,25.0,4.0,1.0,5.0,2.0,2.0,98,511,21,0.7192982456140351,0.7735849056603774,1.0,0.41333333333333333,0.41333333333333333,0.42857142857142855,0.3157894736842105,0.43902439024390244,0.49759615384615385,0.32142857142857145,0.40298507462686567,0.5521235521235521,0.4142857142857143,0.5104166666666666,0.3605769230769231,0.09022556390977443,0.11842105263157894,0.11764705882352941,18.65671641791045,0.6744186046511628,0.13043478260869565,0.10655737704918032,0.04743083003952569,0.09929078014184398,0.05357142857142857,0.10492845786963434,0.04854368932038835,,0.0663265306122449,0.05063291139240506,0.06060606060606061,0.04424778761061947,0.08187134502923976,0.16176470588235295,0.09565217391304348,0.11538461538461539,0.4,0.36538461538461536,0.5,0.5671641791044776,0.6842105263157895,0.08173076923076923,0.17647058823529413,0.2,0.6666666666666666,0.19230769230769232,0.4,0.41025641025641024,0.8125,0.14423076923076922,0.5333333333333333,0.5333333333333333,1.0,0.21634615384615385,0.5357142857142857,0.4,,0.29850746268656714,0.55,0.23880597014925373,0.7259615384615384,0.5062463942307692,0.5035479166666667,0.4780970149253731,0.11965811965811966,0.1761006289308176,0.10139860139860139,0.34265734265734266,6.862406015037594,24.397333333333332,0.3732651570489408,,2.0,3.0,10.0,15.0,2.0,7.0,3.0,2.0,9.0,6.0,,,15.0,2.0,3.0,,2.0,3.0,0.2222222222222222,0.23076923076923078,0.025,0.06790123456790123,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,,,0.25,0.2857142857142857,1.0,0.14925373134328357,0.3,0.1875,0.3333333333333333,9.0,0.09,2.0,,1.0,,,,,0.0392156862745098,,1.0,,,,,,,,True
180,1610612762,John Crotty,John Crotty,180,UTA,10029.0,167,2.0,302,302,88,109,43,604,7,16,,1,2.0,5,1.0,6,1.0,9,1.0,1.0,2.0,,9,31,2.0,3.0,4,28,295,,1,,,2,11,1.0,1,8,10,8,6.0,,2.0,3,12,3.0,15,,5,3.0,33,2.0,6,1.0,5,1.0,7,8,15,3,2.0,1.0,3.0,3.0,2.0,11.0,1.0,1.0,14,1.0,4.0,9,20,2.0,3.0,5,1.0,1,1.0,,,,,,8,88,6,0.5555555555555556,0.5555555555555556,1.0,0.6666666666666666,0.6666666666666666,0.2903225806451613,,0.18181818181818182,0.35294117647058826,,0.2916666666666667,0.375,,0.3076923076923077,0.08823529411764706,0.0967741935483871,0.0625,0.3333333333333333,13.649025069637883,0.21428571428571427,0.06666666666666667,0.042735042735042736,0.045454545454545456,0.0625,0.11764705882352941,0.045112781954887216,0.053691275167785234,0.023255813953488372,0.0625,0.16666666666666666,,,0.07317073170731707,0.03508771929824561,0.0625,,,0.47058823529411764,0.4375,0.4666666666666667,0.5714285714285714,0.17647058823529413,0.16666666666666666,0.25,1.0,0.2647058823529412,0.1111111111111111,0.1111111111111111,,0.029411764705882353,1.0,1.0,1.0,0.058823529411764705,1.0,,,0.4166666666666667,0.4,,0.5588235294117647,0.49866911764705885,0.5849,0.47589583333333335,0.02857142857142857,0.03125,,0.2857142857142857,7.251612903225807,24.23333333333333,0.2913907284768212,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,3.0,4.0,2.0,,,,1.0,,0.04878048780487805,0.5,0.5,1.0,,,,,,,0.08333333333333333,1.0,,0.5,1.0,0.05,,,,,,,,,,,,,,,,,,True
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,44083.0,735,24.0,1318,1320,223,351,181,2638,62,95,20.0,35,4.0,9,11.0,45,3.0,7,,,2.0,1.0,76,147,1.0,2.0,45,200,1277,21.0,45,18.0,60.0,6,17,1.0,11,23,98,54,,34.0,-1.0,27,12,,12,,5,5.0,24,4.0,74,26.0,89,13.0,128,80,208,12,10.0,2.0,14.0,6.0,10.0,20.0,2.0,4.0,34,8.0,6.0,58,102,12.0,3.0,74,,35,4.0,74.0,29.0,74.0,54.0,2.0,23,223,11,0.6447368421052632,0.8305084745762712,,0.5,,0.5170068027210885,0.4666666666666667,0.35294117647058826,0.5201342281879194,0.4666666666666667,0.3333333333333333,0.5405405405405406,0.5263157894736842,0.46,0.013422818791946308,0.1836734693877551,0.15789473684210525,0.26666666666666666,14.119170984455959,0.4117647058823529,0.26,0.16888045540796964,0.1393596986817326,0.208,0.05,0.17638036809815952,0.1276595744680851,0.1511627906976744,0.11979166666666667,0.07017543859649122,,0.08411214953271028,0.1881720430107527,0.19230769230769232,0.22448979591836735,0.14814814814814814,0.7297297297297297,0.6375838926174496,0.6526315789473685,0.775,0.6612903225806451,0.30201342281879195,0.24444444444444444,0.3333333333333333,0.7272727272727273,0.04697986577181208,0.42857142857142855,0.42857142857142855,,,,,,0.013422818791946308,0.7777777777777778,0.5714285714285714,0.15,0.5,0.4444444444444444,0.05555555555555555,0.6510067114093959,0.4909782312925171,0.5277666666666666,0.4732235294117646,0.19337016574585636,0.19553072625698323,0.3,0.115,3.4333333333333327,58.699999999999996,0.16919575113808802,,,,,1.0,,,,,,,3.0,2.0,,,2.0,1.0,3.0,42.0,,,,0.1497005988023952,0.5,0.5,,,,,,,,,,,,3.0,0.06976744186046512,2.0,,,,3.0,4.0,7.0,0.05,,,1.0,1.0,,,,,,True
1900,1610612762,Quincy Lewis,Quincy Lewis,1900,UTA,12839.0,214,21.0,401,399,46,101,45,800,7,12,2.0,3,,1,3.0,16,8.0,22,1.0,6.0,12.0,1.0,18,50,6.0,18.0,6,60,348,4.0,12,,8.0,1,5,1.0,1,3,26,10,18.0,2.0,12.0,6,8,1.0,9,,3,2.0,19,,7,7.0,11,,18,7,25,6,1.0,5.0,1.0,1.0,1.0,7.0,1.0,,8,,1.0,13,42,3.0,2.0,12,,5,1.0,4.0,1.0,5.0,3.0,,3,46,5,0.7222222222222222,0.7647058823529411,1.0,0.3333333333333333,0.3333333333333333,0.36,0.3333333333333333,0.2,0.39705882352941174,0.3333333333333333,0.16666666666666666,0.40540540540540543,0.3333333333333333,0.21428571428571427,0.2647058823529412,0.12,0.08333333333333333,0.3125,18.141592920353983,0.125,,0.06918238993710692,0.04697986577181208,0.1590909090909091,,0.08866995073891626,0.04142011834319527,0.08888888888888889,,,,0.029411764705882353,0.03773584905660377,0.1111111111111111,0.16666666666666666,0.14285714285714285,0.6,0.17647058823529413,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.23529411764705882,0.1875,0.2727272727272727,0.6666666666666666,0.3235294117647059,0.36363636363636365,0.36363636363636365,0.75,0.08823529411764706,0.16666666666666666,0.2,1.0,0.17647058823529413,0.25,0.6666666666666666,,0.16666666666666666,,0.16666666666666666,0.4411764705882353,0.4669507352941176,0.42544000000000004,0.4037333333333333,0.0684931506849315,0.09090909090909091,0.13333333333333333,0.05,11.35,24.37222222222222,0.11471321695760599,,,,,5.0,,,,,,,,,5.0,1.0,3.0,1.0,,2.0,,,,0.06521739130434782,0.4166666666666667,0.4166666666666667,1.0,,,,,,,,,,0.4166666666666667,,,,,1.0,1.0,1.0,,2.0,,,,,,1.0,0.05555555555555555,0.16666666666666666,,,True
317,1610612762,John Starks,John Starks,317,UTA,24812.0,414,65.0,795,780,380,439,100,1575,15,28,2.0,6,6.0,10,3.0,12,19.0,46,7.0,21.0,21.0,10.0,37,86,11.0,42.0,19,126,828,3.0,10,1.0,13.0,15,31,26.0,19,70,54,20,33.0,2.0,21.0,1,35,2.0,37,2.0,18,8.0,76,2.0,6,7.0,25,1.0,33,8,41,15,9.0,6.0,13.0,2.0,11.0,7.0,1.0,2.0,20,,9.0,18,44,,3.0,22,1.0,3,8.0,4.0,2.0,4.0,4.0,2.0,70,380,13,0.7297297297297297,0.75,1.0,0.2619047619047619,0.2619047619047619,0.43023255813953487,0.3,0.4838709677419355,0.41796875,0.4,0.4473684210526316,0.4528985507246377,0.4,0.5149253731343284,0.328125,0.011627906976744186,0.03571428571428571,,17.21132897603486,0.65,0.023255813953488372,0.10504201680672269,0.023166023166023165,0.0958904109589041,0.02702702702702703,0.10289389067524116,0.024024024024024024,0.03076923076923077,0.018018018018018018,,0.09523809523809523,0.1276595744680851,0.1125,0.09009009009009009,0.10344827586206896,0.06666666666666667,1.0,0.21875,0.5357142857142857,0.5555555555555556,0.6666666666666666,0.09375,0.25,0.25,0.3333333333333333,0.359375,0.41304347826086957,0.41304347826086957,0.8421052631578947,0.1640625,0.3333333333333333,0.3333333333333333,1.0,0.1640625,0.4,0.3333333333333333,,0.17543859649122806,0.6,0.17543859649122806,0.546875,0.4730346456692913,0.5173384615384615,0.464192857142857,0.023076923076923078,0.03409090909090909,0.10317460317460317,0.5555555555555556,12.315116279069766,24.528571428571425,0.4779874213836478,1.0,2.0,5.0,16.0,4.0,1.0,3.0,2.0,2.0,5.0,7.0,,,4.0,,9.0,,1.0,1.0,0.4,0.2692307692307692,,0.024096385542168676,0.19047619047619047,0.2,1.0,0.13333333333333333,0.5,1.0,0.2,0.3333333333333333,1.0,0.2807017543859649,0.3125,0.2,0.19047619047619047,3.0,0.039473684210526314,,,,,1.0,1.0,,,,,,,1.0,0.023809523809523808,,1.0,0.047619047619047616,True
