EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,FTOffRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGM,PtsUnassisted3s,Corner3Assists,Defensive 3 Seconds Violations,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Clear Path Fouls,OffensiveGoaltends,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,on,BlockedArc3
1434,1610612741,Dragan Tarlac,Dragan Tarlac,1434,CHI,3160.0,53.0,-24,105,106,39,34,10.0,211,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,9.0,3.0,11.0,122,1.0,3.0,2.0,1.0,3.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,5.0,2.0,7.0,5.0,12.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,39,1.0,0.75,1.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,12.820512820512821,0.75,0.2857142857142857,0.17857142857142858,0.07692307692307693,0.3333333333333333,0.14285714285714285,0.1111111111111111,0.1,0.10526315789473684,0.3333333333333333,0.2222222222222222,0.4,0.07142857142857142,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4677111111111111,0.5399,0.3953,0.1,0.1,0.18181818181818182,0.45454545454545453,8.166666666666666,0.37142857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1500,1610612741,Ron Mercer,Ron Mercer,1500,CHI,51692.0,862.0,-164,1613,1612,440,465,196.0,3225,54.0,74.0,5.0,8.0,20.0,48.0,106.0,233.0,180.0,355.0,52.0,433.0,1754,16.0,38.0,43.0,45.0,96.0,21.0,123.0,274.0,86.0,6.0,58.0,64.0,26.0,15.0,134.0,2.0,10.0,42.0,1.0,50.0,13.0,63.0,3.0,25.0,17.0,16.0,5.0,41.0,11.0,22.0,48.0,65.0,26.0,8.0,7.0,4.0,7.0,123.0,440,8.0,0.7611111111111111,0.7740112994350282,0.5070422535211268,0.42105263157894735,0.46875,0.5093582887700535,0.4069767441860465,0.4636363636363636,0.5347394540942928,0.4574468085106383,0.5083333333333333,24.11732753938077,0.6097560975609756,0.021739130434782608,0.06862745098039216,0.015360983102918587,0.018867924528301886,0.06648575305291723,0.015852047556142668,0.04,0.006666666666666667,0.021739130434782608,0.03553299492385787,0.07446808510638298,0.09251101321585903,0.017341040462427744,0.19786096256684493,0.7297297297297297,0.7941176470588235,0.12834224598930483,0.4166666666666667,0.45454545454545453,0.75,0.6229946524064172,0.45493562231759654,0.4588744588744589,0.7547169811320755,0.18604651162790697,0.625,0.24866310160427807,0.44322426273458443,0.4203094594594594,0.4223504587155964,0.06582278481012659,0.06914893617021277,0.09930715935334873,0.2840646651270208,13.29323943661972,0.2727836329820211,13.0,16.0,1.0,3.0,1.0,2.0,1.0,3.0,6.0,16.0,3.0,3.0,11.0,7.0,19.0,1.0,5.0,8.0,4.0,14.0,21.0,16.0,6.0,12.0,6.0,6.0,17.0,1.0,7.0,26.0,20.0,6.0,4.0,3.0,8.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,0.3684210526315789,0.2,0.2857142857142857,0.3684210526315789,0.05080213903743316,0.03380281690140845,0.08108108108108109,0.08333333333333333,0.008583690987124463,0.0196078431372549,0.056,0.009950248756218905,0.0707070707070707,0.7142857142857143,0.7777777777777778,0.008021390374331552,0.3333333333333333,0.3333333333333333,1.0,0.0427807486631016,0.375,0.375,1.0,0.4,0.046511627906976744,0.5,1.0,0.06976744186046512,0.14545454545454545,0.8125,0.02727272727272727,0.3333333333333333,0.1,0.2727272727272727,0.375,26.226315789473684,,,,,,,,,,,,,,,,,,,,True,
1724,1610612741,Bryce Drew,Bryce Drew,1724,CHI,78208.0,1303.0,-161,2455,2443,669,710,304.0,4898,26.0,51.0,3.0,5.0,18.0,53.0,40.0,118.0,84.0,222.0,14.0,302.0,2588,7.0,19.0,38.0,22.0,59.0,14.0,91.0,96.0,72.0,4.0,153.0,185.0,60.0,57.0,402.0,5.0,6.0,41.0,2.0,57.0,12.0,69.0,5.0,47.0,40.0,21.0,2.0,68.0,17.0,37.0,99.0,19.0,2.0,8.0,3.0,1.0,3.0,91.0,669,12.0,0.5714285714285714,0.5853658536585366,0.3783783783783784,0.3684210526315789,0.3728813559322034,0.44036697247706424,0.5277777777777778,0.4583333333333333,0.4494047619047619,0.5277777777777778,0.489247311827957,14.366998577524893,0.6911764705882353,0.025974025974025976,0.04385026737967915,0.006066734074823054,0.02702702702702703,0.04858657243816254,0.009369676320272573,0.012048192771084338,0.006993006993006993,0.024844720496894408,0.028070175438596492,0.0636042402826855,0.04087193460490463,0.026737967914438502,0.1559633027522936,0.5098039215686274,0.5777777777777777,0.1620795107033639,0.33962264150943394,0.33962264150943394,0.3333333333333333,0.36085626911314983,0.3389830508474576,0.3418803418803419,0.675,0.1388888888888889,0.6,0.47706422018348627,0.46812630769230773,0.481655,0.43052650602409637,0.006097560975609756,0.008968609865470852,0.12582781456953643,0.30132450331125826,12.518018018018015,0.2725050916496945,6.0,11.0,5.0,12.0,,2.0,1.0,1.0,35.0,93.0,15.0,10.0,24.0,40.0,105.0,8.0,17.0,,11.0,25.0,93.0,93.0,35.0,7.0,32.0,26.0,36.0,1.0,14.0,32.0,18.0,14.0,5.0,1.0,7.0,4.0,1.0,3.0,1.0,,,2.0,3.0,,0.775,0.38095238095238093,0.47058823529411764,0.44,0.38095238095238093,0.3211009174311927,0.03153153153153153,0.11764705882352941,,0.00847457627118644,0.012345679012345678,0.07106598984771574,,0.06172839506172839,1.0,0.5769230769230769,0.03669724770642202,0.4166666666666667,0.4166666666666667,1.0,0.28440366972477066,0.3763440860215054,0.3763440860215054,0.7428571428571429,0.6666666666666666,0.05555555555555555,,,0.4166666666666667,0.13095238095238096,0.5454545454545454,0.011904761904761904,1.0,0.2857142857142857,0.4166666666666667,0.3763440860215054,25.61809523809524,8.0,27.0,6.0,1.0,0.041666666666666664,0.11428571428571428,0.5333333333333333,1.0,,,,,,,,,,,,True,
1736,1610612741,Corey Benjamin,Corey Benjamin,1736,CHI,8863.0,148.0,-29,279,278,81,108,42.0,557,7.0,14.0,2.0,4.0,1.0,6.0,6.0,13.0,14.0,33.0,14.0,48.0,283,2.0,5.0,4.0,3.0,7.0,4.0,10.0,20.0,8.0,,13.0,15.0,6.0,2.0,32.0,,8.0,10.0,,15.0,8.0,23.0,3.0,4.0,3.0,7.0,3.0,11.0,4.0,8.0,16.0,18.0,9.0,1.0,2.0,2.0,2.0,10.0,81,3.0,0.7142857142857143,0.7142857142857143,0.42424242424242425,0.4,0.42857142857142855,0.38636363636363635,0.3333333333333333,0.42857142857142855,0.46153846153846156,0.3333333333333333,0.5,18.91891891891892,0.36363636363636365,,0.09174311926605505,0.06153846153846154,,0.11029411764705882,0.05194805194805195,0.08571428571428572,0.03773584905660377,,0.13333333333333333,,0.14285714285714285,0.12,0.3181818181818182,0.5,0.5384615384615384,0.13636363636363635,0.16666666666666666,0.2,,0.29545454545454547,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.6666666666666666,0.5,0.5681818181818182,0.5070909090909091,0.53005,0.4903571428571428,0.17647058823529413,0.225,0.08333333333333333,0.20833333333333334,9.509090909090908,0.2903225806451613,2.0,3.0,,2.0,,,,,2.0,9.0,1.0,,,2.0,11.0,,1.0,,,,6.0,9.0,2.0,2.0,2.0,1.0,5.0,,5.0,5.0,3.0,2.0,,2.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,0.18181818181818182,,,0.18181818181818182,0.25,0.06060606060606061,0.07142857142857142,0.16666666666666666,,,0.18518518518518517,0.07142857142857142,0.19230769230769232,0.5,0.7142857142857143,0.045454545454545456,,,,0.20454545454545456,0.2222222222222222,0.2222222222222222,1.0,1.0,,,,0.16666666666666666,0.42857142857142855,0.6666666666666666,,,,,0.2222222222222222,24.981818181818184,,,1.0,,,,,,,,,,,,,,,,,True,
1913,1610612741,Michael Ruffin,Michael Ruffin,1913,CHI,15146.0,252.0,-12,461,469,129,150,47.0,930,9.0,16.0,1.0,3.0,2.0,5.0,,,11.0,21.0,6.0,28.0,509,1.0,3.0,2.0,4.0,5.0,,8.0,18.0,4.0,2.0,13.0,18.0,6.0,6.0,41.0,4.0,11.0,40.0,5.0,55.0,15.0,70.0,1.0,10.0,5.0,2.0,,12.0,4.0,14.0,29.0,10.0,5.0,,11.0,4.0,11.0,8.0,129,3.0,0.8181818181818182,0.9,0.5238095238095238,0.3333333333333333,0.8,0.5238095238095238,0.3333333333333333,0.8,0.5384615384615384,0.25,0.8,7.392996108949417,0.8333333333333334,0.2631578947368421,0.22988505747126436,0.07236842105263158,0.15384615384615385,0.22123893805309736,0.08426966292134831,0.08823529411764706,0.1,0.16666666666666666,0.19148936170212766,0.26229508196721313,0.22727272727272727,0.16666666666666666,0.7619047619047619,0.5625,0.6923076923076923,0.23809523809523808,0.4,0.5,0.5,,,,,1.0,0.3333333333333333,0.7619047619047619,0.5561809523809524,0.5557,0.5788800000000001,0.19230769230769232,0.19230769230769232,0.07142857142857142,0.2857142857142857,1.580952380952381,0.279826464208243,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,1.0,,10.0,8.0,5.0,3.0,,,5.0,,1.0,2.0,,,,7.0,4.0,,,,,,,,0.19047619047619047,0.1875,0.2,,,0.19230769230769232,0.020833333333333332,0.22727272727272727,0.36363636363636365,0.8888888888888888,,,,,,,,,,,,,,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1802,1610612741,Brad Miller,Brad Miller,1802,CHI,45851.0,764.0,-21,1426,1421,300,295,190.0,2847,60.0,110.0,18.0,31.0,11.0,61.0,14.0,40.0,85.0,211.0,79.0,252.0,1445,18.0,38.0,65.0,15.0,35.0,25.0,55.0,114.0,56.0,24.0,55.0,62.0,21.0,30.0,131.0,7.0,70.0,130.0,6.0,156.0,77.0,233.0,11.0,20.0,12.0,13.0,4.0,33.0,7.0,39.0,87.0,103.0,48.0,9.0,21.0,16.0,21.0,55.0,300,14.0,0.6705882352941176,0.7808219178082192,0.4028436018957346,0.47368421052631576,0.42857142857142855,0.40046296296296297,0.4875,0.39473684210526316,0.48091603053435117,0.6018518518518519,0.5392156862745098,17.835550181378476,0.6060606060606061,0.17142857142857143,0.23008849557522124,0.11437908496732026,0.06363636363636363,0.22321428571428573,0.10664819944598337,0.13071895424836602,0.11070110701107011,0.06315789473684211,0.2573099415204678,0.24277456647398843,0.19909502262443438,0.10891089108910891,0.5092592592592593,0.5454545454545454,0.625,0.2824074074074074,0.18032786885245902,0.22916666666666666,0.45454545454545453,0.18518518518518517,0.35,0.358974358974359,1.0,0.775,0.5806451612903226,0.5324074074074074,0.4785909722222223,0.5360971428571428,0.4740157894736843,0.18972332015810275,0.1935483870967742,0.25793650793650796,0.21825396825396826,5.724170616113743,0.21037868162692847,11.0,17.0,,2.0,,1.0,,2.0,1.0,3.0,1.0,,1.0,1.0,5.0,1.0,2.0,26.0,,3.0,3.0,3.0,1.0,28.0,7.0,7.0,4.0,,20.0,16.0,10.0,6.0,1.0,1.0,8.0,10.0,11.0,3.0,11.0,,,5.0,13.0,1.0,1.0,0.2,0.5,,0.2,0.023148148148148147,0.13270142180094788,0.12727272727272726,0.21311475409836064,0.025,,0.18691588785046728,0.10638297872340426,0.1839080459770115,0.6190476190476191,0.6333333333333333,0.009259259259259259,,,,0.013888888888888888,0.3333333333333333,0.5,1.0,0.05555555555555555,0.025,,,0.025,0.4473684210526316,0.6470588235294118,0.05263157894736842,,0.02631578947368421,,0.3333333333333333,25.04,1.0,,,,0.06666666666666667,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,,,,,,True,
1897,1610612741,Metta World Peace,Metta World Peace,1897,CHI,46046.0,767.0,-18,1459,1453,324,343,163.0,2912,45.0,82.0,5.0,9.0,13.0,36.0,39.0,105.0,97.0,223.0,54.0,299.0,1480,7.0,15.0,21.0,12.0,30.0,25.0,67.0,118.0,76.0,6.0,74.0,82.0,30.0,29.0,172.0,5.0,14.0,55.0,8.0,76.0,20.0,96.0,4.0,14.0,7.0,34.0,8.0,48.0,8.0,39.0,85.0,82.0,29.0,14.0,12.0,7.0,13.0,67.0,324,10.0,0.6082474226804123,0.6276595744680851,0.4349775784753363,0.4666666666666667,0.4,0.45880149812734083,0.4722222222222222,0.4772727272727273,0.48856209150326796,0.5,0.5403225806451613,21.46755609460279,0.2916666666666667,0.1951219512195122,0.0975177304964539,0.02443280977312391,0.050505050505050504,0.09912536443148688,0.028273809523809524,0.053691275167785234,0.020080321285140562,0.054945054945054944,0.08241758241758242,0.06832298136645963,0.13122171945701358,0.030534351145038167,0.30711610486891383,0.5487804878048781,0.6428571428571429,0.1348314606741573,0.3611111111111111,0.41935483870967744,0.3076923076923077,0.39325842696629215,0.37142857142857144,0.37142857142857144,0.717948717948718,0.5,0.5555555555555556,0.47191011235955055,0.47061198501872664,0.5033466666666666,0.452990909090909,0.09931506849315068,0.11693548387096774,0.07023411371237458,0.22408026755852842,10.295964125560538,0.22206991089787526,9.0,13.0,6.0,7.0,1.0,1.0,1.0,1.0,11.0,37.0,2.0,5.0,13.0,17.0,44.0,1.0,3.0,4.0,6.0,14.0,48.0,37.0,11.0,17.0,8.0,6.0,15.0,1.0,13.0,42.0,23.0,19.0,3.0,4.0,7.0,3.0,2.0,11.0,4.0,,,5.0,4.0,1.0,0.9411764705882353,0.38636363636363635,0.3333333333333333,0.42857142857142855,0.38636363636363635,0.1647940074906367,0.07623318385650224,0.14634146341463414,0.1388888888888889,,0.02127659574468085,0.10655737704918032,0.005714285714285714,0.09900990099009901,0.3076923076923077,0.6,0.026217228464419477,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.13857677902621723,0.2972972972972973,0.2972972972972973,1.0,,0.05555555555555555,1.0,,0.1111111111111111,0.29545454545454547,0.6923076923076923,0.022727272727272728,1.0,0.29545454545454547,0.38461538461538464,0.2972972972972973,25.48863636363636,,3.0,2.0,,,0.14285714285714285,,,,1.0,,,,,1.0,1.0,,,,True,
1882,1610612741,Elton Brand,Elton Brand,1882,CHI,68257.0,1138.0,-156,2136,2123,573,577,261.0,4259,90.0,153.0,28.0,48.0,106.0,235.0,35.0,94.0,231.0,482.0,143.0,605.0,2272,32.0,67.0,93.0,50.0,115.0,64.0,164.0,324.0,138.0,46.0,73.0,104.0,27.0,38.0,239.0,14.0,95.0,154.0,26.0,204.0,113.0,317.0,13.0,51.0,24.0,43.0,11.0,94.0,28.0,42.0,89.0,206.0,86.0,24.0,41.0,25.0,41.0,164.0,573,8.0,0.7012987012987013,0.7788461538461539,0.47925311203319504,0.47761194029850745,0.43478260869565216,0.4772727272727273,0.47761194029850745,0.42735042735042733,0.521551724137931,0.5166666666666667,0.5125,27.64561115668581,0.5425531914893617,0.3880597014925373,0.18576598311218334,0.11282660332541568,0.08588957055214724,0.1790744466800805,0.10845771144278607,0.15458937198067632,0.09703504043126684,0.09285714285714286,0.16326530612244897,0.199203187250996,0.1921921921921922,0.061611374407582936,0.31611570247933884,0.5882352941176471,0.6818181818181818,0.4855371900826446,0.451063829787234,0.4840182648401826,0.7358490566037735,0.19421487603305784,0.3723404255319149,0.3804347826086957,0.9428571428571428,0.7164179104477612,0.5833333333333334,0.3202479338842975,0.4473878099173555,0.5188190476190476,0.43764957264957277,0.15467625899280577,0.1552346570397112,0.1537190082644628,0.27107438016528923,7.716390041493775,0.26825842696629215,21.0,42.0,,1.0,,,,1.0,,1.0,,,1.0,,2.0,,,29.0,,2.0,,1.0,,39.0,31.0,28.0,8.0,4.0,24.0,23.0,12.0,11.0,4.0,9.0,27.0,8.0,10.0,16.0,14.0,,4.0,12.0,28.0,4.0,,,,,,0.004132231404958678,0.08091286307053942,0.13725490196078433,0.06808510638297872,0.02127659574468085,0.0547945205479452,0.14545454545454545,0.10227272727272728,0.13970588235294118,0.6829268292682927,0.5666666666666667,0.002066115702479339,,,,0.002066115702479339,,,,0.10714285714285714,,,,,0.358974358974359,0.5,0.008547008547008548,,0.008547008547008548,,,23.549999999999997,,,3.0,2.0,0.043478260869565216,0.1724137931034483,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,True,
2033,1610612741,Marcus Fizer,Marcus Fizer,2033,CHI,18615.0,310.0,-92,597,593,211,260,74.0,1190,28.0,52.0,10.0,14.0,20.0,52.0,8.0,37.0,56.0,141.0,32.0,150.0,648,12.0,24.0,30.0,20.0,49.0,12.0,58.0,74.0,38.0,14.0,8.0,10.0,3.0,4.0,22.0,6.0,14.0,35.0,4.0,45.0,20.0,65.0,4.0,6.0,3.0,14.0,1.0,20.0,8.0,19.0,35.0,44.0,17.0,7.0,2.0,2.0,2.0,58.0,211,3.0,0.6607142857142857,0.7551020408163265,0.3971631205673759,0.5,0.40816326530612246,0.3933333333333333,0.48,0.4107142857142857,0.4411764705882353,0.5357142857142857,0.43283582089552236,27.656477438136825,0.3,0.26666666666666666,0.16355140186915887,0.056,0.1276595744680851,0.15708812260536398,0.06734006734006734,0.04225352112676056,0.05434782608695652,0.15789473684210525,0.1267605633802817,0.22058823529411764,0.14666666666666667,0.05263157894736842,0.3466666666666667,0.5384615384615384,0.6086956521739131,0.3466666666666667,0.38461538461538464,0.425531914893617,0.6,0.24666666666666667,0.21621621621621623,0.2222222222222222,0.875,0.56,0.7142857142857143,0.4066666666666667,0.44816966666666663,0.48630789473684216,0.42689375,0.10429447852760736,0.11038961038961038,0.2,0.38666666666666666,7.886524822695035,0.35343383584589616,13.0,20.0,,2.0,,,,1.0,2.0,7.0,1.0,2.0,6.0,2.0,9.0,,1.0,6.0,2.0,7.0,6.0,7.0,2.0,12.0,2.0,1.0,1.0,,6.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,,,,1.0,1.0,1.0,0.2222222222222222,,0.2857142857142857,0.2222222222222222,0.06,0.0851063829787234,0.11538461538461539,0.09615384615384616,0.02702702702702703,,0.1276595744680851,0.06896551724137931,0.13513513513513514,0.5,0.6428571428571429,0.013333333333333334,,,,0.04666666666666667,0.2857142857142857,0.2857142857142857,1.0,0.3,,,,0.04,0.35714285714285715,0.65,0.017857142857142856,,0.10714285714285714,0.3333333333333333,0.2857142857142857,26.099999999999998,,,1.0,,,0.1,,,,,,,,,,,,,,True,
2064,1610612741,Khalid El-Amin,Khalid El-Amin,2064,CHI,2518.0,42.0,-22,82,80,42,51,13.0,162,1.0,3.0,,,,1.0,,6.0,1.0,10.0,,2.0,87,,1.0,,1.0,6.0,,2.0,,2.0,,2.0,2.0,2.0,,4.0,,,5.0,,5.0,,5.0,,1.0,1.0,,,1.0,1.0,1.0,8.0,,,,,,,2.0,42,4.0,,,0.1,,0.16666666666666666,0.07692307692307693,,0.125,0.07692307692307693,,0.125,14.583333333333334,1.0,,0.21739130434782608,,,0.18518518518518517,,,,,0.25,,0.3333333333333333,,0.23076923076923078,0.3333333333333333,0.5,0.07692307692307693,,,,0.46153846153846156,,,,,,0.46153846153846156,0.43538846153846156,0.4037,0.43926875,,,,1.0,11.559999999999999,0.5121951219512195,1.0,3.0,,1.0,,1.0,,1.0,,2.0,,,1.0,,3.0,,1.0,,,2.0,,2.0,,1.0,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,0.23076923076923078,0.1,0.3333333333333333,,,,,,,,,0.07692307692307693,,,,0.15384615384615385,,,,,0.5,,,,0.375,0.3333333333333333,0.125,,0.125,,,24.8,,,,,,,,,,,,,,,,,,,,True,
