EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,FTOffRebounds,2pt And 1 Free Throw Trips,BlockedAtRim,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Fg3aBlocked,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,BlockedArc3,DefensiveGoaltends,3SecondViolations,Arc3PctBlocked,on,OffensiveGoaltends
1065,1610612763,Erick Strickland,Erick Strickland,1065,VAN,15797.0,263,18,523,518,197,209,66,1041,7.0,17,4.0,2.0,6.0,4.0,14,5,26,2.0,6.0,1.0,1.0,1.0,1.0,7.0,28.0,1.0,1.0,2.0,11.0,16,57,9.0,34.0,35,94,527,3.0,10,2.0,2.0,1.0,13.0,4.0,21,3.0,12.0,20,37,22,10.0,24.0,3.0,4.0,1.0,27.0,7.0,6.0,36,12.0,48,9.0,3.0,12,5.0,19.0,108,4.0,3.0,16.0,26,8.0,50,7.0,57,2.0,16.0,10.0,6.0,8.0,2.0,7.0,9.0,2.0,1.0,3.0,17.0,3.0,7.0,6.0,33,2.0,1.0,41,12.0,1.0,7.0,1.0,1.0,1.0,1.0,37,197,8.0,0.6875,0.7857142857142857,0.8888888888888888,0.2647058823529412,1.0,0.25,0.2727272727272727,0.2807017543859649,0.3,0.19047619047619047,0.3241758241758242,0.5,0.25757575757575757,0.42342342342342343,0.5,0.42045454545454547,0.37362637362637363,0.10526315789473684,0.23529411764705882,0.14285714285714285,21.476510067114095,0.47058823529411764,0.38095238095238093,0.14130434782608695,0.016666666666666666,0.2711864406779661,0.0625,0.1728395061728395,0.028688524590163935,0.023255813953488372,0.041666666666666664,0.057692307692307696,0.08333333333333333,0.13333333333333333,0.07575757575757576,0.2054794520547945,0.22727272727272727,0.4,0.034482758620689655,1.0,0.18681318681318682,0.4117647058823529,0.5384615384615384,0.7142857142857143,0.15384615384615385,0.2857142857142857,0.3333333333333333,0.25,0.2857142857142857,0.19230769230769232,0.19230769230769232,1.0,0.06593406593406594,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.25,0.25,0.8571428571428571,0.3333333333333333,0.08333333333333333,1.0,1.0,0.08333333333333333,1.0,1.0,0.18181818181818182,0.3333333333333333,0.030303030303030304,1.0,0.3333333333333333,0.18181818181818182,0.5604395604395604,0.25925925925925924,0.47975500000000004,0.4775333333333333,0.46330625,0.125,0.17391304347826086,0.02857142857142857,0.13829787234042554,0.39361702127659576,10.789473684210524,25.932352941176468,0.37667304015296366,,,,,,,,,,,,,,,,,,,,,,,True,
1134,1610612763,Ike Austin,Ike Austin,1134,VAN,36580.0,610,-74,1176,1172,316,313,138,2348,21.0,39,16.0,3.0,7.0,2.0,21,37,108,1.0,9.0,,1.0,,3.0,2.0,9.0,,2.0,1.0,5.0,60,168,3.0,18.0,20,149,1197,9.0,28,,3.0,4.0,22.0,12.0,41,1.0,8.0,9,36,104,16.0,9.0,,10.0,,9.0,2.0,6.0,33,8.0,41,5.0,3.0,19,4.0,10.0,90,5.0,31.0,23.0,91,18.0,132,39.0,171,5.0,16.0,12.0,4.0,20.0,7.0,12.0,19.0,,8.0,3.0,39.0,7.0,7.0,33.0,70,3.0,8.0,28,11.0,,4.0,17.0,10.0,17.0,11.0,36,316,6.0,0.8666666666666667,0.9454545454545454,1.0,0.16666666666666666,,0.125,0.16666666666666666,0.35714285714285715,0.32142857142857145,0.2926829268292683,0.3467741935483871,0.2903225806451613,0.2755102040816326,0.3743718592964824,0.3333333333333333,0.32727272727272727,0.0967741935483871,0.03571428571428571,0.07692307692307693,0.14285714285714285,17.73472429210134,0.5128205128205128,0.47368421052631576,0.2136150234741784,0.06458333333333334,0.24731182795698925,0.05263157894736842,0.21965317919075145,0.06260869565217392,0.09090909090909091,0.047244094488188976,0.06666666666666667,0.02857142857142857,0.25,0.23529411764705882,0.17159763313609466,0.2903225806451613,0.16129032258064516,0.043859649122807015,0.6470588235294118,0.20967741935483872,0.5384615384615384,0.5833333333333334,0.6666666666666666,0.11290322580645161,0.09523809523809523,0.1111111111111111,1.0,0.5806451612903226,0.3425925925925926,0.3425925925925926,0.972972972972973,0.04838709677419355,0.1111111111111111,0.1111111111111111,1.0,0.04838709677419355,0.2222222222222222,0.2222222222222222,1.0,0.5161290322580645,0.03225806451612903,,,0.06451612903225806,,,0.14285714285714285,0.42857142857142855,0.061224489795918366,,0.10204081632653061,0.2,0.3064516129032258,0.2222222222222222,0.4551887096774194,0.5222537037037037,0.42924693877551023,0.05641025641025641,0.062146892655367235,,0.1476510067114094,0.24161073825503357,13.10535714285714,24.372222222222224,0.2687074829931973,8.0,3.0,2.0,7.0,2.0,0.1,0.0603448275862069,0.5,0.375,,,,,,,,,,,,,,True,
1710,1610612763,Mike Bibby,Mike Bibby,1710,VAN,191431.0,3191,-383,6180,6162,1611,1651,732,12342,77.0,139,7.0,22.0,43.0,54.0,135,286,598,16.0,47.0,1.0,5.0,2.0,13.0,92.0,238.0,17.0,36.0,22.0,70.0,417,872,108.0,285.0,143,1301,6545,21.0,58,18.0,41.0,8.0,104.0,93.0,195,24.0,83.0,80,338,402,432.0,297.0,27.0,8.0,,238.0,92.0,34.0,630,55.0,685,34.0,21.0,261,96.0,273.0,1425,6.0,41.0,48.0,209,,257,47.0,304,15.0,107.0,67.0,40.0,174.0,42.0,126.0,74.0,8.0,48.0,3.0,248.0,15.0,56.0,48.0,148,2.0,13.0,188,45.0,2.0,44.0,11.0,6.0,12.0,6.0,338,1611,28.0,0.48201438848920863,0.48668280871670705,0.9166666666666666,0.37894736842105264,0.43902439024390244,0.2891566265060241,0.37894736842105264,0.4782110091743119,0.3620689655172414,0.47692307692307695,0.5004321521175453,0.48484848484848486,0.46402877697841727,0.5201288244766505,0.4951923076923077,0.5075757575757576,0.24632670700086431,0.0389908256880734,0.1079136690647482,0.08148148148148149,21.17078715544189,0.7016129032258065,,0.08927808628791115,0.016928158546655657,0.08823529411764706,0.012474012474012475,0.08908145580589255,0.01619014812263176,0.014953271028037384,0.018309859154929577,0.008982035928143712,0.02040816326530612,0.0763765541740675,0.07032181168057211,0.11395101171458999,0.09254498714652956,0.07741935483870968,0.025510204081632654,0.5,0.12013828867761452,0.5539568345323741,0.6209677419354839,0.3246753246753247,0.11668107173725151,0.4,0.43548387096774194,0.16666666666666666,0.5168539325842697,0.4782608695652174,0.4847457627118644,0.583916083916084,0.04062229904926534,0.3404255319148936,0.34782608695652173,1.0,0.20570440795159897,0.3865546218487395,0.3865546218487395,0.9021739130434783,0.0707070707070707,0.050505050505050504,0.2,1.0,0.36363636363636365,0.4722222222222222,0.8823529411764706,0.15467625899280577,0.5116279069767442,0.046762589928057555,0.15384615384615385,0.2517985611510791,0.3142857142857143,0.36646499567847884,0.3865546218487395,0.44941816608996515,0.4608252747252746,0.4482173285198556,0.03923205342237062,0.04939626783754116,0.006968641114982578,0.07993850883935434,0.2598001537279016,14.299770642201834,25.430877192982457,0.2606796116504854,2.0,,6.0,2.0,,,0.016992353440951572,0.2857142857142857,,1.0,2.0,10.0,1.0,1.0,3.0,0.0035087719298245615,0.013377926421404682,0.02127659574468085,,,,,True,
1722,1610612763,Michael Dickerson,Michael Dickerson,1722,VAN,135082.0,2251,-248,4389,4354,1152,1197,514,8743,121.0,219,31.0,30.0,56.0,36.0,136,138,334,20.0,55.0,1.0,4.0,4.0,14.0,49.0,142.0,4.0,13.0,7.0,29.0,295,689,69.0,197.0,180,977,4629,28.0,68,5.0,17.0,26.0,97.0,59.0,162,11.0,43.0,71,222,322,268.0,192.0,15.0,14.0,,142.0,49.0,72.0,167,38.0,205,34.0,4.0,51,35.0,81.0,448,8.0,53.0,27.0,108,2.0,137,62.0,199,11.0,52.0,32.0,20.0,76.0,14.0,40.0,67.0,11.0,36.0,10.0,143.0,10.0,35.0,67.0,181,8.0,27.0,235,92.0,,34.0,21.0,11.0,22.0,18.0,222,1152,23.0,0.5457627118644067,0.5590277777777778,0.927536231884058,0.350253807106599,0.29411764705882354,0.2558139534883721,0.350253807106599,0.4281567489114659,0.4117647058823529,0.36419753086419754,0.4497742663656885,0.4176470588235294,0.36829268292682926,0.4904618473895582,0.4898989898989899,0.444,0.22234762979683972,0.10449927431059507,0.1643835616438356,0.2426470588235294,22.82848545636911,0.5314685314685315,0.015384615384615385,0.06545454545454546,0.0314540059347181,0.0703125,0.02346041055718475,0.06637168141592921,0.030108588351431393,0.03968253968253968,0.018072289156626505,0.01953125,0.03529411764705882,0.043701799485861184,0.05733558178752108,0.08532934131736528,0.06810035842293907,0.0761904761904762,0.024830699774266364,0.8181818181818182,0.24717832957110608,0.5525114155251142,0.6612021857923497,0.5702479338842975,0.15349887133182843,0.2647058823529412,0.34951456310679613,0.3055555555555556,0.37697516930022573,0.41317365269461076,0.4169184290030212,0.5869565217391305,0.062076749435665914,0.36363636363636365,0.36363636363636365,0.95,0.16027088036117382,0.34507042253521125,0.3475177304964539,0.9183673469387755,0.36470588235294116,0.047058823529411764,0.25,1.0,0.15294117647058825,0.3076923076923077,1.0,0.2731707317073171,0.5357142857142857,0.06829268292682927,0.2857142857142857,0.14146341463414633,0.2413793103448276,0.46952595936794583,0.34507042253521125,0.47832757062146897,0.4772333333333333,0.4623095588235294,0.09563409563409564,0.12026143790849673,,0.0992835209825998,0.22722620266120777,11.023512336719884,24.98477157360406,0.26247436773752564,15.0,1.0,16.0,9.0,,0.008547008547008548,0.03584672435105068,0.4838709677419355,0.3333333333333333,1.0,,,1.0,,1.0,0.005076142131979695,0.008982035928143712,,1.0,2.0,1.0,0.007042253521126761,True,
2031,1610612763,Stromile Swift,Stromile Swift,2031,VAN,49429.0,824,-137,1583,1593,471,497,190,3176,62.0,96,30.0,15.0,23.0,22.0,72,11,30,,,,,,,,2.0,,,,1.0,95,198,,2.0,49,239,1748,20.0,42,,,7.0,47.0,22.0,52,,1.0,18,62,140,50.0,,,28.0,,2.0,,29.0,10,5.0,15,4.0,1.0,4,1.0,5.0,35,14.0,47.0,13.0,77,16.0,106,62.0,168,6.0,38.0,27.0,11.0,19.0,3.0,5.0,19.0,7.0,14.0,,38.0,4.0,5.0,47.0,111,8.0,5.0,80,35.0,,8.0,45.0,22.0,46.0,25.0,62,471,14.0,0.7368421052631579,0.8641975308641975,,,,,,0.4797979797979798,0.47619047619047616,0.4230769230769231,0.475,0.47619047619047616,0.41509433962264153,0.5042194092827004,0.4895833333333333,0.45588235294117646,0.01,0.14646464646464646,0.11458333333333333,0.25,15.171650055370987,0.5,0.27586206896551724,0.13628318584070798,0.07807308970099668,0.09352517985611511,0.11864406779661017,0.1278409090909091,0.08472222222222223,0.05185185185185185,0.1016949152542373,0.10975609756097561,0.1388888888888889,0.11594202898550725,0.13978494623655913,0.14522821576763487,0.10204081632653061,0.07317073170731707,0.08108108108108109,0.5434782608695652,0.48,0.6458333333333334,0.7294117647058823,0.7580645161290323,0.36,0.3055555555555556,0.4074074074074074,0.6363636363636364,0.15,0.36666666666666664,0.36666666666666664,0.8181818181818182,,,,,0.01,,,,0.7142857142857143,,,,,,,0.4339622641509434,0.6521739130434783,,,0.018867924528301886,,0.49,,0.4873590452261306,0.535303125,0.47699807692307705,0.15283842794759825,0.15418502202643172,,0.19665271966527198,0.2594142259414226,5.858080808080809,30.65,0.29753632343651293,16.0,1.0,6.0,18.0,,0.022222222222222223,0.07586206896551724,0.5333333333333333,0.25,,,,1.0,,5.0,,,,1.0,1.0,,,True,
949,1610612763,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,VAN,167734.0,2796,-342,5424,5404,1393,1448,637,10828,238.0,366,83.0,60.0,86.0,140.0,345,146,357,4.0,24.0,1.0,4.0,2.0,11.0,8.0,34.0,,2.0,5.0,15.0,524,1068,12.0,58.0,385,1469,5772,57.0,129,1.0,6.0,67.0,184.0,118.0,232,7.0,26.0,154,411,710,338.0,33.0,3.0,72.0,1.0,33.0,8.0,123.0,169,47.0,216,41.0,6.0,51,22.0,96.0,479,23.0,130.0,66.0,351,53.0,470,153.0,623,19.0,76.0,56.0,20.0,110.0,9.0,54.0,90.0,12.0,56.0,17.0,200.0,16.0,49.0,84.0,215,19.0,37.0,466,176.0,,52.0,70.0,32.0,71.0,43.0,411,1393,34.0,0.6774809160305344,0.7274590163934426,0.9166666666666666,0.20689655172413793,0.16666666666666666,0.2692307692307692,0.21052631578947367,0.49063670411985016,0.4418604651162791,0.5086206896551724,0.48134991119005327,0.43333333333333335,0.49806201550387597,0.5426829268292683,0.5355029585798816,0.5868263473053892,0.05150976909413854,0.1151685393258427,0.1721311475409836,0.14492753623188406,24.47359896339488,0.55,0.3231707317073171,0.16964717254712422,0.06103286384976526,0.13894736842105262,0.056511056511056514,0.16391509433962265,0.06030744974379188,0.06315789473684211,0.07017543859649122,0.055944055944055944,0.05785123966942149,0.14609053497942387,0.16512549537648613,0.18765133171912832,0.11988304093567251,0.18796992481203006,0.04157549234135667,0.6056338028169014,0.325044404973357,0.6502732240437158,0.7854785478547854,0.6554621848739496,0.3063943161634103,0.4057971014492754,0.4745762711864407,0.5,0.31705150976909413,0.40896358543417366,0.4207492795389049,0.8835616438356164,0.021314387211367674,0.16666666666666666,0.16666666666666666,1.0,0.03019538188277087,0.23529411764705882,0.24242424242424243,0.875,0.6148148148148148,0.02962962962962963,0.25,1.0,0.014814814814814815,,,0.3333333333333333,0.6976744186046512,0.04263565891472868,0.18181818181818182,0.05813953488372093,0.3333333333333333,0.3765541740674956,0.24242424242424243,0.46122253333333335,0.49383185840707966,0.4568484435797665,0.13968253968253969,0.1464226289517471,,0.12525527569775358,0.27978216473791695,9.257116104868915,25.612068965517242,0.2568215339233038,40.0,,42.0,33.0,,,0.054474708171206226,0.4819277108433735,0.15,1.0,,52.0,1.0,,5.0,0.017241379310344827,0.028011204481792718,,1.0,6.0,7.0,0.029411764705882353,True,
1800,1610612763,Damon Jones,Damon Jones,1800,VAN,47945.0,799,-183,1558,1554,471,440,177,3112,31.0,49,5.0,11.0,21.0,4.0,13,14,49,14.0,57.0,2.0,6.0,4.0,22.0,37.0,85.0,4.0,8.0,14.0,32.0,49,111,51.0,142.0,27,278,1729,2.0,10,6.0,14.0,4.0,26.0,16.0,38,18.0,54.0,20,106,60,38.0,111.0,42.0,,,85.0,37.0,6.0,93,20.0,113,12.0,8.0,28,14.0,51.0,246,1.0,7.0,19.0,34,3.0,56,8.0,64,1.0,23.0,19.0,4.0,25.0,5.0,17.0,13.0,5.0,8.0,,38.0,2.0,13.0,15.0,34,,1.0,33,5.0,1.0,12.0,,,,,106,471,5.0,0.6122448979591837,0.6122448979591837,0.7254901960784313,0.3591549295774648,0.42857142857142855,0.3333333333333333,0.3591549295774648,0.44144144144144143,0.2,0.42105263157894735,0.49604743083003955,0.4583333333333333,0.4673913043478261,0.5186567164179104,0.5,0.5096153846153846,0.5612648221343873,0.05405405405405406,0.061224489795918366,0.15384615384615385,17.28813559322034,0.6578947368421053,0.0625,0.058519793459552494,0.012280701754385965,0.12025316455696203,0.0055248618784530384,0.07171853856562922,0.010652463382157125,0.032,0.005494505494505495,0.009009009009009009,,0.08270676691729323,0.041666666666666664,0.0603448275862069,0.1111111111111111,0.14,0.007246376811594203,,0.19367588932806323,0.6326530612244898,0.6739130434782609,0.6451612903225806,0.05138339920948617,0.3076923076923077,0.36363636363636365,0.5,0.19367588932806323,0.2857142857142857,0.2916666666666667,0.5714285714285714,0.22529644268774704,0.24561403508771928,0.2545454545454545,1.0,0.3359683794466403,0.43529411764705883,0.43529411764705883,0.6216216216216216,0.20833333333333334,0.25,0.3333333333333333,1.0,0.3333333333333333,0.5,0.25,0.22826086956521738,0.5238095238095238,0.2391304347826087,0.18181818181818182,0.34782608695652173,0.4375,0.7549407114624506,0.43529411764705883,0.5182130434782609,0.48821111111111115,0.5137652173913043,0.0234375,0.04424778761061947,0.006993006993006993,0.09352517985611511,0.381294964028777,9.687387387387389,24.831690140845065,0.30231065468549423,1.0,,3.0,,,,0.0076045627376425855,0.2,,2.0,,,,,,0.014084507042253521,0.02040816326530612,0.03508771929824561,,,,,True,
236,1610612763,Kevin Edwards,Kevin Edwards,236,VAN,24390.0,406,-56,803,814,199,248,99,1617,2.0,16,3.0,,4.0,3.0,13,24,59,3.0,9.0,,,2.0,2.0,1.0,4.0,,,1.0,3.0,29,88,4.0,13.0,24,94,842,5.0,14,,,,10.0,4.0,17,3.0,5.0,13,30,50,8.0,12.0,,,1.0,3.0,1.0,11.0,30,4.0,34,,4.0,12,6.0,12.0,72,,13.0,6.0,26,2.0,34,13.0,47,3.0,20.0,12.0,8.0,14.0,3.0,9.0,9.0,,5.0,2.0,23.0,2.0,5.0,13.0,32,,2.0,33,10.0,,7.0,4.0,2.0,5.0,2.0,30,199,3.0,0.8620689655172413,0.8620689655172413,1.0,0.3076923076923077,,0.6,0.3333333333333333,0.32954545454545453,0.35714285714285715,0.23529411764705882,0.3465346534653465,0.35714285714285715,0.38636363636363635,0.4017094017094017,0.35714285714285715,0.5,0.12871287128712872,0.125,0.25,0.38461538461538464,15.167930660888407,0.6086956521739131,0.05555555555555555,0.0896551724137931,0.040625,0.07792207792207792,,0.08719346049046321,0.035326086956521736,0.07042253521126761,,,,0.0641025641025641,0.07446808510638298,0.11864406779661017,0.06451612903225806,0.13333333333333333,0.05357142857142857,0.4,0.15841584158415842,0.125,0.16666666666666666,1.0,0.12871287128712872,0.23076923076923078,0.375,0.3333333333333333,0.5841584158415841,0.4067796610169492,0.42105263157894735,0.9166666666666666,0.0891089108910891,0.3333333333333333,0.3333333333333333,1.0,0.039603960396039604,0.25,0.25,1.0,0.21428571428571427,,,,,,,0.18181818181818182,,0.09090909090909091,1.0,0.13636363636363635,0.3333333333333333,0.2871287128712871,0.3333333333333333,0.4278044999999999,0.40795833333333337,0.39964761904761903,0.09090909090909091,0.10309278350515463,,0.10638297872340426,0.3191489361702128,13.817045454545458,25.06923076923077,0.24782067247820672,,,1.0,2.0,,,0.048484848484848485,,,,,,1.0,,,,0.03389830508474576,,1.0,,,,True,
3,1610612763,Grant Long,Grant Long,3,VAN,71948.0,1199,-167,2293,2285,623,625,272,4578,41.0,65,21.0,11.0,16.0,7.0,27,57,138,2.0,4.0,,,1.0,1.0,1.0,7.0,,,,2.0,105,230,3.0,11.0,91,310,2424,20.0,43,,,7.0,47.0,28.0,51,1.0,3.0,57,116,156,54.0,9.0,,22.0,,7.0,1.0,8.0,48,17.0,65,12.0,5.0,18,8.0,22.0,147,10.0,55.0,29.0,113,7.0,149,66.0,215,10.0,56.0,38.0,18.0,32.0,5.0,22.0,22.0,3.0,10.0,5.0,54.0,5.0,18.0,44.0,127,7.0,7.0,126,38.0,,28.0,11.0,2.0,11.0,6.0,116,623,27.0,0.7428571428571429,0.8297872340425532,1.0,0.2727272727272727,,0.3333333333333333,0.2727272727272727,0.45652173913043476,0.46511627906976744,0.5490196078431373,0.45435684647302904,0.46511627906976744,0.5462962962962963,0.5149501661129569,0.47959183673469385,0.6444444444444445,0.04564315352697095,0.034782608695652174,0.03076923076923077,0.1111111111111111,13.570336391437309,0.5925925925925926,0.10294117647058823,0.1275395033860045,0.06159014557670773,0.1336405529953917,0.05405405405405406,0.128739800543971,0.06029684601113173,0.08173076923076923,0.05357142857142857,0.05511811023622047,0.05172413793103448,0.1206896551724138,0.14057507987220447,0.12023460410557185,0.12578616352201258,0.15517241379310345,0.08264462809917356,0.5454545454545454,0.2697095435684647,0.6307692307692307,0.6507936507936508,0.4634146341463415,0.11203319502074689,0.25925925925925924,0.2916666666666667,0.7142857142857143,0.5726141078838174,0.41304347826086957,0.4222222222222222,0.9473684210526315,0.016597510373443983,0.5,0.5,1.0,0.029045643153526972,0.14285714285714285,0.14285714285714285,1.0,0.4883720930232558,,,,,,,0.2962962962962963,0.6875,0.018518518518518517,1.0,0.037037037037037035,,0.3153526970954357,0.14285714285714285,0.45248692946058106,0.47156249999999994,0.4293879629629629,0.1391941391941392,0.1450381679389313,,0.15161290322580645,0.3741935483870968,12.38565217391304,25.881818181818186,0.27169646750981247,12.0,1.0,6.0,8.0,1.0,0.017241379310344827,0.05639913232104121,0.5714285714285714,0.08333333333333333,,,,,,1.0,,0.021739130434782608,,,,1.0,,True,
735,1610612763,Bryant Reeves,Bryant Reeves,735,VAN,91730.0,1529,-161,2962,2964,686,696,354,5926,80.0,120,54.0,17.0,28.0,58.0,133,74,191,,1.0,,,,,1.0,3.0,,,1.0,1.0,212,444,1.0,4.0,97,524,3101,31.0,80,,,16.0,78.0,47.0,94,1.0,1.0,40,137,334,90.0,3.0,,48.0,,3.0,1.0,25.0,51,12.0,63,10.0,2.0,18,11.0,22.0,138,16.0,90.0,40.0,211,20.0,271,109.0,380,8.0,35.0,21.0,14.0,43.0,5.0,29.0,34.0,2.0,14.0,6.0,77.0,4.0,19.0,94.0,209,22.0,17.0,121,56.0,,12.0,48.0,23.0,48.0,27.0,137,686,26.0,0.7877358490566038,0.8882978723404256,1.0,0.25,,1.0,0.25,0.4774774774774775,0.3875,0.5,0.4765625,0.3875,0.5105263157894737,0.524,0.43333333333333335,0.5805084745762712,0.008928571428571428,0.05630630630630631,0.06666666666666667,0.11278195488721804,17.131828978622327,0.5584415584415584,0.23255813953488372,0.18221070811744386,0.07640067911714771,0.16393442622950818,0.07692307692307693,0.17902995720399428,0.07647907647907648,0.09166666666666666,0.07520891364902507,0.061224489795918366,0.11475409836065574,0.17625899280575538,0.20854271356783918,0.16390041493775934,0.15976331360946747,0.17333333333333334,0.038461538461538464,0.5625,0.26785714285714285,0.6666666666666666,0.7142857142857143,0.575,0.296875,0.43609022556390975,0.4915254237288136,0.8448275862068966,0.4263392857142857,0.387434554973822,0.3915343915343915,0.972972972972973,0.002232142857142857,,,,0.006696428571428571,0.3333333333333333,0.3333333333333333,1.0,0.675,,,,,,,0.29473684210526313,0.6071428571428571,,,0.010526315789473684,1.0,0.2767857142857143,0.3333333333333333,0.4471333705357142,0.5123416666666667,0.45829315789473685,0.11475409836065574,0.11570247933884298,,0.14885496183206107,0.26145038167938933,10.217117117117114,25.55,0.23160027008777853,29.0,3.0,16.0,22.0,1.0,0.04411764705882353,0.07081174438687392,0.5370370370370371,0.10344827586206896,,,,,,3.0,,0.010471204188481676,,,4.0,1.0,,True,
