EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,Fg2aBlocked,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,DefArc3ReboundPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,FTDefRebounds,LostBallSteals,DefFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFGM,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,PenaltyAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,Corner3Assists,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,FTOffRebounds,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,PenaltyFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Clear Path Fouls,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,DefensiveGoaltends,HeaveMakes
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,6891.0,115,-14.0,229,231,59,96,30,460,11.0,15.0,3.0,3.0,2.0,5.0,13.0,4.0,21.0,2.0,6.0,1.0,20.0,49,2.0,6.0,13.0,59.0,232,5.0,5.0,1.0,2.0,12.0,3.0,12.0,10.0,16.0,20.0,20.0,6.0,6.0,6.0,2.0,11.0,1.0,12.0,1.0,5.0,2.0,4.0,25.0,1.0,6.0,1.0,14.0,15.0,7.0,22.0,4.0,2.0,2.0,4.0,4.0,2.0,9.0,2.0,1.0,13.0,2.0,4.0,2.0,6.0,1.0,2.0,18.0,7.0,2.0,8.0,1.0,1.0,6.0,8.0,3.0,2.0,16.0,59,0.5,0.5882352941176471,1.0,0.3333333333333333,0.3333333333333333,0.40816326530612246,1.0,0.25,0.41818181818181815,0.8333333333333334,0.25,0.4609375,0.75,0.42105263157894735,0.10909090909090909,29.277566539923956,0.3076923076923077,0.14285714285714285,0.06896551724137931,0.09090909090909091,0.045454545454545456,0.13761467889908258,0.06422018348623854,0.08695652173913043,0.07692307692307693,0.05263157894736842,0.05,0.08571428571428572,0.14705882352941177,0.20689655172413793,0.2,0.12121212121212122,0.375,0.2727272727272727,0.7333333333333333,0.7333333333333333,0.45454545454545453,0.23636363636363636,0.38461538461538464,0.38461538461538464,0.6,0.38181818181818183,0.19047619047619047,0.19047619047619047,0.5,0.10909090909090909,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.16666666666666666,0.16666666666666666,0.38181818181818183,0.3333333333333333,0.45778818181818176,0.53767,0.40324166666666666,0.11290322580645161,0.125,0.2033898305084746,0.2711864406779661,9.914285714285715,25.61666666666667,0.2576419213973799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,193.0,3,,8,9,2,5,2,17,,,,,,,,,1.0,,1.0,,,1,,1.0,,,3,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0.5,18.181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,0.5,,0.4425,,,,,,,14.8,37.8,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,3141.0,52,-16.0,99,102,13,37,16,201,1.0,4.0,,1.0,1.0,,1.0,10.0,17.0,,,,11.0,22,,,,22.0,114,1.0,2.0,,,2.0,,2.0,,,22.0,,,,,,1.0,1.0,2.0,1.0,,1.0,,5.0,,1.0,1.0,4.0,5.0,1.0,6.0,,,,4.0,,2.0,,2.0,,4.0,,1.0,6.0,12.0,,,,,,5.0,4.0,,1.0,5.0,1.0,,,13,1.0,1.0,,,,0.5,0.5,,0.5,0.5,,0.5,0.5,,,22.222222222222225,1.0,0.10256410256410256,0.02631578947368421,0.16666666666666666,,0.1111111111111111,0.02040816326530612,,,0.058823529411764705,,0.15384615384615385,0.1,,,,0.2,0.18181818181818182,0.25,0.3333333333333333,1.0,0.045454545454545456,,,,0.7727272727272727,0.5882352941176471,0.5882352941176471,1.0,,,,,0.5,,,0.5,0.18181818181818182,,0.44767727272727265,0.4547,0.48535,,,0.09090909090909091,,14.990909090909092,,0.13131313131313133,,,,1.0,2.0,0.045454545454545456,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,2072.0,35,-8.0,73,71,12,37,7,144,,,,,,1.0,1.0,,3.0,2.0,8.0,,1.0,4,3.0,11.0,,11.0,70,,1.0,1.0,,,1.0,2.0,,2.0,,2.0,9.0,,8.0,2.0,,,,,,,,,,1.0,,1.0,2.0,1.0,3.0,,1.0,,,,,1.0,,,1.0,,,6.0,8.0,,1.0,,,,,,,,,,,2.0,12,,,1.0,0.2727272727272727,0.2727272727272727,0.25,,0.5,0.36666666666666664,,0.3333333333333333,0.36666666666666664,,0.3333333333333333,0.7333333333333333,19.51219512195122,,0.038461538461538464,0.03571428571428571,,,0.03125,0.02631578947368421,,0.1111111111111111,,,,0.125,,,,,,,,,0.06666666666666667,1.0,1.0,,0.2,,,,0.5333333333333333,0.25,0.25,1.0,,,,,0.7333333333333333,0.25,0.5141833333333333,0.4988,0.45955000000000007,,,,0.18181818181818182,15.475,24.545454545454547,0.1643835616438356,1.0,1.0,0.3333333333333333,,,,,,1.0,3.0,1.0,1.0,1.0,0.5,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,7934.0,132,-29.0,262,264,60,107,35,526,8.0,15.0,2.0,3.0,4.0,7.0,18.0,3.0,9.0,,,,18.0,42,1.0,1.0,16.0,55.0,271,3.0,4.0,,2.0,8.0,1.0,8.0,4.0,6.0,14.0,22.0,3.0,4.0,,,19.0,6.0,25.0,6.0,12.0,1.0,6.0,56.0,1.0,7.0,2.0,12.0,17.0,8.0,25.0,2.0,5.0,3.0,5.0,2.0,2.0,5.0,3.0,,10.0,,2.0,2.0,9.0,,3.0,26.0,12.0,2.0,2.0,2.0,,,2.0,1.0,,6.0,60,0.3888888888888889,0.4375,1.0,1.0,1.0,0.42857142857142855,0.75,0.125,0.45348837209302323,0.75,0.125,0.5,0.8,0.2727272727272727,0.023255813953488372,21.52317880794702,0.5,0.1111111111111111,0.06666666666666667,0.14285714285714285,0.03571428571428571,0.11475409836065574,0.06015037593984962,0.08333333333333333,0.08823529411764706,0.0425531914893617,0.041666666666666664,0.15789473684210525,0.05714285714285714,0.11428571428571428,0.14285714285714285,0.1,0.5,0.3488372093023256,0.5333333333333333,0.6153846153846154,0.5,0.4186046511627907,0.3888888888888889,0.4375,0.2857142857142857,0.20930232558139536,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.75,0.6666666666666666,,0.5,0.37209302325581395,,0.4410593023255815,0.510775,0.4745250000000001,0.22641509433962265,0.23076923076923078,0.14545454545454545,0.10909090909090909,8.054761904761902,23.9,0.22900763358778625,,,,4.0,2.0,0.09523809523809523,0.13333333333333333,0.14285714285714285,1.0,1.0,,3.0,2.0,0.2727272727272727,0.023255813953488372,1.0,1.0,1.0,,1.0,1.0,2.0,0.1111111111111111,0.25,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,1471.0,25,5.0,52,51,18,29,10,103,1.0,1.0,,,1.0,,,,3.0,1.0,4.0,,1.0,4,1.0,4.0,,5.0,46,,,,,,1.0,2.0,,2.0,2.0,,3.0,,4.0,1.0,,,,,,,,,,,,4.0,4.0,,4.0,,3.0,3.0,,,,1.0,,,1.0,1.0,1.0,,4.0,,1.0,,,,,,,,,,,2.0,18,1.0,1.0,1.0,0.25,0.25,0.25,,0.5,0.3125,,0.25,0.3125,,0.25,0.5,14.285714285714286,,0.2,,,,0.17391304347826086,,,,,,0.14285714285714285,,0.3333333333333333,,,,0.125,1.0,1.0,1.0,,,,,0.375,,,,0.5,0.25,0.25,1.0,,,,0.25,0.625,0.25,0.52190625,,0.60155,,,,0.4,12.35,25.85,0.34615384615384615,2.0,2.0,0.5,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1610612753,John Amaechi,John Amaechi,680,ORL,3873.0,65,-11.0,132,131,36,50,12,263,9.0,13.0,1.0,1.0,2.0,,3.0,2.0,7.0,,,,11.0,23,,,2.0,24.0,129,1.0,1.0,,,2.0,2.0,3.0,,4.0,12.0,10.0,,,,,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,,,1.0,7.0,8.0,,8.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,3.0,1.0,1.0,4.0,7.0,1.0,,6.0,2.0,1.0,2.0,,,2.0,2.0,1.0,,4.0,36,0.5454545454545454,0.5454545454545454,,,,0.4782608695652174,1.0,0.6666666666666666,0.4782608695652174,1.0,0.6666666666666666,0.46153846153846156,1.0,0.5,,19.727891156462587,0.3333333333333333,0.12727272727272726,,0.16666666666666666,,0.13114754098360656,,,,,,0.05263157894736842,0.07142857142857142,0.22727272727272727,0.25,,0.5,0.5652173913043478,0.6923076923076923,0.75,0.5555555555555556,0.13043478260869565,,,,0.30434782608695654,0.2857142857142857,0.2857142857142857,0.5,,,,,1.0,1.0,,0.6666666666666666,0.5652173913043478,,0.49672173913043477,0.57,0.5403333333333333,0.08,0.08,0.08333333333333333,0.16666666666666666,6.982608695652174,,0.2727272727272727,,,,1.0,1.0,0.043478260869565216,0.07692307692307693,,,,,,1.0,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,7089.0,118,-31.0,233,233,51,94,29,466,2.0,4.0,,,,1.0,9.0,9.0,14.0,4.0,15.0,4.0,12.0,27,4.0,17.0,8.0,44.0,247,2.0,3.0,5.0,1.0,8.0,3.0,5.0,4.0,10.0,10.0,14.0,12.0,2.0,15.0,4.0,7.0,2.0,9.0,,3.0,,4.0,20.0,1.0,1.0,1.0,4.0,5.0,2.0,7.0,1.0,4.0,3.0,8.0,,7.0,,1.0,,8.0,,1.0,2.0,11.0,,,8.0,,2.0,1.0,,,1.0,1.0,1.0,,10.0,51,0.4166666666666667,0.45454545454545453,1.0,0.23529411764705882,0.23529411764705882,0.4444444444444444,0.6666666666666666,0.6,0.4090909090909091,0.4375,0.375,0.43478260869565216,0.4375,0.5,0.38636363636363635,20.37735849056604,1.0,0.041237113402061855,0.011235955056179775,0.07692307692307693,0.04,0.045454545454545456,0.017543859649122806,,,0.02564102564102564,0.047619047619047616,0.05555555555555555,,0.06666666666666667,,0.041666666666666664,1.0,0.09090909090909091,0.5,0.6666666666666666,0.5,0.20454545454545456,0.1111111111111111,0.125,1.0,0.3181818181818182,0.6428571428571429,0.6428571428571429,0.3333333333333333,0.3409090909090909,0.26666666666666666,0.3076923076923077,1.0,,,0.5,,0.4772727272727273,0.26666666666666666,0.46794545454545455,0.496875,0.4302,,,0.18181818181818182,0.22727272727272727,11.918518518518518,25.19411764705882,0.21888412017167383,3.0,3.0,0.375,2.0,5.0,0.07407407407407407,0.25,0.16666666666666666,,2.0,1.0,,1.0,,0.045454545454545456,,,,0.125,,,,0.1111111111111111,,,1.0,1.0,2.0,2.0,4.0,0.2,0.11764705882352941,0.13333333333333333,0.25,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,755.0,13,-18.0,21,24,3,13,3,45,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,2,,,,2.0,31,1.0,1.0,,,2.0,,,,,,2.0,,2.0,,,1.0,,1.0,,1.0,,,2.0,1.0,2.0,,1.0,2.0,3.0,5.0,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,3,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,11.538461538461538,,0.16666666666666666,0.16666666666666666,,0.5,0.14285714285714285,0.21428571428571427,,,0.3333333333333333,,,0.5,,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,1.0,1.0,,,0.5,,0.45875,0.5548,,,,1.0,,3.1,,0.14285714285714285,,,,1.0,1.0,0.5,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,5109.0,85,-24.0,161,164,42,64,25,325,7.0,11.0,4.0,5.0,4.0,,2.0,,,,,,7.0,13,,,2.0,16.0,184,4.0,6.0,,,8.0,2.0,5.0,,4.0,10.0,4.0,,4.0,,,4.0,,4.0,,1.0,1.0,2.0,8.0,2.0,7.0,1.0,7.0,12.0,9.0,21.0,,2.0,,1.0,,1.0,1.0,,,2.0,,,5.0,12.0,1.0,1.0,4.0,2.0,1.0,7.0,7.0,,,7.0,2.0,,4.0,42,0.7142857142857143,1.0,,,,0.5384615384615384,0.6666666666666666,0.4,0.5384615384615384,0.6666666666666666,0.4,0.5333333333333333,0.5714285714285714,0.4,,9.042553191489363,0.5,0.09859154929577464,0.1111111111111111,0.14285714285714285,0.11764705882352941,0.10256410256410256,0.1125,,0.17391304347826086,0.1111111111111111,0.125,0.037037037037037035,0.25,,,,0.2857142857142857,0.8461538461538461,0.6363636363636364,0.7777777777777778,0.7142857142857143,0.15384615384615385,,,,,,,,,,,,0.8333333333333334,0.8,,0.8,0.8461538461538461,,0.5290076923076923,0.48734,0.47962,0.14285714285714285,0.14285714285714285,0.5,0.25,2.1999999999999997,,0.2608695652173913,,,,3.0,2.0,0.23076923076923078,0.18181818181818182,0.25,,,,4.0,2.0,0.5714285714285714,,,,,,2.0,,1.0,0.5,0.5,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
