EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,Steals,LostBallSteals,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,LongMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFGM,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Corner3Assists,LostBallOutOfBoundsTurnovers,OffLongMidRangeReboundPct,SelfOReb,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFGA,Travels,2pt And 1 Free Throw Trips,BlockedAtRim,SecondChanceAtRimFrequency,ShortMidRangePctAssisted,SecondChanceAtRimFGM,PtsPutbacks,OffThreePtRebounds,Loose Ball Fouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,SecondChanceTurnovers,NonShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,DefensiveGoaltends,HeaveMakes
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,1130.0,19,12.0,36,41,20.0,24.0,4.0,77,2.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,10,1.0,2.0,3.0,18.0,34,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,10.0,6.0,6.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,2.0,1.0,6.0,3.0,10.0,20.0,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.6,1.0,0.6666666666666666,0.625,1.0,0.7,0.6,0.75,0.625,0.16666666666666666,0.1,0.25,37.5,0.3333333333333333,0.5,0.6666666666666666,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0,0.5,0.08333333333333333,1.0,1.0,1.0,0.08333333333333333,0.2,0.2,1.0,0.2,0.5,0.47776363636363633,0.4391,0.474225,0.2,0.23076923076923078,0.16666666666666666,0.5555555555555556,8.77,39.400000000000006,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,1610612753,Michael Doleac,Michael Doleac,1720,ORL,1127.0,19,-10.0,36,37,13.0,12.0,4.0,73,,,,,,7.0,,,,,,,,7,,,,,41,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,2.0,,,,13.0,,,,,,,,,,,,,,,,,,0.14285714285714285,,17.073170731707318,,,,,,1.0,,,,,,,,,,,,,,0.3931714285714286,0.3474,0.3801,,,,,17.842857142857145,,0.3611111111111111,3.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.25,0.21428571428571427,0.5,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,1162.0,19,12.0,37,42,21.0,25.0,4.0,79,2.0,3.0,2.0,2.0,2.0,5.0,,,,,3.0,2.0,5.0,10,3.0,3.0,3.0,22.0,34,1.0,1.0,,2.0,2.0,5.0,2.0,2.0,,10.0,2.0,8.0,3.0,,,3.0,,3.0,,2.0,,6.0,3.0,2.0,1.0,3.0,1.0,10.0,21.0,1.0,0.2,0.2,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.4,0.7307692307692307,1.0,0.7142857142857143,0.75,1.0,0.7142857142857143,0.23076923076923078,,,39.02439024390244,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.15384615384615385,0.38461538461538464,0.4,0.4,,,,,,0.23076923076923078,0.2857142857142857,,,0.2857142857142857,0.46153846153846156,0.49215769230769235,0.407,0.5189785714285715,0.07142857142857142,0.09090909090909091,0.09090909090909091,0.45454545454545453,11.209999999999999,25.46666666666667,0.5675675675675675,,,,1.0,,,,1.0,,,,,,,,,2.0,1.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.08333333333333333,0.2,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1610612753,James Robinson,James Robinson,381,ORL,2983.0,50,-5.0,97,102,42.0,45.0,9.0,199,1.0,1.0,,1.0,1.0,4.0,,,,,5.0,3.0,2.0,6,2.0,5.0,,10.0,103,,,,,,3.0,2.0,3.0,,6.0,2.0,2.0,6.0,,1.0,,,,,,,,4.0,,5.0,,,6.0,42.0,2.0,0.5,0.5,1.0,0.4,0.6666666666666666,0.4,0.3333333333333333,,,0.45454545454545453,,0.5,0.45454545454545453,,0.5,0.45454545454545453,0.16666666666666666,,13.761467889908255,0.09090909090909091,1.0,1.0,,0.09090909090909091,0.36363636363636365,0.25,0.3333333333333333,1.0,,,,,0.45454545454545453,,,,0.5,0.5454545454545454,0.46466363636363633,,0.4478083333333333,,,,0.6,14.15,25.220000000000002,0.4329896907216495,6.0,,8.0,8.0,,1.0,1.0,1.0,,0.25,,0.17647058823529413,0.1951219512195122,,0.2,,,,2.0,2.0,,5.0,2.0,,,,4.0,2.0,,4.0,,,,0.5,,,,,,0.4,0.4,1.0,,0.6666666666666666,0.4,2.0,1.0,2.0,2.0,3.0,1.0,0.2857142857142857,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,1172.0,20,13.0,36,39,18.0,20.0,4.0,75,1.0,1.0,1.0,1.0,,,,,,,,,2.0,2,,,,4.0,32,,,,,2.0,2.0,,,,4.0,2.0,2.0,,,,1.0,1.0,2.0,,,,5.0,2.0,,1.0,,,4.0,18.0,,0.5,0.5,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,7.5,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,0.5,,,,0.5,0.4869,,0.4869,,,,1.0,2.85,,0.5,3.0,,3.0,4.0,1.0,,,,,,,0.21428571428571427,0.16666666666666666,,0.3333333333333333,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,1.0,,,,,0.08333333333333333,0.08333333333333333,,1.0,1.0,,,,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,1043.0,17,-13.0,34,36,6.0,8.0,2.0,70,,,,1.0,1.0,2.0,,,,,1.0,,1.0,3,1.0,1.0,1.0,6.0,42,,1.0,1.0,1.0,,,,,,,2.0,,3.0,,,,,,,,,,,,,2.0,1.0,,6.0,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,,,0.625,,,0.6,0.25,,0.25,,,13.157894736842104,,,,,0.25,0.5,0.5,0.5,1.0,,,,,0.25,,,,,0.25,0.44452499999999995,,,0.2,0.25,0.16666666666666666,,15.199999999999998,26.0,0.17647058823529413,2.0,,2.0,3.0,,,,,,,,0.14285714285714285,0.13333333333333333,,0.3333333333333333,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,0.07142857142857142,0.05263157894736842,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,291.0,5,-4.0,9,10,6.0,8.0,,19,,1.0,,1.0,,,,,,,,,1.0,2,,,,2.0,6,,,,,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,6.0,,,,,,,,0.5,,1.0,0.5,,1.0,0.5,,1.0,,,,22.22222222222222,0.5,,,,0.5,,,,,,,,,,,,,,0.5,0.51665,,0.3708,,,,1.0,3.2,,0.6666666666666666,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1610612753,John Amaechi,John Amaechi,680,ORL,1720.0,29,1.0,61,61,37.0,37.0,4.0,122,2.0,4.0,2.0,4.0,,,,,,,,,4.0,8,,,2.0,10.0,56,,1.0,,,2.0,3.0,,,1.0,5.0,2.0,6.0,,,1.0,3.0,1.0,4.0,1.0,1.0,,9.0,,,1.0,5.0,3.0,5.0,37.0,,0.25,0.25,,,,,0.5,,0.6666666666666666,0.5,,0.6666666666666666,0.5,,0.8333333333333334,,0.125,0.25,16.666666666666664,0.5,0.5,0.6666666666666666,0.5,0.5,,,,,,,,,,0.6666666666666666,,,,0.5,0.4872125,0.5703,0.5266333333333333,0.3,0.3,,0.5,3.75,,0.6065573770491803,2.0,,2.0,3.0,1.0,2.0,1.0,2.0,1.0,,,0.1111111111111111,0.08695652173913043,,0.09090909090909091,0.5,1.0,2.0,,,,,,2.0,1.0,1.0,,,,1.0,,,,,0.045454545454545456,0.04,,0.5,0.5,,,,0.5,,,,,1.0,,1.0,,,0.5,,,,,1.0,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,734.0,12,-1.0,23,26,9.0,10.0,3.0,49,1.0,1.0,,2.0,,,,,,,,,3.0,3,,,,6.0,31,,,,,1.0,1.0,,,,2.0,4.0,2.0,,,,,,,,,,,,,2.0,,,2.0,9.0,,0.6666666666666666,0.6666666666666666,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,14.285714285714285,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,0.3333333333333333,0.4435,,0.3719,,,,0.3333333333333333,4.066666666666666,,0.391304347826087,,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,1.0,1.0,,,,1.0,,,,,0.125,0.1,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,0.3333333333333333,,,,,,,,,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,86.0,1,,2,2,,,1.0,4,,1.0,,,,,,,,,,,,1,,,,,2,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,33.333333333333336,1.0,,,,,,,,,,,,,,,,,,1.0,0.5422,0.5422,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
