EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChancePointsPct,SecondChanceAtRimFGM,PtsPutbacks,Corner3Assists,FTDefRebounds,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,FTOffRebounds,Assisted3sPct,PenaltyFg3Pct,OffFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,LostBallTurnovers,SecondChanceArc3Frequency,PenaltyCorner3FGA,HeaveAttempts,Technical Free Throw Trips,Corner3PctAssisted,PenaltyCorner3Frequency,ShortMidRangePctBlocked,SelfOReb,SelfORebPct,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Clear Path Fouls
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,6723.0,112,-45.0,223,226,58.0,75.0,29.0,449,5.0,9.0,1.0,1.0,1.0,5.0,6.0,24.0,1.0,1.0,4.0,12.0,38.0,1.0,5.0,4.0,31.0,248,3.0,2.0,9.0,3.0,7.0,12.0,12.0,3.0,4.0,2.0,9.0,4.0,13.0,4.0,5.0,1.0,3.0,30.0,1.0,2.0,2.0,4.0,1.0,5.0,7.0,6.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,6.0,1.0,2.0,7.0,10.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,7.0,58.0,0.5,0.5,0.2,0.2,0.3157894736842105,0.2222222222222222,0.313953488372093,0.2222222222222222,0.3369565217391304,0.3181818181818182,0.1162790697674418,0.0526315789473684,0.1111111111111111,0.0416666666666666,19.92337164750958,0.5,0.0294117647058823,0.0097087378640776,0.1111111111111111,0.0465116279069767,0.008,0.02,0.0625,0.1428571428571428,1.0,0.2093023255813953,0.5555555555555556,0.625,0.6,0.1162790697674418,0.2,0.2,0.5581395348837209,0.25,0.2608695652173913,0.5,0.0232558139534883,1.0,1.0,0.0930232558139534,0.1111111111111111,1.0,0.3255813953488372,0.4630267441860465,0.3965,0.4397222222222223,0.0444444444444444,0.05,0.2258064516129032,13.197368421052632,24.8,0.2600896860986547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,953.0,16,-5.0,33,34,22.0,29.0,5.0,67,,3.0,,3.0,1.0,2.0,,,,,,1.0,5.0,,,4.0,6.0,37,3.0,1.0,5.0,3.0,5.0,2.0,,,,1.0,,,,,,,,,4.0,,,,5.0,5.0,1.0,1.0,,,,,,,,,,,4.0,4.0,7.0,4.0,,,,,,,5.0,22.0,1.0,1.0,,,0.2,0.2,0.2,0.2,0.3333333333333333,0.3571428571428571,,0.2,0.3333333333333333,,21.951219512195124,,,0.25,,,0.2631578947368421,0.1666666666666666,,,,0.6,,,,0.4,0.5,0.5,,,,,,,,,0.6,,0.6,0.44132,0.4811,0.44132,0.4444444444444444,0.4444444444444444,0.8333333333333334,4.54,,0.6666666666666666,2.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,0.1666666666666666,0.5,0.5,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1600,1610612761,Kornel David,Kornel David,1600,TOR,8368.0,139,-39.0,272,277,86.0,104.0,34.0,549,12.0,18.0,6.0,7.0,1.0,4.0,2.0,7.0,,,,15.0,29.0,,,12.0,42.0,301,3.0,7.0,12.0,8.0,22.0,22.0,8.0,,,3.0,1.0,3.0,4.0,2.0,,,1.0,11.0,8.0,5.0,13.0,24.0,9.0,33.0,2.0,2.0,,2.0,,2.0,5.0,1.0,1.0,7.0,1.0,2.0,8.0,20.0,13.0,7.0,,3.0,,,3.0,2.0,22.0,86.0,0.7333333333333333,0.7857142857142857,,,0.5172413793103449,0.5833333333333334,0.5172413793103449,0.5833333333333334,0.6,0.6875,,0.1034482758620689,0.1111111111111111,0.1428571428571428,13.291139240506327,0.2857142857142857,0.1511627906976744,0.0677966101694915,0.2631578947368421,0.1714285714285714,0.0612244897959183,0.0517241379310344,0.175,0.2,0.6666666666666666,0.6206896551724138,0.6666666666666666,0.75,0.75,0.1379310344827586,0.25,0.25,0.2413793103448276,0.2857142857142857,0.3333333333333333,1.0,,,,,0.5833333333333334,0.8571428571428571,0.6206896551724138,0.5041241379310344,0.5154333333333333,0.5274,0.2,0.2,0.5238095238095238,5.779310344827586,,0.3161764705882353,2.0,2.0,6.0,10.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0344827586206896,0.1071428571428571,0.0625,0.0454545454545454,,0.6666666666666666,0.238095238095238,2.0,2.0,1.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,0.3333333333333333,0.0952380952380952,0.16,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,5113.0,85,-23.0,166,166,36.0,47.0,24.0,332,7.0,11.0,1.0,2.0,,5.0,5.0,12.0,,5.0,9.0,12.0,28.0,5.0,14.0,10.0,49.0,181,8.0,1.0,3.0,2.0,7.0,12.0,12.0,3.0,9.0,2.0,6.0,,6.0,,3.0,1.0,2.0,12.0,6.0,3.0,7.0,10.0,8.0,18.0,2.0,1.0,1.0,,,,1.0,,,1.0,,,5.0,8.0,12.0,5.0,2.0,1.0,,,1.0,1.0,7.0,36.0,0.5,0.6666666666666666,0.3571428571428571,0.3571428571428571,0.4285714285714285,0.3333333333333333,0.4642857142857143,0.4166666666666667,0.5212765957446809,0.5,0.3333333333333333,0.0714285714285714,0.1818181818181818,,24.36548223350254,,0.1320754716981132,0.0779220779220779,0.2142857142857142,0.1492537313432835,0.0729166666666666,0.0833333333333333,0.1363636363636363,0.2,1.0,0.2619047619047619,0.6363636363636364,0.7777777777777778,0.2857142857142857,0.119047619047619,,,0.2857142857142857,0.4166666666666667,0.4166666666666667,0.8,0.119047619047619,,,0.2142857142857142,0.3333333333333333,0.5,0.5952380952380952,0.4872964285714285,0.4898555555555555,0.474625,0.1111111111111111,0.1612903225806451,0.1428571428571428,9.421428571428573,24.68571428571429,0.216867469879518,5.0,3.0,1.0,7.0,1.0,0.375,0.2727272727272727,0.3181818181818182,0.0526315789473684,0.1764705882352941,,0.0769230769230769,,0.4545454545454545,0.1428571428571428,3.0,6.0,,,,1.0,2.0,1.0,,,,0.2857142857142857,,0.25,0.6,3.0,5.0,1.0,3.0,3.0,1.0,3.0,12.0,5.0,1.0,0.8,0.3333333333333333,0.1666666666666666,0.5555555555555556,0.5555555555555556,0.8,0.2727272727272727,0.5,0.3333333333333333,0.5555555555555556,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
209,1610612761,Dell Curry,Dell Curry,209,TOR,4046.0,67,-8.0,135,134,43.0,52.0,16.0,269,1.0,1.0,,,,1.0,5.0,15.0,,1.0,3.0,6.0,17.0,1.0,4.0,,15.0,139,1.0,2.0,4.0,,7.0,10.0,2.0,,3.0,,10.0,,10.0,,5.0,1.0,4.0,20.0,,2.0,4.0,8.0,,8.0,2.0,2.0,,,1.0,,4.0,,,4.0,,,4.0,7.0,,,,1.0,1.0,,1.0,1.0,7.0,43.0,0.8333333333333334,0.8333333333333334,0.25,0.25,0.3529411764705882,0.5,0.3571428571428571,0.5833333333333334,0.3571428571428571,0.5833333333333334,0.1904761904761904,,,,16.025641025641026,,0.1212121212121212,,0.2,0.1395348837209302,,,0.2307692307692307,0.25,1.0,0.0476190476190476,1.0,1.0,1.0,0.0476190476190476,,,0.7142857142857143,0.3333333333333333,0.3333333333333333,0.8,0.0476190476190476,,,0.1428571428571428,,,0.238095238095238,0.4366785714285714,0.5939,0.447225,,,0.4666666666666667,17.305882352941175,24.825000000000003,0.3185185185185185,1.0,1.0,,2.0,,1.0,1.0,1.0,,,,,,1.0,0.1333333333333333,1.0,,,2.0,,2.0,,,,1.0,0.1538461538461538,,0.0833333333333333,,1.0,,1.0,1.0,2.0,,1.0,2.0,3.0,1.0,,1.0,0.5,,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.5,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
895,1610612761,Tyrone Corbin,Tyrone Corbin,895,TOR,1768.0,29,-20.0,60,58,30.0,41.0,7.0,118,,,,,,1.0,1.0,4.0,,,3.0,1.0,5.0,,3.0,,2.0,72,,1.0,4.0,,2.0,2.0,,,3.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,1.0,1.0,,1.0,,,,,,1.0,,1.0,2.0,3.0,,,,,,,,,2.0,30.0,1.0,1.0,,,0.2,0.25,0.125,0.1428571428571428,0.125,0.1428571428571428,0.375,,,,12.857142857142858,1.0,0.0833333333333333,,0.1428571428571428,0.1052631578947368,,,,0.1428571428571428,,,,,,0.125,,,0.5,0.25,0.25,1.0,,,,0.375,,,0.375,0.40249375,0.47835,0.40495,,,1.0,17.220000000000002,25.9,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.25,,,,,,3.0,1.0,,3.0,,,,,,,,,,,0.4285714285714285,,,,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1713,1610612761,Vince Carter,Vince Carter,1713,TOR,3030.0,50,-5.0,98,101,40.0,41.0,10.0,199,,5.0,,5.0,1.0,6.0,2.0,7.0,1.0,2.0,11.0,3.0,18.0,6.0,13.0,17.0,41.0,110,1.0,,8.0,12.0,18.0,2.0,4.0,3.0,10.0,,5.0,1.0,6.0,1.0,3.0,,2.0,13.0,1.0,1.0,4.0,5.0,1.0,6.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,,3.0,3.0,22.0,4.0,6.0,1.0,,,1.0,1.0,18.0,40.0,0.3333333333333333,0.3333333333333333,0.4615384615384615,0.5,0.1666666666666666,,0.3870967741935484,0.2307692307692307,0.4875,0.4210526315789473,0.4193548387096774,,,,37.16814159292036,0.5,0.1081081081081081,0.0238095238095238,0.1666666666666666,0.1162790697674418,0.0185185185185185,,0.1111111111111111,0.25,1.0,0.1612903225806451,,,,0.1935483870967742,0.1666666666666666,0.1666666666666666,0.2258064516129032,0.2857142857142857,0.2857142857142857,,0.064516129032258,0.5,0.5,0.3548387096774194,0.3846153846153846,,0.5806451612903226,0.4854716666666666,0.4525,0.5151208333333333,0.1176470588235294,0.1904761904761904,0.4390243902439024,10.06111111111111,29.46923076923077,0.4081632653061224,,,4.0,4.0,,,,0.375,,0.1,,,1.0,,0.0975609756097561,,,,,,,1.0,1.0,1.0,,,,0.2,,,,5.0,2.0,4.0,1.0,2.0,5.0,15.0,5.0,,0.8333333333333334,0.4,,0.4545454545454545,0.4545454545454545,0.8,,0.3076923076923077,0.5,0.5,,1.0,,0.5,1.0,1.0,3.0,1.0,0.0769230769230769,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,2085.0,35,-8.0,60,63,13.0,18.0,9.0,123,4.0,5.0,1.0,1.0,1.0,4.0,1.0,3.0,,,,6.0,12.0,,,5.0,17.0,72,4.0,2.0,2.0,3.0,7.0,6.0,6.0,,,2.0,,,,,,,,,3.0,,3.0,5.0,3.0,8.0,,,,1.0,1.0,1.0,1.0,,,2.0,,,3.0,6.0,8.0,4.0,,1.0,,,1.0,,7.0,13.0,0.5,0.6,,,0.5,1.0,0.5,1.0,0.53125,0.7,,0.1666666666666666,,,25.35211267605634,0.5,0.12,0.125,,0.1111111111111111,0.09375,0.1666666666666666,0.0769230769230769,,,0.4166666666666667,0.8,0.8,0.5,0.3333333333333333,0.25,0.5,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,1.0,0.4166666666666667,0.45775,0.4786749999999999,0.43225,0.25,0.25,0.4117647058823529,7.291666666666667,,0.2166666666666666,2.0,1.0,,2.0,,0.25,0.25,0.25,,,0.1428571428571428,,,0.5,0.1176470588235294,1.0,2.0,,2.0,,,,1.0,,,0.4,,0.2222222222222222,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
788,1610612761,Kevin Willis,Kevin Willis,788,TOR,3413.0,57,,119,118,36.0,40.0,12.0,237,5.0,8.0,3.0,4.0,4.0,8.0,2.0,5.0,,,,11.0,21.0,,,7.0,29.0,110,3.0,5.0,7.0,3.0,13.0,16.0,6.0,,,2.0,2.0,,2.0,,,,2.0,4.0,3.0,,10.0,15.0,4.0,19.0,3.0,2.0,1.0,,,,4.0,,,4.0,,,3.0,9.0,8.0,4.0,1.0,2.0,,1.0,2.0,,13.0,36.0,0.7272727272727273,0.7272727272727273,,,0.5238095238095238,0.7142857142857143,0.5238095238095238,0.7142857142857143,0.6041666666666666,0.7222222222222222,,0.0952380952380952,0.125,,20.8955223880597,,0.2439024390243902,0.0652173913043478,,0.2040816326530612,0.0677966101694915,,0.2777777777777778,,,0.3809523809523809,0.625,0.7142857142857143,1.0,0.3809523809523809,0.5,0.5714285714285714,0.238095238095238,0.4,0.4,1.0,,,,,0.5714285714285714,0.75,0.3809523809523809,0.4432809523809524,0.4434,0.4453428571428571,0.1739130434782608,0.1739130434782608,0.4482758620689655,7.885714285714287,,0.3025210084033613,1.0,2.0,2.0,6.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.0769230769230769,0.0909090909090909,0.1428571428571428,0.1,0.25,0.3333333333333333,0.2068965517241379,,,,5.0,1.0,3.0,2.0,1.0,,,0.5,0.1538461538461538,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,1.0,0.125,True,,,,,,,,,,,,,,,,,,,,,,,,,
891,1610612761,Charles Oakley,Charles Oakley,891,TOR,1550.0,26,-12.0,48,51,19.0,21.0,5.0,99,1.0,2.0,,,,1.0,1.0,6.0,,,,2.0,9.0,,,1.0,5.0,58,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,,,19.0,0.5,0.5,,,0.2222222222222222,,0.2222222222222222,,0.2777777777777778,,,,,,18.51851851851852,1.0,0.1,,,0.0952380952380952,,,0.1666666666666666,,,0.2222222222222222,0.5,0.5,,0.1111111111111111,,,0.6666666666666666,0.1666666666666666,0.1666666666666666,1.0,,,,,,,0.2222222222222222,0.4386222222222222,,0.4157,0.1111111111111111,0.1111111111111111,,12.744444444444444,,0.3958333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
