EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceTurnovers,BlockedAtRim,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,PenaltyCorner3FGM,PenaltyFG3M,OffThreePtRebounds,FTOffRebounds,Loose Ball Fouls,BlockedShortMidRange,OffensiveGoaltends,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Blocked3s,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,on
1065,1610612752,Erick Strickland,Erick Strickland,1065,NYK,17185.0,286,15.0,505,521,132,166,70,1026,7.0,20,1.0,2.0,5.0,4.0,14.0,5.0,19.0,1.0,4.0,1.0,2.0,6.0,22.0,2.0,8.0,16,53,7.0,26.0,22,75,502,1.0,3.0,2.0,2.0,5.0,9,10.0,6.0,16,14.0,18.0,21.0,1.0,21.0,6.0,4.0,1.0,19.0,4.0,23.0,3.0,1.0,9.0,2.0,8.0,50.0,4,7.0,19,3.0,29,4,33,2.0,16.0,11.0,5.0,4.0,4.0,3.0,9,1.0,1.0,2.0,13,2.0,9,25,1.0,25,1.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,16,132,4.0,0.4375,0.4375,1.0,0.2692307692307692,0.28,0.3018867924528302,0.5555555555555556,0.33544303797468356,0.2631578947368421,0.4111111111111111,0.2,0.36363636363636365,0.3291139240506329,0.038461538461538464,0.07547169811320754,0.2,0.045454545454545456,17.636986301369863,0.3076923076923077,0.21428571428571427,0.09644670050761421,0.021739130434782608,0.11666666666666667,0.10116731517509728,0.017543859649122806,0.05555555555555555,0.018518518518518517,0.075,0.07692307692307693,0.11956521739130435,0.11363636363636363,0.125,0.04081632653061224,1.0,0.25316455696202533,0.35,0.4375,0.2857142857142857,0.17721518987341772,0.2857142857142857,0.2857142857142857,0.5,0.24050632911392406,0.2631578947368421,0.2631578947368421,0.6,0.05063291139240506,0.25,0.25,1.0,0.27848101265822783,0.2727272727272727,0.2857142857142857,1.0,0.25,0.25,0.5,0.2631578947368421,0.4,0.10526315789473684,0.42105263157894735,0.5822784810126582,0.2857142857142857,0.49465256410256414,0.5846125,0.5106333333333333,0.10344827586206896,0.14754098360655737,0.02666666666666667,0.21333333333333335,9.150943396226417,25.965384615384615,0.2613861386138614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1594,1610612752,Rick Brunson,Rick Brunson,1594,NYK,1412.0,24,9.0,45,45,26,18,7,90,,1,,,,,,1.0,3.0,,,,,,1.0,,1.0,1,4,,1.0,2,4,41,,,,,1.0,3,1.0,2.0,4,,2.0,,1.0,,,1.0,,,,,,,,,,,1,1.0,2,,3,1,4,,,,,,2.0,,2,,,,2,2.0,1,3,,2,,,1.0,,,,,,,,4,26,,,,,,,0.25,0.3333333333333333,0.2,0.25,0.3333333333333333,,0.4,0.2,,0.25,1.0,,14.285714285714285,,,0.14285714285714285,0.05263157894736842,0.14285714285714285,0.14285714285714285,0.041666666666666664,0.14285714285714285,,,,0.25,0.2,,,,0.2,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,,0.2,,,,,,,,,,0.25,0.4,,0.44305000000000005,,0.38716666666666666,0.16666666666666666,0.2,,1.0,13.525,44.5,0.5777777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2068,1610612752,Lavor Postell,Lavor Postell,2068,NYK,3655.0,61,5.0,116,117,37,33,11,233,3.0,5,1.0,2.0,2.0,2.0,4.0,,,,1.0,,1.0,,3.0,1.0,,5,9,,4.0,8,18,105,1.0,1.0,2.0,4.0,2.0,2,1.0,7.0,11,6.0,4.0,,,3.0,,,,1.0,,1.0,,,1.0,,,2.0,3,1.0,3,,4,3,7,,1.0,1.0,,3.0,,3.0,4,,,1.0,7,,1,3,2.0,10,,,2.0,3.0,1.0,,1.0,,,1.0,11,37,,0.6,0.75,,,,0.5555555555555556,1.0,0.38461538461538464,0.6666666666666666,0.5,0.6666666666666666,0.7857142857142857,0.3076923076923077,,,,,19.23076923076923,0.42857142857142855,,0.05555555555555555,0.08108108108108109,0.06666666666666667,0.057971014492753624,0.06666666666666667,0.1111111111111111,0.07692307692307693,0.05263157894736842,0.07142857142857142,0.047619047619047616,0.07692307692307693,,,,0.38461538461538464,0.6,0.6,0.6666666666666666,0.3076923076923077,0.5,0.5,0.5,,,,,0.07692307692307693,,,,0.23076923076923078,,,,0.5,,0.5,0.6666666666666666,1.0,0.3333333333333333,,0.6923076923076923,,0.5366576923076922,0.5945,0.6682,0.13333333333333333,0.18181818181818182,0.2222222222222222,0.6111111111111112,4.344444444444445,24.075,0.31896551724137934,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.06666666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
703,1610612752,Kurt Thomas,Kurt Thomas,703,NYK,127706.0,2128,290.0,3850,3855,963,1144,432,7705,191.0,279,81.0,50.0,60.0,98.0,249.0,24.0,83.0,1.0,1.0,,1.0,,2.0,,1.0,313,611,1.0,3.0,171,800,3759,113.0,,36.0,160.0,77.0,128,2.0,69.0,226,460.0,166.0,3.0,,2.0,,44.0,,48.0,15.0,63.0,9.0,6.0,30.0,8.0,10.0,141.0,136,61.0,235,47.0,343,172,515,15.0,61.0,32.0,29.0,28.0,7.0,13.0,71,11.0,15.0,9.0,99,22.0,125,287,28.0,210,16.0,,93.0,21.0,69.0,2.0,69.0,45.0,7.0,2.0,226,963,42.0,0.7348242811501597,0.8679245283018868,1.0,0.3333333333333333,0.3333333333333333,0.5122749590834698,0.6015625,0.512214983713355,0.6038461538461538,0.5617977528089888,0.5970149253731343,0.6647058823529411,0.004885993485342019,,0.07201309328968904,0.0967741935483871,,18.61053600184035,0.2828282828282828,0.3197278911564626,0.16040955631399317,0.096045197740113,0.15844155844155844,0.16,0.0981067125645439,0.15258855585831063,0.08829174664107485,0.12790697674418605,0.1640625,0.17569786535303777,0.16842105263157894,0.13,0.05952380952380952,0.6521739130434783,0.4543973941368078,0.6845878136200717,0.7579365079365079,0.7068062827225131,0.40553745928338764,0.39357429718875503,0.4224137931034483,0.7244897959183674,0.13517915309446255,0.2891566265060241,0.2891566265060241,1.0,0.0016286644951140066,1.0,1.0,1.0,0.003257328990228013,,,,0.7168141592920354,,,0.46153846153846156,0.8333333333333334,0.007692307692307693,0.007692307692307693,0.4592833876221498,,0.46691908646003255,0.5103559999999999,0.4650934108527132,0.1345875542691751,0.13517441860465115,0.2,0.2825,5.8700490998363355,29.7,0.25012987012987015,50.0,62.0,96.0,12.0,40.0,9.0,0.5486725663716814,0.5486725663716814,0.06439393939393939,0.6172839506172839,1.0,1.0,35.0,1.0,42.0,27.0,3.0,0.5,0.06827309236947791,0.010309278350515464,0.10703363914373089,0.11507936507936507,0.08,0.14,1.0,,,,,,,,,,,,,,,,,,,,True
969,1610612752,Travis Knight,Travis Knight,969,NYK,3912.0,65,-7.0,123,125,49,66,16,248,2.0,4,3.0,,1.0,,3.0,1.0,6.0,,,,,,,,,3,13,,,5,11,118,5.0,,1.0,5.0,,4,,1.0,1,4.0,2.0,,,,,1.0,,1.0,,1.0,,,1.0,,,2.0,7,1.0,3,,4,9,13,,,,,1.0,1.0,,2,,1.0,,3,,5,11,1.0,8,,,4.0,,6.0,,6.0,3.0,,,1,49,1.0,0.6666666666666666,1.0,,,,0.23076923076923078,,0.23076923076923078,,0.3235294117647059,0.4166666666666667,0.08333333333333333,,,0.07692307692307693,0.25,,14.084507042253522,0.3333333333333333,,0.06818181818181818,0.14,0.0625,0.06666666666666667,0.14285714285714285,,0.13636363636363635,,0.07142857142857142,0.1,0.06666666666666667,,,0.5,0.3076923076923077,0.5,0.6666666666666666,0.5,0.23076923076923078,,,,0.46153846153846156,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,0.6,,,0.25,,,,0.3076923076923077,,0.43176153846153853,0.48786666666666667,0.39507499999999995,0.23529411764705882,0.23529411764705882,0.45454545454545453,0.09090909090909091,10.753846153846155,,0.3983739837398374,1.0,2.0,2.0,,5.0,,0.4,0.4,0.17391304347826086,0.3333333333333333,,,2.0,,,1.0,,,,,0.15384615384615385,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,True
26,1610612752,Luc Longley,Luc Longley,26,NYK,5533.0,92,12.0,164,165,36,60,17,329,4.0,12,5.0,,3.0,2.0,6.0,,1.0,,,,,,,,,6,19,,,5,17,153,5.0,,2.0,2.0,,4,,2.0,2,12.0,,,,,,2.0,,2.0,,2.0,,,1.0,1.0,,4.0,9,4.0,6,,10,9,19,3.0,,,,1.0,,,6,,1.0,,7,1.0,7,20,4.0,5,1.0,,3.0,,3.0,,3.0,3.0,1.0,,2,36,2.0,1.0,1.0,,,,0.3157894736842105,,0.3157894736842105,,0.40476190476190477,0.16666666666666666,0.2,,,0.10526315789473684,0.08333333333333333,,15.135135135135135,0.14285714285714285,,0.08571428571428572,0.13432835820895522,0.26666666666666666,0.11764705882352941,0.11688311688311688,0.25,0.16666666666666666,0.14285714285714285,0.043478260869565216,0.09090909090909091,0.25,0.3333333333333333,0.2727272727272727,1.0,0.631578947368421,0.3333333333333333,0.36363636363636365,1.0,0.3157894736842105,0.3333333333333333,0.4,1.0,0.05263157894736842,,,,,,,,,,,,1.0,,,0.75,,,,0.631578947368421,,0.49807894736842107,0.56845,0.5173,0.14285714285714285,0.14285714285714285,0.11764705882352941,0.11764705882352941,3.5105263157894733,,0.21951219512195122,,,,1.0,1.0,2.0,,,,,,,,,2.0,2.0,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True
275,1610612752,Allan Houston,Allan Houston,275,NYK,82340.0,1372,187.0,2500,2488,559,715,276,4988,27.0,68,12.0,4.0,14.0,54.0,132.0,140.0,285.0,7.0,18.0,2.0,2.0,43.0,101.0,8.0,24.0,221,485,50.0,119.0,149,741,2408,37.0,10.0,11.0,55.0,41.0,102,26.0,70.0,188,200.0,242.0,114.0,,101.0,43.0,28.0,,71.0,11.0,82.0,8.0,3.0,37.0,22.0,12.0,175.0,4,34.0,86,11.0,131,10,141,7.0,22.0,14.0,8.0,46.0,13.0,26.0,36,4.0,20.0,5.0,82,19.0,30,91,14.0,162,7.0,32.0,43.0,24.0,4.0,1.0,4.0,4.0,,,188,559,17.0,0.45248868778280543,0.45454545454545453,0.76,0.42016806722689076,0.42016806722689076,0.4556701030927835,0.4019607843137255,0.4900662251655629,0.4609375,0.5345864661654135,0.5192307692307693,0.5527950310559007,0.19701986754966888,,0.0577319587628866,0.23529411764705882,,26.442477876106196,0.5609756097560976,0.11,0.08921161825726141,0.004201680672268907,0.136,0.09884678747940692,0.007685738684884714,0.011811023622047244,0.003003003003003003,0.0730593607305936,0.08529411764705883,0.10123456790123457,0.12571428571428572,0.16,0.023178807947019868,1.0,0.11258278145695365,0.39705882352941174,0.5192307692307693,0.3333333333333333,0.2185430463576159,0.4090909090909091,0.43548387096774194,0.2962962962962963,0.4718543046357616,0.49122807017543857,0.498220640569395,0.5357142857142857,0.029801324503311258,0.3888888888888889,0.3888888888888889,1.0,0.1672185430463576,0.42574257425742573,0.42574257425742573,0.7209302325581395,0.2553191489361702,0.0425531914893617,0.1702127659574468,0.109375,0.2857142857142857,0.015625,0.1875,0.30960264900662254,0.42574257425742573,0.43779627483443706,0.4563789473684211,0.42375859375,0.0686427457098284,0.08253358925143954,0.07422402159244265,0.25371120107962214,13.344329896907215,25.184873949579824,0.2236,3.0,16.0,2.0,6.0,1.0,,0.43243243243243246,0.46808510638297873,,0.25,1.0,12.0,5.0,1.0,4.0,2.0,,0.46153846153846156,0.06060606060606061,0.016666666666666666,0.0228310502283105,0.023121387283236993,0.021739130434782608,,0.5,4.0,11.0,4.0,36.0,1.0,0.4,0.014035087719298246,0.5,1.0,0.4583333333333333,0.008333333333333333,,,,,,,,,True
84,1610612752,Latrell Sprewell,Latrell Sprewell,84,NYK,92393.0,1540,209.0,2770,2781,685,822,314,5551,98.0,150,9.0,25.0,39.0,97.0,209.0,72.0,210.0,5.0,11.0,1.0,,13.0,51.0,5.0,13.0,267,569,18.0,62.0,155,743,2736,50.0,6.0,13.0,63.0,63.0,143,13.0,68.0,212,184.0,350.0,45.0,,51.0,13.0,25.0,,107.0,36.0,143.0,27.0,9.0,52.0,23.0,32.0,322.0,12,36.0,98,12.0,146,22,168,9.0,59.0,44.0,15.0,66.0,9.0,33.0,49,11.0,33.0,13.0,115,19.0,35,88,12.0,194,20.0,2.0,80.0,26.0,16.0,5.0,17.0,12.0,,2.0,212,685,15.0,0.3445692883895131,0.3471698113207547,0.8333333333333334,0.2903225806451613,0.2903225806451613,0.46924428822495606,0.4405594405594406,0.4659270998415214,0.46153846153846156,0.5174337517433751,0.5081967213114754,0.5492227979274611,0.098256735340729,,0.043936731107205626,0.05333333333333334,,26.589964844998402,0.5739130434782609,0.11650485436893204,0.09124767225325885,0.011616650532429816,0.13584905660377358,0.10007468259895444,0.015723270440251572,0.011194029850746268,0.015665796344647518,0.07782101167315175,0.0862533692722372,0.1031390134529148,0.1116751269035533,0.20588235294117646,0.028481012658227847,0.7058823529411765,0.23771790808240886,0.6533333333333333,0.6901408450704225,0.30612244897959184,0.3312202852614897,0.46411483253588515,0.49743589743589745,0.28865979381443296,0.3328050713153724,0.34285714285714286,0.34782608695652173,0.4722222222222222,0.017432646592709985,0.45454545454545453,0.45454545454545453,1.0,0.08082408874801902,0.2549019607843137,0.2549019607843137,0.7692307692307693,0.16071428571428573,0.017857142857142856,0.08928571428571429,0.25,0.6410256410256411,,0.08333333333333333,0.3359746434231379,0.2549019607843137,0.4470597619047619,0.42220394736842093,0.4271106451612903,0.11577424023154848,0.1271860095389507,0.0847913862718708,0.2853297442799462,10.083479789103691,25.369354838709672,0.24729241877256317,6.0,22.0,4.0,11.0,4.0,1.0,0.44,0.44642857142857145,0.007853403141361256,0.6666666666666666,,6.0,8.0,2.0,2.0,7.0,,0.46153846153846156,0.06698564593301436,0.02631578947368421,0.03347280334728033,0.032432432432432434,0.037037037037037035,0.5,,1.0,6.0,2.0,9.0,,0.3333333333333333,0.014285714285714285,0.2,1.0,0.46153846153846156,,1.0,1.0,1.0,1.0,1.0,,,,True
948,1610612752,Marcus Camby,Marcus Camby,948,NYK,49422.0,824,160.0,1474,1504,380,455,163,2978,95.0,140,38.0,17.0,26.0,21.0,46.0,12.0,30.0,,,,,,3.0,,2.0,128,216,,3.0,56,312,1462,47.0,,14.0,74.0,24.0,44,2.0,21.0,69,184.0,72.0,,,3.0,,10.0,,25.0,2.0,27.0,2.0,,18.0,6.0,1.0,56.0,47,46.0,140,23.0,209,63,272,8.0,24.0,15.0,9.0,12.0,,10.0,17,2.0,2.0,3.0,29,8.0,33,77,9.0,75,15.0,,37.0,8.0,45.0,3.0,48.0,23.0,1.0,1.0,69,380,6.0,0.71875,0.8846153846153846,,,,0.5925925925925926,0.5454545454545454,0.5844748858447488,0.5217391304347826,0.6265060240963856,0.6851851851851852,0.5948275862068966,0.0136986301369863,,0.046296296296296294,0.05714285714285714,,16.70673076923077,0.41379310344827586,0.3382352941176471,0.2513464991023339,0.08392857142857142,0.2754491017964072,0.2569060773480663,0.09287925696594428,0.11612903225806452,0.07881773399014778,0.23972602739726026,0.22162162162162163,0.2831858407079646,0.28688524590163933,0.24444444444444444,0.10526315789473684,0.4791666666666667,0.639269406392694,0.6785714285714286,0.7196969696969697,0.7157894736842105,0.2100456621004566,0.45652173913043476,0.4772727272727273,0.7142857142857143,0.136986301369863,0.4,0.4,0.75,,,,,0.0136986301369863,,,,0.8085106382978723,,,0.5652173913043478,0.6538461538461539,,0.043478260869565216,0.6529680365296804,,0.5093793577981651,0.5366666666666666,0.46857777777777776,0.15352697095435686,0.15546218487394958,0.23717948717948717,0.22115384615384615,4.211111111111111,33.333333333333336,0.25780189959294436,27.0,30.0,48.0,4.0,24.0,,0.6382978723404256,0.6382978723404256,0.06435643564356436,0.7105263157894737,,,13.0,3.0,10.0,18.0,,,0.043478260869565216,0.09090909090909091,0.1511627906976744,0.16417910447761194,0.10526315789473684,0.14814814814814814,,,,,,,,,,,,,,3.0,2.0,,,1.0,,,True
779,1610612752,Glen Rice,Glen Rice,779,NYK,77101.0,1285,203.0,2320,2309,627,709,257,4629,50.0,83,11.0,13.0,18.0,36.0,88.0,56.0,130.0,15.0,30.0,1.0,6.0,31.0,91.0,18.0,15.0,142,301,46.0,121.0,97,519,2251,21.0,19.0,13.0,59.0,28.0,64,21.0,45.0,128,152.0,132.0,123.0,1.0,90.0,31.0,24.0,,46.0,9.0,55.0,6.0,3.0,26.0,15.0,5.0,119.0,21,22.0,92,6.0,120,30,150,8.0,26.0,17.0,9.0,28.0,7.0,16.0,29,5.0,12.0,4.0,57,13.0,46,103,11.0,115,5.0,18.0,39.0,12.0,8.0,1.0,8.0,4.0,,1.0,128,627,11.0,0.5352112676056338,0.5671641791044776,0.8913043478260869,0.38016528925619836,0.38333333333333336,0.4717607973421927,0.4375,0.5,0.48823529411764705,0.5352564102564102,0.6086956521739131,0.5754716981132075,0.28672985781990523,,0.07973421926910298,0.1566265060240964,,20.12265235722499,0.49122807017543857,0.06,0.10952380952380952,0.025423728813559324,0.09954751131221719,0.10744580584354382,0.0283203125,0.03015075376884422,0.02064896755162242,0.09239130434782608,0.11356466876971609,0.11504424778761062,0.10714285714285714,0.07547169811320754,0.03864734299516908,0.5,0.1966824644549763,0.6024096385542169,0.7142857142857143,0.48,0.20853080568720378,0.4090909090909091,0.4444444444444444,0.5,0.3080568720379147,0.4307692307692308,0.4444444444444444,0.6071428571428571,0.07109004739336493,0.5,0.5,0.9333333333333333,0.2156398104265403,0.34065934065934067,0.34065934065934067,0.8709677419354839,0.275,0.025,0.45,0.21176470588235294,0.7222222222222222,0.07058823529411765,0.17647058823529413,0.4834123222748815,0.34444444444444444,0.4683257142857143,0.498430303030303,0.46492380952380963,0.08552631578947369,0.11641791044776119,0.11368015414258188,0.2466281310211946,10.929568106312294,25.110743801652895,0.27025862068965517,8.0,11.0,16.0,1.0,4.0,2.0,0.5238095238095238,0.575,0.027777777777777776,0.7272727272727273,2.0,9.0,8.0,1.0,5.0,3.0,,0.42857142857142855,0.07954545454545454,0.017857142857142856,0.04040404040404041,0.020134228187919462,0.10204081632653061,0.125,0.3333333333333333,7.0,7.0,8.0,15.0,,0.42105263157894735,0.03076923076923077,0.3888888888888889,0.7142857142857143,0.4666666666666667,,1.0,,,1.0,1.0,,,,True
