EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Travels,SecondChanceTurnovers,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,OffFTReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,3SecondViolations,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveMakes,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,on,BlockedCorner3,Corner3PctBlocked
1023,1610612760,Emanual Davis,Emanual Davis,1023,SEA,29970.0,500,-23,927,928,301,275,108,1855,13.0,24,2.0,3.0,4.0,4.0,9.0,24.0,10.0,26.0,6.0,14.0,4.0,8.0,9.0,33.0,2.0,4.0,12.0,32.0,74,15.0,47.0,23.0,132,1004,5.0,9.0,2.0,2.0,12.0,10.0,19.0,8.0,20.0,10.0,54.0,22.0,42.0,39.0,6.0,4.0,1.0,32.0,9.0,6.0,1.0,45.0,7.0,52.0,4.0,3.0,16.0,15.0,14.0,111.0,4.0,13.0,16.0,27.0,4.0,47.0,17.0,64.0,4.0,23.0,16.0,7.0,16.0,6.0,11.0,9.0,1.0,5.0,25.0,7.0,22.0,43,1.0,1.0,29.0,1.0,9.0,6.0,4.0,2.0,2.0,4.0,2.0,1.0,54.0,301,4.0,0.34375,0.36666666666666664,0.8666666666666667,0.3191489361702128,0.4,0.32608695652173914,0.43243243243243246,0.5555555555555556,0.5263157894736842,0.45041322314049587,0.45454545454545453,0.5641025641025641,0.4888888888888889,0.5,0.574468085106383,0.3884297520661157,0.02127659574468085,0.08108108108108109,0.125,0.125,0.030303030303030304,15.037593984962406,0.64,0.14285714285714285,0.08626198083067092,0.03757225433526012,0.1553398058252427,0.05,0.10336538461538461,0.03990610328638498,0.009433962264150943,0.05263157894736842,0.04672897196261682,0.05084745762711865,0.047619047619047616,0.09859154929577464,0.08256880733944955,0.08270676691729323,0.19480519480519481,0.038461538461538464,0.06060606060606061,0.5,0.19834710743801653,0.5416666666666666,0.6190476190476191,0.46153846153846156,0.19834710743801653,0.375,0.42857142857142855,0.21487603305785125,0.38461538461538464,0.38461538461538464,0.5,0.11570247933884298,0.42857142857142855,0.42857142857142855,1.0,0.2727272727272727,0.2727272727272727,0.28125,0.7777777777777778,0.2727272727272727,0.6666666666666666,0.18181818181818182,0.10256410256410256,1.0,0.20512820512820512,0.5,0.3076923076923077,0.3333333333333333,0.5867768595041323,0.28125,0.4759954166666666,0.441125,0.480575,0.06976744186046512,0.10975609756097561,0.09090909090909091,0.4090909090909091,9.755405405405407,24.96382978723404,0.32470334412081986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
121,1610612760,Patrick Ewing,Patrick Ewing,121,SEA,43025.0,717,-145,1381,1389,390,313,193,2770,36.0,79,15.0,32.0,4.0,17.0,27.0,83.0,18.0,42.0,,1.0,,1.0,,1.0,,,1.0,81.0,204,,2.0,53.0,215,1493,21.0,44.0,,10.0,52.0,15.0,40.0,,2.0,20.0,50.0,104.0,58.0,,,24.0,,1.0,,24.0,,24.0,6.0,30.0,4.0,2.0,19.0,2.0,3.0,66.0,6.0,39.0,26.0,103.0,23.0,152.0,48.0,200.0,4.0,13.0,8.0,5.0,38.0,7.0,21.0,24.0,5.0,17.0,62.0,16.0,34.0,74,6.0,6.0,78.0,8.0,34.0,9.0,29.0,11.0,17.0,29.0,22.0,,50.0,390,8.0,0.6419753086419753,0.7536231884057971,,,,,0.39705882352941174,0.4772727272727273,0.375,0.3932038834951456,0.4772727272727273,0.35714285714285715,0.4460580912863071,0.5098039215686274,0.43103448275862066,0.009708737864077669,,0.11764705882352941,0.21518987341772153,0.08433734939759036,,18.646153846153847,0.6129032258064516,0.5609756097560976,0.20934959349593496,0.06747404844290658,0.19402985074626866,0.04580152671755725,0.20607028753993611,0.06346967559943582,0.08629441624365482,0.06153846153846154,0.053763440860215055,0.03636363636363636,0.09523809523809523,0.21008403361344538,0.21910112359550563,0.2,0.1958762886597938,0.1891891891891892,0.039603960396039604,0.7586206896551724,0.38349514563106796,0.45569620253164556,0.5806451612903226,0.4722222222222222,0.4029126213592233,0.3253012048192771,0.35526315789473684,0.20388349514563106,0.42857142857142855,0.42857142857142855,0.9444444444444444,0.0048543689320388345,,,,0.0048543689320388345,,,,0.7272727272727273,0.46875,,0.40476190476190477,0.23529411764705882,0.023809523809523808,,0.023809523809523808,,0.3932038834951456,,0.44150873786407774,0.49945641025641024,0.4551404761904762,0.14655172413793102,0.14782608695652175,0.24186046511627907,0.23255813953488372,7.319117647058822,24.0,0.2824040550325851,3.0,3.0,5.0,1.0,1.0,1.0,0.06666666666666667,0.6666666666666666,0.2,,,,,,,,,,,,,,,,,,,,True,,
1739,1610612760,Ruben Patterson,Ruben Patterson,1739,SEA,69208.0,1153,-11,2157,2186,710,712,288,4343,142.0,239,25.0,51.0,43.0,83.0,29.0,85.0,20.0,62.0,,3.0,,1.0,,16.0,1.0,,9.0,191.0,386,,19.0,123.0,505,2367,31.0,69.0,1.0,18.0,80.0,62.0,131.0,,10.0,47.0,171.0,220.0,162.0,,,42.0,2.0,14.0,,51.0,,56.0,24.0,80.0,18.0,6.0,35.0,10.0,11.0,184.0,13.0,73.0,21.0,72.0,16.0,109.0,89.0,198.0,9.0,48.0,38.0,10.0,42.0,10.0,18.0,36.0,3.0,24.0,78.0,25.0,34.0,88,6.0,8.0,176.0,18.0,77.0,20.0,19.0,8.0,7.0,20.0,12.0,1.0,171.0,710,8.0,0.5759162303664922,0.6470588235294118,,,,,0.4948186528497409,0.4492753623188406,0.4732824427480916,0.47160493827160493,0.44285714285714284,0.4397163120567376,0.5216942148760331,0.49382716049382713,0.5029411764705882,0.04691358024691358,,0.13212435233160622,0.13389121338912133,0.2,,22.488995598239296,0.5384615384615384,0.1951219512195122,0.08921933085501858,0.09034653465346534,0.0875,0.06842105263157895,0.08882521489971347,0.08617234468937876,0.10943396226415095,0.09931506849315068,0.05976095617529881,0.06802721088435375,0.06976744186046512,0.07905138339920949,0.09701492537313433,0.09090909090909091,0.08743169398907104,0.08771929824561403,0.05806451612903226,0.6,0.5901234567901235,0.5941422594142259,0.6859903381642513,0.5563380281690141,0.20987654320987653,0.3411764705882353,0.4264705882352941,0.15308641975308643,0.3225806451612903,0.3333333333333333,0.8,0.007407407407407408,,,,0.03950617283950617,,,,0.7285714285714285,0.49019607843137253,0.014285714285714285,0.5886524822695035,0.5180722891566265,0.0070921985815602835,,0.06382978723404255,,0.6370370370370371,,0.4901259950248757,0.5007166666666667,0.49198297101449273,0.16594827586206898,0.17303370786516853,0.15841584158415842,0.33861386138613864,4.95518134715026,29.621052631578944,0.3291608715808994,3.0,10.0,10.0,4.0,2.0,,0.046153846153846156,0.5172413793103449,0.04,1.0,1.0,3.0,0.03225806451612903,,,,,,,,,,,,,,,,True,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,76844.0,1281,-3,2466,2464,931,816,330,4930,64.0,90,16.0,25.0,26.0,34.0,34.0,86.0,29.0,69.0,13.0,29.0,3.0,9.0,51.0,121.0,9.0,20.0,51.0,127.0,245,64.0,150.0,75.0,521,2653,24.0,39.0,10.0,18.0,81.0,46.0,83.0,23.0,60.0,48.0,209.0,194.0,60.0,189.0,3.0,32.0,2.0,118.0,50.0,24.0,1.0,47.0,15.0,62.0,11.0,4.0,29.0,7.0,11.0,139.0,7.0,49.0,33.0,143.0,18.0,194.0,59.0,253.0,7.0,50.0,35.0,15.0,37.0,9.0,20.0,26.0,3.0,17.0,63.0,27.0,45.0,94,6.0,8.0,95.0,7.0,35.0,16.0,21.0,12.0,7.0,22.0,15.0,,209.0,931,11.0,0.7637795275590551,0.8738738738738738,0.984375,0.4266666666666667,0.38333333333333336,0.42567567567567566,0.5183673469387755,0.6153846153846154,0.5542168674698795,0.5645569620253165,0.6428571428571429,0.5629370629370629,0.5933940774487472,0.6982758620689655,0.6040462427745664,0.379746835443038,0.006666666666666667,0.09795918367346938,0.1,0.1511627906976744,0.008264462809917356,17.46086956521739,0.5873015873015873,0.21686746987951808,0.1632420091324201,0.05157894736842105,0.11578947368421053,0.031818181818181815,0.1515934539190353,0.04786324786324787,0.05787781350482315,0.03869047619047619,0.0594059405940594,0.022727272727272728,0.06818181818181818,0.13934426229508196,0.17,0.1746987951807229,0.13777777777777778,0.03333333333333333,0.03954802259887006,0.6818181818181818,0.22784810126582278,0.7111111111111111,0.7901234567901234,0.734375,0.21772151898734177,0.3953488372093023,0.4657534246575342,0.17468354430379746,0.42028985507246375,0.43283582089552236,0.9655172413793104,0.07341772151898734,0.4482758620689655,0.4482758620689655,1.0,0.30632911392405066,0.4214876033057851,0.425,0.9803921568627451,0.5102040816326531,0.64,0.1836734693877551,0.23776223776223776,0.7647058823529411,0.06293706293706294,0.3333333333333333,0.35664335664335667,0.39215686274509803,0.6075949367088608,0.423728813559322,0.4955740458015266,0.499606976744186,0.5017567375886525,0.08274231678486997,0.1282051282051282,0.15547024952015356,0.40115163147792704,8.371428571428572,25.206,0.3775344687753447,3.0,3.0,7.0,2.0,,,0.03614457831325301,0.6470588235294118,0.1875,1.0,1.0,1.0,0.028985507246376812,1.0,1.0,4.0,5.0,1.0,0.5,0.02040816326530612,1.0,1.0,0.4444444444444444,1.0,,,,,True,,
452,1610612760,Vin Baker,Vin Baker,452,SEA,127740.0,2129,-43,4030,4040,1281,1177,529,8070,209.0,367,54.0,103.0,57.0,95.0,62.0,225.0,75.0,214.0,,,,,1.0,16.0,2.0,1.0,12.0,346.0,806,1.0,16.0,232.0,927,4331,62.0,137.0,2.0,50.0,174.0,109.0,228.0,1.0,12.0,71.0,292.0,438.0,254.0,,3.0,96.0,,16.0,1.0,85.0,,49.0,41.0,90.0,33.0,8.0,30.0,4.0,15.0,221.0,36.0,142.0,48.0,182.0,21.0,251.0,179.0,430.0,39.0,38.0,19.0,19.0,61.0,7.0,25.0,97.0,7.0,36.0,158.0,56.0,95.0,264,25.0,57.0,321.0,25.0,146.0,26.0,73.0,44.0,27.0,73.0,39.0,1.0,292.0,1281,30.0,0.6329479768786127,0.7348993288590604,,0.0625,0.08333333333333333,0.0625,0.4292803970223325,0.45255474452554745,0.4780701754385965,0.42274939172749393,0.4460431654676259,0.46041666666666664,0.4778350515463918,0.5117647058823529,0.5104895104895105,0.019464720194647202,,0.1054590570719603,0.14713896457765668,0.13333333333333333,,24.107715323787133,0.3860759493670886,0.15555555555555556,0.12440191387559808,0.09202851587815943,0.11059907834101383,0.09917355371900827,0.12124406958355298,0.09338929695697797,0.12701612903225806,0.09836065573770492,0.050200803212851405,0.09154929577464789,0.12658227848101267,0.12649164677804295,0.12323232323232323,0.12386156648451731,0.10303030303030303,0.1346153846153846,0.10209424083769633,0.5342465753424658,0.4464720194647202,0.5694822888283378,0.6677316293929713,0.5263157894736842,0.2737226277372263,0.27555555555555555,0.31794871794871793,0.26034063260340634,0.35046728971962615,0.352112676056338,0.9066666666666666,,,,,0.019464720194647202,0.0625,0.0625,,0.7410071942446043,0.5242718446601942,0.014388489208633094,0.3958333333333333,0.6,,,0.05,0.08333333333333333,0.4659367396593674,0.0625,0.4481504257907543,0.49778769841269827,0.42916854166666674,0.15572033898305085,0.1574973031283711,0.18770226537216828,0.3149946062567422,7.359677419354838,26.35,0.31786600496277917,1.0,7.0,18.0,2.0,,2.0,0.0072992700729927005,0.6612903225806451,0.07407407407407407,,,10.0,0.004672897196261682,,,,,,,,,,,,2.0,1.0,0.058823529411764705,,True,,
2046,1610612760,Desmond Mason,Desmond Mason,2046,SEA,56676.0,945,-20,1771,1768,416,421,242,3539,48.0,71,13.0,18.0,4.0,11.0,10.0,39.0,42.0,105.0,3.0,13.0,,3.0,9.0,25.0,1.0,1.0,3.0,100.0,215,12.0,38.0,41.0,277,1892,19.0,32.0,2.0,8.0,49.0,16.0,39.0,1.0,6.0,12.0,47.0,144.0,56.0,36.0,,18.0,,25.0,9.0,11.0,,29.0,17.0,46.0,14.0,3.0,16.0,3.0,10.0,109.0,9.0,30.0,22.0,72.0,13.0,107.0,41.0,148.0,1.0,25.0,16.0,9.0,21.0,3.0,14.0,21.0,2.0,7.0,42.0,8.0,41.0,97,11.0,6.0,59.0,5.0,28.0,4.0,12.0,6.0,5.0,13.0,5.0,2.0,47.0,416,12.0,0.72,0.7912087912087912,1.0,0.3157894736842105,0.16666666666666666,0.3157894736842105,0.46511627906976744,0.59375,0.41025641025641024,0.466403162055336,0.6029411764705882,0.3888888888888889,0.49464285714285716,0.6282051282051282,0.42727272727272725,0.15019762845849802,,0.05116279069767442,0.09859154929577464,0.05128205128205128,,15.555555555555555,0.5,0.25,0.11162790697674418,0.04316546762589928,0.13414634146341464,0.05625,0.1161928306551298,0.0456140350877193,0.03225806451612903,0.044897959183673466,0.05150214592274678,0.06299212598425197,0.030303030303030304,0.0748663101604278,0.13004484304932734,0.12340425531914893,0.13559322033898305,0.13043478260869565,0.007692307692307693,0.38461538461538464,0.28063241106719367,0.676056338028169,0.75,0.6041666666666666,0.1541501976284585,0.2564102564102564,0.2702702702702703,0.4150197628458498,0.4,0.4077669902912621,0.8571428571428571,0.05138339920948617,0.23076923076923078,0.23076923076923078,1.0,0.09881422924901186,0.36,0.36,1.0,0.5294117647058824,0.7222222222222222,0.029411764705882353,0.24444444444444444,0.36363636363636365,0.06666666666666667,,0.06666666666666667,0.3333333333333333,0.4308300395256917,0.36,0.4654013833992095,0.46391333333333334,0.43689555555555565,0.10144927536231885,0.11764705882352941,0.17689530685920576,0.16967509025270758,11.071627906976742,24.710526315789473,0.23489553924336534,2.0,5.0,1.0,1.0,,1.0,0.02857142857142857,0.7,0.23076923076923078,1.0,1.0,1.0,0.01904761904761905,,1.0,1.0,1.0,,0.5,0.029411764705882353,,,1.0,1.0,,,,,True,,
56,1610612760,Gary Payton,Gary Payton,56,SEA,100076.0,1668,-62,3177,3180,1077,985,434,6357,141.0,228,10.0,22.0,48.0,79.0,99.0,225.0,72.0,195.0,19.0,44.0,5.0,14.0,38.0,100.0,14.0,7.0,27.0,312.0,648,57.0,144.0,169.0,964,3426,28.0,69.0,23.0,12.0,92.0,99.0,199.0,12.0,41.0,100.0,334.0,172.0,452.0,147.0,24.0,6.0,,100.0,38.0,33.0,1.0,260.0,62.0,322.0,50.0,12.0,126.0,51.0,83.0,706.0,13.0,33.0,37.0,116.0,2.0,155.0,46.0,201.0,13.0,67.0,32.0,35.0,70.0,12.0,37.0,37.0,4.0,33.0,107.0,43.0,33.0,93,5.0,8.0,218.0,20.0,64.0,43.0,13.0,8.0,4.0,15.0,7.0,,334.0,1077,24.0,0.27564102564102566,0.2783171521035599,0.8596491228070176,0.3958333333333333,0.2926829268292683,0.3958333333333333,0.48148148148148145,0.4057971014492754,0.49748743718592964,0.5018939393939394,0.43478260869565216,0.4875,0.5386803185437997,0.4595959595959596,0.5523648648648649,0.18181818181818182,0.006944444444444444,0.05092592592592592,0.09210526315789473,0.035555555555555556,0.01,26.555346081335845,0.6542056074766355,0.017857142857142856,0.10034602076124567,0.026169706582077717,0.10511363636363637,0.0456140350877193,0.10145888594164457,0.029754204398447608,0.03631961259079903,0.022573363431151242,0.019753086419753086,0.04932735426008968,0.03225806451612903,0.038922155688622756,0.12987012987012986,0.12128146453089245,0.1070110701107011,0.09876543209876543,0.034031413612565446,0.4666666666666667,0.2878787878787879,0.618421052631579,0.6811594202898551,0.3262411347517731,0.2840909090909091,0.44,0.45622119815668205,0.24621212121212122,0.36923076923076925,0.3769633507853403,0.3055555555555556,0.05555555555555555,0.4318181818181818,0.4318181818181818,0.9473684210526315,0.12626262626262627,0.38,0.3838383838383838,0.8157894736842105,0.2391304347826087,0.45454545454545453,0.15217391304347827,0.32916666666666666,0.6075949367088608,0.058333333333333334,0.35714285714285715,0.1125,0.25925925925925924,0.4696969696969697,0.38,0.4703530973451328,0.435230985915493,0.47923702928870293,0.07655502392344497,0.09248554913294797,0.0954356846473029,0.34647302904564314,8.547993827160493,24.783333333333328,0.33899905571293676,,6.0,3.0,1.0,,,,0.18181818181818182,0.2,2.0,2.0,,0.020512820512820513,4.0,9.0,4.0,8.0,,0.34782608695652173,0.09782608695652174,0.4444444444444444,1.0,0.2857142857142857,1.0,,,,23.0,True,,
1742,1610612760,Shammond Williams,Shammond Williams,1742,SEA,45391.0,757,-7,1447,1447,444,344,172,2894,30.0,47,1.0,1.0,12.0,17.0,9.0,31.0,27.0,65.0,5.0,8.0,1.0,1.0,31.0,69.0,11.0,6.0,22.0,66.0,143,36.0,77.0,45.0,285,1534,3.0,9.0,13.0,4.0,25.0,21.0,44.0,7.0,23.0,28.0,91.0,44.0,88.0,72.0,36.0,2.0,1.0,68.0,31.0,14.0,1.0,91.0,18.0,109.0,15.0,3.0,43.0,15.0,33.0,236.0,1.0,19.0,11.0,45.0,1.0,57.0,20.0,77.0,3.0,24.0,13.0,11.0,31.0,5.0,20.0,19.0,3.0,11.0,50.0,14.0,27.0,52,,5.0,52.0,4.0,12.0,12.0,2.0,2.0,,2.0,1.0,,91.0,444,7.0,0.3333333333333333,0.3384615384615385,0.6666666666666666,0.4675324675324675,0.30434782608695654,0.47368421052631576,0.46153846153846156,0.3333333333333333,0.4772727272727273,0.5454545454545454,0.4772727272727273,0.4701492537313433,0.5770833333333333,0.5208333333333334,0.5487804878048781,0.35,0.012987012987012988,0.0979020979020979,0.0851063829787234,0.2903225806451613,0.014492753623188406,17.462235649546827,0.62,0.023809523809523808,0.08875739644970414,0.03598484848484849,0.06707317073170732,0.008,0.08345752608047691,0.030627871362940276,0.037267080745341616,0.04918032786885246,0.021739130434782608,0.00980392156862745,,0.09467455621301775,0.0958904109589041,0.078125,0.06015037593984962,0.0967741935483871,0.030303030303030304,0.5,0.21363636363636362,0.6382978723404256,0.6976744186046512,0.43333333333333335,0.1409090909090909,0.2903225806451613,0.4090909090909091,0.29545454545454547,0.4153846153846154,0.421875,0.3333333333333333,0.03636363636363636,0.625,0.625,0.6,0.31363636363636366,0.4492753623188406,0.45588235294117646,0.6774193548387096,0.045454545454545456,1.0,0.5,0.2537313432835821,0.7058823529411765,0.014925373134328358,1.0,0.3283582089552239,0.2727272727272727,0.5636363636363636,0.45588235294117646,0.4880518264840182,0.4793425,0.48985227272727283,0.05263157894736842,0.07947019867549669,0.08771929824561403,0.3192982456140351,10.376923076923077,25.470129870129863,0.30684174153420873,,1.0,4.0,,,,,,,,,1.0,0.015384615384615385,2.0,2.0,3.0,5.0,,0.38461538461538464,0.09090909090909091,1.0,0.5,0.2727272727272727,1.0,,,,9.0,True,,
699,1610612760,Brent Barry,Brent Barry,699,SEA,64925.0,1082,78,2019,2019,649,639,257,4038,37.0,50,3.0,5.0,6.0,10.0,9.0,27.0,10.0,28.0,10.0,25.0,1.0,2.0,56.0,119.0,13.0,18.0,36.0,56.0,105,66.0,144.0,53.0,363,2180,3.0,8.0,15.0,2.0,23.0,12.0,27.0,19.0,38.0,26.0,107.0,76.0,36.0,183.0,15.0,2.0,,119.0,56.0,11.0,,120.0,30.0,150.0,21.0,9.0,70.0,21.0,29.0,330.0,9.0,12.0,32.0,75.0,8.0,115.0,22.0,137.0,6.0,49.0,33.0,16.0,27.0,9.0,23.0,17.0,3.0,4.0,44.0,18.0,40.0,77,2.0,4.0,63.0,4.0,21.0,9.0,10.0,7.0,2.0,10.0,5.0,1.0,107.0,649,10.0,0.6785714285714286,0.6909090909090909,0.9242424242424242,0.4583333333333333,0.5,0.4583333333333333,0.5333333333333333,0.375,0.4444444444444444,0.6224899598393574,0.45652173913043476,0.6230769230769231,0.6472727272727272,0.4791666666666667,0.65625,0.5783132530120482,,0.10476190476190476,0.06,0.25925925925925924,,13.653928724774582,0.6136363636363636,0.11267605633802817,0.10040160642570281,0.016689847009735744,0.1509433962264151,0.04639175257731959,0.11157455683003129,0.023001095290251915,0.017543859649122806,0.015444015444015444,0.017241379310344827,0.056338028169014086,0.019230769230769232,0.08095238095238096,0.08394160583941605,0.13307984790874525,0.1464968152866242,0.16363636363636364,0.05454545454545454,0.5,0.20080321285140562,0.74,0.7872340425531915,0.6486486486486487,0.10843373493975904,0.3333333333333333,0.45,0.11244979919678715,0.35714285714285715,0.37037037037037035,1.0,0.10040160642570281,0.4,0.4,0.8,0.4779116465863454,0.47058823529411764,0.47058823529411764,0.9464285714285714,0.21739130434782608,0.6,0.5652173913043478,0.15384615384615385,0.6,0.03076923076923077,0.5,0.5538461538461539,0.5,0.7791164658634538,0.47058823529411764,0.5130865461847389,0.4873558823529412,0.5016507692307691,0.07894736842105263,0.1721311475409836,0.06336088154269973,0.29476584022038566,7.183809523809523,25.05208333333333,0.3214462605250124,1.0,,7.0,1.0,,,0.015625,0.4444444444444444,0.6666666666666666,,,,0.03571428571428571,,2.0,5.0,5.0,,0.3333333333333333,0.08695652173913043,,,0.38461538461538464,1.0,,,,8.0,True,,
1741,1610612760,Jelani McCoy,Jelani McCoy,1741,SEA,14381.0,240,10,451,450,108,105,44,901,20.0,35,5.0,10.0,4.0,5.0,9.0,20.0,,1.0,,,,,,,,,,29.0,56,,,14.0,72,446,5.0,10.0,,2.0,12.0,5.0,8.0,,,7.0,17.0,30.0,28.0,,,8.0,,,,5.0,,8.0,1.0,9.0,1.0,,2.0,3.0,3.0,19.0,2.0,14.0,8.0,34.0,4.0,46.0,16.0,62.0,2.0,6.0,5.0,1.0,8.0,2.0,3.0,7.0,1.0,5.0,15.0,3.0,13.0,33,1.0,1.0,25.0,5.0,13.0,2.0,14.0,8.0,5.0,14.0,7.0,,17.0,108,2.0,0.5172413793103449,0.6,,,,,0.5178571428571429,0.5,0.625,0.5178571428571429,0.5,0.625,0.5454545454545454,0.5454545454545454,0.7083333333333334,,,0.08928571428571429,0.11428571428571428,0.05,,16.03960396039604,0.5333333333333333,0.36363636363636365,0.18681318681318682,0.08284023668639054,0.18604651162790697,0.05128205128205128,0.18666666666666668,0.07692307692307693,0.10638297872340426,0.10666666666666667,0.02127659574468085,0.07142857142857142,,0.23636363636363636,0.21052631578947367,0.12857142857142856,0.15625,0.2727272727272727,0.09090909090909091,0.5,0.625,0.5714285714285714,0.6451612903225806,0.5,0.35714285714285715,0.45,0.47368421052631576,0.017857142857142856,,,,,,,,,,,,1.0,0.5,,0.625,0.8,,,,,0.625,,0.4868607142857143,0.5330699999999998,0.45905000000000007,0.203125,0.203125,0.16666666666666666,0.2361111111111111,3.1285714285714277,,0.2394678492239468,,2.0,3.0,1.0,1.0,,,0.5555555555555556,0.2,,,,,,,,,,,,,,,,,,,,True,,
