EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,Corner3PctBlocked,Clear Path Fouls,Technical Free Throw Trips,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawnPct,on,BlockedArc3
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,141846.0,2364,-53,4653,4639,1419,1393,659,9292,81,160,12.0,16.0,28.0,62.0,33.0,105,145.0,348,33.0,76.0,7.0,12.0,12.0,24.0,88.0,263.0,14.0,51.0,26.0,95.0,259,613,121.0,339.0,90.0,971,4821,27.0,48,21.0,63.0,9.0,126,77.0,184,38.0,119.0,60.0,328,192,326.0,321.0,42.0,2.0,3.0,260.0,88.0,28.0,1.0,279.0,51.0,330.0,37.0,14.0,121.0,34.0,124.0,711.0,6.0,20,2.0,44.0,97,4.0,145,28,173,8.0,67,35.0,32.0,97.0,26.0,68.0,52.0,10.0,29.0,2.0,149.0,5.0,44.0,44,184,5.0,8.0,130.0,8.0,36.0,33.0,5.0,1.0,2.0,2.0,5.0,3.0,1.0,328,1419,38.0,0.37065637065637064,0.37209302325581395,0.8842975206611571,0.35693215339233036,0.3333333333333333,0.31932773109243695,0.3601190476190476,0.42251223491027734,0.5625,0.41847826086956524,0.46271008403361347,0.527027027027027,0.44224422442244227,0.4792694965449161,0.5431034482758621,0.47674418604651164,0.3560924369747899,0.0029498525073746312,0.04567699836867863,0.1125,0.05714285714285714,0.011494252873563218,0.0038022813688212928,21.411461212456235,0.6510067114093959,0.023809523809523808,0.011695906432748537,0.05368013281682346,0.010793308148947653,0.09649122807017543,0.013215859030837005,0.062306672558550595,0.011270047680970958,0.01606425702811245,0.012958963282937365,0.006726457399103139,0.0182370820668693,0.05454545454545454,0.055876685934489405,0.05170239596469105,0.10174418604651163,0.08035714285714286,0.015122873345935728,0.6,0.16806722689075632,0.50625,0.5704225352112676,0.2839506172839506,0.11029411764705882,0.3142857142857143,0.3333333333333333,0.15151515151515152,0.36554621848739494,0.4166666666666667,0.42151162790697677,0.4689655172413793,0.07983193277310924,0.4342105263157895,0.4342105263157895,0.9696969696969697,0.2762605042016807,0.33460076045627374,0.33587786259541985,0.8522727272727273,0.14414414414414414,0.75,0.5,0.10810810810810811,0.5833333333333334,1.0,0.4594594594594595,0.27450980392156865,0.7857142857142857,0.20462046204620463,0.45161290322580644,0.07920792079207921,0.5,0.31353135313531355,0.2736842105263158,0.5241596638655462,0.3384615384615385,0.47944931289640547,0.49676724137931044,0.46515906040268457,0.036734693877551024,0.056162246489859596,0.12976313079299692,0.33779608650875387,12.304893964110931,25.631268436578164,0.3049645390070922,,,,,,,,,,,,,True,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,114278.0,1905,-20,3706,3703,1025,997,542,7409,129,212,51.0,73.0,25.0,40.0,17.0,61,11.0,32,,,,,,,1.0,4.0,1.0,2.0,1.0,4.0,157,305,1.0,4.0,54.0,371,3829,59.0,89,1.0,2.0,14.0,135,34.0,62,1.0,4.0,25.0,96,162,152.0,3.0,,78.0,2.0,2.0,1.0,31.0,,58.0,29.0,87.0,19.0,10.0,27.0,4.0,27.0,203.0,43.0,166,1.0,98.0,363,68.0,529,210,739,9.0,70,56.0,14.0,39.0,11.0,26.0,37.0,3.0,13.0,7.0,76.0,12.0,22.0,78,139,7.0,9.0,156.0,8.0,57.0,25.0,135.0,79.0,12.0,44.0,135.0,77.0,,96,1025,14.0,0.5159235668789809,0.6864406779661016,1.0,0.25,0.5,0.25,0.5,0.5147540983606558,0.6629213483146067,0.5483870967741935,0.5129449838187702,0.6648351648351648,0.5378787878787878,0.48433420365535246,0.5973451327433629,0.4752475247524752,0.012944983818770227,,0.10163934426229508,0.09433962264150944,0.18032786885245902,,,10.58091286307054,0.5131578947368421,0.5354330708661418,0.0072992700729927005,0.2456021650879567,0.11066666666666666,0.2684931506849315,0.1184573002754821,0.2501356483993489,0.11218464841653247,0.12468827930174564,0.10164835164835165,0.10748299319727891,0.11764705882352941,0.16707021791767554,0.2688679245283019,0.28081123244929795,0.26595744680851063,0.27710843373493976,0.07627118644067797,0.5703703703703704,0.686084142394822,0.6084905660377359,0.671875,0.5038759689922481,0.19741100323624594,0.2786885245901639,0.34,0.47058823529411764,0.10355987055016182,0.34375,0.34375,0.7272727272727273,,,,,0.012944983818770227,0.25,0.25,1.0,0.8021978021978022,0.6986301369863014,0.09803921568627451,,,,0.02197802197802198,0.5,1.0,0.6060606060606061,0.625,,,0.06060606060606061,0.25,0.6990291262135923,0.5,0.5113956026058631,0.5090067073170732,0.5161429687499999,0.15921787709497207,0.16101694915254236,0.3638814016172507,0.2587601078167116,3.440327868852459,34.875,0.2765785213167836,1.0,3.0,0.12037037037037036,,,,,,,,,,True,
146,1610612765,Jud Buechler,Jud Buechler,146,DET,13792.0,230,-29,447,450,136,165,65,897,5,10,1.0,3.0,2.0,4.0,1.0,2,7.0,11,9.0,15.0,1.0,1.0,2.0,4.0,4.0,12.0,1.0,2.0,2.0,4.0,13,23,13.0,27.0,1.0,66,476,3.0,5,2.0,3.0,,12,2.0,5,4.0,8.0,1.0,17,22,4.0,39.0,,2.0,,12.0,4.0,,1.0,15.0,1.0,16.0,1.0,,4.0,4.0,7.0,33.0,1.0,6,1.0,2.0,14,2.0,18,8,26,,6,5.0,1.0,2.0,,1.0,2.0,,1.0,1.0,4.0,1.0,2.0,11,28,,,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,17,136,6.0,0.8461538461538461,0.9166666666666666,1.0,0.48148148148148145,0.6666666666666666,0.5,0.48148148148148145,0.5652173913043478,0.6,0.4,0.65,0.75,0.6153846153846154,0.6470588235294118,0.75,0.6071428571428571,0.54,0.037037037037037035,,,,,,10.556621880998081,0.5,0.07692307692307693,0.058823529411764705,0.08917197452229299,0.03389830508474576,0.04878048780487805,0.02564102564102564,0.08080808080808081,0.032407407407407406,0.043478260869565216,0.03508771929824561,0.02702702702702703,0.03571428571428571,0.05128205128205128,0.15384615384615385,0.0759493670886076,0.03571428571428571,0.07692307692307693,,1.0,0.2,0.5,0.5,0.6,0.04,0.5,0.5,1.0,0.22,0.6363636363636364,0.6363636363636364,1.0,0.3,0.6,0.6428571428571429,1.0,0.24,0.3333333333333333,0.3333333333333333,1.0,0.375,0.3333333333333333,,0.125,1.0,1.0,0.25,0.5,1.0,0.3076923076923077,0.5,0.3076923076923077,0.5,0.3076923076923077,0.5,0.74,0.3333333333333333,0.523804,0.5270875,0.5299923076923077,,,0.18181818181818182,0.25757575757575757,9.991304347826087,24.407407407407405,0.3042505592841163,,,,0.06666666666666667,,,,,,,,,True,
1630,1610612765,Mikki Moore,Mikki Moore,1630,DET,25681.0,428,23,834,842,350,339,120,1676,39,54,16.0,25.0,12.0,17.0,9.0,31,8.0,26,,,,,,,,1.0,,,,1.0,56,111,,1.0,46.0,158,845,18.0,36,,,6.0,42,18.0,37,,1.0,31.0,67,60,52.0,,,30.0,,1.0,,10.0,,5.0,7.0,12.0,6.0,1.0,1.0,,4.0,31.0,8.0,38,1.0,11.0,55,14.0,80,47,127,3.0,7,6.0,1.0,7.0,,3.0,13.0,1.0,4.0,3.0,20.0,1.0,6.0,42,81,6.0,8.0,60.0,4.0,23.0,9.0,23.0,13.0,3.0,7.0,23.0,13.0,,67,350,10.0,0.5357142857142857,0.7317073170731707,,,,,,0.5045045045045045,0.5,0.4864864864864865,0.5,0.5,0.47368421052631576,0.5642857142857143,0.525,0.5982142857142857,0.008928571428571428,,0.09009009009009009,0.07407407407407407,0.16129032258064516,0.038461538461538464,,16.34320735444331,0.35,0.3181818181818182,0.03225806451612903,0.16666666666666666,0.11987381703470032,0.1134020618556701,0.0975609756097561,0.15456674473067916,0.11528822055137844,0.11458333333333333,0.09876543209876543,0.1357142857142857,0.11666666666666667,0.20224719101123595,0.13402061855670103,0.16666666666666666,0.1044776119402985,0.13333333333333333,0.06818181818181818,0.5652173913043478,0.48214285714285715,0.7222222222222222,0.78,0.5641025641025641,0.2767857142857143,0.2903225806451613,0.34615384615384615,0.2222222222222222,0.23214285714285715,0.3076923076923077,0.32,0.75,,,,,0.008928571428571428,,,,0.6944444444444444,0.64,0.0625,,,,,,,0.4473684210526316,0.7058823529411765,,,0.02631578947368421,,0.49107142857142855,,0.47061250000000004,0.4989333333333334,0.46152368421052625,0.17557251908396945,0.17692307692307693,0.26582278481012656,0.4240506329113924,6.344144144144144,32.7,0.4196642685851319,,1.0,0.045454545454545456,,,,,,,,,,True,
182,1610612765,Billy Owens,Billy Owens,182,DET,26861.0,448,13,899,885,282,220,140,1784,28,58,9.0,31.0,10.0,26.0,8.0,21,9.0,35,,4.0,,2.0,,,1.0,4.0,,,,2.0,45,114,1.0,8.0,13.0,106,896,11.0,36,,2.0,4.0,26,11.0,37,,2.0,6.0,28,42,48.0,3.0,,12.0,1.0,3.0,1.0,8.0,,21.0,6.0,27.0,4.0,2.0,7.0,4.0,10.0,60.0,5.0,38,,12.0,58,8.0,78,43,121,6.0,14,6.0,8.0,12.0,3.0,6.0,11.0,1.0,6.0,2.0,23.0,1.0,6.0,20,46,3.0,3.0,23.0,3.0,10.0,3.0,6.0,3.0,,3.0,6.0,2.0,,28,282,6.0,0.4666666666666667,0.5384615384615384,1.0,0.125,,,0.14285714285714285,0.39473684210526316,0.3055555555555556,0.2972972972972973,0.38114754098360654,0.2894736842105263,0.28205128205128205,0.4015151515151515,0.3023255813953488,0.3111111111111111,0.06557377049180328,,0.07017543859649122,0.08620689655172414,0.09523809523809523,0.02857142857142857,,14.37847866419295,0.5217391304347826,0.22857142857142856,,0.15934065934065933,0.09844559585492228,0.12631578947368421,0.056179775280898875,0.15250544662309368,0.09052631578947369,0.13392857142857142,0.09259259259259259,0.0783132530120482,0.0547945205479452,0.14035087719298245,0.18095238095238095,0.15862068965517243,0.13043478260869565,0.11538461538461539,0.09230769230769231,0.3333333333333333,0.47540983606557374,0.4827586206896552,0.5283018867924528,0.42857142857142855,0.1721311475409836,0.38095238095238093,0.42105263157894735,0.5,0.28688524590163933,0.2571428571428571,0.2647058823529412,0.5555555555555556,0.03278688524590164,,,,0.03278688524590164,0.25,0.25,1.0,0.8157894736842105,0.2903225806451613,0.1111111111111111,0.05263157894736842,,,,,,0.6666666666666666,0.38461538461538464,,,0.05128205128205128,,0.5409836065573771,0.3333333333333333,0.48117561983471074,0.5234015625,0.509953947368421,0.07751937984496124,0.08264462809917356,0.24528301886792453,0.2641509433962264,7.302631578947371,26.4625,0.3136818687430478,1.0,,0.0625,,,,,,,,,,True,
2043,1610612765,Mateen Cleaves,Mateen Cleaves,2043,DET,5838.0,97,-13,205,218,100,99,24,423,10,15,2.0,3.0,5.0,7.0,2.0,6,1.0,4,,,,,,,,2.0,,,,1.0,13,25,,2.0,10.0,36,220,2.0,3,,,,4,8.0,13,,1.0,5.0,21,8,18.0,,,4.0,,2.0,,2.0,,10.0,9.0,19.0,6.0,3.0,4.0,3.0,3.0,47.0,,5,1.0,,1,1.0,2,6,8,1.0,6,1.0,5.0,5.0,3.0,3.0,5.0,,2.0,,10.0,1.0,6.0,5,16,,1.0,13.0,1.0,5.0,2.0,,,,,,,,21,100,4.0,0.3076923076923077,0.36363636363636365,,,,,,0.52,0.6666666666666666,0.6153846153846154,0.48148148148148145,0.6666666666666666,0.5714285714285714,0.5454545454545454,0.6666666666666666,0.65625,0.07407407407407407,,0.08,0.06666666666666667,0.16666666666666666,,,18.85964912280702,0.5,0.08333333333333333,0.05555555555555555,0.016129032258064516,0.07692307692307693,,,0.011904761904761904,0.06329113924050633,0.04,0.09090909090909091,0.10344827586206896,,,0.058823529411764705,,,,0.08333333333333333,,0.5555555555555556,0.6666666666666666,0.7142857142857143,0.2,0.2222222222222222,0.3333333333333333,0.4,0.5,0.14814814814814814,0.25,0.25,1.0,,,,,0.07407407407407407,,,,1.0,0.6666666666666666,,,,,,,,0.5,0.7142857142857143,,,0.07142857142857142,,0.6296296296296297,,0.5370074074074075,0.5998,0.5064464285714285,0.16129032258064516,0.1724137931034483,0.1111111111111111,0.5833333333333334,4.744,27.200000000000003,0.4878048780487805,,,,,1.0,,,,,,,,True,
344,1610612765,Dana Barros,Dana Barros,344,DET,16690.0,278,-12,558,549,234,230,77,1107,9,18,,,3.0,9.0,5.0,9,28.0,43,1.0,4.0,,,1.0,3.0,11.0,27.0,4.0,5.0,5.0,9.0,42,70,12.0,31.0,19.0,139,585,2.0,4,4.0,5.0,,16,14.0,26,6.0,12.0,11.0,57,26,58.0,33.0,3.0,,,27.0,11.0,3.0,,14.0,8.0,22.0,5.0,3.0,8.0,1.0,5.0,52.0,,1,,3.0,18,,21,1,22,1.0,6,6.0,,8.0,,4.0,1.0,,4.0,1.0,9.0,,2.0,4,18,,,22.0,3.0,4.0,7.0,,,,,,,1.0,57,234,5.0,0.30952380952380953,0.30952380952380953,0.9166666666666666,0.3870967741935484,0.8,0.5,0.3870967741935484,0.6,0.5,0.5384615384615384,0.594059405940594,0.8888888888888888,0.6052631578947368,0.6238532110091743,0.8888888888888888,0.6333333333333333,0.3069306930693069,,0.04285714285714286,0.1111111111111111,,0.023255813953488372,,18.294573643410853,0.8888888888888888,,,0.09326424870466321,0.004807692307692308,0.05263157894736842,,0.084,0.0037313432835820895,,,0.01282051282051282,,0.08163265306122448,0.06451612903225806,0.12195121951219512,0.07317073170731707,,0.023809523809523808,,0.1782178217821782,0.5,0.5625,,0.0891089108910891,0.5555555555555556,0.5555555555555556,,0.42574257425742573,0.6511627906976745,0.6666666666666666,0.4642857142857143,0.039603960396039604,0.25,0.25,1.0,0.26732673267326734,0.4074074074074074,0.4074074074074074,0.9090909090909091,,,,,,,0.5555555555555556,0.8,1.0,0.23684210526315788,0.3333333333333333,0.07894736842105263,0.3333333333333333,0.23684210526315788,0.5555555555555556,0.48514851485148514,0.4074074074074074,0.4611742574257426,0.44748750000000004,0.45114736842105263,0.0392156862745098,0.056338028169014086,0.11510791366906475,0.41007194244604317,12.63857142857143,26.09032258064516,0.41935483870967744,,,,,,3.0,,,,,,,True,
688,1610612765,Michael Curry,Michael Curry,688,DET,68173.0,1136,-57,2185,2178,465,557,272,4363,35,59,1.0,5.0,5.0,11.0,11.0,27,65.0,154,2.0,6.0,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,111,240,3.0,8.0,45.0,276,2284,4.0,20,1.0,2.0,4.0,15,16.0,40,1.0,2.0,19.0,54,160,62.0,9.0,,2.0,,2.0,1.0,9.0,,81.0,32.0,113.0,27.0,5.0,26.0,13.0,42.0,258.0,2.0,9,,17.0,58,1.0,76,11,87,1.0,23,14.0,9.0,23.0,9.0,19.0,26.0,1.0,4.0,5.0,49.0,3.0,10.0,55,130,4.0,10.0,51.0,4.0,18.0,10.0,1.0,1.0,,,1.0,,1.0,54,465,9.0,0.7207207207207207,0.7272727272727273,1.0,0.375,0.5,0.5,0.375,0.4625,0.2,0.4,0.4657258064516129,0.25,0.4166666666666667,0.5073529411764706,0.3125,0.5094339622641509,0.03225806451612903,,0.0375,0.1016949152542373,0.1111111111111111,,,12.830793905372895,0.46938775510204084,0.014285714285714285,,0.06929510155316607,0.010392609699769052,0.07623318385650224,0.010471204188481676,0.07075471698113207,0.010406811731315043,0.009615384615384616,0.014705882352941176,0.00881057268722467,0.014705882352941176,0.04954954954954955,0.06837606837606838,0.08136482939632546,0.06358381502890173,0.12,0.008,,0.23790322580645162,0.5932203389830508,0.660377358490566,0.45714285714285713,0.10887096774193548,0.4074074074074074,0.4583333333333333,0.45454545454545453,0.6209677419354839,0.42207792207792205,0.42207792207792205,0.9076923076923077,0.024193548387096774,0.3333333333333333,0.3333333333333333,1.0,0.008064516129032258,0.5,0.5,1.0,0.22727272727272727,0.2,,0.045454545454545456,,,0.045454545454545456,1.0,1.0,0.2619047619047619,0.45454545454545453,0.023809523809523808,,0.023809523809523808,1.0,0.2701612903225806,0.5,0.4480713709677419,0.41851944444444444,0.4337154761904762,0.06870229007633588,0.07086614173228346,0.05434782608695652,0.1956521739130435,12.530833333333335,24.2875,0.2128146453089245,,,,,,,1.0,,,,,,True,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,124850.0,2081,-37,4116,4101,1261,1222,590,8217,159,273,22.0,39.0,46.0,81.0,48.0,155,175.0,506,34.0,90.0,7.0,18.0,8.0,22.0,80.0,213.0,11.0,30.0,18.0,58.0,382,934,114.0,303.0,408.0,1514,4259,47.0,94,18.0,48.0,26.0,174,101.0,252,26.0,80.0,217.0,497,352,412.0,258.0,84.0,26.0,,213.0,80.0,66.0,3.0,205.0,56.0,261.0,33.0,23.0,82.0,25.0,98.0,578.0,14.0,47,1.0,33.0,111,1.0,145,62,207,17.0,63,41.0,22.0,117.0,29.0,63.0,102.0,25.0,54.0,10.0,219.0,10.0,76.0,25,104,8.0,23.0,494.0,27.0,157.0,85.0,36.0,17.0,11.0,8.0,37.0,22.0,,497,1261,17.0,0.4607329842931937,0.47696476964769646,0.7543859649122807,0.37623762376237624,0.375,0.325,0.37623762376237624,0.4089935760171306,0.5,0.4007936507936508,0.44704931285367827,0.5211267605633803,0.42168674698795183,0.5144230769230769,0.5612903225806452,0.5372807017543859,0.24494745351657235,0.009900990099009901,0.07066381156316917,0.11721611721611722,0.13548387096774195,0.025691699604743084,0.009389671361502348,34.77268009134316,0.5342465753424658,0.00684931506849315,0.006802721088435374,0.06873065015479876,0.028519417475728157,0.08188585607940446,0.03357314148681055,0.07135777998017839,0.02953995157384988,0.05694760820045558,0.017456359102244388,0.018564356435643563,0.033112582781456956,0.05405405405405406,0.05672268907563025,0.08633093525179857,0.08524590163934426,0.07142857142857142,0.0256797583081571,0.5945945945945946,0.22069523039611966,0.5824175824175825,0.6597510373443983,0.4779874213836478,0.12530315278900567,0.3096774193548387,0.3582089552238806,0.2916666666666667,0.40905416329830235,0.3458498023715415,0.35496957403651114,0.49142857142857144,0.07275666936135812,0.37777777777777777,0.38202247191011235,0.7647058823529411,0.17219078415521422,0.3755868544600939,0.3791469194312796,0.75,0.2746478873239437,0.5641025641025641,0.22727272727272727,0.1267605633802817,0.3888888888888889,0.5714285714285714,0.2112676056338028,0.36666666666666664,0.9090909090909091,0.24397590361445784,0.5679012345679012,0.06626506024096386,0.36363636363636365,0.1746987951807229,0.3103448275862069,0.465642683912692,0.3755868544600939,0.48369372469635646,0.48925128205128215,0.4643301515151512,0.11816192560175055,0.1475563909774436,0.11492734478203434,0.3282694848084544,11.352569593147745,25.159735973597357,0.30636540330417883,,1.0,0.034782608695652174,0.011111111111111112,,22.0,,1.0,5.0,1.0,1.0,0.016286644951140065,True,
376,1610612765,Eric Montross,Eric Montross,376,DET,21185.0,353,-37,696,690,130,172,86,1386,17,30,9.0,14.0,2.0,4.0,10.0,42,2.0,6,,,,,,,,,,,,,29,78,,,4.0,62,717,11.0,19,,,2.0,24,2.0,11,,,,4,36,22.0,,,14.0,,,,5.0,,7.0,5.0,12.0,4.0,1.0,2.0,,5.0,29.0,7.0,20,1.0,4.0,40,8.0,52,28,80,2.0,4,3.0,1.0,10.0,,7.0,13.0,1.0,3.0,,23.0,2.0,7.0,24,59,7.0,10.0,15.0,1.0,7.0,1.0,15.0,11.0,,4.0,15.0,12.0,1.0,4,130,5.0,0.6206896551724138,0.8181818181818182,,,,,,0.3717948717948718,0.5789473684210527,0.18181818181818182,0.3717948717948718,0.5789473684210527,0.18181818181818182,0.36470588235294116,0.5454545454545454,0.16666666666666666,,,0.0641025641025641,0.13333333333333333,0.023809523809523808,,,13.533834586466165,0.43478260869565216,0.34782608695652173,0.058823529411764705,0.14705882352941177,0.07326007326007326,0.06779661016949153,0.11666666666666667,0.13293051359516617,0.08108108108108109,0.0967741935483871,0.08,0.058823529411764705,0.1111111111111111,0.13432835820895522,0.10126582278481013,0.18253968253968253,0.09090909090909091,,0.045454545454545456,0.8,0.38461538461538464,0.5666666666666667,0.6538461538461539,0.4117647058823529,0.5384615384615384,0.23809523809523808,0.24390243902439024,0.9,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.7368421052631579,0.6428571428571429,0.1111111111111111,,,,,,,0.36363636363636365,0.5,,,,,0.38461538461538464,,0.4337910256410257,0.48124999999999996,0.4243363636363636,0.08333333333333333,0.08333333333333333,0.3870967741935484,0.06451612903225806,6.147435897435897,,0.1867816091954023,,2.0,0.13333333333333333,,,,,,,,,,True,
